40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
42,1428442,[3 9 4 2 8 6 1 7 0 5],1013195,[2 8 1 0 4 5 6 9 7 3],472301,[1 3 7 6 9 8 0 5 4 2],884434,[2 4 9 5 3 1 6 8 0 7]
43,983582,[2 7 4 1 0 6 8 5 3 9],457024,[1 3 4 7 8 5 6 9 0 2],690651,[1 9 2 0 4 6 3 7 8 5],996866,[2 7 6 8 4 1 0 5 3 9]
44,1155460,[3 1 7 2 8 9 0 6 4 5],931101,[2 6 0 8 3 1 9 5 7 4],414352,[1 2 4 3 6 9 7 8 0 5],222610,[0 6 5 2 3 1 7 9 4 8]
45,1297119,[3 6 1 4 7 2 8 5 9 0],208494,[0 6 2 4 7 5 3 1 8 9],941912,[2 6 3 9 1 4 5 7 0 8],775824,[2 1 3 9 6 4 0 5 7 8]
46,1032290,[2 8 5 7 6 3 0 4 1 9],84710,[0 3 1 8 6 9 5 4 2 7],72214,[0 2 8 4 3 7 9 6 1 5],529411,[1 5 2 0 4 8 9 3 7 6]
47,189781,[0 5 7 6 4 3 8 1 9 2],139280,[0 4 5 7 3 8 2 6 1 9],305910,[0 8 5 6 9 2 3 1 4 7],93431,[0 3 4 6 8 5 9 7 2 1]
48,353382,[0 9 7 1 6 8 3 2 4 5],4454,[0 1 2 9 4 3 7 6 5 8],702926,[1 9 4 5 2 7 6 3 0 8],1184319,[3 2 4 9 8 1 6 5 7 0]
49,544332,[1 5 6 0 2 3 8 4 7 9],1144101,[3 1 5 0 2 4 9 7 8 6],578595,[1 6 3 8 5 7 0 4 9 2],233699,[0 6 8 3 5 4 2 9 7 1]
50,950331,[2 6 5 4 9 3 0 7 8 1],40358,[0 2 1 3 4 6 8 7 5 9],1051912,[2 9 0 6 8 7 4 5 1 3],1228596,[3 4 5 8 2 1 7 0 6 9]
51,376902,[1 0 4 8 5 9 3 2 6 7],414021,[1 2 4 3 0 5 9 7 8 6],114965,[0 3 8 7 6 1 2 9 5 4],796020,[2 1 7 9 5 4 6 0 3 8]
52,1217021,[3 4 1 6 2 9 0 8 7 5],1039356,[2 8 7 1 5 3 6 0 4 9],442299,[1 2 9 7 3 8 0 5 6 4],114720,[0 3 8 7 4 1 2 5 6 9]
53,603556,[1 6 9 7 2 5 0 8 3 4],818575,[2 3 4 5 9 6 1 0 8 7],861086,[2 4 3 8 9 6 5 1 0 7],270041,[0 7 6 5 1 3 8 9 4 2]
54,1227147,[3 4 5 6 2 1 0 8 9 7],1288444,[3 5 9 6 4 0 1 8 2 7],86635,[0 3 2 4 5 9 8 1 7 6],1430517,[3 9 4 7 6 8 5 1 2 0]
55,891457,[2 5 0 9 1 8 3 4 7 6],190209,[0 5 7 8 2 1 4 6 9 3],794390,[2 1 7 6 3 9 5 4 0 8],153532,[0 4 8 5 2 6 1 9 3 7]
56,35031,[0 1 8 9 5 7 4 3 6 2],46906,[0 2 3 5 1 9 6 8 4 7],1029078,[2 8 5 1 3 7 4 0 6 9],107172,[0 3 7 2 9 1 6 4 5 8]
57,666944,[1 8 5 3 2 9 4 6 0 7],998625,[2 7 8 0 9 6 3 4 5 1],1086910,[2 9 8 5 4 3 7 6 0 1],837353,[2 3 8 0 9 7 5 6 4 1]
58,927377,[2 6 0 1 3 4 8 9 7 5],1385735,[3 8 2 9 5 6 7 4 1 0],318821,[0 8 9 2 6 7 1 5 4 3],1158464,[3 1 7 8 9 6 2 4 0 5]
59,85152,[0 3 1 9 4 7 2 5 6 8],424337,[1 2 6 3 5 0 8 9 7 4],68688,[0 2 7 6 4 5 1 3 8 9],990616,[2 7 5 4 9 0 6 8 1 3]
60,604656,[1 6 9 8 5 7 0 2 3 4],461534,[1 3 5 7 0 2 8 6 4 9],867273,[2 4 6 0 7 3 5 8 9 1],103897,[0 3 6 7 2 9 1 4 8 5]
61,1380515,[3 8 1 9 4 2 5 7 6 0],747105,[2 0 6 3 7 9 4 5 8 1],812861,[2 3 1 4 9 8 0 7 6 5],1171538,[3 2 0 6 1 9 4 7 5 8]
62,768262,[2 1 0 6 3 4 9 8 5 7],1166728,[3 1 9 5 4 7 6 8 0 2],1433600,[3 9 5 4 0 7 2 6 1 8],134175,[0 4 3 7 5 1 8 6 9 2]
63,1242708,[3 4 8 5 9 7 2 0 1 6],403393,[1 2 0 3 5 8 4 6 9 7],505809,[1 4 6 3 7 0 5 8 9 2],55108,[0 2 4 9 6 3 1 8 5 7]
64,1002510,[2 7 8 9 3 1 4 0 5 6],1256013,[3 5 1 2 6 8 9 4 7 0],707092,[1 9 5 3 0 6 2 8 4 7],1156635,[3 1 7 5 4 8 0 6 9 2]
65,858539,[2 4 3 5 6 7 1 9 8 0],355650,[0 9 7 4 8 5 6 1 2 3],495072,[1 4 3 2 7 8 0 5 6 9],614631,[1 7 2 9 5 8 4 3 6 0]
66,1396798,[3 8 6 0 9 7 5 4 1 2],322073,[0 8 9 7 2 6 4 5 3 1],1302473,[3 6 2 4 9 8 5 7 1 0],32261,[0 1 8 4 7 9 2 6 5 3]
67,108149,[0 3 7 5 2 4 1 9 8 6],53949,[0 2 4 7 9 5 8 3 6 1],617766,[1 7 3 6 0 2 5 4 8 9],328228,[0 9 2 1 8 4 3 7 5 6]
68,688974,[1 9 0 6 8 4 3 2 5 7],1203953,[3 2 8 9 0 7 5 6 4 1],931906,[2 6 0 9 3 8 4 7 1 5],1266157,[3 5 4 1 7 2 8 0 9 6]
69,44581,[0 2 1 8 9 5 6 3 7 4],851067,[2 4 0 9 1 5 3 7 8 6],66637,[0 2 7 3 6 4 8 1 9 5],633009,[1 7 6 5 2 0 4 8 9 3]
70,1296607,[3 6 1 2 9 0 5 4 8 7],834250,[2 3 7 5 8 0 4 9 1 6],1158350,[3 1 7 8 6 9 4 2 0 5],295145,[0 8 3 5 9 4 6 7 2 1]
71,508533,[1 4 6 9 2 7 8 3 5 0],1073265,[2 9 5 8 4 7 1 3 6 0],281277,[0 7 9 6 4 8 5 2 3 1],1280485,[3 5 8 0 4 7 6 1 9 2]
72,545527,[1 5 6 2 8 0 4 3 9 7],267298,[0 7 6 1 3 5 4 9 2 8],12735,[0 1 4 6 8 2 7 5 9 3],694002,[1 9 2 6 8 3 7 0 4 5]
73,355584,[0 9 7 4 8 2 1 3 5 6],400636,[1 0 9 5 4 7 2 8 3 6],355065,[0 9 7 4 1 8 3 5 6 2],1424762,[3 9 2 6 8 0 1 5 4 7]
74,1381888,[3 8 2 1 4 7 6 9 0 5],62648,[0 2 6 5 1 3 7 8 4 9],1381482,[3 8 2 0 7 4 9 1 5 6],278567,[0 7 9 2 8 3 6 5 4 1]
75,1002040,[2 7 8 6 5 1 4 9 0 3],928643,[2 6 0 3 8 7 4 9 5 1],1265539,[3 5 4 0 8 1 9 2 7 6],929121,[2 6 0 4 5 8 3 7 9 1]
76,1087590,[2 9 8 6 4 1 3 0 5 7],153881,[0 4 8 5 7 2 6 9 3 1],74274,[0 2 8 7 1 9 6 3 4 5],56859,[0 2 5 3 9 8 1 6 7 4]
77,573834,[1 6 2 8 9 7 5 0 3 4],425654,[1 2 6 5 3 0 8 7 4 9],1217096,[3 4 1 6 5 7 2 8 0 9],1257315,[3 5 1 6 2 8 0 7 9 4]
78,1181777,[3 2 4 6 5 0 8 9 7 1],479566,[1 3 9 2 0 5 8 7 4 6],340129,[0 9 4 5 3 6 1 2 8 7],1220947,[3 4 2 1 8 6 9 0 7 5]
79,538692,[1 5 3 9 2 0 7 4 6 8],171536,[0 5 3 1 4 7 6 8 2 9],798720,[2 1 8 5 4 0 3 6 7 9],157386,[0 4 9 2 6 5 8 1 3 7]
80,80172,[0 2 9 8 4 1 6 3 5 7],195641,[0 5 8 7 6 2 4 9 3 1],171972,[0 5 3 1 9 2 7 4 6 8],807124,[2 3 0 4 1 5 6 9 7 8]
81,1088186,[2 9 8 7 3 1 0 5 4 6],1297948,[3 6 1 5 8 2 0 9 4 7],699974,[1 9 3 8 2 0 6 5 4 7],577172,[1 6 3 5 7 8 9 2 0 4]
82,309085,[0 8 6 3 2 7 5 1 9 4],536779,[1 5 3 6 7 0 9 2 8 4],85480,[0 3 1 9 7 4 6 8 2 5],653279,[1 8 2 6 3 9 7 5 4 0]
83,601163,[1 6 9 2 8 5 3 7 4 0],7573,[0 1 3 6 7 2 8 4 9 5],81069,[0 3 1 2 7 6 9 5 8 4],1174745,[3 2 1 0 7 6 8 9 5 4]
84,642994,[1 7 9 5 0 3 4 8 2 6],234882,[0 6 8 5 2 3 9 1 4 7],652749,[1 8 2 5 6 4 9 3 7 0],1102807,[3 0 4 8 7 1 5 2 9 6]
85,386677,[1 0 6 8 2 4 7 3 9 5],12038,[0 1 4 5 8 3 7 6 2 9],992286,[2 7 5 9 1 0 4 3 6 8],1226867,[3 4 5 2 9 8 1 7 6 0]
86,396725,[1 0 8 7 2 3 4 9 6 5],1317347,[3 6 7 2 5 9 1 8 4 0],553501,[1 5 7 8 6 3 4 0 9 2],1446151,[3 9 7 8 4 1 2 0 6 5]
87,233352,[0 6 8 3 1 7 2 4 5 9],1229034,[3 4 5 8 9 7 6 0 1 2],363757,[1 0 2 4 5 6 8 3 9 7],965064,[2 6 9 4 3 1 0 5 7 8]
88,680621,[1 8 9 0 3 7 2 6 5 4],1051259,[2 9 0 6 1 5 4 8 7 3],1269202,[3 5 4 8 7 6 1 9 0 2],443421,[1 2 9 8 7 0 6 4 5 3]
89,733457,[2 0 3 6 8 1 7 9 5 4],451487,[1 3 2 7 0 5 9 8 6 4],942446,[2 6 3 9 8 5 4 1 0 7],1007318,[2 7 9 8 0 3 5 4 1 6]
90,1119700,[3 0 8 2 1 9 4 7 5 6],563971,[1 5 9 8 2 6 7 0 4 3],587525,[1 6 5 7 0 2 3 9 8 4],611921,[1 7 2 4 9 3 6 8 5 0]
91,1019885,[2 8 3 4 6 0 1 9 7 5],592080,[1 6 7 4 3 0 2 5 8 9],1275911,[3 5 7 1 0 6 9 8 4 2],490186,[1 4 2 3 8 9 5 7 0 6]
92,526454,[1 5 0 6 3 2 8 7 4 9],69395,[0 2 7 8 4 3 5 9 6 1],1064772,[2 9 4 1 8 0 6 3 5 7],1195337,[3 2 7 1 4 0 8 9 6 5]
93,7923,[0 1 3 7 2 4 5 8 9 6],932428,[2 6 1 0 3 5 4 9 7 8],1080755,[2 9 7 4 0 3 5 8 6 1],1123297,[3 0 8 9 1 7 2 4 6 5]
94,659060,[1 8 3 7 4 0 9 5 2 6],1194509,[3 2 7 0 1 5 4 9 8 6],400717,[1 0 9 5 6 3 7 2 8 4],1231307,[3 4 6 2 0 9 5 8 7 1]
95,1110277,[3 0 6 4 1 5 8 2 9 7],1263045,[3 5 2 7 1 4 9 6 8 0],504176,[1 4 6 0 3 7 5 8 2 9],1171607,[3 2 0 6 4 5 9 8 7 1]
96,579609,[1 6 4 0 2 3 7 8 9 5],1274928,[3 5 6 9 7 2 0 1 4 8],696749,[1 9 3 2 7 4 0 8 6 5],333660,[0 9 3 2 5 6 7 1 4 8]
97,186038,[0 5 6 9 3 2 7 4 1 8],611617,[1 7 2 4 5 9 0 3 8 6],1419020,[3 9 1 5 8 0 7 4 2 6],830614,[2 3 6 8 5 7 9 4 0 1]
98,1432896,[3 9 5 2 0 8 1 4 6 7],654347,[1 8 2 7 6 9 3 5 4 0],1436087,[3 9 5 8 4 1 7 6 2 0],1293040,[3 6 0 5 9 2 7 8 1 4]
99,297225,[0 8 3 9 6 7 2 4 5 1],577265,[1 6 3 5 8 4 7 9 2 0],1371808,[3 8 0 2 4 7 6 9 1 5],1060788,[2 9 3 5 1 8 6 0 4 7]
100,1352144,[3 7 5 1 9 8 2 4 0 6],1339757,[3 7 1 8 6 5 0 9 4 2],1091967,[3 0 1 7 6 8 5 4 9 2],744851,[2 0 5 8 6 1 4 9 7 3]
