2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
43,44850,[0 2 1 9 4 7 8 3 5 6],38700,[0 1 9 6 7 4 5 2 3 8],7258,[0 1 3 6 2 7 5 9 4 8],56530,[0 2 5 3 7 1 6 9 4 8]
44,23569,[0 1 6 7 8 4 2 3 9 5],62200,[0 2 6 4 5 3 8 9 1 7],3450,[0 1 2 7 8 6 9 3 4 5],47110,[0 2 3 5 6 7 9 8 1 4]
45,42698,[0 2 1 6 4 9 3 7 5 8],25332,[0 1 7 2 4 3 8 5 6 9],23866,[0 1 6 8 2 9 4 7 3 5],19847,[0 1 5 9 6 3 8 7 4 2]
46,53574,[0 2 4 7 5 6 3 1 8 9],52460,[0 2 4 5 9 1 8 6 3 7],49524,[0 2 3 8 7 6 5 1 4 9],32623,[0 1 8 5 3 9 4 2 7 6]
47,13341,[0 1 4 7 6 2 9 5 8 3],33153,[0 1 8 6 2 4 5 7 9 3],10441,[0 1 4 2 7 3 5 6 9 8],5794,[0 1 3 4 2 6 7 9 5 8]
48,64105,[0 2 6 8 1 4 3 5 9 7],3977,[0 1 2 8 6 3 7 9 5 4],13212,[0 1 4 7 5 2 8 3 6 9],21402,[0 1 6 3 8 4 9 2 5 7]
49,25233,[0 1 7 2 3 5 6 8 9 4],8923,[0 1 3 8 5 4 9 2 7 6],70723,[0 2 8 1 4 5 9 3 7 6],43976,[0 2 1 8 3 6 5 7 4 9]
50,28605,[0 1 7 6 8 3 9 4 5 2],62081,[0 2 6 4 3 5 8 9 7 1],46198,[0 2 3 4 1 9 8 7 5 6],15347,[0 1 5 2 4 9 6 8 7 3]
51,62025,[0 2 6 4 1 9 5 7 8 3],6949,[0 1 3 5 7 9 6 2 8 4],14468,[0 1 4 9 2 6 8 5 3 7],34749,[0 1 8 9 3 5 7 4 6 2]
52,31584,[0 1 8 3 9 4 2 5 6 7],10337,[0 1 4 2 6 3 8 9 7 5],7061,[0 1 3 5 8 9 2 7 6 4],64271,[0 2 6 8 3 5 9 7 4 1]
53,9829,[0 1 3 9 6 8 5 2 7 4],41273,[0 2 1 4 5 9 7 8 6 3],31016,[0 1 8 3 2 6 5 7 4 9],30803,[0 1 8 2 7 6 4 9 5 3]
54,23793,[0 1 6 8 2 4 5 7 9 3],26473,[0 1 7 3 8 6 2 4 9 5],7658,[0 1 3 6 7 9 2 5 4 8],2267,[0 1 2 6 3 9 5 8 7 4]
55,55142,[0 2 4 9 6 5 7 3 1 8],64726,[0 2 6 8 9 3 7 5 1 4],57044,[0 2 5 4 3 6 9 7 1 8],24295,[0 1 6 8 7 4 3 2 9 5]
56,72198,[0 2 8 4 3 7 5 1 6 9],63332,[0 2 6 5 9 7 8 3 1 4],20976,[0 1 6 3 2 9 4 5 7 8],45451,[0 2 3 1 4 8 9 5 7 6]
57,14912,[0 1 4 9 7 3 5 6 2 8],31964,[0 1 8 4 5 3 9 6 2 7],17288,[0 1 5 6 2 3 7 8 4 9],48959,[0 2 3 7 9 8 6 5 4 1]
58,41616,[0 2 1 4 8 9 3 5 6 7],3641,[0 1 2 8 3 5 7 9 6 4],32630,[0 1 8 5 3 9 6 4 2 7],25643,[0 1 7 2 6 8 4 9 5 3]
59,42680,[0 2 1 6 4 8 5 7 3 9],9539,[0 1 3 9 4 6 5 8 7 2],42986,[0 2 1 6 8 4 3 7 5 9],53811,[0 2 4 7 8 5 1 6 9 3]
60,56056,[0 2 5 1 9 3 7 8 4 6],40232,[0 1 9 8 7 3 4 5 2 6],40288,[0 1 9 8 7 5 4 6 2 3],66703,[0 2 7 3 6 9 4 1 8 5]
61,48961,[0 2 3 8 1 4 5 6 9 7],20609,[0 1 6 2 7 8 5 9 4 3],21824,[0 1 6 4 3 9 5 7 2 8],8785,[0 1 3 8 4 5 2 6 9 7]
62,57530,[0 2 5 4 9 6 1 7 3 8],62645,[0 2 6 5 1 3 4 9 8 7],37449,[0 1 9 5 2 3 6 7 8 4],23255,[0 1 6 7 3 8 9 5 4 2]
63,57538,[0 2 5 4 9 6 3 8 1 7],67099,[0 2 7 4 3 1 9 5 8 6],70283,[0 2 7 9 5 6 3 8 4 1],70098,[0 2 7 9 4 1 8 3 5 6]
64,16480,[0 1 5 3 9 4 7 8 2 6],12530,[0 1 4 6 5 7 2 8 3 9],59269,[0 2 5 8 3 9 6 1 7 4],5732,[0 1 3 2 9 7 8 5 4 6]
65,26612,[0 1 7 3 9 6 8 4 2 5],61565,[0 2 6 3 7 1 4 9 8 5],31898,[0 1 8 4 3 9 2 6 5 7],10925,[0 1 4 3 5 2 6 9 8 7]
66,46608,[0 2 3 4 8 6 1 5 7 9],70187,[0 2 7 9 4 8 3 6 5 1],11265,[0 1 4 3 7 9 5 6 8 2],19717,[0 1 5 9 4 3 7 2 8 6]
67,27876,[0 1 7 5 8 3 6 2 4 9],52665,[0 2 4 6 1 9 5 7 8 3],64788,[0 2 6 8 9 7 4 1 3 5],2141,[0 1 2 5 9 8 3 7 6 4]
68,14436,[0 1 4 9 2 5 7 3 6 8],22115,[0 1 6 4 8 3 5 9 7 2],16915,[0 1 5 4 6 9 8 2 7 3],55364,[0 2 4 9 8 3 7 5 1 6]
69,34497,[0 1 8 7 9 4 3 5 6 2],28187,[0 1 7 6 2 9 4 8 5 3],63057,[0 2 6 5 7 4 3 8 9 1],35219,[0 1 8 9 7 4 3 6 5 2]
70,32971,[0 1 8 5 7 6 9 2 4 3],32089,[0 1 8 4 6 5 2 3 9 7],36614,[0 1 9 3 8 2 6 5 4 7],34293,[0 1 8 7 5 6 9 3 4 2]
71,27056,[0 1 7 4 6 5 3 8 2 9],14656,[0 1 4 9 5 2 7 8 3 6],47666,[0 2 3 6 4 5 1 8 7 9],21136,[0 1 6 3 5 2 8 9 4 7]
72,69660,[0 2 7 8 6 4 5 1 3 9],35842,[0 1 9 2 7 6 4 8 3 5],18652,[0 1 5 7 9 4 2 8 3 6],47970,[0 2 3 6 7 8 9 1 4 5]
73,65056,[0 2 6 9 4 1 7 8 3 5],74875,[0 2 8 7 9 6 5 1 4 3],70329,[0 2 7 9 6 1 4 5 8 3],59463,[0 2 5 8 6 4 7 3 9 1]
74,10290,[0 1 4 2 5 8 9 3 6 7],32045,[0 1 8 4 6 2 3 9 7 5],29363,[0 1 7 8 6 5 3 9 4 2],69184,[0 2 7 8 1 5 6 9 3 4]
75,70054,[0 2 7 9 3 6 8 5 1 4],35425,[0 1 9 2 4 5 3 6 8 7],12907,[0 1 4 6 9 5 8 2 7 3],69094,[0 2 7 6 9 5 8 4 1 3]
76,70344,[0 2 7 9 6 3 1 4 5 8],42775,[0 2 1 6 5 7 4 3 9 8],33452,[0 1 8 6 4 7 9 3 2 5],47535,[0 2 3 6 1 4 8 7 9 5]
77,16921,[0 1 5 4 7 2 3 6 9 8],5136,[0 1 3 2 4 9 5 6 7 8],49076,[0 2 3 8 1 9 7 5 4 6],34221,[0 1 8 7 5 2 9 4 6 3]
78,17620,[0 1 5 6 4 9 2 8 3 7],58787,[0 2 5 7 6 9 3 8 4 1],67816,[0 2 7 5 3 1 8 9 4 6],48922,[0 2 3 7 9 6 4 8 1 5]
79,9525,[0 1 3 9 4 5 8 6 7 2],9529,[0 1 3 9 4 6 2 5 8 7],69385,[0 2 7 8 4 3 1 5 9 6],56131,[0 2 5 1 9 7 8 3 6 4]
80,21825,[0 1 6 4 3 9 5 7 8 2],11732,[0 1 4 5 3 8 9 6 2 7],34415,[0 1 8 7 6 5 9 4 3 2],26564,[0 1 7 3 9 4 8 5 2 6]
81,49454,[0 2 3 8 7 1 6 5 4 9],9633,[0 1 3 9 5 4 6 7 8 2],74212,[0 2 8 7 1 5 3 9 4 6],4924,[0 1 2 9 8 3 4 7 5 6]
82,33687,[0 1 8 6 7 5 4 3 9 2],49248,[0 2 3 8 5 6 1 4 7 9],13585,[0 1 4 7 9 3 2 5 8 6],44519,[0 2 1 8 7 9 6 5 4 3]
83,8705,[0 1 3 8 2 6 7 9 5 4],49007,[0 2 3 8 1 5 9 7 6 4],49957,[0 2 3 9 5 4 7 1 8 6],20967,[0 1 6 3 2 8 7 5 9 4]
84,66412,[0 2 7 3 4 6 1 9 5 8],24404,[0 1 6 8 9 3 7 4 2 5],42839,[0 2 1 6 5 9 8 7 4 3],67673,[0 2 7 4 9 8 5 6 3 1]
85,26418,[0 1 7 3 8 2 9 4 5 6],15730,[0 1 5 2 9 3 6 8 4 7],67402,[0 2 7 4 6 8 3 9 1 5],33160,[0 1 8 6 2 4 7 9 3 5]
86,53164,[0 2 4 6 9 1 3 8 5 7],66942,[0 2 7 3 9 8 4 1 5 6],60507,[0 2 6 1 3 5 4 8 9 7],27285,[0 1 7 4 9 3 8 5 6 2]
87,39704,[0 1 9 8 2 7 4 5 3 6],25287,[0 1 7 2 3 8 6 5 9 4],20855,[0 1 6 2 9 7 8 5 4 3],72846,[0 2 8 5 3 1 6 4 7 9]
88,62545,[0 2 6 4 9 3 1 5 8 7],72200,[0 2 8 4 3 7 5 6 1 9],50823,[0 2 4 1 7 6 8 5 9 3],23983,[0 1 6 8 3 9 4 2 7 5]
89,44530,[0 2 1 8 9 3 5 7 4 6],26719,[0 1 7 4 2 8 5 3 9 6],70244,[0 2 7 9 5 3 8 4 1 6],35051,[0 1 8 9 6 2 4 7 5 3]
90,5565,[0 1 3 2 8 5 9 6 7 4],10805,[0 1 4 3 2 5 6 9 8 7],63865,[0 2 6 7 8 3 1 4 9 5],6791,[0 1 3 5 6 7 9 8 4 2]
91,47284,[0 2 3 5 8 1 4 9 6 7],24019,[0 1 6 8 4 2 9 3 7 5],54213,[0 2 4 8 3 7 9 5 6 1],34289,[0 1 8 7 5 6 4 9 3 2]
92,62775,[0 2 6 5 3 1 8 7 9 4],5871,[0 1 3 4 2 9 7 6 8 5],41157,[0 2 1 4 3 9 8 6 7 5],40349,[0 2 1 3 4 6 5 9 8 7]
93,22363,[0 1 6 5 2 4 9 3 8 7],12338,[0 1 4 6 2 9 3 7 5 8],29515,[0 1 7 8 9 6 5 2 4 3],37176,[0 1 9 4 6 8 2 3 5 7]
94,13055,[0 1 4 7 2 8 9 6 5 3],30064,[0 1 7 9 6 4 5 8 2 3],9595,[0 1 3 9 4 8 7 2 6 5],52743,[0 2 4 6 3 7 8 5 9 1]
95,2310,[0 1 2 6 4 5 7 3 8 9],18877,[0 1 5 8 3 4 7 2 9 6],23128,[0 1 6 7 2 8 5 9 3 4],65363,[0 2 6 9 7 5 3 8 4 1]
96,53305,[0 2 4 7 1 5 3 6 9 8],29424,[0 1 7 8 9 3 2 4 5 6],21783,[0 1 6 4 3 7 8 5 9 2],30506,[0 1 8 2 5 4 3 7 6 9]
97,71570,[0 2 8 3 5 6 1 7 4 9],51075,[0 2 4 1 9 7 3 6 8 5],18681,[0 1 5 7 9 6 3 4 8 2],24243,[0 1 6 8 7 2 3 5 9 4]
98,28865,[0 1 7 8 2 5 6 9 4 3],29134,[0 1 7 8 4 6 9 5 2 3],22212,[0 1 6 4 9 2 7 3 5 8],52902,[0 2 4 6 5 9 3 1 7 8]
99,70028,[0 2 7 9 3 5 8 4 1 6],3599,[0 1 2 7 9 8 6 5 4 3],45775,[0 2 3 1 7 6 5 4 9 8],38290,[0 1 9 6 3 2 5 8 4 7]
100,69161,[0 2 7 8 1 4 6 9 5 3],30686,[0 1 8 2 6 7 5 4 3 9],14248,[0 1 4 8 7 6 5 9 2 3],2235,[0 1 2 6 3 8 4 7 9 5]
