10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
32,305817,[0 8 5 6 7 3 2 4 9 1],1748367,[4 8 2 9 1 6 5 3 7 0],544344,[1 5 6 0 2 4 3 7 8 9],537668,[1 5 3 7 8 4 9 2 0 6],1055016,[2 9 1 4 3 8 0 5 6 7],1796282,[4 9 5 2 8 0 1 6 3 7],2072843,[5 7 3 1 9 6 2 8 4 0],1585190,[4 3 2 6 7 9 5 1 0 8],1404909,[3 8 7 6 1 4 9 2 5 0],317844,[0 8 9 1 4 6 5 2 3 7]
33,284477,[0 8 1 5 2 7 3 9 6 4],1673630,[4 6 5 0 3 9 7 2 1 8],557596,[1 5 8 6 3 7 0 9 2 4],407881,[1 2 0 9 6 3 4 5 8 7],1201205,[3 2 8 4 5 0 1 9 7 6],1556532,[4 2 6 8 9 0 5 1 3 7],2173007,[5 9 8 1 0 3 7 6 4 2],1384782,[3 8 2 7 1 9 4 0 5 6],1352280,[3 7 5 2 1 0 4 6 8 9],423676,[1 2 6 0 5 8 3 9 4 7]
34,278199,[0 7 9 2 4 3 6 5 8 1],1619293,[4 5 1 3 0 2 8 6 9 7],606731,[1 7 0 4 8 2 5 9 6 3],535185,[1 5 3 2 4 9 6 7 8 0],1253057,[3 5 0 7 4 1 8 9 6 2],1541893,[4 2 1 9 6 0 7 3 8 5],2057443,[5 7 0 2 6 3 9 1 8 4],1610236,[4 3 9 5 2 7 0 8 1 6],1284452,[3 5 8 7 9 4 6 1 0 2],539993,[1 5 4 0 9 8 6 7 3 2]
35,363532,[1 0 2 3 9 6 4 8 5 7],1670201,[4 6 3 2 8 1 7 9 5 0],462977,[1 3 5 9 0 2 7 8 6 4],309651,[0 8 6 4 1 5 2 7 9 3],1273669,[3 5 6 7 9 8 2 0 4 1],1734170,[4 8 0 1 6 5 2 7 3 9],2063083,[5 7 1 3 4 2 9 0 8 6],1426208,[3 9 2 8 7 0 4 5 1 6],1250917,[3 5 0 2 6 4 8 1 9 7],471427,[1 3 7 5 8 4 9 0 6 2]
36,32346,[0 1 8 4 9 5 7 2 3 6],1611105,[4 3 9 6 5 8 1 2 7 0],639592,[1 7 8 9 2 6 4 5 0 3],563227,[1 5 9 7 2 4 8 0 6 3],1355937,[3 7 6 0 2 5 4 8 9 1],1759670,[4 8 6 0 9 7 3 2 1 5],1921445,[5 2 7 1 8 0 3 9 6 4],1582305,[4 3 1 9 6 8 2 5 7 0],1237583,[3 4 7 5 9 0 8 6 2 1],453803,[1 3 4 0 5 8 6 9 7 2]
37,276290,[0 7 8 6 5 3 1 4 2 9],1526897,[4 1 8 9 6 0 5 7 3 2],677878,[1 8 7 4 3 9 6 5 0 2],557925,[1 5 8 6 9 2 7 3 4 0],1330467,[3 6 9 8 7 1 0 4 5 2],1856138,[5 1 0 3 9 8 2 6 4 7],2125168,[5 8 6 4 3 7 2 9 0 1],1469071,[4 0 5 6 3 2 7 1 9 8],1243195,[3 4 8 6 5 9 7 0 2 1],351918,[0 9 6 7 5 4 2 1 3 8]
38,235497,[0 6 8 7 1 4 3 5 9 2],1874306,[5 1 4 9 2 3 0 7 6 8],685089,[1 8 9 7 4 0 3 5 6 2],534816,[1 5 3 0 8 9 2 4 6 7],1182708,[3 2 4 7 6 9 5 0 1 8],1574944,[4 3 0 6 5 7 8 9 1 2],2021902,[5 6 1 2 3 0 9 8 4 7],1494446,[4 1 0 6 7 8 5 3 2 9],1179290,[3 2 1 9 8 5 0 6 4 7],366779,[1 0 2 8 5 6 4 9 7 3]
39,212600,[0 6 3 2 4 8 5 7 1 9],1788421,[4 9 2 7 8 3 5 0 6 1],554229,[1 5 7 9 6 3 8 2 4 0],446712,[1 3 0 7 5 8 2 4 6 9],1173692,[3 2 0 9 1 7 8 5 4 6],1703228,[4 7 1 9 5 3 8 2 0 6],2053275,[5 6 9 2 7 4 0 3 8 1],1607293,[4 3 8 9 2 0 6 1 7 5],1228524,[3 4 5 8 1 7 6 0 2 9],374742,[1 0 4 5 6 9 3 2 7 8]
40,60184,[0 2 5 9 6 4 7 8 1 3],1798073,[4 9 5 7 1 8 3 6 2 0],526515,[1 5 0 6 3 8 2 7 9 4],457410,[1 3 4 8 2 7 9 0 5 6],1028046,[2 8 4 9 7 0 3 1 5 6],1607867,[4 3 9 0 1 8 5 7 6 2],2214690,[6 0 9 3 8 5 7 1 2 4],1266187,[3 5 4 1 7 6 9 0 8 2],1141773,[3 1 4 6 8 7 9 2 5 0],470948,[1 3 7 5 0 6 9 4 2 8]
41,362132,[0 9 8 6 7 4 5 2 1 3],1650741,[4 5 9 3 7 0 8 2 6 1],560921,[1 5 9 3 0 4 7 8 6 2],389497,[1 0 7 3 9 8 2 4 6 5],1278166,[3 5 7 6 1 2 9 8 0 4],1604004,[4 3 8 1 7 6 5 0 2 9],1909105,[5 2 3 8 6 1 0 4 9 7],1509459,[4 1 5 6 3 9 0 7 8 2],1339942,[3 7 1 9 0 2 8 6 4 5],405190,[1 2 0 5 8 6 9 7 3 4]
42,267095,[0 7 5 9 8 4 6 3 2 1],1739548,[4 8 1 2 0 5 3 9 6 7],685825,[1 9 0 2 6 4 3 5 8 7],532296,[1 5 2 7 3 9 0 4 6 8],1025030,[2 8 4 3 6 9 5 1 0 7],1588764,[4 3 5 1 7 8 6 0 2 9],1969869,[5 3 8 7 9 2 6 1 4 0],1608801,[4 3 9 1 5 7 2 6 8 0],1403073,[3 8 7 2 6 1 4 5 9 0],488479,[1 4 0 9 5 7 3 2 8 6]
43,252769,[0 7 3 2 1 6 4 5 9 8],1771014,[4 8 9 2 6 3 1 0 5 7],606303,[1 7 0 4 2 6 8 5 9 3],447489,[1 3 0 8 6 2 5 7 9 4],1205749,[3 2 9 1 6 8 5 0 7 4],1879121,[5 1 6 8 9 2 4 7 3 0],2025144,[5 6 1 8 7 2 0 3 4 9],1330511,[3 6 9 8 7 2 5 4 1 0],1231124,[3 4 6 1 9 2 8 5 0 7],341574,[0 9 4 7 3 5 2 1 6 8]
44,205887,[0 6 1 8 9 5 4 3 7 2],1847798,[5 0 8 6 3 2 7 4 1 9],757217,[2 0 8 3 7 1 6 9 5 4],583917,[1 6 4 8 9 7 5 2 3 0],1339076,[3 7 1 6 8 9 5 2 0 4],1827597,[5 0 3 7 2 9 8 4 6 1],2164519,[5 9 6 3 1 7 2 0 8 4],1627970,[4 5 3 0 1 7 2 8 6 9],1421496,[3 9 2 0 4 8 1 5 6 7],460971,[1 3 5 6 2 7 0 8 9 4]
45,67020,[0 2 7 4 1 6 8 3 5 9],1523242,[4 1 8 2 6 7 3 9 0 5],452341,[1 3 2 8 4 6 7 0 9 5],349449,[0 9 6 3 4 1 5 7 8 2],1174549,[3 2 1 0 5 9 7 4 8 6],1795123,[4 9 5 1 2 3 8 0 7 6],2199430,[6 0 5 3 8 4 9 7 1 2],1372072,[3 8 0 2 6 9 5 7 1 4],1222042,[3 4 2 6 1 8 5 9 0 7],345418,[0 9 5 4 7 3 2 8 1 6]
46,358568,[0 9 8 2 1 3 5 6 4 7],1871851,[5 1 4 3 8 7 9 0 6 2],798436,[2 1 8 4 9 6 0 7 3 5],447901,[1 3 0 9 2 6 7 4 8 5],1203790,[3 2 8 7 9 4 6 5 0 1],1652109,[4 5 9 7 3 2 8 1 6 0],2045146,[5 6 7 8 2 9 1 4 0 3],1505652,[4 1 3 8 2 0 7 5 6 9],1279295,[3 5 7 8 6 4 9 2 1 0],532468,[1 5 2 7 6 3 0 9 4 8]
47,328208,[0 9 2 1 8 3 5 6 4 7],1528011,[4 1 9 2 3 6 0 7 8 5],791957,[2 1 7 0 9 6 3 8 5 4],493117,[1 4 2 8 9 3 6 0 7 5],1103573,[3 0 4 9 7 5 1 8 6 2],1572671,[4 3 0 1 5 7 9 8 6 2],1956202,[5 3 6 0 9 7 2 8 1 4],1420654,[3 9 1 8 0 6 7 5 2 4],1232252,[3 4 6 5 2 8 9 1 0 7],561055,[1 5 9 3 2 6 4 0 8 7]
48,114628,[0 3 8 7 2 4 1 9 5 6],1812178,[4 9 8 3 7 2 1 6 0 5],560134,[1 5 9 0 8 6 7 4 2 3],622806,[1 7 4 6 0 2 5 3 8 9],1286126,[3 5 9 1 2 7 6 4 0 8],1601959,[4 3 7 8 9 5 1 0 6 2],2110296,[5 8 2 6 9 7 0 1 3 4],1608146,[4 3 9 0 6 2 1 7 5 8],1096039,[3 0 2 6 4 8 5 1 9 7],284291,[0 8 1 4 9 2 5 7 6 3]
49,129937,[0 4 2 8 5 9 1 3 7 6],1799632,[4 9 6 0 3 8 5 7 1 2],667455,[1 8 5 4 0 2 7 6 9 3],554756,[1 5 8 0 4 9 7 3 2 6],1361882,[3 7 8 1 5 0 2 6 4 9],1654194,[4 6 0 2 5 9 8 1 3 7],1981985,[5 4 1 2 8 6 7 9 3 0],1613618,[4 5 0 2 1 9 3 7 6 8],1389141,[3 8 4 6 2 0 9 5 7 1],312453,[0 8 6 9 7 4 5 2 3 1]
50,361162,[0 9 8 5 4 6 2 7 1 3],1809010,[4 9 7 8 3 0 2 6 1 5],754552,[2 0 7 6 9 8 4 5 1 3],325363,[0 9 1 5 8 3 7 2 6 4],1132570,[3 1 0 8 2 4 6 9 5 7],1647977,[4 5 8 9 7 0 3 6 2 1],2004998,[5 4 7 8 6 1 3 2 0 9],1464679,[4 0 3 7 2 8 5 1 9 6],1283707,[3 5 8 6 9 2 7 0 4 1],533292,[1 5 2 8 7 0 6 3 4 9]
51,174486,[0 5 3 7 4 1 6 2 8 9],1697237,[4 7 0 8 2 6 1 9 5 3],605876,[1 7 0 3 5 9 8 4 2 6],471476,[1 3 7 5 8 9 6 2 0 4],1233256,[3 4 6 7 9 0 5 8 1 2],1618795,[4 5 1 2 3 9 8 0 7 6],1917093,[5 2 6 3 7 8 9 1 4 0],1459831,[4 0 2 7 6 3 5 1 9 8],1173473,[3 2 0 8 7 9 5 6 4 1],266023,[0 7 5 8 3 9 2 1 6 4]
52,162939,[0 5 1 4 3 9 2 7 8 6],1664994,[4 6 2 3 5 9 8 0 1 7],493266,[1 4 2 9 0 6 8 3 5 7],346909,[0 9 5 7 6 8 3 1 4 2],1298279,[3 6 1 7 0 9 8 5 4 2],1696501,[4 7 0 6 2 5 8 1 9 3],2207989,[6 0 8 1 5 9 4 2 7 3],1532663,[4 2 0 1 8 3 9 7 6 5],1089089,[3 0 1 2 7 8 6 9 5 4],553709,[1 5 7 9 0 3 2 8 6 4]
53,143156,[0 4 6 3 8 9 7 2 1 5],1855469,[5 1 0 3 2 6 4 9 8 7],575956,[1 6 3 2 9 7 0 8 4 5],307221,[0 8 5 9 6 1 7 3 4 2],1022768,[2 8 3 9 5 0 4 6 1 7],1857209,[5 1 0 6 4 8 7 9 3 2],1963201,[5 3 7 4 8 0 1 2 9 6],1483243,[4 0 8 3 1 5 9 2 7 6],1278624,[3 5 7 6 9 1 0 2 4 8],265420,[0 7 5 6 4 9 1 8 2 3]
