2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
32,34539,[0 1 8 7 9 6 2 4 5 3],1655781,[4 6 0 5 8 1 9 3 7 2],529308,[1 5 2 0 3 9 7 4 6 8],367420,[1 0 2 9 4 8 3 7 5 6],1110464,[3 0 6 4 2 9 5 7 1 8],1697768,[4 7 0 9 1 2 5 6 3 8],2134018,[5 8 9 2 7 3 1 6 0 4],1381813,[3 8 2 1 4 0 7 5 9 6],1237500,[3 4 7 5 8 2 6 0 1 9],283625,[0 8 1 3 9 5 6 7 4 2]
33,64220,[0 2 6 8 3 1 9 5 4 7],1692584,[4 6 9 7 5 8 1 2 0 3],501865,[1 4 5 7 0 3 2 6 9 8],373287,[1 0 4 2 6 8 7 5 9 3],1140510,[3 1 4 5 0 6 7 2 8 9],1682290,[4 6 7 8 3 0 2 9 1 5],2121178,[5 8 4 9 0 3 2 7 1 6],1380116,[3 8 1 7 6 9 5 2 0 4],1230064,[3 4 6 0 5 7 8 9 1 2],281428,[0 7 9 6 8 2 1 5 3 4]
34,63895,[0 2 6 7 8 4 3 1 9 5],1668241,[4 6 3 0 1 2 5 7 9 8],503151,[1 4 5 8 7 9 3 2 6 0],388049,[1 0 6 9 8 5 4 7 3 2],1134461,[3 1 2 0 7 9 4 8 6 5],1728986,[4 7 9 0 3 2 1 6 5 8],2103053,[5 8 1 2 9 4 0 7 6 3],1415329,[3 9 0 7 6 4 1 2 8 5],1190164,[3 2 6 1 0 4 5 9 7 8],315165,[0 8 7 4 6 2 9 3 5 1]
35,67520,[0 2 7 4 8 6 3 5 1 9],1687193,[4 6 8 7 1 9 3 5 2 0],545674,[1 5 6 2 9 3 4 8 0 7],386422,[1 0 6 7 8 2 9 5 3 4],1103143,[3 0 4 9 1 8 5 2 7 6],1697221,[4 7 0 8 2 5 6 1 9 3],2076012,[5 7 3 9 2 0 6 1 4 8],1399327,[3 8 6 5 4 0 2 1 9 7],1216562,[3 4 1 5 8 0 2 7 6 9],288785,[0 8 2 4 1 6 7 9 5 3]
36,65787,[0 2 7 1 5 4 3 8 9 6],1665075,[4 6 2 3 7 8 0 5 9 1],531003,[1 5 2 4 7 0 3 8 9 6],350748,[0 9 6 5 1 8 4 2 3 7],1132125,[3 1 0 7 5 4 9 6 8 2],1685049,[4 6 8 2 3 0 5 7 9 1],2133848,[5 8 9 2 6 0 3 4 1 7],1417308,[3 9 1 2 5 8 6 0 4 7],1189392,[3 2 5 9 8 6 0 1 4 7],310988,[0 8 6 5 9 3 7 2 1 4]
37,19140,[0 1 5 8 6 4 7 2 3 9],1678595,[4 6 7 0 3 2 5 9 8 1],483975,[1 4 0 2 5 3 8 7 9 6],382197,[1 0 5 8 7 9 6 3 4 2],1159967,[3 1 8 2 0 5 9 7 6 4],1705166,[4 7 2 3 1 8 6 5 0 9],2090168,[5 7 8 6 0 1 3 4 2 9],1398475,[3 8 6 4 1 9 7 0 5 2],1199536,[3 2 8 0 1 4 7 9 5 6],266710,[0 7 5 9 3 4 8 6 1 2]
38,24596,[0 1 6 9 2 8 7 4 3 5],1704013,[4 7 2 0 8 1 6 3 9 5],546068,[1 5 6 3 4 7 9 2 0 8],329288,[0 9 2 4 5 1 6 7 3 8],1138297,[3 1 2 8 9 7 0 4 6 5],1713697,[4 7 5 0 1 9 2 3 8 6],2126690,[5 8 6 9 4 2 0 3 1 7],1433395,[3 9 5 2 7 8 6 0 4 1],1226752,[3 4 5 2 8 9 6 7 0 1],253270,[0 7 3 2 8 5 9 6 1 4]
39,59798,[0 2 5 9 1 4 7 6 3 8],1694128,[4 7 0 1 9 6 5 8 2 3],509994,[1 4 7 2 3 9 8 0 5 6],389955,[1 0 7 4 6 8 2 5 9 3],1135315,[3 1 2 4 8 9 7 0 6 5],1716121,[4 7 5 3 6 0 1 2 9 8],2121351,[5 8 4 9 1 7 3 2 6 0],1394186,[3 8 5 6 2 1 0 7 4 9],1216917,[3 4 1 6 0 9 8 5 7 2],324930,[0 9 1 5 3 7 8 2 4 6]
40,55712,[0 2 5 1 6 4 7 8 3 9],1706568,[4 7 2 6 1 5 0 3 8 9],500884,[1 4 5 3 8 0 2 9 6 7],377304,[1 0 4 9 2 5 3 6 7 8],1159695,[3 1 8 0 7 2 6 5 9 4],1675939,[4 6 5 3 8 0 9 1 7 2],2114377,[5 8 3 4 6 9 0 1 7 2],1399283,[3 8 6 5 2 7 1 9 4 0],1234991,[3 4 7 0 2 6 9 8 5 1],262328,[0 7 5 1 4 2 6 8 3 9]
41,47348,[0 2 3 5 8 6 9 4 1 7],1713910,[4 7 5 0 3 6 9 8 1 2],514931,[1 4 8 2 3 0 6 9 7 5],335630,[0 9 3 6 1 8 5 4 2 7],1119156,[3 0 8 1 5 4 7 2 6 9],1738398,[4 8 0 9 3 6 2 1 5 7],2140593,[5 9 0 7 1 3 4 6 8 2],1400112,[3 8 6 7 4 5 0 1 2 9],1196298,[3 2 7 4 6 0 9 1 5 8],265184,[0 7 5 6 2 9 3 4 1 8]
42,48624,[0 2 3 7 6 4 1 5 8 9],1673083,[4 6 3 9 7 1 8 0 5 2],503703,[1 4 5 9 6 3 7 2 8 0],332751,[0 9 3 1 2 8 6 5 7 4],1126609,[3 0 9 5 7 4 1 2 8 6],1694068,[4 7 0 1 9 3 2 8 5 6],2112374,[5 8 3 0 9 1 6 4 2 7],1392875,[3 8 5 2 6 1 4 9 7 0],1188235,[3 2 5 8 1 9 7 0 6 4],318235,[0 8 9 1 7 6 5 2 4 3]
43,21878,[0 1 6 4 5 3 8 7 2 9],1687988,[4 6 8 9 2 3 7 1 0 5],532149,[1 5 2 7 0 6 9 4 8 3],377466,[1 0 4 9 3 6 8 2 5 7],1112108,[3 0 6 7 5 4 9 2 1 8],1675493,[4 6 5 3 0 7 1 9 8 2],2093202,[5 7 9 2 1 3 8 0 4 6],1446700,[3 9 8 0 2 7 1 6 4 5],1192622,[3 2 6 7 4 5 8 1 0 9],284600,[0 8 1 5 3 7 4 6 2 9]
44,55060,[0 2 4 9 5 8 1 7 3 6],1685358,[4 6 8 2 7 5 1 0 3 9],510679,[1 4 7 3 2 8 5 0 9 6],370684,[1 0 3 6 9 2 4 8 5 7],1138748,[3 1 2 9 6 5 8 4 0 7],1675224,[4 6 5 2 8 1 0 3 7 9],2140939,[5 9 0 7 4 1 8 2 6 3],1419400,[3 9 1 6 4 2 7 8 0 5],1242848,[3 4 8 6 1 0 5 7 2 9],310231,[0 8 6 4 9 2 3 1 7 5]
45,43804,[0 2 1 7 9 3 4 8 5 6],1694210,[4 7 0 2 1 6 3 8 5 9],540535,[1 5 4 2 8 6 3 0 9 7],353177,[0 9 7 1 5 2 6 8 4 3],1131725,[3 1 0 6 9 2 4 8 7 5],1728256,[4 7 8 9 2 0 5 6 1 3],2134105,[5 8 9 3 0 2 1 4 7 6],1388691,[3 8 4 5 7 2 0 6 9 1],1252656,[3 5 0 6 8 9 1 2 4 7],288873,[0 8 2 4 3 5 6 7 9 1]
46,21347,[0 1 6 3 7 9 4 8 5 2],1659668,[4 6 1 3 0 7 9 5 2 8],546171,[1 5 6 3 7 4 0 8 9 2],352914,[0 9 7 1 2 8 6 3 4 5],1152276,[3 1 6 7 4 2 8 0 5 9],1718643,[4 7 6 0 1 2 3 8 9 5],2079949,[5 7 4 6 8 9 2 0 3 1],1429080,[3 9 4 5 8 0 1 2 6 7],1181371,[3 2 4 5 8 7 9 0 6 1],262168,[0 7 5 1 2 8 6 9 3 4]
47,57668,[0 2 5 6 1 7 9 4 3 8],1702111,[4 7 1 8 0 3 5 2 9 6],497169,[1 4 3 7 6 0 5 8 9 2],318670,[0 8 9 2 5 4 7 6 1 3],1143550,[3 1 4 9 2 6 8 7 0 5],1714537,[4 7 5 1 2 9 0 3 8 6],2107333,[5 8 2 0 9 1 6 3 7 4],1435693,[3 9 5 8 0 1 6 2 7 4],1194493,[3 2 7 0 1 4 8 5 9 6],261994,[0 7 4 9 8 2 3 6 1 5]
48,68280,[0 2 7 5 9 1 3 4 6 8],1685513,[4 6 8 2 9 7 3 5 1 0],535022,[1 5 3 2 0 7 8 6 4 9],318754,[0 8 9 2 6 3 4 7 1 5],1115457,[3 0 7 4 2 6 5 8 9 1],1680387,[4 6 7 2 9 1 0 5 8 3],2127347,[5 8 7 0 4 9 2 6 3 1],1408050,[3 8 9 2 5 6 7 0 1 4],1249237,[3 4 9 8 0 2 6 1 7 5],273176,[0 7 8 2 4 5 3 6 1 9]
49,58165,[0 2 5 6 8 7 4 1 9 3],1685103,[4 6 8 2 3 5 7 1 9 0],506703,[1 4 6 5 8 3 7 2 9 0],350120,[0 9 6 4 2 7 3 5 1 8],1136994,[3 1 2 7 0 9 8 4 5 6],1680857,[4 6 7 3 5 0 8 9 2 1],2081639,[5 7 6 0 1 9 8 4 3 2],1416992,[3 9 1 2 0 5 6 7 4 8],1240392,[3 4 8 0 7 6 1 2 5 9],264003,[0 7 5 3 8 1 2 6 9 4]
50,15041,[0 1 4 9 8 3 6 7 5 2],1727412,[4 7 8 6 1 0 5 2 3 9],541702,[1 5 4 6 3 0 9 8 2 7],352761,[0 9 6 8 7 4 2 3 5 1],1128814,[3 0 9 8 6 5 7 4 1 2],1715649,[4 7 5 2 9 0 3 6 8 1],2104822,[5 8 1 6 3 0 9 7 2 4],1385391,[3 8 2 9 0 7 5 4 6 1],1216697,[3 4 1 5 9 0 7 8 6 2],286280,[0 8 1 7 5 6 3 4 2 9]
51,54538,[0 2 4 8 7 5 3 9 1 6],1677274,[4 6 5 8 3 1 2 9 0 7],512242,[1 4 7 6 3 8 2 9 0 5],327503,[0 9 1 8 7 2 6 5 4 3],1135077,[3 1 2 4 6 9 8 5 7 0],1701511,[4 7 1 6 2 3 5 0 9 8],2078451,[5 7 4 2 8 3 0 6 9 1],1418529,[3 9 1 5 2 0 6 7 8 4],1241513,[3 4 8 2 1 9 6 7 5 0],314070,[0 8 7 3 2 4 5 1 6 9]
52,70374,[0 2 7 9 6 4 3 1 5 8],1719314,[4 7 6 0 9 5 1 3 2 8],544878,[1 5 6 0 8 7 3 2 4 9],319997,[0 8 9 4 3 6 1 7 5 2],1137891,[3 1 2 8 5 6 0 7 9 4],1722435,[4 7 6 8 1 5 0 3 9 2],2120839,[5 8 4 7 3 6 1 0 9 2],1408342,[3 8 9 4 0 1 7 6 2 5],1248131,[3 4 9 6 5 0 2 8 7 1],266204,[0 7 5 8 6 2 9 3 1 4]
53,49965,[0 2 3 9 5 4 8 6 7 1],1698883,[4 7 1 0 6 3 9 2 8 5],537225,[1 5 3 7 0 9 4 6 8 2],335375,[0 9 3 5 7 6 8 4 2 1],1158595,[3 1 7 9 0 8 6 2 5 4],1716994,[4 7 5 6 8 1 2 9 0 3],2110575,[5 8 2 7 3 0 6 4 9 1],1443228,[3 9 7 2 4 8 5 0 1 6],1181892,[3 2 4 6 7 0 8 1 5 9],254634,[0 7 3 5 6 9 8 1 2 4]
