99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
31,1553703,[4 2 6 1 9 5 7 3 8 0],1215657,[3 4 1 2 6 7 5 8 9 0],610869,[1 7 2 3 5 6 9 4 8 0],1509440,[4 1 5 6 3 8 2 7 0 9],1391701,[3 8 5 0 9 4 6 1 7 2],1659381,[4 6 1 2 8 0 9 5 7 3],60838,[0 2 6 1 5 9 8 7 3 4],2915532,[8 0 3 5 4 1 7 2 6 9],2796432,[7 6 2 8 9 4 0 1 3 5],3092260,[8 4 6 3 7 9 0 5 1 2]
32,3553964,[9 7 1 2 0 4 8 5 3 6],2720246,[7 4 3 8 0 6 5 2 1 9],491024,[1 4 2 5 9 8 3 6 0 7],3041097,[8 3 4 2 7 5 1 6 9 0],621560,[1 7 4 3 2 8 5 6 0 9],3600081,[9 8 2 3 0 6 4 5 7 1],1962886,[5 3 7 4 1 2 9 8 0 6],3331376,[9 1 5 8 7 3 2 4 0 6],2058348,[5 7 0 3 8 9 4 1 2 6],1464459,[4 0 3 6 9 8 1 5 7 2]
33,2992872,[8 2 1 7 6 5 0 3 4 9],1252573,[3 5 0 6 8 1 7 2 9 4],2464771,[6 8 1 0 3 7 9 2 5 4],2982804,[8 1 9 6 5 4 3 0 2 7],598115,[1 6 8 5 7 2 3 9 4 0],1102206,[3 0 4 7 9 1 5 2 6 8],1872074,[5 1 4 6 0 8 2 7 3 9],3406630,[9 3 4 8 2 5 7 6 0 1],191000,[0 5 7 9 2 6 3 4 1 8],269811,[0 7 6 4 8 3 1 5 9 2]
34,3186841,[8 7 0 3 2 1 4 5 9 6],1491084,[4 0 9 7 8 5 3 1 2 6],2548890,[7 0 2 8 1 6 9 3 4 5],430381,[1 2 7 4 8 5 6 0 9 3],3582070,[9 7 6 5 0 3 8 4 1 2],228172,[0 6 7 2 9 4 1 8 3 5],3095813,[8 4 7 1 6 3 0 9 5 2],1718253,[4 7 5 9 2 6 8 1 3 0],2639912,[7 2 4 8 5 1 3 6 0 9],2346658,[6 4 1 7 2 5 3 9 0 8]
35,677360,[1 8 7 3 6 5 2 4 0 9],2578023,[7 0 9 4 5 3 6 2 8 1],2156813,[5 9 3 8 4 2 0 7 6 1],1359849,[3 7 6 8 5 0 2 4 9 1],2321195,[6 3 5 4 9 1 2 8 7 0],2984704,[8 2 0 3 5 6 7 9 1 4],2511408,[6 9 2 3 0 5 1 4 7 8],669355,[1 8 5 7 4 9 6 0 3 2],2178048,[6 0 1 3 2 7 4 5 8 9],2676165,[7 3 2 9 8 1 6 4 5 0]
36,3581904,[9 7 6 4 8 1 0 2 3 5],523323,[1 4 9 7 8 0 2 5 6 3],1802936,[4 9 6 7 0 3 2 5 1 8],1516924,[4 1 6 9 8 0 2 7 3 5],97843,[0 3 5 4 9 2 8 1 7 6],1803289,[4 9 6 7 3 2 0 1 8 5],217894,[0 6 4 2 7 8 9 5 1 3],391309,[1 0 7 6 4 9 5 2 8 3],3234335,[8 9 1 6 0 5 7 4 3 2],454139,[1 3 4 0 8 6 5 9 7 2]
37,1329865,[3 6 9 8 0 2 1 4 7 5],2703781,[7 4 0 5 2 6 8 1 9 3],313185,[0 8 7 1 9 6 3 4 5 2],3380190,[9 2 7 5 6 1 3 0 4 8],2335705,[6 3 9 4 0 2 1 5 8 7],377233,[1 0 4 8 9 6 2 3 7 5],281337,[0 7 9 6 5 3 2 4 8 1],465379,[1 3 6 4 5 0 9 2 8 7],2967654,[8 1 5 7 6 3 2 0 4 9],818695,[2 3 4 6 0 7 5 1 9 8]
38,2570009,[7 0 6 9 3 5 4 8 2 1],127080,[0 4 2 3 7 1 5 6 8 9],2927464,[8 0 5 7 9 3 4 6 1 2],1779784,[4 9 1 0 8 5 6 7 2 3],2041029,[5 6 4 9 7 2 8 1 3 0],816720,[2 3 4 0 6 1 5 7 8 9],1978574,[5 4 0 7 1 2 8 6 3 9],2185223,[6 0 2 7 1 3 9 8 5 4],449712,[1 3 2 4 7 8 0 5 6 9],2122804,[5 8 6 1 3 0 2 9 4 7]
39,32744,[0 1 8 5 4 9 3 6 2 7],2313718,[6 3 4 0 5 9 8 7 1 2],163752,[0 5 1 6 4 8 2 3 7 9],311762,[0 8 6 9 1 2 3 5 4 7],1380389,[3 8 1 9 2 4 0 7 6 5],2549377,[7 0 2 8 6 9 1 3 5 4],2652367,[7 2 8 1 9 0 4 3 6 5],2948161,[8 1 0 9 6 2 3 4 7 5],3159741,[8 6 2 9 4 0 7 3 5 1],1956350,[5 3 6 1 0 9 7 4 2 8]
40,338038,[0 9 4 1 5 8 7 6 2 3],1757568,[4 8 5 7 0 3 1 2 6 9],1619739,[4 5 1 3 7 9 0 6 8 2],516982,[1 4 8 6 0 2 9 7 3 5],2019826,[5 6 0 8 2 9 3 7 1 4],3093188,[8 4 6 7 0 3 9 2 1 5],1839767,[5 0 7 1 3 4 9 8 6 2],1678824,[4 6 7 0 8 2 1 3 5 9],1130479,[3 1 0 5 2 8 6 4 9 7],1053621,[2 9 1 0 5 3 8 6 7 4]
41,2930374,[8 0 6 3 9 5 7 4 1 2],2386263,[6 5 1 4 2 7 8 3 9 0],232957,[0 6 8 2 5 3 7 1 9 4],626566,[1 7 5 3 2 4 9 8 0 6],1443531,[3 9 7 2 8 4 0 5 6 1],667675,[1 8 5 4 2 9 7 0 6 3],2824164,[7 8 0 3 4 6 5 1 2 9],3256092,[8 9 6 0 3 1 5 2 4 7],3448595,[9 4 5 1 7 2 3 8 6 0],3512508,[9 6 0 8 3 7 4 1 2 5]
42,2354445,[6 4 3 1 0 5 9 7 8 2],721641,[1 9 8 2 3 6 4 5 7 0],434408,[1 2 8 3 5 0 6 7 4 9],3400890,[9 3 2 7 4 6 8 0 1 5],1150419,[3 1 6 2 8 9 0 5 7 4],2358298,[6 4 3 9 2 5 1 8 0 7],2305444,[6 3 1 5 0 2 4 9 7 8],1642321,[4 5 7 9 0 1 2 3 8 6],618989,[1 7 3 8 6 2 0 9 5 4],1166753,[3 1 9 5 4 8 6 7 2 0]
43,1494122,[4 1 0 6 3 2 5 8 7 9],1012615,[2 8 0 9 4 5 3 1 7 6],2539423,[6 9 8 5 7 4 1 0 3 2],3016250,[8 2 7 4 1 5 0 6 3 9],994513,[2 7 6 3 1 8 0 4 9 5],3237470,[8 9 2 3 4 7 5 1 0 6],1486883,[4 0 9 1 2 7 5 8 6 3],666645,[1 8 5 2 9 3 7 4 6 0],91956,[0 3 4 2 8 5 7 1 6 9],987727,[2 7 4 9 8 0 3 1 6 5]
44,2209056,[6 0 8 3 1 9 2 4 5 7],2926170,[8 0 5 6 1 7 9 2 3 4],1960905,[5 3 7 0 4 9 2 6 8 1],1269879,[3 5 4 9 7 1 6 2 8 0],2525386,[6 9 5 0 3 8 2 7 1 4],2361969,[6 4 5 7 3 0 2 8 9 1],2970947,[8 1 6 4 2 9 3 7 5 0],2768564,[7 5 6 2 1 3 9 4 0 8],2148002,[5 9 2 1 4 0 3 7 6 8],266862,[0 7 5 9 4 8 2 1 3 6]
45,136699,[0 4 5 1 9 2 8 3 7 6],2337282,[6 3 9 7 1 2 8 0 4 5],402212,[1 0 9 7 5 6 8 3 2 4],2394927,[6 5 3 1 2 8 7 4 9 0],701032,[1 9 4 0 6 8 5 7 2 3],3419861,[9 3 7 4 6 8 0 5 2 1],1290852,[3 6 0 1 9 2 7 4 5 8],2582146,[7 1 0 4 3 9 5 8 2 6],110949,[0 3 8 1 2 6 9 5 7 4],892760,[2 5 1 0 9 7 4 6 3 8]
46,3518303,[9 6 2 0 5 1 8 7 4 3],3425071,[9 3 8 5 0 2 4 1 7 6],3407202,[9 3 5 0 2 4 8 1 6 7],811487,[2 3 1 0 4 6 9 8 7 5],2570971,[7 0 8 1 6 5 9 2 4 3],1625809,[4 5 2 7 0 6 1 3 9 8],1313131,[3 6 5 4 8 7 9 0 2 1],1675130,[4 6 5 2 7 3 0 8 1 9],2752190,[7 5 2 0 4 9 6 3 1 8],1300804,[3 6 2 0 8 1 4 9 5 7]
47,2263256,[6 2 1 0 5 7 4 8 3 9],1980518,[5 4 0 9 7 2 6 3 1 8],1632443,[4 5 3 9 1 7 2 8 6 0],12057,[0 1 4 5 8 6 3 7 9 2],593589,[1 6 7 8 3 4 9 2 5 0],720182,[1 9 7 8 2 4 5 3 0 6],1816266,[5 0 1 4 7 6 9 2 3 8],945112,[2 6 4 5 7 9 3 8 0 1],3039681,[8 3 4 0 7 6 2 5 9 1],271029,[0 7 6 8 3 4 9 2 5 1]
48,3345263,[9 1 8 6 2 0 7 5 4 3],1945144,[5 3 1 9 6 4 7 8 0 2],215797,[0 6 3 8 7 2 5 1 9 4],228515,[0 6 7 3 4 2 5 9 8 1],3451862,[9 4 5 8 1 3 6 2 0 7],647686,[1 8 0 5 6 3 9 7 2 4],2851059,[7 8 5 4 6 9 0 2 3 1],998068,[2 7 8 0 3 4 1 9 5 6],1979073,[5 4 0 7 8 2 3 6 9 1],1835047,[5 0 6 1 8 2 4 3 9 7]
49,1834551,[5 0 4 9 8 7 3 2 6 1],2264590,[6 2 1 4 3 7 9 8 0 5],187642,[0 5 7 2 6 8 3 9 1 4],1000679,[2 7 8 4 6 9 5 3 1 0],993543,[2 7 6 0 9 4 5 3 8 1],1559808,[4 2 7 5 3 6 0 1 8 9],797447,[2 1 8 3 6 4 9 7 5 0],138586,[0 4 5 6 3 9 2 8 1 7],1889355,[5 1 8 9 0 6 2 4 7 3],1027977,[2 8 4 9 6 3 1 5 7 0]
50,3169603,[8 6 4 9 1 2 7 0 5 3],2954376,[8 1 3 2 4 9 0 5 6 7],2525176,[6 9 5 0 2 1 7 8 3 4],3167667,[8 6 4 3 5 1 0 7 9 2],2652139,[7 2 8 1 5 0 9 3 6 4],2702710,[7 4 0 2 8 5 9 6 1 3],2117137,[5 8 4 0 3 9 1 2 7 6],3335733,[9 1 6 7 8 4 5 2 3 0],3059117,[8 3 7 9 5 4 0 6 2 1],1953274,[5 3 4 6 9 1 2 8 0 7]
51,2362664,[6 4 5 8 2 9 1 3 0 7],1453241,[4 0 1 5 6 3 8 9 7 2],2246314,[6 1 7 5 9 2 3 8 0 4],2943089,[8 0 9 7 4 5 3 6 2 1],2825347,[7 8 0 5 1 4 9 2 6 3],2561550,[7 0 5 2 8 3 4 1 6 9],1480683,[4 0 7 8 5 1 2 6 9 3],1582749,[4 3 2 0 5 7 9 6 8 1],611448,[1 7 2 4 3 6 0 5 8 9],3200383,[8 7 2 9 6 5 1 0 4 3]
52,189461,[0 5 7 6 1 9 2 8 4 3],480599,[1 3 9 4 5 8 7 6 2 0],888522,[2 5 0 4 1 6 9 3 7 8],1274822,[3 5 6 9 4 2 7 1 0 8],2927667,[8 0 5 9 2 3 1 6 7 4],2032350,[5 6 3 1 8 2 4 0 7 9],2294523,[6 2 9 1 8 0 3 5 7 4],690918,[1 9 2 0 6 7 4 3 5 8],1667845,[4 6 2 9 3 7 5 0 8 1],1453627,[4 0 1 5 9 6 8 2 7 3]
53,2267490,[6 2 1 9 3 7 8 0 4 5],3566588,[9 7 3 5 4 2 8 1 0 6],1746678,[4 8 2 5 9 6 1 0 3 7],263583,[0 7 5 3 1 6 8 4 9 2],2775437,[7 5 8 4 6 3 0 9 2 1],3211643,[8 7 5 1 4 6 2 9 3 0],3013176,[8 2 6 7 9 5 0 1 3 4],1023775,[2 8 4 0 9 5 3 1 7 6],2786742,[7 6 0 9 3 8 2 1 4 5],1838884,[5 0 6 9 1 2 3 8 4 7]
