70%,Optima 1, Optima [1]
72,563,[0 5 4 2 6 3 1]
73,229,[0 2 6 4 1 5 3]
74,2794,[3 6 1 2 5 0 4]
75,2450,[3 2 4 0 5 1 6]
76,883,[1 2 3 6 0 5 4]
77,1401,[1 6 4 2 3 5 0]
78,910,[1 2 4 6 5 0 3]
79,2249,[3 0 5 4 6 2 1]
80,2641,[3 5 0 1 2 6 4]
81,2480,[3 2 5 1 4 0 6]
82,1358,[1 6 2 4 3 0 5]
83,1631,[2 1 4 6 5 3 0]
84,788,[1 0 4 6 3 2 5]
85,480,[0 5 1 2 3 4 6]
86,312,[0 3 5 1 2 4 6]
87,3463,[4 5 6 1 0 3 2]
88,2156,[2 6 5 4 1 0 3]
89,408,[0 4 3 1 2 5 6]
90,3238,[4 2 6 5 3 0 1]
91,2114,[2 6 4 0 3 1 5]
92,1302,[1 5 6 2 0 3 4]
93,2363,[3 1 5 2 6 4 0]
94,1539,[2 0 6 1 4 5 3]
95,2947,[4 0 3 6 1 5 2]
96,697,[0 6 5 1 2 4 3]
97,1993,[2 5 4 0 1 6 3]
98,1491,[2 0 4 1 5 6 3]
99,2455,[3 2 4 1 0 6 5]
100,1779,[2 3 6 0 4 5 1]
1,2245,[3 0 5 4 1 6 2]
2,2782,[3 6 0 5 4 1 2]
3,899,[1 2 4 3 6 5 0]
4,668,[0 6 3 5 2 1 4]
5,2853,[3 6 4 5 1 2 0]
6,1195,[1 4 6 5 0 3 2]
7,1213,[1 5 0 4 2 6 3]
8,1485,[2 0 3 6 4 5 1]
9,1441,[2 0 1 3 4 6 5]
10,2802,[3 6 1 5 0 2 4]
11,193,[0 2 5 1 3 6 4]
12,3187,[4 2 3 6 0 5 1]
13,158,[0 2 3 5 4 1 6]
14,1013,[1 3 4 0 6 5 2]
15,3064,[4 1 3 5 6 0 2]
16,291,[0 3 4 1 5 6 2]
17,2525,[3 4 0 1 6 5 2]
18,1657,[2 1 6 0 3 5 4]
19,1788,[2 3 6 4 0 1 5]
20,2039,[2 5 6 4 3 1 0]
21,311,[0 3 4 6 5 2 1]
22,484,[0 5 1 2 6 3 4]
23,2295,[3 1 0 5 4 6 2]
24,1970,[2 5 3 0 4 1 6]
25,1797,[2 3 6 5 1 4 0]
26,1737,[2 3 4 1 5 6 0]
27,1855,[2 4 3 1 0 6 5]
28,2434,[3 2 1 4 6 0 5]
29,3501,[4 6 0 5 2 3 1]
30,1879,[2 4 5 1 0 6 3]
31,2545,[3 4 1 0 2 6 5]
32,3565,[4 6 3 2 0 5 1]
33,2109,[2 6 3 5 1 4 0]
34,597,[0 5 6 4 2 3 1]
35,522,[0 5 2 6 1 3 4]
36,3352,[4 3 6 2 5 0 1]
37,585,[0 5 6 2 3 4 1]
38,1090,[1 4 0 3 6 2 5]
39,1589,[2 1 3 0 6 5 4]
40,2939,[4 0 3 2 6 5 1]
41,2677,[3 5 1 4 0 6 2]
42,2104,[2 6 3 4 5 0 1]
43,841,[1 2 0 3 4 6 5]
44,993,[1 3 2 4 5 6 0]
45,3010,[4 1 0 3 6 2 5]
46,2581,[3 4 2 5 0 6 1]
47,1038,[1 3 5 2 0 4 6]
48,1477,[2 0 3 5 1 6 4]
49,2130,[2 6 4 5 0 1 3]
50,2816,[3 6 2 1 4 0 5]
51,1827,[2 4 1 0 5 6 3]
52,463,[0 4 6 2 1 5 3]
53,3358,[4 3 6 5 2 0 1]
54,543,[0 5 3 4 2 6 1]
55,1669,[2 1 6 4 0 5 3]
56,1887,[2 4 5 3 1 6 0]
57,614,[0 6 1 4 3 2 5]
58,2584,[3 4 2 5 6 0 1]
59,2526,[3 4 0 2 1 5 6]
60,1242,[1 5 2 6 0 3 4]
61,2995,[4 0 6 5 1 3 2]
62,2433,[3 2 1 4 5 6 0]
63,1638,[2 1 5 3 0 4 6]
64,3217,[4 2 6 0 1 5 3]
65,164,[0 2 3 6 4 1 5]
66,445,[0 4 5 3 1 6 2]
67,1205,[1 5 0 2 6 4 3]
68,3448,[4 5 3 2 6 0 1]
69,617,[0 6 1 4 5 3 2]
70,3367,[4 5 0 2 1 6 3]
71,3327,[4 3 5 2 1 6 0]
72,1561,[2 1 0 3 4 6 5]
73,354,[0 3 6 5 1 2 4]
74,2503,[3 2 6 1 0 5 4]
75,3016,[4 1 0 5 6 2 3]
76,1787,[2 3 6 1 5 4 0]
77,3297,[4 3 2 1 5 6 0]
78,1428,[1 6 5 3 0 2 4]
79,2615,[3 4 5 6 2 1 0]
80,2870,[3 6 5 2 1 0 4]
81,825,[1 0 6 3 4 5 2]
82,504,[0 5 2 1 3 4 6]
83,431,[0 4 3 6 5 2 1]
84,811,[1 0 5 6 2 4 3]
85,370,[0 4 1 3 6 2 5]
86,2208,[3 0 4 1 2 5 6]
87,214,[0 2 5 6 4 1 3]
88,1692,[2 3 0 5 1 4 6]
89,2583,[3 4 2 5 1 6 0]
90,2290,[3 1 0 4 6 2 5]
91,2865,[3 6 5 1 2 4 0]
92,1655,[2 1 5 6 4 3 0]
93,2218,[3 0 4 2 6 1 5]
94,474,[0 4 6 5 1 2 3]
95,3599,[4 6 5 3 2 1 0]
96,178,[0 2 4 3 6 1 5]
97,593,[0 5 6 3 4 2 1]
98,1279,[1 5 4 2 0 6 3]
99,736,[1 0 2 5 6 3 4]
100,2691,[3 5 2 0 4 6 1]
1,1503,[2 0 4 5 3 6 1]
2,1245,[1 5 2 6 3 4 0]
3,987,[1 3 2 0 5 6 4]
4,2417,[3 2 0 5 6 4 1]
5,3144,[4 2 1 0 3 5 6]
6,156,[0 2 3 5 1 4 6]
7,152,[0 2 3 4 5 1 6]
8,981,[1 3 0 6 4 5 2]
9,1181,[1 4 6 0 5 3 2]
10,3537,[4 6 2 1 3 5 0]
11,2244,[3 0 5 4 1 2 6]
12,2840,[3 6 4 1 2 0 5]
13,3624,[5 0 2 1 3 4 6]
14,3310,[4 3 2 6 5 0 1]
15,543,[0 5 3 4 2 6 1]
16,2617,[3 4 6 0 1 5 2]
17,2128,[2 6 4 3 5 0 1]
18,953,[1 2 6 4 5 3 0]
19,3165,[4 2 1 6 3 5 0]
20,1830,[2 4 1 3 0 5 6]
21,310,[0 3 4 6 5 1 2]
22,3167,[4 2 1 6 5 3 0]
23,991,[1 3 2 4 0 6 5]
24,1981,[2 5 3 4 0 6 1]
25,629,[0 6 2 1 5 4 3]
26,1798,[2 3 6 5 4 0 1]
27,2998,[4 0 6 5 3 1 2]
28,3375,[4 5 0 3 2 6 1]
29,2559,[3 4 1 5 2 6 0]
30,2773,[3 6 0 4 1 5 2]
31,1320,[1 6 0 2 3 4 5]
32,2145,[2 6 5 1 3 4 0]
33,819,[1 0 6 2 4 5 3]
34,3578,[4 6 5 0 2 1 3]
35,1494,[2 0 4 3 1 5 6]
36,3235,[4 2 6 5 0 3 1]
37,3172,[4 2 3 0 6 1 5]
38,1669,[2 1 6 4 0 5 3]
39,1322,[1 6 0 2 4 3 5]
40,3440,[4 5 3 1 2 0 6]
41,1939,[2 5 0 6 1 4 3]
42,3007,[4 1 0 3 2 6 5]
43,638,[0 6 2 4 3 1 5]
44,2700,[3 5 2 4 0 1 6]
45,376,[0 4 1 5 6 2 3]
46,397,[0 4 2 5 1 6 3]
47,1685,[2 3 0 1 6 5 4]
48,2563,[3 4 1 6 0 5 2]
49,3585,[4 6 5 1 2 3 0]
50,1108,[1 4 2 0 6 3 5]
51,1896,[2 4 6 0 1 3 5]
52,3294,[4 3 2 1 0 5 6]
53,1768,[2 3 5 4 6 0 1]
54,2560,[3 4 1 5 6 0 2]
55,2580,[3 4 2 5 0 1 6]
56,1990,[2 5 3 6 4 0 1]
57,168,[0 2 4 1 3 5 6]
58,2660,[3 5 0 6 2 1 4]
59,1915,[2 4 6 5 0 3 1]
60,1472,[2 0 3 4 5 1 6]
61,1049,[1 3 5 4 6 2 0]
62,675,[0 6 4 1 3 5 2]
63,2077,[2 6 1 4 0 5 3]
64,2063,[2 6 0 5 4 3 1]
65,2343,[3 1 4 5 2 6 0]
66,323,[0 3 5 2 6 4 1]
67,2147,[2 6 5 1 4 3 0]
68,375,[0 4 1 5 3 6 2]
69,1942,[2 5 0 6 4 1 3]
70,963,[1 3 0 2 5 6 4]
71,3100,[4 1 6 0 5 2 3]
72,586,[0 5 6 2 4 1 3]
73,3286,[4 3 1 6 5 0 2]
74,3380,[4 5 0 6 2 1 3]
75,3545,[4 6 2 3 5 1 0]
76,885,[1 2 3 6 4 5 0]
77,2656,[3 5 0 4 6 1 2]
78,1945,[2 5 1 0 3 6 4]
79,1936,[2 5 0 4 6 1 3]
80,604,[0 6 1 2 5 3 4]
81,308,[0 3 4 6 2 1 5]
82,562,[0 5 4 2 6 1 3]
83,3444,[4 5 3 2 0 1 6]
84,1578,[2 1 0 6 3 4 5]
85,1003,[1 3 2 6 0 5 4]
86,1680,[2 3 0 1 4 5 6]
87,504,[0 5 2 1 3 4 6]
88,1914,[2 4 6 5 0 1 3]
89,1125,[1 4 2 6 3 5 0]
90,3159,[4 2 1 5 3 6 0]
91,2981,[4 0 6 1 5 3 2]
92,639,[0 6 2 4 3 5 1]
93,3408,[4 5 2 0 1 3 6]
94,3504,[4 6 1 0 2 3 5]
95,2517,[3 2 6 5 1 4 0]
96,1390,[1 6 3 5 4 0 2]
97,1057,[1 3 6 0 2 5 4]
98,2229,[3 0 4 6 2 5 1]
99,484,[0 5 1 2 6 3 4]
100,3601,[5 0 1 2 3 6 4]
1,1658,[2 1 6 0 4 3 5]
2,1639,[2 1 5 3 0 6 4]
3,747,[1 0 3 2 5 6 4]
4,2748,[3 5 6 2 0 1 4]
5,1663,[2 1 6 3 0 5 4]
6,1436,[1 6 5 4 2 0 3]
7,413,[0 4 3 1 6 5 2]
8,2043,[2 6 0 1 4 5 3]
9,2669,[3 5 1 0 6 4 2]
10,1821,[2 4 0 6 3 5 1]
11,2988,[4 0 6 3 1 2 5]
12,2089,[2 6 3 0 1 5 4]
13,851,[1 2 0 4 6 5 3]
14,1438,[1 6 5 4 3 0 2]
15,1359,[1 6 2 4 3 5 0]
16,614,[0 6 1 4 3 2 5]
17,886,[1 2 3 6 5 0 4]
18,626,[0 6 2 1 4 3 5]
19,1186,[1 4 6 2 5 0 3]
20,789,[1 0 4 6 3 5 2]
21,3376,[4 5 0 3 6 1 2]
22,188,[0 2 4 6 3 1 5]
23,2702,[3 5 2 4 1 0 6]
24,2438,[3 2 1 5 4 0 6]
25,1637,[2 1 5 0 6 4 3]
26,2587,[3 4 2 6 0 5 1]
27,833,[1 0 6 4 5 3 2]
28,3436,[4 5 3 0 6 1 2]
29,989,[1 3 2 0 6 5 4]
30,2282,[3 1 0 2 5 4 6]
31,3483,[4 6 0 1 3 5 2]
32,553,[0 5 4 1 2 6 3]
33,1588,[2 1 3 0 6 4 5]
34,1989,[2 5 3 6 1 4 0]
35,2600,[3 4 5 1 2 0 6]
36,2255,[3 0 5 6 4 2 1]
37,3469,[4 5 6 2 0 3 1]
38,823,[1 0 6 3 2 5 4]
39,3569,[4 6 3 2 5 1 0]
40,3221,[4 2 6 0 5 3 1]
41,1672,[2 1 6 4 5 0 3]
42,2116,[2 6 4 0 5 1 3]
43,2899,[4 0 1 6 2 5 3]
44,2959,[4 0 5 2 1 6 3]
45,251,[0 3 1 4 6 5 2]
46,1018,[1 3 4 2 6 0 5]
47,3442,[4 5 3 1 6 0 2]
48,2096,[2 6 3 1 4 0 5]
49,2271,[3 0 6 4 2 5 1]
50,2030,[2 5 6 3 1 0 4]
51,631,[0 6 2 3 1 5 4]
52,557,[0 5 4 1 6 3 2]
53,1170,[1 4 5 6 0 2 3]
54,3349,[4 3 6 2 0 5 1]
55,196,[0 2 5 1 6 3 4]
56,1425,[1 6 5 2 3 4 0]
57,2591,[3 4 2 6 5 1 0]
58,1963,[2 5 1 6 0 4 3]
59,1238,[1 5 2 4 3 0 6]
60,2730,[3 5 4 6 0 1 2]
61,730,[1 0 2 4 6 3 5]
62,194,[0 2 5 1 4 3 6]
63,1181,[1 4 6 0 5 3 2]
64,514,[0 5 2 3 6 1 4]
65,1992,[2 5 4 0 1 3 6]
66,2561,[3 4 1 5 6 2 0]
67,628,[0 6 2 1 5 3 4]
68,2516,[3 2 6 5 1 0 4]
69,2492,[3 2 5 6 1 0 4]
70,2759,[3 5 6 4 2 1 0]
71,799,[1 0 5 3 2 6 4]
72,358,[0 3 6 5 4 1 2]
73,711,[0 6 5 3 2 4 1]
74,1619,[2 1 4 3 6 5 0]
75,2772,[3 6 0 4 1 2 5]
76,1387,[1 6 3 5 0 4 2]
77,1115,[1 4 2 3 6 5 0]
78,3398,[4 5 1 3 2 0 6]
79,2267,[3 0 6 2 5 4 1]
80,745,[1 0 3 2 4 6 5]
81,2800,[3 6 1 4 5 0 2]
82,2391,[3 1 6 4 2 5 0]
83,1291,[1 5 4 6 0 3 2]
84,2613,[3 4 5 6 1 2 0]
85,1777,[2 3 6 0 1 5 4]
86,3052,[4 1 3 0 6 2 5]
87,3038,[4 1 2 5 3 0 6]
88,1893,[2 4 5 6 1 3 0]
89,1764,[2 3 5 4 0 1 6]
90,1301,[1 5 6 0 4 3 2]
91,3318,[4 3 5 1 0 2 6]
92,1633,[2 1 5 0 3 6 4]
93,3239,[4 2 6 5 3 1 0]
94,966,[1 3 0 4 2 5 6]
95,2618,[3 4 6 0 2 1 5]
96,1444,[2 0 1 3 6 4 5]
97,1061,[1 3 6 0 5 4 2]
98,2512,[3 2 6 4 5 0 1]
99,1093,[1 4 0 5 2 6 3]
100,1391,[1 6 3 5 4 2 0]
1,517,[0 5 2 4 1 6 3]
2,1052,[1 3 5 6 2 0 4]
3,3259,[4 3 0 6 1 5 2]
4,3167,[4 2 1 6 5 3 0]
5,1357,[1 6 2 4 0 5 3]
6,568,[0 5 4 3 6 1 2]
7,3501,[4 6 0 5 2 3 1]
8,3205,[4 2 5 3 0 6 1]
9,703,[0 6 5 2 1 4 3]
10,2619,[3 4 6 0 2 5 1]
11,437,[0 4 5 1 6 3 2]
12,2848,[3 6 4 2 5 0 1]
13,3350,[4 3 6 2 1 0 5]
14,620,[0 6 1 5 3 2 4]
15,3585,[4 6 5 1 2 3 0]
16,1993,[2 5 4 0 1 6 3]
17,2717,[3 5 4 0 6 2 1]
18,2222,[3 0 4 5 2 1 6]
19,2391,[3 1 6 4 2 5 0]
20,2594,[3 4 5 0 2 1 6]
21,3178,[4 2 3 1 6 0 5]
22,2389,[3 1 6 4 0 5 2]
23,879,[1 2 3 5 4 6 0]
24,1318,[1 5 6 4 3 0 2]
25,3095,[4 1 5 6 3 2 0]
26,2821,[3 6 2 4 0 5 1]
27,605,[0 6 1 2 5 4 3]
28,3400,[4 5 1 3 6 0 2]
29,2656,[3 5 0 4 6 1 2]
30,1454,[2 0 1 5 4 3 6]
31,452,[0 4 5 6 2 1 3]
32,2257,[3 0 6 1 2 5 4]
33,2431,[3 2 1 4 0 6 5]
34,1003,[1 3 2 6 0 5 4]
35,194,[0 2 5 1 4 3 6]
36,1874,[2 4 5 0 3 1 6]
37,2787,[3 6 1 0 4 5 2]
38,1779,[2 3 6 0 4 5 1]
39,1383,[1 6 3 4 2 5 0]
40,1335,[1 6 0 4 3 5 2]
41,3206,[4 2 5 3 1 0 6]
42,3487,[4 6 0 2 1 5 3]
43,1316,[1 5 6 4 2 0 3]
44,2799,[3 6 1 4 2 5 0]
45,991,[1 3 2 4 0 6 5]
46,597,[0 5 6 4 2 3 1]
47,1937,[2 5 0 4 6 3 1]
48,2745,[3 5 6 1 2 4 0]
49,1035,[1 3 5 0 4 6 2]
50,752,[1 0 3 4 5 2 6]
51,2382,[3 1 6 2 0 4 5]
52,2494,[3 2 5 6 4 0 1]
53,301,[0 3 4 5 1 6 2]
54,2153,[2 6 5 3 4 1 0]
55,1868,[2 4 3 6 1 0 5]
56,1782,[2 3 6 1 0 4 5]
57,248,[0 3 1 4 5 2 6]
58,2067,[2 6 1 0 4 5 3]
59,349,[0 3 6 4 1 5 2]
60,2190,[3 0 2 4 1 5 6]
61,3618,[5 0 1 6 2 3 4]
62,321,[0 3 5 2 4 6 1]
63,676,[0 6 4 1 5 2 3]
64,2904,[4 0 2 1 3 5 6]
65,2293,[3 1 0 5 2 6 4]
66,1834,[2 4 1 3 6 0 5]
67,543,[0 5 3 4 2 6 1]
68,2474,[3 2 5 0 4 1 6]
69,156,[0 2 3 5 1 4 6]
70,1838,[2 4 1 5 3 0 6]
71,2860,[3 6 5 0 4 1 2]
