100%,Optima 1, Optima [1]
71,3154,[4 2 1 3 6 0 5]
72,3441,[4 5 3 1 2 6 0]
73,2590,[3 4 2 6 5 0 1]
74,2528,[3 4 0 2 5 1 6]
75,4803,[6 4 0 1 3 5 2]
76,1755,[2 3 5 0 4 6 1]
77,2913,[4 0 2 3 5 6 1]
78,3491,[4 6 0 2 5 3 1]
79,3373,[4 5 0 3 1 6 2]
80,5025,[6 5 4 1 2 3 0]
81,1325,[1 6 0 2 5 4 3]
82,2830,[3 6 2 5 4 0 1]
83,2592,[3 4 5 0 1 2 6]
84,2229,[3 0 4 6 2 5 1]
85,3396,[4 5 1 3 0 2 6]
86,2179,[3 0 1 6 2 5 4]
87,2353,[3 1 5 0 2 6 4]
88,1944,[2 5 1 0 3 4 6]
89,4668,[6 2 5 3 0 1 4]
90,2414,[3 2 0 5 4 1 6]
91,2693,[3 5 2 0 6 4 1]
92,4384,[6 0 3 4 5 1 2]
93,3219,[4 2 6 0 3 5 1]
94,4432,[6 0 5 3 4 1 2]
95,3140,[4 2 0 6 3 1 5]
96,3305,[4 3 2 5 6 1 0]
97,2387,[3 1 6 2 5 4 0]
98,634,[0 6 2 3 5 1 4]
99,3243,[4 3 0 1 5 6 2]
100,285,[0 3 2 6 4 5 1]
1,609,[0 6 1 3 4 5 2]
2,4770,[6 3 4 5 0 1 2]
3,2585,[3 4 2 5 6 1 0]
4,975,[1 3 0 5 4 6 2]
5,2621,[3 4 6 0 5 2 1]
6,1551,[2 0 6 4 3 5 1]
7,2080,[2 6 1 4 5 0 3]
8,440,[0 4 5 2 3 1 6]
9,3521,[4 6 1 3 5 2 0]
10,4868,[6 4 2 5 1 0 3]
11,294,[0 3 4 2 1 5 6]
12,932,[1 2 5 6 3 0 4]
13,3401,[4 5 1 3 6 2 0]
14,2898,[4 0 1 6 2 3 5]
15,3317,[4 3 5 0 6 2 1]
16,2881,[4 0 1 2 3 6 5]
17,990,[1 3 2 4 0 5 6]
18,3547,[4 6 2 5 0 3 1]
19,657,[0 6 3 2 4 5 1]
20,336,[0 3 6 1 2 4 5]
21,3460,[4 5 6 0 3 1 2]
22,1361,[1 6 2 4 5 3 0]
23,121,[0 2 1 3 4 6 5]
24,3292,[4 3 2 0 6 1 5]
25,4972,[6 5 2 0 4 1 3]
26,3811,[5 1 4 6 0 3 2]
27,199,[0 2 5 3 1 6 4]
28,3198,[4 2 5 1 0 3 6]
29,4429,[6 0 5 3 1 4 2]
30,1497,[2 0 4 3 5 6 1]
31,4408,[6 0 4 3 5 1 2]
32,2279,[3 0 6 5 4 2 1]
33,173,[0 2 4 1 6 5 3]
34,3237,[4 2 6 5 1 3 0]
35,4416,[6 0 5 1 2 3 4]
36,1595,[2 1 3 4 6 5 0]
37,176,[0 2 4 3 5 1 6]
38,1617,[2 1 4 3 5 6 0]
39,4649,[6 2 4 3 5 1 0]
40,1845,[2 4 1 6 3 5 0]
41,323,[0 3 5 2 6 4 1]
42,1912,[2 4 6 3 5 0 1]
43,3464,[4 5 6 1 2 0 3]
44,4840,[6 4 1 3 5 0 2]
45,2287,[3 1 0 4 2 6 5]
46,1760,[2 3 5 1 4 0 6]
47,982,[1 3 0 6 5 2 4]
48,100,[0 1 6 2 5 3 4]
49,1115,[1 4 2 3 6 5 0]
50,163,[0 2 3 6 1 5 4]
51,2315,[3 1 2 4 6 5 0]
52,3881,[5 2 1 4 6 3 0]
53,5018,[6 5 4 0 2 1 3]
54,3157,[4 2 1 5 0 6 3]
55,1716,[2 3 1 5 0 4 6]
56,4289,[5 6 3 2 4 1 0]
57,4469,[6 1 2 0 5 4 3]
58,4333,[6 0 1 4 2 5 3]
59,1043,[1 3 5 2 6 4 0]
60,3851,[5 2 0 3 6 4 1]
61,1328,[1 6 0 3 4 2 5]
62,3922,[5 2 4 1 6 0 3]
63,1051,[1 3 5 6 0 4 2]
64,2023,[2 5 6 1 0 4 3]
65,460,[0 4 6 1 5 2 3]
66,2888,[4 0 1 3 5 2 6]
67,684,[0 6 4 3 1 2 5]
68,258,[0 3 1 6 2 4 5]
69,3523,[4 6 1 5 0 3 2]
70,1722,[2 3 1 6 0 4 5]
71,2635,[3 4 6 5 0 2 1]
72,4413,[6 0 4 5 2 3 1]
73,3939,[5 2 6 0 3 4 1]
74,3853,[5 2 0 4 1 6 3]
75,5028,[6 5 4 2 0 1 3]
76,1547,[2 0 6 3 5 4 1]
77,2937,[4 0 3 2 5 6 1]
78,501,[0 5 1 6 3 4 2]
79,1005,[1 3 2 6 4 5 0]
80,3212,[4 2 5 6 1 0 3]
81,2828,[3 6 2 5 1 0 4]
82,4942,[6 5 0 4 3 1 2]
83,2083,[2 6 1 5 0 4 3]
84,4170,[5 4 3 6 0 1 2]
85,4222,[5 6 0 4 3 1 2]
86,526,[0 5 2 6 4 1 3]
87,2302,[3 1 0 6 5 2 4]
88,2132,[2 6 4 5 1 0 3]
89,1520,[2 0 5 3 4 1 6]
90,295,[0 3 4 2 1 6 5]
91,2167,[3 0 1 4 2 6 5]
92,953,[1 2 6 4 5 3 0]
93,574,[0 5 4 6 3 1 2]
94,797,[1 0 5 2 6 4 3]
95,516,[0 5 2 4 1 3 6]
96,1216,[1 5 0 4 6 2 3]
97,861,[1 2 0 6 4 5 3]
98,1441,[2 0 1 3 4 6 5]
99,4380,[6 0 3 4 1 2 5]
100,4439,[6 0 5 4 3 2 1]
1,1076,[1 3 6 5 2 0 4]
2,819,[1 0 6 2 4 5 3]
3,1838,[2 4 1 5 3 0 6]
4,4433,[6 0 5 3 4 2 1]
5,2664,[3 5 1 0 2 4 6]
6,2943,[4 0 3 5 2 6 1]
7,4983,[6 5 2 3 1 4 0]
8,1164,[1 4 5 3 0 2 6]
9,3170,[4 2 3 0 5 1 6]
10,252,[0 3 1 5 2 4 6]
11,1352,[1 6 2 3 4 0 5]
12,3968,[5 3 0 2 4 1 6]
13,3328,[4 3 5 2 6 0 1]
14,2872,[3 6 5 2 4 0 1]
15,1022,[1 3 4 5 2 0 6]
16,1427,[1 6 5 2 4 3 0]
17,1839,[2 4 1 5 3 6 0]
18,1921,[2 5 0 1 3 6 4]
19,2841,[3 6 4 1 2 5 0]
20,4974,[6 5 2 1 0 3 4]
21,586,[0 5 6 2 4 1 3]
22,3592,[4 6 5 2 3 0 1]
23,3684,[5 0 4 3 1 2 6]
24,3396,[4 5 1 3 0 2 6]
25,4596,[6 2 1 4 0 3 5]
26,1682,[2 3 0 1 5 4 6]
27,3839,[5 1 6 4 3 2 0]
28,3141,[4 2 0 6 3 5 1]
29,3336,[4 3 6 0 1 2 5]
30,3811,[5 1 4 6 0 3 2]
31,686,[0 6 4 3 2 1 5]
32,1496,[2 0 4 3 5 1 6]
33,1161,[1 4 5 2 3 6 0]
34,1606,[2 1 3 6 5 0 4]
35,2135,[2 6 4 5 3 1 0]
36,2009,[2 5 4 3 6 1 0]
37,3103,[4 1 6 2 0 5 3]
38,2690,[3 5 2 0 4 1 6]
39,1506,[2 0 4 6 1 3 5]
40,1279,[1 5 4 2 0 6 3]
41,584,[0 5 6 2 3 1 4]
42,1137,[1 4 3 2 5 6 0]
43,4003,[5 3 1 6 0 4 2]
44,1351,[1 6 2 3 0 5 4]
45,3815,[5 1 4 6 3 2 0]
46,3239,[4 2 6 5 3 1 0]
47,2666,[3 5 1 0 4 2 6]
48,2743,[3 5 6 1 0 4 2]
49,4816,[6 4 0 3 5 1 2]
50,4130,[5 4 2 0 3 1 6]
51,4418,[6 0 5 1 3 2 4]
52,3980,[5 3 0 6 2 1 4]
53,3640,[5 0 2 4 6 1 3]
54,4447,[6 1 0 3 2 5 4]
55,3853,[5 2 0 4 1 6 3]
56,2525,[3 4 0 1 6 5 2]
57,2175,[3 0 1 5 4 6 2]
58,3483,[4 6 0 1 3 5 2]
59,4878,[6 4 3 1 0 2 5]
60,982,[1 3 0 6 5 2 4]
61,4145,[5 4 2 3 6 1 0]
62,1841,[2 4 1 5 6 3 0]
63,2869,[3 6 5 2 0 4 1]
64,4400,[6 0 4 2 3 1 5]
65,4524,[6 1 4 3 0 2 5]
66,4896,[6 4 5 0 1 2 3]
67,2807,[3 6 1 5 4 2 0]
68,1721,[2 3 1 5 6 4 0]
69,736,[1 0 2 5 6 3 4]
70,4054,[5 3 4 6 2 0 1]
71,3364,[4 5 0 1 6 2 3]
72,4190,[5 4 6 2 1 0 3]
73,6,[0 1 2 4 3 5 6]
74,1562,[2 1 0 3 5 4 6]
75,4389,[6 0 3 5 2 4 1]
76,4489,[6 1 3 0 2 5 4]
77,4629,[6 2 3 5 1 4 0]
78,2332,[3 1 4 0 6 2 5]
79,4621,[6 2 3 4 0 5 1]
80,1356,[1 6 2 4 0 3 5]
81,4056,[5 3 6 0 1 2 4]
82,1096,[1 4 0 5 6 2 3]
83,3366,[4 5 0 2 1 3 6]
84,4247,[5 6 1 4 3 2 0]
85,4433,[6 0 5 3 4 2 1]
86,1746,[2 3 4 6 0 1 5]
87,2896,[4 0 1 5 6 2 3]
88,1754,[2 3 5 0 4 1 6]
89,2793,[3 6 1 2 4 5 0]
90,4651,[6 2 4 5 0 3 1]
91,4874,[6 4 3 0 2 1 5]
92,4661,[6 2 5 0 4 3 1]
93,2852,[3 6 4 5 1 0 2]
94,524,[0 5 2 6 3 1 4]
95,2175,[3 0 1 5 4 6 2]
96,3783,[5 1 3 4 2 6 0]
97,3309,[4 3 2 6 1 5 0]
98,4644,[6 2 4 3 0 1 5]
99,1867,[2 4 3 6 0 5 1]
100,3959,[5 2 6 4 3 1 0]
1,432,[0 4 5 1 2 3 6]
2,944,[1 2 6 3 4 0 5]
3,2006,[2 5 4 3 1 0 6]
4,761,[1 0 3 5 6 4 2]
5,765,[1 0 3 6 4 5 2]
6,193,[0 2 5 1 3 6 4]
7,3565,[4 6 3 2 0 5 1]
8,2078,[2 6 1 4 3 0 5]
9,363,[0 4 1 2 5 6 3]
10,4405,[6 0 4 3 1 5 2]
11,2936,[4 0 3 2 5 1 6]
12,4884,[6 4 3 2 0 1 5]
13,3902,[5 2 3 4 1 0 6]
14,3522,[4 6 1 5 0 2 3]
15,1966,[2 5 1 6 4 0 3]
16,3048,[4 1 3 0 2 5 6]
17,3516,[4 6 1 3 0 2 5]
18,3662,[5 0 3 4 2 1 6]
19,5007,[6 5 3 2 1 4 0]
20,2778,[3 6 0 5 1 2 4]
21,2000,[2 5 4 1 3 0 6]
22,1052,[1 3 5 6 2 0 4]
23,3969,[5 3 0 2 4 6 1]
24,1125,[1 4 2 6 3 5 0]
25,4221,[5 6 0 4 2 3 1]
26,3744,[5 1 2 0 3 4 6]
27,1337,[1 6 0 4 5 3 2]
28,4932,[6 5 0 3 1 2 4]
29,4428,[6 0 5 3 1 2 4]
30,605,[0 6 1 2 5 4 3]
31,1179,[1 4 6 0 3 5 2]
32,5026,[6 5 4 1 3 0 2]
33,465,[0 4 6 2 3 5 1]
34,662,[0 6 3 4 2 1 5]
35,924,[1 2 5 4 0 3 6]
36,3112,[4 1 6 3 5 0 2]
37,4130,[5 4 2 0 3 1 6]
38,2604,[3 4 5 2 0 1 6]
39,3481,[4 6 0 1 2 5 3]
40,4205,[5 6 0 1 4 3 2]
41,3222,[4 2 6 1 0 3 5]
42,818,[1 0 6 2 4 3 5]
43,1696,[2 3 0 5 6 1 4]
44,3429,[4 5 2 6 1 3 0]
45,1715,[2 3 1 4 6 5 0]
46,5031,[6 5 4 2 1 3 0]
47,758,[1 0 3 5 4 2 6]
48,4371,[6 0 3 1 4 5 2]
49,3598,[4 6 5 3 2 0 1]
50,4167,[5 4 3 2 1 6 0]
51,154,[0 2 3 4 6 1 5]
52,4687,[6 3 0 2 1 5 4]
53,4677,[6 2 5 4 1 3 0]
54,4130,[5 4 2 0 3 1 6]
55,1959,[2 5 1 4 3 6 0]
56,4421,[6 0 5 1 4 3 2]
57,2016,[2 5 6 0 1 3 4]
58,881,[1 2 3 5 6 4 0]
59,1581,[2 1 0 6 4 5 3]
60,2062,[2 6 0 5 4 1 3]
61,3932,[5 2 4 6 1 0 3]
62,3674,[5 0 4 1 3 2 6]
63,2691,[3 5 2 0 4 6 1]
64,4493,[6 1 3 0 5 4 2]
65,3225,[4 2 6 1 3 5 0]
66,2950,[4 0 3 6 5 1 2]
67,4418,[6 0 5 1 3 2 4]
68,3240,[4 3 0 1 2 5 6]
69,2598,[3 4 5 1 0 2 6]
70,3895,[5 2 3 1 0 6 4]
71,3959,[5 2 6 4 3 1 0]
72,912,[1 2 5 0 3 4 6]
73,240,[0 3 1 2 4 5 6]
74,802,[1 0 5 3 6 2 4]
75,4596,[6 2 1 4 0 3 5]
76,1181,[1 4 6 0 5 3 2]
77,4396,[6 0 4 1 5 2 3]
78,539,[0 5 3 2 6 4 1]
79,4450,[6 1 0 3 5 2 4]
80,4230,[5 6 1 2 0 3 4]
81,2985,[4 0 6 2 3 5 1]
82,2006,[2 5 4 3 1 0 6]
83,1333,[1 6 0 4 2 5 3]
84,161,[0 2 3 5 6 4 1]
85,83,[0 1 5 3 6 4 2]
86,1532,[2 0 5 6 3 1 4]
87,73,[0 1 5 2 3 6 4]
88,1375,[1 6 3 2 0 5 4]
89,3744,[5 1 2 0 3 4 6]
90,1543,[2 0 6 3 1 5 4]
91,1095,[1 4 0 5 3 6 2]
92,3249,[4 3 0 2 5 6 1]
93,1023,[1 3 4 5 2 6 0]
94,1419,[1 6 5 0 3 4 2]
95,149,[0 2 3 1 6 5 4]
96,4589,[6 2 1 0 5 4 3]
97,3168,[4 2 3 0 1 5 6]
98,2243,[3 0 5 2 6 4 1]
99,218,[0 2 6 1 4 3 5]
100,3805,[5 1 4 3 0 6 2]
1,612,[0 6 1 4 2 3 5]
2,2559,[3 4 1 5 2 6 0]
3,1773,[2 3 5 6 1 4 0]
4,4744,[6 3 2 4 5 0 1]
5,213,[0 2 5 6 3 4 1]
6,4395,[6 0 4 1 3 5 2]
7,4506,[6 1 3 5 0 2 4]
8,3875,[5 2 1 3 6 4 0]
9,4574,[6 2 0 4 3 1 5]
10,777,[1 0 4 3 5 6 2]
11,397,[0 4 2 5 1 6 3]
12,1476,[2 0 3 5 1 4 6]
13,1471,[2 0 3 4 1 6 5]
14,2391,[3 1 6 4 2 5 0]
15,4117,[5 4 1 3 0 6 2]
16,1925,[2 5 0 1 6 4 3]
17,2340,[3 1 4 5 0 2 6]
18,2430,[3 2 1 4 0 5 6]
19,4155,[5 4 3 0 2 6 1]
20,1692,[2 3 0 5 1 4 6]
21,2602,[3 4 5 1 6 0 2]
22,3043,[4 1 2 6 0 5 3]
23,4536,[6 1 5 0 2 3 4]
24,1054,[1 3 5 6 4 0 2]
25,2799,[3 6 1 4 2 5 0]
26,710,[0 6 5 3 2 1 4]
27,4930,[6 5 0 2 4 1 3]
28,3803,[5 1 4 2 6 3 0]
29,529,[0 5 3 1 2 6 4]
30,414,[0 4 3 2 1 5 6]
31,3053,[4 1 3 0 6 5 2]
32,2152,[2 6 5 3 4 0 1]
33,86,[0 1 5 4 3 2 6]
34,644,[0 6 2 5 3 1 4]
35,3618,[5 0 1 6 2 3 4]
36,426,[0 4 3 6 1 2 5]
37,188,[0 2 4 6 3 1 5]
38,1629,[2 1 4 6 3 5 0]
39,369,[0 4 1 3 5 6 2]
40,983,[1 3 0 6 5 4 2]
41,2067,[2 6 1 0 4 5 3]
42,1513,[2 0 5 1 3 6 4]
43,1841,[2 4 1 5 6 3 0]
44,2966,[4 0 5 3 2 1 6]
45,1519,[2 0 5 3 1 6 4]
46,4660,[6 2 5 0 4 1 3]
47,1777,[2 3 6 0 1 5 4]
48,3672,[5 0 4 1 2 3 6]
49,2342,[3 1 4 5 2 0 6]
50,3388,[4 5 1 0 6 2 3]
51,2248,[3 0 5 4 6 1 2]
52,738,[1 0 2 6 3 4 5]
53,3129,[4 2 0 3 5 6 1]
54,3552,[4 6 3 0 1 2 5]
55,1203,[1 5 0 2 4 6 3]
56,2610,[3 4 5 6 0 1 2]
57,3063,[4 1 3 5 2 6 0]
58,719,[0 6 5 4 3 2 1]
59,1945,[2 5 1 0 3 6 4]
60,4538,[6 1 5 0 3 2 4]
61,4506,[6 1 3 5 0 2 4]
62,703,[0 6 5 2 1 4 3]
63,3346,[4 3 6 1 5 0 2]
64,4567,[6 2 0 3 1 5 4]
65,2764,[3 6 0 1 5 2 4]
66,2912,[4 0 2 3 5 1 6]
67,1140,[1 4 3 5 0 2 6]
68,827,[1 0 6 3 5 4 2]
69,3814,[5 1 4 6 3 0 2]
