70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
19,3307,[4 3 2 6 0 5 1],4676,[6 2 5 4 1 0 3],3734,[5 1 0 4 3 2 6],3081,[4 1 5 2 3 6 0]
20,2169,[3 0 1 4 5 6 2],3056,[4 1 3 2 5 0 6],3325,[4 3 5 2 0 6 1],343,[0 3 6 2 1 5 4]
21,1674,[2 1 6 5 0 3 4],3925,[5 2 4 3 0 6 1],3636,[5 0 2 4 1 3 6],1632,[2 1 5 0 3 4 6]
22,2776,[3 6 0 4 5 1 2],3072,[4 1 5 0 2 3 6],1858,[2 4 3 1 6 0 5],1465,[2 0 3 1 4 6 5]
23,2162,[3 0 1 2 5 4 6],4894,[6 4 3 5 2 0 1],1592,[2 1 3 4 5 0 6],1354,[1 6 2 3 5 0 4]
24,2932,[4 0 3 1 6 2 5],2316,[3 1 2 5 0 4 6],1863,[2 4 3 5 1 6 0],1594,[2 1 3 4 6 0 5]
25,399,[0 4 2 5 3 6 1],3117,[4 1 6 5 2 3 0],2730,[3 5 4 6 0 1 2],3419,[4 5 2 1 6 3 0]
26,3431,[4 5 2 6 3 1 0],4055,[5 3 4 6 2 1 0],2419,[3 2 0 6 1 5 4],1219,[1 5 0 6 2 4 3]
27,3391,[4 5 1 2 0 6 3],2173,[3 0 1 5 2 6 4],4159,[5 4 3 1 0 6 2],1139,[1 4 3 2 6 5 0]
28,1186,[1 4 6 2 5 0 3],4810,[6 4 0 2 5 1 3],1695,[2 3 0 5 4 6 1],1121,[1 4 2 5 6 3 0]
29,1221,[1 5 0 6 3 4 2],3176,[4 2 3 1 5 0 6],2031,[2 5 6 3 1 4 0],1367,[1 6 2 5 4 3 0]
30,1163,[1 4 5 2 6 3 0],4850,[6 4 2 0 3 1 5],3042,[4 1 2 6 0 3 5],252,[0 3 1 5 2 4 6]
31,1732,[2 3 4 0 6 1 5],2744,[3 5 6 1 2 0 4],2521,[3 4 0 1 2 6 5],383,[0 4 1 6 5 3 2]
32,3226,[4 2 6 1 5 0 3],1855,[2 4 3 1 0 6 5],4090,[5 4 0 2 6 1 3],2992,[4 0 6 3 5 1 2]
33,2373,[3 1 5 6 2 4 0],1629,[2 1 4 6 3 5 0],3928,[5 2 4 3 6 0 1],2169,[3 0 1 4 5 6 2]
34,1219,[1 5 0 6 2 4 3],3212,[4 2 5 6 1 0 3],4162,[5 4 3 1 6 0 2],3304,[4 3 2 5 6 0 1]
35,1473,[2 0 3 4 5 6 1],4078,[5 3 6 4 2 0 1],4268,[5 6 2 4 1 0 3],2695,[3 5 2 1 0 6 4]
36,356,[0 3 6 5 2 1 4],4902,[6 4 5 1 0 2 3],4078,[5 3 6 4 2 0 1],3362,[4 5 0 1 3 2 6]
37,2077,[2 6 1 4 0 5 3],3539,[4 6 2 1 5 3 0],3835,[5 1 6 4 0 3 2],2540,[3 4 0 6 2 1 5]
38,3206,[4 2 5 3 1 0 6],1549,[2 0 6 4 1 5 3],4925,[6 5 0 1 4 3 2],1668,[2 1 6 4 0 3 5]
39,3400,[4 5 1 3 6 0 2],4035,[5 3 4 0 2 6 1],3556,[4 6 3 0 5 1 2],3113,[4 1 6 3 5 2 0]
40,1956,[2 5 1 4 0 3 6],2343,[3 1 4 5 2 6 0],2706,[3 5 2 6 0 1 4],3298,[4 3 2 1 6 0 5]
41,2175,[3 0 1 5 4 6 2],4899,[6 4 5 0 2 3 1],2830,[3 6 2 5 4 0 1],3491,[4 6 0 2 5 3 1]
42,3201,[4 2 5 1 3 6 0],1630,[2 1 4 6 5 0 3],4020,[5 3 2 4 0 1 6],170,[0 2 4 1 5 3 6]
43,1326,[1 6 0 3 2 4 5],3419,[4 5 2 1 6 3 0],3327,[4 3 5 2 1 6 0],1115,[1 4 2 3 6 5 0]
44,540,[0 5 3 4 1 2 6],2159,[2 6 5 4 3 1 0],4706,[6 3 1 0 4 2 5],1610,[2 1 4 0 5 3 6]
45,641,[0 6 2 4 5 3 1],2640,[3 5 0 1 2 4 6],4636,[6 2 4 0 5 1 3],3460,[4 5 6 0 3 1 2]
46,2560,[3 4 1 5 6 0 2],4677,[6 2 5 4 1 3 0],2941,[4 0 3 5 1 6 2],2514,[3 2 6 5 0 1 4]
47,455,[0 4 5 6 3 2 1],2168,[3 0 1 4 5 2 6],3330,[4 3 5 6 0 1 2],3538,[4 6 2 1 5 0 3]
48,1124,[1 4 2 6 3 0 5],4956,[6 5 1 3 0 2 4],3504,[4 6 1 0 2 3 5],811,[1 0 5 6 2 4 3]
49,3087,[4 1 5 3 2 6 0],3445,[4 5 3 2 0 6 1],4169,[5 4 3 2 6 1 0],2505,[3 2 6 1 4 5 0]
50,358,[0 3 6 5 4 1 2],1914,[2 4 6 5 0 1 3],4876,[6 4 3 0 5 1 2],2909,[4 0 2 1 6 5 3]
51,1996,[2 5 4 0 6 1 3],2137,[2 6 5 0 1 4 3],3182,[4 2 3 5 1 0 6],2405,[3 2 0 1 6 5 4]
52,1390,[1 6 3 5 4 0 2],4126,[5 4 1 6 3 0 2],1554,[2 0 6 5 1 3 4],1933,[2 5 0 4 1 6 3]
53,636,[0 6 2 4 1 3 5],3302,[4 3 2 5 1 0 6],3377,[4 5 0 3 6 2 1],2543,[3 4 0 6 5 2 1]
54,2191,[3 0 2 4 1 6 5],4970,[6 5 2 0 3 1 4],3503,[4 6 0 5 3 2 1],692,[0 6 4 5 2 1 3]
55,223,[0 2 6 3 1 5 4],1854,[2 4 3 1 0 5 6],3427,[4 5 2 6 0 3 1],1456,[2 0 1 5 6 3 4]
56,314,[0 3 5 1 4 2 6],2764,[3 6 0 1 5 2 4],3863,[5 2 0 6 4 3 1],3198,[4 2 5 1 0 3 6]
57,860,[1 2 0 6 4 3 5],2037,[2 5 6 4 1 3 0],4237,[5 6 1 3 0 4 2],3342,[4 3 6 1 0 2 5]
58,2565,[3 4 1 6 2 5 0],3160,[4 2 1 5 6 0 3],3034,[4 1 2 3 6 0 5],2358,[3 1 5 2 0 4 6]
59,551,[0 5 3 6 4 2 1],4957,[6 5 1 3 0 4 2],1732,[2 3 4 0 6 1 5],1006,[1 3 2 6 5 0 4]
60,2443,[3 2 1 6 0 5 4],2329,[3 1 4 0 2 6 5],3308,[4 3 2 6 1 0 5],2132,[2 6 4 5 1 0 3]
61,2365,[3 1 5 4 0 6 2],4070,[5 3 6 2 1 0 4],3869,[5 2 1 0 6 4 3],2851,[3 6 4 5 0 2 1]
62,2267,[3 0 6 2 5 4 1],4758,[6 3 4 1 0 2 5],2114,[2 6 4 0 3 1 5],1568,[2 1 0 4 5 3 6]
63,3393,[4 5 1 2 3 6 0],3886,[5 2 1 6 4 0 3],4051,[5 3 4 6 0 2 1],1370,[1 6 3 0 4 2 5]
64,2960,[4 0 5 2 3 1 6],2830,[3 6 2 5 4 0 1],1835,[2 4 1 3 6 5 0],1827,[2 4 1 0 5 6 3]
65,2226,[3 0 4 6 1 2 5],1854,[2 4 3 1 0 5 6],2152,[2 6 5 3 4 0 1],893,[1 2 4 0 6 5 3]
66,75,[0 1 5 2 4 6 3],2100,[2 6 3 4 0 1 5],4136,[5 4 2 1 3 0 6],290,[0 3 4 1 5 2 6]
67,2050,[2 6 0 3 5 1 4],1952,[2 5 1 3 4 0 6],4016,[5 3 2 1 4 0 6],2623,[3 4 6 1 0 5 2]
68,1041,[1 3 5 2 4 6 0],2861,[3 6 5 0 4 2 1],4437,[6 0 5 4 2 3 1],3032,[4 1 2 3 5 0 6]
69,254,[0 3 1 5 4 2 6],3088,[4 1 5 3 6 0 2],3867,[5 2 1 0 4 6 3],448,[0 4 5 3 6 1 2]
70,1318,[1 5 6 4 3 0 2],1978,[2 5 3 1 6 0 4],5006,[6 5 3 2 1 0 4],1033,[1 3 5 0 2 6 4]
71,397,[0 4 2 5 1 6 3],2710,[3 5 2 6 4 0 1],4638,[6 2 4 1 0 3 5],2861,[3 6 5 0 4 2 1]
72,1894,[2 4 5 6 3 0 1],4160,[5 4 3 1 2 0 6],3582,[4 6 5 1 0 2 3],2359,[3 1 5 2 0 6 4]
73,1085,[1 4 0 2 6 5 3],3312,[4 3 5 0 1 2 6],4182,[5 4 6 1 0 2 3],2133,[2 6 4 5 1 3 0]
74,1354,[1 6 2 3 5 0 4],3742,[5 1 0 6 4 2 3],2526,[3 4 0 2 1 5 6],3341,[4 3 6 0 5 2 1]
75,3526,[4 6 1 5 3 0 2],3093,[4 1 5 6 2 3 0],1993,[2 5 4 0 1 6 3],410,[0 4 3 1 5 2 6]
76,2004,[2 5 4 3 0 1 6],3704,[5 0 6 2 3 1 4],4641,[6 2 4 1 3 5 0],1493,[2 0 4 1 6 5 3]
77,1452,[2 0 1 5 3 4 6],4589,[6 2 1 0 5 4 3],3556,[4 6 3 0 5 1 2],381,[0 4 1 6 3 5 2]
78,1625,[2 1 4 5 6 3 0],4144,[5 4 2 3 6 0 1],1912,[2 4 6 3 5 0 1],3302,[4 3 2 5 1 0 6]
79,2293,[3 1 0 5 2 6 4],4613,[6 2 3 0 5 4 1],2252,[3 0 5 6 2 1 4],1693,[2 3 0 5 1 6 4]
80,1371,[1 6 3 0 4 5 2],3376,[4 5 0 3 6 1 2],4814,[6 4 0 3 2 1 5],936,[1 2 6 0 3 4 5]
81,2979,[4 0 6 1 3 5 2],3296,[4 3 2 1 5 0 6],4115,[5 4 1 2 6 3 0],1239,[1 5 2 4 3 6 0]
82,2269,[3 0 6 4 1 5 2],2120,[2 6 4 1 3 0 5],2153,[2 6 5 3 4 1 0],358,[0 3 6 5 4 1 2]
83,1630,[2 1 4 6 5 0 3],2774,[3 6 0 4 2 1 5],2551,[3 4 1 2 0 6 5],2175,[3 0 1 5 4 6 2]
84,866,[1 2 3 0 5 4 6],2671,[3 5 1 2 0 6 4],2181,[3 0 1 6 4 5 2],2016,[2 5 6 0 1 3 4]
85,2699,[3 5 2 1 6 4 0],4122,[5 4 1 6 0 2 3],4885,[6 4 3 2 0 5 1],1405,[1 6 4 3 0 5 2]
86,345,[0 3 6 2 4 5 1],3555,[4 6 3 0 2 5 1],2465,[3 2 4 5 6 1 0],2008,[2 5 4 3 6 0 1]
87,2592,[3 4 5 0 1 2 6],3490,[4 6 0 2 5 1 3],2210,[3 0 4 1 5 2 6],480,[0 5 1 2 3 4 6]
88,185,[0 2 4 5 6 3 1],1591,[2 1 3 4 0 6 5],1923,[2 5 0 1 4 6 3],1507,[2 0 4 6 1 5 3]
89,999,[1 3 2 5 4 6 0],2767,[3 6 0 2 1 5 4],2232,[3 0 5 1 2 4 6],1878,[2 4 5 1 0 3 6]
90,1162,[1 4 5 2 6 0 3],2722,[3 5 4 1 6 0 2],1902,[2 4 6 1 0 3 5],3055,[4 1 3 2 0 6 5]
91,3027,[4 1 2 0 5 6 3],4274,[5 6 3 0 2 1 4],4867,[6 4 2 5 0 3 1],83,[0 1 5 3 6 4 2]
92,3044,[4 1 2 6 3 0 5],1788,[2 3 6 4 0 1 5],2299,[3 1 0 6 2 5 4],212,[0 2 5 6 3 1 4]
93,2658,[3 5 0 6 1 2 4],1498,[2 0 4 3 6 1 5],4690,[6 3 0 2 5 1 4],692,[0 6 4 5 2 1 3]
94,959,[1 2 6 5 4 3 0],3114,[4 1 6 5 0 2 3],1745,[2 3 4 5 6 1 0],1011,[1 3 4 0 5 6 2]
95,3122,[4 2 0 1 5 3 6],3209,[4 2 5 3 6 1 0],3862,[5 2 0 6 4 1 3],478,[0 4 6 5 3 1 2]
96,3440,[4 5 3 1 2 0 6],1549,[2 0 6 4 1 5 3],2214,[3 0 4 2 1 5 6],1954,[2 5 1 3 6 0 4]
97,3340,[4 3 6 0 5 1 2],2680,[3 5 1 4 6 0 2],4994,[6 5 3 0 2 1 4],2358,[3 1 5 2 0 4 6]
98,1898,[2 4 6 0 3 1 5],1997,[2 5 4 0 6 3 1],2990,[4 0 6 3 2 1 5],2846,[3 6 4 2 1 0 5]
99,1846,[2 4 1 6 5 0 3],1713,[2 3 1 4 5 6 0],4051,[5 3 4 6 0 2 1],748,[1 0 3 2 6 4 5]
100,569,[0 5 4 3 6 2 1],1948,[2 5 1 0 6 3 4],1998,[2 5 4 1 0 3 6],3201,[4 2 5 1 3 6 0]
