2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
20,54,[0 1 4 3 2 5 6],4866,[6 4 2 5 0 1 3],4937,[6 5 0 3 4 2 1],118,[0 1 6 5 4 2 3]
21,33,[0 1 3 4 5 6 2],4879,[6 4 3 1 0 5 2],5019,[6 5 4 0 2 3 1],166,[0 2 3 6 5 1 4]
22,82,[0 1 5 3 6 2 4],4919,[6 4 5 3 2 1 0],4984,[6 5 2 3 4 0 1],120,[0 2 1 3 4 5 6]
23,48,[0 1 4 2 3 5 6],4855,[6 4 2 1 0 5 3],4950,[6 5 1 2 0 3 4],181,[0 2 4 5 1 6 3]
24,109,[0 1 6 4 2 5 3],4907,[6 4 5 1 3 2 0],4929,[6 5 0 2 3 4 1],129,[0 2 1 4 5 6 3]
25,28,[0 1 3 2 6 4 5],4851,[6 4 2 0 3 5 1],4972,[6 5 2 0 4 1 3],172,[0 2 4 1 6 3 5]
26,107,[0 1 6 3 5 4 2],4864,[6 4 2 3 5 0 1],4939,[6 5 0 4 1 3 2],188,[0 2 4 6 3 1 5]
27,94,[0 1 5 6 4 2 3],4875,[6 4 3 0 2 5 1],4934,[6 5 0 3 2 1 4],115,[0 1 6 5 2 4 3]
28,109,[0 1 6 4 2 5 3],4876,[6 4 3 0 5 1 2],4982,[6 5 2 3 1 0 4],140,[0 2 1 6 4 3 5]
29,99,[0 1 6 2 4 5 3],4854,[6 4 2 1 0 3 5],4999,[6 5 3 1 0 4 2],154,[0 2 3 4 6 1 5]
30,17,[0 1 2 5 6 4 3],4927,[6 5 0 2 1 4 3],4970,[6 5 2 0 3 1 4],176,[0 2 4 3 5 1 6]
31,66,[0 1 4 6 2 3 5],4873,[6 4 3 0 1 5 2],4968,[6 5 2 0 1 3 4],178,[0 2 4 3 6 1 5]
32,79,[0 1 5 3 2 6 4],4853,[6 4 2 0 5 3 1],4984,[6 5 2 3 4 0 1],130,[0 2 1 4 6 3 5]
33,87,[0 1 5 4 3 6 2],4897,[6 4 5 0 1 3 2],5010,[6 5 3 4 0 1 2],165,[0 2 3 6 4 5 1]
34,46,[0 1 3 6 5 2 4],4860,[6 4 2 3 0 1 5],4976,[6 5 2 1 3 0 4],124,[0 2 1 3 6 4 5]
35,27,[0 1 3 2 5 6 4],4905,[6 4 5 1 2 3 0],5002,[6 5 3 1 4 0 2],128,[0 2 1 4 5 3 6]
36,48,[0 1 4 2 3 5 6],4878,[6 4 3 1 0 2 5],4994,[6 5 3 0 2 1 4],127,[0 2 1 4 3 6 5]
37,51,[0 1 4 2 5 6 3],4892,[6 4 3 5 1 0 2],4926,[6 5 0 2 1 3 4],140,[0 2 1 6 4 3 5]
38,69,[0 1 4 6 3 5 2],4852,[6 4 2 0 5 1 3],5019,[6 5 4 0 2 3 1],180,[0 2 4 5 1 3 6]
39,85,[0 1 5 4 2 6 3],4904,[6 4 5 1 2 0 3],4977,[6 5 2 1 3 4 0],182,[0 2 4 5 3 1 6]
40,14,[0 1 2 5 4 3 6],4869,[6 4 2 5 1 3 0],4929,[6 5 0 2 3 4 1],164,[0 2 3 6 4 1 5]
41,81,[0 1 5 3 4 6 2],4886,[6 4 3 2 1 0 5],4992,[6 5 3 0 1 2 4],191,[0 2 4 6 5 3 1]
42,19,[0 1 2 6 3 5 4],4901,[6 4 5 0 3 2 1],4930,[6 5 0 2 4 1 3],139,[0 2 1 6 3 5 4]
43,82,[0 1 5 3 6 2 4],4933,[6 5 0 3 1 4 2],5020,[6 5 4 0 3 1 2],200,[0 2 5 3 4 1 6]
44,23,[0 1 2 6 5 4 3],4844,[6 4 1 5 2 0 3],5013,[6 5 3 4 1 2 0],180,[0 2 4 5 1 3 6]
45,103,[0 1 6 3 2 5 4],4903,[6 4 5 1 0 3 2],4949,[6 5 1 0 4 3 2],181,[0 2 4 5 1 6 3]
46,23,[0 1 2 6 5 4 3],4904,[6 4 5 1 2 0 3],4988,[6 5 2 4 1 0 3],160,[0 2 3 5 6 1 4]
47,100,[0 1 6 2 5 3 4],4887,[6 4 3 2 1 5 0],4951,[6 5 1 2 0 4 3],140,[0 2 1 6 4 3 5]
48,103,[0 1 6 3 2 5 4],4909,[6 4 5 2 0 3 1],4967,[6 5 1 4 3 2 0],129,[0 2 1 4 5 6 3]
49,92,[0 1 5 6 3 2 4],4881,[6 4 3 1 2 5 0],4950,[6 5 1 2 0 3 4],196,[0 2 5 1 6 3 4]
50,75,[0 1 5 2 4 6 3],4921,[6 5 0 1 2 4 3],4980,[6 5 2 3 0 1 4],132,[0 2 1 5 3 4 6]
51,61,[0 1 4 5 2 6 3],4912,[6 4 5 2 3 0 1],4941,[6 5 0 4 2 3 1],193,[0 2 5 1 3 6 4]
52,83,[0 1 5 3 6 4 2],4904,[6 4 5 1 2 0 3],4964,[6 5 1 4 2 0 3],155,[0 2 3 4 6 5 1]
53,101,[0 1 6 2 5 4 3],4935,[6 5 0 3 2 4 1],4999,[6 5 3 1 0 4 2],176,[0 2 4 3 5 1 6]
54,103,[0 1 6 3 2 5 4],4859,[6 4 2 1 5 3 0],4939,[6 5 0 4 1 3 2],180,[0 2 4 5 1 3 6]
55,54,[0 1 4 3 2 5 6],4843,[6 4 1 5 0 3 2],4985,[6 5 2 3 4 1 0],130,[0 2 1 4 6 3 5]
56,45,[0 1 3 6 4 5 2],4901,[6 4 5 0 3 2 1],4936,[6 5 0 3 4 1 2],168,[0 2 4 1 3 5 6]
57,37,[0 1 3 5 2 6 4],4881,[6 4 3 1 2 5 0],5009,[6 5 3 2 4 1 0],104,[0 1 6 3 4 2 5]
58,69,[0 1 4 6 3 5 2],4903,[6 4 5 1 0 3 2],4986,[6 5 2 4 0 1 3],164,[0 2 3 6 4 1 5]
59,17,[0 1 2 5 6 4 3],4897,[6 4 5 0 1 3 2],4979,[6 5 2 1 4 3 0],116,[0 1 6 5 3 2 4]
60,17,[0 1 2 5 6 4 3],4897,[6 4 5 0 1 3 2],4993,[6 5 3 0 1 4 2],111,[0 1 6 4 3 5 2]
61,58,[0 1 4 3 6 2 5],4858,[6 4 2 1 5 0 3],4926,[6 5 0 2 1 3 4],194,[0 2 5 1 4 3 6]
62,37,[0 1 3 5 2 6 4],4850,[6 4 2 0 3 1 5],4971,[6 5 2 0 3 4 1],165,[0 2 3 6 4 5 1]
63,19,[0 1 2 6 3 5 4],4866,[6 4 2 5 0 1 3],4965,[6 5 1 4 2 3 0],121,[0 2 1 3 4 6 5]
64,98,[0 1 6 2 4 3 5],4905,[6 4 5 1 2 3 0],5024,[6 5 4 1 2 0 3],154,[0 2 3 4 6 1 5]
65,76,[0 1 5 2 6 3 4],4918,[6 4 5 3 2 0 1],5012,[6 5 3 4 1 0 2],151,[0 2 3 4 1 6 5]
66,53,[0 1 4 2 6 5 3],4849,[6 4 2 0 1 5 3],4945,[6 5 1 0 2 4 3],123,[0 2 1 3 5 6 4]
67,71,[0 1 4 6 5 3 2],4933,[6 5 0 3 1 4 2],4975,[6 5 2 1 0 4 3],190,[0 2 4 6 5 1 3]
68,64,[0 1 4 5 6 2 3],4878,[6 4 3 1 0 2 5],4936,[6 5 0 3 4 1 2],195,[0 2 5 1 4 6 3]
69,41,[0 1 3 5 6 4 2],4843,[6 4 1 5 0 3 2],4961,[6 5 1 3 4 2 0],102,[0 1 6 3 2 4 5]
70,68,[0 1 4 6 3 2 5],4880,[6 4 3 1 2 0 5],4938,[6 5 0 4 1 2 3],194,[0 2 5 1 4 3 6]
71,64,[0 1 4 5 6 2 3],4936,[6 5 0 3 4 1 2],4979,[6 5 2 1 4 3 0],125,[0 2 1 3 6 5 4]
72,22,[0 1 2 6 5 3 4],4901,[6 4 5 0 3 2 1],4950,[6 5 1 2 0 3 4],106,[0 1 6 3 5 2 4]
73,37,[0 1 3 5 2 6 4],4901,[6 4 5 0 3 2 1],4969,[6 5 2 0 1 4 3],198,[0 2 5 3 1 4 6]
74,49,[0 1 4 2 3 6 5],4921,[6 5 0 1 2 4 3],4974,[6 5 2 1 0 3 4],165,[0 2 3 6 4 5 1]
75,63,[0 1 4 5 3 6 2],4916,[6 4 5 3 1 0 2],4970,[6 5 2 0 3 1 4],128,[0 2 1 4 5 3 6]
76,73,[0 1 5 2 3 6 4],4914,[6 4 5 3 0 1 2],5013,[6 5 3 4 1 2 0],127,[0 2 1 4 3 6 5]
77,77,[0 1 5 2 6 4 3],4923,[6 5 0 1 3 4 2],4990,[6 5 2 4 3 0 1],120,[0 2 1 3 4 5 6]
78,96,[0 1 6 2 3 4 5],4847,[6 4 1 5 3 2 0],4962,[6 5 1 4 0 2 3],148,[0 2 3 1 6 4 5]
79,35,[0 1 3 4 6 5 2],4840,[6 4 1 3 5 0 2],5005,[6 5 3 2 0 4 1],112,[0 1 6 4 5 2 3]
80,94,[0 1 5 6 4 2 3],4884,[6 4 3 2 0 1 5],5010,[6 5 3 4 0 1 2],147,[0 2 3 1 5 6 4]
81,104,[0 1 6 3 4 2 5],4914,[6 4 5 3 0 1 2],5013,[6 5 3 4 1 2 0],186,[0 2 4 6 1 3 5]
82,16,[0 1 2 5 6 3 4],4903,[6 4 5 1 0 3 2],4992,[6 5 3 0 1 2 4],145,[0 2 3 1 4 6 5]
83,17,[0 1 2 5 6 4 3],4932,[6 5 0 3 1 2 4],4957,[6 5 1 3 0 4 2],122,[0 2 1 3 5 4 6]
84,53,[0 1 4 2 6 5 3],4870,[6 4 2 5 3 0 1],4944,[6 5 1 0 2 3 4],184,[0 2 4 5 6 1 3]
85,15,[0 1 2 5 4 6 3],4851,[6 4 2 0 3 5 1],4953,[6 5 1 2 3 4 0],123,[0 2 1 3 5 6 4]
86,107,[0 1 6 3 5 4 2],4906,[6 4 5 1 3 0 2],4929,[6 5 0 2 3 4 1],155,[0 2 3 4 6 5 1]
87,97,[0 1 6 2 3 5 4],4855,[6 4 2 1 0 5 3],5011,[6 5 3 4 0 2 1],185,[0 2 4 5 6 3 1]
88,53,[0 1 4 2 6 5 3],4874,[6 4 3 0 2 1 5],4995,[6 5 3 0 2 4 1],195,[0 2 5 1 4 6 3]
89,83,[0 1 5 3 6 4 2],4853,[6 4 2 0 5 3 1],5017,[6 5 4 0 1 3 2],161,[0 2 3 5 6 4 1]
90,12,[0 1 2 5 3 4 6],4839,[6 4 1 3 2 5 0],4990,[6 5 2 4 3 0 1],122,[0 2 1 3 5 4 6]
91,84,[0 1 5 4 2 3 6],4933,[6 5 0 3 1 4 2],5011,[6 5 3 4 0 2 1],176,[0 2 4 3 5 1 6]
92,93,[0 1 5 6 3 4 2],4925,[6 5 0 1 4 3 2],4966,[6 5 1 4 3 0 2],163,[0 2 3 6 1 5 4]
93,62,[0 1 4 5 3 2 6],4891,[6 4 3 5 0 2 1],4965,[6 5 1 4 2 3 0],170,[0 2 4 1 5 3 6]
94,78,[0 1 5 3 2 4 6],4843,[6 4 1 5 0 3 2],5010,[6 5 3 4 0 1 2],171,[0 2 4 1 5 6 3]
95,67,[0 1 4 6 2 5 3],4846,[6 4 1 5 3 0 2],4928,[6 5 0 2 3 1 4],125,[0 2 1 3 6 5 4]
96,54,[0 1 4 3 2 5 6],4871,[6 4 2 5 3 1 0],4946,[6 5 1 0 3 2 4],118,[0 1 6 5 4 2 3]
97,110,[0 1 6 4 3 2 5],4871,[6 4 2 5 3 1 0],4991,[6 5 2 4 3 1 0],146,[0 2 3 1 5 4 6]
98,94,[0 1 5 6 4 2 3],4863,[6 4 2 3 1 5 0],5021,[6 5 4 0 3 2 1],129,[0 2 1 4 5 6 3]
99,57,[0 1 4 3 5 6 2],4862,[6 4 2 3 1 0 5],4926,[6 5 0 2 1 3 4],158,[0 2 3 5 4 1 6]
100,60,[0 1 4 5 2 3 6],4889,[6 4 3 2 5 1 0],4929,[6 5 0 2 3 4 1],171,[0 2 4 1 5 6 3]
