10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
20,313,[0 3 5 1 2 6 4],4910,[6 4 5 2 1 0 3],4705,[6 3 1 0 2 5 4],213,[0 2 5 6 3 4 1]
21,510,[0 5 2 3 1 4 6],4469,[6 1 2 0 5 4 3],4657,[6 2 5 0 1 4 3],227,[0 2 6 3 5 4 1]
22,472,[0 4 6 3 5 1 2],4469,[6 1 2 0 5 4 3],5002,[6 5 3 1 4 0 2],540,[0 5 3 4 1 2 6]
23,442,[0 4 5 2 6 1 3],4918,[6 4 5 3 2 0 1],4769,[6 3 4 2 5 1 0],287,[0 3 2 6 5 4 1]
24,176,[0 2 4 3 5 1 6],4878,[6 4 3 1 0 2 5],4670,[6 2 5 3 1 0 4],424,[0 4 3 5 6 1 2]
25,397,[0 4 2 5 1 6 3],4695,[6 3 0 4 2 5 1],4598,[6 2 1 4 3 0 5],143,[0 2 1 6 5 4 3]
26,354,[0 3 6 5 1 2 4],4775,[6 3 4 5 2 1 0],4965,[6 5 1 4 2 3 0],280,[0 3 2 5 6 1 4]
27,414,[0 4 3 2 1 5 6],4600,[6 2 1 4 5 0 3],4944,[6 5 1 0 2 3 4],524,[0 5 2 6 3 1 4]
28,92,[0 1 5 6 3 2 4],4891,[6 4 3 5 0 2 1],4670,[6 2 5 3 1 0 4],297,[0 3 4 2 5 6 1]
29,439,[0 4 5 2 1 6 3],4645,[6 2 4 3 0 5 1],4719,[6 3 1 4 2 5 0],463,[0 4 6 2 1 5 3]
30,451,[0 4 5 6 1 3 2],4597,[6 2 1 4 0 5 3],4978,[6 5 2 1 4 0 3],519,[0 5 2 4 3 6 1]
31,444,[0 4 5 3 1 2 6],4852,[6 4 2 0 5 1 3],4716,[6 3 1 4 0 2 5],550,[0 5 3 6 4 1 2]
32,29,[0 1 3 2 6 5 4],4852,[6 4 2 0 5 1 3],4878,[6 4 3 1 0 2 5],182,[0 2 4 5 3 1 6]
33,280,[0 3 2 5 6 1 4],4768,[6 3 4 2 5 0 1],4561,[6 2 0 1 3 5 4],532,[0 5 3 1 6 2 4]
34,325,[0 3 5 4 1 6 2],4672,[6 2 5 3 4 0 1],4787,[6 3 5 1 4 2 0],335,[0 3 5 6 4 2 1]
35,425,[0 4 3 5 6 2 1],4485,[6 1 2 5 3 4 0],4719,[6 3 1 4 2 5 0],225,[0 2 6 3 4 5 1]
36,278,[0 3 2 5 4 1 6],4778,[6 3 5 0 2 1 4],4622,[6 2 3 4 1 0 5],416,[0 4 3 2 5 1 6]
37,423,[0 4 3 5 2 6 1],4734,[6 3 2 1 0 4 5],4713,[6 3 1 2 4 5 0],228,[0 2 6 4 1 3 5]
38,436,[0 4 5 1 6 2 3],4818,[6 4 0 5 1 2 3],4725,[6 3 1 5 2 4 0],442,[0 4 5 2 6 1 3]
39,106,[0 1 6 3 5 2 4],4907,[6 4 5 1 3 2 0],4582,[6 2 0 5 4 1 3],297,[0 3 4 2 5 6 1]
40,93,[0 1 5 6 3 4 2],4698,[6 3 0 5 1 2 4],4947,[6 5 1 0 3 4 2],497,[0 5 1 4 6 3 2]
41,78,[0 1 5 3 2 4 6],4822,[6 4 0 5 3 1 2],4564,[6 2 0 1 5 3 4],288,[0 3 4 1 2 5 6]
42,268,[0 3 2 1 6 4 5],4815,[6 4 0 3 2 5 1],4778,[6 3 5 0 2 1 4],96,[0 1 6 2 3 4 5]
43,121,[0 2 1 3 4 6 5],4946,[6 5 1 0 3 2 4],4717,[6 3 1 4 0 5 2],140,[0 2 1 6 4 3 5]
44,107,[0 1 6 3 5 4 2],4831,[6 4 1 2 0 5 3],4937,[6 5 0 3 4 2 1],356,[0 3 6 5 2 1 4]
45,444,[0 4 5 3 1 2 6],4525,[6 1 4 3 0 5 2],4640,[6 2 4 1 3 0 5],281,[0 3 2 5 6 4 1]
46,220,[0 2 6 1 5 3 4],4941,[6 5 0 4 2 3 1],4742,[6 3 2 4 1 0 5],420,[0 4 3 5 1 2 6]
47,30,[0 1 3 4 2 5 6],4801,[6 4 0 1 2 5 3],4712,[6 3 1 2 4 0 5],594,[0 5 6 4 1 2 3]
48,385,[0 4 2 1 3 6 5],4654,[6 2 4 5 3 0 1],4692,[6 3 0 4 1 2 5],574,[0 5 4 6 3 1 2]
49,473,[0 4 6 3 5 2 1],4845,[6 4 1 5 2 3 0],4983,[6 5 2 3 1 4 0],548,[0 5 3 6 2 1 4]
50,241,[0 3 1 2 4 6 5],4765,[6 3 4 2 0 5 1],4670,[6 2 5 3 1 0 4],255,[0 3 1 5 4 6 2]
51,412,[0 4 3 1 6 2 5],4588,[6 2 1 0 5 3 4],4955,[6 5 1 2 4 3 0],317,[0 3 5 1 6 4 2]
52,32,[0 1 3 4 5 2 6],4684,[6 3 0 1 5 2 4],4956,[6 5 1 3 0 2 4],128,[0 2 1 4 5 3 6]
53,34,[0 1 3 4 6 2 5],4478,[6 1 2 4 3 0 5],4898,[6 4 5 0 2 1 3],523,[0 5 2 6 1 4 3]
54,262,[0 3 1 6 5 2 4],4798,[6 3 5 4 2 0 1],4888,[6 4 3 2 5 0 1],202,[0 2 5 3 6 1 4]
55,487,[0 5 1 3 2 6 4],4928,[6 5 0 2 3 1 4],4977,[6 5 2 1 3 4 0],186,[0 2 4 6 1 3 5]
56,439,[0 4 5 2 1 6 3],4670,[6 2 5 3 1 0 4],4605,[6 2 1 5 3 4 0],158,[0 2 3 5 4 1 6]
57,61,[0 1 4 5 2 6 3],4790,[6 3 5 2 1 0 4],4652,[6 2 4 5 1 0 3],328,[0 3 5 4 6 1 2]
58,14,[0 1 2 5 4 3 6],4664,[6 2 5 1 3 0 4],4632,[6 2 4 0 1 3 5],378,[0 4 1 6 2 3 5]
59,170,[0 2 4 1 5 3 6],4668,[6 2 5 3 0 1 4],4792,[6 3 5 2 4 0 1],507,[0 5 2 1 4 6 3]
60,426,[0 4 3 6 1 2 5],4930,[6 5 0 2 4 1 3],4906,[6 4 5 1 3 0 2],152,[0 2 3 4 5 1 6]
61,232,[0 2 6 4 5 1 3],4464,[6 1 2 0 3 4 5],4690,[6 3 0 2 5 1 4],238,[0 2 6 5 4 1 3]
62,183,[0 2 4 5 3 6 1],4686,[6 3 0 2 1 4 5],5003,[6 5 3 1 4 2 0],433,[0 4 5 1 2 6 3]
63,110,[0 1 6 4 3 2 5],4851,[6 4 2 0 3 5 1],4945,[6 5 1 0 2 4 3],237,[0 2 6 5 3 4 1]
64,359,[0 3 6 5 4 2 1],4753,[6 3 4 0 1 5 2],4847,[6 4 1 5 3 2 0],447,[0 4 5 3 2 6 1]
65,447,[0 4 5 3 2 6 1],4785,[6 3 5 1 2 4 0],4664,[6 2 5 1 3 0 4],568,[0 5 4 3 6 1 2]
66,472,[0 4 6 3 5 1 2],4941,[6 5 0 4 2 3 1],4870,[6 4 2 5 3 0 1],202,[0 2 5 3 6 1 4]
67,494,[0 5 1 4 3 2 6],4882,[6 4 3 1 5 0 2],4753,[6 3 4 0 1 5 2],360,[0 4 1 2 3 5 6]
68,369,[0 4 1 3 5 6 2],4928,[6 5 0 2 3 1 4],4639,[6 2 4 1 0 5 3],271,[0 3 2 4 1 6 5]
69,53,[0 1 4 2 6 5 3],4900,[6 4 5 0 3 1 2],4807,[6 4 0 2 1 5 3],551,[0 5 3 6 4 2 1]
70,468,[0 4 6 3 1 2 5],4497,[6 1 3 2 4 5 0],4945,[6 5 1 0 2 4 3],139,[0 2 1 6 3 5 4]
71,73,[0 1 5 2 3 6 4],4938,[6 5 0 4 1 2 3],4919,[6 4 5 3 2 1 0],542,[0 5 3 4 2 1 6]
72,107,[0 1 6 3 5 4 2],4501,[6 1 3 4 0 5 2],4525,[6 1 4 3 0 5 2],459,[0 4 6 1 3 5 2]
73,240,[0 3 1 2 4 5 6],4558,[6 1 5 4 3 0 2],4999,[6 5 3 1 0 4 2],520,[0 5 2 4 6 1 3]
74,161,[0 2 3 5 6 4 1],4864,[6 4 2 3 5 0 1],4911,[6 4 5 2 1 3 0],392,[0 4 2 3 5 1 6]
75,243,[0 3 1 2 5 6 4],4521,[6 1 4 2 3 5 0],4663,[6 2 5 1 0 4 3],521,[0 5 2 4 6 3 1]
76,251,[0 3 1 4 6 5 2],4591,[6 2 1 3 0 5 4],4904,[6 4 5 1 2 0 3],220,[0 2 6 1 5 3 4]
77,360,[0 4 1 2 3 5 6],4469,[6 1 2 0 5 4 3],4806,[6 4 0 2 1 3 5],491,[0 5 1 3 6 4 2]
78,343,[0 3 6 2 1 5 4],4519,[6 1 4 2 0 5 3],4857,[6 4 2 1 3 5 0],527,[0 5 2 6 4 3 1]
79,246,[0 3 1 4 2 5 6],4785,[6 3 5 1 2 4 0],4551,[6 1 5 3 2 4 0],235,[0 2 6 5 1 4 3]
80,186,[0 2 4 6 1 3 5],4690,[6 3 0 2 5 1 4],4881,[6 4 3 1 2 5 0],318,[0 3 5 2 1 4 6]
81,332,[0 3 5 6 2 1 4],4911,[6 4 5 2 1 3 0],4774,[6 3 4 5 2 0 1],281,[0 3 2 5 6 4 1]
82,38,[0 1 3 5 4 2 6],4883,[6 4 3 1 5 2 0],4774,[6 3 4 5 2 0 1],546,[0 5 3 6 1 2 4]
83,133,[0 2 1 5 3 6 4],4479,[6 1 2 4 3 5 0],4713,[6 3 1 2 4 5 0],345,[0 3 6 2 4 5 1]
84,206,[0 2 5 4 3 1 6],4817,[6 4 0 3 5 2 1],4571,[6 2 0 3 5 4 1],300,[0 3 4 5 1 2 6]
85,48,[0 1 4 2 3 5 6],4937,[6 5 0 3 4 2 1],4545,[6 1 5 2 3 4 0],293,[0 3 4 1 6 5 2]
86,421,[0 4 3 5 1 6 2],4601,[6 2 1 4 5 3 0],4786,[6 3 5 1 4 0 2],513,[0 5 2 3 4 6 1]
87,508,[0 5 2 1 6 3 4],4807,[6 4 0 2 1 5 3],5006,[6 5 3 2 1 0 4],255,[0 3 1 5 4 6 2]
88,26,[0 1 3 2 5 4 6],4906,[6 4 5 1 3 0 2],4698,[6 3 0 5 1 2 4],422,[0 4 3 5 2 1 6]
89,351,[0 3 6 4 2 5 1],4681,[6 3 0 1 2 5 4],4835,[6 4 1 2 5 3 0],241,[0 3 1 2 4 6 5]
90,500,[0 5 1 6 3 2 4],4752,[6 3 4 0 1 2 5],4635,[6 2 4 0 3 5 1],159,[0 2 3 5 4 6 1]
91,226,[0 2 6 3 5 1 4],4925,[6 5 0 1 4 3 2],4996,[6 5 3 0 4 1 2],179,[0 2 4 3 6 5 1]
92,417,[0 4 3 2 5 6 1],4502,[6 1 3 4 2 0 5],4603,[6 2 1 5 0 4 3],445,[0 4 5 3 1 6 2]
93,275,[0 3 2 4 6 5 1],4582,[6 2 0 5 4 1 3],4958,[6 5 1 3 2 0 4],531,[0 5 3 1 4 6 2]
94,194,[0 2 5 1 4 3 6],4913,[6 4 5 2 3 1 0],4701,[6 3 0 5 2 4 1],236,[0 2 6 5 3 1 4]
95,374,[0 4 1 5 3 2 6],4666,[6 2 5 1 4 0 3],4779,[6 3 5 0 2 4 1],351,[0 3 6 4 2 5 1]
96,408,[0 4 3 1 2 5 6],4568,[6 2 0 3 4 1 5],4586,[6 2 1 0 4 3 5],450,[0 4 5 6 1 2 3]
97,166,[0 2 3 6 5 1 4],4901,[6 4 5 0 3 2 1],4859,[6 4 2 1 5 3 0],457,[0 4 6 1 2 5 3]
98,275,[0 3 2 4 6 5 1],4616,[6 2 3 1 4 0 5],4896,[6 4 5 0 1 2 3],289,[0 3 4 1 2 6 5]
99,174,[0 2 4 3 1 5 6],4479,[6 1 2 4 3 5 0],4794,[6 3 5 4 0 1 2],383,[0 4 1 6 5 3 2]
100,486,[0 5 1 3 2 4 6],4520,[6 1 4 2 3 0 5],4795,[6 3 5 4 0 2 1],170,[0 2 4 1 5 3 6]
