100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,3454580,[9 4 6 3 0 1 8 5 2 7],1730091,[4 7 9 1 8 3 0 5 6 2],863018,[2 4 5 1 7 9 0 6 3 8],1908932,[5 2 3 8 1 7 9 4 0 6],2202690,[6 0 7 1 3 8 9 2 4 5]
41,148320,[0 4 7 5 1 2 3 6 8 9],841266,[2 3 8 9 4 5 7 0 1 6],1971538,[5 3 9 1 2 6 4 8 0 7],1185355,[3 2 5 1 4 9 8 0 7 6],1437039,[3 9 6 0 8 2 5 4 7 1]
42,1754634,[4 8 5 0 9 7 6 1 2 3],3097108,[8 4 7 3 5 1 0 9 2 6],2645783,[7 2 5 9 6 0 8 4 3 1],3478835,[9 5 2 1 7 3 4 8 6 0],550045,[1 5 7 0 9 6 4 2 8 3]
43,2593205,[7 1 3 5 8 0 2 9 6 4],1212492,[3 4 0 7 1 2 8 5 6 9],1983434,[5 4 1 6 8 7 0 3 2 9],1594251,[4 3 6 2 1 7 0 8 9 5],2619718,[7 1 9 6 3 8 5 4 0 2]
44,129481,[0 4 2 7 9 1 3 5 8 6],272070,[0 7 6 9 8 2 3 1 4 5],2293550,[6 2 9 0 4 8 5 3 1 7],3159173,[8 6 2 7 5 3 0 9 4 1],2207018,[6 0 7 9 2 8 1 4 3 5]
45,1255284,[3 5 1 0 6 8 7 2 4 9],809315,[2 3 0 7 1 5 6 9 8 4],903054,[2 5 4 1 3 7 6 0 8 9],149138,[0 4 7 6 1 9 2 5 3 8],464177,[1 3 6 0 8 2 7 9 5 4]
46,3279,[0 1 2 7 6 4 8 5 9 3],74904,[0 2 8 9 1 4 3 5 6 7],2671003,[7 3 1 9 6 2 8 0 5 4],393700,[1 0 8 2 7 9 3 6 4 5],3123802,[8 5 3 7 4 6 1 9 0 2]
47,562990,[1 5 9 6 8 3 7 4 0 2],235017,[0 6 8 5 3 4 2 7 9 1],1881351,[5 1 7 2 9 8 4 3 6 0],1232874,[3 4 6 7 1 9 8 0 2 5],2439145,[6 7 3 9 5 1 0 2 8 4]
48,2986727,[8 2 0 6 3 4 9 7 5 1],1178930,[3 2 1 9 5 6 0 7 4 8],2072752,[5 7 3 1 8 9 4 6 0 2],927800,[2 6 0 1 7 8 4 5 3 9],2988130,[8 2 0 9 3 1 5 7 4 6]
49,3234764,[8 9 1 6 5 2 7 3 0 4],2258217,[6 2 0 1 5 7 4 8 9 3],1829488,[5 0 3 9 8 6 4 7 1 2],791906,[2 1 7 0 9 4 3 6 5 8],2753940,[7 5 2 3 9 4 6 0 1 8]
50,2395188,[6 5 3 1 7 9 4 0 2 8],357227,[0 9 7 8 1 6 3 5 4 2],3068671,[8 4 0 9 1 3 5 2 7 6],3541487,[9 6 7 4 5 1 8 3 2 0],3628733,[9 8 7 6 5 2 0 4 3 1]
51,2464992,[6 8 1 0 5 7 2 3 4 9],1953395,[5 3 4 7 0 2 6 9 8 1],905829,[2 5 4 8 0 6 9 3 7 1],1394445,[3 8 5 6 7 1 9 2 4 0],2986636,[8 2 0 6 1 7 3 9 4 5]
52,2704666,[7 4 0 6 3 9 2 8 1 5],1351415,[3 7 5 0 9 6 8 4 2 1],1478240,[4 0 7 3 1 8 5 6 2 9],1366152,[3 7 9 0 4 6 1 2 5 8],2426266,[6 7 1 3 8 9 2 5 0 4]
53,2383621,[6 5 0 9 4 3 7 1 8 2],2168249,[5 9 7 1 3 6 4 8 2 0],452616,[1 3 2 8 6 9 0 4 5 7],3048750,[8 3 5 9 2 1 4 0 6 7],2898723,[7 9 8 1 0 2 3 5 6 4]
54,2868612,[7 9 1 2 3 0 6 4 5 8],709982,[1 9 5 8 0 4 6 3 2 7],2487153,[6 8 5 3 2 1 4 7 9 0],3363075,[9 2 4 1 8 6 0 5 7 3],457497,[1 3 4 8 5 6 2 7 9 0]
55,519606,[1 4 9 0 7 2 5 3 6 8],2587960,[7 1 2 5 4 3 8 9 0 6],2510274,[6 9 2 0 4 8 7 1 3 5],1966881,[5 3 8 1 7 6 2 4 9 0],1311880,[3 6 5 2 0 4 8 9 1 7]
56,2247177,[6 1 7 9 0 4 3 5 8 2],1511968,[4 1 5 9 8 6 3 7 0 2],2608704,[7 1 6 5 2 3 0 4 8 9],471330,[1 3 7 5 6 8 9 0 2 4],2728537,[7 4 6 2 5 9 0 1 8 3]
57,913892,[2 5 7 3 1 8 9 4 0 6],1937586,[5 3 0 6 1 7 9 2 4 8],3366307,[9 2 4 8 3 5 7 0 6 1],1419867,[3 9 1 7 0 4 2 6 8 5],3526743,[9 6 3 7 1 4 5 2 8 0]
58,2693892,[7 3 8 4 5 0 6 1 2 9],3369339,[9 2 5 4 6 8 0 3 7 1],2053569,[5 6 9 3 1 0 4 7 8 2],1756309,[4 8 5 3 1 9 6 0 7 2],1932555,[5 2 9 4 0 7 1 6 8 3]
59,1647170,[4 5 8 7 6 2 0 3 1 9],2700633,[7 3 9 6 8 1 2 4 5 0],1239039,[3 4 7 8 9 1 5 2 6 0],902521,[2 5 4 0 7 1 3 6 9 8],3572502,[9 7 4 6 5 8 1 0 2 3]
60,2859509,[7 8 9 2 4 1 0 6 5 3],3572437,[9 7 4 6 5 1 3 0 8 2],1257706,[3 5 1 6 8 9 2 7 0 4],3576629,[9 7 5 4 3 1 0 8 6 2],1809222,[4 9 7 8 5 6 1 0 2 3]
61,42874,[0 2 1 6 7 4 5 9 3 8],1045256,[2 8 9 3 6 4 1 5 0 7],3464928,[9 4 8 3 2 5 0 1 6 7],2863272,[7 9 0 1 6 5 2 3 4 8],131199,[0 4 3 1 5 6 8 7 9 2]
62,1961682,[5 3 7 1 6 2 9 0 4 8],2074886,[5 7 3 6 8 4 2 1 0 9],83111,[0 3 1 6 5 7 9 8 4 2],129811,[0 4 2 8 3 7 9 1 6 5],417217,[1 2 4 8 5 9 0 3 7 6]
63,1339177,[3 7 1 6 9 8 0 2 5 4],1080947,[2 9 7 4 1 8 3 6 5 0],2050220,[5 6 8 7 3 0 9 2 1 4],1626002,[4 5 2 7 3 0 1 8 6 9],3014533,[8 2 7 0 9 1 5 3 6 4]
64,2354883,[6 4 3 1 8 0 2 7 9 5],1888282,[5 1 8 6 4 7 2 9 0 3],2340893,[6 4 0 5 2 7 1 9 8 3],1771480,[4 8 9 3 2 1 6 7 0 5],3412437,[9 3 6 0 4 8 7 2 5 1]
65,3393280,[9 3 1 2 8 4 6 7 0 5],2664160,[7 3 0 6 2 4 8 9 1 5],770244,[2 1 0 8 7 6 5 3 4 9],2042418,[5 6 7 1 8 0 9 2 3 4],1254100,[3 5 0 8 7 9 1 6 2 4]
66,2338002,[6 3 9 8 1 2 7 0 4 5],1632494,[4 5 3 9 2 0 7 6 1 8],3575241,[9 7 5 2 4 6 1 3 8 0],2634758,[7 2 3 8 4 1 6 5 0 9],3138971,[8 5 7 6 4 0 2 9 3 1]
67,2640021,[7 2 4 8 6 0 9 3 5 1],3103819,[8 4 9 6 7 0 5 1 3 2],749814,[2 0 6 8 4 5 3 1 7 9],3454460,[9 4 6 2 8 0 7 3 1 5],1458684,[4 0 2 5 9 7 6 1 3 8]
68,955601,[2 6 7 5 1 3 8 9 4 0],1105271,[3 0 5 4 1 7 9 8 6 2],3026136,[8 3 0 4 9 7 1 2 5 6],1270791,[3 5 6 0 9 8 4 2 7 1],2111355,[5 8 2 9 3 6 0 4 7 1]
69,587079,[1 6 5 4 3 2 8 7 9 0],2772303,[7 5 8 0 3 4 6 2 9 1],2622291,[7 2 0 4 1 6 3 8 9 5],203237,[0 6 1 4 3 8 2 9 7 5],3468036,[9 5 0 1 7 3 6 2 4 8]
70,525560,[1 5 0 3 9 7 4 6 2 8],1864025,[5 1 2 8 9 4 6 7 3 0],2095690,[5 7 9 6 4 0 2 8 1 3],371454,[1 0 3 7 9 5 4 2 6 8],2152806,[5 9 3 1 0 2 6 4 7 8]
71,3041360,[8 3 4 5 0 7 2 6 1 9],847970,[2 4 0 3 8 6 1 7 5 9],1161445,[3 1 8 5 0 7 6 2 9 4],2393317,[6 5 2 9 0 3 7 1 8 4],1190068,[3 2 6 0 9 4 1 8 5 7]
72,959325,[2 6 8 3 4 1 9 5 7 0],3620904,[9 8 6 3 0 2 1 4 5 7],33261,[0 1 8 6 3 2 9 5 7 4],1976089,[5 4 0 1 7 6 2 3 9 8],1032366,[2 8 5 7 9 0 3 1 4 6]
73,2988376,[8 2 0 9 5 1 6 7 3 4],1422505,[3 9 2 1 7 4 0 5 8 6],172743,[0 5 3 2 9 6 7 4 8 1],3549296,[9 7 0 2 5 4 3 6 1 8],3366041,[9 2 4 8 0 3 6 7 5 1]
74,1729335,[4 7 9 0 8 1 5 3 6 2],1628391,[4 5 3 0 7 9 6 2 8 1],997310,[2 7 6 9 0 8 4 3 1 5],1602360,[4 3 7 9 5 0 1 2 6 8],2322916,[6 3 5 9 1 7 0 8 2 4]
75,1871476,[5 1 4 3 2 8 0 9 6 7],3341610,[9 1 8 0 2 6 7 3 4 5],2437609,[6 7 3 5 4 2 0 1 9 8],2097947,[5 8 0 2 7 9 3 6 4 1],1337590,[3 7 1 4 8 5 9 6 0 2]
76,2572468,[7 0 8 3 9 2 1 6 4 5],12715,[0 1 4 6 7 9 8 2 5 3],802757,[2 1 9 3 8 6 0 7 5 4],2518565,[6 9 3 7 0 1 2 8 5 4],2093144,[5 7 9 2 0 8 3 4 1 6]
77,1304232,[3 6 2 8 4 7 0 1 5 9],689894,[1 9 0 8 3 2 6 5 4 7],500932,[1 4 5 3 8 6 0 9 2 7],2850074,[7 8 5 3 2 6 0 4 1 9],1298477,[3 6 1 7 4 8 0 9 5 2]
78,759531,[2 0 8 6 9 4 1 5 7 3],3390036,[9 3 0 6 4 2 7 1 5 8],179319,[0 5 4 7 1 3 8 6 9 2],956230,[2 6 7 8 0 4 9 5 1 3],1555440,[4 2 6 7 3 0 1 5 8 9]
79,1638300,[4 5 7 0 3 6 8 1 2 9],464157,[1 3 6 0 7 9 8 4 5 2],1052356,[2 9 0 7 5 6 1 8 3 4],565318,[1 6 0 3 2 9 8 7 4 5],2496051,[6 8 9 1 5 3 0 4 7 2]
80,3213713,[8 7 5 4 2 9 3 6 1 0],1353565,[3 7 5 4 9 6 2 0 8 1],837638,[2 3 8 1 5 4 7 6 0 9],908084,[2 5 6 1 3 4 9 7 0 8],2458867,[6 7 9 8 0 3 5 1 4 2]
81,2596509,[7 1 4 2 3 6 9 5 8 0],3301881,[9 0 8 1 7 5 3 4 6 2],121170,[0 4 1 2 5 8 9 3 6 7],842897,[2 3 9 1 7 0 6 8 5 4],501323,[1 4 5 6 2 8 3 9 7 0]
82,3199327,[8 7 2 6 4 0 3 1 9 5],1636489,[4 5 6 7 9 2 0 1 8 3],2877421,[7 9 2 8 3 4 5 0 6 1],2940180,[8 0 9 3 5 4 6 1 2 7],319967,[0 8 9 4 3 2 7 6 5 1]
83,3354990,[9 2 1 6 7 3 4 0 5 8],3413170,[9 3 6 1 5 0 4 8 2 7],2756242,[7 5 2 9 0 6 3 8 1 4],183785,[0 5 6 4 2 7 8 9 3 1],3056980,[8 3 7 4 6 9 0 5 1 2]
84,2955952,[8 1 3 5 4 9 6 7 0 2],3153352,[8 6 1 5 4 9 3 7 0 2],2295545,[6 2 9 4 1 5 7 8 3 0],1523109,[4 1 8 2 5 6 9 3 7 0],102945,[0 3 6 4 9 8 2 5 7 1]
85,2534603,[6 9 7 8 1 4 2 5 3 0],350036,[0 9 6 4 1 8 7 3 2 5],492555,[1 4 2 8 0 7 3 6 9 5],465345,[1 3 6 4 2 9 5 7 8 0],1494438,[4 1 0 6 7 8 3 2 5 9]
86,678618,[1 8 7 5 4 0 9 2 3 6],3100899,[8 4 9 1 6 7 0 3 5 2],2371722,[6 4 8 5 0 2 9 1 3 7],3221482,[8 7 9 1 2 5 3 6 0 4],3282477,[9 0 4 2 8 7 6 3 5 1]
87,3116742,[8 5 2 3 7 9 1 0 4 6],2642244,[7 2 5 1 8 6 4 0 3 9],1184651,[3 2 5 0 6 1 7 9 8 4],806101,[2 1 9 8 5 4 6 0 7 3],3350085,[9 2 0 6 8 3 7 4 5 1]
88,723248,[1 9 8 4 5 0 3 6 2 7],80518,[0 2 9 8 6 7 5 4 1 3],1120846,[3 0 8 4 7 2 9 6 1 5],2005788,[5 4 7 9 6 8 2 0 1 3],2564002,[7 0 5 8 1 6 3 9 2 4]
89,1506466,[4 1 3 9 2 8 5 7 0 6],2133455,[5 8 9 2 0 6 7 4 3 1],3156259,[8 6 2 1 7 0 9 3 5 4],3576169,[9 7 5 3 8 2 0 1 6 4],772587,[2 1 3 5 0 6 4 8 9 7]
90,1637585,[4 5 6 9 2 3 7 8 1 0],1177437,[3 2 1 7 4 9 8 5 6 0],999946,[2 7 8 3 6 9 1 5 0 4],2932821,[8 0 6 9 3 1 7 4 5 2],4701,[0 1 2 9 6 3 8 5 7 4]
91,398191,[1 0 9 2 3 5 6 4 8 7],3234471,[8 9 1 6 2 7 4 3 5 0],1650045,[4 5 9 2 7 1 8 3 6 0],3566555,[9 7 3 5 4 1 2 8 6 0],484961,[1 4 0 3 7 5 8 9 6 2]
92,26829,[0 1 7 4 3 6 9 5 8 2],3346122,[9 1 8 7 3 2 6 0 4 5],453814,[1 3 4 0 5 8 9 7 2 6],2928562,[8 0 6 1 4 7 3 9 2 5],286041,[0 8 1 7 3 6 4 5 9 2]
93,3530091,[9 6 4 2 8 3 0 5 7 1],2872728,[7 9 1 8 6 3 0 2 4 5],1459925,[4 0 2 7 8 1 3 9 6 5],2584598,[7 1 0 8 6 3 5 4 2 9],2119769,[5 8 4 6 0 7 3 9 2 1]
94,2665604,[7 3 0 9 2 4 8 5 1 6],1579326,[4 3 1 5 7 0 6 2 8 9],965865,[2 6 9 5 3 8 1 4 7 0],2302743,[6 3 0 9 2 5 7 4 8 1],2696263,[7 3 8 9 5 6 1 0 4 2]
95,1825118,[5 0 3 1 9 4 7 6 2 8],1734907,[4 8 0 2 6 5 9 1 7 3],1738928,[4 8 1 0 3 2 6 7 5 9],241945,[0 7 1 2 3 5 4 6 9 8],2787533,[7 6 1 0 5 4 2 9 8 3]
96,3377112,[9 2 7 0 4 6 1 3 5 8],418624,[1 2 5 0 6 7 8 9 3 4],385789,[1 0 6 5 8 9 4 2 7 3],262271,[0 7 5 1 3 6 9 8 4 2],3483373,[9 5 3 1 0 2 7 4 8 6]
97,2991637,[8 2 1 6 0 4 7 3 9 5],74078,[0 2 8 6 9 3 5 4 1 7],1405057,[3 8 7 6 2 9 0 1 5 4],2082176,[5 7 6 0 9 3 2 4 1 8],3600023,[9 8 2 3 0 1 7 6 5 4]
98,2974553,[8 1 7 2 3 9 5 6 4 0],1855576,[5 1 0 3 4 2 8 9 6 7],3117855,[8 5 2 6 3 0 7 4 9 1],3428014,[9 4 0 2 1 7 8 6 3 5],3409827,[9 3 5 4 8 1 0 6 7 2]
99,459013,[1 3 5 0 7 2 8 4 9 6],3326962,[9 1 5 0 7 6 3 8 2 4],333966,[0 9 3 2 8 1 5 4 6 7],881508,[2 4 8 9 1 7 5 0 3 6],3438671,[9 4 2 1 8 5 7 6 3 0]
100,812932,[2 3 1 5 0 7 4 9 6 8],3623247,[9 8 6 7 1 4 3 2 5 0],2674555,[7 3 2 6 5 9 8 0 4 1],1533355,[4 2 0 3 7 9 8 1 6 5],2639379,[7 2 4 6 8 9 0 3 5 1]
1,1018297,[2 8 3 0 4 9 1 5 7 6],1431576,[3 9 5 0 2 8 1 4 6 7],557929,[1 5 8 6 9 3 0 2 7 4],2421646,[6 7 0 4 3 2 9 8 1 5],609725,[1 7 0 9 8 2 3 6 5 4]
2,35891,[0 1 9 2 8 3 5 7 6 4],2357282,[6 4 3 8 0 1 2 7 5 9],117044,[0 3 9 2 6 4 8 5 1 7],2303489,[6 3 1 0 4 8 7 9 5 2],1756308,[4 8 5 3 1 9 6 0 2 7]
3,3357480,[9 2 3 1 4 0 5 6 7 8],35739,[0 1 9 2 6 8 3 5 7 4],1357233,[3 7 6 2 0 4 5 8 9 1],2216404,[6 0 9 7 3 1 2 8 4 5],143884,[0 4 6 5 9 1 2 8 3 7]
4,2257389,[6 1 9 8 2 4 7 3 5 0],2165790,[5 9 6 7 0 2 3 1 4 8],974672,[2 7 1 4 8 3 5 6 0 9],1750367,[4 8 3 2 0 5 9 7 6 1],3327576,[9 1 5 2 6 8 0 3 4 7]
5,3176643,[8 6 7 2 0 1 3 5 9 4],1605614,[4 3 8 6 0 1 7 5 2 9],1317798,[3 6 7 4 1 8 2 0 5 9],312773,[0 8 7 1 4 5 2 9 6 3],110748,[0 3 7 9 6 8 4 1 2 5]
6,3039291,[8 3 4 0 2 6 1 7 9 5],2795444,[7 6 2 5 4 1 9 3 0 8],3390072,[9 3 0 6 4 7 1 2 5 8],1814791,[5 0 1 2 7 4 6 3 9 8],187738,[0 5 7 2 8 4 3 9 1 6]
7,1527832,[4 1 9 0 8 7 5 6 2 3],1371138,[3 8 0 1 5 2 9 4 6 7],2997836,[8 2 3 7 5 9 6 1 0 4],1155088,[3 1 7 2 4 8 6 9 0 5],320886,[0 8 9 5 6 1 3 2 4 7]
