10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
41,160224,[0 4 9 7 5 2 1 3 6 8],1654638,[4 6 0 3 1 8 5 2 7 9],767630,[2 1 0 5 3 9 7 6 4 8],356148,[0 9 7 5 4 8 3 1 2 6],1156849,[3 1 7 5 8 4 0 2 9 6]
42,127196,[0 4 2 3 7 9 8 5 1 6],1520421,[4 1 7 6 8 0 9 3 5 2],560770,[1 5 9 2 8 0 4 7 3 6],630382,[1 7 6 0 5 2 9 8 3 4],1285040,[3 5 8 9 6 4 1 2 0 7]
43,171381,[0 5 3 1 2 4 9 7 8 6],1583203,[4 3 2 0 9 5 8 1 7 6],499995,[1 4 5 2 6 8 0 7 9 3],378714,[1 0 5 2 9 8 7 3 4 6],1285376,[3 5 9 0 2 6 4 7 1 8]
44,303120,[0 8 5 2 1 3 4 6 7 9],1869302,[5 1 3 9 2 6 7 4 0 8],539180,[1 5 3 9 8 0 7 4 2 6],321616,[0 8 9 6 5 1 4 7 2 3],1016391,[2 8 1 6 5 9 4 3 7 0]
45,153940,[0 4 8 5 7 9 1 6 2 3],1664797,[4 6 2 3 1 5 8 0 9 7],574619,[1 6 3 0 2 7 5 9 8 4],398784,[1 0 9 2 8 4 3 5 6 7],1358468,[3 7 6 4 8 2 9 1 0 5]
46,215218,[0 6 3 7 9 4 2 8 1 5],1741594,[4 8 1 5 9 2 3 7 0 6],687866,[1 9 0 5 4 3 2 7 6 8],553628,[1 5 7 8 9 3 6 2 0 4],1319914,[3 6 7 9 1 2 4 8 0 5]
47,210909,[0 6 2 8 9 4 7 3 5 1],1699838,[4 7 1 2 9 3 6 5 0 8],720224,[1 9 7 8 2 6 3 4 0 5],513131,[1 4 7 8 6 0 3 9 5 2],1301320,[3 6 2 1 5 4 8 9 0 7]
48,143882,[0 4 6 5 9 1 2 7 3 8],1786917,[4 9 2 5 7 8 6 1 3 0],564562,[1 6 0 2 3 8 5 9 4 7],463986,[1 3 6 0 5 7 9 2 4 8],1078686,[2 9 7 0 3 1 5 4 6 8]
49,43339,[0 2 1 7 4 3 9 5 8 6],1858825,[5 1 0 8 7 3 2 4 9 6],789156,[2 1 6 7 0 4 8 3 5 9],374047,[1 0 4 3 7 2 6 5 9 8],1331746,[3 7 0 2 6 9 4 8 1 5]
50,334266,[0 9 3 4 2 6 8 1 5 7],1572103,[4 2 9 8 3 7 1 0 6 5],517148,[1 4 8 6 2 5 9 3 0 7],598655,[1 6 8 7 3 5 9 4 2 0],1163120,[3 1 8 7 4 6 2 5 0 9]
51,129135,[0 4 2 7 5 1 8 6 9 3],1733500,[4 7 9 8 3 6 0 5 1 2],764146,[2 0 9 6 3 8 4 7 1 5],296734,[0 8 3 9 1 6 7 5 2 4],1070597,[2 9 5 3 8 6 0 7 4 1]
52,134874,[0 4 3 8 2 9 7 1 5 6],1784366,[4 9 2 0 3 7 6 5 1 8],637178,[1 7 8 3 9 6 0 4 2 5],614469,[1 7 2 9 4 5 8 3 6 0],1030122,[2 8 5 3 7 1 9 0 4 6]
53,125853,[0 4 1 9 7 6 8 3 5 2],1615141,[4 5 0 6 2 7 8 1 9 3],584391,[1 6 4 9 5 8 3 2 7 0],550667,[1 5 7 2 8 9 3 6 4 0],1200881,[3 2 8 1 9 4 6 7 5 0]
54,203437,[0 6 1 4 7 3 8 2 9 5],1704968,[4 7 2 3 0 1 6 8 5 9],797034,[2 1 8 0 9 7 6 3 4 5],496934,[1 4 3 7 2 0 8 6 5 9],1211116,[3 4 0 5 1 8 2 9 6 7]
55,65041,[0 2 6 9 4 1 3 5 8 7],1818481,[5 0 1 8 7 2 3 4 9 6],635478,[1 7 8 0 5 6 3 2 4 9],540452,[1 5 4 2 7 8 9 3 0 6],1128610,[3 0 9 8 5 1 4 7 2 6]
56,291264,[0 8 2 7 5 3 1 4 6 9],1850354,[5 0 9 1 8 6 2 4 3 7],799510,[2 1 8 6 4 5 9 7 0 3],348831,[0 9 6 2 4 8 5 3 7 1],1112079,[3 0 6 7 5 2 8 4 9 1]
57,11162,[0 1 4 3 7 2 5 8 6 9],1810646,[4 9 8 1 6 5 3 2 0 7],654123,[1 8 2 7 5 0 3 6 9 4],554299,[1 5 7 9 8 0 6 2 4 3],1286092,[3 5 9 1 2 6 0 8 4 7]
58,342943,[0 9 5 1 3 8 4 2 7 6],1752988,[4 8 3 7 6 1 0 9 2 5],676117,[1 8 7 2 0 4 6 3 9 5],429617,[1 2 7 3 8 0 6 9 5 4],1219567,[3 4 1 9 8 0 5 2 7 6]
59,169987,[0 5 2 8 1 6 9 3 7 4],1854846,[5 1 0 2 4 3 7 6 8 9],738967,[2 0 4 7 5 1 6 3 9 8],292501,[0 8 3 1 4 6 7 2 9 5],1343775,[3 7 2 6 4 0 8 5 9 1]
60,111712,[0 3 8 2 1 9 6 7 4 5],1723574,[4 7 6 9 8 0 3 2 1 5],525353,[1 5 0 3 7 9 6 8 4 2],433524,[1 2 8 0 3 7 6 4 5 9],1279936,[3 5 7 9 6 0 4 8 1 2]
61,139877,[0 4 5 8 2 7 1 9 6 3],1729923,[4 7 9 1 6 0 2 5 8 3],448278,[1 3 0 9 6 7 4 2 5 8],576176,[1 6 3 4 2 7 5 8 0 9],1323969,[3 6 8 5 9 0 2 4 7 1]
62,16148,[0 1 5 3 6 7 9 4 2 8],1831527,[5 0 4 3 8 7 6 2 9 1],592222,[1 6 7 4 5 0 9 8 2 3],604917,[1 7 0 2 3 9 8 5 6 4],1181749,[3 2 4 6 1 9 7 0 8 5]
63,48847,[0 2 3 7 9 1 5 4 8 6],1587484,[4 3 2 9 8 0 1 7 5 6],667288,[1 8 5 3 7 6 4 9 0 2],492615,[1 4 2 8 3 0 7 6 9 5],1053812,[2 9 1 0 6 7 8 4 3 5]
64,216496,[0 6 3 9 7 1 5 8 2 4],1527795,[4 1 9 0 8 6 2 5 7 3],450463,[1 3 2 5 7 9 4 0 8 6],514511,[1 4 8 0 6 5 9 7 3 2],1335755,[3 7 1 0 4 5 6 9 8 2]
65,97254,[0 3 5 4 1 7 6 2 8 9],1613259,[4 5 0 1 7 9 2 6 8 3],710849,[1 9 6 0 3 7 5 8 4 2],334766,[0 9 3 4 8 6 5 2 1 7],1134265,[3 1 2 0 6 5 4 7 9 8]
66,230488,[0 6 7 8 1 5 4 9 2 3],1660703,[4 6 1 5 7 0 9 8 3 2],564873,[1 6 0 2 7 4 5 8 9 3],385686,[1 0 6 5 8 2 4 3 7 9],1012590,[2 8 0 9 4 3 5 1 6 7]
67,335960,[0 9 3 6 5 7 2 4 1 8],1564010,[4 2 8 3 1 6 0 7 5 9],608614,[1 7 0 8 3 6 9 5 2 4],593238,[1 6 7 5 9 4 2 0 3 8],1337683,[3 7 1 4 9 2 8 0 6 5]
68,13547,[0 1 4 7 8 9 3 6 5 2],1807763,[4 9 7 5 6 3 1 8 2 0],520662,[1 4 9 3 0 8 5 2 6 7],640456,[1 7 9 0 5 2 6 8 3 4],1243862,[3 4 8 7 5 2 6 1 0 9]
69,149479,[0 4 7 6 5 8 2 1 9 3],1694876,[4 7 0 2 9 8 6 3 1 5],467354,[1 3 6 8 0 7 2 5 4 9],594881,[1 6 8 0 3 4 7 9 5 2],1050980,[2 9 0 5 7 1 8 4 3 6]
70,249096,[0 7 2 4 9 8 1 3 5 6],1632836,[4 5 3 9 7 8 6 1 0 2],797639,[2 1 8 3 7 9 6 5 4 0],506171,[1 4 6 5 0 2 7 9 8 3],1256494,[3 5 1 4 0 8 9 7 2 6]
71,257546,[0 7 4 1 8 3 2 6 5 9],1549542,[4 2 5 6 0 9 3 1 7 8],465378,[1 3 6 4 5 0 9 2 7 8],420030,[1 2 5 4 6 3 7 0 8 9],1349788,[3 7 4 8 6 1 0 9 2 5]
72,305124,[0 8 5 4 7 6 3 1 2 9],1713288,[4 7 3 9 5 2 0 1 6 8],448119,[1 3 0 9 5 4 7 6 8 2],624746,[1 7 4 9 6 2 0 5 3 8],1178471,[3 2 1 8 7 5 9 6 4 0]
73,184210,[0 5 6 4 9 1 3 8 2 7],1675295,[4 6 5 2 8 7 9 3 1 0],640037,[1 7 8 9 6 4 0 5 3 2],517937,[1 4 8 7 3 0 6 9 5 2],1349696,[3 7 4 8 5 2 1 6 0 9]
74,14206,[0 1 4 8 7 3 9 6 2 5],1566886,[4 2 8 9 1 3 7 6 0 5],449575,[1 3 2 4 6 7 5 0 9 8],582134,[1 6 4 5 7 0 8 3 2 9],1104815,[3 0 5 2 6 8 9 7 4 1]
75,77233,[0 2 9 4 3 7 1 5 8 6],1813961,[4 9 8 7 2 1 5 6 3 0],653437,[1 8 2 6 5 3 7 0 9 4],499596,[1 4 5 0 9 3 7 2 6 8],1197637,[3 2 7 6 4 1 8 0 9 5]
76,291635,[0 8 2 9 1 4 5 7 6 3],1724910,[4 7 8 1 6 2 3 0 5 9],547417,[1 5 6 7 2 9 0 3 8 4],326459,[0 9 1 7 4 5 3 8 6 2],1137532,[3 1 2 7 9 5 0 8 4 6]
77,357898,[0 9 8 1 2 5 4 7 3 6],1617176,[4 5 0 9 1 6 3 7 2 8],695393,[1 9 2 8 6 7 4 5 3 0],301273,[0 8 4 7 3 6 1 2 9 5],1365076,[3 7 8 6 9 4 0 5 1 2]
78,274621,[0 7 8 4 3 5 6 1 9 2],1811638,[4 9 8 3 0 7 6 5 1 2],782379,[2 1 5 3 7 9 0 6 8 4],373033,[1 0 4 2 3 8 5 6 9 7],1255658,[3 5 1 0 9 8 2 6 4 7]
79,300282,[0 8 4 6 1 3 9 2 5 7],1541368,[4 2 1 8 7 6 5 9 0 3],614714,[1 7 2 9 6 5 0 4 3 8],607922,[1 7 0 6 4 2 3 8 5 9],1356646,[3 7 6 1 2 4 9 8 0 5]
80,95055,[0 3 4 9 1 2 7 6 8 5],1834918,[5 0 6 1 4 9 8 7 2 3],715515,[1 9 6 8 5 4 0 3 7 2],527020,[1 5 0 6 9 8 2 7 3 4],1240815,[3 4 8 1 5 0 7 6 9 2]
81,164621,[0 5 1 7 6 9 2 8 4 3],1743127,[4 8 1 9 0 2 5 3 7 6],546616,[1 5 6 4 2 0 8 9 3 7],470433,[1 3 7 4 5 2 6 8 9 0],1369480,[3 7 9 6 0 2 5 8 1 4]
82,358301,[0 9 8 1 5 7 2 6 4 3],1821074,[5 0 2 4 3 8 1 7 6 9],770581,[2 1 0 9 4 6 7 3 8 5],626720,[1 7 5 3 4 8 2 6 0 9],1312931,[3 6 5 4 7 0 2 9 8 1]
83,74770,[0 2 8 7 9 1 4 6 3 5],1627126,[4 5 2 8 9 1 7 6 0 3],554266,[1 5 7 9 6 8 2 4 0 3],298959,[0 8 4 3 2 5 7 6 9 1],1284448,[3 5 8 7 9 4 2 6 0 1]
84,140876,[0 4 5 9 6 8 7 2 1 3],1862746,[5 1 2 7 0 9 4 8 3 6],597225,[1 6 8 4 3 9 2 5 7 0],392863,[1 0 7 9 5 8 3 2 6 4],1215385,[3 4 1 2 0 6 5 7 9 8]
85,125670,[0 4 1 9 6 3 5 2 7 8],1820490,[5 0 2 3 6 8 9 1 4 7],757439,[2 0 8 3 9 7 6 5 4 1],352701,[0 9 6 8 7 1 5 3 4 2],1093253,[3 0 1 9 5 6 2 8 7 4]
86,177046,[0 5 4 1 9 3 8 7 2 6],1799695,[4 9 6 0 5 3 2 1 8 7],650782,[1 8 2 0 9 3 7 6 4 5],626341,[1 7 5 2 9 4 6 0 8 3],1347858,[3 7 4 5 0 1 9 2 6 8]
87,210076,[0 6 2 7 8 5 1 9 3 4],1549776,[4 2 5 6 3 9 0 1 7 8],592818,[1 6 7 5 3 0 9 2 4 8],593113,[1 6 7 5 8 4 0 2 9 3],1261946,[3 5 2 4 8 1 0 7 6 9]
88,152681,[0 4 8 3 1 5 7 9 6 2],1650446,[4 5 9 3 1 7 6 2 0 8],658063,[1 8 3 5 9 7 2 0 6 4],539654,[1 5 4 0 7 2 8 6 3 9],1020168,[2 8 3 4 9 5 0 1 6 7]
89,117554,[0 3 9 4 2 7 1 6 5 8],1644066,[4 5 8 1 3 6 9 0 2 7],729305,[2 0 1 7 9 5 6 8 4 3],599185,[1 6 8 9 2 3 0 4 7 5],1284689,[3 5 8 9 1 6 4 7 2 0]
90,133666,[0 4 3 6 7 9 2 8 1 5],1769687,[4 8 9 0 7 2 6 5 3 1],707728,[1 9 5 3 8 6 4 7 0 2],648601,[1 8 0 6 9 2 3 4 7 5],1036413,[2 8 6 5 3 7 9 1 4 0]
91,93487,[0 3 4 6 9 1 5 2 8 7],1871356,[5 1 4 3 0 8 2 9 6 7],665642,[1 8 5 0 6 2 3 7 4 9],459067,[1 3 5 0 7 6 9 2 8 4],1104363,[3 0 5 1 9 2 4 7 8 6]
92,9727,[0 1 3 9 6 2 5 4 8 7],1867893,[5 1 3 7 2 8 9 4 6 0],708284,[1 9 5 4 7 2 8 3 0 6],538618,[1 5 3 9 0 6 4 8 2 7],1115799,[3 0 7 4 8 2 6 5 9 1]
93,303345,[0 8 5 2 3 9 4 6 7 1],1589370,[4 3 5 2 6 8 9 0 1 7],470376,[1 3 7 4 2 9 0 5 6 8],390918,[1 0 7 5 9 6 3 2 4 8],1276025,[3 5 7 1 2 6 8 9 4 0]
94,56733,[0 2 5 3 8 7 9 4 6 1],1679757,[4 6 7 1 9 8 5 2 3 0],481941,[1 3 9 6 4 0 8 5 7 2],460316,[1 3 5 4 2 9 8 6 0 7],1325152,[3 6 8 9 2 7 4 5 0 1]
95,12834,[0 1 4 6 8 9 7 2 3 5],1842243,[5 0 7 4 8 1 2 6 9 3],723226,[1 9 8 4 3 7 2 6 0 5],622260,[1 7 4 5 2 6 8 0 3 9],1254126,[3 5 0 8 9 1 4 2 6 7]
96,347239,[0 9 5 8 2 6 3 1 7 4],1789747,[4 9 3 0 7 5 8 1 6 2],685652,[1 9 0 2 4 7 8 5 3 6],638392,[1 7 8 5 4 9 3 6 0 2],1096876,[3 0 2 7 5 8 1 9 4 6]
97,144856,[0 4 6 8 2 1 7 9 3 5],1700996,[4 7 1 5 3 9 8 2 0 6],671565,[1 8 6 2 7 3 9 4 5 0],453947,[1 3 4 0 6 9 5 8 7 2],1364445,[3 7 8 6 0 2 9 4 5 1]
98,62138,[0 2 6 4 3 9 1 7 5 8],1690533,[4 6 9 2 8 5 7 1 3 0],515441,[1 4 8 2 9 3 6 7 5 0],389687,[1 0 7 4 3 5 9 8 6 2],1269908,[3 5 4 9 7 2 8 1 0 6]
99,86035,[0 3 2 1 6 9 8 4 7 5],1538928,[4 2 1 5 6 7 0 3 8 9],531207,[1 5 2 4 8 7 6 3 9 0],601208,[1 6 9 3 0 2 5 7 4 8],1334786,[3 7 0 8 9 2 1 5 4 6]
100,47508,[0 2 3 5 9 8 6 1 4 7],1548140,[4 2 5 1 3 0 9 7 6 8],472923,[1 3 7 8 9 0 2 5 6 4],645816,[1 8 0 2 9 7 3 4 5 6],1147393,[3 1 5 7 6 8 0 2 9 4]
1,207792,[0 6 2 3 7 8 1 4 5 9],1882156,[5 1 7 4 0 8 2 9 3 6],776654,[2 1 4 0 8 3 7 6 5 9],456908,[1 3 4 7 6 5 9 2 0 8],1129385,[3 1 0 2 7 6 8 9 5 4]
2,283221,[0 8 1 3 5 2 9 6 7 4],1578401,[4 3 1 2 5 6 8 9 7 0],516737,[1 4 8 5 7 0 6 9 3 2],438229,[1 2 8 9 5 7 4 0 6 3],1261764,[3 5 2 4 6 8 7 0 1 9]
3,342301,[0 9 4 8 3 5 6 1 7 2],1554940,[4 2 6 5 7 9 0 8 1 3],645906,[1 8 0 3 2 6 9 4 5 7],432658,[1 2 7 8 9 4 3 6 0 5],1324514,[3 6 8 7 4 5 0 2 1 9]
4,366580,[1 0 2 8 3 9 4 7 5 6],1794677,[4 9 5 0 6 7 1 8 3 2],730886,[2 0 3 1 4 8 7 6 5 9],427310,[1 2 6 8 4 9 5 3 0 7],1139073,[3 1 4 0 2 6 7 8 9 5]
5,34486,[0 1 8 7 9 3 6 5 2 4],1810566,[4 9 8 1 6 0 3 2 5 7],724303,[1 9 8 5 7 6 2 0 4 3],511845,[1 4 7 5 9 2 8 3 6 0],1166652,[3 1 9 5 4 0 7 2 6 8]
6,25080,[0 1 6 9 8 2 3 4 5 7],1579056,[4 3 1 5 0 9 2 6 7 8],503253,[1 4 5 8 9 6 7 2 3 0],302914,[0 8 5 1 7 3 4 9 2 6],1306489,[3 6 4 1 7 5 0 2 9 8]
7,162911,[0 5 1 4 3 7 9 8 6 2],1678529,[4 6 7 0 2 8 5 9 3 1],511433,[1 4 7 5 2 9 6 8 3 0],393388,[1 0 8 2 5 4 3 9 6 7],1099134,[3 0 4 1 7 6 5 2 8 9]
8,237711,[0 6 9 2 1 8 5 4 7 3],1751314,[4 8 3 5 2 1 6 9 0 7],731747,[2 0 3 4 5 9 6 8 7 1],303817,[0 8 5 2 9 7 1 3 6 4],1112576,[3 0 6 8 2 5 4 7 1 9]
9,117747,[0 3 9 4 6 2 1 7 8 5],1600455,[4 3 7 5 9 0 6 2 8 1],669453,[1 8 5 7 6 4 9 2 3 0],360060,[0 9 8 4 1 5 6 2 3 7],1215690,[3 4 1 2 6 8 9 0 5 7]
