10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,295970,[0 8 3 7 1 5 2 6 4 9],1803422,[4 9 6 7 5 2 3 1 0 8],463813,[1 3 6 0 4 2 8 5 9 7],332920,[0 9 3 1 5 4 7 8 2 6],1013709,[2 8 1 0 9 5 7 4 6 3],1710902,[4 7 3 5 1 6 8 2 0 9],1942308,[5 3 1 4 7 9 6 0 2 8],1582441,[4 3 1 9 8 0 2 5 7 6],1157491,[3 1 7 6 5 8 9 0 4 2],340271,[0 9 4 5 6 3 8 7 2 1],388230,[1 0 7 2 4 5 6 3 8 9],1283907,[3 5 8 7 1 2 0 6 9 4],2649667,[7 2 6 8 0 4 9 1 5 3],1535374,[4 2 0 7 5 8 9 6 1 3],2914191,[8 0 3 2 5 9 6 4 7 1],2783265,[7 6 0 2 5 9 3 4 8 1],652977,[1 8 2 5 9 4 3 6 7 0],516906,[1 4 8 5 9 3 7 0 2 6],852414,[2 4 1 0 9 6 5 3 7 8],1675026,[4 6 5 2 3 7 9 0 1 8]
9,245746,[0 7 1 8 3 9 4 6 2 5],1841716,[5 0 7 3 9 6 1 8 2 4],675716,[1 8 7 0 4 9 6 3 2 5],494733,[1 4 3 2 0 8 9 6 7 5],1292125,[3 6 0 4 7 8 5 1 9 2],1704512,[4 7 2 1 5 3 6 8 0 9],1995388,[5 4 3 9 2 1 0 8 6 7],1625319,[4 5 2 6 3 1 8 7 9 0],1379771,[3 8 1 7 4 0 5 9 6 2],470450,[1 3 7 4 5 6 0 8 2 9],380035,[1 0 5 4 8 9 7 2 6 3],1406610,[3 8 9 0 5 6 7 1 2 4],2319243,[6 3 5 1 2 0 4 8 9 7],1298962,[3 6 1 8 0 7 4 9 2 5],3002676,[8 2 4 7 3 1 6 0 5 9],2825975,[7 8 0 5 9 4 6 3 2 1],616562,[1 7 3 4 5 0 2 8 6 9],451343,[1 3 2 6 9 0 8 7 5 4],973332,[2 7 1 0 9 3 6 4 5 8],1813287,[4 9 8 6 2 5 3 1 7 0]
10,44286,[0 2 1 8 6 3 5 4 7 9],1710268,[4 7 3 2 5 1 0 9 6 8],528897,[1 5 0 9 6 4 3 7 8 2],423905,[1 2 6 0 8 5 7 9 4 3],1187313,[3 2 5 7 0 4 6 8 9 1],1571174,[4 2 9 7 1 0 6 5 3 8],2120761,[5 8 4 7 3 0 1 2 9 6],1341764,[3 7 2 1 6 4 9 5 0 8],1285438,[3 5 9 0 2 8 7 6 1 4],408991,[1 2 3 4 0 6 7 5 9 8],414687,[1 2 4 3 9 7 6 5 8 0],1118004,[3 0 7 8 6 5 4 1 2 9],2473366,[6 8 2 7 1 3 9 5 0 4],1289152,[3 5 9 7 2 8 4 6 0 1],3167262,[8 6 4 2 9 7 1 0 3 5],2894637,[7 9 6 2 1 8 5 3 4 0],628974,[1 7 5 8 4 3 2 0 6 9],581058,[1 6 4 3 0 2 9 5 7 8],925850,[2 5 9 6 8 3 0 4 1 7],1647426,[4 5 8 9 0 3 7 1 2 6]
11,314159,[0 8 7 3 2 9 6 5 4 1],1746739,[4 8 2 6 0 1 9 3 7 5],514885,[1 4 8 2 0 7 6 3 9 5],561129,[1 5 9 3 4 0 6 7 8 2],1278552,[3 5 7 6 8 4 0 1 2 9],1776060,[4 9 0 3 7 5 6 1 2 8],1911985,[5 2 4 3 7 1 0 6 9 8],1620581,[4 5 1 6 8 9 0 7 3 2],1327245,[3 6 9 2 4 1 8 5 7 0],362466,[0 9 8 7 3 4 6 1 2 5],332113,[0 9 2 8 3 6 1 4 7 5],1315615,[3 6 7 0 2 5 4 1 9 8],2506510,[6 9 1 3 2 5 8 7 0 4],1473385,[4 0 6 3 5 2 1 7 9 8],3122190,[8 5 3 4 2 1 6 0 7 9],3030583,[8 3 1 4 0 9 5 2 7 6],488177,[1 4 0 9 2 3 7 8 6 5],621312,[1 7 4 2 9 6 0 3 5 8],853117,[2 4 1 3 9 5 7 0 8 6],1773449,[4 8 9 7 0 5 3 6 2 1]
12,128170,[0 4 2 6 1 3 7 9 5 8],1680452,[4 6 7 2 9 5 8 1 0 3],717659,[1 9 7 3 6 4 2 8 5 0],647473,[1 8 0 5 3 7 2 4 9 6],1145895,[3 1 5 4 7 0 8 6 9 2],1765492,[4 8 7 2 0 5 1 9 3 6],2022577,[5 6 1 3 0 9 2 4 8 7],1628432,[4 5 3 0 8 2 6 7 1 9],1217770,[3 4 1 7 5 0 6 9 2 8],328962,[0 9 2 3 8 4 7 1 5 6],375236,[1 0 4 6 2 9 8 5 3 7],1153962,[3 1 6 9 7 2 8 0 4 5],2648390,[7 2 6 4 1 9 5 3 0 8],1461793,[4 0 3 1 5 8 2 6 9 7],3047758,[8 3 5 6 9 7 4 2 0 1],2825488,[7 8 0 5 2 6 4 9 1 3],640162,[1 7 9 0 2 6 4 8 3 5],338262,[0 9 4 1 7 8 3 2 5 6],1054014,[2 9 1 0 8 5 4 3 6 7],1636730,[4 5 6 8 1 3 0 7 2 9]
13,368468,[1 0 3 2 8 6 9 5 4 7],1752472,[4 8 3 6 9 7 2 5 0 1],591988,[1 6 7 4 2 3 0 9 5 8],483974,[1 4 0 2 5 3 8 7 6 9],1131948,[3 1 0 7 2 9 6 4 5 8],1755169,[4 8 5 1 7 3 0 2 9 6],2176509,[5 9 8 6 7 2 4 1 3 0],1521085,[4 1 7 8 5 6 3 0 9 2],1348202,[3 7 4 5 6 0 1 8 2 9],461333,[1 3 5 6 8 4 0 9 7 2],291886,[0 8 2 9 4 3 7 6 1 5],1416527,[3 9 1 0 5 4 8 7 6 2],2323258,[6 3 5 9 7 2 1 8 0 4],1359916,[3 7 6 8 5 4 0 9 1 2],2817301,[7 6 8 9 5 2 3 0 4 1],2908865,[8 0 2 3 1 6 7 9 5 4],556496,[1 5 8 3 9 4 2 6 0 7],522155,[1 4 9 6 2 3 5 8 7 0],760041,[2 0 8 7 5 6 3 4 9 1],1614531,[4 5 0 3 6 7 1 8 9 2]
14,170108,[0 5 2 8 3 6 9 4 1 7],1672716,[4 6 3 9 1 2 7 0 5 8],481862,[1 3 9 6 2 5 7 4 0 8],375400,[1 0 4 6 5 3 8 9 2 7],1106465,[3 0 5 6 8 4 7 9 2 1],1789709,[4 9 3 0 7 2 1 8 6 5],1988672,[5 4 2 7 0 3 6 8 1 9],1524976,[4 1 8 6 0 2 7 9 3 5],1132360,[3 1 0 7 8 4 6 9 2 5],541925,[1 5 4 6 8 0 2 9 7 3],441513,[1 2 9 6 3 4 5 7 8 0],1238715,[3 4 7 8 2 6 0 5 9 1],2371005,[6 4 8 3 0 2 9 5 7 1],1406033,[3 8 7 9 5 6 2 4 1 0],3104983,[8 5 0 1 4 9 3 2 7 6],3039465,[8 3 4 0 5 9 2 6 7 1],621557,[1 7 4 3 2 8 0 9 6 5],489082,[1 4 2 0 5 8 6 9 3 7],878530,[2 4 8 3 1 0 6 9 5 7],1870834,[5 1 4 2 6 3 7 9 0 8]
15,13193,[0 1 4 7 3 9 6 8 5 2],1713185,[4 7 3 9 2 5 6 8 1 0],743860,[2 0 5 7 1 9 3 8 4 6],629970,[1 7 5 9 8 4 6 0 2 3],1303999,[3 6 2 8 0 7 4 1 9 5],1613124,[4 5 0 1 6 8 7 2 3 9],2210143,[6 0 8 4 5 9 2 1 7 3],1561297,[4 2 7 8 3 9 0 1 6 5],1140154,[3 1 4 2 7 5 6 9 0 8],325483,[0 9 1 6 2 4 8 3 7 5],314867,[0 8 7 4 2 9 3 6 5 1],1324028,[3 6 8 5 9 2 7 1 0 4],2540745,[7 0 1 2 8 9 4 5 6 3],1291418,[3 6 0 2 7 9 1 5 4 8],3157234,[8 6 2 4 0 3 5 9 1 7],2819941,[7 6 9 3 4 2 5 0 8 1],581754,[1 6 4 3 9 8 7 0 2 5],467466,[1 3 6 8 2 5 9 0 4 7],881316,[2 4 8 9 0 3 6 1 5 7],1682211,[4 6 7 8 2 3 0 5 9 1]
16,9455,[0 1 3 9 2 7 8 6 5 4],1772859,[4 8 9 6 1 7 0 3 5 2],626564,[1 7 5 3 2 4 9 6 0 8],324953,[0 9 1 5 3 8 6 7 4 2],1311569,[3 6 5 1 7 8 4 9 2 0],1716894,[4 7 5 6 3 2 1 0 8 9],2011669,[5 4 9 0 8 7 3 1 6 2],1293005,[3 6 0 5 9 1 2 8 7 4],1376822,[3 8 1 2 4 6 7 5 0 9],500057,[1 4 5 2 7 0 8 9 6 3],453200,[1 3 2 9 5 7 4 6 0 8],1122762,[3 0 8 7 4 2 9 1 5 6],2316631,[6 3 4 7 5 1 2 0 9 8],1391180,[3 8 5 0 2 1 9 6 4 7],3042158,[8 3 4 6 1 2 7 5 0 9],3109470,[8 5 0 9 6 2 3 1 4 7],396866,[1 0 8 7 3 4 2 6 5 9],384078,[1 0 6 3 5 8 4 2 7 9],792828,[2 1 7 4 0 9 6 3 5 8],1559979,[4 2 7 5 6 9 0 3 8 1]
17,225740,[0 6 5 8 4 1 9 3 2 7],1783179,[4 9 1 7 5 8 0 3 6 2],624330,[1 7 4 9 0 6 8 2 3 5],450009,[1 3 2 5 0 4 7 8 9 6],1125537,[3 0 9 4 2 6 5 7 8 1],1572526,[4 3 0 1 2 6 9 8 5 7],1938279,[5 3 0 7 1 4 8 6 9 2],1376630,[3 8 1 0 9 7 5 4 2 6],1435333,[3 9 5 7 4 0 6 1 8 2],497811,[1 4 3 8 5 6 0 7 9 2],404368,[1 2 0 4 7 8 6 9 3 5],1373435,[3 8 0 5 6 2 4 9 7 1],2630807,[7 2 1 9 8 3 6 5 4 0],1316401,[3 6 7 1 4 0 2 5 9 8],3091747,[8 4 6 3 0 5 9 1 7 2],3006269,[8 2 5 4 3 1 0 9 7 6],632583,[1 7 6 4 5 3 8 2 9 0],417363,[1 2 4 8 7 0 3 6 9 5],1091985,[3 0 1 7 6 9 4 5 8 2],1641746,[4 5 7 8 1 2 0 6 3 9]
18,331332,[0 9 2 7 3 1 6 4 5 8],1730520,[4 7 9 2 5 0 1 3 6 8],633091,[1 7 6 5 2 8 9 0 4 3],399897,[1 0 9 4 5 6 3 7 8 2],1356062,[3 7 6 0 4 5 8 2 1 9],1856495,[5 1 0 4 6 8 9 7 3 2],1919058,[5 2 6 8 3 0 9 1 4 7],1457421,[4 0 2 3 5 1 9 7 8 6],1149780,[3 1 6 0 9 5 7 2 4 8],526300,[1 5 0 4 9 8 2 7 3 6],552530,[1 5 7 6 3 4 0 8 2 9],1119133,[3 0 8 1 5 2 7 4 9 6],2349433,[6 4 2 1 0 8 3 5 9 7],1284563,[3 5 8 9 0 6 2 7 4 1],2953101,[8 1 2 9 5 0 7 4 6 3],2872672,[7 9 1 8 5 6 3 4 0 2],581796,[1 6 4 5 0 3 8 2 7 9],389665,[1 0 7 4 3 5 2 6 9 8],963694,[2 6 9 1 4 7 8 5 0 3],1692619,[4 6 9 7 8 0 5 1 3 2]
19,280558,[0 7 9 5 4 8 6 3 1 2],1838042,[5 0 6 7 9 1 2 4 3 8],781510,[2 1 5 0 6 7 9 8 3 4],544399,[1 5 6 0 2 8 4 3 9 7],1127049,[3 0 9 6 4 1 5 7 8 2],1870319,[5 1 4 0 7 9 8 6 3 2],2182709,[6 0 2 1 7 4 3 9 8 5],1274359,[3 5 6 8 9 4 1 0 7 2],1347206,[3 7 4 2 0 8 6 5 1 9],401499,[1 0 9 6 5 8 2 4 7 3],412425,[1 2 3 8 7 9 4 5 6 0],1240203,[3 4 8 0 6 1 2 7 9 5],2609295,[7 1 6 8 0 2 5 4 9 3],1477830,[4 0 7 2 6 3 5 1 8 9],2970129,[8 1 6 3 2 0 5 7 9 4],2917788,[8 0 3 9 4 7 5 1 2 6],458998,[1 3 5 0 6 9 8 7 2 4],616348,[1 7 3 4 0 5 2 9 6 8],744572,[2 0 5 8 1 7 9 4 3 6],1531463,[4 1 9 8 0 2 7 6 5 3]
20,333446,[0 9 3 2 1 7 6 5 4 8],1541248,[4 2 1 8 6 7 5 9 0 3],503159,[1 4 5 8 7 9 6 3 2 0],438043,[1 2 8 9 4 3 7 0 6 5],1015977,[2 8 1 6 0 5 4 7 9 3],1560245,[4 2 7 6 0 1 3 9 8 5],1942154,[5 3 1 4 6 8 0 7 2 9],1409028,[3 8 9 4 7 6 2 0 1 5],1310282,[3 6 4 9 8 0 1 5 2 7],490837,[1 4 2 5 8 3 7 0 9 6],496251,[1 4 3 6 2 7 0 8 9 5],1365376,[3 7 8 9 2 0 5 6 1 4],2465493,[6 8 1 2 3 7 9 4 5 0],1203031,[3 2 8 6 9 1 4 0 7 5],3090477,[8 4 6 1 2 9 7 3 5 0],2963354,[8 1 4 9 6 5 0 3 2 7],739538,[2 0 4 8 1 9 3 6 5 7],488502,[1 4 0 9 5 8 3 2 6 7],1014506,[2 8 1 4 0 5 3 7 6 9],1576148,[4 3 0 8 1 6 9 5 2 7]
21,290992,[0 8 2 7 1 9 5 6 3 4],1753085,[4 8 3 7 9 0 1 6 5 2],800264,[2 1 8 7 4 9 3 5 0 6],631214,[1 7 6 2 8 0 5 4 3 9],1189191,[3 2 5 9 6 8 4 1 7 0],1682501,[4 6 7 8 5 9 0 3 2 1],2224524,[6 1 2 4 7 8 5 0 3 9],1604380,[4 3 8 2 1 9 0 7 5 6],1379967,[3 8 1 7 5 6 4 2 9 0],368457,[1 0 3 2 8 6 5 7 9 4],350774,[0 9 6 5 2 1 7 4 3 8],1343153,[3 7 2 5 4 9 6 8 1 0],2432340,[6 7 2 5 1 4 8 0 3 9],1207662,[3 2 9 6 1 8 4 0 5 7],2919378,[8 0 4 2 7 1 9 3 5 6],3115414,[8 5 2 0 9 6 7 4 1 3],596148,[1 6 8 2 9 7 4 0 3 5],681205,[1 8 9 2 0 6 5 3 7 4],846760,[2 4 0 1 3 6 8 9 5 7],1536202,[4 2 0 8 6 7 3 9 1 5]
22,335203,[0 9 3 5 6 2 8 1 7 4],1870464,[5 1 4 0 9 3 2 6 7 8],664619,[1 8 4 9 0 5 3 7 6 2],472382,[1 3 7 8 0 5 6 4 2 9],1304420,[3 6 2 8 7 0 9 4 1 5],1719130,[4 7 6 0 8 1 3 9 2 5],2124487,[5 8 6 3 7 0 2 1 9 4],1266687,[3 5 4 2 1 8 7 6 9 0],1299502,[3 6 1 8 9 0 7 5 2 4],489660,[1 4 2 3 0 7 8 5 6 9],326552,[0 9 1 7 5 3 4 6 2 8],1112390,[3 0 6 7 9 8 4 2 1 5],2609779,[7 1 6 8 5 0 9 2 4 3],1262629,[3 5 2 6 7 9 4 0 8 1],3121562,[8 5 3 2 6 0 1 7 4 9],2991556,[8 2 1 5 9 6 0 7 3 4],663059,[1 8 4 5 9 3 2 7 6 0],529160,[1 5 0 9 8 6 3 4 2 7],743074,[2 0 5 6 1 4 7 9 3 8],1560918,[4 2 7 6 9 5 1 0 3 8]
23,244810,[0 7 1 6 2 3 5 9 4 8],1643113,[4 5 8 0 1 7 2 3 9 6],579675,[1 6 4 0 2 8 3 7 9 5],614884,[1 7 3 0 2 4 5 9 6 8],1328701,[3 6 9 5 2 4 7 0 8 1],1746067,[4 8 2 5 0 6 9 1 7 3],1933419,[5 2 9 6 1 8 0 4 7 3],1377244,[3 8 1 2 9 0 4 7 5 6],1184030,[3 2 4 9 5 8 6 1 0 7],477786,[1 3 8 7 5 4 9 0 2 6],501430,[1 4 5 6 3 7 9 8 0 2],1364081,[3 7 8 5 4 1 6 9 2 0],2530940,[6 9 7 1 2 0 8 4 3 5],1503154,[4 1 3 2 8 5 6 9 0 7],2991495,[8 2 1 5 9 0 6 4 7 3],2966555,[8 1 5 6 2 3 4 9 7 0],632938,[1 7 6 5 0 4 3 9 2 8],553234,[1 5 7 8 3 2 4 9 0 6],962699,[2 6 9 0 1 5 4 8 7 3],1577247,[4 3 0 9 6 7 5 2 8 1]
24,304405,[0 8 5 3 7 6 4 1 9 2],1613259,[4 5 0 1 7 9 2 6 8 3],694699,[1 9 2 7 8 0 6 3 5 4],489272,[1 4 2 0 7 5 6 8 3 9],1361765,[3 7 8 1 4 0 2 9 6 5],1578451,[4 3 1 2 5 8 9 0 7 6],1909249,[5 2 3 8 7 4 0 1 9 6],1489520,[4 0 9 5 7 6 2 3 1 8],1256738,[3 5 1 4 6 9 0 7 2 8],274947,[0 7 8 4 9 2 1 5 6 3],493290,[1 4 2 9 0 7 8 3 5 6],1317743,[3 6 7 4 1 0 9 8 5 2],2431371,[6 7 2 3 9 4 0 5 8 1],1232694,[3 4 6 7 0 5 2 1 8 9],2893544,[7 9 6 0 5 8 2 3 1 4],3021980,[8 2 9 5 1 0 7 4 3 6],424583,[1 2 6 3 8 0 9 7 5 4],368424,[1 0 3 2 8 5 4 6 7 9],854456,[2 4 1 6 8 5 3 7 0 9],1599658,[4 3 7 2 8 5 1 9 0 6]
25,85834,[0 3 2 1 5 6 7 9 4 8],1696172,[4 7 0 5 8 6 9 2 1 3],772417,[2 1 3 4 8 9 0 5 7 6],560259,[1 5 9 2 0 8 3 6 7 4],1146146,[3 1 5 4 9 2 0 7 6 8],1790725,[4 9 3 2 0 7 6 1 8 5],2116145,[5 8 3 9 0 4 6 7 2 1],1447338,[3 9 8 1 2 0 7 4 5 6],1266542,[3 5 4 2 0 7 8 6 1 9],490801,[1 4 2 5 8 0 3 6 9 7],316191,[0 8 7 6 1 9 4 3 5 2],1252280,[3 5 0 6 2 8 4 7 1 9],2324858,[6 3 7 1 9 8 0 4 2 5],1434948,[3 9 5 6 8 7 2 0 1 4],2884850,[7 9 4 2 6 3 0 5 1 8],3003419,[8 2 4 9 3 5 1 7 6 0],462713,[1 3 5 8 6 9 4 7 2 0],340471,[0 9 4 5 8 2 3 1 7 6],1069534,[2 9 5 1 4 7 8 6 0 3],1804696,[4 9 7 0 5 1 6 8 2 3]
