99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,73165,[0 2 8 5 6 7 4 1 9 3],399182,[1 0 9 3 5 6 7 4 2 8],3251488,[8 9 5 0 7 4 3 6 1 2],2310036,[6 3 2 4 5 1 8 0 7 9],1515628,[4 1 6 8 0 3 2 9 5 7],1966940,[5 3 8 1 9 0 7 4 2 6],1060844,[2 9 3 5 4 1 8 6 0 7],82665,[0 3 1 5 8 9 4 6 7 2],992904,[2 7 6 0 1 4 3 5 8 9],1717840,[4 7 5 8 9 1 3 6 0 2],2663022,[7 3 0 4 6 9 2 1 5 8],817275,[2 3 4 1 0 8 5 7 9 6],3356537,[9 2 1 8 7 0 5 6 4 3],2688408,[7 3 6 2 9 4 0 1 5 8],1658836,[4 6 1 0 9 7 2 8 3 5],1649329,[4 5 9 1 7 3 0 2 8 6],464591,[1 3 6 2 4 7 9 8 5 0],3273342,[9 0 2 5 3 8 4 1 6 7],3588741,[9 8 0 1 4 2 7 5 6 3],2250046,[6 1 8 4 0 3 9 7 2 5]
9,347773,[0 9 6 1 2 3 7 4 8 5],3083468,[8 4 3 7 5 2 9 1 0 6],2706166,[7 4 0 9 5 2 8 6 1 3],679981,[1 8 7 9 3 4 5 0 6 2],2841177,[7 8 3 6 0 4 2 5 9 1],3245064,[8 9 3 7 0 2 1 4 5 6],1194936,[3 2 7 0 6 9 1 4 5 8],2981228,[8 1 9 4 5 3 7 2 0 6],2905703,[8 0 1 5 7 2 9 6 4 3],1244448,[3 4 8 9 2 5 0 1 6 7],300688,[0 8 4 6 5 7 3 9 1 2],92125,[0 3 4 2 9 7 6 1 8 5],2293406,[6 2 9 0 3 7 5 4 1 8],546532,[1 5 6 4 0 7 2 9 3 8],480210,[1 3 9 2 8 6 7 0 4 5],330577,[0 9 2 6 1 8 3 4 7 5],273170,[0 7 8 2 4 5 1 6 3 9],1594319,[4 3 6 2 1 9 8 7 5 0],1969542,[5 3 8 7 2 9 1 0 4 6],2846933,[7 8 4 9 0 3 1 6 5 2]
10,1229608,[3 4 5 9 7 6 2 8 0 1],2652297,[7 2 8 1 6 4 3 5 9 0],1673409,[4 6 5 0 2 1 7 8 9 3],94424,[0 3 4 8 1 9 5 6 2 7],2927406,[8 0 5 7 9 1 3 2 4 6],2075908,[5 7 3 9 1 2 0 8 4 6],746069,[2 0 6 1 4 5 3 9 8 7],1756407,[4 8 5 3 2 7 6 1 9 0],477033,[1 3 8 6 5 2 4 7 9 0],3447251,[9 4 3 8 7 0 2 6 5 1],1629802,[4 5 3 2 7 8 1 9 0 6],2176536,[5 9 8 6 7 4 0 1 2 3],1885168,[5 1 8 0 3 7 6 9 2 4],1279796,[3 5 7 9 2 8 6 1 0 4],230032,[0 6 7 5 3 9 4 8 1 2],567203,[1 6 0 5 8 7 3 9 4 2],3161075,[8 6 3 1 4 2 5 9 7 0],3446719,[9 4 3 8 0 6 2 1 7 5],1813046,[4 9 8 6 0 5 3 2 1 7],1675166,[4 6 5 2 7 8 3 1 0 9]
11,2143263,[5 9 1 2 7 4 6 3 8 0],256209,[0 7 3 8 9 1 4 5 6 2],1120465,[3 0 8 4 2 5 1 6 9 7],3031390,[8 3 1 5 2 6 9 7 0 4],2199552,[6 0 5 3 9 7 1 2 4 8],1698618,[4 7 1 0 3 2 9 5 6 8],686069,[1 9 0 2 8 4 3 7 6 5],381125,[1 0 5 7 4 2 3 9 8 6],1259047,[3 5 1 8 7 0 4 2 9 6],597909,[1 6 8 5 3 4 9 2 7 0],441871,[1 2 9 6 7 3 4 0 8 5],33835,[0 1 8 6 9 7 5 2 4 3],3332858,[9 1 6 2 8 7 0 4 3 5],3572835,[9 7 4 8 1 5 0 3 6 2],2525322,[6 9 5 0 3 2 8 1 4 7],3573785,[9 7 5 0 4 3 6 8 2 1],605416,[1 7 0 2 9 3 6 8 4 5],2881871,[7 9 3 6 4 2 8 5 1 0],2081698,[5 7 6 0 2 4 3 9 1 8],3372573,[9 2 6 1 0 7 8 4 5 3]
12,1835803,[5 0 6 2 8 3 9 1 7 4],542101,[1 5 4 6 9 3 7 0 8 2],108603,[0 3 7 5 9 1 2 6 8 4],1558895,[4 2 7 3 0 8 9 6 5 1],2946919,[8 1 0 6 9 5 3 2 7 4],3272828,[9 0 2 4 6 5 8 3 1 7],2077175,[5 7 4 0 9 6 8 3 2 1],1023168,[2 8 4 0 1 6 3 5 7 9],564801,[1 6 0 2 5 8 4 7 9 3],927729,[2 6 0 1 7 3 5 8 9 4],2312773,[6 3 2 9 1 0 7 4 8 5],2532947,[6 9 7 3 8 5 1 4 2 0],1886909,[5 1 8 3 7 2 0 9 6 4],2534095,[6 9 7 5 3 2 1 0 8 4],1662645,[4 6 1 9 2 3 8 5 7 0],3046432,[8 3 5 4 0 9 6 7 1 2],158927,[0 4 9 5 7 2 8 6 3 1],3084750,[8 4 5 0 3 2 6 1 7 9],928481,[2 6 0 3 7 4 8 9 5 1],1902064,[5 2 1 4 8 6 7 9 0 3]
13,1965211,[5 3 7 9 2 6 8 0 4 1],1504868,[4 1 3 7 0 6 9 5 2 8],700234,[1 9 3 8 5 2 4 7 0 6],1263167,[3 5 2 7 4 1 9 8 6 0],136809,[0 4 5 2 1 3 7 8 9 6],3057086,[8 3 7 4 9 5 2 1 0 6],1191209,[3 2 6 4 5 8 7 9 1 0],905363,[2 5 4 7 3 8 1 9 6 0],2710082,[7 4 1 8 0 2 3 6 5 9],3010836,[8 2 6 3 7 1 5 0 4 9],2338704,[6 4 0 1 3 5 2 7 8 9],120785,[0 3 9 8 6 4 5 7 2 1],1834330,[5 0 4 9 7 1 3 8 2 6],1920043,[5 2 6 9 7 1 8 0 4 3],552864,[1 5 7 6 9 2 0 3 4 8],1920003,[5 2 6 9 7 0 1 4 8 3],3335916,[9 1 6 8 2 3 5 0 4 7],803644,[2 1 9 5 3 0 4 8 6 7],3288466,[9 0 5 4 2 8 3 7 1 6],1046639,[2 8 9 5 4 7 6 3 1 0]
14,3253819,[8 9 5 4 1 0 7 2 6 3],2181732,[6 0 1 9 3 2 7 4 5 8],651939,[1 8 2 4 5 9 0 6 7 3],2275372,[6 2 4 5 1 7 0 9 3 8],1760024,[4 8 6 1 3 9 2 5 0 7],140505,[0 4 5 9 1 8 3 6 7 2],1695950,[4 7 0 5 3 9 6 2 1 8],605655,[1 7 0 3 4 2 8 6 9 5],389410,[1 0 7 3 9 2 5 8 4 6],825264,[2 3 5 8 1 4 0 6 7 9],1243347,[3 4 8 6 9 1 0 5 7 2],715591,[1 9 6 8 7 2 3 0 5 4],2339721,[6 4 0 2 7 8 3 5 9 1],270724,[0 7 6 8 1 2 3 9 4 5],2094271,[5 7 9 3 6 1 2 0 8 4],3161281,[8 6 3 1 7 0 2 4 9 5],1559257,[4 2 7 3 6 9 0 1 8 5],2721087,[7 4 3 9 1 6 5 2 8 0],1721015,[4 7 6 3 1 8 9 5 2 0],1977519,[5 4 0 3 7 2 8 6 9 1]
15,1088994,[3 0 1 2 6 9 8 4 5 7],2839191,[7 8 3 2 1 9 5 4 6 0],2456625,[6 7 9 2 8 5 1 3 4 0],3183018,[8 6 9 3 7 0 5 1 2 4],1160976,[3 1 8 4 5 9 0 2 6 7],1782209,[4 9 1 6 2 7 5 8 3 0],2234205,[6 1 4 3 0 5 9 7 8 2],1993837,[5 4 3 7 1 2 8 0 9 6],1546262,[4 2 3 8 6 5 7 1 0 9],1899845,[5 2 0 9 7 1 3 8 6 4],2081105,[5 7 4 9 2 3 6 8 1 0],2120407,[5 8 4 7 0 1 3 2 9 6],1462163,[4 0 3 1 8 7 5 9 6 2],1845433,[5 0 8 2 1 7 3 4 9 6],1084204,[2 9 8 0 7 1 3 6 4 5],1358659,[3 7 6 5 0 1 9 2 8 4],3387850,[9 3 0 2 5 1 6 8 4 7],1691516,[4 6 9 5 1 8 7 2 0 3],2150511,[5 9 2 6 7 8 3 1 4 0],2314637,[6 3 4 1 8 7 0 9 5 2]
16,2882058,[7 9 3 6 8 0 5 1 2 4],2931785,[8 0 6 5 9 3 4 7 2 1],1533399,[4 2 0 3 8 5 7 6 9 1],3203788,[8 7 3 5 6 1 0 9 2 4],2169647,[5 9 7 3 2 1 8 6 4 0],1173713,[3 2 0 9 1 8 6 7 5 4],2625567,[7 2 0 9 5 6 4 3 8 1],2543346,[7 0 1 6 4 5 9 2 3 8],3468703,[9 5 0 2 6 8 3 1 7 4],907996,[2 5 6 1 0 8 3 9 4 7],1395236,[3 8 5 7 6 9 4 1 0 2],628791,[1 7 5 8 2 9 4 3 6 0],1690193,[4 6 9 2 3 8 5 7 1 0],2021084,[5 6 1 0 2 4 9 7 3 8],3350722,[9 2 0 7 6 5 3 8 1 4],2663545,[7 3 0 5 4 2 1 6 9 8],631643,[1 7 6 3 2 8 4 9 5 0],1175059,[3 2 1 4 0 5 9 6 8 7],2095573,[5 7 9 6 3 0 4 1 8 2],1365104,[3 7 8 6 9 5 1 2 0 4]
17,2909308,[8 0 2 3 7 4 1 9 5 6],1333847,[3 7 0 6 5 2 9 8 4 1],2733671,[7 4 8 2 6 3 9 5 1 0],579601,[1 6 4 0 2 3 5 7 9 8],1635417,[4 5 6 3 2 7 1 8 9 0],3116567,[8 5 2 3 6 1 9 7 4 0],1156220,[3 1 7 4 9 0 8 5 2 6],2921269,[8 0 4 6 2 9 5 1 7 3],1859799,[5 1 2 0 3 6 8 7 9 4],3510867,[9 6 0 5 2 3 1 7 8 4],574291,[1 6 2 9 5 7 8 0 4 3],1359504,[3 7 6 8 1 2 0 4 5 9],125153,[0 4 1 8 7 9 5 6 3 2],1812990,[4 9 8 6 0 2 3 1 5 7],55348,[0 2 4 9 8 3 1 7 5 6],1781838,[4 9 1 5 7 6 2 0 3 8],2913372,[8 0 3 1 5 2 7 4 6 9],629792,[1 7 5 9 6 2 3 4 0 8],1773769,[4 8 9 7 3 2 0 1 6 5],491887,[1 4 2 7 3 0 6 5 9 8]
18,1600689,[4 3 7 6 1 0 5 8 9 2],1156711,[3 1 7 5 6 2 4 0 9 8],14363,[0 1 4 8 9 6 3 7 5 2],84138,[0 3 1 7 9 2 8 4 5 6],1559426,[4 2 7 3 9 1 0 6 5 8],3016266,[8 2 7 4 1 5 9 0 3 6],624201,[1 7 4 8 9 5 2 3 6 0],2070151,[5 7 2 8 1 3 4 0 9 6],3474122,[9 5 1 3 2 0 4 7 6 8],1533878,[4 2 0 5 6 3 8 7 1 9],1395314,[3 8 5 7 9 4 0 2 1 6],3086421,[8 4 5 2 7 0 9 3 6 1],271166,[0 7 6 8 4 5 3 2 1 9],496081,[1 4 3 6 0 2 5 7 9 8],1028604,[2 8 5 0 6 7 4 1 3 9],2420233,[6 7 0 2 4 8 1 3 9 5],3150512,[8 6 1 0 7 3 4 5 2 9],1691267,[4 6 9 3 8 7 1 5 2 0],2872138,[7 9 1 8 0 4 3 6 2 5],1414846,[3 9 0 7 1 4 8 6 2 5]
19,2127067,[5 8 7 0 2 4 9 1 6 3],42987,[0 2 1 6 8 4 3 7 9 5],1194842,[3 2 7 0 6 1 4 8 5 9],563159,[1 5 9 7 0 8 6 4 3 2],2097862,[5 8 0 2 7 1 9 6 3 4],48660,[0 2 3 7 6 5 8 1 4 9],1976923,[5 4 0 2 8 3 9 1 7 6],163995,[0 5 1 6 8 7 2 4 9 3],3102722,[8 4 9 5 2 0 1 6 3 7],2358371,[6 4 3 9 5 0 2 8 7 1],2457552,[6 7 9 4 1 5 0 2 3 8],1615989,[4 5 0 7 3 6 9 2 8 1],2653436,[7 2 8 4 1 9 6 3 0 5],299483,[0 8 4 3 9 6 2 7 5 1],2869799,[7 9 1 3 6 8 5 4 2 0],83731,[0 3 1 7 4 8 9 2 6 5],2335622,[6 3 9 2 8 4 5 1 0 7],518629,[1 4 8 9 2 7 5 0 6 3],2099680,[5 8 0 6 2 3 7 9 1 4],2156743,[5 9 3 8 2 7 1 0 6 4]
20,2924438,[8 0 5 2 7 3 6 4 1 9],3264024,[8 9 7 4 2 1 0 3 5 6],744774,[2 0 5 8 4 6 3 1 7 9],2110714,[5 8 2 7 4 1 3 9 0 6],952083,[2 6 5 9 3 0 1 7 8 4],2032809,[5 6 3 2 4 0 7 8 9 1],2875357,[7 9 2 4 5 1 6 0 8 3],2953825,[8 1 3 0 6 4 2 5 9 7],1031525,[2 8 5 6 7 0 1 9 4 3],3305780,[9 0 8 7 3 1 6 4 2 5],1504966,[4 1 3 7 2 5 9 8 0 6],2661628,[7 3 0 1 8 4 2 9 5 6],945521,[2 6 4 7 1 3 8 9 5 0],2423190,[6 7 0 8 4 2 3 1 5 9],2297235,[6 2 9 7 4 5 0 3 8 1],2400045,[6 5 4 1 3 2 9 7 8 0],847504,[2 4 0 3 1 7 8 9 5 6],2109169,[5 8 2 4 3 6 0 1 9 7],2880324,[7 9 3 4 2 6 5 0 1 8],288890,[0 8 2 4 3 6 1 7 5 9]
21,526010,[1 5 0 4 7 6 2 8 3 9],736887,[2 0 4 3 6 8 7 5 9 1],2526291,[6 9 5 1 7 3 0 4 8 2],2536515,[6 9 8 1 7 4 0 3 5 2],2021023,[5 6 0 9 8 7 2 1 4 3],3560046,[9 7 2 3 5 0 4 1 6 8],404322,[1 2 0 4 7 5 9 3 6 8],2288319,[6 2 8 0 3 4 7 5 9 1],2715629,[7 4 2 8 6 1 0 9 5 3],610843,[1 7 2 3 5 4 9 0 8 6],3055060,[8 3 7 1 0 9 2 6 4 5],2854439,[7 8 6 2 3 9 5 4 1 0],102576,[0 3 6 4 5 9 1 2 7 8],2722998,[7 4 5 1 9 6 2 0 3 8],1737018,[4 8 0 6 5 1 9 2 3 7],894789,[2 5 1 6 8 4 9 3 7 0],958928,[2 6 8 1 9 0 4 5 3 7],3215118,[8 7 5 9 2 4 1 0 3 6],2235175,[6 1 4 5 3 7 2 0 9 8],831529,[2 3 6 9 8 4 0 1 7 5]
22,3419146,[9 3 7 2 6 8 1 5 0 4],1697084,[4 7 0 8 1 3 9 5 2 6],958312,[2 6 8 0 9 7 4 5 1 3],617126,[1 7 3 5 0 8 6 4 2 9],1706593,[4 7 2 6 1 8 0 3 9 5],1200039,[3 2 8 0 7 4 6 5 9 1],893612,[2 5 1 4 0 8 9 6 3 7],3001196,[8 2 4 5 1 9 7 3 0 6],80338,[0 2 9 8 5 4 3 7 1 6],1087316,[2 9 8 6 0 7 5 3 1 4],985213,[2 7 4 5 3 0 8 1 9 6],1473317,[4 0 6 3 2 8 1 9 7 5],2666500,[7 3 1 0 5 9 2 8 4 6],101563,[0 3 6 2 1 5 9 4 8 7],3103290,[8 4 9 6 0 5 7 1 2 3],1045639,[2 8 9 4 1 6 3 0 7 5],388955,[1 0 7 3 4 5 6 9 8 2],1407711,[3 8 9 2 0 7 5 4 6 1],528657,[1 5 0 9 3 6 4 7 8 2],595342,[1 6 8 0 9 2 7 5 3 4]
23,2291303,[6 2 8 5 3 0 9 7 4 1],1695133,[4 7 0 3 5 1 8 2 9 6],827295,[2 3 6 1 0 4 8 7 9 5],2800870,[7 6 3 8 0 4 9 5 1 2],1459483,[4 0 2 7 1 5 9 3 8 6],3342444,[9 1 8 2 3 6 5 0 4 7],1231754,[3 4 6 2 8 7 0 5 1 9],1215879,[3 4 1 2 8 5 7 6 9 0],974288,[2 7 1 4 3 0 6 8 5 9],2127461,[5 8 7 0 6 9 1 4 3 2],1913840,[5 2 4 8 0 7 3 6 1 9],1479922,[4 0 7 6 3 8 2 9 1 5],1858624,[5 1 0 8 4 6 7 9 2 3],829554,[2 3 6 7 0 9 8 1 4 5],3063833,[8 3 9 7 1 6 4 5 2 0],107866,[0 3 7 4 8 9 2 6 1 5],1156660,[3 1 7 5 4 9 0 8 2 6],882465,[2 4 9 0 6 8 3 5 7 1],894158,[2 5 1 4 9 3 7 6 0 8],2072237,[5 7 3 1 0 8 2 9 6 4]
24,2914793,[8 0 3 4 2 9 6 7 5 1],1829318,[5 0 3 9 7 2 6 4 1 8],2241569,[6 1 5 8 2 7 4 9 3 0],1023043,[2 8 3 9 7 1 6 0 5 4],718466,[1 9 7 4 8 2 0 5 3 6],3024744,[8 3 0 2 1 5 4 6 7 9],3132346,[8 5 6 3 2 9 1 7 0 4],1054028,[2 9 1 0 8 5 7 4 3 6],2002307,[5 4 7 1 9 8 2 6 3 0],1232176,[3 4 6 5 2 0 8 9 1 7],1673839,[4 6 5 0 8 7 2 1 9 3],210906,[0 6 2 8 9 4 7 1 3 5],3021178,[8 2 9 4 0 5 3 7 1 6],2373248,[6 4 8 9 1 0 3 5 2 7],2572629,[7 0 8 4 1 5 9 3 6 2],3071187,[8 4 1 3 6 2 0 7 9 5],2826986,[7 8 0 9 3 2 1 5 4 6],2991220,[8 2 1 5 4 9 0 7 3 6],1145669,[3 1 5 4 2 6 0 9 8 7],403717,[1 2 0 3 8 5 7 4 9 6]
25,3005526,[8 2 5 3 4 0 6 1 7 9],2274096,[6 2 4 1 5 9 0 3 7 8],2445965,[6 7 5 2 1 0 3 9 8 4],1284486,[3 5 8 9 0 1 4 2 6 7],2509483,[6 9 1 8 3 2 7 0 5 4],365185,[1 0 2 6 4 5 3 7 9 8],1477117,[4 0 7 1 6 3 8 2 9 5],65147,[0 2 6 9 4 8 3 7 5 1],374148,[1 0 4 3 7 9 6 2 5 8],554930,[1 5 8 0 7 4 2 6 3 9],337596,[0 9 3 8 7 2 5 1 4 6],3291716,[9 0 6 1 7 8 5 3 2 4],3412026,[9 3 5 8 7 2 6 0 1 4],106726,[0 3 7 2 4 5 9 8 1 6],2975313,[8 1 7 3 4 2 5 6 9 0],2843174,[7 8 4 0 9 1 5 3 2 6],2647443,[7 2 6 3 0 1 4 8 9 5],1999061,[5 4 6 7 2 9 0 8 3 1],2962640,[8 1 4 7 6 5 2 3 0 9],3017319,[8 2 7 5 6 1 4 3 9 0]
