2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,29017,[0 1 7 8 3 9 2 4 6 5],1673043,[4 6 3 9 7 0 1 5 8 2],497712,[1 4 3 8 2 7 0 5 6 9],351312,[0 9 6 5 8 4 1 2 3 7],1143037,[3 1 4 8 6 2 7 0 9 5],1686295,[4 6 8 5 0 3 2 1 9 7],2115854,[5 8 3 7 6 0 4 2 1 9],1380698,[3 8 1 9 5 7 0 4 2 6],1193790,[3 2 6 9 0 4 5 1 7 8],277670,[0 7 9 1 5 8 4 3 2 6],331459,[0 9 2 7 4 1 8 3 6 5],1217870,[3 4 1 7 5 9 6 2 0 8],2579976,[7 0 9 8 2 6 1 3 4 5],1360369,[3 7 6 9 2 4 0 1 8 5],3101947,[8 4 9 3 1 5 7 0 6 2],3025384,[8 3 0 2 9 5 6 7 1 4],475121,[1 3 8 2 9 4 6 7 5 0],421206,[1 2 5 7 0 3 6 4 8 9],834438,[2 3 7 5 9 6 1 0 4 8],1685669,[4 6 8 3 1 2 0 9 7 5]
9,19737,[0 1 5 9 4 6 3 7 8 2],1728012,[4 7 8 9 0 1 5 2 3 6],478317,[1 3 8 9 2 7 6 4 5 0],324747,[0 9 1 5 2 4 3 7 8 6],1157063,[3 1 7 6 0 2 9 8 5 4],1717917,[4 7 5 8 9 6 3 1 2 0],2100846,[5 8 0 7 9 1 3 2 4 6],1408213,[3 8 9 2 7 0 5 1 6 4],1191209,[3 2 6 4 5 8 7 9 1 0],272668,[0 7 8 1 6 3 2 9 4 5],337577,[0 9 3 8 7 1 5 6 4 2],1171380,[3 2 0 5 9 6 7 1 4 8],2547625,[7 0 2 5 4 3 1 6 9 8],1336732,[3 7 1 2 6 5 0 9 4 8],3082639,[8 4 3 6 2 7 1 0 9 5],3084302,[8 4 3 9 6 2 5 1 0 7],439137,[1 2 9 0 8 5 4 6 7 3],412216,[1 2 3 8 6 0 7 9 4 5],861175,[2 4 3 9 0 6 5 1 8 7],1666744,[4 6 2 7 9 3 5 8 0 1]
10,27564,[0 1 7 5 3 8 6 2 4 9],1664818,[4 6 2 3 1 7 5 9 0 8],477679,[1 3 8 7 4 6 2 0 9 5],350657,[0 9 6 5 1 2 7 8 4 3],1139258,[3 1 4 0 5 9 2 7 6 8],1722168,[4 7 6 5 9 2 0 1 3 8],2083196,[5 7 6 2 1 9 8 3 0 4],1431502,[3 9 5 0 2 1 8 7 4 6],1226110,[3 4 5 1 9 6 8 7 0 2],324334,[0 9 1 4 5 7 8 6 2 3],343109,[0 9 5 1 6 3 2 8 7 4],1207356,[3 2 9 5 8 1 6 0 4 7],2582667,[7 1 0 5 2 4 3 8 9 6],1318844,[3 6 7 5 8 1 9 2 0 4],3128951,[8 5 4 7 6 2 9 3 1 0],3024151,[8 3 0 1 4 5 6 2 9 7],448207,[1 3 0 9 6 2 5 4 8 7],404977,[1 2 0 5 6 9 3 4 8 7],817843,[2 3 4 1 9 5 8 0 7 6],1674515,[4 6 5 1 8 2 3 9 7 0]
11,64364,[0 2 6 8 4 3 9 5 1 7],1669173,[4 6 3 1 2 8 9 5 7 0],504851,[1 4 6 2 3 0 7 9 8 5],350293,[0 9 6 4 5 1 7 2 8 3],1137538,[3 1 2 7 9 5 4 8 0 6],1666655,[4 6 2 7 8 5 9 3 1 0],2090358,[5 7 8 6 1 4 2 0 3 9],1420533,[3 9 1 7 8 5 6 2 4 0],1248213,[3 4 9 6 5 7 8 1 2 0],308789,[0 8 6 2 9 3 1 7 5 4],355186,[0 9 7 4 2 8 3 6 1 5],1203219,[3 2 8 7 0 9 1 5 6 4],2559867,[7 0 4 9 3 2 1 6 8 5],1320500,[3 6 8 0 1 2 9 5 4 7],3077438,[8 4 2 6 1 3 7 5 0 9],3070241,[8 4 1 2 3 5 7 9 6 0],463199,[1 3 5 9 2 8 7 6 4 0],433701,[1 2 8 0 5 3 9 6 7 4],863476,[2 4 5 3 1 8 0 9 6 7],1675354,[4 6 5 2 9 1 3 8 0 7]
12,15086,[0 1 4 9 8 6 5 3 2 7],1709137,[4 7 3 0 8 9 1 2 6 5],495686,[1 4 3 5 6 8 7 2 0 9],390070,[1 0 7 4 8 5 9 6 2 3],1158683,[3 1 7 9 2 6 4 8 5 0],1701422,[4 7 1 6 0 5 8 3 2 9],2081934,[5 7 6 0 4 3 2 1 8 9],1407736,[3 8 9 2 1 0 6 7 4 5],1209010,[3 2 9 8 1 0 5 7 4 6],254131,[0 7 3 4 9 6 8 1 5 2],351989,[0 9 6 7 8 2 1 5 4 3],1223993,[3 4 2 8 9 7 5 6 1 0],2569240,[7 0 6 8 3 2 5 9 1 4],1368116,[3 7 9 4 0 8 6 2 1 5],3129275,[8 5 4 9 1 2 3 7 6 0],3036699,[8 3 2 5 6 9 0 4 7 1],416331,[1 2 4 7 3 6 0 8 9 5],428854,[1 2 7 0 6 8 9 5 3 4],855060,[2 4 1 7 6 5 8 0 3 9],1703162,[4 7 1 9 5 0 2 6 3 8]
13,45998,[0 2 3 1 9 5 7 6 4 8],1722514,[4 7 6 8 2 1 3 9 0 5],479635,[1 3 9 2 0 8 7 4 6 5],335962,[0 9 3 6 5 7 2 8 1 4],1127550,[3 0 9 7 1 4 5 2 6 8],1738394,[4 8 0 9 3 6 1 5 2 7],2118247,[5 8 4 2 0 1 6 3 9 7],1396994,[3 8 6 1 2 7 0 5 4 9],1241769,[3 4 8 2 7 0 5 6 9 1],256239,[0 7 3 8 9 2 5 4 6 1],347333,[0 9 5 8 3 4 1 7 6 2],1227019,[3 4 5 6 1 0 9 2 8 7],2582865,[7 1 0 5 3 9 4 6 8 2],1326898,[3 6 9 1 8 4 2 7 0 5],3110486,[8 5 1 2 0 7 6 4 3 9],3048370,[8 3 5 7 9 0 2 6 1 4],416273,[1 2 4 7 0 9 6 8 5 3],411123,[1 2 3 7 0 4 5 8 9 6],843106,[2 3 9 1 8 7 4 6 0 5],1657348,[4 6 0 8 9 2 1 7 3 5]
14,27328,[0 1 7 4 9 6 5 8 2 3],1702895,[4 7 1 9 0 6 8 5 3 2],504284,[1 4 6 0 5 3 9 7 2 8],384354,[1 0 6 3 8 9 7 2 4 5],1145714,[3 1 5 4 2 8 0 7 6 9],1679285,[4 6 7 1 3 0 2 9 8 5],2130894,[5 8 7 6 3 2 1 0 4 9],1423553,[3 9 2 5 0 8 6 7 4 1],1238442,[3 4 7 8 0 2 9 1 5 6],299957,[0 8 4 5 6 7 1 9 3 2],342867,[0 9 5 1 3 4 2 7 8 6],1216616,[3 4 1 5 8 6 2 7 0 9],2539925,[6 9 8 7 4 0 1 5 3 2],1367010,[3 7 9 1 5 6 8 0 2 4],3067089,[8 4 0 5 9 1 3 6 7 2],3027397,[8 3 0 6 7 2 5 1 9 4],474568,[1 3 8 2 0 7 6 9 4 5],431286,[1 2 7 6 0 3 5 4 8 9],810986,[2 3 0 9 5 4 1 7 6 8],1674870,[4 6 5 2 1 3 7 0 8 9]
15,56213,[0 2 5 3 1 7 4 9 8 6],1687146,[4 6 8 7 1 3 9 0 2 5],529168,[1 5 0 9 8 6 4 7 2 3],328470,[0 9 2 3 4 5 6 1 7 8],1136600,[3 1 2 6 7 8 4 5 0 9],1700949,[4 7 1 5 3 6 9 2 8 0],2126505,[5 8 6 9 2 7 1 3 4 0],1449724,[3 9 8 5 4 0 1 7 2 6],1227171,[3 4 5 6 2 7 0 8 9 1],292727,[0 8 3 1 6 4 9 7 5 2],368247,[1 0 3 2 6 8 7 5 9 4],1215942,[3 4 1 2 8 9 5 0 6 7],2532768,[6 9 7 3 5 2 0 1 4 8],1335473,[3 7 0 9 6 8 4 5 2 1],3093805,[8 4 6 7 9 3 2 0 5 1],3084370,[8 4 3 9 7 0 2 6 1 5],431006,[1 2 7 5 6 8 4 3 0 9],405974,[1 2 0 6 9 3 7 5 4 8],822474,[2 3 5 1 4 9 8 0 6 7],1660225,[4 6 1 3 9 2 0 5 8 7]
16,78831,[0 2 9 6 4 8 5 3 7 1],1658276,[4 6 1 0 2 9 8 5 3 7],481882,[1 3 9 6 2 7 4 8 0 5],335957,[0 9 3 6 5 7 1 8 4 2],1152486,[3 1 6 7 8 0 4 2 5 9],1701307,[4 7 1 5 9 3 8 0 6 2],2079987,[5 7 4 6 9 1 0 3 8 2],1397567,[3 8 6 2 0 4 9 7 5 1],1217810,[3 4 1 7 5 6 0 8 2 9],309017,[0 8 6 3 2 1 7 9 5 4],359216,[0 9 8 2 7 4 3 5 1 6],1187569,[3 2 5 7 4 6 0 1 9 8],2566932,[7 0 6 3 2 1 8 4 5 9],1354435,[3 7 5 8 0 9 6 1 4 2],3118868,[8 5 2 7 6 3 9 1 0 4],3067962,[8 4 0 7 1 3 9 2 5 6],485457,[1 4 0 5 3 7 6 8 9 2],376659,[1 0 4 8 2 9 3 6 7 5],804606,[2 1 9 6 5 0 4 3 7 8],1726861,[4 7 8 5 2 3 6 0 9 1]
17,24181,[0 1 6 8 5 4 7 2 9 3],1686453,[4 6 8 5 1 7 9 2 3 0],503330,[1 4 5 9 0 6 2 7 3 8],344421,[0 9 5 3 4 1 8 6 7 2],1098342,[3 0 2 9 5 8 4 1 6 7],1729526,[4 7 9 1 0 6 5 3 2 8],2134445,[5 8 9 3 4 0 1 7 6 2],1440208,[3 9 6 7 1 5 4 8 0 2],1228134,[3 4 5 7 8 2 1 0 6 9],264887,[0 7 5 4 9 2 8 6 3 1],329939,[0 9 2 5 3 6 4 8 7 1],1186541,[3 2 5 4 9 8 0 7 6 1],2517437,[6 9 3 4 2 7 0 8 5 1],1373574,[3 8 0 5 7 4 2 1 6 9],3100370,[8 4 9 1 0 5 2 6 3 7],3017510,[8 2 7 5 9 6 3 1 0 4],431854,[1 2 7 6 8 5 9 4 0 3],425216,[1 2 6 4 7 5 3 8 0 9],798697,[2 1 8 5 3 9 0 4 7 6],1667647,[4 6 2 9 1 0 5 3 8 7]
18,60855,[0 2 6 1 7 3 8 5 9 4],1657487,[4 6 0 9 1 3 8 7 5 2],500056,[1 4 5 2 7 0 8 9 3 6],361413,[0 9 8 5 7 4 6 2 3 1],1112143,[3 0 6 7 5 9 2 1 8 4],1706967,[4 7 2 6 8 5 3 1 9 0],2106445,[5 8 1 9 4 6 3 0 7 2],1441057,[3 9 6 8 2 7 0 1 5 4],1247235,[3 4 9 5 1 7 0 6 8 2],310766,[0 8 6 5 4 7 3 2 1 9],321374,[0 8 9 6 3 1 5 4 2 7],1170128,[3 2 0 4 5 1 7 8 6 9],2583191,[7 1 0 5 8 4 9 6 3 2],1359672,[3 7 6 8 2 5 0 1 4 9],3108360,[8 5 0 7 2 1 3 4 6 9],3074812,[8 4 2 0 6 5 1 9 3 7],416566,[1 2 4 7 6 3 9 8 0 5],405237,[1 2 0 5 8 9 7 4 6 3],819969,[2 3 4 7 9 0 5 6 8 1],1656953,[4 6 0 8 2 9 5 7 3 1]
19,78253,[0 2 9 5 7 1 6 3 8 4],1682083,[4 6 7 8 1 2 9 0 5 3],480283,[1 3 9 4 0 5 8 2 7 6],373388,[1 0 4 2 7 6 9 5 3 8],1166767,[3 1 9 5 6 0 4 2 8 7],1671256,[4 6 3 7 1 0 8 9 2 5],2144009,[5 9 1 3 7 6 4 8 2 0],1413111,[3 9 0 4 6 8 5 2 7 1],1226802,[3 4 5 2 9 1 8 0 6 7],269481,[0 7 6 4 2 8 3 5 9 1],318429,[0 8 9 2 3 5 7 4 6 1],1183444,[3 2 4 8 7 0 1 9 5 6],2538561,[6 9 8 4 5 3 1 2 7 0],1345810,[3 7 4 0 2 1 6 9 5 8],3120743,[8 5 3 1 4 0 9 7 6 2],3073346,[8 4 1 7 5 2 0 6 3 9],453914,[1 3 4 0 6 8 2 7 5 9],377686,[1 0 4 9 6 3 8 7 2 5],857134,[2 4 3 0 6 8 9 7 1 5],1719096,[4 7 6 0 5 9 1 2 3 8]
20,55374,[0 2 4 9 8 5 3 1 6 7],1682951,[4 6 7 9 2 3 8 5 1 0],484853,[1 4 0 3 6 7 2 9 8 5],350589,[0 9 6 4 8 3 7 2 5 1],1118219,[3 0 7 9 1 5 4 8 6 2],1688452,[4 6 9 0 1 5 2 8 3 7],2097475,[5 8 0 2 1 9 7 3 6 4],1425684,[3 9 2 8 0 6 5 1 4 7],1231440,[3 4 6 2 5 0 1 7 8 9],275155,[0 7 8 5 1 9 6 2 4 3],352750,[0 9 6 8 7 3 5 4 1 2],1188107,[3 2 5 8 0 9 4 7 6 1],2525868,[6 9 5 1 0 8 4 2 3 7],1322872,[3 6 8 4 1 9 5 7 0 2],3072380,[8 4 1 6 2 0 9 5 3 7],3063899,[8 3 9 7 2 4 1 6 5 0],424231,[1 2 6 3 4 5 7 0 9 8],397440,[1 0 8 9 2 3 4 5 6 7],810563,[2 3 0 8 7 6 4 9 5 1],1662289,[4 6 1 8 7 3 0 2 9 5]
21,74864,[0 2 8 7 9 6 3 4 1 5],1696547,[4 7 0 6 2 9 3 8 5 1],541125,[1 5 4 3 7 2 9 6 8 0],349606,[0 9 6 3 5 2 8 7 1 4],1118055,[3 0 7 8 9 1 5 4 6 2],1696710,[4 7 0 6 5 2 3 1 8 9],2142405,[5 9 1 0 6 3 8 4 7 2],1429575,[3 9 4 6 5 0 7 2 8 1],1241227,[3 4 8 1 9 5 7 0 6 2],303458,[0 8 5 2 4 9 1 6 3 7],351214,[0 9 6 5 7 4 8 3 1 2],1191759,[3 2 6 5 1 4 8 7 9 0],2557711,[7 0 4 5 3 2 6 1 9 8],1313504,[3 6 5 7 1 9 2 4 0 8],3106324,[8 5 0 3 4 1 2 9 6 7],3025742,[8 3 0 4 5 6 7 2 1 9],427458,[1 2 6 8 7 0 9 3 4 5],408882,[1 2 3 0 9 5 8 4 6 7],858857,[2 4 3 5 9 0 7 8 6 1],1702864,[4 7 1 9 0 5 6 8 2 3]
22,15555,[0 1 5 2 7 8 3 6 9 4],1700796,[4 7 1 5 2 3 8 0 6 9],537321,[1 5 3 7 2 8 4 6 9 0],359759,[0 9 8 3 5 7 6 4 2 1],1110853,[3 0 6 4 9 1 7 2 8 5],1668149,[4 6 2 9 8 1 0 7 5 3],2097081,[5 8 0 1 6 7 3 4 9 2],1397476,[3 8 6 1 9 5 0 7 2 4],1248618,[3 4 9 7 1 0 8 2 5 6],268600,[0 7 6 3 1 4 8 9 2 5],344463,[0 9 5 3 4 6 7 2 8 1],1175099,[3 2 1 4 0 7 6 9 8 5],2567632,[7 0 6 4 1 9 5 8 2 3],1349839,[3 7 4 8 6 5 1 0 9 2],3098722,[8 4 7 6 5 3 1 9 0 2],3052868,[8 3 6 7 0 4 9 2 1 5],472878,[1 3 7 8 6 5 2 0 4 9],372235,[1 0 3 8 9 7 6 2 5 4],856550,[2 4 1 9 6 8 5 3 0 7],1698605,[4 7 1 0 3 2 5 9 8 6]
23,55120,[0 2 4 9 6 3 7 8 1 5],1695621,[4 7 0 5 1 2 9 6 8 3],540614,[1 5 4 2 9 0 7 6 3 8],329014,[0 9 2 3 8 6 7 5 1 4],1109124,[3 0 6 1 5 8 7 2 4 9],1672100,[4 6 3 8 2 0 9 5 1 7],2093232,[5 7 9 2 1 6 0 3 4 8],1388551,[3 8 4 5 6 1 2 0 9 7],1188893,[3 2 5 9 1 6 0 8 7 4],317215,[0 8 7 9 4 3 2 1 6 5],341156,[0 9 4 6 7 8 5 2 1 3],1161311,[3 1 8 4 9 5 7 6 2 0],2577532,[7 0 9 3 8 4 1 6 2 5],1373435,[3 8 0 5 6 2 4 9 7 1],3096450,[8 4 7 2 5 6 9 0 1 3],3087362,[8 4 5 6 0 1 2 7 3 9],445776,[1 3 0 6 2 9 4 5 7 8],370091,[1 0 3 6 2 4 7 9 8 5],853421,[2 4 1 5 3 9 0 8 7 6],1664157,[4 6 2 1 3 9 8 5 7 0]
24,54828,[0 2 4 9 1 8 6 3 5 7],1677054,[4 6 5 8 1 3 2 0 7 9],498700,[1 4 3 9 6 8 0 7 2 5],375073,[1 0 4 5 9 7 2 3 8 6],1102727,[3 0 4 8 6 2 9 7 5 1],1730569,[4 7 9 2 5 3 0 1 8 6],2120108,[5 8 4 6 3 2 9 1 0 7],1440092,[3 9 6 7 0 5 8 2 1 4],1207063,[3 2 9 5 4 8 1 0 7 6],288793,[0 8 2 4 1 7 3 5 9 6],359849,[0 9 8 3 6 5 4 7 2 1],1197983,[3 2 7 6 9 0 8 5 4 1],2578370,[7 0 9 5 1 4 2 6 3 8],1348739,[3 7 4 6 1 5 2 9 8 0],3112586,[8 5 1 6 0 3 2 7 4 9],3023122,[8 2 9 6 5 4 1 7 0 3],452432,[1 3 2 8 5 4 6 7 0 9],384590,[1 0 6 4 2 9 7 5 3 8],809660,[2 3 0 7 6 1 9 5 4 8],1726848,[4 7 8 5 2 3 0 1 6 9]
25,12666,[0 1 4 6 7 5 9 2 3 8],1691969,[4 6 9 5 8 3 2 7 1 0],489198,[1 4 2 0 6 8 5 3 7 9],354413,[0 9 7 3 2 5 1 8 6 4],1145898,[3 1 5 4 7 0 9 2 6 8],1703225,[4 7 1 9 5 3 6 8 2 0],2125070,[5 8 6 4 2 9 3 1 0 7],1440948,[3 9 6 8 1 7 4 0 2 5],1204414,[3 2 8 9 6 5 7 4 0 1],299198,[0 8 4 3 6 2 7 5 1 9],340550,[0 9 4 5 8 7 3 2 1 6],1209051,[3 2 9 8 1 5 0 6 7 4],2572501,[7 0 8 3 9 4 5 1 6 2],1327029,[3 6 9 2 0 5 8 4 7 1],3107378,[8 5 0 4 7 9 1 3 2 6],3075343,[8 4 2 1 3 9 5 0 7 6],434040,[1 2 8 0 9 3 4 5 6 7],376935,[1 0 4 8 6 2 7 5 9 3],825982,[2 3 5 9 1 0 8 7 4 6],1712149,[4 7 3 6 9 8 2 0 5 1]
