70%,Optima 1, Optima [1]
72,1454,[2 0 1 5 4 3 6]
73,1833,[2 4 1 3 5 6 0]
74,2759,[3 5 6 4 2 1 0]
75,394,[0 4 2 3 6 1 5]
76,3428,[4 5 2 6 1 0 3]
77,3523,[4 6 1 5 0 3 2]
78,919,[1 2 5 3 0 6 4]
79,2395,[3 1 6 5 0 4 2]
80,1684,[2 3 0 1 6 4 5]
81,1277,[1 5 4 0 6 3 2]
82,928,[1 2 5 4 6 0 3]
83,2795,[3 6 1 2 5 4 0]
84,806,[1 0 5 4 3 2 6]
85,3149,[4 2 1 0 6 5 3]
86,3343,[4 3 6 1 0 5 2]
87,2561,[3 4 1 5 6 2 0]
88,3010,[4 1 0 3 6 2 5]
89,616,[0 6 1 4 5 2 3]
90,3055,[4 1 3 2 0 6 5]
91,382,[0 4 1 6 5 2 3]
92,478,[0 4 6 5 3 1 2]
93,1632,[2 1 5 0 3 4 6]
94,2360,[3 1 5 2 4 0 6]
95,163,[0 2 3 6 1 5 4]
96,1442,[2 0 1 3 5 4 6]
97,3345,[4 3 6 1 2 5 0]
98,3109,[4 1 6 3 0 5 2]
99,1411,[1 6 4 5 0 3 2]
100,1566,[2 1 0 4 3 5 6]
1,1263,[1 5 3 4 2 6 0]
2,3005,[4 1 0 2 6 5 3]
3,163,[0 2 3 6 1 5 4]
4,3607,[5 0 1 3 2 6 4]
5,3212,[4 2 5 6 1 0 3]
6,1917,[2 4 6 5 1 3 0]
7,390,[0 4 2 3 1 5 6]
8,3262,[4 3 0 6 5 1 2]
9,1701,[2 3 0 6 4 5 1]
10,2391,[3 1 6 4 2 5 0]
11,3094,[4 1 5 6 3 0 2]
12,1132,[1 4 3 0 6 2 5]
13,349,[0 3 6 4 1 5 2]
14,405,[0 4 2 6 3 5 1]
15,981,[1 3 0 6 4 5 2]
16,3118,[4 1 6 5 3 0 2]
17,816,[1 0 6 2 3 4 5]
18,3278,[4 3 1 5 2 0 6]
19,1935,[2 5 0 4 3 6 1]
20,650,[0 6 3 1 4 2 5]
21,646,[0 6 2 5 4 1 3]
22,3556,[4 6 3 0 5 1 2]
23,1810,[2 4 0 3 6 1 5]
24,1403,[1 6 4 2 5 3 0]
25,718,[0 6 5 4 3 1 2]
26,3140,[4 2 0 6 3 1 5]
27,3477,[4 5 6 3 1 2 0]
28,3128,[4 2 0 3 5 1 6]
29,2500,[3 2 6 0 5 1 4]
30,2367,[3 1 5 4 2 6 0]
31,339,[0 3 6 1 4 5 2]
32,540,[0 5 3 4 1 2 6]
33,3162,[4 2 1 6 0 3 5]
34,956,[1 2 6 5 3 0 4]
35,547,[0 5 3 6 1 4 2]
36,1926,[2 5 0 3 1 4 6]
37,670,[0 6 3 5 4 1 2]
38,2843,[3 6 4 1 5 2 0]
39,1249,[1 5 3 0 2 6 4]
40,1359,[1 6 2 4 3 5 0]
41,3311,[4 3 2 6 5 1 0]
42,2953,[4 0 5 1 2 6 3]
43,1436,[1 6 5 4 2 0 3]
44,1879,[2 4 5 1 0 6 3]
45,3616,[5 0 1 4 6 2 3]
46,2689,[3 5 2 0 1 6 4]
47,143,[0 2 1 6 5 4 3]
48,1615,[2 1 4 3 0 6 5]
49,1506,[2 0 4 6 1 3 5]
50,921,[1 2 5 3 4 6 0]
51,753,[1 0 3 4 5 6 2]
52,355,[0 3 6 5 1 4 2]
53,1301,[1 5 6 0 4 3 2]
54,888,[1 2 4 0 3 5 6]
55,1046,[1 3 5 4 2 0 6]
56,1362,[1 6 2 5 0 3 4]
57,1321,[1 6 0 2 3 5 4]
58,2636,[3 4 6 5 1 0 2]
59,3016,[4 1 0 5 6 2 3]
60,350,[0 3 6 4 2 1 5]
61,2094,[2 6 3 1 0 4 5]
62,685,[0 6 4 3 1 5 2]
63,888,[1 2 4 0 3 5 6]
64,2989,[4 0 6 3 1 5 2]
65,2309,[3 1 2 0 6 5 4]
66,2681,[3 5 1 4 6 2 0]
67,1625,[2 1 4 5 6 3 0]
68,2898,[4 0 1 6 2 3 5]
69,3251,[4 3 0 2 6 5 1]
70,2709,[3 5 2 6 1 4 0]
71,2575,[3 4 2 1 0 6 5]
72,1628,[2 1 4 6 3 0 5]
73,2156,[2 6 5 4 1 0 3]
74,703,[0 6 5 2 1 4 3]
75,994,[1 3 2 4 6 0 5]
76,1348,[1 6 2 0 5 3 4]
77,2247,[3 0 5 4 2 6 1]
78,3586,[4 6 5 1 3 0 2]
79,1442,[2 0 1 3 5 4 6]
80,1683,[2 3 0 1 5 6 4]
81,2861,[3 6 5 0 4 2 1]
82,1989,[2 5 3 6 1 4 0]
83,1749,[2 3 4 6 1 5 0]
84,1706,[2 3 1 0 5 4 6]
85,1740,[2 3 4 5 0 1 6]
86,405,[0 4 2 6 3 5 1]
87,2893,[4 0 1 5 2 6 3]
88,2400,[3 2 0 1 4 5 6]
89,3564,[4 6 3 2 0 1 5]
90,2840,[3 6 4 1 2 0 5]
91,731,[1 0 2 4 6 5 3]
92,1689,[2 3 0 4 5 6 1]
93,3481,[4 6 0 1 2 5 3]
94,1177,[1 4 6 0 2 5 3]
95,2919,[4 0 2 5 3 6 1]
96,2752,[3 5 6 2 4 0 1]
97,2191,[3 0 2 4 1 6 5]
98,2102,[2 6 3 4 1 0 5]
99,3225,[4 2 6 1 3 5 0]
100,1062,[1 3 6 2 0 4 5]
