40%,Optima 1, Optima [1]
73,512,[0 5 2 3 4 1 6]
74,1247,[1 5 2 6 4 3 0]
75,1457,[2 0 1 5 6 4 3]
76,2193,[3 0 2 4 5 6 1]
77,1528,[2 0 5 4 6 1 3]
78,1618,[2 1 4 3 6 0 5]
79,774,[1 0 4 3 2 5 6]
80,846,[1 2 0 4 3 5 6]
81,1526,[2 0 5 4 3 1 6]
82,1009,[1 3 4 0 2 6 5]
83,1167,[1 4 5 3 2 6 0]
84,941,[1 2 6 0 5 4 3]
85,363,[0 4 1 2 5 6 3]
86,621,[0 6 1 5 3 4 2]
87,1444,[2 0 1 3 6 4 5]
88,2161,[3 0 1 2 4 6 5]
89,1939,[2 5 0 6 1 4 3]
90,1826,[2 4 1 0 5 3 6]
91,2247,[3 0 5 4 2 6 1]
92,1635,[2 1 5 0 4 6 3]
93,1085,[1 4 0 2 6 5 3]
94,419,[0 4 3 2 6 5 1]
95,577,[0 5 6 1 2 4 3]
96,549,[0 5 3 6 2 4 1]
97,1718,[2 3 1 5 4 0 6]
98,501,[0 5 1 6 3 4 2]
99,388,[0 4 2 1 6 3 5]
100,2230,[3 0 4 6 5 1 2]
1,1449,[2 0 1 4 5 6 3]
2,1588,[2 1 3 0 6 4 5]
3,1019,[1 3 4 2 6 5 0]
4,2036,[2 5 6 4 1 0 3]
5,866,[1 2 3 0 5 4 6]
6,1555,[2 0 6 5 1 4 3]
7,850,[1 2 0 4 6 3 5]
8,1417,[1 6 5 0 2 4 3]
9,1609,[2 1 4 0 3 6 5]
10,904,[1 2 4 5 6 0 3]
11,914,[1 2 5 0 4 3 6]
12,1729,[2 3 4 0 1 6 5]
13,1795,[2 3 6 5 0 4 1]
14,867,[1 2 3 0 5 6 4]
15,759,[1 0 3 5 4 6 2]
16,1567,[2 1 0 4 3 6 5]
17,1736,[2 3 4 1 5 0 6]
18,459,[0 4 6 1 3 5 2]
19,447,[0 4 5 3 2 6 1]
20,1890,[2 4 5 6 0 1 3]
21,306,[0 3 4 6 1 2 5]
22,2016,[2 5 6 0 1 3 4]
23,1528,[2 0 5 4 6 1 3]
24,1940,[2 5 0 6 3 1 4]
25,1478,[2 0 3 5 4 1 6]
26,1095,[1 4 0 5 3 6 2]
27,1986,[2 5 3 6 0 1 4]
28,510,[0 5 2 3 1 4 6]
29,922,[1 2 5 3 6 0 4]
30,1161,[1 4 5 2 3 6 0]
31,727,[1 0 2 4 3 6 5]
32,1280,[1 5 4 2 3 0 6]
33,1584,[2 1 3 0 4 5 6]
34,812,[1 0 5 6 3 2 4]
35,1665,[2 1 6 3 4 5 0]
36,2206,[3 0 2 6 5 1 4]
37,2259,[3 0 6 1 4 5 2]
38,1400,[1 6 4 2 3 0 5]
39,346,[0 3 6 2 5 1 4]
40,1024,[1 3 4 5 6 0 2]
41,2040,[2 6 0 1 3 4 5]
42,394,[0 4 2 3 6 1 5]
43,804,[1 0 5 4 2 3 6]
44,1287,[1 5 4 3 2 6 0]
45,1165,[1 4 5 3 0 6 2]
46,771,[1 0 4 2 5 6 3]
47,2109,[2 6 3 5 1 4 0]
48,471,[0 4 6 3 2 5 1]
49,1764,[2 3 5 4 0 1 6]
50,1279,[1 5 4 2 0 6 3]
51,1081,[1 4 0 2 3 6 5]
52,1512,[2 0 5 1 3 4 6]
53,367,[0 4 1 3 2 6 5]
54,664,[0 6 3 4 5 1 2]
55,2114,[2 6 4 0 3 1 5]
56,1702,[2 3 0 6 5 1 4]
57,361,[0 4 1 2 3 6 5]
58,1347,[1 6 2 0 4 5 3]
59,810,[1 0 5 6 2 3 4]
60,2039,[2 5 6 4 3 1 0]
61,1838,[2 4 1 5 3 0 6]
62,592,[0 5 6 3 4 1 2]
63,747,[1 0 3 2 5 6 4]
64,701,[0 6 5 1 4 3 2]
65,429,[0 4 3 6 2 5 1]
66,1903,[2 4 6 1 0 5 3]
67,277,[0 3 2 5 1 6 4]
68,1236,[1 5 2 4 0 3 6]
69,1471,[2 0 3 4 1 6 5]
70,822,[1 0 6 3 2 4 5]
71,1576,[2 1 0 5 6 3 4]
72,589,[0 5 6 3 1 4 2]
73,291,[0 3 4 1 5 6 2]
74,1691,[2 3 0 4 6 5 1]
75,2119,[2 6 4 1 0 5 3]
76,333,[0 3 5 6 2 4 1]
77,1464,[2 0 3 1 4 5 6]
78,493,[0 5 1 4 2 6 3]
79,1028,[1 3 4 6 2 0 5]
80,960,[1 3 0 2 4 5 6]
81,1255,[1 5 3 2 0 6 4]
82,1768,[2 3 5 4 6 0 1]
83,1014,[1 3 4 2 0 5 6]
84,1912,[2 4 6 3 5 0 1]
85,342,[0 3 6 2 1 4 5]
86,1483,[2 0 3 6 1 5 4]
87,1226,[1 5 2 0 4 3 6]
88,1172,[1 4 5 6 2 0 3]
89,966,[1 3 0 4 2 5 6]
90,2232,[3 0 5 1 2 4 6]
91,2145,[2 6 5 1 3 4 0]
92,1164,[1 4 5 3 0 2 6]
93,843,[1 2 0 3 5 6 4]
94,558,[0 5 4 2 1 3 6]
95,1455,[2 0 1 5 4 6 3]
96,1700,[2 3 0 6 4 1 5]
97,1801,[2 4 0 1 3 6 5]
98,318,[0 3 5 2 1 4 6]
99,1110,[1 4 2 3 0 5 6]
100,1530,[2 0 5 6 1 3 4]
