2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
19,139293,[0 4 5 7 3 8 9 2 6 1],135994,[0 4 3 9 8 2 5 7 1 6],540781,[1 5 4 3 0 7 8 2 9 6],375960,[1 0 4 7 3 2 5 6 8 9],1165028,[3 1 9 2 0 6 8 5 4 7],1724495,[4 7 8 1 0 6 9 5 3 2],2102496,[5 8 1 2 0 9 3 4 6 7],1437807,[3 9 6 1 8 5 4 2 7 0],1248409,[3 4 9 6 8 2 0 1 7 5],312713,[0 8 7 1 3 9 5 6 4 2]
20,148411,[0 4 7 5 1 8 9 2 6 3],166449,[0 5 2 1 4 3 7 8 9 6],491250,[1 4 2 6 3 8 9 0 5 7],335748,[0 9 3 6 2 8 5 1 4 7],1145578,[3 1 5 4 0 7 6 9 2 8],1716813,[4 7 5 6 2 8 9 1 3 0],2126779,[5 8 6 9 7 0 4 1 3 2],1393077,[3 8 5 2 7 9 6 1 4 0],1189308,[3 2 5 9 7 8 4 0 1 6],253435,[0 7 3 2 9 8 6 1 5 4]
21,178781,[0 5 4 6 2 9 1 8 7 3],204899,[0 6 1 7 5 4 3 9 8 2],476454,[1 3 8 5 7 4 2 0 6 9],345369,[0 9 5 4 7 1 3 6 8 2],1120189,[3 0 8 2 7 9 5 1 6 4],1690392,[4 6 9 2 7 5 0 1 3 8],2120271,[5 8 4 6 7 9 2 1 3 0],1413543,[3 9 0 5 2 6 7 4 8 1],1244206,[3 4 8 9 0 2 7 6 1 5],289353,[0 8 2 4 9 3 5 6 7 1]
22,130211,[0 4 2 8 9 1 5 7 6 3],171463,[0 5 3 1 2 9 6 4 8 7],541769,[1 5 4 6 3 8 7 9 2 0],331397,[0 9 2 7 3 6 1 8 5 4],1101510,[3 0 4 6 9 2 5 1 7 8],1681392,[4 6 7 5 1 8 0 2 3 9],2084474,[5 7 6 4 0 8 1 3 2 9],1413897,[3 9 0 5 7 4 2 6 8 1],1252769,[3 5 0 6 9 7 4 8 2 1],308172,[0 8 6 2 1 3 7 4 5 9]
23,142933,[0 4 6 3 7 1 8 2 9 5],145415,[0 4 6 8 9 5 7 3 2 1],505310,[1 4 6 2 8 9 5 3 0 7],339077,[0 9 4 2 8 6 1 7 5 3],1144681,[3 1 5 0 9 2 4 6 8 7],1733865,[4 8 0 1 2 9 5 6 7 3],2103088,[5 8 1 2 9 6 4 7 0 3],1401406,[3 8 7 0 4 2 9 6 1 5],1227019,[3 4 5 6 1 0 9 2 8 7],309074,[0 8 6 3 2 7 1 5 4 9]
24,156124,[0 4 8 9 7 1 2 6 3 5],154605,[0 4 8 6 7 2 9 3 5 1],495775,[1 4 3 5 7 6 2 0 9 8],333005,[0 9 3 1 6 2 4 8 7 5],1132122,[3 1 0 7 5 4 9 2 6 8],1683969,[4 6 8 0 9 1 3 5 7 2],2083701,[5 7 6 3 0 1 9 4 8 2],1387712,[3 8 4 2 5 1 6 7 0 9],1189878,[3 2 6 0 7 8 4 1 5 9],309069,[0 8 6 3 2 5 9 4 7 1]
25,185584,[0 5 6 8 7 3 4 9 1 2],137389,[0 4 5 2 8 9 6 1 7 3],510056,[1 4 7 2 5 6 3 8 0 9],384696,[1 0 6 4 3 9 2 5 7 8],1118741,[3 0 7 9 6 8 1 5 4 2],1710122,[4 7 3 2 1 0 5 8 6 9],2110069,[5 8 2 6 4 9 3 0 7 1],1383637,[3 8 2 5 7 1 6 0 9 4],1211093,[3 4 0 5 1 7 2 9 8 6],261135,[0 7 4 8 6 1 5 3 9 2]
26,187877,[0 5 7 2 9 6 1 8 4 3],167670,[0 5 2 3 9 4 6 1 7 8],477932,[1 3 8 7 6 5 9 2 0 4],360448,[0 9 8 4 5 6 3 7 1 2],1152671,[3 1 6 7 9 4 8 5 2 0],1676452,[4 6 5 7 2 3 0 9 1 8],2125863,[5 8 6 7 3 2 4 1 9 0],1426911,[3 9 4 0 7 8 5 2 6 1],1238259,[3 4 7 6 8 9 0 2 5 1],304610,[0 8 5 4 1 6 2 7 3 9]
27,175890,[0 5 3 9 2 7 8 1 4 6],153803,[0 4 8 5 6 7 2 9 3 1],538807,[1 5 3 9 4 0 6 2 8 7],386936,[1 0 6 8 4 5 3 7 2 9],1152511,[3 1 6 7 8 2 4 0 9 5],1688945,[4 6 9 0 7 3 5 8 2 1],2078253,[5 7 4 2 3 8 9 1 6 0],1442978,[3 9 7 2 0 8 1 5 4 6],1238046,[3 4 7 6 5 0 2 1 8 9],318548,[0 8 9 2 4 5 7 3 1 6]
28,134998,[0 4 3 8 5 9 7 6 1 2],169467,[0 5 2 7 4 3 1 8 9 6],527236,[1 5 0 7 3 8 2 9 4 6],323197,[0 9 1 2 8 4 6 3 7 5],1166745,[3 1 9 5 4 8 2 6 7 0],1689293,[4 6 9 1 2 5 0 8 7 3],2095907,[5 7 9 6 8 4 1 3 2 0],1401239,[3 8 7 0 1 9 6 5 4 2],1186499,[3 2 5 4 9 6 1 8 7 0],254531,[0 7 3 5 6 1 4 9 8 2]
29,188409,[0 5 7 3 8 1 4 6 9 2],150021,[0 4 7 8 3 1 9 5 6 2],480920,[1 3 9 4 8 6 2 5 0 7],346288,[0 9 5 6 8 4 3 7 1 2],1099692,[3 0 4 2 6 1 8 5 7 9],1692761,[4 6 9 8 0 2 5 7 3 1],2122683,[5 8 6 1 2 0 3 7 9 4],1382250,[3 8 2 1 7 6 9 0 4 5],1225412,[3 4 5 0 9 7 8 2 1 6],296041,[0 8 3 7 2 1 4 5 9 6]
30,156030,[0 4 8 9 6 2 3 1 5 7],162140,[0 5 1 3 4 2 9 7 6 8],541622,[1 5 4 6 2 7 8 3 0 9],327972,[0 9 2 1 6 3 7 4 5 8],1114113,[3 0 7 1 5 4 6 8 9 2],1687143,[4 6 8 7 1 3 5 2 9 0],2128549,[5 8 7 2 1 9 4 0 6 3],1436106,[3 9 5 8 4 2 7 0 1 6],1244386,[3 4 8 9 1 7 2 6 0 5],289956,[0 8 2 5 7 3 6 1 4 9]
31,196777,[0 5 9 1 3 8 2 4 7 6],162283,[0 5 1 3 6 4 9 2 8 7],533938,[1 5 2 9 6 4 3 8 0 7],337605,[0 9 3 8 7 2 6 4 5 1],1130343,[3 1 0 4 9 6 7 5 8 2],1725250,[4 7 8 2 1 0 5 9 3 6],2079581,[5 7 4 6 1 9 0 8 3 2],1384716,[3 8 2 7 1 4 6 0 5 9],1201818,[3 2 8 5 1 0 9 4 6 7],318994,[0 8 9 3 1 4 5 7 2 6]
32,136835,[0 4 5 2 1 6 7 9 8 3],173593,[0 5 3 6 1 8 2 4 9 7],539663,[1 5 4 0 7 2 9 8 6 3],363288,[1 0 2 3 7 6 4 5 8 9],1100419,[3 0 4 5 6 1 9 2 8 7],1672860,[4 6 3 9 2 5 7 0 1 8],2088863,[5 7 8 3 1 0 9 6 4 2],1409682,[3 8 9 5 7 1 6 0 2 4],1232502,[3 4 6 5 8 9 1 0 2 7],309249,[0 8 6 3 5 1 4 7 9 2]
33,198872,[0 5 9 4 2 3 6 7 1 8],180832,[0 5 4 9 1 8 6 7 2 3],495006,[1 4 3 2 7 0 6 5 8 9],341608,[0 9 4 7 3 6 5 8 1 2],1118003,[3 0 7 8 6 5 2 9 4 1],1686196,[4 6 8 3 9 5 0 7 1 2],2132730,[5 8 9 1 0 6 7 2 3 4],1383577,[3 8 2 5 6 9 0 1 7 4],1190835,[3 2 6 1 9 7 0 5 8 4],324278,[0 9 1 4 5 3 7 6 2 8]
34,132311,[0 4 3 2 8 6 9 7 5 1],170800,[0 5 2 9 3 4 7 8 1 6],488140,[1 4 0 8 9 7 2 6 3 5],368053,[1 0 3 2 5 4 8 6 9 7],1139337,[3 1 4 0 6 7 5 8 9 2],1674500,[4 6 5 1 8 0 9 3 2 7],2098365,[5 8 0 3 4 2 9 6 7 1],1378779,[3 8 1 5 9 7 0 4 6 2],1247684,[3 4 9 5 8 1 7 2 0 6],273312,[0 7 8 2 5 6 1 3 4 9]
35,142112,[0 4 6 2 5 3 7 8 1 9],155978,[0 4 8 9 5 7 1 3 2 6],489483,[1 4 2 0 9 3 5 7 8 6],322254,[0 8 9 7 4 3 2 1 5 6],1140106,[3 1 4 2 6 9 5 8 0 7],1737233,[4 8 0 6 7 9 3 5 2 1],2105473,[5 8 1 7 2 6 0 3 9 4],1383947,[3 8 2 6 0 9 4 7 5 1],1229722,[3 4 5 9 8 6 1 7 0 2],318457,[0 8 9 2 3 7 1 4 6 5]
36,142074,[0 4 6 2 3 9 8 1 5 7],184872,[0 5 6 7 8 4 1 2 3 9],487449,[1 4 0 8 2 3 6 7 9 5],367991,[1 0 3 2 4 7 9 8 6 5],1141607,[3 1 4 6 7 2 9 8 5 0],1703949,[4 7 2 0 6 5 9 3 8 1],2081114,[5 7 4 9 2 6 0 3 1 8],1386702,[3 8 4 0 9 7 2 1 5 6],1200324,[3 2 8 1 0 7 6 4 5 9],317707,[0 8 9 1 3 5 7 2 6 4]
37,166934,[0 5 2 1 9 3 7 6 4 8],150760,[0 4 7 9 3 2 6 8 1 5],518491,[1 4 8 9 0 6 7 2 5 3],319386,[0 8 9 3 5 4 7 1 2 6],1159737,[3 1 8 0 7 5 4 6 9 2],1669238,[4 6 3 1 5 2 8 7 0 9],2114239,[5 8 3 4 2 7 1 0 9 6],1379039,[3 8 1 6 2 9 7 5 4 0],1220647,[3 4 2 1 6 0 7 5 9 8],284186,[0 8 1 4 7 3 2 6 5 9]
38,180602,[0 5 4 8 9 1 2 6 3 7],167509,[0 5 2 3 7 9 6 1 8 4],503235,[1 4 5 8 9 6 0 3 7 2],343115,[0 9 5 1 6 3 4 8 7 2],1111836,[3 0 6 7 2 4 8 1 5 9],1737553,[4 8 0 7 2 6 1 3 9 5],2098834,[5 8 0 4 1 3 6 9 2 7],1393136,[3 8 5 2 9 4 1 6 0 7],1249876,[3 4 9 8 7 5 0 6 1 2],305437,[0 8 5 6 2 3 7 1 9 4]
39,159561,[0 4 9 6 5 7 2 3 8 1],182428,[0 5 6 2 4 3 1 9 7 8],487304,[1 4 0 7 8 9 3 5 2 6],346553,[0 9 5 7 2 8 4 6 3 1],1117832,[3 0 7 8 5 2 4 6 1 9],1695758,[4 7 0 5 2 3 8 6 1 9],2075202,[5 7 3 8 1 2 9 0 4 6],1427401,[3 9 4 1 6 0 2 5 8 7],1218158,[3 4 1 7 9 2 6 5 0 8],286236,[0 8 1 7 5 3 6 2 4 9]
40,196738,[0 5 9 1 3 6 4 8 2 7],136374,[0 4 5 1 6 7 3 2 8 9],518388,[1 4 8 7 9 6 3 0 2 5],371694,[1 0 3 8 4 6 5 2 7 9],1161507,[3 1 8 5 2 4 0 7 9 6],1697078,[4 7 0 8 1 3 6 5 2 9],2118744,[5 8 4 2 7 1 0 3 6 9],1408096,[3 8 9 2 6 0 5 7 1 4],1190415,[3 2 6 1 5 0 8 7 9 4],260176,[0 7 4 6 3 1 8 9 2 5]
41,134632,[0 4 3 7 9 8 5 6 1 2],198793,[0 5 9 4 1 7 2 3 8 6],510793,[1 4 7 3 5 8 0 2 9 6],355996,[0 9 7 5 3 6 1 8 2 4],1147326,[3 1 5 7 6 0 4 2 8 9],1716568,[4 7 5 6 0 8 3 9 1 2],2107060,[5 8 2 0 4 9 1 7 3 6],1443548,[3 9 7 2 8 4 6 1 0 5],1228953,[3 4 5 8 9 1 2 6 7 0],268115,[0 7 6 2 4 3 5 9 8 1]
42,149974,[0 4 7 8 2 6 9 5 1 3],149240,[0 4 7 6 2 8 3 5 1 9],485785,[1 4 0 5 8 3 2 6 9 7],342937,[0 9 5 1 3 8 2 4 7 6],1118834,[3 0 7 9 8 5 1 4 2 6],1704766,[4 7 2 1 8 3 9 6 0 5],2141353,[5 9 0 8 1 6 2 3 7 4],1409838,[3 8 9 6 0 5 2 1 4 7],1250751,[3 5 0 2 1 9 7 6 8 4],278854,[0 7 9 3 2 6 8 5 1 4]
43,186367,[0 5 6 9 8 1 3 2 7 4],134812,[0 4 3 8 2 6 1 9 5 7],546751,[1 5 6 4 3 2 7 0 9 8],328557,[0 9 2 3 4 8 7 5 6 1],1142774,[3 1 4 8 2 0 7 6 5 9],1716457,[4 7 5 3 9 8 0 1 6 2],2118539,[5 8 4 2 3 6 1 9 7 0],1400381,[3 8 6 7 9 5 0 4 2 1],1209801,[3 4 0 1 5 8 6 7 9 2],276850,[0 7 8 9 4 1 3 6 2 5]
44,135963,[0 4 3 9 8 1 2 6 7 5],145521,[0 4 6 9 1 7 3 5 8 2],493889,[1 4 2 9 8 6 5 7 3 0],373839,[1 0 4 3 5 6 8 7 9 2],1110142,[3 0 6 2 9 1 8 7 4 5],1677025,[4 6 5 8 1 2 0 3 9 7],2146699,[5 9 1 8 4 0 7 2 6 3],1396519,[3 8 6 0 5 7 2 1 9 4],1208805,[3 2 9 7 8 1 6 4 5 0],315927,[0 8 7 5 6 4 3 2 9 1]
45,161097,[0 4 9 8 6 3 2 5 7 1],170770,[0 5 2 9 3 1 6 8 4 7],541375,[1 5 4 3 9 6 2 0 8 7],350010,[0 9 6 4 1 7 8 2 3 5],1145164,[3 1 5 2 7 0 4 9 6 8],1701039,[4 7 1 5 6 2 8 3 9 0],2109579,[5 8 2 4 9 7 0 3 6 1],1399780,[3 8 6 7 0 9 1 5 2 4],1229103,[3 4 5 9 0 6 7 2 8 1],324369,[0 9 1 4 6 2 5 7 8 3]
46,167280,[0 5 2 3 6 1 4 7 8 9],162533,[0 5 1 3 8 6 2 9 7 4],483902,[1 4 0 2 3 7 8 6 5 9],369573,[1 0 3 5 4 8 9 6 7 2],1100567,[3 0 4 5 7 2 9 8 6 1],1736923,[4 8 0 6 3 2 9 1 7 5],2127329,[5 8 7 0 4 6 3 9 2 1],1429610,[3 9 4 6 5 2 0 7 1 8],1247863,[3 4 9 6 0 8 2 1 7 5],315654,[0 8 7 5 3 4 2 1 6 9]
47,197560,[0 5 9 2 4 3 7 8 1 6],200708,[0 5 9 7 6 3 8 2 1 4],533382,[1 5 2 8 7 9 3 0 4 6],388522,[1 0 7 2 6 8 4 9 3 5],1161291,[3 1 8 4 9 5 0 6 7 2],1670818,[4 6 3 5 7 2 1 9 0 8],2083108,[5 7 6 2 1 3 0 9 4 8],1389050,[3 8 4 6 1 5 0 7 2 9],1247760,[3 4 9 6 0 1 2 5 7 8],303773,[0 8 5 2 9 4 1 7 6 3]
48,142020,[0 4 6 2 3 7 8 1 5 9],181518,[0 5 6 1 2 8 4 3 7 9],483630,[1 3 9 8 6 2 4 0 5 7],368127,[1 0 3 2 5 8 7 6 9 4],1160223,[3 1 8 2 5 6 7 4 9 0],1698775,[4 7 1 0 5 6 3 2 9 8],2115296,[5 8 3 6 9 2 1 4 0 7],1429417,[3 9 4 6 1 8 0 2 7 5],1223934,[3 4 2 8 9 5 1 0 6 7],313535,[0 8 7 2 4 6 9 5 3 1]
49,193881,[0 5 8 4 2 7 3 6 9 1],154991,[0 4 8 7 2 5 9 6 3 1],522901,[1 4 9 7 2 5 6 0 8 3],380424,[1 0 5 6 4 3 2 7 8 9],1148958,[3 1 5 9 7 6 2 0 4 8],1667174,[4 6 2 8 5 0 7 3 1 9],2109027,[5 8 2 4 1 3 0 7 9 6],1402595,[3 8 7 2 0 4 5 9 6 1],1219128,[3 4 1 9 2 6 0 5 7 8],312579,[0 8 7 1 2 9 3 5 6 4]
50,167374,[0 5 2 3 6 8 9 7 1 4],167563,[0 5 2 3 8 4 9 1 7 6],488637,[1 4 0 9 6 8 7 3 5 2],361448,[0 9 8 6 1 2 4 5 3 7],1109608,[3 0 6 2 1 8 7 9 4 5],1723671,[4 7 6 9 8 5 2 1 3 0],2080256,[5 7 4 8 1 3 2 6 0 9],1439125,[3 9 6 4 7 5 2 0 8 1],1235578,[3 4 7 1 0 6 5 9 2 8],267543,[0 7 6 1 5 4 8 3 9 2]
51,141705,[0 4 6 1 8 9 3 5 7 2],133305,[0 4 3 6 1 9 5 7 8 2],545532,[1 5 6 2 8 0 7 3 4 9],320286,[0 8 9 4 7 1 3 2 5 6],1119812,[3 0 8 2 4 7 9 5 1 6],1698168,[4 7 0 9 5 3 1 2 6 8],2080276,[5 7 4 8 1 6 0 9 2 3],1390406,[3 8 4 9 0 6 5 2 1 7],1204082,[3 2 8 9 4 0 1 6 5 7],285485,[0 8 1 6 5 2 3 9 7 4]
52,141883,[0 4 6 2 1 5 9 3 8 7],137939,[0 4 5 3 7 6 2 9 8 1],485153,[1 4 0 3 8 9 6 7 5 2],348225,[0 9 6 1 5 8 3 4 7 2],1140293,[3 1 4 2 8 6 0 9 7 5],1683453,[4 6 8 0 1 7 9 3 5 2],2091407,[5 7 8 9 4 1 6 3 2 0],1408962,[3 8 9 4 7 1 6 0 2 5],1191085,[3 2 6 4 1 8 7 0 9 5],271392,[0 7 6 8 9 4 1 2 3 5]
53,167866,[0 5 2 4 1 9 6 8 3 7],137158,[0 4 5 2 6 9 8 7 1 3],511636,[1 4 7 5 6 8 0 9 2 3],332044,[0 9 2 8 3 1 4 7 5 6],1099806,[3 0 4 2 7 1 6 5 8 9],1691086,[4 6 9 3 7 1 8 5 0 2],2126924,[5 8 7 0 1 3 9 4 2 6],1412483,[3 9 0 2 7 6 4 8 5 1],1244373,[3 4 8 9 1 6 7 2 5 0],312328,[0 8 6 9 5 4 3 7 1 2]
