10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
19,309139,[0 8 6 3 4 1 9 2 7 5],161123,[0 4 9 8 6 5 2 7 3 1],753119,[2 0 7 4 9 8 6 5 3 1],310421,[0 8 6 5 1 9 2 7 4 3],1131565,[3 1 0 6 7 8 5 2 9 4],1812327,[4 9 8 5 0 6 3 2 7 1],1940153,[5 3 0 9 6 8 4 7 2 1],1386078,[3 8 4 0 1 7 5 2 6 9],1294500,[3 6 0 8 9 4 5 1 2 7],279409,[0 7 9 4 1 5 2 3 8 6]
20,475153,[1 3 8 2 9 6 0 4 7 5],416388,[1 2 4 7 3 9 6 0 5 8],624232,[1 7 4 8 9 6 3 5 0 2],387505,[1 0 6 9 3 4 2 5 8 7],1181372,[3 2 4 5 8 7 9 1 0 6],1779690,[4 9 1 0 7 6 8 2 3 5],2030372,[5 6 2 8 9 4 7 1 0 3],1287230,[3 5 9 2 7 8 4 1 0 6],1265883,[3 5 4 1 2 0 6 8 9 7],374127,[1 0 4 3 7 8 6 5 9 2]
21,394588,[1 0 8 4 2 5 3 9 6 7],316834,[0 8 7 9 1 3 4 6 2 5],441216,[1 2 9 5 7 8 0 3 4 6],641837,[1 7 9 3 4 6 0 8 5 2],1078481,[2 9 6 8 7 1 4 5 3 0],1682065,[4 6 7 8 1 2 0 3 9 5],2164063,[5 9 6 2 4 8 1 0 7 3],1443894,[3 9 7 4 2 5 1 0 6 8],1290315,[3 6 0 1 2 8 4 7 9 5],280593,[0 7 9 5 6 2 3 4 8 1]
22,380856,[1 0 5 6 9 8 2 3 4 7],287000,[0 8 1 9 5 6 3 4 2 7],795185,[2 1 7 8 4 5 6 9 3 0],465895,[1 3 6 5 0 7 4 2 9 8],1050508,[2 9 0 5 1 4 3 8 6 7],1816441,[5 0 1 4 9 2 3 6 8 7],2176324,[5 9 8 6 4 0 1 7 2 3],1336828,[3 7 1 2 8 4 0 9 5 6],1256415,[3 5 1 4 0 2 8 7 9 6],399611,[1 0 9 4 2 3 6 8 7 5]
23,414969,[1 2 4 5 6 0 7 8 9 3],483425,[1 3 9 8 4 5 6 7 2 0],744223,[2 0 5 7 6 9 3 1 8 4],502706,[1 4 5 8 2 3 0 7 6 9],1166404,[3 1 9 5 0 2 4 8 6 7],1583761,[4 3 2 1 8 0 5 6 9 7],2043188,[5 6 7 2 8 3 9 1 0 4],1434150,[3 9 5 4 8 1 2 0 6 7],1091663,[3 0 1 7 4 2 9 8 6 5],426716,[1 2 6 7 5 9 8 3 0 4]
24,188702,[0 5 7 4 1 6 8 3 2 9],347466,[0 9 5 8 4 3 7 1 2 6],564348,[1 5 9 8 6 7 3 0 2 4],439616,[1 2 9 3 6 5 4 7 0 8],1204205,[3 2 8 9 5 0 1 7 6 4],1567775,[4 2 9 0 5 7 8 6 3 1],2184575,[6 0 2 5 1 8 9 7 4 3],1615884,[4 5 0 7 2 8 6 1 3 9],1422296,[3 9 2 1 5 6 4 7 0 8],548154,[1 5 6 8 2 9 7 0 3 4]
25,341940,[0 9 4 7 8 3 5 1 2 6],141018,[0 4 5 9 8 1 7 2 3 6],780676,[2 1 4 9 3 7 0 8 5 6],441776,[1 2 9 6 5 4 3 7 0 8],1293512,[3 6 0 7 5 2 4 8 1 9],1829800,[5 0 4 1 6 3 8 9 2 7],2230727,[6 1 3 7 2 4 9 8 5 0],1525973,[4 1 8 7 3 5 0 9 6 2],1379706,[3 8 1 7 2 5 9 0 4 6],433087,[1 2 7 9 5 0 4 3 8 6]
26,433538,[1 2 8 0 3 9 4 6 5 7],253719,[0 7 3 4 5 2 8 6 9 1],794532,[2 1 7 6 5 0 8 3 4 9],571036,[1 6 2 4 0 8 3 9 5 7],1096325,[3 0 2 6 8 1 4 9 7 5],1670117,[4 6 3 2 7 8 0 9 5 1],2017474,[5 6 0 3 1 4 7 9 2 8],1301997,[3 6 2 4 1 9 8 5 7 0],1357142,[3 7 6 1 9 4 5 2 0 8],416198,[1 2 4 7 0 5 8 6 3 9]
27,242166,[0 7 1 2 5 3 6 4 8 9],322491,[0 8 9 7 6 3 1 4 5 2],797923,[2 1 8 4 3 5 9 0 7 6],630180,[1 7 6 0 3 5 8 2 4 9],1202507,[3 2 8 6 0 9 4 7 5 1],1819063,[5 0 1 9 4 8 3 2 7 6],2179142,[6 0 1 4 7 5 8 3 2 9],1516069,[4 1 6 8 5 9 3 0 7 2],1088726,[3 0 1 2 4 8 7 6 5 9],440984,[1 2 9 5 4 8 3 6 0 7]
28,295375,[0 8 3 6 2 5 4 1 9 7],245956,[0 7 1 8 5 6 2 9 3 4],451838,[1 3 2 7 6 4 8 5 0 9],558916,[1 5 8 9 2 6 0 7 3 4],1295373,[3 6 1 0 2 8 9 5 7 4],1739840,[4 8 1 2 5 7 3 6 0 9],2169077,[5 9 7 2 4 6 0 8 3 1],1553104,[4 2 6 1 0 7 8 9 3 5],1254993,[3 5 1 0 2 6 7 8 9 4],437941,[1 2 8 9 3 5 6 0 7 4]
29,451279,[1 3 2 6 8 7 4 0 9 5],148259,[0 4 7 3 9 5 2 8 6 1],782646,[2 1 5 4 0 3 7 6 8 9],604272,[1 6 9 8 2 5 0 3 4 7],1347631,[3 7 4 2 8 1 5 0 9 6],1878074,[5 1 6 7 3 8 0 4 2 9],1909494,[5 2 3 9 0 6 4 1 7 8],1437514,[3 9 6 1 5 2 4 8 0 7],1112781,[3 0 6 8 5 1 9 4 7 2],504502,[1 4 6 0 8 2 9 7 3 5]
30,136942,[0 4 5 2 3 1 9 8 6 7],478257,[1 3 8 9 2 5 4 6 7 0],465631,[1 3 6 4 8 2 5 0 9 7],622004,[1 7 4 3 9 2 8 5 0 6],1253067,[3 5 0 7 4 2 1 8 9 6],1779994,[4 9 1 2 3 5 6 8 0 7],1988309,[5 4 2 6 7 1 0 9 8 3],1354759,[3 7 5 8 4 6 1 0 9 2],1263427,[3 5 2 7 8 4 9 0 6 1],292352,[0 8 3 1 2 5 6 7 4 9]
31,250197,[0 7 2 6 4 9 8 3 5 1],418267,[1 2 4 9 8 5 7 0 6 3],771088,[2 1 0 9 8 6 5 7 3 4],600272,[1 6 9 0 7 3 4 5 2 8],1031671,[2 8 5 6 9 1 3 0 7 4],1854643,[5 0 9 8 7 2 6 1 4 3],2055056,[5 6 9 7 1 3 2 4 0 8],1481737,[4 0 7 9 8 6 1 2 5 3],1407414,[3 8 9 1 6 4 2 0 5 7],386533,[1 0 6 7 9 2 5 3 8 4]
32,244657,[0 7 1 5 8 9 2 3 6 4],277803,[0 7 9 1 8 2 3 5 6 4],664849,[1 8 4 9 3 5 0 2 7 6],511661,[1 4 7 5 6 9 0 8 3 2],1212365,[3 4 0 6 9 1 2 8 7 5],1704090,[4 7 2 0 8 6 9 1 3 5],2097082,[5 8 0 1 6 7 3 9 2 4],1576385,[4 3 0 8 5 6 7 9 2 1],1174709,[3 2 1 0 7 5 4 9 8 6],590887,[1 6 7 2 8 0 4 3 9 5]
33,383971,[1 0 6 3 4 8 9 2 7 5],405935,[1 2 0 6 8 7 9 5 4 3],492195,[1 4 2 7 6 8 0 5 9 3],324276,[0 9 1 4 5 3 7 2 6 8],1126704,[3 0 9 5 8 2 1 4 6 7],1828090,[5 0 3 8 1 2 6 9 4 7],2234124,[6 1 4 2 9 7 5 0 3 8],1520183,[4 1 7 6 3 0 9 8 5 2],1388766,[3 8 4 5 9 0 2 1 6 7],316323,[0 8 7 6 3 1 2 5 9 4]
34,195929,[0 5 8 9 1 6 4 7 3 2],357576,[0 9 7 8 4 6 1 2 3 5],537582,[1 5 3 7 6 9 2 0 4 8],603154,[1 6 9 5 7 2 3 8 0 4],1325440,[3 6 8 9 7 1 4 5 0 2],1554940,[4 2 6 5 7 9 0 8 1 3],2070240,[5 7 2 8 3 0 1 4 6 9],1327602,[3 6 9 2 8 1 7 0 4 5],1290931,[3 6 0 1 9 7 8 2 5 4],487727,[1 4 0 8 5 3 9 7 6 2]
35,127303,[0 4 2 3 8 9 5 1 7 6],445843,[1 3 0 6 4 5 9 2 8 7],573628,[1 6 2 8 7 3 0 9 4 5],556194,[1 5 8 3 4 9 7 0 2 6],1173244,[3 2 0 8 6 1 4 9 5 7],1542239,[4 2 1 9 8 7 6 5 3 0],2060182,[5 7 0 8 3 1 9 6 2 4],1557365,[4 2 7 0 1 3 5 9 8 6],1285883,[3 5 9 0 8 6 2 7 4 1],383921,[1 0 6 3 4 5 8 9 7 2]
36,305113,[0 8 5 4 7 6 1 2 9 3],480152,[1 3 9 2 8 4 5 6 0 7],673954,[1 8 6 7 0 3 4 9 2 5],446276,[1 3 0 6 8 9 7 4 2 5],1191997,[3 2 6 5 7 1 8 0 9 4],1705408,[4 7 2 3 6 8 5 9 0 1],2247103,[6 1 7 8 9 5 2 0 4 3],1585271,[4 3 2 6 8 5 9 7 1 0],1150153,[3 1 6 2 5 8 0 4 9 7],261304,[0 7 4 8 9 3 5 6 1 2]
37,377521,[1 0 4 9 5 2 3 6 8 7],307187,[0 8 5 9 4 7 2 6 3 1],651662,[1 8 2 4 0 6 7 5 3 9],399362,[1 0 9 3 7 2 4 6 5 8],1115159,[3 0 7 2 8 9 6 5 4 1],1756786,[4 8 5 3 9 7 1 6 0 2],2218719,[6 1 0 3 7 4 8 5 9 2],1301392,[3 6 2 1 5 9 7 8 0 4],1276363,[3 5 7 1 8 2 9 0 6 4],484586,[1 4 0 3 2 6 5 8 7 9]
38,396098,[1 0 8 6 2 9 3 5 4 7],255648,[0 7 3 8 1 5 2 4 6 9],516539,[1 4 8 5 3 6 2 9 7 0],297803,[0 8 4 1 6 7 3 9 5 2],1046424,[2 8 9 5 3 1 0 4 6 7],1690670,[4 6 9 3 0 8 5 2 1 7],2060632,[5 7 0 8 9 6 3 4 1 2],1379044,[3 8 1 6 4 0 2 9 5 7],1207515,[3 2 9 6 0 7 1 5 8 4],303760,[0 8 5 2 9 3 6 7 1 4]
39,179814,[0 5 4 7 8 3 2 1 6 9],232485,[0 6 8 1 9 3 7 4 5 2],524703,[1 5 0 2 8 6 7 4 9 3],336264,[0 9 3 7 1 4 2 5 6 8],1089043,[3 0 1 2 7 5 9 4 8 6],1749594,[4 8 3 0 9 7 6 1 2 5],1926465,[5 2 8 1 6 9 3 4 7 0],1517071,[4 1 7 0 2 5 6 3 9 8],1114675,[3 0 7 2 1 9 8 4 6 5],544801,[1 5 6 0 8 2 3 4 9 7]
40,470385,[1 3 7 4 2 9 5 6 8 0],429341,[1 2 7 3 4 9 0 8 6 5],522994,[1 4 9 7 3 2 5 8 0 6],394073,[1 0 8 3 4 9 6 7 5 2],1047342,[2 8 9 6 4 7 1 0 3 5],1885448,[5 1 8 0 7 2 4 6 3 9],2185222,[6 0 2 7 1 3 9 8 4 5],1495151,[4 1 0 7 6 5 9 8 3 2],1124740,[3 0 9 2 1 8 4 7 5 6],235224,[0 6 8 5 7 2 1 3 4 9]
41,352298,[0 9 6 8 2 7 1 4 3 5],297847,[0 8 4 1 7 2 5 3 9 6],542627,[1 5 4 7 6 9 2 8 3 0],501362,[1 4 5 6 3 0 2 8 7 9],1017926,[2 8 1 9 6 5 4 3 0 7],1578912,[4 3 1 2 9 7 0 5 6 8],1947566,[5 3 2 4 9 7 6 1 0 8],1321493,[3 6 8 1 4 5 0 9 7 2],1251111,[3 5 0 2 7 9 6 4 8 1],519612,[1 4 9 0 7 2 6 3 5 8]
42,401010,[1 0 9 5 8 6 7 2 3 4],216392,[0 6 3 9 5 2 4 7 1 8],770251,[2 1 0 8 7 6 9 3 5 4],433076,[1 2 7 9 4 8 6 3 0 5],1313703,[3 6 5 7 4 2 8 1 9 0],1719664,[4 7 6 1 3 5 8 9 0 2],2120765,[5 8 4 7 3 0 1 9 6 2],1349393,[3 7 4 8 0 9 5 6 2 1],1371669,[3 8 0 2 1 6 9 5 7 4],280512,[0 7 9 5 4 6 1 2 3 8]
43,313415,[0 8 7 2 3 6 9 5 4 1],278862,[0 7 9 3 2 8 4 1 5 6],493551,[1 4 2 9 5 8 6 3 7 0],423343,[1 2 5 9 8 7 3 0 6 4],1329318,[3 6 9 7 1 5 2 0 4 8],1541794,[4 2 1 9 5 3 6 8 0 7],2182866,[6 0 2 1 8 5 9 3 4 7],1315493,[3 6 7 0 1 5 2 9 8 4],1446965,[3 9 8 0 6 1 2 7 5 4],581081,[1 6 4 3 0 5 8 9 7 2]
44,206598,[0 6 1 9 8 5 3 2 4 7],233045,[0 6 8 2 7 1 3 9 5 4],453525,[1 3 2 9 8 4 7 5 6 0],476601,[1 3 8 5 9 6 2 4 7 0],1362337,[3 7 8 2 0 9 1 4 6 5],1667791,[4 6 2 9 3 1 5 0 8 7],1927801,[5 2 8 4 6 0 1 3 9 7],1428607,[3 9 4 5 1 0 6 2 8 7],1393087,[3 8 5 2 9 0 4 1 7 6],357664,[0 9 7 8 5 3 4 6 1 2]
45,176257,[0 5 3 9 7 8 1 2 6 4],360078,[0 9 8 4 1 6 3 2 5 7],677810,[1 8 7 4 3 5 0 6 2 9],633738,[1 7 6 8 2 0 9 3 4 5],1017966,[2 8 1 9 7 0 4 3 5 6],1818520,[5 0 1 8 7 3 6 9 2 4],2195810,[6 0 4 7 8 3 1 5 2 9],1528215,[4 1 9 2 6 0 7 5 8 3],1323431,[3 6 8 5 0 4 9 7 2 1],387501,[1 0 6 9 3 2 8 5 7 4]
46,291781,[0 8 2 9 3 5 6 1 7 4],158244,[0 4 9 3 7 6 5 1 2 8],598749,[1 6 8 7 4 3 9 2 5 0],314296,[0 8 7 3 5 1 6 9 2 4],1343764,[3 7 2 6 4 0 1 9 5 8],1767704,[4 8 7 6 0 9 2 3 1 5],2147179,[5 9 2 0 3 1 8 4 7 6],1353181,[3 7 5 4 2 6 8 0 9 1],1220737,[3 4 2 1 6 9 0 5 8 7],594705,[1 6 7 9 8 5 2 3 4 0]
47,407310,[1 2 0 8 7 4 5 3 6 9],187661,[0 5 7 2 6 9 1 8 4 3],568707,[1 6 0 8 9 3 2 5 7 4],391438,[1 0 7 6 5 9 8 4 2 3],1236171,[3 4 7 1 9 5 0 6 8 2],1691312,[4 6 9 5 0 2 3 7 1 8],2001084,[5 4 7 0 2 8 6 1 3 9],1431994,[3 9 5 0 8 2 4 7 1 6],1150512,[3 1 6 2 9 7 0 4 5 8],255764,[0 7 3 8 2 4 9 5 1 6]
48,418343,[1 2 5 0 3 4 9 8 7 6],435972,[1 2 8 5 6 0 7 3 4 9],527228,[1 5 0 7 3 6 9 4 2 8],476128,[1 3 8 5 2 7 6 9 0 4],1300881,[3 6 2 0 8 7 4 5 9 1],1600269,[4 3 7 5 6 2 9 1 8 0],2262116,[6 2 0 8 7 9 5 3 1 4],1337033,[3 7 1 2 9 8 5 6 4 0],1242071,[3 4 8 5 0 6 9 7 2 1],344335,[0 9 5 3 2 6 4 1 8 7]
49,348344,[0 9 6 1 7 8 3 4 2 5],215692,[0 6 3 8 5 4 1 9 2 7],676242,[1 8 7 2 3 4 9 0 5 6],392773,[1 0 7 9 5 2 6 3 8 4],1055798,[2 9 1 5 4 3 7 6 0 8],1887353,[5 1 8 4 2 9 6 7 3 0],2012172,[5 4 9 1 7 0 6 2 3 8],1458469,[4 0 2 5 7 9 6 1 8 3],1364159,[3 7 8 5 4 9 6 2 1 0],536252,[1 5 3 4 8 7 9 2 0 6]
50,265144,[0 7 5 6 2 4 8 9 1 3],168029,[0 5 2 4 6 3 1 9 8 7],509408,[1 4 7 0 6 2 5 8 3 9],321874,[0 8 9 7 1 3 4 6 2 5],1251261,[3 5 0 2 9 1 8 6 7 4],1793354,[4 9 3 7 6 5 0 2 1 8],2213357,[6 0 9 2 1 7 3 8 5 4],1492782,[4 1 0 3 5 9 6 2 7 8],1166731,[3 1 9 5 4 7 8 0 6 2],407905,[1 2 0 9 6 4 3 5 8 7]
51,296351,[0 8 3 7 5 4 9 6 2 1],283208,[0 8 1 3 5 2 6 7 4 9],467320,[1 3 6 8 0 4 7 9 2 5],331154,[0 9 2 6 8 5 1 4 3 7],1142186,[3 1 4 7 5 2 0 8 6 9],1709140,[4 7 3 0 8 9 1 6 2 5],2237239,[6 1 4 9 2 7 3 0 8 5],1314358,[3 6 5 8 2 9 7 4 0 1],1347969,[3 7 4 5 1 0 6 8 9 2],573015,[1 6 2 7 9 0 5 4 8 3]
52,427931,[1 2 6 9 4 0 5 8 7 3],399510,[1 0 9 3 8 4 5 2 6 7],676873,[1 8 7 3 0 6 2 4 9 5],435407,[1 2 8 4 7 3 9 6 5 0],1329133,[3 6 9 7 0 1 5 2 8 4],1748097,[4 8 2 7 9 3 1 5 6 0],2174971,[5 9 8 3 6 4 7 0 2 1],1420502,[3 9 1 7 8 4 5 2 0 6],1110968,[3 0 6 5 1 2 7 8 4 9],426524,[1 2 6 7 4 3 9 5 0 8]
53,163268,[0 5 1 4 8 6 9 3 2 7],230678,[0 6 7 8 3 2 5 4 1 9],728435,[2 0 1 6 8 4 5 9 7 3],306773,[0 8 5 9 1 4 2 7 6 3],1199787,[3 2 8 0 5 4 1 7 9 6],1556138,[4 2 6 8 1 9 0 5 3 7],1914586,[5 2 4 9 0 8 3 7 1 6],1531630,[4 1 9 8 2 5 7 6 0 3],1304073,[3 6 2 8 1 4 5 7 9 0],350634,[0 9 6 4 8 7 5 1 2 3]
