98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
18,1885834,[5 1 8 2 3 4 6 9 0 7],593988,[1 6 7 8 9 5 3 0 2 4],95625,[0 3 4 9 7 8 2 5 6 1],2723429,[7 4 5 2 6 1 0 9 8 3],3365454,[9 2 4 7 1 5 3 0 6 8],2133174,[5 8 9 1 6 3 2 0 4 7],3554506,[9 7 1 2 6 8 3 5 0 4],1257708,[3 5 1 6 8 9 4 0 2 7],107804,[0 3 7 4 8 2 9 5 1 6],1979157,[5 4 0 7 8 9 6 2 3 1]
19,1124128,[3 0 9 1 4 7 6 8 2 5],2885822,[7 9 4 5 0 3 6 2 1 8],1568104,[4 2 9 0 8 5 6 7 1 3],2539501,[6 9 8 7 0 3 4 1 5 2],1937163,[5 3 0 4 7 1 2 8 9 6],2018520,[5 6 0 4 7 1 2 3 8 9],2878605,[7 9 3 1 0 4 8 5 6 2],337303,[0 9 3 8 4 7 2 1 6 5],1039356,[2 8 7 1 5 3 6 0 4 9],199710,[0 5 9 6 3 2 4 1 7 8]
20,3256911,[8 9 6 1 3 7 4 2 5 0],2665193,[7 3 0 8 5 9 4 6 2 1],1071777,[2 9 5 6 4 3 1 7 8 0],1209531,[3 2 9 8 7 4 0 5 6 1],1739766,[4 8 1 2 5 0 6 3 7 9],2025941,[5 6 1 9 7 8 0 4 3 2],79051,[0 2 9 6 7 5 8 1 4 3],1786462,[4 9 2 5 1 0 8 7 3 6],1600950,[4 3 7 6 5 1 2 0 8 9],2983180,[8 1 9 7 2 6 0 5 3 4]
21,233393,[0 6 8 3 1 9 5 7 4 2],2780898,[7 5 9 6 2 0 8 1 3 4],2246181,[6 1 7 5 8 0 9 3 4 2],848994,[2 4 0 6 1 9 8 3 5 7],1133465,[3 1 0 9 4 6 7 8 5 2],3476519,[9 5 1 7 3 8 6 4 2 0],2041724,[5 6 7 0 8 2 9 3 1 4],2628829,[7 2 1 6 0 9 5 3 8 4],806044,[2 1 9 8 5 0 3 7 4 6],792223,[2 1 7 3 4 9 5 0 8 6]
22,71029,[0 2 8 1 6 9 5 3 7 4],2419163,[6 5 9 8 7 3 1 4 2 0],368211,[1 0 3 2 6 7 4 8 9 5],2077165,[5 7 4 0 9 6 3 1 8 2],1017376,[2 8 1 9 0 3 6 7 4 5],475765,[1 3 8 4 7 6 5 0 9 2],2353699,[6 4 3 0 1 2 9 5 8 7],3330207,[9 1 5 7 2 6 4 3 8 0],3481069,[9 5 2 6 7 8 3 0 4 1],597455,[1 6 8 4 7 5 9 3 2 0]
23,1581473,[4 3 1 8 5 9 6 7 2 0],1004696,[2 7 9 3 4 5 1 6 0 8],957159,[2 6 7 9 3 1 5 4 8 0],2876695,[7 9 2 6 3 4 1 0 8 5],1925254,[5 2 7 9 8 4 6 3 0 1],443725,[1 3 0 2 5 8 7 4 9 6],902863,[2 5 4 0 9 8 3 1 7 6],563681,[1 5 9 7 8 2 4 6 3 0],2925487,[8 0 5 4 2 1 6 3 9 7],1477351,[4 0 7 1 9 3 5 2 8 6]
24,1242683,[3 4 8 5 9 6 1 7 2 0],2222464,[6 1 0 9 7 4 5 8 2 3],787553,[2 1 6 3 8 9 5 7 4 0],3059450,[8 3 9 0 2 5 1 6 4 7],738450,[2 0 4 6 7 8 9 1 3 5],1823078,[5 0 2 8 1 4 7 6 3 9],1331888,[3 7 0 2 9 1 5 6 4 8],2914847,[8 0 3 4 5 2 9 7 6 1],1082950,[2 9 7 8 0 4 6 5 1 3],817718,[2 3 4 1 8 5 7 6 0 9]
25,2262982,[6 2 1 0 3 4 9 8 5 7],3146339,[8 6 0 2 9 4 3 7 5 1],1611457,[4 3 9 7 0 8 1 2 6 5],2781450,[7 5 9 8 0 4 6 1 2 3],2066486,[5 7 2 0 1 8 6 4 3 9],2166399,[5 9 6 7 8 1 3 2 4 0],3045263,[8 3 5 1 6 0 9 7 4 2],1755419,[4 8 5 2 0 6 3 9 7 1],1616528,[4 5 0 8 2 1 6 7 3 9],2134227,[5 8 9 3 1 2 0 6 7 4]
26,544824,[1 5 6 0 8 3 2 4 7 9],1378632,[3 8 1 5 7 6 0 2 4 9],512864,[1 4 7 8 2 9 3 5 0 6],2834059,[7 8 2 3 1 0 9 4 6 5],1946876,[5 3 2 1 9 8 7 4 0 6],1117393,[3 0 7 6 9 5 1 2 8 4],3462112,[9 4 7 8 2 6 3 5 0 1],1447387,[3 9 8 1 2 5 7 0 6 4],1602435,[4 3 7 9 5 6 0 2 8 1],2999878,[8 2 4 1 5 9 7 6 0 3]
27,575303,[1 6 3 2 0 4 9 8 7 5],3102846,[8 4 9 5 3 0 2 1 6 7],140833,[0 4 5 9 6 7 1 2 8 3],1983100,[5 4 1 6 2 9 0 8 3 7],1128732,[3 0 9 8 6 1 5 2 4 7],1748347,[4 8 2 9 1 5 7 0 6 3],577789,[1 6 3 7 4 9 5 0 8 2],475249,[1 3 8 4 0 6 2 5 9 7],616832,[1 7 3 4 8 2 5 6 0 9],1006137,[2 7 9 5 3 4 1 6 8 0]
28,1084244,[2 9 8 0 7 3 6 4 1 5],352208,[0 9 6 8 2 1 4 5 3 7],2494910,[6 8 9 0 1 7 4 3 2 5],3017418,[8 2 7 5 9 0 6 1 3 4],364283,[1 0 2 4 9 7 5 8 6 3],504731,[1 4 6 2 0 3 7 9 8 5],2820715,[7 6 9 4 3 8 5 0 2 1],232553,[0 6 8 1 9 7 4 5 3 2],899114,[2 5 3 4 8 7 0 6 1 9],903701,[2 5 4 3 0 9 1 8 7 6]
29,1557897,[4 2 7 0 8 5 3 6 9 1],1790897,[4 9 3 2 5 0 7 8 6 1],2574811,[7 0 8 9 1 5 6 2 4 3],839370,[2 3 8 5 7 6 9 0 1 4],1704791,[4 7 2 1 8 5 9 6 3 0],1205787,[3 2 9 1 7 4 0 6 8 5],1913698,[5 2 4 7 9 3 1 8 0 6],1435597,[3 9 5 7 8 1 4 0 6 2],1354384,[3 7 5 8 0 4 6 9 1 2],1854860,[5 1 0 2 4 3 9 7 6 8]
30,1661174,[4 6 1 7 2 0 8 5 3 9],867849,[2 4 6 1 5 0 7 8 9 3],791048,[2 1 6 9 7 0 4 5 3 8],2323513,[6 3 7 0 1 8 2 4 9 5],1441385,[3 9 6 8 7 2 4 5 1 0],1791876,[4 9 3 5 7 1 6 0 2 8],165021,[0 5 1 8 3 2 9 6 7 4],367406,[1 0 2 9 4 7 6 5 3 8],3302839,[9 0 8 3 2 6 4 1 7 5],505145,[1 4 6 2 7 5 8 9 3 0]
31,2041020,[5 6 4 9 7 2 3 0 1 8],2139659,[5 9 0 4 7 3 2 8 6 1],2138719,[5 9 0 3 4 7 2 1 8 6],1106824,[3 0 5 7 2 6 8 9 1 4],3195372,[8 7 2 0 1 3 6 4 5 9],2746504,[7 5 0 9 4 3 6 8 1 2],2630735,[7 2 1 9 6 5 8 4 3 0],2147715,[5 9 2 0 8 6 1 4 7 3],1197893,[3 2 7 6 8 4 0 9 5 1],2851150,[7 8 5 4 9 2 6 3 0 1]
32,2233669,[6 1 4 2 3 9 7 0 8 5],594828,[1 6 8 0 2 9 5 3 4 7],357612,[0 9 7 8 5 1 4 2 3 6],1737790,[4 8 0 7 5 3 9 6 1 2],2185716,[6 0 2 7 8 3 5 1 4 9],241669,[0 6 9 8 4 7 3 1 5 2],3222870,[8 7 9 3 1 2 4 0 5 6],1958502,[5 3 6 7 0 9 2 1 4 8],1110711,[3 0 6 4 7 9 5 2 8 1],1960302,[5 3 6 9 4 8 1 0 2 7]
33,227843,[0 6 7 2 4 8 3 9 5 1],413668,[1 2 4 0 7 5 3 9 6 8],756533,[2 0 8 1 7 5 3 9 6 4],504436,[1 4 6 0 7 8 2 9 3 5],2485239,[6 8 5 0 7 2 4 3 9 1],866076,[2 4 5 8 9 1 6 0 3 7],2995578,[8 2 3 4 6 0 9 1 5 7],1337266,[3 7 1 4 2 9 5 8 0 6],3467148,[9 4 8 7 2 6 3 0 1 5],2967254,[8 1 5 7 2 0 6 4 3 9]
34,1377861,[3 8 1 4 7 0 9 5 6 2],1395767,[3 8 5 9 4 1 7 6 2 0],2655299,[7 2 8 6 9 3 1 5 4 0],1297690,[3 6 1 5 4 0 7 9 2 8],1527724,[4 1 9 0 8 2 3 7 5 6],2494301,[6 8 7 9 1 5 0 4 3 2],151514,[0 4 8 1 5 7 2 6 3 9],3282953,[9 0 4 3 6 8 5 7 2 1],518663,[1 4 8 9 3 0 7 6 5 2],864407,[2 4 5 6 7 1 9 8 3 0]
35,1101984,[3 0 4 7 6 2 1 5 8 9],3480603,[9 5 2 6 1 0 3 7 8 4],1642183,[4 5 7 8 6 9 1 0 3 2],3153917,[8 6 1 7 3 5 0 9 4 2],716342,[1 9 7 0 8 4 5 3 2 6],247935,[0 7 2 3 5 1 8 6 9 4],1033630,[2 8 6 0 5 4 9 7 1 3],2082551,[5 7 6 1 3 4 9 8 2 0],2056548,[5 7 0 1 3 9 6 2 4 8],2364871,[6 4 7 1 5 2 3 0 9 8]
36,464214,[1 3 6 0 8 5 4 2 7 9],1220357,[3 4 2 0 9 7 1 8 6 5],206249,[0 6 1 9 4 7 5 8 3 2],2223968,[6 1 2 3 9 0 5 7 4 8],1578892,[4 3 1 2 9 6 0 8 5 7],2400111,[6 5 4 1 3 9 7 2 8 0],1494269,[4 1 0 6 5 3 2 9 8 7],1661567,[4 6 1 7 8 2 9 5 3 0],2737096,[7 4 9 0 5 1 6 8 2 3],1577318,[4 3 0 9 7 2 6 5 1 8]
37,2201456,[6 0 5 8 4 3 2 7 1 9],1631072,[4 5 3 7 2 1 6 8 0 9],2142010,[5 9 1 0 2 3 6 8 4 7],1725901,[4 7 8 3 0 5 6 1 9 2],2118269,[5 8 4 2 0 3 1 9 7 6],499661,[1 4 5 0 9 8 2 7 6 3],3457158,[9 4 6 8 3 5 1 0 2 7],1757385,[4 8 5 6 7 9 1 2 3 0],2830962,[7 8 1 5 9 2 6 0 3 4],1520684,[4 1 7 8 0 3 9 5 2 6]
38,2381158,[6 5 0 4 1 9 8 7 2 3],1635014,[4 5 6 2 9 0 7 3 1 8],173674,[0 5 3 6 2 4 7 9 1 8],1644843,[4 5 8 2 6 0 1 7 9 3],3112148,[8 5 1 4 3 6 9 2 0 7],3523784,[9 6 3 1 0 8 4 5 2 7],2768005,[7 5 6 1 3 8 4 0 9 2],2888570,[7 9 5 0 8 3 1 4 2 6],2396248,[6 5 3 4 0 8 7 9 1 2],429741,[1 2 7 3 9 0 8 5 6 4]
39,522458,[1 4 9 6 5 8 0 3 2 7],3491097,[9 5 4 6 7 2 1 3 8 0],164737,[0 5 1 7 8 9 2 3 6 4],188985,[0 5 7 4 3 9 2 6 8 1],3246021,[8 9 4 0 3 1 7 5 6 2],2848031,[7 8 5 0 4 3 9 6 2 1],2272170,[6 2 3 8 7 5 9 0 1 4],2152061,[5 9 2 8 7 6 0 4 3 1],2892504,[7 9 5 8 2 1 0 3 4 6],2265123,[6 2 1 5 0 3 4 8 9 7]
40,2234914,[6 1 4 5 0 3 7 9 2 8],2241245,[6 1 5 7 9 0 2 8 4 3],1081870,[2 9 7 5 4 3 8 6 0 1],2962245,[8 1 4 7 2 3 9 5 6 0],830654,[2 3 6 8 7 0 5 4 1 9],528641,[1 5 0 9 3 4 7 8 6 2],1731982,[4 7 9 5 3 0 8 6 1 2],2677963,[7 3 4 2 5 1 9 0 8 6],595103,[1 6 8 0 5 2 9 7 4 3],2052141,[5 6 9 1 2 0 8 4 7 3]
41,1364838,[3 7 8 6 4 5 1 0 2 9],1168843,[3 1 9 8 4 2 7 0 6 5],3421921,[9 3 7 8 5 0 1 2 6 4],3421767,[9 3 7 8 2 5 4 1 6 0],2993903,[8 2 3 0 4 1 9 7 6 5],2735210,[7 4 8 5 9 2 0 3 1 6],473795,[1 3 8 0 2 5 6 9 7 4],3153888,[8 6 1 7 3 4 0 2 5 9],703589,[1 9 4 6 2 3 0 8 7 5],301285,[0 8 4 7 3 6 5 1 9 2]
42,46628,[0 2 3 4 8 6 9 5 1 7],843844,[2 3 9 5 0 1 4 8 6 7],3228378,[8 9 0 4 7 1 6 2 3 5],2387235,[6 5 1 7 4 8 0 3 9 2],590410,[1 6 7 2 0 3 5 9 4 8],861853,[2 4 5 0 1 3 8 6 9 7],106417,[0 3 7 1 8 9 2 4 6 5],616783,[1 7 3 4 6 9 2 0 8 5],2436695,[6 7 3 4 1 8 9 5 2 0],1238204,[3 4 7 6 8 1 9 2 0 5]
43,3282361,[9 0 4 2 8 1 3 5 7 6],487231,[1 4 0 7 8 3 5 2 9 6],2233558,[6 1 4 2 0 9 8 7 3 5],1335861,[3 7 1 0 5 2 9 6 8 4],2444664,[6 7 5 0 3 2 1 4 8 9],748365,[2 0 6 5 4 3 9 7 8 1],1576284,[4 3 0 8 2 7 6 1 5 9],3267167,[9 0 1 3 7 4 8 6 5 2],2893419,[7 9 6 0 4 8 1 3 5 2],1969650,[5 3 8 7 4 6 9 0 1 2]
44,400699,[1 0 9 5 6 2 8 3 7 4],1761001,[4 8 6 2 9 0 1 3 7 5],2234013,[6 1 4 2 8 7 9 3 5 0],1161841,[3 1 8 5 7 0 2 4 9 6],1416795,[3 9 1 0 7 6 2 5 8 4],2202912,[6 0 7 1 5 8 2 3 4 9],2412695,[6 5 8 4 9 3 7 2 1 0],2380687,[6 5 0 3 7 1 4 2 9 8],283994,[0 8 1 4 5 7 2 6 3 9],1468034,[4 0 5 2 9 7 1 6 3 8]
45,3135877,[8 5 7 1 3 2 6 0 9 4],2266999,[6 2 1 8 5 7 3 0 9 4],1364842,[3 7 8 6 4 5 1 9 0 2],825383,[2 3 5 8 4 0 9 7 6 1],2055371,[5 6 9 7 4 0 2 8 3 1],2055115,[5 6 9 7 1 8 4 0 3 2],1021603,[2 8 3 6 9 1 7 0 5 4],63909,[0 2 6 7 8 4 9 3 5 1],1478624,[4 0 7 3 6 9 2 5 1 8],3029038,[8 3 0 9 7 6 5 4 1 2]
46,2233025,[6 1 4 0 5 7 8 9 3 2],1079649,[2 9 7 1 5 0 4 6 8 3],1082403,[2 9 7 6 3 0 1 5 8 4],643112,[1 7 9 5 2 3 4 6 0 8],3358162,[9 2 3 4 0 7 5 8 1 6],2145422,[5 9 1 6 7 3 4 2 0 8],1056610,[2 9 1 6 5 0 4 8 3 7],1380023,[3 8 1 7 6 0 9 5 4 2],204731,[0 6 1 7 4 2 5 9 8 3],2484370,[6 8 4 9 3 0 2 7 1 5]
47,2873090,[7 9 2 0 4 5 1 6 3 8],1189612,[3 2 6 0 4 7 1 9 5 8],3158586,[8 6 2 5 9 3 7 0 1 4],2694039,[7 3 8 4 6 1 5 2 9 0],1710764,[4 7 3 5 0 2 9 6 1 8],3323666,[9 1 4 5 2 3 0 7 6 8],750657,[2 0 6 9 5 4 3 7 8 1],2538637,[6 9 8 4 7 1 3 0 5 2],1330181,[3 6 9 8 2 7 0 5 4 1],3441729,[9 4 2 8 1 0 5 6 7 3]
48,2029906,[5 6 2 8 1 9 3 7 0 4],3065599,[8 4 0 2 7 6 3 1 9 5],1954001,[5 3 4 7 9 1 6 8 2 0],1917372,[5 2 6 4 0 1 8 3 7 9],558946,[1 5 8 9 2 7 3 6 0 4],3398030,[9 3 2 1 5 8 6 4 0 7],1493863,[4 1 0 5 8 9 3 2 7 6],2307128,[6 3 1 8 4 0 5 7 2 9],3238224,[8 9 2 4 5 1 0 3 6 7],2792413,[7 6 2 0 4 1 8 3 9 5]
49,1248864,[3 4 9 7 5 1 0 2 6 8],3009899,[8 2 6 1 4 5 3 9 7 0],541848,[1 5 4 6 7 3 0 2 8 9],3260325,[8 9 6 7 1 2 5 3 4 0],2543698,[7 0 1 6 9 4 3 8 2 5],2974646,[8 1 7 2 4 6 5 3 0 9],2715829,[7 4 2 8 9 6 3 0 5 1],1770571,[4 8 9 2 0 6 7 1 5 3],3504391,[9 5 8 2 1 3 4 0 7 6],2913439,[8 0 3 1 5 7 4 2 9 6]
50,1905294,[5 2 3 0 4 7 6 1 8 9],2747964,[7 5 1 2 6 8 4 0 3 9],336640,[0 9 3 7 5 2 6 8 1 4],1402126,[3 8 7 1 4 2 9 6 0 5],3442232,[9 4 2 8 7 1 3 5 0 6],1975380,[5 3 9 8 4 2 6 0 1 7],2821335,[7 6 9 5 3 0 4 2 8 1],3111644,[8 5 1 3 7 2 9 4 0 6],162117,[0 5 1 3 2 9 8 6 7 4],2537093,[6 9 8 2 5 3 0 7 4 1]
51,1399188,[3 8 6 5 1 9 4 0 2 7],2888434,[7 9 5 0 6 2 3 8 1 4],931356,[2 6 0 8 5 3 7 1 4 9],3050928,[8 3 6 2 4 5 0 1 7 9],353750,[0 9 7 2 3 8 5 4 1 6],1724807,[4 7 8 1 5 2 9 6 3 0],190935,[0 5 7 9 2 1 6 4 8 3],91628,[0 3 4 2 5 7 9 6 1 8],1788222,[4 9 2 7 5 8 1 0 3 6],434071,[1 2 8 0 9 4 5 3 7 6]
52,1892892,[5 1 9 6 0 2 7 3 4 8],1253442,[3 5 0 7 9 2 8 1 4 6],445809,[1 3 0 6 4 2 7 8 9 5],1840131,[5 0 7 1 8 4 2 6 9 3],1014759,[2 8 1 4 5 3 7 6 9 0],121538,[0 4 1 2 8 9 3 6 5 7],2528414,[6 9 5 4 7 0 3 2 1 8],3405266,[9 3 4 6 5 1 0 7 2 8],2262934,[6 2 0 9 8 5 7 4 1 3],700854,[1 9 4 0 5 6 3 2 7 8]
53,139484,[0 4 5 7 8 2 9 3 1 6],1646404,[4 5 8 6 7 0 1 9 2 3],246317,[0 7 1 9 2 6 3 8 5 4],1379090,[3 8 1 6 4 5 0 7 2 9],2250087,[6 1 8 4 0 7 5 3 9 2],2352210,[6 4 2 7 9 5 8 0 1 3],1172295,[3 2 0 7 4 1 8 6 9 5],3256793,[8 9 6 1 2 7 4 5 3 0],2453206,[6 7 8 5 1 2 9 4 0 3],1717786,[4 7 5 8 6 9 1 3 0 2]
