70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
15,1843,[2 4 1 6 0 5 3],4345,[6 0 2 1 3 5 4],3889,[5 2 3 0 1 6 4],3482,[4 6 0 1 3 2 5],2591,[3 4 2 6 5 1 0],1835,[2 4 1 3 6 5 0],1963,[2 5 1 6 0 4 3],4101,[5 4 0 6 2 3 1],3576,[4 6 5 0 1 2 3],2119,[2 6 4 1 0 5 3]
17,3205,[4 2 5 3 0 6 1],3457,[4 5 6 0 1 3 2],3056,[4 1 3 2 5 0 6],2810,[3 6 2 0 4 1 5],4938,[6 5 0 4 1 2 3],2909,[4 0 2 1 6 5 3],2791,[3 6 1 2 0 5 4],2169,[3 0 1 4 5 6 2],4010,[5 3 2 0 4 1 6],3881,[5 2 1 4 6 3 0]
19,1228,[1 5 2 0 6 3 4],4159,[5 4 3 1 0 6 2],1668,[2 1 6 4 0 3 5],3088,[4 1 5 3 6 0 2],2365,[3 1 5 4 0 6 2],2478,[3 2 5 1 0 4 6],1619,[2 1 4 3 6 5 0],1405,[1 6 4 3 0 5 2],3048,[4 1 3 0 2 5 6],4306,[5 6 4 1 3 0 2]
21,1995,[2 5 4 0 3 6 1],4752,[6 3 4 0 1 2 5],3661,[5 0 3 4 1 6 2],3654,[5 0 3 2 1 4 6],3743,[5 1 0 6 4 3 2],1658,[2 1 6 0 4 3 5],1667,[2 1 6 3 5 4 0],4339,[6 0 1 5 2 4 3],2460,[3 2 4 5 0 1 6],4007,[5 3 1 6 4 2 0]
23,2825,[3 6 2 4 5 1 0],2590,[3 4 2 6 5 0 1],4522,[6 1 4 2 5 0 3],2926,[4 0 2 6 5 1 3],4871,[6 4 2 5 3 1 0],844,[1 2 0 3 6 4 5],796,[1 0 5 2 6 3 4],2425,[3 2 1 0 4 6 5],2849,[3 6 4 2 5 1 0],1787,[2 3 6 1 5 4 0]
25,3910,[5 2 3 6 4 0 1],3213,[4 2 5 6 1 3 0],1368,[1 6 3 0 2 4 5],2269,[3 0 6 4 1 5 2],2008,[2 5 4 3 6 0 1],1406,[1 6 4 3 2 0 5],3301,[4 3 2 5 0 6 1],3075,[4 1 5 0 3 6 2],3541,[4 6 2 3 0 5 1],4762,[6 3 4 1 5 0 2]
27,849,[1 2 0 4 5 6 3],3150,[4 2 1 3 0 5 6],2485,[3 2 5 4 0 6 1],3270,[4 3 1 2 0 5 6],3713,[5 0 6 3 4 2 1],3013,[4 1 0 5 2 6 3],1271,[1 5 3 6 4 2 0],2752,[3 5 6 2 4 0 1],4138,[5 4 2 1 6 0 3],2114,[2 6 4 0 3 1 5]
29,3911,[5 2 3 6 4 1 0],4367,[6 0 2 5 4 3 1],2889,[4 0 1 3 5 6 2],1386,[1 6 3 5 0 2 4],1863,[2 4 3 5 1 6 0],1171,[1 4 5 6 0 3 2],3462,[4 5 6 1 0 2 3],1936,[2 5 0 4 6 1 3],4273,[5 6 3 0 1 4 2],4650,[6 2 4 5 0 1 3]
31,2732,[3 5 4 6 1 0 2],1596,[2 1 3 5 0 4 6],1719,[2 3 1 5 4 6 0],3410,[4 5 2 0 3 1 6],4835,[6 4 1 2 5 3 0],1084,[1 4 0 2 6 3 5],929,[1 2 5 4 6 3 0],2591,[3 4 2 6 5 1 0],2516,[3 2 6 5 1 0 4],1832,[2 4 1 3 5 0 6]
33,2485,[3 2 5 4 0 6 1],4278,[5 6 3 1 0 2 4],3140,[4 2 0 6 3 1 5],2778,[3 6 0 5 1 2 4],4824,[6 4 1 0 2 3 5],1170,[1 4 5 6 0 2 3],2088,[2 6 3 0 1 4 5],1926,[2 5 0 3 1 4 6],3696,[5 0 6 1 2 3 4],1944,[2 5 1 0 3 4 6]
35,2992,[4 0 6 3 5 1 2],4663,[6 2 5 1 0 4 3],3067,[4 1 3 6 0 5 2],3028,[4 1 2 0 6 3 5],1882,[2 4 5 1 6 0 3],1046,[1 3 5 4 2 0 6],1771,[2 3 5 6 0 4 1],2410,[3 2 0 4 6 1 5],1222,[1 5 0 6 4 2 3],3896,[5 2 3 1 4 0 6]
37,3995,[5 3 1 2 6 4 0],3735,[5 1 0 4 3 6 2],2888,[4 0 1 3 5 2 6],2325,[3 1 2 6 4 5 0],3708,[5 0 6 3 1 2 4],1083,[1 4 0 2 5 6 3],1965,[2 5 1 6 3 4 0],3161,[4 2 1 5 6 3 0],991,[1 3 2 4 0 6 5],3709,[5 0 6 3 1 4 2]
39,3813,[5 1 4 6 2 3 0],4286,[5 6 3 2 1 0 4],1574,[2 1 0 5 4 3 6],550,[0 5 3 6 4 1 2],2462,[3 2 4 5 1 0 6],2802,[3 6 1 5 0 2 4],3434,[4 5 3 0 2 1 6],4046,[5 3 4 2 1 0 6],2356,[3 1 5 0 6 2 4],2255,[3 0 5 6 4 2 1]
41,3085,[4 1 5 3 0 6 2],2294,[3 1 0 5 4 2 6],2051,[2 6 0 3 5 4 1],3611,[5 0 1 3 6 4 2],3839,[5 1 6 4 3 2 0],381,[0 4 1 6 3 5 2],700,[0 6 5 1 4 2 3],2930,[4 0 3 1 5 2 6],2520,[3 4 0 1 2 5 6],3650,[5 0 3 1 4 2 6]
43,708,[0 6 5 3 1 2 4],1565,[2 1 0 3 6 5 4],2458,[3 2 4 1 6 0 5],974,[1 3 0 5 4 2 6],3666,[5 0 3 6 1 2 4],1910,[2 4 6 3 1 0 5],1867,[2 4 3 6 0 5 1],1929,[2 5 0 3 4 6 1],3468,[4 5 6 2 0 1 3],3434,[4 5 3 0 2 1 6]
45,2235,[3 0 5 1 4 6 2],3545,[4 6 2 3 5 1 0],4500,[6 1 3 4 0 2 5],609,[0 6 1 3 4 5 2],1425,[1 6 5 2 3 4 0],1626,[2 1 4 6 0 3 5],3444,[4 5 3 2 0 1 6],2211,[3 0 4 1 5 6 2],3446,[4 5 3 2 1 0 6],2447,[3 2 1 6 5 4 0]
47,3068,[4 1 3 6 2 0 5],3842,[5 2 0 1 4 3 6],3099,[4 1 6 0 3 5 2],2615,[3 4 5 6 2 1 0],3704,[5 0 6 2 3 1 4],533,[0 5 3 1 6 4 2],2802,[3 6 1 5 0 2 4],1548,[2 0 6 4 1 3 5],1632,[2 1 5 0 3 4 6],3554,[4 6 3 0 2 1 5]
49,3094,[4 1 5 6 3 0 2],1542,[2 0 6 3 1 4 5],2941,[4 0 3 5 1 6 2],3777,[5 1 3 2 4 6 0],1877,[2 4 5 0 6 3 1],3037,[4 1 2 5 0 6 3],767,[1 0 3 6 5 4 2],4083,[5 4 0 1 3 6 2],4254,[5 6 2 1 0 3 4],2850,[3 6 4 5 0 1 2]
51,2573,[3 4 2 0 6 5 1],2782,[3 6 0 5 4 1 2],2711,[3 5 2 6 4 1 0],734,[1 0 2 5 4 3 6],4823,[6 4 0 5 3 2 1],1026,[1 3 4 6 0 2 5],2558,[3 4 1 5 2 0 6],1546,[2 0 6 3 5 1 4],1353,[1 6 2 3 4 5 0],4466,[6 1 2 0 4 3 5]
53,2333,[3 1 4 0 6 5 2],3447,[4 5 3 2 1 6 0],3656,[5 0 3 2 4 1 6],2191,[3 0 2 4 1 6 5],1478,[2 0 3 5 4 1 6],2569,[3 4 2 0 1 6 5],550,[0 5 3 6 4 1 2],3517,[4 6 1 3 0 5 2],3711,[5 0 6 3 2 4 1],3153,[4 2 1 3 5 6 0]
55,1309,[1 5 6 3 0 4 2],1649,[2 1 5 4 6 3 0],3202,[4 2 5 1 6 0 3],2164,[3 0 1 2 6 4 5],1531,[2 0 5 6 1 4 3],2850,[3 6 4 5 0 1 2],1480,[2 0 3 5 6 1 4],2774,[3 6 0 4 2 1 5],2549,[3 4 1 0 6 5 2],2579,[3 4 2 1 6 5 0]
57,3886,[5 2 1 6 4 0 3],4609,[6 2 3 0 1 5 4],4300,[5 6 4 0 3 1 2],3706,[5 0 6 2 4 1 3],4178,[5 4 6 0 2 1 3],2404,[3 2 0 1 6 4 5],3753,[5 1 2 3 4 6 0],3624,[5 0 2 1 3 4 6],2246,[3 0 5 4 2 1 6],2327,[3 1 2 6 5 4 0]
59,2790,[3 6 1 2 0 4 5],4581,[6 2 0 5 3 4 1],1750,[2 3 4 6 5 0 1],1785,[2 3 6 1 4 5 0],1704,[2 3 1 0 4 5 6],592,[0 5 6 3 4 1 2],3917,[5 2 4 0 6 3 1],3389,[4 5 1 0 6 3 2],3002,[4 1 0 2 5 3 6],4011,[5 3 2 0 4 6 1]
61,2499,[3 2 6 0 4 5 1],1813,[2 4 0 5 1 6 3],1524,[2 0 5 4 1 3 6],3765,[5 1 2 6 3 4 0],1835,[2 4 1 3 6 5 0],1626,[2 1 4 6 0 3 5],2249,[3 0 5 4 6 2 1],1276,[1 5 4 0 6 2 3],2371,[3 1 5 6 0 4 2],4360,[6 0 2 4 5 1 3]
63,2972,[4 0 5 6 2 1 3],2196,[3 0 2 5 1 4 6],4653,[6 2 4 5 1 3 0],3778,[5 1 3 2 6 0 4],4944,[6 5 1 0 2 3 4],3114,[4 1 6 5 0 2 3],2791,[3 6 1 2 0 5 4],2294,[3 1 0 5 4 2 6],2556,[3 4 1 5 0 2 6],2736,[3 5 6 0 1 2 4]
65,900,[1 2 4 5 0 3 6],3057,[4 1 3 2 5 6 0],2637,[3 4 6 5 1 2 0],3204,[4 2 5 3 0 1 6],3805,[5 1 4 3 0 6 2],3304,[4 3 2 5 6 0 1],1229,[1 5 2 0 6 4 3],1752,[2 3 5 0 1 4 6],2979,[4 0 6 1 3 5 2],1527,[2 0 5 4 3 6 1]
67,1612,[2 1 4 0 6 3 5],4134,[5 4 2 1 0 3 6],3139,[4 2 0 6 1 5 3],2600,[3 4 5 1 2 0 6],4857,[6 4 2 1 3 5 0],1268,[1 5 3 6 2 0 4],2126,[2 6 4 3 1 0 5],3379,[4 5 0 6 1 3 2],2149,[2 6 5 3 0 4 1],1832,[2 4 1 3 5 0 6]
69,2261,[3 0 6 1 5 4 2],2686,[3 5 1 6 4 0 2],2270,[3 0 6 4 2 1 5],2720,[3 5 4 1 2 0 6],2550,[3 4 1 2 0 5 6],3273,[4 3 1 2 5 6 0],1596,[2 1 3 5 0 4 6],3358,[4 3 6 5 2 0 1],1804,[2 4 0 1 6 3 5],1510,[2 0 4 6 5 1 3]
71,4136,[5 4 2 1 3 0 6],3541,[4 6 2 3 0 5 1],4607,[6 2 1 5 4 3 0],1889,[2 4 5 3 6 1 0],2416,[3 2 0 5 6 1 4],1268,[1 5 3 6 2 0 4],2902,[4 0 1 6 5 2 3],4579,[6 2 0 5 1 4 3],3722,[5 1 0 2 4 3 6],1942,[2 5 0 6 4 1 3]
73,3815,[5 1 4 6 3 2 0],4195,[5 4 6 3 0 2 1],1564,[2 1 0 3 6 4 5],1184,[1 4 6 2 3 0 5],2899,[4 0 1 6 2 5 3],2849,[3 6 4 2 5 1 0],2029,[2 5 6 3 0 4 1],3072,[4 1 5 0 2 3 6],2718,[3 5 4 1 0 2 6],3498,[4 6 0 5 1 2 3]
75,3951,[5 2 6 3 1 4 0],4389,[6 0 3 5 2 4 1],2998,[4 0 6 5 3 1 2],2780,[3 6 0 5 2 1 4],4397,[6 0 4 1 5 3 2],2393,[3 1 6 4 5 2 0],3960,[5 3 0 1 2 4 6],2222,[3 0 4 5 2 1 6],1837,[2 4 1 5 0 6 3],3632,[5 0 2 3 4 1 6]
77,1122,[1 4 2 6 0 3 5],2359,[3 1 5 2 0 6 4],2351,[3 1 4 6 5 2 0],2105,[2 6 3 4 5 1 0],1618,[2 1 4 3 6 0 5],656,[0 6 3 2 4 1 5],3102,[4 1 6 2 0 3 5],4128,[5 4 2 0 1 3 6],2980,[4 0 6 1 5 2 3],3510,[4 6 1 2 0 3 5]
79,3871,[5 2 1 3 0 6 4],4343,[6 0 1 5 4 3 2],1567,[2 1 0 4 3 6 5],2415,[3 2 0 5 4 6 1],4738,[6 3 2 1 5 0 4],2971,[4 0 5 6 1 3 2],709,[0 6 5 3 1 4 2],3864,[5 2 1 0 3 4 6],3515,[4 6 1 2 5 3 0],3833,[5 1 6 3 4 2 0]
