100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
15,2503,[3 2 6 1 0 5 4],2330,[3 1 4 0 5 2 6],4981,[6 5 2 3 0 4 1],2435,[3 2 1 4 6 5 0],2383,[3 1 6 2 0 5 4],2643,[3 5 0 1 4 6 2],2293,[3 1 0 5 2 6 4],1613,[2 1 4 0 6 5 3],707,[0 6 5 2 4 3 1],210,[0 2 5 6 1 3 4]
17,3430,[4 5 2 6 3 0 1],144,[0 2 3 1 4 5 6],922,[1 2 5 3 6 0 4],928,[1 2 5 4 6 0 3],3011,[4 1 0 3 6 5 2],3541,[4 6 2 3 0 5 1],4765,[6 3 4 2 0 5 1],3671,[5 0 3 6 4 2 1],891,[1 2 4 0 5 6 3],243,[0 3 1 2 5 6 4]
19,4101,[5 4 0 6 2 3 1],769,[1 0 4 2 3 6 5],2068,[2 6 1 0 5 3 4],4200,[5 6 0 1 2 3 4],4839,[6 4 1 3 2 5 0],3743,[5 1 0 6 4 3 2],1104,[1 4 2 0 3 5 6],2297,[3 1 0 5 6 4 2],3726,[5 1 0 3 2 4 6],4218,[5 6 0 4 1 2 3]
21,403,[0 4 2 6 1 5 3],857,[1 2 0 5 6 4 3],4874,[6 4 3 0 2 1 5],2681,[3 5 1 4 6 2 0],820,[1 0 6 2 5 3 4],3208,[4 2 5 3 6 0 1],160,[0 2 3 5 6 1 4],2884,[4 0 1 2 6 3 5],72,[0 1 5 2 3 4 6],1310,[1 5 6 3 2 0 4]
23,3948,[5 2 6 3 0 1 4],2198,[3 0 2 5 4 1 6],1334,[1 6 0 4 3 2 5],2323,[3 1 2 6 0 5 4],169,[0 2 4 1 3 6 5],134,[0 2 1 5 4 3 6],2914,[4 0 2 3 6 1 5],3620,[5 0 1 6 3 2 4],3976,[5 3 0 4 6 1 2],2054,[2 6 0 4 3 1 5]
25,1829,[2 4 1 0 6 5 3],2332,[3 1 4 0 6 2 5],49,[0 1 4 2 3 6 5],2876,[3 6 5 4 1 0 2],1893,[2 4 5 6 1 3 0],4541,[6 1 5 0 4 3 2],366,[0 4 1 3 2 5 6],4446,[6 1 0 3 2 4 5],3171,[4 2 3 0 5 6 1],376,[0 4 1 5 6 2 3]
27,1500,[2 0 4 5 1 3 6],4731,[6 3 2 0 4 5 1],1266,[1 5 3 6 0 2 4],3016,[4 1 0 5 6 2 3],391,[0 4 2 3 1 6 5],2552,[3 4 1 2 5 0 6],2169,[3 0 1 4 5 6 2],472,[0 4 6 3 5 1 2],1021,[1 3 4 5 0 6 2],325,[0 3 5 4 1 6 2]
29,1172,[1 4 5 6 2 0 3],978,[1 3 0 6 2 4 5],1034,[1 3 5 0 4 2 6],2315,[3 1 2 4 6 5 0],1660,[2 1 6 0 5 3 4],344,[0 3 6 2 4 1 5],2581,[3 4 2 5 0 6 1],314,[0 3 5 1 4 2 6],4667,[6 2 5 1 4 3 0],3114,[4 1 6 5 0 2 3]
31,4128,[5 4 2 0 1 3 6],2333,[3 1 4 0 6 5 2],1831,[2 4 1 3 0 6 5],615,[0 6 1 4 3 5 2],4806,[6 4 0 2 1 3 5],4008,[5 3 2 0 1 4 6],4560,[6 2 0 1 3 4 5],1883,[2 4 5 1 6 3 0],2626,[3 4 6 1 5 0 2],3345,[4 3 6 1 2 5 0]
33,875,[1 2 3 4 6 5 0],4235,[5 6 1 2 4 3 0],1064,[1 3 6 2 4 0 5],1830,[2 4 1 3 0 5 6],2054,[2 6 0 4 3 1 5],4343,[6 0 1 5 4 3 2],2324,[3 1 2 6 4 0 5],4994,[6 5 3 0 2 1 4],1304,[1 5 6 2 3 0 4],2107,[2 6 3 5 0 4 1]
35,1854,[2 4 3 1 0 5 6],1608,[2 1 4 0 3 5 6],2664,[3 5 1 0 2 4 6],1322,[1 6 0 2 4 3 5],4539,[6 1 5 0 3 4 2],43,[0 1 3 6 2 5 4],3120,[4 2 0 1 3 5 6],2377,[3 1 6 0 2 5 4],2582,[3 4 2 5 1 0 6],3588,[4 6 5 2 0 1 3]
37,4169,[5 4 3 2 6 1 0],2771,[3 6 0 2 5 4 1],4770,[6 3 4 5 0 1 2],3928,[5 2 4 3 6 0 1],3853,[5 2 0 4 1 6 3],1371,[1 6 3 0 4 5 2],3138,[4 2 0 6 1 3 5],44,[0 1 3 6 4 2 5],4384,[6 0 3 4 5 1 2],2435,[3 2 1 4 6 5 0]
39,3767,[5 1 2 6 4 3 0],1938,[2 5 0 6 1 3 4],4353,[6 0 2 3 4 5 1],1085,[1 4 0 2 6 5 3],722,[1 0 2 3 5 4 6],3594,[4 6 5 3 0 1 2],549,[0 5 3 6 2 4 1],3801,[5 1 4 2 3 6 0],1662,[2 1 6 3 0 4 5],4408,[6 0 4 3 5 1 2]
41,4127,[5 4 1 6 3 2 0],1605,[2 1 3 6 4 5 0],3945,[5 2 6 1 3 4 0],1174,[1 4 5 6 3 0 2],1215,[1 5 0 4 3 6 2],474,[0 4 6 5 1 2 3],2220,[3 0 4 5 1 2 6],4608,[6 2 3 0 1 4 5],1253,[1 5 3 0 6 4 2],3521,[4 6 1 3 5 2 0]
43,2497,[3 2 6 0 1 5 4],4235,[5 6 1 2 4 3 0],2989,[4 0 6 3 1 5 2],229,[0 2 6 4 1 5 3],2956,[4 0 5 1 6 2 3],3315,[4 3 5 0 2 6 1],842,[1 2 0 3 5 4 6],3676,[5 0 4 1 6 2 3],3143,[4 2 0 6 5 3 1],2668,[3 5 1 0 6 2 4]
45,2435,[3 2 1 4 6 5 0],3889,[5 2 3 0 1 6 4],4000,[5 3 1 4 6 0 2],1702,[2 3 0 6 5 1 4],4659,[6 2 5 0 3 4 1],2839,[3 6 4 1 0 5 2],2828,[3 6 2 5 1 0 4],3037,[4 1 2 5 0 6 3],1934,[2 5 0 4 3 1 6],281,[0 3 2 5 6 4 1]
47,221,[0 2 6 1 5 4 3],1962,[2 5 1 6 0 3 4],1224,[1 5 2 0 3 4 6],685,[0 6 4 3 1 5 2],1699,[2 3 0 6 1 5 4],243,[0 3 1 2 5 6 4],384,[0 4 2 1 3 5 6],1179,[1 4 6 0 3 5 2],2423,[3 2 0 6 5 4 1],1436,[1 6 5 4 2 0 3]
49,293,[0 3 4 1 6 5 2],4157,[5 4 3 0 6 2 1],4799,[6 3 5 4 2 1 0],3914,[5 2 4 0 3 1 6],1980,[2 5 3 4 0 1 6],4470,[6 1 2 3 0 4 5],1938,[2 5 0 6 1 3 4],4997,[6 5 3 0 4 2 1],210,[0 2 5 6 1 3 4],124,[0 2 1 3 6 4 5]
51,308,[0 3 4 6 2 1 5],3879,[5 2 1 4 3 6 0],1570,[2 1 0 4 6 3 5],2416,[3 2 0 5 6 1 4],3384,[4 5 1 0 2 3 6],2453,[3 2 4 0 6 5 1],3157,[4 2 1 5 0 6 3],4698,[6 3 0 5 1 2 4],2076,[2 6 1 4 0 3 5],3247,[4 3 0 2 1 6 5]
53,3881,[5 2 1 4 6 3 0],4317,[5 6 4 3 1 2 0],2316,[3 1 2 5 0 4 6],2468,[3 2 4 6 1 0 5],4345,[6 0 2 1 3 5 4],4754,[6 3 4 0 2 1 5],950,[1 2 6 4 3 0 5],1617,[2 1 4 3 5 6 0],4229,[5 6 1 0 4 3 2],1771,[2 3 5 6 0 4 1]
55,3295,[4 3 2 1 0 6 5],244,[0 3 1 2 6 4 5],626,[0 6 2 1 4 3 5],1267,[1 5 3 6 0 4 2],3421,[4 5 2 3 0 6 1],2765,[3 6 0 1 5 4 2],1681,[2 3 0 1 4 6 5],3253,[4 3 0 5 1 6 2],2351,[3 1 4 6 5 2 0],2248,[3 0 5 4 6 1 2]
57,107,[0 1 6 3 5 4 2],2454,[3 2 4 1 0 5 6],844,[1 2 0 3 6 4 5],2366,[3 1 5 4 2 0 6],181,[0 2 4 5 1 6 3],4855,[6 4 2 1 0 5 3],238,[0 2 6 5 4 1 3],2531,[3 4 0 2 6 5 1],2906,[4 0 2 1 5 3 6],3560,[4 6 3 1 2 0 5]
59,1106,[1 4 2 0 5 3 6],3043,[4 1 2 6 0 5 3],1544,[2 0 6 3 4 1 5],2391,[3 1 6 4 2 5 0],3255,[4 3 0 5 2 6 1],2307,[3 1 2 0 5 6 4],1995,[2 5 4 0 3 6 1],4889,[6 4 3 2 5 1 0],3876,[5 2 1 4 0 3 6],1129,[1 4 3 0 2 6 5]
61,4000,[5 3 1 4 6 0 2],527,[0 5 2 6 4 3 1],942,[1 2 6 3 0 4 5],1451,[2 0 1 4 6 5 3],4359,[6 0 2 4 3 5 1],1805,[2 4 0 1 6 5 3],1060,[1 3 6 0 5 2 4],4051,[5 3 4 6 0 2 1],4329,[6 0 1 3 4 5 2],3205,[4 2 5 3 0 6 1]
63,782,[1 0 4 5 3 2 6],3411,[4 5 2 0 3 6 1],1666,[2 1 6 3 5 0 4],1336,[1 6 0 4 5 2 3],3274,[4 3 1 2 6 0 5],80,[0 1 5 3 4 2 6],1800,[2 4 0 1 3 5 6],3660,[5 0 3 4 1 2 6],1387,[1 6 3 5 0 4 2],4198,[5 4 6 3 2 0 1]
65,4671,[6 2 5 3 1 4 0],4005,[5 3 1 6 2 4 0],3803,[5 1 4 2 6 3 0],1940,[2 5 0 6 3 1 4],4846,[6 4 1 5 3 0 2],4506,[6 1 3 5 0 2 4],1037,[1 3 5 0 6 4 2],2808,[3 6 2 0 1 4 5],1666,[2 1 6 3 5 0 4],1091,[1 4 0 3 6 5 2]
67,801,[1 0 5 3 4 6 2],788,[1 0 4 6 3 2 5],90,[0 1 5 6 2 3 4],1568,[2 1 0 4 5 3 6],4659,[6 2 5 0 3 4 1],2860,[3 6 5 0 4 1 2],1062,[1 3 6 2 0 4 5],5,[0 1 2 3 6 5 4],1995,[2 5 4 0 3 6 1],4656,[6 2 5 0 1 3 4]
69,3979,[5 3 0 6 1 4 2],2805,[3 6 1 5 2 4 0],3632,[5 0 2 3 4 1 6],3509,[4 6 1 0 5 3 2],205,[0 2 5 4 1 6 3],1171,[1 4 5 6 0 3 2],867,[1 2 3 0 5 6 4],3379,[4 5 0 6 1 3 2],2023,[2 5 6 1 0 4 3],633,[0 6 2 3 4 5 1]
71,4896,[6 4 5 0 1 2 3],3558,[4 6 3 1 0 2 5],3426,[4 5 2 6 0 1 3],465,[0 4 6 2 3 5 1],3967,[5 3 0 2 1 6 4],3390,[4 5 1 2 0 3 6],2733,[3 5 4 6 1 2 0],4800,[6 4 0 1 2 3 5],1617,[2 1 4 3 5 6 0],3148,[4 2 1 0 6 3 5]
73,1844,[2 4 1 6 3 0 5],474,[0 4 6 5 1 2 3],3282,[4 3 1 6 0 2 5],984,[1 3 2 0 4 5 6],1727,[2 3 1 6 5 4 0],3449,[4 5 3 2 6 1 0],1110,[1 4 2 3 0 5 6],1172,[1 4 5 6 2 0 3],3911,[5 2 3 6 4 1 0],153,[0 2 3 4 5 6 1]
75,1722,[2 3 1 6 0 4 5],1652,[2 1 5 6 3 0 4],2401,[3 2 0 1 4 6 5],932,[1 2 5 6 3 0 4],2105,[2 6 3 4 5 1 0],2543,[3 4 0 6 5 2 1],2035,[2 5 6 4 0 3 1],421,[0 4 3 5 1 6 2],1668,[2 1 6 4 0 3 5],1335,[1 6 0 4 3 5 2]
77,2106,[2 6 3 5 0 1 4],1929,[2 5 0 3 4 6 1],4560,[6 2 0 1 3 4 5],1517,[2 0 5 1 6 4 3],4005,[5 3 1 6 2 4 0],4546,[6 1 5 2 4 0 3],1979,[2 5 3 1 6 4 0],3564,[4 6 3 2 0 1 5],1012,[1 3 4 0 6 2 5],1200,[1 5 0 2 3 4 6]
79,1541,[2 0 6 1 5 4 3],1764,[2 3 5 4 0 1 6],922,[1 2 5 3 6 0 4],3858,[5 2 0 6 1 3 4],1672,[2 1 6 4 5 0 3],815,[1 0 5 6 4 3 2],4234,[5 6 1 2 4 0 3],902,[1 2 4 5 3 0 6],4768,[6 3 4 2 5 0 1],1994,[2 5 4 0 3 1 6]
