100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
20,1928,[2 5 0 3 4 1 6],4109,[5 4 1 0 6 3 2],206,[0 2 5 4 3 1 6],4299,[5 6 4 0 2 3 1]
21,2326,[3 1 2 6 5 0 4],928,[1 2 5 4 6 0 3],1936,[2 5 0 4 6 1 3],364,[0 4 1 2 6 3 5]
22,1985,[2 5 3 4 6 1 0],657,[0 6 3 2 4 5 1],141,[0 2 1 6 4 5 3],3593,[4 6 5 2 3 1 0]
23,363,[0 4 1 2 5 6 3],4803,[6 4 0 1 3 5 2],2969,[4 0 5 3 6 2 1],896,[1 2 4 3 5 0 6]
24,4553,[6 1 5 3 4 2 0],320,[0 3 5 2 4 1 6],2859,[3 6 5 0 2 4 1],715,[0 6 5 4 1 3 2]
25,465,[0 4 6 2 3 5 1],1437,[1 6 5 4 2 3 0],1063,[1 3 6 2 0 5 4],861,[1 2 0 6 4 5 3]
26,2878,[3 6 5 4 2 0 1],1170,[1 4 5 6 0 2 3],127,[0 2 1 4 3 6 5],811,[1 0 5 6 2 4 3]
27,4046,[5 3 4 2 1 0 6],3239,[4 2 6 5 3 1 0],4541,[6 1 5 0 4 3 2],4096,[5 4 0 3 6 1 2]
28,3837,[5 1 6 4 2 3 0],2919,[4 0 2 5 3 6 1],3706,[5 0 6 2 4 1 3],3705,[5 0 6 2 3 4 1]
29,3336,[4 3 6 0 1 2 5],2226,[3 0 4 6 1 2 5],164,[0 2 3 6 4 1 5],1140,[1 4 3 5 0 2 6]
30,143,[0 2 1 6 5 4 3],4329,[6 0 1 3 4 5 2],4902,[6 4 5 1 0 2 3],1163,[1 4 5 2 6 3 0]
31,863,[1 2 0 6 5 4 3],3095,[4 1 5 6 3 2 0],1573,[2 1 0 5 3 6 4],4704,[6 3 1 0 2 4 5]
32,4308,[5 6 4 2 0 1 3],1056,[1 3 6 0 2 4 5],303,[0 3 4 5 2 6 1],3415,[4 5 2 1 0 6 3]
33,1887,[2 4 5 3 1 6 0],1025,[1 3 4 5 6 2 0],3765,[5 1 2 6 3 4 0],1787,[2 3 6 1 5 4 0]
34,2358,[3 1 5 2 0 4 6],35,[0 1 3 4 6 5 2],4559,[6 1 5 4 3 2 0],1173,[1 4 5 6 2 3 0]
35,3939,[5 2 6 0 3 4 1],2279,[3 0 6 5 4 2 1],2050,[2 6 0 3 5 1 4],2240,[3 0 5 2 4 1 6]
36,3978,[5 3 0 6 1 2 4],4648,[6 2 4 3 5 0 1],2721,[3 5 4 1 2 6 0],4904,[6 4 5 1 2 0 3]
37,4465,[6 1 2 0 3 5 4],2463,[3 2 4 5 1 6 0],4347,[6 0 2 1 4 5 3],1584,[2 1 3 0 4 5 6]
38,3319,[4 3 5 1 0 6 2],1979,[2 5 3 1 6 4 0],3218,[4 2 6 0 3 1 5],4487,[6 1 2 5 4 3 0]
39,3521,[4 6 1 3 5 2 0],1135,[1 4 3 2 0 6 5],3536,[4 6 2 1 3 0 5],4060,[5 3 6 0 4 1 2]
40,2837,[3 6 4 0 5 2 1],3775,[5 1 3 2 0 6 4],55,[0 1 4 3 2 6 5],3642,[5 0 2 6 1 3 4]
41,2047,[2 6 0 3 1 5 4],364,[0 4 1 2 6 3 5],3789,[5 1 3 6 2 4 0],5008,[6 5 3 2 4 0 1]
42,926,[1 2 5 4 3 0 6],643,[0 6 2 5 1 4 3],4017,[5 3 2 1 4 6 0],1019,[1 3 4 2 6 5 0]
43,1554,[2 0 6 5 1 3 4],1931,[2 5 0 3 6 4 1],3964,[5 3 0 1 6 2 4],1638,[2 1 5 3 0 4 6]
44,3634,[5 0 2 3 6 1 4],4924,[6 5 0 1 4 2 3],3245,[4 3 0 1 6 5 2],2044,[2 6 0 1 5 3 4]
45,4307,[5 6 4 1 3 2 0],4127,[5 4 1 6 3 2 0],1200,[1 5 0 2 3 4 6],2602,[3 4 5 1 6 0 2]
46,1036,[1 3 5 0 6 2 4],3833,[5 1 6 3 4 2 0],3799,[5 1 4 2 0 6 3],689,[0 6 4 3 5 2 1]
47,345,[0 3 6 2 4 5 1],1436,[1 6 5 4 2 0 3],4473,[6 1 2 3 4 5 0],4585,[6 2 1 0 3 5 4]
48,1653,[2 1 5 6 3 4 0],781,[1 0 4 5 2 6 3],3519,[4 6 1 3 2 5 0],4315,[5 6 4 3 0 2 1]
49,3017,[4 1 0 5 6 3 2],3762,[5 1 2 6 0 3 4],458,[0 4 6 1 3 2 5],1275,[1 5 4 0 3 6 2]
50,1059,[1 3 6 0 4 5 2],3332,[4 3 5 6 1 0 2],1228,[1 5 2 0 6 3 4],3238,[4 2 6 5 3 0 1]
51,2351,[3 1 4 6 5 2 0],2578,[3 4 2 1 6 0 5],1369,[1 6 3 0 2 5 4],354,[0 3 6 5 1 2 4]
52,954,[1 2 6 5 0 3 4],4469,[6 1 2 0 5 4 3],565,[0 5 4 3 1 6 2],4892,[6 4 3 5 1 0 2]
53,4395,[6 0 4 1 3 5 2],475,[0 4 6 5 1 3 2],1556,[2 0 6 5 3 1 4],1262,[1 5 3 4 2 0 6]
54,1901,[2 4 6 0 5 3 1],2864,[3 6 5 1 2 0 4],903,[1 2 4 5 3 6 0],4271,[5 6 2 4 3 1 0]
55,4393,[6 0 4 1 2 5 3],3518,[4 6 1 3 2 0 5],4774,[6 3 4 5 2 0 1],1844,[2 4 1 6 3 0 5]
56,1780,[2 3 6 0 5 1 4],2363,[3 1 5 2 6 4 0],407,[0 4 2 6 5 3 1],1943,[2 5 0 6 4 3 1]
57,2322,[3 1 2 6 0 4 5],2825,[3 6 2 4 5 1 0],4080,[5 4 0 1 2 3 6],3586,[4 6 5 1 3 0 2]
58,605,[0 6 1 2 5 4 3],4593,[6 2 1 3 4 5 0],247,[0 3 1 4 2 6 5],1719,[2 3 1 5 4 6 0]
59,4337,[6 0 1 4 5 3 2],492,[0 5 1 4 2 3 6],4911,[6 4 5 2 1 3 0],1485,[2 0 3 6 4 5 1]
60,4960,[6 5 1 3 4 0 2],146,[0 2 3 1 5 4 6],225,[0 2 6 3 4 5 1],1233,[1 5 2 3 4 6 0]
61,1813,[2 4 0 5 1 6 3],5014,[6 5 3 4 2 0 1],2150,[2 6 5 3 1 0 4],3850,[5 2 0 3 6 1 4]
62,2774,[3 6 0 4 2 1 5],1536,[2 0 6 1 3 4 5],1167,[1 4 5 3 2 6 0],360,[0 4 1 2 3 5 6]
63,1367,[1 6 2 5 4 3 0],1946,[2 5 1 0 4 3 6],1394,[1 6 4 0 3 2 5],4134,[5 4 2 1 0 3 6]
64,5004,[6 5 3 2 0 1 4],3523,[4 6 1 5 0 3 2],4372,[6 0 3 1 5 2 4],4417,[6 0 5 1 2 4 3]
65,735,[1 0 2 5 4 6 3],3784,[5 1 3 4 6 0 2],1734,[2 3 4 1 0 5 6],3547,[4 6 2 5 0 3 1]
66,3921,[5 2 4 1 3 6 0],2427,[3 2 1 0 5 6 4],3408,[4 5 2 0 1 3 6],2420,[3 2 0 6 4 1 5]
67,4265,[5 6 2 3 4 1 0],3254,[4 3 0 5 2 1 6],4295,[5 6 3 4 2 1 0],3923,[5 2 4 1 6 3 0]
68,3140,[4 2 0 6 3 1 5],4438,[6 0 5 4 3 1 2],3914,[5 2 4 0 3 1 6],223,[0 2 6 3 1 5 4]
69,1734,[2 3 4 1 0 5 6],2686,[3 5 1 6 4 0 2],912,[1 2 5 0 3 4 6],179,[0 2 4 3 6 5 1]
70,114,[0 1 6 5 2 3 4],2798,[3 6 1 4 2 0 5],2805,[3 6 1 5 2 4 0],590,[0 5 6 3 2 1 4]
71,2584,[3 4 2 5 6 0 1],2949,[4 0 3 6 2 5 1],3273,[4 3 1 2 5 6 0],2312,[3 1 2 4 5 0 6]
72,679,[0 6 4 2 1 5 3],897,[1 2 4 3 5 6 0],4276,[5 6 3 0 4 1 2],2618,[3 4 6 0 2 1 5]
73,577,[0 5 6 1 2 4 3],4606,[6 2 1 5 4 0 3],4631,[6 2 3 5 4 1 0],3547,[4 6 2 5 0 3 1]
74,3735,[5 1 0 4 3 6 2],3927,[5 2 4 3 1 6 0],1790,[2 3 6 4 1 0 5],544,[0 5 3 4 6 1 2]
75,4921,[6 5 0 1 2 4 3],3641,[5 0 2 4 6 3 1],1443,[2 0 1 3 5 6 4],4331,[6 0 1 3 5 4 2]
76,1399,[1 6 4 2 0 5 3],180,[0 2 4 5 1 3 6],2944,[4 0 3 5 6 1 2],4385,[6 0 3 4 5 2 1]
77,431,[0 4 3 6 5 2 1],3662,[5 0 3 4 2 1 6],1202,[1 5 0 2 4 3 6],1955,[2 5 1 3 6 4 0]
78,1769,[2 3 5 4 6 1 0],4816,[6 4 0 3 5 1 2],4749,[6 3 2 5 1 4 0],3892,[5 2 3 0 6 1 4]
79,246,[0 3 1 4 2 5 6],1129,[1 4 3 0 2 6 5],1644,[2 1 5 4 0 3 6],3153,[4 2 1 3 5 6 0]
80,4469,[6 1 2 0 5 4 3],2540,[3 4 0 6 2 1 5],2290,[3 1 0 4 6 2 5],172,[0 2 4 1 6 3 5]
81,2533,[3 4 0 5 1 6 2],4671,[6 2 5 3 1 4 0],679,[0 6 4 2 1 5 3],1267,[1 5 3 6 0 4 2]
82,2393,[3 1 6 4 5 2 0],2353,[3 1 5 0 2 6 4],1006,[1 3 2 6 5 0 4],4822,[6 4 0 5 3 1 2]
83,819,[1 0 6 2 4 5 3],4093,[5 4 0 3 1 6 2],3232,[4 2 6 3 5 0 1],2430,[3 2 1 4 0 5 6]
84,2276,[3 0 6 5 2 1 4],3830,[5 1 6 3 2 0 4],3961,[5 3 0 1 2 6 4],2943,[4 0 3 5 2 6 1]
85,2833,[3 6 4 0 1 5 2],1647,[2 1 5 4 3 6 0],3517,[4 6 1 3 0 5 2],809,[1 0 5 4 6 3 2]
86,4949,[6 5 1 0 4 3 2],3563,[4 6 3 1 5 2 0],992,[1 3 2 4 5 0 6],4853,[6 4 2 0 5 3 1]
87,4953,[6 5 1 2 3 4 0],476,[0 4 6 5 2 1 3],3772,[5 1 3 0 6 2 4],2153,[2 6 5 3 4 1 0]
88,5026,[6 5 4 1 3 0 2],3098,[4 1 6 0 3 2 5],2847,[3 6 4 2 1 5 0],2556,[3 4 1 5 0 2 6]
89,3006,[4 1 0 3 2 5 6],1453,[2 0 1 5 3 6 4],4811,[6 4 0 2 5 3 1],4370,[6 0 3 1 4 2 5]
90,2158,[2 6 5 4 3 0 1],4852,[6 4 2 0 5 1 3],1628,[2 1 4 6 3 0 5],296,[0 3 4 2 5 1 6]
91,1655,[2 1 5 6 4 3 0],1719,[2 3 1 5 4 6 0],3667,[5 0 3 6 1 4 2],1318,[1 5 6 4 3 0 2]
92,3859,[5 2 0 6 1 4 3],2807,[3 6 1 5 4 2 0],4084,[5 4 0 1 6 2 3],4906,[6 4 5 1 3 0 2]
93,4023,[5 3 2 4 1 6 0],1382,[1 6 3 4 2 0 5],3332,[4 3 5 6 1 0 2],3002,[4 1 0 2 5 3 6]
94,3601,[5 0 1 2 3 6 4],885,[1 2 3 6 4 5 0],3296,[4 3 2 1 5 0 6],2827,[3 6 2 5 0 4 1]
95,1024,[1 3 4 5 6 0 2],3748,[5 1 2 0 6 3 4],2931,[4 0 3 1 5 6 2],4832,[6 4 1 2 3 0 5]
96,4314,[5 6 4 3 0 1 2],3764,[5 1 2 6 3 0 4],2606,[3 4 5 2 1 0 6],4648,[6 2 4 3 5 0 1]
97,4599,[6 2 1 4 3 5 0],3633,[5 0 2 3 4 6 1],2607,[3 4 5 2 1 6 0],1925,[2 5 0 1 6 4 3]
98,1591,[2 1 3 4 0 6 5],3344,[4 3 6 1 2 0 5],4618,[6 2 3 1 5 0 4],2261,[3 0 6 1 5 4 2]
99,2899,[4 0 1 6 2 5 3],1035,[1 3 5 0 4 6 2],1496,[2 0 4 3 5 1 6],3538,[4 6 2 1 5 0 3]
100,386,[0 4 2 1 5 3 6],1595,[2 1 3 4 6 5 0],2817,[3 6 2 1 4 5 0],181,[0 2 4 5 1 6 3]
