10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,563,[0 5 4 2 6 3 1],2785,[3 6 1 0 2 5 4],1717,[2 3 1 5 0 6 4],1964,[2 5 1 6 3 0 4]
19,940,[1 2 6 0 5 3 4],2960,[4 0 5 2 3 1 6],1925,[2 5 0 1 6 4 3],2401,[3 2 0 1 4 6 5]
20,573,[0 5 4 6 2 3 1],3030,[4 1 2 3 0 5 6],1725,[2 3 1 6 4 5 0],2435,[3 2 1 4 6 5 0]
21,808,[1 0 5 4 6 2 3],2797,[3 6 1 4 0 5 2],1513,[2 0 5 1 3 6 4],2299,[3 1 0 6 2 5 4]
22,730,[1 0 2 4 6 3 5],2801,[3 6 1 4 5 2 0],1815,[2 4 0 5 3 6 1],2097,[2 6 3 1 4 5 0]
23,599,[0 5 6 4 3 2 1],2838,[3 6 4 1 0 2 5],1974,[2 5 3 1 0 4 6],2135,[2 6 4 5 3 1 0]
24,718,[0 6 5 4 3 1 2],2906,[4 0 2 1 5 3 6],1569,[2 1 0 4 5 6 3],2172,[3 0 1 5 2 4 6]
25,838,[1 0 6 5 4 2 3],2810,[3 6 2 0 4 1 5],1669,[2 1 6 4 0 5 3],2347,[3 1 4 6 0 5 2]
26,637,[0 6 2 4 1 5 3],2987,[4 0 6 2 5 3 1],1932,[2 5 0 4 1 3 6],2314,[3 1 2 4 6 0 5]
27,765,[1 0 3 6 4 5 2],3050,[4 1 3 0 5 2 6],1773,[2 3 5 6 1 4 0],1970,[2 5 3 0 4 1 6]
28,608,[0 6 1 3 4 2 5],2836,[3 6 4 0 5 1 2],1873,[2 4 5 0 1 6 3],2297,[3 1 0 5 6 4 2]
29,952,[1 2 6 4 5 0 3],2815,[3 6 2 1 0 5 4],1853,[2 4 3 0 6 5 1],2004,[2 5 4 3 0 1 6]
30,683,[0 6 4 2 5 3 1],3200,[4 2 5 1 3 0 6],1662,[2 1 6 3 0 4 5],2418,[3 2 0 6 1 4 5]
31,647,[0 6 2 5 4 3 1],3184,[4 2 3 5 6 0 1],1898,[2 4 6 0 3 1 5],2172,[3 0 1 5 2 4 6]
32,525,[0 5 2 6 3 4 1],3195,[4 2 5 0 3 6 1],1534,[2 0 5 6 4 1 3],2111,[2 6 3 5 4 1 0]
33,567,[0 5 4 3 2 6 1],3206,[4 2 5 3 1 0 6],1651,[2 1 5 6 0 4 3],2240,[3 0 5 2 4 1 6]
34,934,[1 2 5 6 4 0 3],2981,[4 0 6 1 5 3 2],2009,[2 5 4 3 6 1 0],2073,[2 6 1 3 4 5 0]
35,599,[0 5 6 4 3 2 1],2765,[3 6 0 1 5 4 2],1826,[2 4 1 0 5 3 6],2098,[2 6 3 1 5 0 4]
36,940,[1 2 6 0 5 3 4],3134,[4 2 0 5 3 1 6],1945,[2 5 1 0 3 6 4],2204,[3 0 2 6 4 1 5]
37,733,[1 0 2 5 3 6 4],3192,[4 2 5 0 1 3 6],1747,[2 3 4 6 0 5 1],2252,[3 0 5 6 2 1 4]
38,767,[1 0 3 6 5 4 2],2997,[4 0 6 5 2 3 1],1646,[2 1 5 4 3 0 6],2400,[3 2 0 1 4 5 6]
39,755,[1 0 3 4 6 5 2],2806,[3 6 1 5 4 0 2],1889,[2 4 5 3 6 1 0],1949,[2 5 1 0 6 4 3]
40,938,[1 2 6 0 4 3 5],3177,[4 2 3 1 5 6 0],1701,[2 3 0 6 4 5 1],2308,[3 1 2 0 6 4 5]
41,786,[1 0 4 6 2 3 5],3081,[4 1 5 2 3 6 0],1714,[2 3 1 4 6 0 5],2120,[2 6 4 1 3 0 5]
42,860,[1 2 0 6 4 3 5],3215,[4 2 5 6 3 1 0],1738,[2 3 4 1 6 0 5],2422,[3 2 0 6 5 1 4]
43,723,[1 0 2 3 5 6 4],3041,[4 1 2 5 6 3 0],1626,[2 1 4 6 0 3 5],2248,[3 0 5 4 6 1 2]
44,615,[0 6 1 4 3 5 2],2849,[3 6 4 2 5 1 0],1939,[2 5 0 6 1 4 3],2078,[2 6 1 4 3 0 5]
45,577,[0 5 6 1 2 4 3],3028,[4 1 2 0 6 3 5],1699,[2 3 0 6 1 5 4],2006,[2 5 4 3 1 0 6]
46,505,[0 5 2 1 3 6 4],2754,[3 5 6 4 0 1 2],1885,[2 4 5 3 0 6 1],2233,[3 0 5 1 2 6 4]
47,936,[1 2 6 0 3 4 5],2797,[3 6 1 4 0 5 2],1589,[2 1 3 0 6 5 4],2083,[2 6 1 5 0 4 3]
48,923,[1 2 5 3 6 4 0],2765,[3 6 0 1 5 4 2],1521,[2 0 5 3 4 6 1],2362,[3 1 5 2 6 0 4]
49,909,[1 2 4 6 3 5 0],3208,[4 2 5 3 6 0 1],1927,[2 5 0 3 1 6 4],2090,[2 6 3 0 4 1 5]
50,882,[1 2 3 6 0 4 5],2877,[3 6 5 4 1 2 0],1893,[2 4 5 6 1 3 0],2208,[3 0 4 1 2 5 6]
51,530,[0 5 3 1 4 2 6],2932,[4 0 3 1 6 2 5],1717,[2 3 1 5 0 6 4],1939,[2 5 0 6 1 4 3]
52,839,[1 0 6 5 4 3 2],2827,[3 6 2 5 0 4 1],1900,[2 4 6 0 5 1 3],2208,[3 0 4 1 2 5 6]
53,508,[0 5 2 1 6 3 4],2821,[3 6 2 4 0 5 1],1728,[2 3 4 0 1 5 6],2207,[3 0 2 6 5 4 1]
54,858,[1 2 0 6 3 4 5],2730,[3 5 4 6 0 1 2],1938,[2 5 0 6 1 3 4],2370,[3 1 5 6 0 2 4]
55,850,[1 2 0 4 6 3 5],3132,[4 2 0 5 1 3 6],1536,[2 0 6 1 3 4 5],1977,[2 5 3 1 4 6 0]
56,681,[0 6 4 2 3 5 1],3208,[4 2 5 3 6 0 1],1771,[2 3 5 6 0 4 1],2084,[2 6 1 5 3 0 4]
57,872,[1 2 3 4 5 0 6],2731,[3 5 4 6 0 2 1],1647,[2 1 5 4 3 6 0],2173,[3 0 1 5 2 6 4]
58,789,[1 0 4 6 3 5 2],2774,[3 6 0 4 2 1 5],1903,[2 4 6 1 0 5 3],2020,[2 5 6 0 4 1 3]
59,944,[1 2 6 3 4 0 5],2836,[3 6 4 0 5 1 2],1932,[2 5 0 4 1 3 6],1969,[2 5 3 0 1 6 4]
60,872,[1 2 3 4 5 0 6],2735,[3 5 4 6 2 1 0],1574,[2 1 0 5 4 3 6],2365,[3 1 5 4 0 6 2]
61,528,[0 5 3 1 2 4 6],3022,[4 1 0 6 5 2 3],1683,[2 3 0 1 5 6 4],2209,[3 0 4 1 2 6 5]
62,887,[1 2 3 6 5 4 0],3001,[4 1 0 2 3 6 5],1560,[2 1 0 3 4 5 6],2368,[3 1 5 4 6 0 2]
63,954,[1 2 6 5 0 3 4],3044,[4 1 2 6 3 0 5],1744,[2 3 4 5 6 0 1],2364,[3 1 5 4 0 2 6]
64,809,[1 0 5 4 6 3 2],3104,[4 1 6 2 3 0 5],1609,[2 1 4 0 3 6 5],1956,[2 5 1 4 0 3 6]
65,564,[0 5 4 3 1 2 6],2807,[3 6 1 5 4 2 0],2016,[2 5 6 0 1 3 4],2004,[2 5 4 3 0 1 6]
66,843,[1 2 0 3 5 6 4],2906,[4 0 2 1 5 3 6],1693,[2 3 0 5 1 6 4],2028,[2 5 6 3 0 1 4]
67,484,[0 5 1 2 6 3 4],3103,[4 1 6 2 0 5 3],1647,[2 1 5 4 3 6 0],1950,[2 5 1 3 0 4 6]
68,855,[1 2 0 5 4 6 3],3167,[4 2 1 6 5 3 0],1604,[2 1 3 6 4 0 5],1961,[2 5 1 4 6 3 0]
69,698,[0 6 5 1 3 2 4],3198,[4 2 5 1 0 3 6],1966,[2 5 1 6 4 0 3],2170,[3 0 1 4 6 2 5]
70,583,[0 5 6 2 1 4 3],2849,[3 6 4 2 5 1 0],1819,[2 4 0 6 1 5 3],2325,[3 1 2 6 4 5 0]
71,688,[0 6 4 3 5 1 2],2866,[3 6 5 1 4 0 2],1904,[2 4 6 1 3 0 5],2150,[2 6 5 3 1 0 4]
72,521,[0 5 2 4 6 3 1],2887,[4 0 1 3 2 6 5],1525,[2 0 5 4 1 6 3],2382,[3 1 6 2 0 4 5]
73,768,[1 0 4 2 3 5 6],3005,[4 1 0 2 6 5 3],1845,[2 4 1 6 3 5 0],2421,[3 2 0 6 4 5 1]
74,504,[0 5 2 1 3 4 6],2910,[4 0 2 3 1 5 6],1735,[2 3 4 1 0 6 5],2054,[2 6 0 4 3 1 5]
75,746,[1 0 3 2 5 4 6],3176,[4 2 3 1 5 0 6],1670,[2 1 6 4 3 0 5],2407,[3 2 0 4 1 6 5]
76,908,[1 2 4 6 3 0 5],2786,[3 6 1 0 4 2 5],1958,[2 5 1 4 3 0 6],2314,[3 1 2 4 6 0 5]
77,500,[0 5 1 6 3 2 4],3133,[4 2 0 5 1 6 3],1761,[2 3 5 1 4 6 0],2171,[3 0 1 4 6 5 2]
78,943,[1 2 6 3 0 5 4],3015,[4 1 0 5 3 6 2],1646,[2 1 5 4 3 0 6],2380,[3 1 6 0 5 2 4]
79,597,[0 5 6 4 2 3 1],3041,[4 1 2 5 6 3 0],1940,[2 5 0 6 3 1 4],2049,[2 6 0 3 4 5 1]
80,836,[1 0 6 5 3 2 4],3170,[4 2 3 0 5 1 6],1538,[2 0 6 1 4 3 5],2033,[2 5 6 3 4 1 0]
81,660,[0 6 3 4 1 2 5],3036,[4 1 2 5 0 3 6],1840,[2 4 1 5 6 0 3],2250,[3 0 5 6 1 2 4]
82,801,[1 0 5 3 4 6 2],2959,[4 0 5 2 1 6 3],1579,[2 1 0 6 3 5 4],2185,[3 0 2 1 4 6 5]
83,659,[0 6 3 2 5 4 1],2818,[3 6 2 1 5 0 4],1962,[2 5 1 6 0 3 4],2240,[3 0 5 2 4 1 6]
84,525,[0 5 2 6 3 4 1],2964,[4 0 5 3 1 2 6],1977,[2 5 3 1 4 6 0],2304,[3 1 2 0 4 5 6]
85,609,[0 6 1 3 4 5 2],3107,[4 1 6 2 5 3 0],1830,[2 4 1 3 0 5 6],2209,[3 0 4 1 2 6 5]
86,768,[1 0 4 2 3 5 6],2762,[3 6 0 1 4 2 5],2014,[2 5 4 6 3 0 1],2401,[3 2 0 1 4 6 5]
87,489,[0 5 1 3 4 6 2],2758,[3 5 6 4 2 0 1],1947,[2 5 1 0 4 6 3],2198,[3 0 2 5 4 1 6]
88,669,[0 6 3 5 2 4 1],2838,[3 6 4 1 0 2 5],1573,[2 1 0 5 3 6 4],2306,[3 1 2 0 5 4 6]
89,540,[0 5 3 4 1 2 6],2886,[4 0 1 3 2 5 6],1865,[2 4 3 5 6 1 0],2340,[3 1 4 5 0 2 6]
90,877,[1 2 3 5 0 6 4],2747,[3 5 6 1 4 2 0],1626,[2 1 4 6 0 3 5],2423,[3 2 0 6 5 4 1]
91,523,[0 5 2 6 1 4 3],2908,[4 0 2 1 6 3 5],1911,[2 4 6 3 1 5 0],2117,[2 6 4 0 5 3 1]
92,903,[1 2 4 5 3 6 0],2807,[3 6 1 5 4 2 0],1861,[2 4 3 5 0 6 1],1955,[2 5 1 3 6 4 0]
93,782,[1 0 4 5 3 2 6],3066,[4 1 3 6 0 2 5],1561,[2 1 0 3 4 6 5],2221,[3 0 4 5 1 6 2]
94,842,[1 2 0 3 5 4 6],3155,[4 2 1 3 6 5 0],1782,[2 3 6 1 0 4 5],2203,[3 0 2 6 1 5 4]
95,865,[1 2 3 0 4 6 5],3173,[4 2 3 0 6 5 1],1662,[2 1 6 3 0 4 5],2049,[2 6 0 3 4 5 1]
96,859,[1 2 0 6 3 5 4],3056,[4 1 3 2 5 0 6],1599,[2 1 3 5 4 6 0],2052,[2 6 0 4 1 3 5]
97,865,[1 2 3 0 4 6 5],2854,[3 6 4 5 2 0 1],2011,[2 5 4 6 0 3 1],2090,[2 6 3 0 4 1 5]
98,874,[1 2 3 4 6 0 5],3163,[4 2 1 6 0 5 3],2000,[2 5 4 1 3 0 6],2023,[2 5 6 1 0 4 3]
99,506,[0 5 2 1 4 3 6],3184,[4 2 3 5 6 0 1],1940,[2 5 0 6 3 1 4],2362,[3 1 5 2 6 0 4]
100,694,[0 6 4 5 3 1 2],2840,[3 6 4 1 2 0 5],1674,[2 1 6 5 0 3 4],2125,[2 6 4 3 0 5 1]
1,939,[1 2 6 0 4 5 3],3117,[4 1 6 5 2 3 0],1852,[2 4 3 0 6 1 5],2045,[2 6 0 1 5 4 3]
2,537,[0 5 3 2 4 6 1],2737,[3 5 6 0 1 4 2],1665,[2 1 6 3 4 5 0],2315,[3 1 2 4 6 5 0]
3,681,[0 6 4 2 3 5 1],2736,[3 5 6 0 1 2 4],1722,[2 3 1 6 0 4 5],1956,[2 5 1 4 0 3 6]
4,782,[1 0 4 5 3 2 6],3032,[4 1 2 3 5 0 6],1572,[2 1 0 5 3 4 6],1978,[2 5 3 1 6 0 4]
5,650,[0 6 3 1 4 2 5],3216,[4 2 6 0 1 3 5],2006,[2 5 4 3 1 0 6],2090,[2 6 3 0 4 1 5]
6,498,[0 5 1 6 2 3 4],3181,[4 2 3 5 0 6 1],1631,[2 1 4 6 5 3 0],2196,[3 0 2 5 1 4 6]
7,527,[0 5 2 6 4 3 1],2848,[3 6 4 2 5 0 1],1626,[2 1 4 6 0 3 5],2223,[3 0 4 5 2 6 1]
8,457,[0 4 6 1 2 5 3],2936,[4 0 3 2 5 1 6],2010,[2 5 4 6 0 1 3],1966,[2 5 1 6 4 0 3]
9,568,[0 5 4 3 6 1 2],3069,[4 1 3 6 2 5 0],1928,[2 5 0 3 4 1 6],2400,[3 2 0 1 4 5 6]
10,901,[1 2 4 5 0 6 3],2856,[3 6 5 0 1 2 4],1714,[2 3 1 4 6 0 5],2226,[3 0 4 6 1 2 5]
11,674,[0 6 4 1 3 2 5],2950,[4 0 3 6 5 1 2],1670,[2 1 6 4 3 0 5],2262,[3 0 6 2 1 4 5]
12,889,[1 2 4 0 3 6 5],2742,[3 5 6 1 0 2 4],2015,[2 5 4 6 3 1 0],2230,[3 0 4 6 5 1 2]
13,648,[0 6 3 1 2 4 5],3160,[4 2 1 5 6 0 3],1979,[2 5 3 1 6 4 0],2118,[2 6 4 1 0 3 5]
14,564,[0 5 4 3 1 2 6],2780,[3 6 0 5 2 1 4],1790,[2 3 6 4 1 0 5],2084,[2 6 1 5 3 0 4]
15,667,[0 6 3 5 1 4 2],3204,[4 2 5 3 0 1 6],1794,[2 3 6 5 0 1 4],2033,[2 5 6 3 4 1 0]
16,686,[0 6 4 3 2 1 5],3163,[4 2 1 6 0 5 3],1610,[2 1 4 0 5 3 6],2123,[2 6 4 1 5 3 0]
17,684,[0 6 4 3 1 2 5],3043,[4 1 2 6 0 5 3],1687,[2 3 0 4 1 6 5],2019,[2 5 6 0 3 4 1]
18,884,[1 2 3 6 4 0 5],2765,[3 6 0 1 5 4 2],1783,[2 3 6 1 0 5 4],2088,[2 6 3 0 1 4 5]
19,655,[0 6 3 2 1 5 4],3223,[4 2 6 1 0 5 3],1769,[2 3 5 4 6 1 0],2351,[3 1 4 6 5 2 0]
20,756,[1 0 3 5 2 4 6],3182,[4 2 3 5 1 0 6],1679,[2 1 6 5 4 3 0],1968,[2 5 3 0 1 4 6]
21,826,[1 0 6 3 5 2 4],3079,[4 1 5 2 0 6 3],1762,[2 3 5 1 6 0 4],2290,[3 1 0 4 6 2 5]
22,769,[1 0 4 2 3 6 5],2833,[3 6 4 0 1 5 2],1942,[2 5 0 6 4 1 3],2260,[3 0 6 1 5 2 4]
23,771,[1 0 4 2 5 6 3],3028,[4 1 2 0 6 3 5],1739,[2 3 4 1 6 5 0],2215,[3 0 4 2 1 6 5]
24,780,[1 0 4 5 2 3 6],2829,[3 6 2 5 1 4 0],1911,[2 4 6 3 1 5 0],2184,[3 0 2 1 4 5 6]
25,515,[0 5 2 3 6 4 1],2967,[4 0 5 3 2 6 1],1924,[2 5 0 1 6 3 4],2294,[3 1 0 5 4 2 6]
26,744,[1 0 3 2 4 5 6],3167,[4 2 1 6 5 3 0],1638,[2 1 5 3 0 4 6],2122,[2 6 4 1 5 0 3]
27,698,[0 6 5 1 3 2 4],2726,[3 5 4 2 1 0 6],1644,[2 1 5 4 0 3 6],1987,[2 5 3 6 0 4 1]
28,885,[1 2 3 6 4 5 0],2933,[4 0 3 1 6 5 2],1618,[2 1 4 3 6 0 5],2151,[2 6 5 3 1 4 0]
29,552,[0 5 4 1 2 3 6],2857,[3 6 5 0 1 4 2],1717,[2 3 1 5 0 6 4],2431,[3 2 1 4 0 6 5]
30,846,[1 2 0 4 3 5 6],2906,[4 0 2 1 5 3 6],1945,[2 5 1 0 3 6 4],2311,[3 1 2 4 0 6 5]
31,464,[0 4 6 2 3 1 5],2957,[4 0 5 1 6 3 2],1963,[2 5 1 6 0 4 3],2256,[3 0 6 1 2 4 5]
32,548,[0 5 3 6 2 1 4],3196,[4 2 5 0 6 1 3],1778,[2 3 6 0 4 1 5],2033,[2 5 6 3 4 1 0]
33,893,[1 2 4 0 6 5 3],2972,[4 0 5 6 2 1 3],1569,[2 1 0 4 5 6 3],2130,[2 6 4 5 0 1 3]
34,862,[1 2 0 6 5 3 4],2893,[4 0 1 5 2 6 3],1933,[2 5 0 4 1 6 3],2072,[2 6 1 3 4 0 5]
35,857,[1 2 0 5 6 4 3],2972,[4 0 5 6 2 1 3],1819,[2 4 0 6 1 5 3],2135,[2 6 4 5 3 1 0]
36,579,[0 5 6 1 3 4 2],3000,[4 1 0 2 3 5 6],1825,[2 4 1 0 3 6 5],2372,[3 1 5 6 2 0 4]
37,576,[0 5 6 1 2 3 4],2744,[3 5 6 1 2 0 4],1907,[2 4 6 1 5 3 0],2087,[2 6 1 5 4 3 0]
38,836,[1 0 6 5 3 2 4],3125,[4 2 0 1 6 5 3],1854,[2 4 3 1 0 5 6],2009,[2 5 4 3 6 1 0]
39,835,[1 0 6 5 2 4 3],2953,[4 0 5 1 2 6 3],1988,[2 5 3 6 1 0 4],2246,[3 0 5 4 2 1 6]
40,601,[0 6 1 2 3 5 4],3152,[4 2 1 3 5 0 6],1780,[2 3 6 0 5 1 4],2134,[2 6 4 5 3 0 1]
41,697,[0 6 5 1 2 4 3],2940,[4 0 3 5 1 2 6],1960,[2 5 1 4 6 0 3],1970,[2 5 3 0 4 1 6]
42,927,[1 2 5 4 3 6 0],2847,[3 6 4 2 1 5 0],1954,[2 5 1 3 6 0 4],2063,[2 6 0 5 4 3 1]
43,557,[0 5 4 1 6 3 2],3068,[4 1 3 6 2 0 5],1708,[2 3 1 0 6 4 5],2342,[3 1 4 5 2 0 6]
44,598,[0 5 6 4 3 1 2],3196,[4 2 5 0 6 1 3],1530,[2 0 5 6 1 3 4],2033,[2 5 6 3 4 1 0]
45,659,[0 6 3 2 5 4 1],2822,[3 6 2 4 1 0 5],1636,[2 1 5 0 6 3 4],1987,[2 5 3 6 0 4 1]
46,594,[0 5 6 4 1 2 3],3060,[4 1 3 5 0 2 6],1912,[2 4 6 3 5 0 1],2170,[3 0 1 4 6 2 5]
47,711,[0 6 5 3 2 4 1],2740,[3 5 6 0 4 1 2],1898,[2 4 6 0 3 1 5],1984,[2 5 3 4 6 0 1]
48,674,[0 6 4 1 3 2 5],2927,[4 0 2 6 5 3 1],1858,[2 4 3 1 6 0 5],2157,[2 6 5 4 1 3 0]
49,630,[0 6 2 3 1 4 5],3177,[4 2 3 1 5 6 0],2005,[2 5 4 3 0 6 1],1992,[2 5 4 0 1 3 6]
50,635,[0 6 2 3 5 4 1],3016,[4 1 0 5 6 2 3],1964,[2 5 1 6 3 0 4],2074,[2 6 1 3 5 0 4]
51,630,[0 6 2 3 1 4 5],3012,[4 1 0 5 2 3 6],1923,[2 5 0 1 4 6 3],2404,[3 2 0 1 6 4 5]
52,941,[1 2 6 0 5 4 3],3137,[4 2 0 5 6 3 1],1739,[2 3 4 1 6 5 0],2435,[3 2 1 4 6 5 0]
53,674,[0 6 4 1 3 2 5],3167,[4 2 1 6 5 3 0],1742,[2 3 4 5 1 0 6],1938,[2 5 0 6 1 3 4]
54,709,[0 6 5 3 1 4 2],3023,[4 1 0 6 5 3 2],1939,[2 5 0 6 1 4 3],2183,[3 0 1 6 5 4 2]
55,828,[1 0 6 4 2 3 5],3056,[4 1 3 2 5 0 6],1772,[2 3 5 6 1 0 4],1979,[2 5 3 1 6 4 0]
56,625,[0 6 2 1 3 5 4],2823,[3 6 2 4 1 5 0],1926,[2 5 0 3 1 4 6],2211,[3 0 4 1 5 6 2]
57,725,[1 0 2 3 6 5 4],3209,[4 2 5 3 6 1 0],1804,[2 4 0 1 6 3 5],2048,[2 6 0 3 4 1 5]
58,861,[1 2 0 6 4 5 3],2933,[4 0 3 1 6 5 2],1828,[2 4 1 0 6 3 5],2376,[3 1 6 0 2 4 5]
59,723,[1 0 2 3 5 6 4],2774,[3 6 0 4 2 1 5],1712,[2 3 1 4 5 0 6],2244,[3 0 5 4 1 2 6]
60,865,[1 2 3 0 4 6 5],2977,[4 0 6 1 2 5 3],1963,[2 5 1 6 0 4 3],2115,[2 6 4 0 3 5 1]
61,725,[1 0 2 3 6 5 4],2866,[3 6 5 1 4 0 2],1667,[2 1 6 3 5 4 0],2045,[2 6 0 1 5 4 3]
62,601,[0 6 1 2 3 5 4],2941,[4 0 3 5 1 6 2],2009,[2 5 4 3 6 1 0],2075,[2 6 1 3 5 4 0]
63,913,[1 2 5 0 3 6 4],3147,[4 2 1 0 5 6 3],1804,[2 4 0 1 6 3 5],1961,[2 5 1 4 6 3 0]
64,681,[0 6 4 2 3 5 1],2798,[3 6 1 4 2 0 5],1999,[2 5 4 1 0 6 3],2059,[2 6 0 5 1 4 3]
65,859,[1 2 0 6 3 5 4],2925,[4 0 2 6 3 5 1],1768,[2 3 5 4 6 0 1],2406,[3 2 0 4 1 5 6]
66,582,[0 5 6 2 1 3 4],2920,[4 0 2 5 6 1 3],1760,[2 3 5 1 4 0 6],2147,[2 6 5 1 4 3 0]
67,955,[1 2 6 5 0 4 3],2795,[3 6 1 2 5 4 0],1904,[2 4 6 1 3 0 5],2213,[3 0 4 1 6 5 2]
68,745,[1 0 3 2 4 6 5],3028,[4 1 2 0 6 3 5],1634,[2 1 5 0 4 3 6],2390,[3 1 6 4 2 0 5]
69,666,[0 6 3 5 1 2 4],2833,[3 6 4 0 1 5 2],1987,[2 5 3 6 0 4 1],2096,[2 6 3 1 4 0 5]
70,544,[0 5 3 4 6 1 2],3178,[4 2 3 1 6 0 5],1986,[2 5 3 6 0 1 4],1968,[2 5 3 0 1 4 6]
71,566,[0 5 4 3 2 1 6],2867,[3 6 5 1 4 2 0],1691,[2 3 0 4 6 5 1],2401,[3 2 0 1 4 6 5]
72,807,[1 0 5 4 3 6 2],3145,[4 2 1 0 3 6 5],1849,[2 4 3 0 1 6 5],2426,[3 2 1 0 5 4 6]
73,458,[0 4 6 1 3 2 5],2837,[3 6 4 0 5 2 1],1812,[2 4 0 5 1 3 6],2182,[3 0 1 6 5 2 4]
74,510,[0 5 2 3 1 4 6],2955,[4 0 5 1 3 6 2],2006,[2 5 4 3 1 0 6],2337,[3 1 4 2 5 6 0]
75,515,[0 5 2 3 6 4 1],3096,[4 1 6 0 2 3 5],1622,[2 1 4 5 3 0 6],2146,[2 6 5 1 4 0 3]
76,859,[1 2 0 6 3 5 4],2848,[3 6 4 2 5 0 1],1825,[2 4 1 0 3 6 5],2206,[3 0 2 6 5 1 4]
77,668,[0 6 3 5 2 1 4],3073,[4 1 5 0 2 6 3],1746,[2 3 4 6 0 1 5],2354,[3 1 5 0 4 2 6]
78,628,[0 6 2 1 5 3 4],3058,[4 1 3 2 6 0 5],1604,[2 1 3 6 4 0 5],1980,[2 5 3 4 0 1 6]
79,577,[0 5 6 1 2 4 3],3219,[4 2 6 0 3 5 1],1866,[2 4 3 6 0 1 5],2057,[2 6 0 4 5 3 1]
80,880,[1 2 3 5 6 0 4],2801,[3 6 1 4 5 2 0],1668,[2 1 6 4 0 3 5],2024,[2 5 6 1 3 0 4]
81,473,[0 4 6 3 5 2 1],2866,[3 6 5 1 4 0 2],1519,[2 0 5 3 1 6 4],2299,[3 1 0 6 2 5 4]
82,482,[0 5 1 2 4 3 6],2825,[3 6 2 4 5 1 0],1707,[2 3 1 0 5 6 4],2372,[3 1 5 6 2 0 4]
83,711,[0 6 5 3 2 4 1],2883,[4 0 1 2 5 6 3],1606,[2 1 3 6 5 0 4],2085,[2 6 1 5 3 4 0]
84,877,[1 2 3 5 0 6 4],2867,[3 6 5 1 4 2 0],1769,[2 3 5 4 6 1 0],2358,[3 1 5 2 0 4 6]
85,672,[0 6 4 1 2 3 5],2920,[4 0 2 5 6 1 3],1658,[2 1 6 0 4 3 5],2344,[3 1 4 5 6 0 2]
