40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1650,[2 1 5 6 0 3 4],2014,[2 5 4 6 3 0 1],1927,[2 5 0 3 1 6 4],2531,[3 4 0 2 6 5 1]
19,1623,[2 1 4 5 3 6 0],3243,[4 3 0 1 5 6 2],1364,[1 6 2 5 3 0 4],2060,[2 6 0 5 3 1 4]
20,1245,[1 5 2 6 3 4 0],2445,[3 2 1 6 4 5 0],2261,[3 0 6 1 5 4 2],3259,[4 3 0 6 1 5 2]
21,1803,[2 4 0 1 5 6 3],2923,[4 0 2 6 1 5 3],1400,[1 6 4 2 3 0 5],1835,[2 4 1 3 6 5 0]
22,1700,[2 3 0 6 4 1 5],3152,[4 2 1 3 5 0 6],1087,[1 4 0 3 2 6 5],2150,[2 6 5 3 1 0 4]
23,1119,[1 4 2 5 3 6 0],3513,[4 6 1 2 3 5 0],1195,[1 4 6 5 0 3 2],2187,[3 0 2 1 5 6 4]
24,754,[1 0 3 4 6 2 5],3435,[4 5 3 0 2 6 1],1704,[2 3 1 0 4 5 6],2462,[3 2 4 5 1 0 6]
25,1739,[2 3 4 1 6 5 0],1817,[2 4 0 5 6 3 1],1101,[1 4 0 6 3 5 2],3068,[4 1 3 6 2 0 5]
26,649,[0 6 3 1 2 5 4],2989,[4 0 6 3 1 5 2],2419,[3 2 0 6 1 5 4],3077,[4 1 5 0 6 3 2]
27,1086,[1 4 0 3 2 5 6],2922,[4 0 2 6 1 3 5],2886,[4 0 1 3 2 5 6],1661,[2 1 6 0 5 4 3]
28,909,[1 2 4 6 3 5 0],2583,[3 4 2 5 1 6 0],1968,[2 5 3 0 1 4 6],3001,[4 1 0 2 3 6 5]
29,1155,[1 4 5 0 3 6 2],3343,[4 3 6 1 0 5 2],1826,[2 4 1 0 5 3 6],2722,[3 5 4 1 6 0 2]
30,1998,[2 5 4 1 0 3 6],3235,[4 2 6 5 0 3 1],1936,[2 5 0 4 6 1 3],3205,[4 2 5 3 0 6 1]
31,1316,[1 5 6 4 2 0 3],2833,[3 6 4 0 1 5 2],1060,[1 3 6 0 5 2 4],2766,[3 6 0 2 1 4 5]
32,2007,[2 5 4 3 1 6 0],2635,[3 4 6 5 0 2 1],1611,[2 1 4 0 5 6 3],2952,[4 0 5 1 2 3 6]
33,2070,[2 6 1 3 0 4 5],2712,[3 5 4 0 1 2 6],2220,[3 0 4 5 1 2 6],1308,[1 5 6 3 0 2 4]
34,1748,[2 3 4 6 1 0 5],2591,[3 4 2 6 5 1 0],2575,[3 4 2 1 0 6 5],2409,[3 2 0 4 5 6 1]
35,667,[0 6 3 5 1 4 2],1990,[2 5 3 6 4 0 1],2778,[3 6 0 5 1 2 4],1958,[2 5 1 4 3 0 6]
36,1356,[1 6 2 4 0 3 5],3683,[5 0 4 2 6 3 1],1320,[1 6 0 2 3 4 5],2226,[3 0 4 6 1 2 5]
37,1338,[1 6 0 5 2 3 4],3486,[4 6 0 2 1 3 5],2313,[3 1 2 4 5 6 0],1803,[2 4 0 1 5 6 3]
38,1900,[2 4 6 0 5 1 3],2524,[3 4 0 1 6 2 5],1843,[2 4 1 6 0 5 3],1950,[2 5 1 3 0 4 6]
39,1786,[2 3 6 1 5 0 4],2719,[3 5 4 1 0 6 2],2674,[3 5 1 2 6 0 4],3055,[4 1 3 2 0 6 5]
40,1834,[2 4 1 3 6 0 5],3133,[4 2 0 5 1 6 3],1781,[2 3 6 0 5 4 1],3177,[4 2 3 1 5 6 0]
41,328,[0 3 5 4 6 1 2],3007,[4 1 0 3 2 6 5],2413,[3 2 0 5 1 6 4],1384,[1 6 3 4 5 0 2]
42,355,[0 3 6 5 1 4 2],3749,[5 1 2 0 6 4 3],2040,[2 6 0 1 3 4 5],2715,[3 5 4 0 2 6 1]
43,1943,[2 5 0 6 4 3 1],3379,[4 5 0 6 1 3 2],2459,[3 2 4 1 6 5 0],2951,[4 0 3 6 5 2 1]
44,485,[0 5 1 2 6 4 3],1874,[2 4 5 0 3 1 6],1580,[2 1 0 6 4 3 5],2186,[3 0 2 1 5 4 6]
45,1110,[1 4 2 3 0 5 6],2683,[3 5 1 6 0 4 2],1940,[2 5 0 6 3 1 4],1501,[2 0 4 5 1 6 3]
46,885,[1 2 3 6 4 5 0],3194,[4 2 5 0 3 1 6],1390,[1 6 3 5 4 0 2],2753,[3 5 6 2 4 1 0]
47,1837,[2 4 1 5 0 6 3],2137,[2 6 5 0 1 4 3],1453,[2 0 1 5 3 6 4],3125,[4 2 0 1 6 5 3]
48,902,[1 2 4 5 3 0 6],3243,[4 3 0 1 5 6 2],1106,[1 4 2 0 5 3 6],2117,[2 6 4 0 5 3 1]
49,2034,[2 5 6 4 0 1 3],2440,[3 2 1 5 6 0 4],1058,[1 3 6 0 4 2 5],2456,[3 2 4 1 5 0 6]
50,1763,[2 3 5 1 6 4 0],3068,[4 1 3 6 2 0 5],1850,[2 4 3 0 5 1 6],1443,[2 0 1 3 5 6 4]
51,1502,[2 0 4 5 3 1 6],2779,[3 6 0 5 1 4 2],2420,[3 2 0 6 4 1 5],2660,[3 5 0 6 2 1 4]
52,1769,[2 3 5 4 6 1 0],1874,[2 4 5 0 3 1 6],3009,[4 1 0 3 5 6 2],2236,[3 0 5 1 6 2 4]
53,1506,[2 0 4 6 1 3 5],1951,[2 5 1 3 0 6 4],1936,[2 5 0 4 6 1 3],2551,[3 4 1 2 0 6 5]
54,1579,[2 1 0 6 3 5 4],2053,[2 6 0 4 1 5 3],1256,[1 5 3 2 4 0 6],2600,[3 4 5 1 2 0 6]
55,1673,[2 1 6 4 5 3 0],3693,[5 0 4 6 2 3 1],1879,[2 4 5 1 0 6 3],3099,[4 1 6 0 3 5 2]
56,2086,[2 6 1 5 4 0 3],2839,[3 6 4 1 0 5 2],2717,[3 5 4 0 6 2 1],3199,[4 2 5 1 0 6 3]
57,1109,[1 4 2 0 6 5 3],2401,[3 2 0 1 4 6 5],1506,[2 0 4 6 1 3 5],1364,[1 6 2 5 3 0 4]
58,416,[0 4 3 2 5 1 6],1976,[2 5 3 1 4 0 6],1070,[1 3 6 4 2 0 5],1479,[2 0 3 5 4 6 1]
59,2046,[2 6 0 3 1 4 5],3763,[5 1 2 6 0 4 3],1375,[1 6 3 2 0 5 4],1919,[2 4 6 5 3 1 0]
60,1480,[2 0 3 5 6 1 4],2051,[2 6 0 3 5 4 1],1874,[2 4 5 0 3 1 6],1842,[2 4 1 6 0 3 5]
61,887,[1 2 3 6 5 4 0],2262,[3 0 6 2 1 4 5],2290,[3 1 0 4 6 2 5],2113,[2 6 4 0 1 5 3]
62,909,[1 2 4 6 3 5 0],3716,[5 0 6 4 2 1 3],2847,[3 6 4 2 1 5 0],1343,[1 6 0 5 4 3 2]
63,929,[1 2 5 4 6 3 0],2472,[3 2 5 0 1 4 6],2307,[3 1 2 0 5 6 4],2675,[3 5 1 2 6 4 0]
64,1142,[1 4 3 5 2 0 6],2886,[4 0 1 3 2 5 6],1381,[1 6 3 4 0 5 2],1650,[2 1 5 6 0 3 4]
65,2303,[3 1 0 6 5 4 2],3049,[4 1 3 0 2 6 5],2136,[2 6 5 0 1 3 4],2839,[3 6 4 1 0 5 2]
66,601,[0 6 1 2 3 5 4],3500,[4 6 0 5 2 1 3],3001,[4 1 0 2 3 6 5],1508,[2 0 4 6 3 1 5]
67,1736,[2 3 4 1 5 0 6],3662,[5 0 3 4 2 1 6],2097,[2 6 3 1 4 5 0],2240,[3 0 5 2 4 1 6]
68,1911,[2 4 6 3 1 5 0],1828,[2 4 1 0 6 3 5],1961,[2 5 1 4 6 3 0],1957,[2 5 1 4 0 6 3]
69,490,[0 5 1 3 6 2 4],3398,[4 5 1 3 2 0 6],1296,[1 5 6 0 2 3 4],1358,[1 6 2 4 3 0 5]
70,1936,[2 5 0 4 6 1 3],3827,[5 1 6 2 4 3 0],1983,[2 5 3 4 1 6 0],2841,[3 6 4 1 2 5 0]
71,1277,[1 5 4 0 6 3 2],3129,[4 2 0 3 5 6 1],2638,[3 4 6 5 2 0 1],1837,[2 4 1 5 0 6 3]
72,905,[1 2 4 5 6 3 0],2207,[3 0 2 6 5 4 1],1826,[2 4 1 0 5 3 6],2765,[3 6 0 1 5 4 2]
73,2183,[3 0 1 6 5 4 2],2320,[3 1 2 5 6 0 4],2278,[3 0 6 5 4 1 2],2780,[3 6 0 5 2 1 4]
74,2109,[2 6 3 5 1 4 0],2915,[4 0 2 3 6 5 1],2568,[3 4 2 0 1 5 6],1933,[2 5 0 4 1 6 3]
75,1067,[1 3 6 2 5 4 0],2463,[3 2 4 5 1 6 0],2873,[3 6 5 2 4 1 0],2496,[3 2 6 0 1 4 5]
76,1652,[2 1 5 6 3 0 4],2841,[3 6 4 1 2 5 0],2272,[3 0 6 4 5 1 2],2191,[3 0 2 4 1 6 5]
77,2076,[2 6 1 4 0 3 5],3605,[5 0 1 2 6 4 3],2166,[3 0 1 4 2 5 6],2503,[3 2 6 1 0 5 4]
78,1098,[1 4 0 6 2 3 5],2478,[3 2 5 1 0 4 6],1296,[1 5 6 0 2 3 4],1620,[2 1 4 5 0 3 6]
79,1963,[2 5 1 6 0 4 3],3093,[4 1 5 6 2 3 0],2788,[3 6 1 0 5 2 4],1832,[2 4 1 3 5 0 6]
80,1158,[1 4 5 2 0 3 6],3661,[5 0 3 4 1 6 2],1392,[1 6 4 0 2 3 5],3256,[4 3 0 5 6 1 2]
81,1131,[1 4 3 0 5 6 2],1860,[2 4 3 5 0 1 6],2192,[3 0 2 4 5 1 6],1692,[2 3 0 5 1 4 6]
82,322,[0 3 5 2 6 1 4],2334,[3 1 4 2 0 5 6],2312,[3 1 2 4 5 0 6],1602,[2 1 3 6 0 4 5]
83,1194,[1 4 6 5 0 2 3],3688,[5 0 4 3 6 1 2],1343,[1 6 0 5 4 3 2],1418,[1 6 5 0 3 2 4]
84,1711,[2 3 1 4 0 6 5],2751,[3 5 6 2 1 4 0],3000,[4 1 0 2 3 5 6],1602,[2 1 3 6 0 4 5]
85,799,[1 0 5 3 2 6 4],1852,[2 4 3 0 6 1 5],2540,[3 4 0 6 2 1 5],1618,[2 1 4 3 6 0 5]
86,1867,[2 4 3 6 0 5 1],1967,[2 5 1 6 4 3 0],1045,[1 3 5 4 0 6 2],1747,[2 3 4 6 0 5 1]
87,805,[1 0 5 4 2 6 3],3148,[4 2 1 0 6 3 5],2166,[3 0 1 4 2 5 6],2833,[3 6 4 0 1 5 2]
88,794,[1 0 5 2 4 3 6],3172,[4 2 3 0 6 1 5],1796,[2 3 6 5 1 0 4],2614,[3 4 5 6 2 0 1]
89,432,[0 4 5 1 2 3 6],2452,[3 2 4 0 6 1 5],1703,[2 3 0 6 5 4 1],1853,[2 4 3 0 6 5 1]
90,900,[1 2 4 5 0 3 6],2177,[3 0 1 5 6 4 2],1619,[2 1 4 3 6 5 0],1993,[2 5 4 0 1 6 3]
91,551,[0 5 3 6 4 2 1],3058,[4 1 3 2 6 0 5],1494,[2 0 4 3 1 5 6],2981,[4 0 6 1 5 3 2]
92,1248,[1 5 3 0 2 4 6],2403,[3 2 0 1 5 6 4],1702,[2 3 0 6 5 1 4],3274,[4 3 1 2 6 0 5]
93,2174,[3 0 1 5 4 2 6],2456,[3 2 4 1 5 0 6],1151,[1 4 3 6 5 2 0],2749,[3 5 6 2 0 4 1]
94,609,[0 6 1 3 4 5 2],3163,[4 2 1 6 0 5 3],1807,[2 4 0 3 1 6 5],3143,[4 2 0 6 5 3 1]
95,1250,[1 5 3 0 4 2 6],2471,[3 2 4 6 5 1 0],2515,[3 2 6 5 0 4 1],3263,[4 3 0 6 5 2 1]
96,1892,[2 4 5 6 1 0 3],2892,[4 0 1 5 2 3 6],2590,[3 4 2 6 5 0 1],2107,[2 6 3 5 0 4 1]
97,1845,[2 4 1 6 3 5 0],3196,[4 2 5 0 6 1 3],2758,[3 5 6 4 2 0 1],2454,[3 2 4 1 0 5 6]
98,1104,[1 4 2 0 3 5 6],3240,[4 3 0 1 2 5 6],2159,[2 6 5 4 3 1 0],2652,[3 5 0 4 1 2 6]
99,469,[0 4 6 3 1 5 2],3748,[5 1 2 0 6 3 4],1997,[2 5 4 0 6 3 1],2141,[2 6 5 0 4 3 1]
100,813,[1 0 5 6 3 4 2],2351,[3 1 4 6 5 2 0],1964,[2 5 1 6 3 0 4],1635,[2 1 5 0 4 6 3]
1,1469,[2 0 3 1 6 5 4],3363,[4 5 0 1 3 6 2],2226,[3 0 4 6 1 2 5],2934,[4 0 3 2 1 5 6]
2,2245,[3 0 5 4 1 6 2],3522,[4 6 1 5 0 2 3],2298,[3 1 0 6 2 4 5],2546,[3 4 1 0 5 2 6]
3,885,[1 2 3 6 4 5 0],3677,[5 0 4 1 6 3 2],1490,[2 0 4 1 5 3 6],2919,[4 0 2 5 3 6 1]
4,409,[0 4 3 1 2 6 5],2436,[3 2 1 5 0 4 6],2672,[3 5 1 2 4 0 6],1754,[2 3 5 0 4 1 6]
5,790,[1 0 4 6 5 2 3],3771,[5 1 3 0 4 6 2],2237,[3 0 5 1 6 4 2],3199,[4 2 5 1 0 6 3]
6,901,[1 2 4 5 0 6 3],3259,[4 3 0 6 1 5 2],1086,[1 4 0 3 2 5 6],2761,[3 6 0 1 2 5 4]
7,1905,[2 4 6 1 3 5 0],2580,[3 4 2 5 0 1 6],1739,[2 3 4 1 6 5 0],2337,[3 1 4 2 5 6 0]
8,1716,[2 3 1 5 0 4 6],2062,[2 6 0 5 4 1 3],2393,[3 1 6 4 5 2 0],2044,[2 6 0 1 5 3 4]
9,816,[1 0 6 2 3 4 5],2615,[3 4 5 6 2 1 0],1104,[1 4 2 0 3 5 6],2196,[3 0 2 5 1 4 6]
10,485,[0 5 1 2 6 4 3],3508,[4 6 1 0 5 2 3],2632,[3 4 6 2 5 0 1],1452,[2 0 1 5 3 4 6]
11,497,[0 5 1 4 6 3 2],2612,[3 4 5 6 1 0 2],1130,[1 4 3 0 5 2 6],1365,[1 6 2 5 3 4 0]
12,496,[0 5 1 4 6 2 3],2948,[4 0 3 6 2 1 5],2815,[3 6 2 1 0 5 4],2006,[2 5 4 3 1 0 6]
13,750,[1 0 3 4 2 5 6],3603,[5 0 1 2 4 6 3],1855,[2 4 3 1 0 6 5],3217,[4 2 6 0 1 5 3]
14,1192,[1 4 6 3 5 0 2],2923,[4 0 2 6 1 5 3],1663,[2 1 6 3 0 5 4],1794,[2 3 6 5 0 1 4]
15,652,[0 6 3 1 5 2 4],3640,[5 0 2 4 6 1 3],2707,[3 5 2 6 0 4 1],2884,[4 0 1 2 6 3 5]
16,703,[0 6 5 2 1 4 3],2954,[4 0 5 1 3 2 6],3003,[4 1 0 2 5 6 3],1888,[2 4 5 3 6 0 1]
17,2035,[2 5 6 4 0 3 1],2997,[4 0 6 5 2 3 1],2510,[3 2 6 4 1 0 5],1491,[2 0 4 1 5 6 3]
18,1538,[2 0 6 1 4 3 5],2747,[3 5 6 1 4 2 0],2332,[3 1 4 0 6 2 5],3257,[4 3 0 5 6 2 1]
19,647,[0 6 2 5 4 3 1],2043,[2 6 0 1 4 5 3],1791,[2 3 6 4 1 5 0],2309,[3 1 2 0 6 5 4]
20,740,[1 0 2 6 4 3 5],2849,[3 6 4 2 5 1 0],1187,[1 4 6 2 5 3 0],1908,[2 4 6 3 0 1 5]
21,2116,[2 6 4 0 5 1 3],2674,[3 5 1 2 6 0 4],1842,[2 4 1 6 0 3 5],2712,[3 5 4 0 1 2 6]
22,1245,[1 5 2 6 3 4 0],2535,[3 4 0 5 2 6 1],1379,[1 6 3 2 5 4 0],2170,[3 0 1 4 6 2 5]
23,1837,[2 4 1 5 0 6 3],2402,[3 2 0 1 5 4 6],1423,[1 6 5 2 0 4 3],1653,[2 1 5 6 3 4 0]
24,1740,[2 3 4 5 0 1 6],2291,[3 1 0 4 6 5 2],1358,[1 6 2 4 3 0 5],2686,[3 5 1 6 4 0 2]
25,1689,[2 3 0 4 5 6 1],2257,[3 0 6 1 2 5 4],1797,[2 3 6 5 1 4 0],1513,[2 0 5 1 3 6 4]
26,478,[0 4 6 5 3 1 2],2334,[3 1 4 2 0 5 6],1944,[2 5 1 0 3 4 6],2795,[3 6 1 2 5 4 0]
27,1051,[1 3 5 6 0 4 2],2777,[3 6 0 4 5 2 1],1391,[1 6 3 5 4 2 0],2117,[2 6 4 0 5 3 1]
28,1878,[2 4 5 1 0 3 6],3188,[4 2 3 6 1 0 5],1209,[1 5 0 3 4 6 2],1771,[2 3 5 6 0 4 1]
29,1162,[1 4 5 2 6 0 3],3387,[4 5 1 0 3 6 2],1628,[2 1 4 6 3 0 5],2538,[3 4 0 6 1 2 5]
30,1494,[2 0 4 3 1 5 6],2597,[3 4 5 0 6 2 1],1398,[1 6 4 2 0 3 5],2151,[2 6 5 3 1 4 0]
31,2126,[2 6 4 3 1 0 5],2205,[3 0 2 6 4 5 1],2539,[3 4 0 6 1 5 2],2098,[2 6 3 1 5 0 4]
32,1276,[1 5 4 0 6 2 3],2661,[3 5 0 6 2 4 1],1674,[2 1 6 5 0 3 4],1494,[2 0 4 3 1 5 6]
33,1060,[1 3 6 0 5 2 4],2395,[3 1 6 5 0 4 2],2420,[3 2 0 6 4 1 5],1627,[2 1 4 6 0 5 3]
34,1454,[2 0 1 5 4 3 6],2421,[3 2 0 6 4 5 1],1831,[2 4 1 3 0 6 5],3108,[4 1 6 3 0 2 5]
35,2009,[2 5 4 3 6 1 0],2727,[3 5 4 2 1 6 0],2095,[2 6 3 1 0 5 4],1826,[2 4 1 0 5 3 6]
36,1206,[1 5 0 3 2 4 6],3289,[4 3 2 0 1 6 5],2918,[4 0 2 5 3 1 6],2502,[3 2 6 1 0 4 5]
37,1922,[2 5 0 1 4 3 6],2179,[3 0 1 6 2 5 4],2121,[2 6 4 1 3 5 0],2219,[3 0 4 2 6 5 1]
38,1096,[1 4 0 5 6 2 3],3098,[4 1 6 0 3 2 5],1698,[2 3 0 6 1 4 5],1812,[2 4 0 5 1 3 6]
39,1225,[1 5 2 0 3 6 4],2690,[3 5 2 0 4 1 6],1771,[2 3 5 6 0 4 1],1497,[2 0 4 3 5 6 1]
40,2218,[3 0 4 2 6 1 5],3561,[4 6 3 1 2 5 0],1946,[2 5 1 0 4 3 6],2362,[3 1 5 2 6 0 4]
41,2281,[3 1 0 2 4 6 5],2413,[3 2 0 5 1 6 4],2929,[4 0 3 1 2 6 5],2657,[3 5 0 4 6 2 1]
42,1408,[1 6 4 3 5 0 2],2656,[3 5 0 4 6 1 2],2798,[3 6 1 4 2 0 5],2729,[3 5 4 2 6 1 0]
43,2297,[3 1 0 5 6 4 2],2079,[2 6 1 4 3 5 0],1469,[2 0 3 1 6 5 4],1730,[2 3 4 0 5 1 6]
44,453,[0 4 5 6 2 3 1],2129,[2 6 4 3 5 1 0],2096,[2 6 3 1 4 0 5],2904,[4 0 2 1 3 5 6]
45,890,[1 2 4 0 5 3 6],2590,[3 4 2 6 5 0 1],2535,[3 4 0 5 2 6 1],2676,[3 5 1 4 0 2 6]
46,540,[0 5 3 4 1 2 6],1860,[2 4 3 5 0 1 6],1285,[1 5 4 3 0 6 2],2839,[3 6 4 1 0 5 2]
47,801,[1 0 5 3 4 6 2],2174,[3 0 1 5 4 2 6],2871,[3 6 5 2 1 4 0],2090,[2 6 3 0 4 1 5]
48,1285,[1 5 4 3 0 6 2],2558,[3 4 1 5 2 0 6],1169,[1 4 5 3 6 2 0],2396,[3 1 6 5 2 0 4]
49,2277,[3 0 6 5 2 4 1],3355,[4 3 6 5 0 2 1],2124,[2 6 4 3 0 1 5],1889,[2 4 5 3 6 1 0]
50,850,[1 2 0 4 6 3 5],2543,[3 4 0 6 5 2 1],2537,[3 4 0 5 6 2 1],3004,[4 1 0 2 6 3 5]
51,2176,[3 0 1 5 6 2 4],2920,[4 0 2 5 6 1 3],1600,[2 1 3 5 6 0 4],2688,[3 5 2 0 1 4 6]
52,610,[0 6 1 3 5 2 4],1923,[2 5 0 1 4 6 3],1255,[1 5 3 2 0 6 4],2502,[3 2 6 1 0 4 5]
53,761,[1 0 3 5 6 4 2],2582,[3 4 2 5 1 0 6],1312,[1 5 6 3 4 0 2],1805,[2 4 0 1 6 5 3]
54,1921,[2 5 0 1 3 6 4],3572,[4 6 3 5 1 0 2],1185,[1 4 6 2 3 5 0],3072,[4 1 5 0 2 3 6]
55,1017,[1 3 4 2 5 6 0],2703,[3 5 2 4 1 6 0],1559,[2 0 6 5 4 3 1],2393,[3 1 6 4 5 2 0]
56,527,[0 5 2 6 4 3 1],1968,[2 5 3 0 1 4 6],1924,[2 5 0 1 6 3 4],1383,[1 6 3 4 2 5 0]
57,712,[0 6 5 3 4 1 2],1941,[2 5 0 6 3 4 1],2041,[2 6 0 1 3 5 4],1384,[1 6 3 4 5 0 2]
58,1464,[2 0 3 1 4 5 6],1897,[2 4 6 0 1 5 3],2892,[4 0 1 5 2 3 6],1914,[2 4 6 5 0 1 3]
59,1032,[1 3 5 0 2 4 6],3652,[5 0 3 1 6 2 4],1883,[2 4 5 1 6 3 0],3064,[4 1 3 5 6 0 2]
60,761,[1 0 3 5 6 4 2],3080,[4 1 5 2 3 0 6],1387,[1 6 3 5 0 4 2],1744,[2 3 4 5 6 0 1]
61,2170,[3 0 1 4 6 2 5],1829,[2 4 1 0 6 5 3],1376,[1 6 3 2 4 0 5],2730,[3 5 4 6 0 1 2]
62,479,[0 4 6 5 3 2 1],1937,[2 5 0 4 6 3 1],1421,[1 6 5 0 4 3 2],1476,[2 0 3 5 1 4 6]
63,858,[1 2 0 6 3 4 5],3223,[4 2 6 1 0 5 3],2340,[3 1 4 5 0 2 6],2159,[2 6 5 4 3 1 0]
64,1641,[2 1 5 3 4 6 0],3813,[5 1 4 6 2 3 0],1387,[1 6 3 5 0 4 2],2102,[2 6 3 4 1 0 5]
65,518,[0 5 2 4 3 1 6],2152,[2 6 5 3 4 0 1],1588,[2 1 3 0 6 4 5],1501,[2 0 4 5 1 6 3]
66,1357,[1 6 2 4 0 5 3],2977,[4 0 6 1 2 5 3],1137,[1 4 3 2 5 6 0],2018,[2 5 6 0 3 1 4]
67,1574,[2 1 0 5 4 3 6],3279,[4 3 1 5 2 6 0],1285,[1 5 4 3 0 6 2],2926,[4 0 2 6 5 1 3]
68,1616,[2 1 4 3 5 0 6],1842,[2 4 1 6 0 3 5],1657,[2 1 6 0 3 5 4],2039,[2 5 6 4 3 1 0]
69,1503,[2 0 4 5 3 6 1],3635,[5 0 2 3 6 4 1],1955,[2 5 1 3 6 4 0],2116,[2 6 4 0 5 1 3]
70,1766,[2 3 5 4 1 0 6],2674,[3 5 1 2 6 0 4],2814,[3 6 2 1 0 4 5],1765,[2 3 5 4 0 6 1]
71,1101,[1 4 0 6 3 5 2],3057,[4 1 3 2 5 6 0],1889,[2 4 5 3 6 1 0],2633,[3 4 6 2 5 1 0]
72,1243,[1 5 2 6 0 4 3],2264,[3 0 6 2 4 1 5],1820,[2 4 0 6 3 1 5],1826,[2 4 1 0 5 3 6]
73,617,[0 6 1 4 5 3 2],3775,[5 1 3 2 0 6 4],1120,[1 4 2 5 6 0 3],2606,[3 4 5 2 1 0 6]
74,749,[1 0 3 2 6 5 4],3067,[4 1 3 6 0 5 2],2870,[3 6 5 2 1 0 4],3252,[4 3 0 5 1 2 6]
75,779,[1 0 4 3 6 5 2],3395,[4 5 1 2 6 3 0],1091,[1 4 0 3 6 5 2],2175,[3 0 1 5 4 6 2]
76,1011,[1 3 4 0 5 6 2],3814,[5 1 4 6 3 0 2],2069,[2 6 1 0 5 4 3],3287,[4 3 1 6 5 2 0]
77,1267,[1 5 3 6 0 4 2],3375,[4 5 0 3 2 6 1],1591,[2 1 3 4 0 6 5],1684,[2 3 0 1 6 4 5]
78,1783,[2 3 6 1 0 5 4],3558,[4 6 3 1 0 2 5],2193,[3 0 2 4 5 6 1],2183,[3 0 1 6 5 4 2]
79,1153,[1 4 5 0 2 6 3],2727,[3 5 4 2 1 6 0],1820,[2 4 0 6 3 1 5],2138,[2 6 5 0 3 1 4]
80,1453,[2 0 1 5 3 6 4],3435,[4 5 3 0 2 6 1],1287,[1 5 4 3 2 6 0],2388,[3 1 6 4 0 2 5]
81,1851,[2 4 3 0 5 6 1],3671,[5 0 3 6 4 2 1],2097,[2 6 3 1 4 5 0],2738,[3 5 6 0 2 1 4]
82,2085,[2 6 1 5 3 4 0],3613,[5 0 1 4 2 6 3],2802,[3 6 1 5 0 2 4],2228,[3 0 4 6 2 1 5]
83,1920,[2 5 0 1 3 4 6],3665,[5 0 3 4 6 2 1],2379,[3 1 6 0 4 5 2],2030,[2 5 6 3 1 0 4]
84,615,[0 6 1 4 3 5 2],1936,[2 5 0 4 6 1 3],1140,[1 4 3 5 0 2 6],2838,[3 6 4 1 0 2 5]
