10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
32,339917,[0 9 4 5 1 7 2 8 6 3],1751911,[4 8 3 6 1 2 5 0 9 7],515833,[1 4 8 3 5 7 0 2 9 6],521511,[1 4 9 5 2 8 6 3 7 0],1052553,[2 9 0 7 8 3 4 5 6 1],1815264,[5 0 1 3 4 6 2 7 8 9],2114935,[5 8 3 6 2 4 1 0 9 7],1301719,[3 6 2 1 9 7 4 0 8 5],1167891,[3 1 9 7 0 5 2 6 8 4],430502,[1 2 7 4 9 5 6 3 0 8]
33,340750,[0 9 4 6 2 5 8 7 1 3],1796223,[4 9 5 2 7 3 6 1 8 0],750416,[2 0 6 9 3 5 4 7 1 8],545181,[1 5 6 2 3 0 9 7 8 4],1219337,[3 4 1 9 6 0 7 8 5 2],1772536,[4 8 9 5 7 0 3 6 1 2],2029051,[5 6 2 7 0 8 9 1 4 3],1523741,[4 1 8 3 2 9 0 7 6 5],1224315,[3 4 2 9 5 7 0 6 8 1],397281,[1 0 8 7 6 5 3 4 9 2]
34,263268,[0 7 5 2 6 9 4 1 3 8],1696025,[4 7 0 5 6 3 8 9 2 1],586787,[1 6 5 3 9 8 2 7 4 0],504607,[1 4 6 0 9 2 5 3 8 7],1075215,[2 9 6 3 4 0 7 5 8 1],1602333,[4 3 7 9 2 6 8 1 5 0],1966504,[5 3 8 1 2 6 7 9 0 4],1485873,[4 0 8 7 6 2 3 5 9 1],1370041,[3 7 9 6 8 0 1 2 5 4],378577,[1 0 5 2 8 9 3 4 7 6]
35,142771,[0 4 6 3 2 8 9 1 7 5],1717622,[4 7 5 8 3 2 6 1 0 9],540330,[1 5 4 2 6 8 9 0 3 7],573487,[1 6 2 8 5 0 4 3 9 7],1125478,[3 0 9 4 1 8 7 6 2 5],1764400,[4 8 7 0 5 2 6 9 1 3],1996939,[5 4 6 1 7 0 9 2 8 3],1266686,[3 5 4 2 1 8 7 6 0 9],1172596,[3 2 0 7 6 8 1 9 4 5],539793,[1 5 4 0 8 3 6 7 9 2]
36,250674,[0 7 2 8 1 9 6 3 4 5],1769508,[4 8 9 0 5 7 3 1 2 6],736327,[2 0 4 1 8 3 6 5 9 7],500445,[1 4 5 3 0 6 9 7 8 2],1124790,[3 0 9 2 4 5 6 1 7 8],1784718,[4 9 2 0 7 6 3 1 5 8],2158982,[5 9 4 2 6 3 7 1 0 8],1285791,[3 5 9 0 7 8 4 2 6 1],1321505,[3 6 8 1 4 5 7 9 2 0],553161,[1 5 7 8 2 6 3 4 9 0]
37,370452,[1 0 3 6 7 2 8 4 5 9],1568073,[4 2 9 0 8 3 5 6 7 1],675556,[1 8 7 0 3 6 2 9 4 5],425214,[1 2 6 4 7 5 3 0 8 9],1277234,[3 5 7 2 9 6 0 4 1 8],1591304,[4 3 5 8 0 9 2 6 1 7],2236218,[6 1 4 7 9 0 8 2 3 5],1458816,[4 0 2 6 1 9 3 5 7 8],1322481,[3 6 8 2 7 5 1 4 9 0],586986,[1 6 5 4 2 7 9 0 3 8]
38,148669,[0 4 7 5 3 9 6 1 8 2],1738181,[4 8 0 9 1 7 2 6 5 3],730221,[2 0 1 9 4 3 8 6 7 5],575347,[1 6 3 2 0 7 9 4 8 5],1346005,[3 7 4 0 5 8 6 1 9 2],1788320,[4 9 2 7 6 5 1 3 0 8],2199388,[6 0 5 3 8 2 1 9 4 7],1468916,[4 0 5 6 1 9 8 3 2 7],1118106,[3 0 7 8 9 4 6 1 2 5],258404,[0 7 4 2 9 3 8 5 1 6]
39,71854,[0 2 8 3 7 6 9 5 1 4],1697651,[4 7 0 8 9 1 3 6 5 2],450791,[1 3 2 6 0 7 9 8 5 4],607173,[1 7 0 5 3 8 9 4 6 2],1059798,[2 9 3 1 8 6 4 0 5 7],1639319,[4 5 7 1 8 9 6 3 2 0],1941012,[5 3 1 0 9 2 7 4 6 8],1372397,[3 8 0 4 1 7 2 9 6 5],1396664,[3 8 6 0 7 9 2 4 1 5],454450,[1 3 4 2 5 0 7 9 6 8]
40,225352,[0 6 5 7 9 8 3 4 1 2],1530709,[4 1 9 6 8 7 3 0 5 2],744312,[2 0 5 7 8 6 1 3 4 9],386163,[1 0 6 7 4 2 3 8 9 5],1058988,[2 9 3 0 7 8 5 1 4 6],1611586,[4 3 9 7 1 8 2 6 0 5],2088255,[5 7 8 2 3 0 6 4 9 1],1617652,[4 5 0 9 7 3 1 8 2 6],1112108,[3 0 6 7 5 4 9 2 1 8],312417,[0 8 6 9 7 3 2 4 5 1]
41,346101,[0 9 5 6 7 1 8 3 4 2],1865878,[5 1 3 2 6 9 8 7 0 4],615523,[1 7 3 0 9 4 8 2 6 5],315448,[0 8 7 5 1 6 4 9 2 3],1112701,[3 0 6 8 4 5 7 1 9 2],1838160,[5 0 6 8 1 2 3 4 7 9],2036747,[5 6 4 0 8 9 2 7 3 1],1351633,[3 7 5 1 2 8 0 4 9 6],1307408,[3 6 4 2 9 0 5 7 1 8],505431,[1 4 6 2 9 8 5 3 7 0]
42,139418,[0 4 5 7 6 9 1 3 2 8],1876360,[5 1 6 3 0 4 8 9 2 7],724553,[1 9 8 6 2 7 4 5 3 0],487822,[1 4 0 8 6 2 9 7 3 5],1070397,[2 9 5 3 6 8 7 1 4 0],1744593,[4 8 2 1 0 5 6 7 9 3],1981379,[5 4 1 0 9 6 3 8 7 2],1566621,[4 2 8 7 9 0 6 3 5 1],1170347,[3 2 0 4 6 9 5 8 7 1],352447,[0 9 6 8 4 1 3 2 7 5]
43,354876,[0 9 7 3 8 2 5 1 4 6],1852673,[5 0 9 6 1 8 4 7 3 2],762428,[2 0 9 3 8 5 7 4 1 6],603892,[1 6 9 7 5 3 0 8 2 4],1237799,[3 4 7 6 0 9 8 5 2 1],1631581,[4 5 3 8 0 6 7 1 9 2],2053020,[5 6 9 2 3 4 7 0 1 8],1444225,[3 9 7 4 8 1 0 2 6 5],1328986,[3 6 9 5 7 8 1 4 0 2],375373,[1 0 4 6 5 2 8 3 9 7]
44,145647,[0 4 6 9 2 7 5 3 8 1],1628678,[4 5 3 1 0 6 8 7 2 9],472596,[1 3 7 8 4 2 6 0 5 9],302448,[0 8 5 1 2 6 3 4 7 9],1188236,[3 2 5 8 1 9 7 4 0 6],1539857,[4 2 1 6 8 0 7 9 5 3],2214852,[6 0 9 4 2 1 7 3 5 8],1373318,[3 8 0 5 4 2 7 6 1 9],1314992,[3 6 5 9 2 1 4 7 0 8],455336,[1 3 4 5 6 7 2 8 0 9]
45,161718,[0 5 1 2 7 8 4 3 6 9],1865967,[5 1 3 2 7 8 6 4 9 0],539588,[1 5 4 0 6 7 9 3 2 8],483886,[1 4 0 2 3 6 9 8 5 7],1160793,[3 1 8 4 2 5 6 7 9 0],1879492,[5 1 6 9 3 4 0 8 2 7],2200482,[6 0 5 7 2 3 9 1 4 8],1394798,[3 8 5 7 1 2 6 4 0 9],1114579,[3 0 7 2 1 4 9 5 8 6],339144,[0 9 4 3 1 5 2 6 7 8]
46,244001,[0 7 1 4 9 3 6 8 5 2],1565086,[4 2 8 5 7 1 9 6 0 3],744889,[2 0 5 8 6 4 1 3 9 7],449509,[1 3 2 4 5 9 7 0 8 6],1195810,[3 2 7 1 9 0 5 8 4 6],1823269,[5 0 2 8 3 9 6 1 7 4],2151182,[5 9 2 7 6 3 4 1 0 8],1537206,[4 2 1 0 3 5 7 6 8 9],1321541,[3 6 8 1 4 9 0 7 5 2],304836,[0 8 5 4 3 2 7 1 6 9]
47,331014,[0 9 2 6 7 4 3 1 5 8],1757919,[4 8 5 7 3 1 6 2 9 0],686815,[1 9 0 3 8 5 4 2 7 6],653600,[1 8 2 6 7 5 3 4 0 9],1176943,[3 2 1 6 7 9 4 0 8 5],1536184,[4 2 0 8 6 5 7 9 1 3],2174643,[5 9 8 3 2 0 1 6 7 4],1573341,[4 3 0 2 5 1 9 7 8 6],1210544,[3 4 0 2 5 9 6 7 1 8],527933,[1 5 0 8 3 6 2 9 7 4]
48,54092,[0 2 4 8 1 7 9 5 3 6],1532029,[4 1 9 8 6 7 3 0 5 2],723879,[1 9 8 5 3 2 6 4 7 0],301179,[0 8 4 7 2 9 1 5 6 3],1349905,[3 7 4 8 9 1 0 2 6 5],1653881,[4 6 0 2 1 5 8 9 7 3],2094227,[5 7 9 3 4 8 1 6 2 0],1447313,[3 9 8 1 0 7 5 6 4 2],1252115,[3 5 0 6 1 4 7 9 8 2],352532,[0 9 6 8 4 5 7 2 1 3]
49,120634,[0 3 9 8 5 2 4 7 1 6],1611776,[4 3 9 7 5 2 1 6 0 8],600590,[1 6 9 2 0 8 5 4 3 7],367373,[1 0 2 9 4 6 3 8 7 5],1305345,[3 6 2 9 8 7 1 4 5 0],1665843,[4 6 2 5 8 0 1 7 9 3],2162352,[5 9 6 0 2 7 1 3 4 8],1516900,[4 1 6 9 7 8 0 5 2 3],1353178,[3 7 5 4 2 6 1 9 0 8],530155,[1 5 2 3 4 9 8 0 7 6]
50,67979,[0 2 7 5 4 6 3 9 8 1],1721207,[4 7 6 3 5 1 9 8 2 0],453628,[1 3 4 0 2 6 5 9 7 8],426194,[1 2 6 5 9 7 0 4 3 8],1361609,[3 7 8 1 0 6 5 9 4 2],1787640,[4 9 2 6 8 0 1 3 5 7],1961621,[5 3 7 1 4 9 0 8 6 2],1389625,[3 8 4 7 0 2 1 5 9 6],1109202,[3 0 6 1 7 4 9 2 5 8],407334,[1 2 0 8 7 5 4 3 6 9]
51,243293,[0 7 1 3 9 5 2 8 6 4],1657170,[4 6 0 8 5 7 9 1 2 3],593495,[1 6 7 8 2 5 9 4 3 0],554096,[1 5 7 9 4 3 2 6 0 8],1096103,[3 0 2 6 5 1 9 8 7 4],1622931,[4 5 2 0 1 7 3 8 9 6],2015106,[5 4 9 7 6 2 8 0 1 3],1566608,[4 2 8 7 9 0 3 5 1 6],1166025,[3 1 9 4 5 8 2 6 7 0],344492,[0 9 5 3 4 7 8 2 1 6]
52,214301,[0 6 3 5 7 9 1 8 4 2],1600292,[4 3 7 5 6 8 9 1 0 2],749967,[2 0 6 8 5 7 4 3 9 1],624784,[1 7 4 9 6 3 5 8 0 2],1096653,[3 0 2 7 1 8 9 5 6 4],1839482,[5 0 6 9 8 1 2 4 3 7],2170391,[5 9 7 4 2 3 8 6 1 0],1363517,[3 7 8 4 6 5 0 9 2 1],1382567,[3 8 2 4 1 5 9 7 6 0],407633,[1 2 0 9 3 8 6 7 5 4]
53,106203,[0 3 7 1 6 2 4 8 9 5],1770478,[4 8 9 1 7 6 5 3 0 2],672320,[1 8 6 3 7 5 2 4 0 9],458464,[1 3 4 9 7 5 6 8 0 2],1326590,[3 6 9 1 4 8 5 2 0 7],1828309,[5 0 3 8 2 9 6 1 7 4],2136411,[5 8 9 7 1 3 0 4 6 2],1510777,[4 1 5 8 2 9 0 3 7 6],1300729,[3 6 2 0 7 5 1 4 9 8],544398,[1 5 6 0 2 8 4 3 7 9]
