2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,548,[0 5 3 6 2 1 4],3056,[4 1 3 2 5 0 6],1711,[2 3 1 4 0 6 5],2172,[3 0 1 5 2 4 6]
19,572,[0 5 4 6 2 1 3],3039,[4 1 2 5 3 6 0],1692,[2 3 0 5 1 4 6],2185,[3 0 2 1 4 6 5]
20,579,[0 5 6 1 3 4 2],2986,[4 0 6 2 5 1 3],1704,[2 3 1 0 4 5 6],2113,[2 6 4 0 1 5 3]
21,532,[0 5 3 1 6 2 4],3032,[4 1 2 3 5 0 6],1727,[2 3 1 6 5 4 0],2122,[2 6 4 1 5 0 3]
22,546,[0 5 3 6 1 2 4],3056,[4 1 3 2 5 0 6],1745,[2 3 4 5 6 1 0],2153,[2 6 5 3 4 1 0]
23,510,[0 5 2 3 1 4 6],3043,[4 1 2 6 0 5 3],1662,[2 1 6 3 0 4 5],2174,[3 0 1 5 4 2 6]
24,532,[0 5 3 1 6 2 4],2996,[4 0 6 5 2 1 3],1680,[2 3 0 1 4 5 6],2146,[2 6 5 1 4 0 3]
25,584,[0 5 6 2 3 1 4],2979,[4 0 6 1 3 5 2],1673,[2 1 6 4 5 3 0],2177,[3 0 1 5 6 4 2]
26,565,[0 5 4 3 1 6 2],3035,[4 1 2 3 6 5 0],1676,[2 1 6 5 3 0 4],2158,[2 6 5 4 3 0 1]
27,569,[0 5 4 3 6 2 1],3017,[4 1 0 5 6 3 2],1684,[2 3 0 1 6 4 5],2200,[3 0 2 5 6 1 4]
28,545,[0 5 3 4 6 2 1],2989,[4 0 6 3 1 5 2],1664,[2 1 6 3 4 0 5],2118,[2 6 4 1 0 3 5]
29,590,[0 5 6 3 2 1 4],3054,[4 1 3 2 0 5 6],1726,[2 3 1 6 5 0 4],2140,[2 6 5 0 4 1 3]
30,510,[0 5 2 3 1 4 6],3031,[4 1 2 3 0 6 5],1686,[2 3 0 4 1 5 6],2161,[3 0 1 2 4 6 5]
31,532,[0 5 3 1 6 2 4],3016,[4 1 0 5 6 2 3],1656,[2 1 6 0 3 4 5],2122,[2 6 4 1 5 0 3]
32,547,[0 5 3 6 1 4 2],3025,[4 1 2 0 3 6 5],1652,[2 1 5 6 3 0 4],2197,[3 0 2 5 1 6 4]
33,518,[0 5 2 4 3 1 6],2966,[4 0 5 3 2 1 6],1681,[2 3 0 1 4 6 5],2144,[2 6 5 1 3 0 4]
34,499,[0 5 1 6 2 4 3],2975,[4 0 5 6 3 2 1],1680,[2 3 0 1 4 5 6],2166,[3 0 1 4 2 5 6]
35,585,[0 5 6 2 3 4 1],2982,[4 0 6 2 1 3 5],1708,[2 3 1 0 6 4 5],2203,[3 0 2 6 1 5 4]
36,574,[0 5 4 6 3 1 2],3013,[4 1 0 5 2 6 3],1664,[2 1 6 3 4 0 5],2163,[3 0 1 2 5 6 4]
37,573,[0 5 4 6 2 3 1],3003,[4 1 0 2 5 6 3],1721,[2 3 1 5 6 4 0],2174,[3 0 1 5 4 2 6]
38,548,[0 5 3 6 2 1 4],2994,[4 0 6 5 1 2 3],1731,[2 3 4 0 5 6 1],2204,[3 0 2 6 4 1 5]
39,596,[0 5 6 4 2 1 3],3018,[4 1 0 6 2 3 5],1721,[2 3 1 5 6 4 0],2155,[2 6 5 4 0 3 1]
40,577,[0 5 6 1 2 4 3],2974,[4 0 5 6 3 1 2],1743,[2 3 4 5 1 6 0],2164,[3 0 1 2 6 4 5]
41,594,[0 5 6 4 1 2 3],3042,[4 1 2 6 0 3 5],1685,[2 3 0 1 6 5 4],2161,[3 0 1 2 4 6 5]
42,569,[0 5 4 3 6 2 1],2976,[4 0 6 1 2 3 5],1663,[2 1 6 3 0 5 4],2111,[2 6 3 5 4 1 0]
43,570,[0 5 4 6 1 2 3],2978,[4 0 6 1 3 2 5],1655,[2 1 5 6 4 3 0],2137,[2 6 5 0 1 4 3]
44,594,[0 5 6 4 1 2 3],3009,[4 1 0 3 5 6 2],1658,[2 1 6 0 4 3 5],2132,[2 6 4 5 1 0 3]
45,588,[0 5 6 3 1 2 4],2998,[4 0 6 5 3 1 2],1725,[2 3 1 6 4 5 0],2154,[2 6 5 4 0 1 3]
46,595,[0 5 6 4 1 3 2],3062,[4 1 3 5 2 0 6],1707,[2 3 1 0 5 6 4],2195,[3 0 2 4 6 5 1]
47,577,[0 5 6 1 2 4 3],3039,[4 1 2 5 3 6 0],1651,[2 1 5 6 0 4 3],2188,[3 0 2 1 6 4 5]
48,572,[0 5 4 6 2 1 3],3044,[4 1 2 6 3 0 5],1661,[2 1 6 0 5 4 3],2142,[2 6 5 1 0 3 4]
49,546,[0 5 3 6 1 2 4],2992,[4 0 6 3 5 1 2],1658,[2 1 6 0 4 3 5],2125,[2 6 4 3 0 5 1]
50,532,[0 5 3 1 6 2 4],3062,[4 1 3 5 2 0 6],1713,[2 3 1 4 5 6 0],2143,[2 6 5 1 0 4 3]
51,594,[0 5 6 4 1 2 3],3044,[4 1 2 6 3 0 5],1720,[2 3 1 5 6 0 4],2182,[3 0 1 6 5 2 4]
52,566,[0 5 4 3 2 1 6],3042,[4 1 2 6 0 3 5],1651,[2 1 5 6 0 4 3],2173,[3 0 1 5 2 6 4]
53,581,[0 5 6 1 4 3 2],3048,[4 1 3 0 2 5 6],1717,[2 3 1 5 0 6 4],2202,[3 0 2 6 1 4 5]
54,525,[0 5 2 6 3 4 1],2977,[4 0 6 1 2 5 3],1718,[2 3 1 5 4 0 6],2162,[3 0 1 2 5 4 6]
55,558,[0 5 4 2 1 3 6],3038,[4 1 2 5 3 0 6],1737,[2 3 4 1 5 6 0],2173,[3 0 1 5 2 6 4]
56,571,[0 5 4 6 1 3 2],2970,[4 0 5 6 1 2 3],1739,[2 3 4 1 6 5 0],2204,[3 0 2 6 4 1 5]
57,530,[0 5 3 1 4 2 6],3019,[4 1 0 6 2 5 3],1708,[2 3 1 0 6 4 5],2152,[2 6 5 3 4 0 1]
58,508,[0 5 2 1 6 3 4],2977,[4 0 6 1 2 5 3],1658,[2 1 6 0 4 3 5],2151,[2 6 5 3 1 4 0]
59,529,[0 5 3 1 2 6 4],3046,[4 1 2 6 5 0 3],1668,[2 1 6 4 0 3 5],2125,[2 6 4 3 0 5 1]
60,550,[0 5 3 6 4 1 2],2985,[4 0 6 2 3 5 1],1667,[2 1 6 3 5 4 0],2139,[2 6 5 0 3 4 1]
61,518,[0 5 2 4 3 1 6],3018,[4 1 0 6 2 3 5],1702,[2 3 0 6 5 1 4],2137,[2 6 5 0 1 4 3]
62,596,[0 5 6 4 2 1 3],2971,[4 0 5 6 1 3 2],1725,[2 3 1 6 4 5 0],2138,[2 6 5 0 3 1 4]
63,572,[0 5 4 6 2 1 3],2969,[4 0 5 3 6 2 1],1728,[2 3 4 0 1 5 6],2134,[2 6 4 5 3 0 1]
64,500,[0 5 1 6 3 2 4],2993,[4 0 6 3 5 2 1],1694,[2 3 0 5 4 1 6],2200,[3 0 2 5 6 1 4]
65,537,[0 5 3 2 4 6 1],3054,[4 1 3 2 0 5 6],1650,[2 1 5 6 0 3 4],2145,[2 6 5 1 3 4 0]
66,501,[0 5 1 6 3 4 2],2968,[4 0 5 3 6 1 2],1731,[2 3 4 0 5 6 1],2120,[2 6 4 1 3 0 5]
67,555,[0 5 4 1 3 6 2],3017,[4 1 0 5 6 3 2],1669,[2 1 6 4 0 5 3],2167,[3 0 1 4 2 6 5]
68,532,[0 5 3 1 6 2 4],3061,[4 1 3 5 0 6 2],1668,[2 1 6 4 0 3 5],2143,[2 6 5 1 0 4 3]
69,588,[0 5 6 3 1 2 4],3003,[4 1 0 2 5 6 3],1718,[2 3 1 5 4 0 6],2171,[3 0 1 4 6 5 2]
70,570,[0 5 4 6 1 2 3],3012,[4 1 0 5 2 3 6],1652,[2 1 5 6 3 0 4],2184,[3 0 2 1 4 5 6]
71,497,[0 5 1 4 6 3 2],3044,[4 1 2 6 3 0 5],1676,[2 1 6 5 3 0 4],2172,[3 0 1 5 2 4 6]
72,585,[0 5 6 2 3 4 1],3053,[4 1 3 0 6 5 2],1714,[2 3 1 4 6 0 5],2189,[3 0 2 1 6 5 4]
73,549,[0 5 3 6 2 4 1],3049,[4 1 3 0 2 6 5],1738,[2 3 4 1 6 0 5],2130,[2 6 4 5 0 1 3]
74,591,[0 5 6 3 2 4 1],3002,[4 1 0 2 5 3 6],1696,[2 3 0 5 6 1 4],2126,[2 6 4 3 1 0 5]
75,582,[0 5 6 2 1 3 4],3027,[4 1 2 0 5 6 3],1662,[2 1 6 3 0 4 5],2183,[3 0 1 6 5 4 2]
76,560,[0 5 4 2 3 1 6],3007,[4 1 0 3 2 6 5],1709,[2 3 1 0 6 5 4],2194,[3 0 2 4 6 1 5]
77,573,[0 5 4 6 2 3 1],2982,[4 0 6 2 1 3 5],1719,[2 3 1 5 4 6 0],2109,[2 6 3 5 1 4 0]
78,512,[0 5 2 3 4 1 6],3026,[4 1 2 0 5 3 6],1743,[2 3 4 5 1 6 0],2159,[2 6 5 4 3 1 0]
79,541,[0 5 3 4 1 6 2],3023,[4 1 0 6 5 3 2],1703,[2 3 0 6 5 4 1],2156,[2 6 5 4 1 0 3]
80,585,[0 5 6 2 3 4 1],2976,[4 0 6 1 2 3 5],1694,[2 3 0 5 4 1 6],2186,[3 0 2 1 5 4 6]
81,585,[0 5 6 2 3 4 1],3061,[4 1 3 5 0 6 2],1722,[2 3 1 6 0 4 5],2174,[3 0 1 5 4 2 6]
82,593,[0 5 6 3 4 2 1],2995,[4 0 6 5 1 3 2],1663,[2 1 6 3 0 5 4],2195,[3 0 2 4 6 5 1]
83,595,[0 5 6 4 1 3 2],3022,[4 1 0 6 5 2 3],1741,[2 3 4 5 0 6 1],2140,[2 6 5 0 4 1 3]
84,553,[0 5 4 1 2 6 3],3057,[4 1 3 2 5 6 0],1668,[2 1 6 4 0 3 5],2144,[2 6 5 1 3 0 4]
85,512,[0 5 2 3 4 1 6],3053,[4 1 3 0 6 5 2],1713,[2 3 1 4 5 6 0],2184,[3 0 2 1 4 5 6]
86,563,[0 5 4 2 6 3 1],2993,[4 0 6 3 5 2 1],1743,[2 3 4 5 1 6 0],2161,[3 0 1 2 4 6 5]
87,563,[0 5 4 2 6 3 1],3043,[4 1 2 6 0 5 3],1705,[2 3 1 0 4 6 5],2199,[3 0 2 5 4 6 1]
88,589,[0 5 6 3 1 4 2],3014,[4 1 0 5 3 2 6],1710,[2 3 1 4 0 5 6],2150,[2 6 5 3 1 0 4]
89,542,[0 5 3 4 2 1 6],3042,[4 1 2 6 0 3 5],1690,[2 3 0 4 6 1 5],2198,[3 0 2 5 4 1 6]
90,510,[0 5 2 3 1 4 6],3054,[4 1 3 2 0 5 6],1717,[2 3 1 5 0 6 4],2204,[3 0 2 6 4 1 5]
91,540,[0 5 3 4 1 2 6],3020,[4 1 0 6 3 2 5],1703,[2 3 0 6 5 4 1],2137,[2 6 5 0 1 4 3]
92,560,[0 5 4 2 3 1 6],3040,[4 1 2 5 6 0 3],1698,[2 3 0 6 1 4 5],2125,[2 6 4 3 0 5 1]
93,514,[0 5 2 3 6 1 4],2974,[4 0 5 6 3 1 2],1718,[2 3 1 5 4 0 6],2181,[3 0 1 6 4 5 2]
94,541,[0 5 3 4 1 6 2],3032,[4 1 2 3 5 0 6],1708,[2 3 1 0 6 4 5],2106,[2 6 3 5 0 1 4]
95,555,[0 5 4 1 3 6 2],2981,[4 0 6 1 5 3 2],1688,[2 3 0 4 5 1 6],2154,[2 6 5 4 0 1 3]
96,594,[0 5 6 4 1 2 3],3002,[4 1 0 2 5 3 6],1708,[2 3 1 0 6 4 5],2152,[2 6 5 3 4 0 1]
97,594,[0 5 6 4 1 2 3],3059,[4 1 3 2 6 5 0],1684,[2 3 0 1 6 4 5],2125,[2 6 4 3 0 5 1]
98,563,[0 5 4 2 6 3 1],3010,[4 1 0 3 6 2 5],1726,[2 3 1 6 5 0 4],2133,[2 6 4 5 1 3 0]
99,553,[0 5 4 1 2 6 3],2998,[4 0 6 5 3 1 2],1740,[2 3 4 5 0 1 6],2135,[2 6 4 5 3 1 0]
100,583,[0 5 6 2 1 4 3],3035,[4 1 2 3 6 5 0],1742,[2 3 4 5 1 0 6],2125,[2 6 4 3 0 5 1]
