100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
31,3240370,[8 9 2 7 4 0 3 6 1 5],3158533,[8 6 2 5 9 0 4 1 7 3],980883,[2 7 3 6 4 0 1 8 9 5],2618757,[7 1 9 5 0 8 6 3 4 2],1871236,[5 1 4 2 9 7 0 8 3 6],2049570,[5 6 8 4 3 7 9 0 1 2],1949784,[5 3 2 9 0 4 1 6 7 8],2251759,[6 1 8 7 3 5 2 0 9 4],3073686,[8 4 1 9 0 2 5 3 6 7],2203904,[6 0 7 2 9 8 3 4 1 5]
32,3243294,[8 9 3 4 5 2 1 0 6 7],647328,[1 8 0 5 2 6 3 4 7 9],3168700,[8 6 4 5 9 7 0 3 1 2],3154321,[8 6 1 9 0 2 3 4 7 5],2435183,[6 7 3 1 2 0 9 8 5 4],1041273,[2 8 7 5 1 3 4 6 9 0],1437792,[3 9 6 1 8 5 0 2 4 7],999859,[2 7 8 3 6 0 9 1 5 4],330382,[0 9 2 5 8 1 7 6 3 4],1639754,[4 5 7 2 3 8 0 6 1 9]
33,224307,[0 6 5 4 7 2 1 8 9 3],714369,[1 9 6 7 2 0 4 5 8 3],750412,[2 0 6 9 3 5 1 8 4 7],2030323,[5 6 2 8 9 1 7 0 4 3],734113,[2 0 3 7 6 8 1 4 9 5],2134835,[5 8 9 4 0 2 3 7 6 1],2036797,[5 6 4 0 9 2 7 1 8 3],549567,[1 5 7 0 3 8 6 4 9 2],590592,[1 6 7 2 3 8 0 4 5 9],2760123,[7 5 3 6 4 0 1 8 9 2]
34,3012622,[8 2 6 7 1 0 9 5 3 4],2075039,[5 7 3 6 9 8 4 2 1 0],2180646,[6 0 1 7 8 2 4 3 5 9],953387,[2 6 7 1 0 9 4 8 5 3],391888,[1 0 7 8 3 6 5 9 2 4],1423686,[3 9 2 5 4 0 6 1 7 8],2288139,[6 2 7 9 8 5 0 3 4 1],743976,[2 0 5 7 3 9 1 4 6 8],901555,[2 5 3 9 0 8 7 1 6 4],1116860,[3 0 7 6 2 1 9 5 4 8]
35,2524690,[6 9 4 8 3 0 2 7 1 5],786290,[2 1 6 0 3 7 4 8 5 9],3404366,[9 3 4 5 1 7 6 2 0 8],2976068,[8 1 7 4 3 5 9 2 0 6],1421770,[3 9 2 0 7 1 5 8 4 6],821539,[2 3 5 0 1 4 9 6 8 7],490193,[1 4 2 3 8 9 6 7 5 0],2583991,[7 1 0 6 9 3 4 2 8 5],202073,[0 6 1 2 7 9 5 8 4 3],3428422,[9 4 0 2 7 1 8 6 3 5]
36,1498260,[4 1 2 3 9 6 7 0 5 8],590726,[1 6 7 2 4 8 5 3 0 9],2871545,[7 9 1 6 2 4 5 8 3 0],3189016,[8 7 0 6 2 1 5 9 3 4],2301084,[6 3 0 5 9 7 4 1 2 8],2989217,[8 2 1 0 7 3 6 9 5 4],3564809,[9 7 3 2 0 6 5 8 4 1],1030842,[2 8 5 4 7 1 9 0 3 6],3591324,[9 8 0 4 7 5 3 1 2 6],841739,[2 3 9 0 1 6 5 8 7 4]
37,2761480,[7 5 3 9 2 1 6 8 0 4],1567588,[4 2 9 0 3 5 1 8 6 7],1577772,[4 3 1 0 6 2 8 5 7 9],336695,[0 9 3 7 5 6 8 4 2 1],435997,[1 2 8 5 6 3 7 0 9 4],1829977,[5 0 4 1 7 9 2 3 8 6],1132968,[3 1 0 8 6 5 2 4 7 9],2870773,[7 9 1 5 2 0 6 3 8 4],1621389,[4 5 1 7 9 3 8 2 6 0],134652,[0 4 3 8 1 2 7 5 6 9]
38,2838111,[7 8 3 0 6 9 4 2 5 1],1201496,[3 2 8 4 7 5 1 6 0 9],1496758,[4 1 0 9 7 8 6 5 2 3],2229905,[6 1 3 5 0 7 8 9 4 2],155415,[0 4 8 7 9 1 5 3 6 2],485959,[1 4 0 5 9 7 3 2 8 6],1393279,[3 8 5 4 0 7 2 1 9 6],192279,[0 5 8 2 1 4 7 6 9 3],204479,[0 6 1 5 9 8 7 4 3 2],304997,[0 8 5 4 6 7 1 9 3 2]
39,1131739,[3 1 0 6 9 2 8 4 7 5],1794257,[4 9 5 0 1 2 7 8 6 3],2334723,[6 3 9 1 7 0 2 5 8 4],808375,[2 3 0 5 8 6 4 1 9 7],2233358,[6 1 4 0 9 3 7 5 2 8],3610581,[9 8 4 2 6 0 7 3 5 1],738265,[2 0 4 6 5 3 1 7 9 8],1297187,[3 6 1 4 7 9 2 8 5 0],2493344,[6 8 7 4 9 5 1 2 0 3],3220433,[8 7 6 9 4 5 2 3 1 0]
40,1492916,[4 1 0 3 6 9 8 5 2 7],2269531,[6 2 3 4 0 8 9 1 7 5],1610465,[4 3 9 5 7 2 6 8 1 0],2808196,[7 6 5 1 2 8 0 9 3 4],872732,[2 4 7 1 0 8 9 5 3 6],3190213,[8 7 0 9 6 1 4 2 5 3],155479,[0 4 8 7 9 5 2 1 6 3],1132903,[3 1 0 8 5 9 4 2 7 6],379380,[1 0 5 3 9 6 7 2 4 8],60372,[0 2 5 9 8 1 6 3 4 7]
41,1507438,[4 1 5 0 7 9 8 6 2 3],1303048,[3 6 2 5 8 7 4 9 0 1],2057530,[5 7 0 2 8 1 4 9 3 6],2129658,[5 8 7 3 9 0 6 1 2 4],2030508,[5 6 2 9 0 8 4 1 3 7],3393125,[9 3 1 2 7 0 4 8 6 5],3064759,[8 4 0 1 6 7 3 2 9 5],577276,[1 6 3 5 8 7 0 9 2 4],518264,[1 4 8 7 6 9 2 3 0 5],1685205,[4 6 8 2 5 1 9 3 7 0]
42,287036,[0 8 1 9 5 7 6 3 2 4],1938497,[5 3 0 7 4 1 8 9 6 2],1739550,[4 8 1 2 0 5 6 3 7 9],2194528,[6 0 4 3 9 7 5 8 1 2],2867198,[7 9 0 8 2 3 5 4 1 6],1835086,[5 0 6 1 8 3 9 7 2 4],3625638,[9 8 7 2 4 5 1 0 3 6],2762746,[7 5 4 1 0 9 3 8 2 6],675775,[1 8 7 0 5 4 3 2 9 6],2039469,[5 6 4 7 3 2 9 1 8 0]
43,344877,[0 9 5 3 8 7 6 2 4 1],2024155,[5 6 1 7 2 9 8 0 4 3],1067448,[2 9 4 7 5 3 0 1 6 8],1742336,[4 8 1 6 9 3 2 5 0 7],687296,[1 9 0 4 6 5 3 7 2 8],2790933,[7 6 1 8 2 5 9 3 4 0],231239,[0 6 7 9 1 8 5 4 3 2],1683935,[4 6 8 0 7 5 9 3 2 1],473986,[1 3 8 0 4 9 5 7 2 6],1392507,[3 8 5 2 0 4 1 7 9 6]
44,2695805,[7 3 8 9 1 0 2 6 5 4],2146073,[5 9 1 7 4 8 3 6 2 0],2576560,[7 0 9 2 5 3 6 8 1 4],233276,[0 6 8 2 9 7 5 3 1 4],433285,[1 2 7 9 6 5 4 0 8 3],2458508,[6 7 9 5 3 2 8 1 0 4],412128,[1 2 3 8 5 6 0 4 7 9],1245402,[3 4 9 0 7 2 8 1 5 6],1574280,[4 3 0 5 7 1 2 6 8 9],3446073,[9 4 3 7 1 2 5 6 8 0]
45,1681180,[4 6 7 3 9 8 0 5 1 2],394880,[1 0 8 4 5 7 3 6 2 9],3625499,[9 8 7 2 3 4 1 6 5 0],2679506,[7 3 4 6 5 1 0 8 2 9],340434,[0 9 4 5 7 8 6 1 2 3],356222,[0 9 7 5 6 3 4 2 1 8],741049,[2 0 5 1 4 7 3 6 9 8],1456519,[4 0 1 9 8 6 3 2 7 5],941031,[2 6 3 7 9 8 4 1 5 0],1143132,[3 1 4 8 7 0 6 2 5 9]
46,1118017,[3 0 7 8 6 9 1 2 5 4],1947337,[5 3 2 4 7 9 0 1 8 6],2594399,[7 1 3 8 2 9 6 5 4 0],1526693,[4 1 8 9 3 5 0 7 6 2],484713,[1 4 0 3 5 6 7 8 9 2],84613,[0 3 1 8 6 2 7 4 9 5],833806,[2 3 7 5 0 4 9 8 1 6],624101,[1 7 4 8 6 9 0 5 3 2],2833886,[7 8 2 1 9 5 4 3 0 6],2842125,[7 8 3 9 2 1 6 4 5 0]
47,545781,[1 5 6 3 0 2 9 7 8 4],711310,[1 9 6 0 8 4 7 5 2 3],18613,[0 1 5 7 9 2 6 3 8 4],135002,[0 4 3 8 6 1 2 7 5 9],2914805,[8 0 3 4 5 1 2 9 7 6],2661531,[7 3 0 1 6 5 2 8 9 4],2637857,[7 2 4 3 8 0 6 9 5 1],1086604,[2 9 8 5 1 0 3 7 4 6],446787,[1 3 0 7 6 4 2 8 9 5],1805102,[4 9 7 1 0 5 6 3 2 8]
48,843887,[2 3 9 5 0 4 8 7 6 1],492609,[1 4 2 8 3 0 6 7 9 5],2159309,[5 9 4 3 0 2 1 8 7 6],3031,[0 1 2 7 4 5 6 3 9 8],1215985,[3 4 1 2 9 5 0 6 8 7],528172,[1 5 0 8 6 4 2 9 3 7],487259,[1 4 0 7 8 5 3 9 6 2],2918726,[8 0 4 1 7 6 5 3 2 9],3408448,[9 3 5 1 8 6 4 7 0 2],254383,[0 7 3 5 2 9 4 1 8 6]
49,2526920,[6 9 5 2 4 7 1 3 0 8],2065623,[5 7 1 8 9 3 4 2 6 0],2523202,[6 9 4 5 2 7 1 8 0 3],177964,[0 5 4 3 2 1 6 9 7 8],2722506,[7 4 5 1 2 6 9 0 3 8],1859086,[5 1 0 9 2 4 8 7 3 6],2578903,[7 0 9 5 6 8 2 1 4 3],2302501,[6 3 0 8 9 4 5 1 7 2],2249998,[6 1 8 3 9 7 5 4 0 2],125184,[0 4 1 8 9 3 2 5 6 7]
50,1231019,[3 4 6 1 8 5 2 9 7 0],598394,[1 6 8 7 0 5 2 4 3 9],1301859,[3 6 2 4 0 9 1 7 8 5],212088,[0 6 3 1 7 5 2 4 8 9],1323863,[3 6 8 5 7 0 9 4 2 1],3320909,[9 1 3 8 4 2 0 7 6 5],2524644,[6 9 4 8 2 5 3 0 1 7],102352,[0 3 6 4 1 9 7 8 2 5],1618206,[4 5 1 0 7 2 6 3 8 9],1625159,[4 5 2 6 0 9 8 7 3 1]
51,3396570,[9 3 1 8 4 6 7 0 2 5],3453153,[9 4 6 1 0 3 5 7 8 2],257014,[0 7 3 9 8 5 6 4 1 2],2752120,[7 5 2 0 4 3 8 9 1 6],3347228,[9 2 0 1 8 5 7 4 3 6],192081,[0 5 8 1 7 6 3 4 9 2],1582172,[4 3 1 9 5 7 8 2 0 6],1595537,[4 3 6 7 0 1 8 9 5 2],3529849,[9 6 4 2 5 3 0 1 8 7],796884,[2 1 8 0 7 6 5 3 4 9]
52,2375457,[6 4 9 2 1 5 3 7 8 0],3304307,[9 0 8 5 2 7 3 6 4 1],2138020,[5 9 0 2 4 8 1 7 3 6],311763,[0 8 6 9 1 2 3 5 7 4],2212613,[6 0 9 1 2 5 3 8 7 4],269599,[0 7 6 4 3 8 2 1 9 5],1711054,[4 7 3 5 2 8 9 6 0 1],1454450,[4 0 1 7 2 6 3 8 5 9],2774493,[7 5 8 3 2 6 9 1 4 0],1157631,[3 1 7 6 8 9 4 2 5 0]
53,2516032,[6 9 3 1 4 8 5 7 0 2],1192913,[3 2 6 7 8 9 4 5 1 0],2957810,[8 1 3 9 0 5 2 6 4 7],1823491,[5 0 2 8 6 7 9 1 4 3],3396700,[9 3 1 8 5 7 0 6 2 4],3036272,[8 3 2 5 0 4 6 7 1 9],839533,[2 3 8 6 0 1 7 4 9 5],1361113,[3 7 8 0 4 6 1 2 9 5],651504,[1 8 2 3 9 4 0 5 6 7],1376723,[3 8 1 2 0 7 5 9 6 4]
