40%,Optima 1, Optima [1]
74,615,[0 6 1 4 3 5 2]
75,2154,[2 6 5 4 0 1 3]
76,1742,[2 3 4 5 1 0 6]
77,349,[0 3 6 4 1 5 2]
78,1186,[1 4 6 2 5 0 3]
79,2137,[2 6 5 0 1 4 3]
80,1260,[1 5 3 4 0 2 6]
81,273,[0 3 2 4 5 6 1]
82,1731,[2 3 4 0 5 6 1]
83,307,[0 3 4 6 1 5 2]
84,1435,[1 6 5 4 0 3 2]
85,975,[1 3 0 5 4 6 2]
86,1027,[1 3 4 6 0 5 2]
87,933,[1 2 5 6 3 4 0]
88,735,[1 0 2 5 4 6 3]
89,1575,[2 1 0 5 4 6 3]
90,1134,[1 4 3 2 0 5 6]
91,349,[0 3 6 4 1 5 2]
92,1702,[2 3 0 6 5 1 4]
93,1450,[2 0 1 4 6 3 5]
94,1372,[1 6 3 0 5 2 4]
95,2077,[2 6 1 4 0 5 3]
96,1361,[1 6 2 4 5 3 0]
97,1189,[1 4 6 3 0 5 2]
98,640,[0 6 2 4 5 1 3]
99,2064,[2 6 1 0 3 4 5]
100,1773,[2 3 5 6 1 4 0]
1,1436,[1 6 5 4 2 0 3]
2,1555,[2 0 6 5 1 4 3]
3,1357,[1 6 2 4 0 5 3]
4,741,[1 0 2 6 4 5 3]
5,986,[1 3 2 0 5 4 6]
6,848,[1 2 0 4 5 3 6]
7,1178,[1 4 6 0 3 2 5]
8,780,[1 0 4 5 2 3 6]
9,1028,[1 3 4 6 2 0 5]
10,776,[1 0 4 3 5 2 6]
11,524,[0 5 2 6 3 1 4]
12,2181,[3 0 1 6 4 5 2]
13,2044,[2 6 0 1 5 3 4]
14,1585,[2 1 3 0 4 6 5]
15,1953,[2 5 1 3 4 6 0]
16,318,[0 3 5 2 1 4 6]
17,1165,[1 4 5 3 0 6 2]
18,757,[1 0 3 5 2 6 4]
19,1520,[2 0 5 3 4 1 6]
20,1991,[2 5 3 6 4 1 0]
21,1278,[1 5 4 2 0 3 6]
22,746,[1 0 3 2 5 4 6]
23,641,[0 6 2 4 5 3 1]
24,272,[0 3 2 4 5 1 6]
25,464,[0 4 6 2 3 1 5]
26,1498,[2 0 4 3 6 1 5]
27,2228,[3 0 4 6 2 1 5]
28,2174,[3 0 1 5 4 2 6]
29,807,[1 0 5 4 3 6 2]
30,1046,[1 3 5 4 2 0 6]
31,806,[1 0 5 4 3 2 6]
32,1954,[2 5 1 3 6 0 4]
33,1391,[1 6 3 5 4 2 0]
34,616,[0 6 1 4 5 2 3]
35,2092,[2 6 3 0 5 1 4]
36,1115,[1 4 2 3 6 5 0]
37,627,[0 6 2 1 4 5 3]
38,1895,[2 4 5 6 3 1 0]
39,702,[0 6 5 2 1 3 4]
40,294,[0 3 4 2 1 5 6]
41,2117,[2 6 4 0 5 3 1]
42,268,[0 3 2 1 6 4 5]
43,1975,[2 5 3 1 0 6 4]
44,1051,[1 3 5 6 0 4 2]
45,863,[1 2 0 6 5 4 3]
46,262,[0 3 1 6 5 2 4]
47,1927,[2 5 0 3 1 6 4]
48,2134,[2 6 4 5 3 0 1]
49,1687,[2 3 0 4 1 6 5]
50,1973,[2 5 3 0 6 4 1]
51,448,[0 4 5 3 6 1 2]
52,684,[0 6 4 3 1 2 5]
53,1389,[1 6 3 5 2 4 0]
54,349,[0 3 6 4 1 5 2]
55,748,[1 0 3 2 6 4 5]
56,943,[1 2 6 3 0 5 4]
57,1166,[1 4 5 3 2 0 6]
58,1207,[1 5 0 3 2 6 4]
59,530,[0 5 3 1 4 2 6]
60,1757,[2 3 5 0 6 4 1]
61,1753,[2 3 5 0 1 6 4]
62,1753,[2 3 5 0 1 6 4]
63,1753,[2 3 5 0 1 6 4]
64,1753,[2 3 5 0 1 6 4]
65,478,[0 4 6 5 3 1 2]
66,478,[0 4 6 5 3 1 2]
67,478,[0 4 6 5 3 1 2]
68,478,[0 4 6 5 3 1 2]
69,1343,[1 6 0 5 4 3 2]
70,1343,[1 6 0 5 4 3 2]
71,1343,[1 6 0 5 4 3 2]
72,1343,[1 6 0 5 4 3 2]
73,806,[1 0 5 4 3 2 6]
74,806,[1 0 5 4 3 2 6]
75,806,[1 0 5 4 3 2 6]
76,806,[1 0 5 4 3 2 6]
77,1165,[1 4 5 3 0 6 2]
78,1165,[1 4 5 3 0 6 2]
79,1165,[1 4 5 3 0 6 2]
80,1165,[1 4 5 3 0 6 2]
81,2103,[2 6 3 4 1 5 0]
82,2103,[2 6 3 4 1 5 0]
83,2103,[2 6 3 4 1 5 0]
84,2103,[2 6 3 4 1 5 0]
85,1858,[2 4 3 1 6 0 5]
86,1858,[2 4 3 1 6 0 5]
87,1858,[2 4 3 1 6 0 5]
88,1858,[2 4 3 1 6 0 5]
89,1570,[2 1 0 4 6 3 5]
90,1570,[2 1 0 4 6 3 5]
91,1570,[2 1 0 4 6 3 5]
92,1570,[2 1 0 4 6 3 5]
93,613,[0 6 1 4 2 5 3]
94,613,[0 6 1 4 2 5 3]
95,613,[0 6 1 4 2 5 3]
96,613,[0 6 1 4 2 5 3]
97,1704,[2 3 1 0 4 5 6]
98,1704,[2 3 1 0 4 5 6]
99,1704,[2 3 1 0 4 5 6]
100,1704,[2 3 1 0 4 5 6]
