100%,Optima 1, Optima [1]
71,4965,[6 5 1 4 2 3 0]
72,3304,[4 3 2 5 6 0 1]
73,4638,[6 2 4 1 0 3 5]
74,1800,[2 4 0 1 3 5 6]
75,4705,[6 3 1 0 2 5 4]
76,2504,[3 2 6 1 4 0 5]
77,1979,[2 5 3 1 6 4 0]
78,1427,[1 6 5 2 4 3 0]
79,814,[1 0 5 6 4 2 3]
80,3933,[5 2 4 6 1 3 0]
81,3584,[4 6 5 1 2 0 3]
82,4633,[6 2 4 0 1 5 3]
83,2312,[3 1 2 4 5 0 6]
84,2395,[3 1 6 5 0 4 2]
85,4049,[5 3 4 2 6 1 0]
86,5029,[6 5 4 2 0 3 1]
87,4663,[6 2 5 1 0 4 3]
88,2627,[3 4 6 1 5 2 0]
89,3952,[5 2 6 3 4 0 1]
90,3152,[4 2 1 3 5 0 6]
91,3990,[5 3 1 2 0 4 6]
92,4645,[6 2 4 3 0 5 1]
93,623,[0 6 1 5 4 3 2]
94,2084,[2 6 1 5 3 0 4]
95,2262,[3 0 6 2 1 4 5]
96,973,[1 3 0 5 2 6 4]
97,4225,[5 6 1 0 2 4 3]
98,2482,[3 2 5 1 6 0 4]
99,3665,[5 0 3 4 6 2 1]
100,2422,[3 2 0 6 5 1 4]
1,3273,[4 3 1 2 5 6 0]
2,3863,[5 2 0 6 4 3 1]
3,3584,[4 6 5 1 2 0 3]
4,3589,[4 6 5 2 0 3 1]
5,1982,[2 5 3 4 1 0 6]
6,4240,[5 6 1 3 4 0 2]
7,4637,[6 2 4 0 5 3 1]
8,4120,[5 4 1 3 6 0 2]
9,961,[1 3 0 2 4 6 5]
10,413,[0 4 3 1 6 5 2]
11,1468,[2 0 3 1 6 4 5]
12,2968,[4 0 5 3 6 1 2]
13,1854,[2 4 3 1 0 5 6]
14,4386,[6 0 3 5 1 2 4]
15,2879,[3 6 5 4 2 1 0]
16,1456,[2 0 1 5 6 3 4]
17,3300,[4 3 2 5 0 1 6]
18,1232,[1 5 2 3 4 0 6]
19,3377,[4 5 0 3 6 2 1]
20,4676,[6 2 5 4 1 0 3]
21,80,[0 1 5 3 4 2 6]
22,691,[0 6 4 5 1 3 2]
23,2421,[3 2 0 6 4 5 1]
24,3286,[4 3 1 6 5 0 2]
25,4283,[5 6 3 1 4 2 0]
26,101,[0 1 6 2 5 4 3]
27,2681,[3 5 1 4 6 2 0]
28,2553,[3 4 1 2 5 6 0]
29,4578,[6 2 0 5 1 3 4]
30,3732,[5 1 0 4 2 3 6]
31,3319,[4 3 5 1 0 6 2]
32,4538,[6 1 5 0 3 2 4]
33,2802,[3 6 1 5 0 2 4]
34,3433,[4 5 3 0 1 6 2]
35,659,[0 6 3 2 5 4 1]
36,4761,[6 3 4 1 2 5 0]
37,1049,[1 3 5 4 6 2 0]
38,3763,[5 1 2 6 0 4 3]
39,8,[0 1 2 4 5 3 6]
40,4849,[6 4 2 0 1 5 3]
41,30,[0 1 3 4 2 5 6]
42,543,[0 5 3 4 2 6 1]
43,1665,[2 1 6 3 4 5 0]
44,3943,[5 2 6 1 0 4 3]
45,1684,[2 3 0 1 6 4 5]
46,1021,[1 3 4 5 0 6 2]
47,2790,[3 6 1 2 0 4 5]
48,1277,[1 5 4 0 6 3 2]
49,4246,[5 6 1 4 3 0 2]
50,806,[1 0 5 4 3 2 6]
51,2713,[3 5 4 0 1 6 2]
52,2992,[4 0 6 3 5 1 2]
53,4145,[5 4 2 3 6 1 0]
54,4029,[5 3 2 6 1 4 0]
55,2081,[2 6 1 4 5 3 0]
56,2581,[3 4 2 5 0 6 1]
57,1442,[2 0 1 3 5 4 6]
58,123,[0 2 1 3 5 6 4]
59,4347,[6 0 2 1 4 5 3]
60,1661,[2 1 6 0 5 4 3]
61,348,[0 3 6 4 1 2 5]
62,348,[0 3 6 4 1 2 5]
63,348,[0 3 6 4 1 2 5]
64,348,[0 3 6 4 1 2 5]
65,113,[0 1 6 4 5 3 2]
66,113,[0 1 6 4 5 3 2]
67,113,[0 1 6 4 5 3 2]
68,113,[0 1 6 4 5 3 2]
69,2308,[3 1 2 0 6 4 5]
70,2308,[3 1 2 0 6 4 5]
71,2308,[3 1 2 0 6 4 5]
72,2308,[3 1 2 0 6 4 5]
73,2380,[3 1 6 0 5 2 4]
74,2380,[3 1 6 0 5 2 4]
75,2380,[3 1 6 0 5 2 4]
76,2380,[3 1 6 0 5 2 4]
77,1847,[2 4 1 6 5 3 0]
78,1847,[2 4 1 6 5 3 0]
79,1847,[2 4 1 6 5 3 0]
80,1847,[2 4 1 6 5 3 0]
81,3728,[5 1 0 3 4 2 6]
82,3728,[5 1 0 3 4 2 6]
83,3728,[5 1 0 3 4 2 6]
84,3728,[5 1 0 3 4 2 6]
85,4737,[6 3 2 1 4 5 0]
86,4737,[6 3 2 1 4 5 0]
87,4737,[6 3 2 1 4 5 0]
88,4737,[6 3 2 1 4 5 0]
89,3933,[5 2 4 6 1 3 0]
90,3933,[5 2 4 6 1 3 0]
91,3933,[5 2 4 6 1 3 0]
92,3933,[5 2 4 6 1 3 0]
93,3090,[4 1 5 6 0 2 3]
94,3090,[4 1 5 6 0 2 3]
95,3090,[4 1 5 6 0 2 3]
96,3090,[4 1 5 6 0 2 3]
97,4354,[6 0 2 3 5 1 4]
98,4354,[6 0 2 3 5 1 4]
99,4354,[6 0 2 3 5 1 4]
100,4354,[6 0 2 3 5 1 4]
