70%,Optima 1, Optima [1]
72,915,[1 2 5 0 4 6 3]
73,1756,[2 3 5 0 6 1 4]
74,3426,[4 5 2 6 0 1 3]
75,1996,[2 5 4 0 6 1 3]
76,2688,[3 5 2 0 1 4 6]
77,2655,[3 5 0 4 2 6 1]
78,3317,[4 3 5 0 6 2 1]
79,2769,[3 6 0 2 4 5 1]
80,2746,[3 5 6 1 4 0 2]
81,1891,[2 4 5 6 0 3 1]
82,1081,[1 4 0 2 3 6 5]
83,3519,[4 6 1 3 2 5 0]
84,1404,[1 6 4 3 0 2 5]
85,146,[0 2 3 1 5 4 6]
86,1567,[2 1 0 4 3 6 5]
87,2870,[3 6 5 2 1 0 4]
88,2770,[3 6 0 2 5 1 4]
89,1838,[2 4 1 5 3 0 6]
90,2979,[4 0 6 1 3 5 2]
91,2319,[3 1 2 5 4 6 0]
92,1596,[2 1 3 5 0 4 6]
93,2222,[3 0 4 5 2 1 6]
94,1851,[2 4 3 0 5 6 1]
95,2630,[3 4 6 2 1 0 5]
96,2451,[3 2 4 0 5 6 1]
97,3458,[4 5 6 0 2 1 3]
98,1254,[1 5 3 2 0 4 6]
99,3165,[4 2 1 6 3 5 0]
100,2601,[3 4 5 1 2 6 0]
1,2828,[3 6 2 5 1 0 4]
2,1058,[1 3 6 0 4 2 5]
3,226,[0 2 6 3 5 1 4]
4,624,[0 6 2 1 3 4 5]
5,1138,[1 4 3 2 6 0 5]
6,3260,[4 3 0 6 2 1 5]
7,985,[1 3 2 0 4 6 5]
8,693,[0 6 4 5 2 3 1]
9,3325,[4 3 5 2 0 6 1]
10,2539,[3 4 0 6 1 5 2]
11,2987,[4 0 6 2 5 3 1]
12,1455,[2 0 1 5 4 6 3]
13,3455,[4 5 3 6 2 1 0]
14,316,[0 3 5 1 6 2 4]
15,1901,[2 4 6 0 5 3 1]
16,1932,[2 5 0 4 1 3 6]
17,1351,[1 6 2 3 0 5 4]
18,999,[1 3 2 5 4 6 0]
19,2973,[4 0 5 6 2 3 1]
20,3647,[5 0 2 6 4 3 1]
21,317,[0 3 5 1 6 4 2]
22,212,[0 2 5 6 3 1 4]
23,2650,[3 5 0 2 6 1 4]
24,612,[0 6 1 4 2 3 5]
25,1339,[1 6 0 5 2 4 3]
26,2958,[4 0 5 2 1 3 6]
27,2348,[3 1 4 6 2 0 5]
28,3559,[4 6 3 1 0 5 2]
29,923,[1 2 5 3 6 4 0]
30,3199,[4 2 5 1 0 6 3]
31,2884,[4 0 1 2 6 3 5]
32,1527,[2 0 5 4 3 6 1]
33,269,[0 3 2 1 6 5 4]
34,253,[0 3 1 5 2 6 4]
35,3573,[4 6 3 5 1 2 0]
36,960,[1 3 0 2 4 5 6]
37,886,[1 2 3 6 5 0 4]
38,3021,[4 1 0 6 3 5 2]
39,155,[0 2 3 4 6 5 1]
40,797,[1 0 5 2 6 4 3]
41,709,[0 6 5 3 1 4 2]
42,2304,[3 1 2 0 4 5 6]
43,3100,[4 1 6 0 5 2 3]
44,2953,[4 0 5 1 2 6 3]
45,3646,[5 0 2 6 4 1 3]
46,990,[1 3 2 4 0 5 6]
47,1796,[2 3 6 5 1 0 4]
48,2117,[2 6 4 0 5 3 1]
49,3604,[5 0 1 2 6 3 4]
50,824,[1 0 6 3 4 2 5]
51,1227,[1 5 2 0 4 6 3]
52,2586,[3 4 2 6 0 1 5]
53,1935,[2 5 0 4 3 6 1]
54,3172,[4 2 3 0 6 1 5]
55,2496,[3 2 6 0 1 4 5]
56,2619,[3 4 6 0 2 5 1]
57,2062,[2 6 0 5 4 1 3]
58,3365,[4 5 0 1 6 3 2]
59,2940,[4 0 3 5 1 2 6]
60,1834,[2 4 1 3 6 0 5]
61,1909,[2 4 6 3 0 5 1]
62,1909,[2 4 6 3 0 5 1]
63,1909,[2 4 6 3 0 5 1]
64,1909,[2 4 6 3 0 5 1]
65,948,[1 2 6 4 0 3 5]
66,948,[1 2 6 4 0 3 5]
67,948,[1 2 6 4 0 3 5]
68,948,[1 2 6 4 0 3 5]
69,2270,[3 0 6 4 2 1 5]
70,2270,[3 0 6 4 2 1 5]
71,2270,[3 0 6 4 2 1 5]
72,2270,[3 0 6 4 2 1 5]
73,3247,[4 3 0 2 1 6 5]
74,3247,[4 3 0 2 1 6 5]
75,3247,[4 3 0 2 1 6 5]
76,3247,[4 3 0 2 1 6 5]
77,2512,[3 2 6 4 5 0 1]
78,2512,[3 2 6 4 5 0 1]
79,2512,[3 2 6 4 5 0 1]
80,2512,[3 2 6 4 5 0 1]
81,964,[1 3 0 2 6 4 5]
82,964,[1 3 0 2 6 4 5]
83,964,[1 3 0 2 6 4 5]
84,964,[1 3 0 2 6 4 5]
85,628,[0 6 2 1 5 3 4]
86,628,[0 6 2 1 5 3 4]
87,628,[0 6 2 1 5 3 4]
88,628,[0 6 2 1 5 3 4]
89,2346,[3 1 4 6 0 2 5]
90,2346,[3 1 4 6 0 2 5]
91,2346,[3 1 4 6 0 2 5]
92,2346,[3 1 4 6 0 2 5]
93,2961,[4 0 5 2 3 6 1]
94,2961,[4 0 5 2 3 6 1]
95,2961,[4 0 5 2 3 6 1]
96,2961,[4 0 5 2 3 6 1]
97,1752,[2 3 5 0 1 4 6]
98,1752,[2 3 5 0 1 4 6]
99,1752,[2 3 5 0 1 4 6]
100,1752,[2 3 5 0 1 4 6]
