99%,Optima 1, Optima [1]
72,3677,[5 0 4 1 6 3 2]
73,1347,[1 6 2 0 4 5 3]
74,3486,[4 6 0 2 1 3 5]
75,3510,[4 6 1 2 0 3 5]
76,2587,[3 4 2 6 0 5 1]
77,924,[1 2 5 4 0 3 6]
78,3728,[5 1 0 3 4 2 6]
79,3853,[5 2 0 4 1 6 3]
80,2874,[3 6 5 4 0 1 2]
81,4303,[5 6 4 1 0 3 2]
82,4639,[6 2 4 1 0 5 3]
83,1022,[1 3 4 5 2 0 6]
84,992,[1 3 2 4 5 0 6]
85,293,[0 3 4 1 6 5 2]
86,551,[0 5 3 6 4 2 1]
87,3032,[4 1 2 3 5 0 6]
88,4026,[5 3 2 6 0 1 4]
89,2357,[3 1 5 0 6 4 2]
90,828,[1 0 6 4 2 3 5]
91,2282,[3 1 0 2 5 4 6]
92,2654,[3 5 0 4 2 1 6]
93,821,[1 0 6 2 5 4 3]
94,213,[0 2 5 6 3 4 1]
95,4056,[5 3 6 0 1 2 4]
96,3197,[4 2 5 0 6 3 1]
97,641,[0 6 2 4 5 3 1]
98,2001,[2 5 4 1 3 6 0]
99,4600,[6 2 1 4 5 0 3]
100,2499,[3 2 6 0 4 5 1]
1,3489,[4 6 0 2 3 5 1]
2,2578,[3 4 2 1 6 0 5]
3,2375,[3 1 5 6 4 2 0]
4,2483,[3 2 5 1 6 4 0]
5,4852,[6 4 2 0 5 1 3]
6,3335,[4 3 5 6 2 1 0]
7,692,[0 6 4 5 2 1 3]
8,1031,[1 3 4 6 5 2 0]
9,3561,[4 6 3 1 2 5 0]
10,3434,[4 5 3 0 2 1 6]
11,2719,[3 5 4 1 0 6 2]
12,1429,[1 6 5 3 0 4 2]
13,2234,[3 0 5 1 4 2 6]
14,2787,[3 6 1 0 4 5 2]
15,605,[0 6 1 2 5 4 3]
16,787,[1 0 4 6 2 5 3]
17,2893,[4 0 1 5 2 6 3]
18,4003,[5 3 1 6 0 4 2]
19,344,[0 3 6 2 4 1 5]
20,3104,[4 1 6 2 3 0 5]
21,4438,[6 0 5 4 3 1 2]
22,2969,[4 0 5 3 6 2 1]
23,2554,[3 4 1 2 6 0 5]
24,2914,[4 0 2 3 6 1 5]
25,3301,[4 3 2 5 0 6 1]
26,1208,[1 5 0 3 4 2 6]
27,2860,[3 6 5 0 4 1 2]
28,1138,[1 4 3 2 6 0 5]
29,4423,[6 0 5 2 1 4 3]
30,108,[0 1 6 4 2 3 5]
31,1950,[2 5 1 3 0 4 6]
32,3916,[5 2 4 0 6 1 3]
33,4122,[5 4 1 6 0 2 3]
34,1359,[1 6 2 4 3 5 0]
35,4379,[6 0 3 2 5 4 1]
36,1730,[2 3 4 0 5 1 6]
37,2269,[3 0 6 4 1 5 2]
38,3533,[4 6 2 0 5 3 1]
39,1133,[1 4 3 0 6 5 2]
40,1791,[2 3 6 4 1 5 0]
41,4852,[6 4 2 0 5 1 3]
42,2006,[2 5 4 3 1 0 6]
43,469,[0 4 6 3 1 5 2]
44,3916,[5 2 4 0 6 1 3]
45,3103,[4 1 6 2 0 5 3]
46,857,[1 2 0 5 6 4 3]
47,425,[0 4 3 5 6 2 1]
48,3028,[4 1 2 0 6 3 5]
49,4601,[6 2 1 4 5 3 0]
50,3273,[4 3 1 2 5 6 0]
51,117,[0 1 6 5 3 4 2]
52,1632,[2 1 5 0 3 4 6]
53,1924,[2 5 0 1 6 3 4]
54,1500,[2 0 4 5 1 3 6]
55,3054,[4 1 3 2 0 5 6]
56,524,[0 5 2 6 3 1 4]
57,398,[0 4 2 5 3 1 6]
58,4455,[6 1 0 4 3 5 2]
59,4175,[5 4 3 6 2 1 0]
60,3649,[5 0 3 1 2 6 4]
61,4993,[6 5 3 0 1 4 2]
62,5036,[6 5 4 3 1 0 2]
63,5004,[6 5 3 2 0 1 4]
64,5022,[6 5 4 1 0 2 3]
65,5003,[6 5 3 1 4 2 0]
66,5028,[6 5 4 2 0 1 3]
67,5012,[6 5 3 4 1 0 2]
68,4997,[6 5 3 0 4 2 1]
69,5024,[6 5 4 1 2 0 3]
70,5029,[6 5 4 2 0 3 1]
71,5025,[6 5 4 1 2 3 0]
72,5034,[6 5 4 3 0 1 2]
73,5018,[6 5 4 0 2 1 3]
74,5022,[6 5 4 1 0 2 3]
75,5022,[6 5 4 1 0 2 3]
76,5013,[6 5 3 4 1 2 0]
77,5014,[6 5 3 4 2 0 1]
78,5026,[6 5 4 1 3 0 2]
79,5038,[6 5 4 3 2 0 1]
80,5013,[6 5 3 4 1 2 0]
81,4996,[6 5 3 0 4 1 2]
82,5039,[6 5 4 3 2 1 0]
83,5004,[6 5 3 2 0 1 4]
84,5000,[6 5 3 1 2 0 4]
85,2,[0 1 2 3 5 4 6]
86,5009,[6 5 3 2 4 1 0]
87,5015,[6 5 3 4 2 1 0]
88,5022,[6 5 4 1 0 2 3]
89,5028,[6 5 4 2 0 1 3]
90,5006,[6 5 3 2 1 0 4]
91,5017,[6 5 4 0 1 3 2]
92,5034,[6 5 4 3 0 1 2]
93,5014,[6 5 3 4 2 0 1]
94,5001,[6 5 3 1 2 4 0]
95,2,[0 1 2 3 5 4 6]
96,1,[0 1 2 3 4 6 5]
97,5011,[6 5 3 4 0 2 1]
98,5013,[6 5 3 4 1 2 0]
99,5033,[6 5 4 2 3 1 0]
100,5025,[6 5 4 1 2 3 0]
