98%,Optima 1, Optima [1]
71,4066,[5 3 6 1 4 0 2]
72,3416,[4 5 2 1 3 0 6]
73,2297,[3 1 0 5 6 4 2]
74,2573,[3 4 2 0 6 5 1]
75,1196,[1 4 6 5 2 0 3]
76,3822,[5 1 6 2 0 3 4]
77,3473,[4 5 6 2 3 1 0]
78,218,[0 2 6 1 4 3 5]
79,1668,[2 1 6 4 0 3 5]
80,1055,[1 3 5 6 4 2 0]
81,2911,[4 0 2 3 1 6 5]
82,203,[0 2 5 3 6 4 1]
83,3537,[4 6 2 1 3 5 0]
84,1259,[1 5 3 2 6 4 0]
85,3684,[5 0 4 3 1 2 6]
86,2803,[3 6 1 5 0 4 2]
87,709,[0 6 5 3 1 4 2]
88,1936,[2 5 0 4 6 1 3]
89,2341,[3 1 4 5 0 6 2]
90,2444,[3 2 1 6 4 0 5]
91,366,[0 4 1 3 2 5 6]
92,4559,[6 1 5 4 3 2 0]
93,3457,[4 5 6 0 1 3 2]
94,1510,[2 0 4 6 5 1 3]
95,2569,[3 4 2 0 1 6 5]
96,4072,[5 3 6 2 4 0 1]
97,4931,[6 5 0 2 4 3 1]
98,3592,[4 6 5 2 3 0 1]
99,1739,[2 3 4 1 6 5 0]
100,4539,[6 1 5 0 3 4 2]
1,597,[0 5 6 4 2 3 1]
2,2797,[3 6 1 4 0 5 2]
3,1531,[2 0 5 6 1 4 3]
4,239,[0 2 6 5 4 3 1]
5,2324,[3 1 2 6 4 0 5]
6,1004,[1 3 2 6 4 0 5]
7,2174,[3 0 1 5 4 2 6]
8,4580,[6 2 0 5 3 1 4]
9,2950,[4 0 3 6 5 1 2]
10,4164,[5 4 3 2 0 1 6]
11,2328,[3 1 4 0 2 5 6]
12,994,[1 3 2 4 6 0 5]
13,3791,[5 1 3 6 4 2 0]
14,3996,[5 3 1 4 0 2 6]
15,616,[0 6 1 4 5 2 3]
16,1364,[1 6 2 5 3 0 4]
17,2654,[3 5 0 4 2 1 6]
18,2216,[3 0 4 2 5 1 6]
19,2845,[3 6 4 2 0 5 1]
20,1582,[2 1 0 6 5 3 4]
21,4499,[6 1 3 2 5 4 0]
22,2040,[2 6 0 1 3 4 5]
23,4543,[6 1 5 2 0 4 3]
24,2411,[3 2 0 4 6 5 1]
25,3849,[5 2 0 3 4 6 1]
26,4455,[6 1 0 4 3 5 2]
27,4907,[6 4 5 1 3 2 0]
28,796,[1 0 5 2 6 3 4]
29,417,[0 4 3 2 5 6 1]
30,2071,[2 6 1 3 0 5 4]
31,3839,[5 1 6 4 3 2 0]
32,4829,[6 4 1 0 5 3 2]
33,3421,[4 5 2 3 0 6 1]
34,2077,[2 6 1 4 0 5 3]
35,466,[0 4 6 2 5 1 3]
36,307,[0 3 4 6 1 5 2]
37,3643,[5 0 2 6 1 4 3]
38,3354,[4 3 6 5 0 1 2]
39,3882,[5 2 1 6 0 3 4]
40,2689,[3 5 2 0 1 6 4]
41,637,[0 6 2 4 1 5 3]
42,1077,[1 3 6 5 2 4 0]
43,3934,[5 2 4 6 3 0 1]
44,3124,[4 2 0 1 6 3 5]
45,306,[0 3 4 6 1 2 5]
46,4018,[5 3 2 1 6 0 4]
47,777,[1 0 4 3 5 6 2]
48,4408,[6 0 4 3 5 1 2]
49,902,[1 2 4 5 3 0 6]
50,1213,[1 5 0 4 2 6 3]
51,1427,[1 6 5 2 4 3 0]
52,2724,[3 5 4 2 0 1 6]
53,755,[1 0 3 4 6 5 2]
54,265,[0 3 2 1 4 6 5]
55,382,[0 4 1 6 5 2 3]
56,3505,[4 6 1 0 2 5 3]
57,3201,[4 2 5 1 3 6 0]
58,4068,[5 3 6 2 0 1 4]
59,1290,[1 5 4 6 0 2 3]
60,2817,[3 6 2 1 4 5 0]
61,4959,[6 5 1 3 2 4 0]
62,4966,[6 5 1 4 3 0 2]
63,5033,[6 5 4 2 3 1 0]
64,4956,[6 5 1 3 0 2 4]
65,3,[0 1 2 3 5 6 4]
66,4988,[6 5 2 4 1 0 3]
67,4990,[6 5 2 4 3 0 1]
68,4973,[6 5 2 0 4 3 1]
69,5011,[6 5 3 4 0 2 1]
70,4948,[6 5 1 0 4 2 3]
71,4993,[6 5 3 0 1 4 2]
72,5026,[6 5 4 1 3 0 2]
73,5006,[6 5 3 2 1 0 4]
74,6,[0 1 2 4 3 5 6]
75,4957,[6 5 1 3 0 4 2]
76,5009,[6 5 3 2 4 1 0]
77,5001,[6 5 3 1 2 4 0]
78,4967,[6 5 1 4 3 2 0]
79,4985,[6 5 2 3 4 1 0]
80,5037,[6 5 4 3 1 2 0]
81,5014,[6 5 3 4 2 0 1]
82,4948,[6 5 1 0 4 2 3]
83,5038,[6 5 4 3 2 0 1]
84,5015,[6 5 3 4 2 1 0]
85,4951,[6 5 1 2 0 4 3]
86,4961,[6 5 1 3 4 2 0]
87,5022,[6 5 4 1 0 2 3]
88,5005,[6 5 3 2 0 4 1]
89,4980,[6 5 2 3 0 1 4]
90,4977,[6 5 2 1 3 4 0]
91,4976,[6 5 2 1 3 0 4]
92,5032,[6 5 4 2 3 0 1]
93,4981,[6 5 2 3 0 4 1]
94,4960,[6 5 1 3 4 0 2]
95,4972,[6 5 2 0 4 1 3]
96,5025,[6 5 4 1 2 3 0]
97,4968,[6 5 2 0 1 3 4]
98,5001,[6 5 3 1 2 4 0]
99,4996,[6 5 3 0 4 1 2]
100,4992,[6 5 3 0 1 2 4]
