100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
15,18422,[0 1 5 7 6 4 8 3 2 9],2454647,[6 7 9 0 2 3 8 5 4 1],2660691,[7 2 9 8 3 4 0 5 6 1],599344,[1 6 8 9 3 4 5 7 0 2],932740,[2 6 1 0 5 9 3 8 4 7],212698,[0 6 3 2 5 7 4 9 1 8],3158527,[8 6 2 5 9 0 3 1 7 4],1758924,[4 8 5 9 7 3 2 0 1 6],1293721,[3 6 0 7 9 1 2 4 8 5],1720778,[4 7 6 2 9 8 0 3 1 5],251083,[0 7 2 8 6 3 9 1 5 4],406407,[1 2 0 7 5 8 6 4 9 3],3437470,[9 4 2 0 3 6 8 7 1 5],1649343,[4 5 9 1 7 3 6 2 8 0],1389098,[3 8 4 6 1 9 0 5 2 7],3342261,[9 1 8 2 0 3 7 5 6 4],2929402,[8 0 6 2 5 7 3 9 1 4],3066508,[8 4 0 5 1 3 2 9 6 7],338860,[0 9 4 2 6 8 1 7 3 5],622103,[1 7 4 5 0 2 9 8 6 3]
17,3537918,[9 6 5 8 4 3 1 0 2 7],2645591,[7 2 5 9 3 4 8 6 1 0],399767,[1 0 9 4 3 5 8 7 6 2],1710126,[4 7 3 2 1 0 6 5 8 9],3581008,[9 7 6 3 4 5 2 8 0 1],1816409,[5 0 1 4 8 7 6 9 3 2],3133740,[8 5 6 7 2 3 4 0 1 9],611282,[1 7 2 4 0 3 5 8 6 9],3172737,[8 6 5 3 4 2 1 7 9 0],387702,[1 0 6 9 4 8 3 2 5 7],1649363,[4 5 9 1 7 6 2 8 3 0],972253,[2 7 0 9 4 1 6 3 8 5],671089,[1 8 6 2 0 5 3 4 9 7],442013,[1 2 9 6 8 4 0 7 5 3],2271068,[6 2 3 7 1 5 9 4 0 8],1018947,[2 8 3 1 4 5 0 7 9 6],998604,[2 7 8 0 9 5 4 1 3 6],2191896,[6 0 3 9 2 8 1 4 5 7],1628763,[4 5 3 1 2 0 6 8 9 7],1831571,[5 0 4 3 9 1 6 8 7 2]
19,386771,[1 0 6 8 3 2 5 9 7 4],926791,[2 5 9 8 1 3 4 0 7 6],2121337,[5 8 4 9 1 7 0 2 6 3],2587636,[7 1 2 4 9 6 0 8 3 5],977183,[2 7 1 9 3 0 8 6 5 4],778318,[2 1 4 5 9 8 7 6 0 3],3154603,[8 6 1 9 3 2 7 0 5 4],1744740,[4 8 2 1 3 6 7 0 5 9],2369191,[6 4 8 0 5 2 3 1 9 7],2599182,[7 1 4 6 9 8 2 0 3 5],591456,[1 6 7 3 4 9 0 2 5 8],3331008,[9 1 5 8 3 4 0 2 6 7],947587,[2 6 5 0 1 7 9 3 8 4],2194251,[6 0 4 3 7 5 1 8 9 2],2848165,[7 8 5 0 6 4 3 1 9 2],3473507,[9 5 1 2 3 8 4 7 6 0],961690,[2 6 8 7 5 0 3 9 1 4],1041400,[2 8 7 5 3 1 6 9 0 4],359487,[0 9 8 3 2 6 5 4 7 1],2383328,[6 5 0 9 2 1 4 7 3 8]
21,2645838,[7 2 5 9 6 4 1 0 3 8],1987619,[5 4 2 3 7 6 1 9 8 0],1166027,[3 1 9 4 5 8 2 7 6 0],211941,[0 6 3 1 5 2 9 7 8 4],2285496,[6 2 7 4 1 9 0 3 5 8],2488952,[6 8 5 7 9 1 2 3 0 4],1771954,[4 8 9 5 0 2 3 7 1 6],142134,[0 4 6 2 5 7 3 1 8 9],2762313,[7 5 4 0 6 2 3 8 9 1],2269682,[6 2 3 4 5 0 1 8 7 9],1136086,[3 1 2 5 9 4 8 7 0 6],3148756,[8 6 0 7 2 5 1 9 3 4],193762,[0 5 8 4 1 7 3 9 2 6],2205421,[6 0 7 5 1 4 8 2 9 3],684096,[1 8 9 6 0 7 2 3 4 5],425409,[1 2 6 4 9 0 5 7 8 3],924213,[2 5 9 3 6 7 8 1 4 0],1676418,[4 6 5 7 2 0 9 1 3 8],836397,[2 3 7 9 5 8 6 1 4 0],697834,[1 9 3 5 2 4 6 8 0 7]
23,2132978,[5 8 9 1 3 7 0 4 2 6],2413042,[6 5 8 7 2 4 1 9 0 3],713131,[1 9 6 4 3 7 8 0 5 2],2184455,[6 0 2 4 9 7 8 5 3 1],249429,[0 7 2 5 4 6 9 3 8 1],2750953,[7 5 1 8 6 4 0 2 9 3],3585391,[9 7 8 2 5 1 3 0 6 4],2488651,[6 8 5 7 2 4 9 0 3 1],3329374,[9 1 5 6 0 7 8 4 2 3],1076494,[2 9 6 5 0 7 8 4 1 3],2420209,[6 7 0 2 4 5 1 3 9 8],3262303,[8 9 7 1 6 5 2 0 4 3],773677,[2 1 3 6 7 4 8 0 9 5],3405569,[9 3 4 6 8 5 2 7 1 0],2343358,[6 4 0 9 5 8 7 3 1 2],3251802,[8 9 5 1 3 2 7 0 4 6],2774033,[7 5 8 2 6 9 3 4 1 0],1288761,[3 5 9 6 8 4 1 2 7 0],2392367,[6 5 2 7 8 1 9 4 3 0],1326348,[3 6 9 1 0 8 5 2 4 7]
25,778870,[2 1 4 6 8 5 9 7 0 3],2685584,[7 3 5 8 9 6 1 2 0 4],1486635,[4 0 8 9 6 5 1 3 7 2],2492978,[6 8 7 4 2 9 0 3 1 5],2429711,[6 7 2 0 5 4 9 8 3 1],3600911,[9 8 2 4 1 5 7 6 3 0],1970788,[5 3 9 0 2 4 1 8 6 7],111863,[0 3 8 2 5 1 9 7 6 4],2726854,[7 4 6 0 2 8 9 5 1 3],104951,[0 3 6 8 7 4 9 5 2 1],2109398,[5 8 2 4 7 1 6 3 0 9],1706976,[4 7 2 6 8 9 0 1 3 5],2535143,[6 9 8 0 1 2 7 5 4 3],903926,[2 5 4 3 6 8 7 1 0 9],1677082,[4 6 5 8 1 7 2 9 0 3],3617801,[9 8 5 6 4 1 3 7 2 0],2288274,[6 2 8 0 1 9 7 3 4 5],2804979,[7 6 4 3 8 9 0 2 5 1],2136417,[5 8 9 7 1 3 2 4 6 0],1415524,[3 9 0 8 1 2 4 7 5 6]
27,1736049,[4 8 0 5 2 1 6 7 9 3],467178,[1 3 6 7 9 0 8 2 4 5],2834334,[7 8 2 3 5 4 1 0 6 9],151221,[0 4 8 1 2 3 9 6 7 5],1143584,[3 1 4 9 2 8 5 6 0 7],1365170,[3 7 8 9 0 4 1 5 2 6],1106723,[3 0 5 7 1 8 4 9 6 2],984030,[2 7 4 1 8 3 5 0 6 9],1897398,[5 2 0 6 3 8 4 1 7 9],2612109,[7 1 8 2 9 4 6 3 5 0],520728,[1 4 9 3 2 6 0 5 7 8],2829412,[7 8 1 3 6 4 0 9 2 5],129712,[0 4 2 8 1 9 6 7 3 5],3320706,[9 1 3 8 0 5 7 2 4 6],1428002,[3 9 4 2 5 0 1 7 6 8],1674296,[4 6 5 1 3 7 2 8 0 9],1343810,[3 7 2 6 4 5 0 8 1 9],1084475,[2 9 8 1 3 4 5 7 6 0],1639652,[4 5 7 2 1 8 9 3 0 6],3069809,[8 4 1 0 6 7 5 9 3 2]
29,1134695,[3 1 2 0 9 7 8 6 5 4],2194773,[6 0 4 5 2 8 9 3 7 1],2420314,[6 7 0 2 5 3 4 9 1 8],2494734,[6 8 7 9 5 2 1 0 3 4],3384610,[9 2 8 4 7 0 3 6 1 5],1585924,[4 3 2 7 8 0 1 9 5 6],465794,[1 3 6 4 9 7 0 5 2 8],92711,[0 3 4 5 8 6 9 7 2 1],3398420,[9 3 2 4 0 1 8 6 5 7],2071687,[5 7 3 0 4 1 6 2 9 8],1522874,[4 1 8 2 0 7 3 6 5 9],1351775,[3 7 5 1 4 8 9 6 2 0],2718346,[7 4 3 2 5 9 1 8 0 6],1026813,[2 8 4 7 0 6 9 3 5 1],1374899,[3 8 0 7 5 4 2 9 6 1],1733669,[4 7 9 8 6 1 0 5 3 2],1382636,[3 8 2 4 1 9 7 5 0 6],2523494,[6 9 4 5 8 0 3 2 1 7],3599494,[9 8 2 1 3 6 7 5 0 4],151172,[0 4 7 9 8 5 6 2 1 3]
31,1941266,[5 3 1 2 4 6 0 8 7 9],2447859,[6 7 5 4 8 9 0 2 3 1],1670888,[4 6 3 5 8 0 2 7 1 9],1858298,[5 1 0 7 9 8 2 4 3 6],3450910,[9 4 5 6 8 2 7 3 0 1],3200489,[8 7 3 0 1 6 5 9 4 2],837678,[2 3 8 1 5 7 4 0 6 9],2204240,[6 0 7 3 4 8 2 5 1 9],3281462,[9 0 4 1 6 5 7 3 2 8],481756,[1 3 9 6 0 7 2 8 4 5],1246183,[3 4 9 1 7 8 2 0 6 5],1717350,[4 7 5 8 1 2 3 0 6 9],2524452,[6 9 4 8 1 0 5 2 3 7],2252885,[6 1 9 0 2 3 4 8 7 5],1507814,[4 1 5 2 3 0 8 7 6 9],3172270,[8 6 5 2 9 3 7 4 0 1],535842,[1 5 3 4 2 6 9 0 7 8],2101497,[5 8 0 9 6 3 2 4 7 1],1624320,[4 5 2 3 0 1 6 7 8 9],95932,[0 3 5 1 4 7 2 9 6 8]
33,2694722,[7 3 8 5 6 0 1 4 2 9],14034,[0 1 4 8 5 9 7 2 3 6],2259835,[6 2 0 4 7 9 8 1 5 3],3103707,[8 4 9 6 5 1 0 3 7 2],3204665,[8 7 3 6 9 2 4 5 1 0],892872,[2 5 1 3 0 8 4 6 7 9],2251497,[6 1 8 7 0 4 3 5 9 2],2900774,[7 9 8 3 6 0 4 2 1 5],2330469,[6 3 8 2 7 4 9 1 5 0],1389002,[3 8 4 6 1 0 2 7 5 9],882344,[2 4 9 0 5 8 3 6 1 7],40504,[0 2 1 3 5 7 8 9 4 6],728125,[2 0 1 6 4 8 7 3 9 5],3233200,[8 9 1 4 5 2 6 7 0 3],2784537,[7 6 0 4 3 5 2 8 9 1],3310839,[9 1 0 8 4 3 6 5 7 2],898175,[2 5 3 1 6 8 9 7 4 0],2644584,[7 2 5 8 0 3 1 4 6 9],3382181,[9 2 8 0 4 7 1 6 5 3],2642865,[7 2 5 3 6 9 1 4 8 0]
35,2255055,[6 1 9 4 0 2 7 5 8 3],507552,[1 4 6 7 9 5 0 2 3 8],3602595,[9 8 2 6 4 5 0 3 7 1],1416097,[3 9 0 8 6 7 1 2 5 4],1765663,[4 8 7 2 1 9 3 0 6 5],2019243,[5 6 0 7 4 1 2 8 9 3],3592397,[9 8 0 6 3 5 1 7 4 2],2083225,[5 7 6 2 3 1 0 4 9 8],1952225,[5 3 4 2 6 7 8 9 1 0],2994610,[8 2 3 1 4 0 6 9 5 7],1858529,[5 1 0 8 3 7 6 9 4 2],2229186,[6 1 3 4 0 7 9 2 5 8],2002034,[5 4 7 1 6 8 0 3 2 9],1158555,[3 1 7 9 0 6 2 5 8 4],2685637,[7 3 5 9 0 2 6 1 8 4],1081240,[2 9 7 4 6 1 5 8 0 3],3344965,[9 1 8 5 6 4 3 0 7 2],2712865,[7 4 2 1 9 3 0 5 8 6],2249076,[6 1 8 2 7 3 5 0 4 9],2283885,[6 2 7 1 0 4 9 5 8 3]
37,2267108,[6 2 1 8 7 4 9 3 0 5],992946,[2 7 6 0 1 5 9 3 4 8],2971477,[8 1 6 5 0 3 7 2 9 4],1961708,[5 3 7 1 6 4 9 2 0 8],84541,[0 3 1 8 5 6 7 2 9 4],941322,[2 6 3 8 4 1 9 0 5 7],1577833,[4 3 1 0 6 8 2 5 9 7],246222,[0 7 1 8 9 6 3 2 4 5],458549,[1 3 4 9 8 2 0 7 6 5],2107647,[5 8 2 1 3 7 6 4 9 0],1565655,[4 2 8 6 5 0 7 3 9 1],886493,[2 4 9 8 1 5 0 7 6 3],108972,[0 3 7 6 4 1 8 2 5 9],1044432,[2 8 9 1 5 6 0 3 4 7],3545958,[9 6 8 3 7 4 1 0 2 5],563904,[1 5 9 8 2 3 0 4 6 7],2697660,[7 3 9 1 6 4 5 0 2 8],3510051,[9 6 0 4 1 5 2 7 8 3],1420665,[3 9 1 8 0 7 4 5 6 2],2974388,[8 1 7 2 0 5 9 4 3 6]
39,1797281,[4 9 5 6 1 2 7 8 3 0],3525209,[9 6 3 4 0 7 5 8 2 1],2930299,[8 0 6 3 9 1 7 2 5 4],3546933,[9 6 8 5 1 4 7 2 3 0],385114,[1 0 6 4 9 3 5 8 2 7],856725,[2 4 1 9 8 3 7 5 6 0],1651989,[4 5 9 7 2 3 8 1 6 0],3522238,[9 6 2 7 8 5 4 3 0 1],554684,[1 5 8 0 4 3 9 6 2 7],2227697,[6 1 3 0 2 4 8 9 7 5],3503298,[9 5 8 0 6 1 7 2 3 4],1037688,[2 8 6 9 1 4 0 3 5 7],935787,[2 6 1 7 8 3 0 5 9 4],32360,[0 1 8 4 9 6 3 5 2 7],397795,[1 0 8 9 4 7 6 2 5 3],1486308,[4 0 8 9 2 7 5 1 3 6],1170697,[3 2 0 4 9 8 1 5 7 6],3466451,[9 4 8 6 3 0 2 7 5 1],952453,[2 6 5 9 8 0 4 1 7 3],2895926,[7 9 6 4 0 5 3 2 1 8]
41,2255346,[6 1 9 4 3 5 8 0 2 7],1629612,[4 5 3 2 6 0 8 1 7 9],564324,[1 5 9 8 6 4 3 0 2 7],1848037,[5 0 8 6 7 2 4 1 9 3],964251,[2 6 9 3 1 5 0 7 8 4],1590665,[4 3 5 7 1 6 8 9 2 0],3179335,[8 6 7 5 4 2 1 0 9 3],2591521,[7 1 3 2 5 0 4 6 9 8],1811201,[4 9 8 2 5 1 6 7 3 0],2486376,[6 8 5 2 1 9 0 3 4 7],2335224,[6 3 9 2 4 1 0 5 7 8],1429899,[3 9 4 6 8 7 0 2 5 1],1402387,[3 8 7 1 6 4 9 0 5 2],2342674,[6 4 0 8 7 2 3 9 1 5],1947059,[5 3 2 4 1 7 6 9 8 0],3337496,[9 1 7 2 4 5 3 6 0 8],1593806,[4 3 6 1 7 8 5 2 0 9],978282,[2 7 3 0 8 4 9 1 5 6],27494,[0 1 7 5 3 2 8 6 4 9],1846805,[5 0 8 4 1 2 3 9 7 6]
43,2536579,[6 9 8 2 0 1 7 3 5 4],920787,[2 5 8 6 9 1 0 4 7 3],2419440,[6 7 0 1 4 2 3 5 8 9],1256903,[3 5 1 4 8 0 9 7 6 2],1071352,[2 9 5 4 8 7 3 6 0 1],2940320,[8 0 9 3 6 5 2 4 1 7],1034021,[2 8 6 1 0 9 3 7 5 4],973243,[2 7 1 0 8 4 9 3 6 5],1054178,[2 9 1 3 0 8 4 6 5 7],3231425,[8 9 1 2 0 5 6 7 4 3],3563936,[9 7 3 0 8 4 2 5 1 6],3260471,[8 9 6 7 2 3 5 4 1 0],1506084,[4 1 3 8 7 6 5 0 2 9],2802140,[7 6 3 9 8 0 5 2 1 4],79618,[0 2 9 7 5 4 3 8 1 6],2691946,[7 3 8 0 6 9 2 5 1 4],3279969,[9 0 3 7 5 1 4 6 8 2],2505987,[6 9 1 2 5 3 0 7 8 4],636137,[1 7 8 2 5 0 6 9 4 3],54171,[0 2 4 8 3 6 1 7 9 5]
45,1553667,[4 2 6 1 9 3 0 7 8 5],1986861,[5 4 2 1 7 0 9 6 8 3],60518,[0 2 6 1 3 5 8 7 4 9],990324,[2 7 5 4 3 8 6 0 1 9],439417,[1 2 9 3 4 8 0 5 7 6],167370,[0 5 2 3 6 8 9 1 4 7],3412122,[9 3 6 0 1 4 8 2 5 7],3438305,[9 4 2 1 5 6 7 8 3 0],1585135,[4 3 2 6 7 5 1 0 9 8],2281285,[6 2 5 7 3 8 4 0 9 1],2709374,[7 4 1 6 0 2 8 5 3 9],553950,[1 5 7 9 3 2 4 0 6 8],1115957,[3 0 7 4 9 6 1 8 5 2],2512495,[6 9 2 4 5 3 1 0 8 7],764850,[2 0 9 7 3 6 8 1 4 5],2948478,[8 1 2 0 3 7 5 4 6 9],987260,[2 7 4 9 1 0 8 5 3 6],766765,[2 1 0 3 9 7 6 4 8 5],2678665,[7 3 4 5 2 1 0 6 9 8],1385589,[3 8 2 9 4 5 7 1 6 0]
47,3186470,[8 7 0 2 5 9 4 3 1 6],2640953,[7 2 4 9 8 6 3 5 1 0],998813,[2 7 8 1 3 5 0 9 6 4],1431627,[3 9 5 0 4 2 1 7 8 6],2329134,[6 3 8 0 9 4 2 1 5 7],350989,[0 9 6 5 3 8 4 1 7 2],1086380,[2 9 8 4 7 0 6 3 1 5],1052689,[2 9 0 8 1 5 3 4 7 6],3450546,[9 4 5 6 2 3 8 0 1 7],446796,[1 3 0 7 6 4 8 2 5 9],1092946,[3 0 1 8 9 7 4 6 2 5],226222,[0 6 5 9 2 1 8 7 3 4],2522182,[6 9 4 3 0 1 8 7 2 5],2831578,[7 8 1 6 5 3 2 9 0 4],41568,[0 2 1 4 8 6 3 5 7 9],635708,[1 7 8 0 9 4 6 3 2 5],2345787,[6 4 1 5 0 3 2 8 9 7],1295486,[3 6 1 0 4 8 7 5 2 9],2744171,[7 5 0 4 3 1 6 9 8 2],2866119,[7 9 0 5 6 2 4 3 8 1]
49,3596752,[9 8 1 5 3 7 4 6 0 2],2181693,[6 0 1 9 2 7 8 4 5 3],2658796,[7 2 9 4 6 5 0 8 1 3],3610097,[9 8 4 2 0 1 6 7 5 3],3375679,[9 2 6 7 3 5 1 0 8 4],36268,[0 1 9 3 5 4 2 8 6 7],3131891,[8 5 6 2 9 0 3 7 4 1],2372149,[6 4 8 5 3 9 2 0 7 1],1017494,[2 8 1 9 3 0 6 5 4 7],3189962,[8 7 0 9 4 1 2 5 3 6],2813051,[7 6 8 1 0 2 4 9 5 3],666690,[1 8 5 2 9 6 7 0 3 4],134082,[0 4 3 7 2 5 9 1 6 8],3534382,[9 6 5 1 8 0 7 4 2 3],2527857,[6 9 5 3 8 2 1 4 7 0],3072728,[8 4 1 6 7 0 3 5 2 9],289565,[0 8 2 5 3 1 4 9 7 6],2218127,[6 1 0 2 8 4 9 7 5 3],1726199,[4 7 8 3 2 9 6 5 1 0],292991,[0 8 3 1 9 5 7 6 4 2]
