2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
15,34972,[0 1 8 9 5 4 2 7 3 6],1688813,[4 6 9 0 5 3 1 8 7 2],544679,[1 5 6 0 4 9 8 7 3 2],361278,[0 9 8 5 6 4 2 1 3 7],1147391,[3 1 5 7 6 4 9 8 2 0],1690477,[4 6 9 2 8 1 5 0 7 3],2113513,[5 8 3 2 4 7 0 1 9 6],1396770,[3 8 6 0 9 5 7 1 2 4],1206367,[3 2 9 4 6 0 5 1 8 7],298789,[0 8 4 2 9 7 5 1 6 3],311480,[0 8 6 7 4 5 2 3 1 9],1217125,[3 4 1 6 5 8 7 0 9 2],2531018,[6 9 7 1 2 8 0 4 3 5],1308389,[3 6 4 7 1 2 0 9 8 5],3115949,[8 5 2 1 7 3 0 9 6 4],3033185,[8 3 1 7 6 4 5 9 2 0],479024,[1 3 9 0 4 8 5 6 2 7],433677,[1 2 8 0 4 9 7 5 6 3],851798,[2 4 1 0 3 6 8 7 5 9],1680274,[4 6 7 2 8 1 3 9 0 5]
17,54427,[0 2 4 8 6 5 9 1 7 3],1711790,[4 7 3 6 2 9 5 1 0 8],482004,[1 3 9 6 4 7 5 0 2 8],344122,[0 9 5 2 8 6 3 7 1 4],1153731,[3 1 6 9 4 5 0 7 8 2],1668792,[4 6 3 0 8 7 1 2 5 9],2089406,[5 7 8 3 9 4 2 1 0 6],1389023,[3 8 4 6 1 0 9 7 5 2],1186870,[3 2 5 6 4 7 9 8 0 1],299798,[0 8 4 5 3 2 7 6 1 9],357874,[0 9 8 1 2 4 5 7 3 6],1188829,[3 2 5 9 0 8 6 1 7 4],2515816,[6 9 3 1 2 0 7 8 4 5],1332166,[3 7 0 4 2 5 9 8 1 6],3090056,[8 4 6 0 7 3 2 5 1 9],3051212,[8 3 6 2 7 5 9 1 0 4],471570,[1 3 7 5 9 6 8 0 2 4],406532,[1 2 0 7 6 8 9 4 3 5],822774,[2 3 5 1 8 6 4 0 7 9],1679771,[4 6 7 2 0 1 5 9 8 3]
19,56593,[0 2 5 3 7 8 1 4 9 6],1689325,[4 6 9 1 2 7 5 0 8 3],479867,[1 3 9 2 5 8 4 7 6 0],374789,[1 0 4 5 7 3 2 9 8 6],1123467,[3 0 8 9 4 2 1 6 7 5],1724395,[4 7 8 0 9 6 5 1 3 2],2094092,[5 7 9 3 2 6 8 1 0 4],1392196,[3 8 5 1 6 7 0 9 2 4],1227490,[3 4 5 6 9 0 2 8 1 7],282645,[0 8 1 2 6 4 9 5 7 3],365329,[1 0 2 6 5 7 3 4 9 8],1217280,[3 4 1 6 8 0 2 5 7 9],2575856,[7 0 9 1 5 4 3 6 2 8],1317618,[3 6 7 4 0 1 9 2 5 8],3126765,[8 5 4 2 7 1 9 3 6 0],3025681,[8 3 0 4 5 1 2 6 9 7],433259,[1 2 7 9 6 4 3 8 5 0],374323,[1 0 4 3 9 5 8 2 7 6],816319,[2 3 1 9 7 6 4 0 8 5],1669222,[4 6 3 1 5 0 9 8 2 7]
21,81802,[0 3 1 4 7 8 5 9 2 6],1699316,[4 7 1 2 0 9 8 5 3 6],543394,[1 5 4 8 7 2 3 9 0 6],330919,[0 9 2 6 5 7 3 1 8 4],1121437,[3 0 8 5 6 2 7 1 9 4],1724673,[4 7 8 1 3 2 5 6 9 0],2144706,[5 9 1 4 7 3 8 0 2 6],1442118,[3 9 7 0 8 5 2 1 4 6],1229901,[3 4 6 0 2 1 9 7 8 5],287962,[0 8 2 1 9 6 4 7 3 5],366644,[1 0 2 8 4 5 9 6 3 7],1174251,[3 2 0 9 8 5 1 6 7 4],2544876,[7 0 1 9 5 3 6 2 4 8],1371686,[3 8 0 2 1 7 6 5 4 9],3097914,[8 4 7 5 3 9 6 0 1 2],3032430,[8 3 1 6 7 2 4 0 5 9],457989,[1 3 4 9 0 6 8 5 7 2],381891,[1 0 5 8 4 6 2 7 9 3],857642,[2 4 3 1 5 0 6 8 7 9],1676114,[4 6 5 3 9 7 0 2 1 8]
23,43115,[0 2 1 6 9 4 5 8 7 3],1666175,[4 6 2 7 0 8 9 5 3 1],530526,[1 5 2 3 9 0 6 4 7 8],376181,[1 0 4 7 5 9 2 8 6 3],1101527,[3 0 4 6 9 2 8 7 5 1],1671754,[4 6 3 7 9 1 2 8 0 5],2133357,[5 8 9 1 7 6 4 2 3 0],1387949,[3 8 4 2 7 1 0 9 6 5],1182329,[3 2 4 7 0 8 6 9 5 1],302802,[0 8 5 1 6 3 9 2 4 7],344567,[0 9 5 3 6 2 8 7 4 1],1193738,[3 2 6 8 9 7 0 4 1 5],2548865,[7 0 2 8 1 5 6 9 4 3],1374996,[3 8 0 7 6 2 5 1 4 9],3061626,[8 3 9 4 1 5 7 0 2 6],3080929,[8 4 3 2 0 6 1 5 9 7],421827,[1 2 5 7 9 3 0 6 8 4],417427,[1 2 4 8 7 5 9 0 6 3],836104,[2 3 7 9 1 5 6 8 0 4],1699117,[4 7 1 0 9 3 6 2 8 5]
25,19121,[0 1 5 8 6 3 7 9 4 2],1726826,[4 7 8 5 2 1 0 6 3 9],525277,[1 5 0 3 7 4 8 2 9 6],382309,[1 0 5 8 9 7 4 2 6 3],1165025,[3 1 9 2 0 6 7 8 5 4],1727150,[4 7 8 5 6 9 2 1 0 3],2143429,[5 9 1 2 8 7 4 0 6 3],1393862,[3 8 5 4 9 2 6 1 0 7],1200256,[3 2 8 1 0 4 7 9 5 6],276252,[0 7 8 6 5 1 4 2 3 9],299705,[0 8 4 5 2 6 7 9 3 1],1205039,[3 2 9 0 6 8 7 5 4 1],2511059,[6 9 2 1 5 4 3 8 7 0],1374253,[3 8 0 6 7 1 5 2 9 4],3064347,[8 4 0 1 2 5 3 7 9 6],3083783,[8 4 3 9 0 1 7 6 5 2],470391,[1 3 7 4 2 9 6 5 8 0],370815,[1 0 3 7 2 4 8 6 9 5],823329,[2 3 5 4 7 0 6 8 9 1],1722286,[4 7 6 8 0 2 9 5 1 3]
27,43508,[0 2 1 7 5 6 9 4 3 8],1685661,[4 6 8 3 1 0 9 5 7 2],547360,[1 5 6 7 2 3 8 9 0 4],386280,[1 0 6 7 5 2 3 4 8 9],1150504,[3 1 6 2 9 5 7 8 0 4],1682029,[4 6 7 8 0 9 3 1 5 2],2121058,[5 8 4 7 9 2 1 6 0 3],1412480,[3 9 0 2 7 6 4 5 1 8],1250169,[3 5 0 1 6 2 7 8 9 4],321766,[0 8 9 6 7 2 5 4 1 3],338818,[0 9 4 2 6 5 3 8 1 7],1206758,[3 2 9 5 0 4 7 6 1 8],2572032,[7 0 8 3 2 6 1 4 5 9],1340455,[3 7 1 9 6 4 2 0 8 5],3124402,[8 5 3 9 2 6 1 7 0 4],3049034,[8 3 5 9 6 4 0 2 1 7],424043,[1 2 6 0 9 7 4 8 5 3],372295,[1 0 3 9 2 6 5 4 8 7],858607,[2 4 3 5 7 0 6 1 9 8],1693505,[4 7 0 1 2 6 8 9 5 3]
29,10652,[0 1 4 2 8 7 9 5 3 6],1691004,[4 6 9 3 5 7 2 0 1 8],542721,[1 5 4 7 8 6 2 3 9 0],339358,[0 9 4 3 2 8 7 6 1 5],1124502,[3 0 9 1 7 8 4 2 5 6],1675833,[4 6 5 3 7 1 2 8 9 0],2076346,[5 7 3 9 6 8 1 4 0 2],1394860,[3 8 5 7 1 9 0 6 2 4],1230130,[3 4 6 0 7 1 5 9 2 8],323913,[0 9 1 3 8 4 5 6 7 2],363446,[1 0 2 3 8 7 6 5 4 9],1224319,[3 4 2 9 5 7 1 0 8 6],2527649,[6 9 5 3 4 7 2 8 1 0],1358170,[3 7 6 4 2 0 5 9 1 8],3063699,[8 3 9 7 0 6 1 4 5 2],3024418,[8 3 0 1 6 5 4 9 2 7],446205,[1 3 0 6 8 4 9 5 7 2],412692,[1 2 3 9 4 0 7 5 6 8],862179,[2 4 5 0 6 9 1 7 8 3],1668639,[4 6 3 0 7 2 8 5 9 1]
31,23702,[0 1 6 7 9 4 5 3 2 8],1660870,[4 6 1 5 8 3 9 7 0 2],515081,[1 4 8 2 5 3 7 9 6 0],321663,[0 8 9 6 5 3 4 2 7 1],1164138,[3 1 8 9 7 0 6 2 4 5],1696344,[4 7 0 6 1 3 2 5 8 9],2089237,[5 7 8 3 6 1 4 0 9 2],1449509,[3 9 8 5 1 2 0 7 6 4],1246783,[3 4 9 2 6 8 1 0 7 5],254463,[0 7 3 5 4 6 8 2 9 1],314481,[0 8 7 3 6 5 2 4 9 1],1161339,[3 1 8 4 9 7 0 5 6 2],2564817,[7 0 5 9 2 4 3 6 8 1],1302944,[3 6 2 5 7 9 1 4 0 8],3104665,[8 5 0 1 2 4 3 6 9 7],3061526,[8 3 9 4 0 6 5 2 1 7],416939,[1 2 4 8 0 6 5 9 7 3],379891,[1 0 5 4 7 8 9 2 6 3],813618,[2 3 1 6 0 4 9 5 7 8],1715780,[4 7 5 3 0 1 9 6 2 8]
33,41697,[0 2 1 4 9 6 5 7 8 3],1655622,[4 6 0 5 3 9 2 1 7 8],504250,[1 4 6 0 5 2 7 9 3 8],319603,[0 8 9 3 7 2 6 1 5 4],1108621,[3 0 5 9 7 4 6 1 8 2],1704293,[4 7 2 1 0 6 3 9 8 5],2106122,[5 8 1 9 2 0 3 6 4 7],1405085,[3 8 7 6 4 0 1 9 5 2],1250233,[3 5 0 1 6 8 2 4 9 7],261433,[0 7 4 9 1 6 2 3 8 5],302812,[0 8 5 1 6 4 2 9 3 7],1210036,[3 4 0 1 7 8 2 9 5 6],2572870,[7 0 8 4 3 5 9 6 1 2],1318088,[3 6 7 4 8 0 2 5 1 9],3067270,[8 4 0 6 1 5 9 7 2 3],3034389,[8 3 2 0 5 6 9 4 7 1],436034,[1 2 8 5 6 7 0 4 3 9],385789,[1 0 6 5 8 9 4 2 7 3],817881,[2 3 4 1 9 7 5 6 8 0],1658495,[4 6 1 0 5 8 9 7 3 2]
35,17266,[0 1 5 4 9 8 3 7 2 6],1661421,[4 6 1 7 5 0 9 3 8 2],496594,[1 4 3 6 8 2 5 9 0 7],326727,[0 9 1 7 6 5 4 3 8 2],1167979,[3 1 9 7 2 0 8 4 6 5],1699530,[4 7 1 2 5 8 9 0 3 6],2138526,[5 9 0 3 2 1 6 4 7 8],1424014,[3 9 2 5 7 6 8 4 0 1],1224148,[3 4 2 9 1 5 0 8 6 7],255759,[0 7 3 8 2 4 6 5 9 1],348942,[0 9 6 2 5 8 3 1 4 7],1177986,[3 2 1 8 0 6 9 4 5 7],2551196,[7 0 3 2 4 9 8 5 1 6],1373478,[3 8 0 5 6 7 2 1 4 9],3081733,[8 4 3 5 1 0 7 2 9 6],3031598,[8 3 1 5 6 2 7 4 0 9],454138,[1 3 4 0 8 6 5 9 2 7],388947,[1 0 7 3 4 5 2 8 9 6],841147,[2 3 8 9 1 5 7 0 6 4],1720386,[4 7 6 2 3 5 9 0 1 8]
37,43054,[0 2 1 6 8 7 9 5 3 4],1699895,[4 7 1 2 9 6 8 5 3 0],498350,[1 4 3 9 0 8 6 5 2 7],349461,[0 9 6 3 4 1 8 5 7 2],1103172,[3 0 4 9 2 1 7 5 6 8],1709590,[4 7 3 1 5 6 9 8 0 2],2139016,[5 9 0 3 8 1 6 7 2 4],1429647,[3 9 4 6 5 7 2 1 8 0],1213029,[3 4 0 7 8 5 9 2 6 1],292629,[0 8 3 1 5 6 9 4 7 2],299097,[0 8 4 3 5 6 2 7 9 1],1160936,[3 1 8 4 5 6 2 7 0 9],2513195,[6 9 2 5 4 1 3 8 7 0],1337013,[3 7 1 2 9 6 8 4 5 0],3061913,[8 3 9 4 5 7 2 6 1 0],3067945,[8 4 0 7 1 3 2 5 9 6],434013,[1 2 8 0 7 6 9 4 5 3],383226,[1 0 6 2 4 7 9 3 5 8],821423,[2 3 4 9 8 0 7 6 5 1],1724282,[4 7 8 0 9 1 2 5 3 6]
39,13281,[0 1 4 7 5 8 3 6 9 2],1680219,[4 6 7 2 5 9 0 3 8 1],507929,[1 4 6 8 3 7 5 9 2 0],329418,[0 9 2 4 6 1 8 3 5 7],1125657,[3 0 9 4 5 6 2 7 8 1],1714687,[4 7 5 1 6 0 3 2 9 8],2085517,[5 7 6 8 3 1 4 0 9 2],1434973,[3 9 5 7 0 1 6 2 8 4],1182447,[3 2 4 7 1 8 6 5 9 0],321336,[0 8 9 6 2 7 1 3 4 5],300991,[0 8 4 7 1 3 5 2 9 6],1189521,[3 2 6 0 1 8 5 7 9 4],2544495,[7 0 1 9 2 3 6 5 8 4],1348426,[3 7 4 5 8 9 1 6 0 2],3126890,[8 5 4 2 9 3 0 6 1 7],3051863,[8 3 6 4 7 0 9 5 2 1],430117,[1 2 7 4 5 3 8 0 9 6],375627,[1 0 4 6 8 3 2 7 9 5],829071,[2 3 6 5 4 9 7 1 8 0],1713160,[4 7 3 9 2 1 6 8 0 5]
41,35648,[0 1 9 2 6 3 5 7 4 8],1661811,[4 6 1 8 0 5 2 7 9 3],479805,[1 3 9 2 5 4 8 6 7 0],345735,[0 9 5 6 2 1 7 4 8 3],1118581,[3 0 7 9 5 4 6 1 8 2],1700322,[4 7 1 3 6 2 9 0 5 8],2110295,[5 8 2 6 9 4 7 3 1 0],1392769,[3 8 5 2 4 6 0 1 9 7],1200718,[3 2 8 1 6 9 7 5 0 4],291968,[0 8 2 9 5 1 4 6 3 7],310655,[0 8 6 5 3 7 9 4 2 1],1180059,[3 2 4 0 9 8 1 6 7 5],2580902,[7 1 0 2 6 5 8 4 3 9],1328794,[3 6 9 5 4 1 2 8 0 7],3069299,[8 4 0 9 7 3 2 6 5 1],3040401,[8 3 4 1 7 6 2 5 9 0],452414,[1 3 2 8 5 0 7 6 4 9],394458,[1 0 8 3 9 2 7 4 5 6],818495,[2 3 4 5 8 7 9 6 1 0],1665486,[4 6 2 5 1 0 7 3 8 9]
43,51952,[0 2 4 5 1 9 7 8 3 6],1675965,[4 6 5 3 8 1 9 2 7 0],490278,[1 4 2 3 9 7 5 0 6 8],332378,[0 9 2 8 5 7 1 4 3 6],1111543,[3 0 6 5 8 9 2 1 7 4],1724679,[4 7 8 1 3 2 6 5 9 0],2102163,[5 8 1 0 7 2 3 6 9 4],1415527,[3 9 0 8 1 2 5 4 7 6],1233417,[3 4 6 8 0 5 2 7 9 1],295842,[0 8 3 6 9 2 7 1 4 5],303441,[0 8 5 2 4 7 3 6 9 1],1193391,[3 2 6 8 4 9 5 1 7 0],2550992,[7 0 3 2 1 5 6 8 4 9],1348170,[3 7 4 5 2 8 9 0 1 6],3104867,[8 5 0 1 3 9 4 7 6 2],3055127,[8 3 7 1 2 4 9 6 5 0],429767,[1 2 7 3 9 4 8 6 5 0],375876,[1 0 4 7 2 5 8 3 6 9],868380,[2 4 6 3 0 7 8 1 5 9],1703282,[4 7 1 9 6 0 2 5 3 8]
45,33305,[0 1 8 6 3 5 7 9 4 2],1665513,[4 6 2 5 1 3 7 8 9 0],480141,[1 3 9 2 8 0 7 5 6 4],344655,[0 9 5 3 7 1 6 4 8 2],1128333,[3 0 9 8 1 6 7 4 5 2],1706226,[4 7 2 5 8 3 9 0 1 6],2093914,[5 7 9 3 1 2 4 8 0 6],1394332,[3 8 5 6 4 2 0 9 1 7],1222278,[3 4 2 6 7 8 1 0 5 9],275490,[0 7 8 5 4 6 9 1 2 3],347870,[0 9 6 1 2 8 5 4 3 7],1166097,[3 1 9 4 6 5 2 7 8 0],2517064,[6 9 3 2 8 4 5 7 0 1],1337348,[3 7 1 4 5 6 9 2 0 8],3109908,[8 5 1 0 3 9 6 2 4 7],3073684,[8 4 1 9 0 2 3 7 5 6],469979,[1 3 7 2 8 5 4 9 6 0],426412,[1 2 6 7 3 5 0 9 4 8],867094,[2 4 6 0 3 8 9 7 1 5],1682241,[4 6 7 8 2 5 1 3 9 0]
47,37080,[0 1 9 4 6 2 3 5 7 8],1718604,[4 7 5 9 8 3 2 0 1 6],525166,[1 5 0 3 6 4 9 8 2 7],345712,[0 9 5 6 1 8 4 7 2 3],1157837,[3 1 7 8 0 6 2 9 5 4],1699086,[4 7 1 0 9 2 5 3 6 8],2090505,[5 7 8 6 2 9 1 3 4 0],1428695,[3 9 4 5 1 7 8 6 2 0],1246940,[3 4 9 2 8 0 7 5 1 6],271307,[0 7 6 8 5 9 2 4 3 1],363269,[1 0 2 3 7 5 4 9 8 6],1192919,[3 2 6 7 8 9 5 4 1 0],2513798,[6 9 2 7 3 1 5 4 0 8],1316801,[3 6 7 1 9 2 5 8 4 0],3102679,[8 4 9 5 1 6 2 0 7 3],3042617,[8 3 4 6 9 0 5 7 2 1],462343,[1 3 5 8 0 9 4 2 7 6],395428,[1 0 8 5 3 4 2 9 6 7],858796,[2 4 3 5 8 7 0 9 1 6],1727843,[4 7 8 6 5 3 1 9 2 0]
49,78009,[0 2 9 5 4 1 6 7 8 3],1686432,[4 6 8 5 1 7 0 2 3 9],499243,[1 4 5 0 6 3 9 2 8 7],390187,[1 0 7 4 9 5 8 2 6 3],1129574,[3 1 0 2 9 4 7 6 5 8],1723955,[4 7 8 0 3 2 5 9 6 1],2139928,[5 9 0 6 1 7 4 8 2 3],1394364,[3 8 5 6 4 7 2 0 1 9],1198838,[3 2 7 9 0 4 6 5 1 8],280623,[0 7 9 5 6 3 4 2 8 1],300195,[0 8 4 5 9 6 1 3 7 2],1212117,[3 4 0 6 5 9 8 2 7 1],2575084,[7 0 8 9 4 1 2 6 3 5],1338842,[3 7 1 6 5 0 2 8 4 9],3126216,[8 5 4 1 9 7 0 2 3 6],3053500,[8 3 6 7 9 5 0 4 1 2],469959,[1 3 7 2 8 4 6 5 9 0],382009,[1 0 5 8 6 4 2 3 9 7],827740,[2 3 6 1 7 9 0 8 4 5],1673833,[4 6 5 0 8 7 1 2 9 3]
