100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,2848963,[7 8 5 1 9 2 6 0 4 3],2869904,[7 9 1 3 8 6 2 4 0 5],189470,[0 5 7 6 1 9 4 3 2 8],2902448,[7 9 8 6 1 0 3 4 2 5],3469475,[9 5 0 3 7 2 4 8 6 1],418191,[1 2 4 9 7 8 5 3 6 0],1180804,[3 2 4 5 0 1 6 9 7 8],1980957,[5 4 1 0 3 9 8 6 7 2],3522158,[9 6 2 7 8 1 4 3 0 5],3341341,[9 1 7 8 5 3 4 0 6 2],162729,[0 5 1 4 2 3 7 8 9 6],486214,[1 4 0 6 3 8 9 7 2 5],2600781,[7 1 5 0 3 2 9 6 8 4],574862,[1 6 3 0 5 7 8 4 2 9],2476893,[6 8 3 4 0 7 9 2 5 1],3438415,[9 4 2 1 6 5 3 0 8 7],2274506,[6 2 4 3 0 5 1 8 7 9],364450,[1 0 2 5 4 3 7 9 6 8],3127272,[8 5 4 3 2 7 0 1 6 9],750998,[2 0 7 1 3 5 8 6 4 9]
9,1015505,[2 8 1 5 4 6 7 9 3 0],2280274,[6 2 5 4 0 3 7 9 1 8],2943971,[8 1 0 2 9 3 5 7 6 4],2660143,[7 2 9 6 4 8 1 0 5 3],3088212,[8 4 5 7 1 0 6 2 3 9],2698955,[7 3 9 4 5 1 2 8 6 0],2785691,[7 6 0 8 1 2 4 9 5 3],448634,[1 3 2 0 4 8 5 7 6 9],3020578,[8 2 9 3 1 5 4 7 0 6],3366170,[9 2 4 8 1 5 0 6 3 7],2151944,[5 9 2 8 6 7 1 3 0 4],2504197,[6 9 0 8 1 3 5 2 7 4],718087,[1 9 7 4 3 0 5 2 8 6],846219,[2 3 9 8 1 7 0 5 6 4],3195384,[8 7 2 0 1 4 3 5 6 9],1624655,[4 5 2 3 6 8 9 7 1 0],2118542,[5 8 4 2 3 6 7 1 0 9],429421,[1 2 7 3 5 6 8 0 9 4],3577533,[9 7 5 6 4 3 8 1 2 0],2230642,[6 1 3 7 0 8 4 9 2 5]
10,1029750,[2 8 5 3 1 4 6 0 7 9],785584,[2 1 5 9 0 6 7 8 3 4],691254,[1 9 2 3 0 6 5 4 7 8],2632076,[7 2 3 1 6 9 8 4 0 5],904920,[2 5 4 6 9 0 1 3 7 8],2698961,[7 3 9 4 5 1 6 8 2 0],2129916,[5 8 7 4 1 2 6 0 3 9],1843131,[5 0 7 6 9 3 1 4 8 2],586707,[1 6 5 3 9 2 0 7 8 4],914186,[2 5 7 3 8 1 0 6 4 9],2232650,[6 1 3 9 8 4 0 5 2 7],1245113,[3 4 9 0 2 8 6 7 5 1],3300525,[9 0 7 8 1 3 6 4 5 2],2953553,[8 1 3 0 2 9 6 7 5 4],1657912,[4 6 0 9 5 8 3 7 1 2],1621184,[4 5 1 7 6 9 2 3 0 8],2595989,[7 1 4 0 6 3 2 9 8 5],1353160,[3 7 5 4 2 1 8 9 0 6],2236451,[6 1 4 8 2 0 5 9 7 3],2474932,[6 8 3 0 4 5 1 9 2 7]
11,3080043,[8 4 3 0 9 1 2 6 7 5],1161103,[3 1 8 4 6 9 2 0 7 5],2574706,[7 0 8 6 9 5 2 4 1 3],1667615,[4 6 2 9 0 7 8 5 3 1],2120633,[5 8 4 7 1 9 3 6 2 0],3384027,[9 2 8 4 0 3 1 6 7 5],973651,[2 7 1 3 4 8 9 0 6 5],2121100,[5 8 4 7 9 6 0 3 1 2],2572816,[7 0 8 4 3 1 6 9 2 5],1047708,[2 8 9 7 0 6 4 1 3 5],661737,[1 8 4 3 0 6 5 7 9 2],1854260,[5 0 9 8 3 1 7 4 2 6],3131974,[8 5 6 2 9 4 7 3 0 1],1328961,[3 6 9 5 7 4 1 2 8 0],1541199,[4 2 1 8 6 3 7 5 9 0],1178133,[3 2 1 8 4 7 9 5 6 0],2443836,[6 7 4 9 1 2 5 0 3 8],866314,[2 4 5 9 1 3 6 8 0 7],556178,[1 5 8 3 4 9 0 6 2 7],843549,[2 3 9 4 6 5 8 1 7 0]
12,2658876,[7 2 9 4 8 1 5 0 3 6],2406192,[6 5 7 2 9 4 0 1 3 8],2016377,[5 6 0 1 7 2 8 9 4 3],243434,[0 7 1 4 2 8 3 6 5 9],1158027,[3 1 7 8 4 2 0 6 9 5],1647534,[4 5 8 9 1 3 2 0 6 7],1524565,[4 1 8 5 3 7 6 0 9 2],204989,[0 6 1 7 8 3 2 9 5 4],3407152,[9 3 5 0 1 8 6 7 2 4],1324205,[3 6 8 7 1 0 2 9 5 4],1936885,[5 3 0 4 1 8 7 2 9 6],39536,[0 1 9 7 8 4 3 5 2 6],881203,[2 4 8 7 9 1 6 0 5 3],2523321,[6 9 4 5 3 7 1 2 8 0],1141586,[3 1 4 6 7 2 0 8 5 9],2710495,[7 4 1 8 5 3 2 0 9 6],781143,[2 1 4 9 8 5 6 3 7 0],3541912,[9 6 7 5 1 8 3 4 0 2],967818,[2 7 0 1 4 3 9 5 6 8],2409762,[6 5 8 0 9 2 7 1 3 4]
13,349049,[0 9 6 2 7 5 4 8 3 1],2369165,[6 4 8 0 5 1 2 9 7 3],3559415,[9 7 2 1 5 6 8 4 3 0],51763,[0 2 4 3 9 5 8 1 7 6],3031351,[8 3 1 5 2 4 6 0 9 7],2595084,[7 1 3 9 2 6 5 0 4 8],3200755,[8 7 3 0 4 9 6 1 5 2],2677684,[7 3 4 2 0 1 5 9 6 8],3418854,[9 3 7 2 4 5 1 0 6 8],60537,[0 2 6 1 3 7 5 8 9 4],2520867,[6 9 4 1 2 3 0 7 8 5],2598312,[7 1 4 5 8 6 0 2 3 9],2341684,[6 4 0 7 3 1 2 9 5 8],2227411,[6 1 2 9 5 7 8 0 4 3],411039,[1 2 3 6 9 4 7 5 8 0],3561307,[9 7 2 5 1 4 8 0 6 3],428602,[1 2 7 0 4 8 5 9 3 6],606429,[1 7 0 4 3 6 9 5 8 2],1427241,[3 9 4 1 2 7 5 6 8 0],927867,[2 6 0 1 8 4 3 7 9 5]
14,3288251,[9 0 5 4 1 2 6 8 7 3],304267,[0 8 5 3 6 4 9 1 7 2],1533397,[4 2 0 3 8 5 7 1 9 6],1160825,[3 1 8 4 2 6 7 9 5 0],877704,[2 4 8 1 0 5 3 6 7 9],355485,[0 9 7 4 6 2 8 3 5 1],345983,[0 9 5 6 4 1 8 7 3 2],3393020,[9 3 1 2 6 0 8 5 4 7],2114980,[5 8 3 6 2 9 0 7 1 4],3498048,[9 5 7 0 3 4 1 2 6 8],545623,[1 5 6 2 8 9 3 0 7 4],1540863,[4 2 1 8 0 6 7 5 9 3],449168,[1 3 2 0 9 4 6 7 5 8],1428450,[3 9 4 2 8 6 7 0 1 5],2440629,[6 7 4 1 8 3 9 2 5 0],42195,[0 2 1 5 7 8 3 6 9 4],729189,[2 0 1 7 8 5 9 4 6 3],820616,[2 3 4 8 7 5 1 6 0 9],3349218,[9 2 0 5 7 1 8 3 4 6],3138280,[8 5 7 4 6 1 3 9 0 2]
15,1530453,[4 1 9 6 5 7 8 2 3 0],2428835,[6 7 1 9 3 2 4 8 5 0],922828,[2 5 9 0 7 3 1 8 4 6],1887447,[5 1 8 4 3 7 6 2 9 0],3371304,[9 2 5 8 3 1 0 4 6 7],1329529,[3 6 9 7 4 2 0 1 8 5],1602153,[4 3 7 9 1 2 5 6 8 0],2133495,[5 8 9 2 1 0 6 4 7 3],3269506,[9 0 1 6 8 7 3 5 2 4],2996991,[8 2 3 6 4 9 5 1 7 0],771066,[2 1 0 9 8 5 7 3 4 6],1585362,[4 3 2 6 9 1 8 0 5 7],3622094,[9 8 6 4 5 0 3 2 1 7],1977735,[5 4 0 3 9 1 7 6 8 2],1181031,[3 2 4 5 1 9 7 6 8 0],1823985,[5 0 2 9 3 8 4 6 7 1],3232479,[8 9 1 3 5 2 6 4 7 0],3290944,[9 0 5 8 6 3 4 7 1 2],707022,[1 9 5 2 8 7 3 0 4 6],3063670,[8 3 9 7 0 4 6 5 1 2]
16,456347,[1 3 4 6 8 9 2 7 5 0],1526152,[4 1 8 7 5 9 3 6 0 2],2595004,[7 1 3 9 2 0 4 8 5 6],2288625,[6 2 8 0 5 9 3 4 7 1],1628965,[4 5 3 1 6 8 7 0 9 2],2824088,[7 8 0 3 4 1 5 6 2 9],3286765,[9 0 5 1 8 6 4 2 7 3],3501918,[9 5 7 6 4 3 1 0 2 8],1000821,[2 7 8 5 0 1 9 4 6 3],832168,[2 3 7 0 8 6 5 9 1 4],3061994,[8 3 9 4 6 5 0 2 1 7],3153635,[8 6 1 7 0 3 4 9 5 2],2180703,[6 0 1 7 8 4 5 3 9 2],3206565,[8 7 4 1 5 2 9 3 6 0],854035,[2 4 1 6 0 9 8 3 7 5],1349274,[3 7 4 6 9 8 5 0 1 2],2450552,[6 7 8 1 4 2 3 5 0 9],2289248,[6 2 8 1 5 0 4 7 3 9],1007232,[2 7 9 6 8 4 0 1 3 5],3042890,[8 3 4 7 1 5 0 6 2 9]
17,362052,[0 9 8 6 7 1 4 2 3 5],3386886,[9 3 0 1 2 4 6 5 7 8],1879425,[5 1 6 9 2 8 3 4 7 0],591039,[1 6 7 2 9 3 5 4 8 0],857494,[2 4 3 0 9 7 8 6 1 5],1680358,[4 6 7 2 8 9 5 3 0 1],2829210,[7 8 1 3 4 6 9 0 2 5],408976,[1 2 3 4 0 5 8 9 6 7],3235867,[8 9 2 0 3 5 7 1 6 4],2468691,[6 8 1 7 5 3 0 4 9 2],2833320,[7 8 2 1 3 0 4 5 6 9],2580132,[7 0 9 8 4 1 5 2 3 6],704094,[1 9 4 6 8 3 2 0 5 7],1097088,[3 0 2 7 8 5 1 4 6 9],2354952,[6 4 3 1 8 7 0 2 5 9],2399432,[6 5 4 0 7 2 3 8 1 9],3558643,[9 7 2 0 5 3 8 1 6 4],2665884,[7 3 0 9 5 6 4 1 2 8],3498762,[9 5 7 1 3 2 8 0 4 6],1391062,[3 8 5 0 1 2 9 7 4 6]
18,3325968,[9 1 4 8 3 5 0 2 6 7],1586979,[4 3 2 9 0 8 1 6 7 5],2095271,[5 7 9 6 0 3 8 4 2 1],1400417,[3 8 6 9 0 1 5 7 4 2],3622598,[9 8 6 5 2 1 4 3 0 7],3269593,[9 0 1 7 2 6 3 4 8 5],1657251,[4 6 0 8 7 3 1 5 9 2],45902,[0 2 3 1 8 6 7 5 4 9],255658,[0 7 3 8 1 5 4 9 2 6],3491831,[9 5 4 7 6 2 8 3 1 0],1223720,[3 4 2 8 6 7 1 5 0 9],625694,[1 7 5 2 0 3 8 6 4 9],40562,[0 2 1 3 6 4 5 8 7 9],1049947,[2 9 0 4 3 6 8 1 7 5],832206,[2 3 7 0 9 1 5 4 6 8],814314,[2 3 1 6 9 8 7 0 4 5],219194,[0 6 4 5 3 8 1 7 2 9],2184875,[6 0 2 5 7 3 4 9 8 1],2057052,[5 7 0 2 1 3 8 4 6 9],2205817,[6 0 7 5 4 9 1 2 8 3]
19,284147,[0 8 1 4 6 9 3 7 5 2],216906,[0 6 4 1 3 7 9 2 5 8],2680526,[7 3 4 8 9 5 2 1 0 6],3382043,[9 2 8 0 3 6 4 7 5 1],3222561,[8 7 9 2 5 4 1 3 6 0],2199010,[6 0 5 3 2 1 7 9 4 8],2850217,[7 8 5 3 4 9 0 1 6 2],248035,[0 7 2 3 5 9 8 1 6 4],1849658,[5 0 8 9 7 6 1 3 2 4],2956417,[8 1 3 6 0 9 2 4 7 5],2188115,[6 0 3 2 1 5 7 9 8 4],2376200,[6 4 9 3 1 7 2 5 0 8],531202,[1 5 2 4 8 7 3 9 0 6],2311399,[6 3 2 7 1 8 4 0 9 5],3238199,[8 9 2 4 3 7 6 5 1 0],2769049,[7 5 6 2 9 3 0 1 8 4],2562795,[7 0 5 4 3 8 1 6 9 2],978515,[2 7 3 1 0 5 6 9 8 4],2618610,[7 1 9 4 8 5 6 0 2 3],2955218,[8 1 3 4 5 9 0 6 2 7]
20,1355384,[3 7 5 9 2 8 1 4 0 6],3154803,[8 6 1 9 5 0 2 4 7 3],3490286,[9 5 4 3 6 7 2 1 0 8],2951598,[8 1 2 6 4 7 3 0 5 9],1850235,[5 0 9 1 7 6 2 4 8 3],2422776,[6 7 0 5 9 8 1 2 3 4],2044554,[5 6 7 4 3 9 8 0 1 2],3296841,[9 0 7 1 8 5 3 4 6 2],2965493,[8 1 5 3 7 4 0 9 6 2],2862110,[7 8 9 6 0 5 3 2 1 4],1375299,[3 8 0 9 1 7 2 5 6 4],1702925,[4 7 1 9 2 0 3 8 6 5],2165485,[5 9 6 4 3 7 2 0 8 1],1860535,[5 1 2 3 0 7 6 4 9 8],265364,[0 7 5 6 4 2 9 3 1 8],1742819,[4 8 1 7 5 3 2 9 6 0],2480063,[6 8 4 0 5 1 9 7 3 2],1685289,[4 6 8 2 7 0 3 5 9 1],2716540,[7 4 2 9 8 6 0 5 1 3],1654743,[4 6 0 3 2 7 8 5 9 1]
21,2527371,[6 9 5 3 1 4 0 7 8 2],719801,[1 9 7 6 5 2 4 8 3 0],3618841,[9 8 6 0 2 1 3 4 7 5],2909468,[8 0 2 3 9 5 7 4 1 6],660308,[1 8 4 0 2 6 9 5 3 7],1168274,[3 1 9 7 5 6 0 4 2 8],29368,[0 1 7 8 6 5 4 9 2 3],3418328,[9 3 7 1 6 0 4 5 2 8],415476,[1 2 4 6 0 5 8 3 7 9],2944380,[8 1 0 3 5 6 7 2 4 9],1556414,[4 2 6 8 7 0 5 3 1 9],486415,[1 4 0 6 7 5 3 2 9 8],2011929,[5 4 9 1 3 0 6 7 8 2],3406177,[9 3 4 7 6 8 0 1 5 2],1717977,[4 7 5 9 0 3 2 6 8 1],1088289,[2 9 8 7 4 0 3 5 6 1],72414,[0 2 8 4 6 5 3 1 7 9],1400444,[3 8 6 9 0 2 7 4 1 5],1845135,[5 0 8 1 7 2 6 4 9 3],2085345,[5 7 6 8 1 9 2 3 4 0]
22,795379,[2 1 7 8 6 0 9 3 5 4],2359834,[6 4 5 1 7 2 3 9 0 8],574864,[1 6 3 0 5 7 8 9 2 4],361631,[0 9 8 6 2 4 7 5 3 1],3169489,[8 6 4 9 0 3 1 2 7 5],2802509,[7 6 4 0 3 2 1 9 8 5],2890567,[7 9 5 3 6 0 2 1 8 4],3288167,[9 0 5 3 8 2 7 6 4 1],3334127,[9 1 6 4 7 2 8 5 3 0],848158,[2 4 0 3 9 8 7 6 1 5],3602088,[9 8 2 5 7 3 0 1 4 6],2085040,[5 7 6 4 9 1 3 8 0 2],3376983,[9 2 7 0 3 5 6 4 8 1],768435,[2 1 0 6 4 8 3 7 9 5],2384982,[6 5 1 2 4 9 3 0 7 8],3041388,[8 3 4 5 0 9 6 1 2 7],1200880,[3 2 8 1 9 4 6 7 0 5],143693,[0 4 6 5 7 3 1 9 8 2],881010,[2 4 8 7 5 6 9 0 1 3],3153653,[8 6 1 7 0 4 2 9 5 3]
23,2391700,[6 5 2 4 8 9 0 7 1 3],1471222,[4 0 5 9 3 1 8 7 2 6],809883,[2 3 0 7 9 1 4 6 8 5],3218402,[8 7 6 4 0 1 2 5 3 9],1989515,[5 4 2 8 1 3 6 9 7 0],809221,[2 3 0 6 9 5 7 1 8 4],1192335,[3 2 6 7 0 1 8 5 9 4],1660438,[4 6 1 5 0 9 8 7 2 3],2387547,[6 5 1 8 0 3 2 7 9 4],3164526,[8 6 3 9 1 0 4 2 5 7],3594108,[9 8 1 0 6 7 4 2 3 5],1028569,[2 8 5 0 6 4 1 3 9 7],524352,[1 5 0 2 4 8 3 6 7 9],2356473,[6 4 3 5 9 1 2 7 8 0],1388005,[3 8 4 2 7 6 5 0 9 1],1337023,[3 7 1 2 9 8 4 0 6 5],3486862,[9 5 3 7 8 0 6 4 1 2],1731098,[4 7 9 3 1 8 0 5 2 6],2487874,[6 8 5 4 2 1 3 9 0 7],1225855,[3 4 5 1 7 6 2 0 9 8]
24,131903,[0 4 3 2 5 1 9 8 7 6],2163022,[5 9 6 1 2 0 8 7 3 4],305615,[0 8 5 6 3 7 9 4 2 1],82826,[0 3 1 6 2 5 4 8 7 9],2948050,[8 1 0 9 5 2 4 7 3 6],2860030,[7 8 9 3 1 4 6 5 0 2],264096,[0 7 5 3 8 9 1 2 4 6],1324373,[3 6 8 7 2 4 0 9 5 1],211437,[0 6 2 9 5 8 7 3 4 1],1508175,[4 1 5 2 8 0 7 6 9 3],666996,[1 8 5 3 4 2 7 0 6 9],2879923,[7 9 3 2 8 1 6 0 5 4],741916,[2 0 5 3 6 8 1 9 4 7],1565098,[4 2 8 5 7 3 1 9 0 6],732527,[2 0 3 5 6 4 9 8 7 1],2694242,[7 3 8 5 0 1 2 6 4 9],2787731,[7 6 1 0 9 2 4 8 5 3],2247360,[6 1 7 9 3 0 2 4 5 8],346014,[0 9 5 6 4 3 2 1 7 8],1878592,[5 1 6 8 0 9 4 7 2 3]
25,1530263,[4 1 9 6 3 0 8 7 5 2],2047434,[5 6 8 1 4 9 7 0 2 3],1368336,[3 7 9 4 2 8 0 1 5 6],2053796,[5 6 9 3 2 8 7 1 0 4],280267,[0 7 9 5 2 4 8 1 6 3],1136917,[3 1 2 7 0 5 8 4 9 6],1346244,[3 7 4 0 8 6 5 1 2 9],1181304,[3 2 4 5 8 1 0 6 7 9],3214211,[8 7 5 6 1 0 3 9 4 2],3291397,[9 0 6 1 4 3 7 2 8 5],2818364,[7 6 9 1 3 2 8 4 0 5],1037779,[2 8 6 9 3 0 7 1 5 4],2802005,[7 6 3 9 5 0 1 8 4 2],3545905,[9 6 8 3 7 1 0 2 5 4],1635284,[4 5 6 3 1 2 9 7 0 8],2085207,[5 7 6 8 0 4 3 2 9 1],3574371,[9 7 5 1 3 4 0 6 8 2],3414140,[9 3 6 2 8 0 7 4 1 5],2523897,[6 9 4 7 2 3 1 5 8 0],413578,[1 2 4 0 6 7 5 9 3 8]
