98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
8,3110912,[8 5 1 2 7 3 4 6 0 9],616829,[1 7 3 4 8 2 0 9 6 5],830520,[2 3 6 8 5 0 1 4 7 9],2317725,[6 3 4 9 0 2 8 5 7 1],433801,[1 2 8 0 6 3 4 5 9 7],230341,[0 6 7 5 9 3 4 1 8 2],2975766,[8 1 7 4 0 2 5 3 6 9],510280,[1 4 7 2 8 3 6 9 0 5],665391,[1 8 5 0 2 9 6 4 7 3],1504809,[4 1 3 7 0 2 6 8 9 5],3521829,[9 6 2 7 3 4 8 1 5 0],2065581,[5 7 1 8 9 0 6 3 4 2],3441022,[9 4 2 7 1 0 8 6 3 5],2067682,[5 7 2 1 8 6 3 9 0 4],1192289,[3 2 6 5 9 7 4 8 1 0],725151,[1 9 8 7 0 6 4 3 5 2],2041963,[5 6 7 1 0 3 9 2 8 4],801624,[2 1 9 0 5 4 3 6 7 8],1694229,[4 7 0 2 1 6 9 5 8 3],1168072,[3 1 9 7 2 8 5 6 0 4]
9,2656429,[7 2 9 0 4 8 5 1 6 3],2561416,[7 0 5 2 6 1 8 9 3 4],1623091,[4 5 2 0 3 8 9 1 7 6],509294,[1 4 7 0 5 2 8 6 3 9],624656,[1 7 4 9 5 3 2 6 0 8],1598327,[4 3 7 0 9 2 8 6 5 1],1137844,[3 1 2 8 5 0 4 9 6 7],3049123,[8 3 5 9 7 1 6 0 4 2],356744,[0 9 7 6 3 8 2 4 1 5],3124915,[8 5 4 0 1 9 7 2 6 3],832017,[2 3 7 0 6 5 4 8 9 1],2597737,[7 1 4 3 9 8 0 2 6 5],1576362,[4 3 0 8 5 2 9 1 6 7],3144629,[8 5 9 7 3 1 0 6 4 2],830786,[2 3 6 8 9 1 0 5 4 7],132873,[0 4 3 5 7 2 6 8 9 1],2398968,[6 5 3 9 8 2 0 1 4 7],934520,[2 6 1 4 9 7 3 5 0 8],2342462,[6 4 0 8 3 5 7 2 1 9],88562,[0 3 2 7 1 4 5 8 6 9]
10,3116015,[8 5 2 1 7 6 9 4 3 0],925449,[2 5 9 6 3 0 4 7 8 1],40921,[0 2 1 3 9 4 5 6 8 7],611241,[1 7 2 3 9 6 4 5 8 0],2016338,[5 6 0 1 4 9 2 7 3 8],287470,[0 8 2 1 4 6 9 7 3 5],1930958,[5 2 9 0 8 3 6 4 1 7],1541934,[4 2 1 9 6 5 3 0 7 8],3000095,[8 2 4 1 7 6 9 5 3 0],2267199,[6 2 1 8 9 3 5 4 7 0],3070825,[8 4 1 3 0 5 2 6 9 7],485259,[1 4 0 3 9 8 2 6 7 5],1500212,[4 1 2 7 6 8 9 3 0 5],3025380,[8 3 0 2 9 5 6 1 4 7],2519301,[6 9 3 8 0 1 7 4 5 2],557216,[1 5 8 4 9 3 2 6 0 7],1973637,[5 3 9 6 0 8 7 2 4 1],848186,[2 4 0 5 1 6 3 8 7 9],3489801,[9 5 4 2 8 6 1 3 7 0],1846204,[5 0 8 3 2 1 4 9 6 7]
11,1483510,[4 0 8 3 5 6 9 7 1 2],2653077,[7 2 8 3 6 9 5 1 4 0],45777,[0 2 3 1 7 6 5 8 9 4],3250720,[8 9 4 7 6 1 3 5 0 2],1800089,[4 9 6 1 0 7 5 8 3 2],1929670,[5 2 8 9 0 4 7 6 1 3],1109359,[3 0 6 1 8 7 4 2 9 5],1743225,[4 8 1 9 0 7 3 5 6 2],261154,[0 7 4 8 6 2 3 9 1 5],1307911,[3 6 4 5 7 1 2 0 9 8],1575472,[4 3 0 7 1 9 6 8 2 5],3244380,[8 9 3 6 0 4 5 1 2 7],1246043,[3 4 9 1 6 7 2 8 5 0],1554472,[4 2 6 3 9 8 5 7 0 1],2989136,[8 2 1 0 6 5 4 7 3 9],1867394,[5 1 3 6 7 8 0 4 2 9],653034,[1 8 2 5 9 7 6 0 3 4],3275160,[9 0 2 7 8 1 3 4 5 6],829555,[2 3 6 7 0 9 8 1 5 4],3117171,[8 5 2 4 3 6 0 7 9 1]
12,57716,[0 2 5 6 1 9 8 4 3 7],811679,[2 3 1 0 5 9 8 7 6 4],2195737,[6 0 4 7 5 9 1 2 8 3],2529844,[6 9 5 8 4 0 1 7 2 3],2029433,[5 6 2 7 4 9 3 8 1 0],1681067,[4 6 7 3 8 9 1 5 2 0],2956604,[8 1 3 6 4 2 9 5 0 7],200620,[0 5 9 7 4 8 1 6 2 3],3244607,[8 9 3 6 2 1 7 5 4 0],507528,[1 4 6 7 9 3 0 2 5 8],1369648,[3 7 9 6 1 5 4 8 0 2],2016075,[5 6 0 1 2 8 3 7 9 4],3547111,[9 6 8 5 3 1 2 0 7 4],2838976,[7 8 3 2 0 1 6 9 4 5],1772523,[4 8 9 5 7 0 1 3 6 2],98896,[0 3 5 7 4 1 8 9 2 6],1769461,[4 8 9 0 5 3 6 1 7 2],1451518,[3 9 8 7 6 5 4 2 0 1],2021738,[5 6 1 0 9 8 2 4 3 7],1617013,[4 5 0 8 9 1 6 2 7 3]
13,3458566,[9 4 7 1 5 2 8 6 0 3],3139563,[8 5 7 9 3 0 1 4 6 2],3219002,[8 7 6 4 9 0 1 3 2 5],2263019,[6 2 1 0 3 7 5 9 8 4],1561487,[4 2 7 8 6 1 9 5 3 0],2870248,[7 9 1 4 3 6 5 8 0 2],539036,[1 5 3 9 6 8 7 2 0 4],3044359,[8 3 5 0 2 7 4 1 9 6],1205918,[3 2 9 1 8 4 6 5 0 7],2361861,[6 4 5 7 2 0 9 3 8 1],372452,[1 0 3 9 4 7 8 5 2 6],3208223,[8 7 4 3 9 0 6 5 2 1],1572630,[4 3 0 1 5 6 7 2 8 9],2310272,[6 3 2 4 8 1 5 7 0 9],1500894,[4 1 2 8 6 5 3 0 7 9],1344860,[3 7 2 8 9 0 6 4 1 5],1437185,[3 9 6 1 0 5 7 8 4 2],2340630,[6 4 0 3 9 2 5 1 7 8],108386,[0 3 7 5 6 2 1 8 4 9],2201908,[6 0 5 9 2 3 1 8 4 7]
14,2080778,[5 7 4 8 9 6 0 2 1 3],882797,[2 4 9 1 0 7 3 8 6 5],1038072,[2 8 6 9 5 4 0 1 3 7],1313283,[3 6 5 7 0 1 2 8 9 4],3080888,[8 4 3 2 0 1 6 7 5 9],555747,[1 5 8 2 9 3 0 6 7 4],2653694,[7 2 8 4 6 0 5 3 1 9],859652,[2 4 3 6 9 7 8 1 0 5],2609282,[7 1 6 8 0 2 3 5 4 9],1910498,[5 2 4 0 6 9 1 7 3 8],2694539,[7 3 8 5 2 4 1 9 6 0],1116532,[3 0 7 5 8 4 1 9 2 6],3562069,[9 7 2 6 1 8 4 0 5 3],2515665,[6 9 3 0 8 7 2 4 5 1],1037648,[2 8 6 9 1 0 4 5 3 7],3098641,[8 4 7 6 5 0 1 2 9 3],1302062,[3 6 2 4 5 7 8 1 0 9],965568,[2 6 9 5 0 4 1 3 7 8],3113755,[8 5 1 7 4 9 6 0 3 2],183427,[0 5 6 3 8 4 9 1 7 2]
15,786198,[2 1 5 9 8 6 3 0 4 7],3439376,[9 4 2 3 8 5 1 6 0 7],1681977,[4 6 7 8 0 3 2 5 9 1],1779754,[4 9 1 0 8 3 5 7 2 6],1272478,[3 5 6 4 1 9 8 7 0 2],3111173,[8 5 1 3 0 6 2 9 7 4],2296290,[6 2 9 5 1 7 8 0 3 4],3241987,[8 9 3 1 6 4 7 0 5 2],2059277,[5 7 0 6 1 8 2 9 4 3],1355160,[3 7 5 9 1 0 2 4 6 8],2595671,[7 1 4 0 2 6 9 8 5 3],2374122,[6 4 9 0 3 2 8 1 5 7],2680821,[7 3 4 9 2 0 8 5 6 1],558370,[1 5 8 7 4 0 3 9 2 6],3034123,[8 3 2 0 1 5 9 4 7 6],1154122,[3 1 6 9 8 5 2 7 0 4],705156,[1 9 4 8 3 2 6 0 5 7],877123,[2 4 8 0 3 5 9 1 7 6],1872436,[5 1 4 6 7 8 0 9 2 3],2056619,[5 7 0 1 4 6 3 9 8 2]
16,650262,[1 8 2 0 3 9 5 4 6 7],1088888,[3 0 1 2 6 4 7 8 5 9],1291531,[3 6 0 2 8 7 9 1 5 4],1036726,[2 8 6 5 9 1 7 4 0 3],2848880,[7 8 5 1 6 4 2 3 0 9],1452141,[4 0 1 2 9 3 8 6 7 5],966896,[2 6 9 7 8 3 1 4 0 5],3074978,[8 4 2 0 7 9 1 5 3 6],290046,[0 8 2 5 9 1 4 3 6 7],2250021,[6 1 8 4 0 2 9 5 7 3],1556347,[4 2 6 8 5 3 9 0 7 1],3418510,[9 3 7 1 8 4 6 5 0 2],198835,[0 5 9 4 1 8 7 2 6 3],316922,[0 8 7 9 2 1 3 5 4 6],2892040,[7 9 5 6 4 1 3 8 0 2],855261,[2 4 1 7 9 0 8 5 6 3],3282189,[9 0 4 2 6 5 8 3 7 1],2681169,[7 3 4 9 8 0 2 5 6 1],78507,[0 2 9 6 1 4 3 7 8 5],772286,[2 1 3 4 7 8 6 5 0 9]
17,3420358,[9 3 7 5 2 8 6 4 0 1],157565,[0 4 9 2 8 1 3 7 6 5],1393350,[3 8 5 4 1 2 6 0 7 9],1614127,[4 5 0 2 9 1 6 3 8 7],3291008,[9 0 5 8 7 1 3 4 2 6],1544898,[4 2 3 6 8 0 9 1 5 7],2782162,[7 6 0 1 2 8 4 9 3 5],1664976,[4 6 2 3 5 9 0 1 7 8],891216,[2 5 0 8 7 9 1 3 4 6],899088,[2 5 3 4 8 6 0 1 7 9],2619017,[7 1 9 5 4 0 6 8 3 2],2270520,[6 2 3 5 7 0 1 4 8 9],514172,[1 4 8 0 2 7 9 5 3 6],711120,[1 9 6 0 7 2 3 4 5 8],3538753,[9 6 7 0 8 4 1 2 5 3],929860,[2 6 0 5 4 9 1 8 3 7],700631,[1 9 4 0 2 6 8 7 5 3],587789,[1 6 5 7 3 2 0 9 8 4],237961,[0 6 9 2 5 1 3 4 8 7],1211420,[3 4 0 5 7 1 9 6 2 8]
18,1296008,[3 6 1 2 0 4 7 8 5 9],2905823,[8 0 1 5 9 2 7 6 4 3],74213,[0 2 8 7 1 5 3 9 6 4],906453,[2 5 4 8 9 6 7 1 3 0],3552524,[9 7 0 8 1 3 6 4 2 5],2183287,[6 0 2 3 5 1 7 4 9 8],1249094,[3 4 9 7 8 0 5 2 1 6],1099961,[3 0 4 2 8 5 7 9 6 1],3027748,[8 3 0 7 2 4 1 9 5 6],2688796,[7 3 6 4 2 8 0 9 1 5],2764420,[7 5 4 3 2 9 0 8 1 6],2053964,[5 6 9 3 7 1 8 2 0 4],1300791,[3 6 2 0 7 9 5 4 8 1],3109405,[8 5 0 9 4 6 3 1 7 2],235228,[0 6 8 5 7 2 1 9 3 4],3349563,[9 2 0 6 3 1 4 7 8 5],2315838,[6 3 4 5 2 8 1 0 7 9],2053268,[5 6 9 2 7 3 8 1 0 4],385847,[1 0 6 5 9 3 8 7 4 2],2146486,[5 9 1 8 2 3 7 6 0 4]
19,207514,[0 6 2 3 4 5 7 9 1 8],3040551,[8 3 4 1 9 7 5 2 6 0],1837506,[5 0 6 7 1 4 9 2 3 8],126423,[0 4 2 1 7 6 8 5 9 3],1796225,[4 9 5 2 7 3 6 8 1 0],2600531,[7 1 4 9 8 0 3 6 5 2],1796432,[4 9 5 3 0 2 6 7 1 8],1345761,[3 7 4 0 1 8 5 6 9 2],3143149,[8 5 9 4 2 7 3 0 6 1],2853208,[7 8 6 0 5 4 3 9 1 2],3000304,[8 2 4 3 0 6 7 9 1 5],3134915,[8 5 7 0 1 3 4 9 6 2],3059738,[8 3 9 0 5 7 1 4 2 6],44583,[0 2 1 8 9 5 6 4 7 3],3031213,[8 3 1 5 0 2 7 4 9 6],765480,[2 0 9 8 3 1 4 5 6 7],2328572,[6 3 8 0 1 7 9 4 2 5],522087,[1 4 9 6 0 7 5 3 8 2],851423,[2 4 0 9 6 1 8 7 5 3],3067268,[8 4 0 6 1 5 9 3 2 7]
20,769852,[2 1 0 8 4 6 3 9 5 7],1931804,[5 2 9 3 0 4 8 6 1 7],630011,[1 7 6 0 2 3 5 9 8 4],166945,[0 5 2 1 9 4 3 6 8 7],2735784,[7 4 8 6 5 1 0 2 3 9],3543881,[9 6 8 1 0 3 5 7 4 2],2071064,[5 7 2 9 3 8 1 4 0 6],2426940,[6 7 1 4 8 3 5 0 2 9],423815,[1 2 6 0 7 8 9 5 4 3],1400955,[3 8 6 9 5 4 0 2 7 1],2121571,[5 8 4 9 3 6 7 0 2 1],3269874,[9 0 1 7 4 8 6 2 3 5],752992,[2 0 7 4 8 9 5 6 1 3],3376757,[9 2 6 8 7 4 0 5 3 1],244487,[0 7 1 5 6 3 9 8 4 2],2033397,[5 6 3 4 0 9 8 2 7 1],2038224,[5 6 4 2 9 1 0 3 7 8],1430913,[3 9 4 8 2 1 5 6 7 0],142599,[0 4 6 3 1 5 8 7 9 2],2591006,[7 1 3 0 6 8 5 4 2 9]
21,2828118,[7 8 1 0 9 5 3 2 4 6],1616406,[4 5 0 8 1 2 6 3 7 9],375080,[1 0 4 5 9 7 3 6 2 8],1906407,[5 2 3 1 8 7 6 4 9 0],1812437,[4 9 8 5 1 6 0 7 3 2],377762,[1 0 4 9 7 2 3 6 5 8],1252803,[3 5 0 7 1 2 4 8 9 6],1567023,[4 2 8 9 3 5 6 1 7 0],747587,[2 0 6 4 3 9 5 8 7 1],878917,[2 4 8 3 7 1 6 0 9 5],2022900,[5 6 1 3 7 4 8 0 2 9],3082343,[8 4 3 6 0 1 9 7 5 2],74033,[0 2 8 6 7 9 4 5 3 1],2378471,[6 4 9 8 2 3 7 5 1 0],3041654,[8 3 4 5 6 0 7 2 1 9],1949556,[5 3 2 8 7 1 6 0 4 9],2386233,[6 5 1 4 2 3 7 8 9 0],3346581,[9 2 0 1 3 4 8 6 7 5],2032445,[5 6 3 1 9 0 2 8 7 4],2441885,[6 7 4 3 5 0 1 9 8 2]
22,3487679,[9 5 3 8 7 6 4 2 1 0],1561553,[4 2 7 8 6 9 3 5 1 0],981241,[2 7 3 6 9 0 1 4 8 5],1544432,[4 2 3 6 0 5 7 8 1 9],2500227,[6 9 0 1 5 3 2 7 8 4],761567,[2 0 9 1 7 4 8 6 5 3],2952146,[8 1 2 7 3 4 0 6 5 9],173170,[0 5 3 4 7 1 6 9 2 8],3497411,[9 5 6 8 3 0 2 7 4 1],180398,[0 5 4 8 6 2 7 3 1 9],2876106,[7 9 2 5 4 3 8 0 1 6],2744954,[7 5 0 6 3 8 1 4 2 9],3033416,[8 3 1 9 0 5 4 6 2 7],815213,[2 3 1 8 4 6 0 9 7 5],2590777,[7 1 3 0 4 9 2 5 8 6],1040777,[2 8 7 4 5 0 6 9 3 1],2453495,[6 7 8 5 3 4 9 2 1 0],450484,[1 3 2 5 8 0 4 9 6 7],628793,[1 7 5 8 2 9 4 6 3 0],897684,[2 5 3 0 8 7 6 1 4 9]
23,1130926,[3 1 0 5 8 4 9 7 2 6],3542547,[9 6 7 8 1 2 0 4 5 3],3486668,[9 5 3 7 4 2 8 1 0 6],3245326,[8 9 3 7 2 1 6 5 0 4],1575272,[4 3 0 6 9 2 5 7 1 8],3188430,[8 7 0 5 3 2 4 1 6 9],3071694,[8 4 1 5 2 6 3 0 7 9],359252,[0 9 8 2 7 5 6 3 1 4],329438,[0 9 2 4 6 3 7 5 1 8],1244555,[3 4 8 9 5 1 2 7 6 0],781891,[2 1 5 0 9 7 8 3 6 4],740149,[2 0 4 8 9 7 5 1 6 3],246265,[0 7 1 9 2 4 3 5 8 6],3275624,[9 0 2 8 4 7 3 5 1 6],1875730,[5 1 6 2 3 0 7 9 4 8],2072929,[5 7 3 2 0 6 1 4 9 8],905494,[2 5 4 7 6 8 9 3 0 1],3019477,[8 2 9 0 6 3 5 1 7 4],3023576,[8 2 9 7 3 4 1 5 0 6],1132282,[3 1 0 7 6 8 4 9 2 5]
24,2717684,[7 4 3 1 6 2 9 5 0 8],453095,[1 3 2 9 4 7 8 6 5 0],747177,[2 0 6 3 8 5 4 7 9 1],1390616,[3 8 4 9 2 5 1 6 0 7],1330659,[3 7 0 1 2 9 4 6 8 5],2568331,[7 0 6 5 1 8 9 2 4 3],2928113,[8 0 5 9 6 7 3 4 2 1],247585,[0 7 2 1 9 4 3 5 8 6],3167944,[8 6 4 3 9 2 5 7 0 1],3254313,[8 9 5 4 7 1 2 3 6 0],1851407,[5 0 9 3 4 2 8 7 6 1],226466,[0 6 5 9 4 2 1 7 3 8],744001,[2 0 5 7 4 1 3 6 9 8],279393,[0 7 9 4 1 3 5 6 8 2],3540450,[9 6 7 3 1 5 8 0 2 4],480169,[1 3 9 2 8 5 0 4 7 6],1945816,[5 3 2 0 7 1 8 9 4 6],3284308,[9 0 4 6 5 2 1 8 3 7],271493,[0 7 6 9 1 4 2 8 5 3],2204887,[6 0 7 4 3 1 5 2 9 8]
25,2560310,[7 0 4 9 8 6 3 2 1 5],2009569,[5 4 8 7 0 3 1 2 9 6],3552768,[9 7 0 8 3 4 1 2 5 6],278283,[0 7 9 2 5 1 3 6 8 4],2086274,[5 7 6 9 3 4 0 2 1 8],1429319,[3 9 4 6 0 8 7 5 2 1],3479820,[9 5 2 4 0 6 7 1 3 8],702111,[1 9 4 3 0 8 6 5 7 2],2019933,[5 6 0 8 3 7 9 2 4 1],2980395,[8 1 9 3 4 6 0 5 7 2],443538,[1 3 0 2 4 5 9 6 7 8],93269,[0 3 4 6 7 2 1 9 8 5],2090308,[5 7 8 6 1 2 0 9 3 4],3445852,[9 4 3 6 8 2 0 7 1 5],2148156,[5 9 2 1 6 3 7 0 4 8],1739617,[4 8 1 2 0 9 3 5 7 6],981618,[2 7 3 8 4 0 9 1 5 6],1944938,[5 3 1 9 2 8 0 6 4 7],3552253,[9 7 0 6 5 1 4 2 8 3],2277721,[6 2 4 9 5 0 1 3 8 7]
