2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,571,[0 5 4 6 1 3 2],2999,[4 0 6 5 3 2 1],1701,[2 3 0 6 4 5 1],2136,[2 6 5 0 1 3 4]
19,560,[0 5 4 2 3 1 6],2978,[4 0 6 1 3 2 5],1658,[2 1 6 0 4 3 5],2135,[2 6 4 5 3 1 0]
20,529,[0 5 3 1 2 6 4],3053,[4 1 3 0 6 5 2],1695,[2 3 0 5 4 6 1],2185,[3 0 2 1 4 6 5]
21,583,[0 5 6 2 1 4 3],2981,[4 0 6 1 5 3 2],1721,[2 3 1 5 6 4 0],2204,[3 0 2 6 4 1 5]
22,554,[0 5 4 1 3 2 6],3000,[4 1 0 2 3 5 6],1716,[2 3 1 5 0 4 6],2155,[2 6 5 4 0 3 1]
23,577,[0 5 6 1 2 4 3],2977,[4 0 6 1 2 5 3],1715,[2 3 1 4 6 5 0],2160,[3 0 1 2 4 5 6]
24,532,[0 5 3 1 6 2 4],3037,[4 1 2 5 0 6 3],1724,[2 3 1 6 4 0 5],2199,[3 0 2 5 4 6 1]
25,555,[0 5 4 1 3 6 2],3012,[4 1 0 5 2 3 6],1710,[2 3 1 4 0 5 6],2164,[3 0 1 2 6 4 5]
26,527,[0 5 2 6 4 3 1],3060,[4 1 3 5 0 2 6],1696,[2 3 0 5 6 1 4],2116,[2 6 4 0 5 1 3]
27,517,[0 5 2 4 1 6 3],3055,[4 1 3 2 0 6 5],1699,[2 3 0 6 1 5 4],2127,[2 6 4 3 1 5 0]
28,500,[0 5 1 6 3 2 4],3016,[4 1 0 5 6 2 3],1728,[2 3 4 0 1 5 6],2172,[3 0 1 5 2 4 6]
29,590,[0 5 6 3 2 1 4],2985,[4 0 6 2 3 5 1],1672,[2 1 6 4 5 0 3],2130,[2 6 4 5 0 1 3]
30,563,[0 5 4 2 6 3 1],2982,[4 0 6 2 1 3 5],1660,[2 1 6 0 5 3 4],2133,[2 6 4 5 1 3 0]
31,502,[0 5 1 6 4 2 3],2977,[4 0 6 1 2 5 3],1692,[2 3 0 5 1 4 6],2133,[2 6 4 5 1 3 0]
32,588,[0 5 6 3 1 2 4],3057,[4 1 3 2 5 6 0],1703,[2 3 0 6 5 4 1],2200,[3 0 2 5 6 1 4]
33,523,[0 5 2 6 1 4 3],3055,[4 1 3 2 0 6 5],1735,[2 3 4 1 0 6 5],2146,[2 6 5 1 4 0 3]
34,555,[0 5 4 1 3 6 2],3019,[4 1 0 6 2 5 3],1698,[2 3 0 6 1 4 5],2122,[2 6 4 1 5 0 3]
35,542,[0 5 3 4 2 1 6],3059,[4 1 3 2 6 5 0],1697,[2 3 0 5 6 4 1],2156,[2 6 5 4 1 0 3]
36,499,[0 5 1 6 2 4 3],3046,[4 1 2 6 5 0 3],1680,[2 3 0 1 4 5 6],2147,[2 6 5 1 4 3 0]
37,518,[0 5 2 4 3 1 6],2989,[4 0 6 3 1 5 2],1688,[2 3 0 4 5 1 6],2116,[2 6 4 0 5 1 3]
38,535,[0 5 3 2 1 6 4],3006,[4 1 0 3 2 5 6],1660,[2 1 6 0 5 3 4],2199,[3 0 2 5 4 6 1]
39,511,[0 5 2 3 1 6 4],3040,[4 1 2 5 6 0 3],1728,[2 3 4 0 1 5 6],2156,[2 6 5 4 1 0 3]
40,580,[0 5 6 1 4 2 3],3050,[4 1 3 0 5 2 6],1724,[2 3 1 6 4 0 5],2108,[2 6 3 5 1 0 4]
41,577,[0 5 6 1 2 4 3],3053,[4 1 3 0 6 5 2],1652,[2 1 5 6 3 0 4],2163,[3 0 1 2 5 6 4]
42,550,[0 5 3 6 4 1 2],2985,[4 0 6 2 3 5 1],1686,[2 3 0 4 1 5 6],2110,[2 6 3 5 4 0 1]
43,526,[0 5 2 6 4 1 3],3065,[4 1 3 5 6 2 0],1714,[2 3 1 4 6 0 5],2132,[2 6 4 5 1 0 3]
44,518,[0 5 2 4 3 1 6],3018,[4 1 0 6 2 3 5],1729,[2 3 4 0 1 6 5],2187,[3 0 2 1 5 6 4]
45,546,[0 5 3 6 1 2 4],2992,[4 0 6 3 5 1 2],1729,[2 3 4 0 1 6 5],2194,[3 0 2 4 6 1 5]
46,510,[0 5 2 3 1 4 6],3021,[4 1 0 6 3 5 2],1704,[2 3 1 0 4 5 6],2155,[2 6 5 4 0 3 1]
47,529,[0 5 3 1 2 6 4],2983,[4 0 6 2 1 5 3],1730,[2 3 4 0 5 1 6],2120,[2 6 4 1 3 0 5]
48,512,[0 5 2 3 4 1 6],2988,[4 0 6 3 1 2 5],1738,[2 3 4 1 6 0 5],2120,[2 6 4 1 3 0 5]
49,534,[0 5 3 2 1 4 6],3047,[4 1 2 6 5 3 0],1726,[2 3 1 6 5 0 4],2195,[3 0 2 4 6 5 1]
50,547,[0 5 3 6 1 4 2],3024,[4 1 2 0 3 5 6],1737,[2 3 4 1 5 6 0],2118,[2 6 4 1 0 3 5]
51,515,[0 5 2 3 6 4 1],3022,[4 1 0 6 5 2 3],1698,[2 3 0 6 1 4 5],2137,[2 6 5 0 1 4 3]
52,534,[0 5 3 2 1 4 6],2966,[4 0 5 3 2 1 6],1721,[2 3 1 5 6 4 0],2180,[3 0 1 6 4 2 5]
53,562,[0 5 4 2 6 1 3],3054,[4 1 3 2 0 5 6],1681,[2 3 0 1 4 6 5],2191,[3 0 2 4 1 6 5]
54,586,[0 5 6 2 4 1 3],3046,[4 1 2 6 5 0 3],1695,[2 3 0 5 4 6 1],2203,[3 0 2 6 1 5 4]
55,589,[0 5 6 3 1 4 2],2990,[4 0 6 3 2 1 5],1680,[2 3 0 1 4 5 6],2128,[2 6 4 3 5 0 1]
56,566,[0 5 4 3 2 1 6],2999,[4 0 6 5 3 2 1],1681,[2 3 0 1 4 6 5],2168,[3 0 1 4 5 2 6]
57,526,[0 5 2 6 4 1 3],3035,[4 1 2 3 6 5 0],1662,[2 1 6 3 0 4 5],2169,[3 0 1 4 5 6 2]
58,529,[0 5 3 1 2 6 4],3062,[4 1 3 5 2 0 6],1683,[2 3 0 1 5 6 4],2180,[3 0 1 6 4 2 5]
59,569,[0 5 4 3 6 2 1],2990,[4 0 6 3 2 1 5],1662,[2 1 6 3 0 4 5],2169,[3 0 1 4 5 6 2]
60,562,[0 5 4 2 6 1 3],3038,[4 1 2 5 3 0 6],1707,[2 3 1 0 5 6 4],2191,[3 0 2 4 1 6 5]
61,540,[0 5 3 4 1 2 6],3039,[4 1 2 5 3 6 0],1721,[2 3 1 5 6 4 0],2136,[2 6 5 0 1 3 4]
62,569,[0 5 4 3 6 2 1],3034,[4 1 2 3 6 0 5],1656,[2 1 6 0 3 4 5],2200,[3 0 2 5 6 1 4]
63,565,[0 5 4 3 1 6 2],2980,[4 0 6 1 5 2 3],1728,[2 3 4 0 1 5 6],2190,[3 0 2 4 1 5 6]
64,591,[0 5 6 3 2 4 1],3059,[4 1 3 2 6 5 0],1731,[2 3 4 0 5 6 1],2193,[3 0 2 4 5 6 1]
65,550,[0 5 3 6 4 1 2],3014,[4 1 0 5 3 2 6],1678,[2 1 6 5 4 0 3],2129,[2 6 4 3 5 1 0]
66,566,[0 5 4 3 2 1 6],2974,[4 0 5 6 3 1 2],1686,[2 3 0 4 1 5 6],2119,[2 6 4 1 0 5 3]
67,559,[0 5 4 2 1 6 3],3048,[4 1 3 0 2 5 6],1716,[2 3 1 5 0 4 6],2158,[2 6 5 4 3 0 1]
68,510,[0 5 2 3 1 4 6],2985,[4 0 6 2 3 5 1],1718,[2 3 1 5 4 0 6],2154,[2 6 5 4 0 1 3]
69,544,[0 5 3 4 6 1 2],2990,[4 0 6 3 2 1 5],1672,[2 1 6 4 5 0 3],2106,[2 6 3 5 0 1 4]
70,586,[0 5 6 2 4 1 3],3052,[4 1 3 0 6 2 5],1712,[2 3 1 4 5 0 6],2175,[3 0 1 5 4 6 2]
71,580,[0 5 6 1 4 2 3],3023,[4 1 0 6 5 3 2],1681,[2 3 0 1 4 6 5],2171,[3 0 1 4 6 5 2]
72,552,[0 5 4 1 2 3 6],3050,[4 1 3 0 5 2 6],1689,[2 3 0 4 5 6 1],2136,[2 6 5 0 1 3 4]
73,556,[0 5 4 1 6 2 3],2974,[4 0 5 6 3 1 2],1718,[2 3 1 5 4 0 6],2164,[3 0 1 2 6 4 5]
74,577,[0 5 6 1 2 4 3],3028,[4 1 2 0 6 3 5],1692,[2 3 0 5 1 4 6],2177,[3 0 1 5 6 4 2]
75,548,[0 5 3 6 2 1 4],3065,[4 1 3 5 6 2 0],1650,[2 1 5 6 0 3 4],2125,[2 6 4 3 0 5 1]
76,529,[0 5 3 1 2 6 4],3022,[4 1 0 6 5 2 3],1679,[2 1 6 5 4 3 0],2166,[3 0 1 4 2 5 6]
77,523,[0 5 2 6 1 4 3],3000,[4 1 0 2 3 5 6],1742,[2 3 4 5 1 0 6],2112,[2 6 4 0 1 3 5]
78,554,[0 5 4 1 3 2 6],2984,[4 0 6 2 3 1 5],1728,[2 3 4 0 1 5 6],2177,[3 0 1 5 6 4 2]
79,583,[0 5 6 2 1 4 3],2987,[4 0 6 2 5 3 1],1690,[2 3 0 4 6 1 5],2143,[2 6 5 1 0 4 3]
80,540,[0 5 3 4 1 2 6],3016,[4 1 0 5 6 2 3],1713,[2 3 1 4 5 6 0],2138,[2 6 5 0 3 1 4]
81,595,[0 5 6 4 1 3 2],2972,[4 0 5 6 2 1 3],1709,[2 3 1 0 6 5 4],2144,[2 6 5 1 3 0 4]
82,502,[0 5 1 6 4 2 3],2972,[4 0 5 6 2 1 3],1678,[2 1 6 5 4 0 3],2197,[3 0 2 5 1 6 4]
83,564,[0 5 4 3 1 2 6],2998,[4 0 6 5 3 1 2],1662,[2 1 6 3 0 4 5],2182,[3 0 1 6 5 2 4]
84,538,[0 5 3 2 6 1 4],2986,[4 0 6 2 5 1 3],1716,[2 3 1 5 0 4 6],2192,[3 0 2 4 5 1 6]
85,544,[0 5 3 4 6 1 2],2985,[4 0 6 2 3 5 1],1719,[2 3 1 5 4 6 0],2143,[2 6 5 1 0 4 3]
86,563,[0 5 4 2 6 3 1],3054,[4 1 3 2 0 5 6],1659,[2 1 6 0 4 5 3],2108,[2 6 3 5 1 0 4]
87,522,[0 5 2 6 1 3 4],3022,[4 1 0 6 5 2 3],1687,[2 3 0 4 1 6 5],2138,[2 6 5 0 3 1 4]
88,533,[0 5 3 1 6 4 2],3016,[4 1 0 5 6 2 3],1662,[2 1 6 3 0 4 5],2145,[2 6 5 1 3 4 0]
89,563,[0 5 4 2 6 3 1],3037,[4 1 2 5 0 6 3],1665,[2 1 6 3 4 5 0],2141,[2 6 5 0 4 3 1]
90,573,[0 5 4 6 2 3 1],3032,[4 1 2 3 5 0 6],1666,[2 1 6 3 5 0 4],2193,[3 0 2 4 5 6 1]
91,3877,[5 2 1 4 0 6 3],2435,[3 2 1 4 6 5 0],1395,[1 6 4 0 3 5 2],3950,[5 2 6 3 1 0 4]
92,4502,[6 1 3 4 2 0 5],993,[1 3 2 4 5 6 0],1528,[2 0 5 4 6 1 3],2872,[3 6 5 2 4 0 1]
93,3354,[4 3 6 5 0 1 2],4251,[5 6 2 0 3 4 1],593,[0 5 6 3 4 2 1],671,[0 6 3 5 4 2 1]
94,2553,[3 4 1 2 5 6 0],2840,[3 6 4 1 2 0 5],1495,[2 0 4 3 1 6 5],3334,[4 3 5 6 2 0 1]
95,2072,[2 6 1 3 4 0 5],2424,[3 2 1 0 4 5 6],270,[0 3 2 4 1 5 6],691,[0 6 4 5 1 3 2]
96,83,[0 1 5 3 6 4 2],2008,[2 5 4 3 6 0 1],893,[1 2 4 0 6 5 3],3180,[4 2 3 5 0 1 6]
97,4318,[5 6 4 3 2 0 1],4807,[6 4 0 2 1 5 3],4372,[6 0 3 1 5 2 4],2687,[3 5 1 6 4 2 0]
98,1857,[2 4 3 1 5 6 0],2691,[3 5 2 0 4 6 1],4962,[6 5 1 4 0 2 3],799,[1 0 5 3 2 6 4]
99,3478,[4 5 6 3 2 0 1],4842,[6 4 1 5 0 2 3],4032,[5 3 4 0 1 2 6],3278,[4 3 1 5 2 0 6]
100,4031,[5 3 2 6 4 1 0],4172,[5 4 3 6 1 0 2],744,[1 0 3 2 4 5 6],3121,[4 2 0 1 3 6 5]
