99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,3537321,[9 6 5 7 8 3 1 2 4 0],19691,[0 1 5 9 4 2 6 8 7 3],598667,[1 6 8 7 3 9 2 5 4 0],1507399,[4 1 5 0 7 8 3 2 9 6],2067447,[5 7 2 1 4 8 6 3 9 0]
41,904270,[2 5 4 3 9 6 8 7 0 1],346313,[0 9 5 6 8 7 3 4 2 1],448989,[1 3 2 0 7 6 9 5 8 4],562439,[1 5 9 6 0 8 7 4 3 2],200038,[0 5 9 6 7 8 4 3 1 2]
42,910563,[2 5 6 7 8 0 1 4 9 3],3589407,[9 8 0 2 3 6 5 4 7 1],1975009,[5 3 9 8 0 4 1 2 7 6],3288353,[9 0 5 4 1 8 6 7 3 2],3414162,[9 3 6 2 8 1 7 0 4 5]
43,1768264,[4 8 7 6 9 2 3 5 0 1],3406882,[9 3 4 8 6 5 1 7 0 2],883803,[2 4 9 3 6 0 1 7 8 5],3418065,[9 3 7 1 2 8 4 5 6 0],2385515,[6 5 1 3 2 4 7 9 8 0]
44,888837,[2 5 0 4 6 9 8 3 7 1],840708,[2 3 8 7 5 9 4 0 1 6],197600,[0 5 9 2 4 7 3 6 1 8],105046,[0 3 6 8 9 2 7 5 1 4],919534,[2 5 8 4 0 7 9 6 1 3]
45,741227,[2 0 5 1 6 9 4 8 7 3],2413581,[6 5 8 9 1 0 7 3 4 2],3034815,[8 3 2 1 0 4 7 6 9 5],73771,[0 2 8 6 4 7 9 1 5 3],1321516,[3 6 8 1 4 7 0 9 2 5]
46,3346912,[9 2 0 1 5 8 6 7 3 4],2569693,[7 0 6 9 1 2 5 3 8 4],2310237,[6 3 2 4 7 9 8 1 5 0],153700,[0 4 8 5 3 9 1 7 2 6],1230744,[3 4 6 1 5 2 0 7 8 9]
47,3189258,[8 7 0 6 4 1 9 2 3 5],1587545,[4 3 2 9 8 5 6 7 1 0],2451022,[6 7 8 2 1 0 9 5 3 4],2304953,[6 3 1 4 2 9 7 8 5 0],117569,[0 3 9 4 2 7 6 8 5 1]
48,2081016,[5 7 4 9 1 8 0 2 3 6],971452,[2 7 0 8 3 5 1 9 4 6],175135,[0 5 3 8 2 6 4 1 9 7],2091880,[5 7 9 0 3 2 6 8 1 4],3033951,[8 3 1 9 6 7 4 2 5 0]
49,2883163,[7 9 4 0 3 2 8 1 6 5],3339811,[9 1 7 5 4 6 8 0 3 2],2164376,[5 9 6 3 0 4 2 7 1 8],3124631,[8 5 3 9 6 2 7 4 1 0],44893,[0 2 1 9 5 3 7 4 8 6]
50,2123291,[5 8 6 2 0 1 4 9 7 3],481094,[1 3 9 5 2 0 7 6 4 8],107640,[0 3 7 4 6 1 2 5 8 9],3125666,[8 5 4 1 2 3 0 7 6 9],2900634,[7 9 8 3 4 6 5 0 1 2]
51,2799669,[7 6 3 4 2 5 9 1 8 0],1960528,[5 3 6 9 8 4 2 7 0 1],3146195,[8 6 0 2 7 3 4 9 5 1],306843,[0 8 5 9 2 1 3 6 7 4],2475092,[6 8 3 0 5 7 9 2 1 4]
52,3347706,[9 2 0 3 6 5 8 1 4 7],1982921,[5 4 1 6 0 3 8 9 7 2],2829185,[7 8 1 3 4 5 6 9 2 0],238243,[0 6 9 2 8 3 7 1 5 4],2898708,[7 9 8 0 6 5 3 1 2 4]
53,1533635,[4 2 0 5 1 6 7 9 8 3],377842,[1 0 4 9 7 6 3 8 2 5],2573659,[7 0 8 5 4 1 9 2 6 3],476548,[1 3 8 5 9 2 0 7 4 6],3184728,[8 6 9 7 1 3 0 2 4 5]
54,48924,[0 2 3 7 9 6 5 1 4 8],2136845,[5 8 9 7 6 0 1 4 3 2],1650654,[4 5 9 3 6 2 1 0 7 8],3398648,[9 3 2 4 5 0 6 7 1 8],1446454,[3 9 7 8 6 4 5 2 0 1]
55,1133242,[3 1 0 8 9 6 4 7 2 5],3076401,[8 4 2 3 7 6 1 5 9 0],3021602,[8 2 9 4 6 0 1 5 3 7],1720679,[4 7 6 2 8 9 5 3 1 0],2486504,[6 8 5 2 3 9 1 4 0 7]
56,3422747,[9 3 8 0 6 7 2 5 4 1],2875092,[7 9 2 4 1 0 6 3 5 8],3084439,[8 4 3 9 7 5 1 0 6 2],2905835,[8 0 1 5 9 3 4 7 6 2],1532786,[4 2 0 1 9 5 3 7 6 8]
57,1779481,[4 9 1 0 6 2 3 5 8 7],1407405,[3 8 9 1 6 2 7 4 5 0],1106897,[3 0 5 7 4 1 8 9 6 2],2585266,[7 1 0 9 5 8 3 6 2 4],2760125,[7 5 3 6 4 0 1 9 8 2]
58,894739,[2 5 1 6 8 0 9 3 7 4],506708,[1 4 6 5 8 3 9 2 0 7],1961460,[5 3 7 1 2 6 8 0 4 9],335849,[0 9 3 6 4 7 5 8 2 1],1663306,[4 6 2 0 1 9 5 8 3 7]
59,1745209,[4 8 2 1 9 5 0 3 7 6],796019,[2 1 7 9 5 4 3 8 6 0],981225,[2 7 3 6 8 9 1 4 5 0],1248759,[3 4 9 7 2 1 6 5 8 0],235238,[0 6 8 5 7 2 4 3 1 9]
60,1980745,[5 4 1 0 2 6 3 7 9 8],1904743,[5 2 1 9 4 8 3 0 7 6],1088773,[3 0 1 2 5 4 8 6 9 7],1493512,[4 1 0 5 3 9 7 8 2 6],314945,[0 8 7 4 3 5 6 9 2 1]
61,2504720,[6 9 0 8 5 4 2 3 1 7],1579903,[4 3 1 6 2 9 5 0 8 7],3152292,[8 6 1 4 2 0 7 3 5 9],3251235,[8 9 5 0 4 6 1 3 7 2],2246545,[6 1 7 8 2 3 0 4 9 5]
62,3387929,[9 3 0 2 5 7 6 8 4 1],874691,[2 4 7 5 9 0 3 8 6 1],2599562,[7 1 4 8 5 0 2 6 3 9],2961215,[8 1 4 5 7 6 9 3 2 0],2978692,[8 1 9 0 2 5 3 7 4 6]
63,551368,[1 5 7 3 8 6 4 9 0 2],76395,[0 2 9 3 1 7 4 6 8 5],576398,[1 6 3 4 7 2 8 5 0 9],2776774,[7 5 8 9 3 4 6 2 0 1],3210781,[8 7 5 0 3 4 6 1 9 2]
64,3431591,[9 4 0 8 1 5 7 6 3 2],2482224,[6 8 4 3 5 1 0 2 7 9],326413,[0 9 1 7 4 2 6 3 8 5],2931945,[8 0 6 7 1 9 3 4 5 2],726335,[2 0 1 3 8 7 9 6 5 4]
65,3199339,[8 7 2 6 4 0 9 1 5 3],2810995,[7 6 5 8 0 9 4 1 3 2],1077936,[2 9 6 8 0 7 1 3 4 5],205887,[0 6 1 8 9 5 4 3 7 2],1491437,[4 0 9 8 3 6 1 7 5 2]
66,859201,[2 4 3 6 5 0 1 7 9 8],3088005,[8 4 5 6 9 1 7 2 3 0],2597991,[7 1 4 5 2 9 6 3 8 0],2481242,[6 8 4 2 1 0 3 7 5 9],2198405,[6 0 5 2 4 1 3 9 8 7]
67,2773319,[7 5 8 1 6 9 4 3 2 0],2024328,[5 6 1 7 4 3 0 2 8 9],1717183,[4 7 5 6 9 8 1 0 3 2],152202,[0 4 8 2 5 3 9 1 6 7],1509018,[4 1 5 3 9 0 8 2 6 7]
68,2762746,[7 5 4 1 0 9 3 8 2 6],1989425,[5 4 2 8 0 6 7 9 3 1],3039313,[8 3 4 0 2 7 1 5 9 6],2014937,[5 4 9 7 3 0 6 8 2 1],2150431,[5 9 2 6 7 1 3 0 8 4]
69,1251905,[3 5 0 4 8 6 7 9 2 1],2691682,[7 3 8 0 4 6 2 9 1 5],957918,[2 6 8 0 4 7 3 1 5 9],871083,[2 4 6 8 9 0 1 5 7 3],1145066,[3 1 5 2 6 4 0 8 7 9]
70,1630980,[4 5 3 7 1 6 8 0 2 9],1991825,[5 4 3 1 6 7 8 9 2 0],3487057,[9 5 3 8 0 7 1 2 6 4],3067465,[8 4 0 6 3 2 1 5 9 7],1585944,[4 3 2 7 8 1 0 5 6 9]
71,2953134,[8 1 2 9 5 4 3 0 6 7],1000882,[2 7 8 5 0 6 3 9 1 4],188031,[0 5 7 3 1 9 6 4 8 2],2516975,[6 9 3 2 7 5 8 4 1 0],723020,[1 9 8 4 2 0 7 5 3 6]
72,29513,[0 1 7 8 9 6 4 5 3 2],2733358,[7 4 8 2 1 9 6 5 0 3],2245693,[6 1 7 5 0 2 8 3 9 4],2255539,[6 1 9 4 7 0 8 2 5 3],3439828,[9 4 2 5 6 1 0 8 3 7]
73,2414508,[6 5 9 0 3 8 4 1 2 7],3328652,[9 1 5 4 0 7 8 3 2 6],3050685,[8 3 6 2 0 4 9 5 7 1],243422,[0 7 1 4 2 6 8 5 3 9],669271,[1 8 5 7 4 2 3 0 9 6]
74,3185834,[8 7 0 1 6 5 2 4 3 9],1468856,[4 0 5 6 1 7 3 8 2 9],229175,[0 6 7 4 2 8 9 5 3 1],1844799,[5 0 8 1 3 4 7 6 9 2],3108921,[8 5 0 7 9 4 2 3 6 1]
75,1939400,[5 3 0 8 6 7 2 4 1 9],2647456,[7 2 6 3 0 1 8 9 4 5],1889047,[5 1 8 7 6 0 3 2 9 4],289705,[0 8 2 5 4 3 1 6 9 7],2704329,[7 4 0 6 1 2 5 8 9 3]
76,1620950,[4 5 1 7 2 9 6 3 0 8],3209218,[8 7 4 6 1 3 2 9 0 5],3501468,[9 5 7 6 0 8 3 1 2 4],736827,[2 0 4 3 6 5 1 8 9 7],989681,[2 7 5 3 6 1 8 9 4 0]
77,1449938,[3 9 8 5 6 7 0 2 1 4],1709301,[4 7 3 1 0 2 9 6 8 5],2747734,[7 5 1 2 3 8 9 6 0 4],3330774,[9 1 5 8 0 4 3 2 6 7],2453721,[6 7 8 5 9 3 1 2 4 0]
78,2261107,[6 2 0 7 4 5 9 1 8 3],403125,[1 0 9 8 7 3 6 4 5 2],3384453,[9 2 8 4 5 6 7 1 3 0],2217160,[6 0 9 8 3 2 5 7 1 4],117957,[0 3 9 4 7 8 6 2 5 1]
79,590126,[1 6 7 0 5 8 4 3 2 9],2074300,[5 7 3 4 9 8 0 6 1 2],3498991,[9 5 7 1 6 2 3 0 8 4],420784,[1 2 5 6 4 7 8 9 0 3],548375,[1 5 6 8 4 7 9 3 2 0]
80,1524812,[4 1 8 5 7 6 9 2 0 3],1019534,[2 8 3 4 0 1 7 6 5 9],18887,[0 1 5 8 3 4 9 7 6 2],3073462,[8 4 1 7 6 0 9 5 2 3],3102375,[8 4 9 3 7 0 5 2 6 1]
81,1567233,[4 2 8 9 6 1 3 5 7 0],1740856,[4 8 1 3 9 0 6 7 2 5],116524,[0 3 9 1 8 2 4 7 5 6],2214173,[6 0 9 3 2 5 1 8 7 4],3593251,[9 8 0 7 4 5 6 1 3 2]
82,1707443,[4 7 2 8 3 6 1 9 5 0],3073108,[8 4 1 7 2 3 0 9 5 6],1961945,[5 3 7 1 9 4 6 8 2 0],1741917,[4 8 1 6 2 9 7 3 5 0],2261274,[6 2 0 7 5 9 8 1 3 4]
83,3397257,[9 3 2 0 5 6 4 7 8 1],2106885,[5 8 2 0 3 4 9 6 7 1],3185403,[8 7 0 1 3 2 4 6 9 5],1678267,[4 6 5 9 8 2 7 0 3 1],2306764,[6 3 1 7 9 0 2 8 4 5]
84,1688180,[4 6 8 9 5 0 7 2 1 3],3220378,[8 7 6 9 4 2 1 5 0 3],3137377,[8 5 7 3 2 9 0 1 6 4],3119101,[8 5 2 9 0 4 6 1 7 3],2718275,[7 4 3 2 5 1 6 9 8 0]
85,1871486,[5 1 4 3 2 8 7 6 0 9],2037075,[5 6 4 1 2 8 0 7 9 3],1146258,[3 1 5 6 0 2 9 4 7 8],1390906,[3 8 4 9 6 7 1 5 0 2],728901,[2 0 1 7 5 3 9 6 8 4]
86,1257073,[3 5 1 4 9 7 0 2 8 6],3462986,[9 4 8 0 6 2 1 5 3 7],1856615,[5 1 0 4 7 8 9 6 3 2],2577382,[7 0 9 3 6 1 8 5 2 4],1622897,[4 5 2 0 1 3 8 9 7 6]
87,98346,[0 3 5 6 7 4 9 1 2 8],2146133,[5 9 1 7 6 3 0 8 4 2],3192627,[8 7 1 4 2 3 0 6 9 5],2710400,[7 4 1 8 3 6 2 5 0 9],934448,[2 6 1 4 9 0 5 7 3 8]
88,746060,[2 0 6 1 4 3 9 7 5 8],2056444,[5 7 0 1 3 2 4 9 6 8],2961226,[8 1 4 5 7 9 2 6 0 3],3220498,[8 7 6 9 5 2 1 4 0 3],310522,[0 8 6 5 2 7 3 9 1 4]
89,2899991,[7 9 8 2 5 3 6 4 1 0],1676562,[4 6 5 7 3 1 9 0 2 8],3137430,[8 5 7 3 4 1 2 0 6 9],147054,[0 4 7 2 3 6 5 1 8 9],419973,[1 2 5 4 3 8 9 6 7 0]
90,2941592,[8 0 9 5 4 2 3 6 1 7],664151,[1 8 4 7 3 5 9 6 2 0],499077,[1 4 5 0 2 9 8 6 7 3],2035694,[5 6 3 9 2 0 7 4 1 8],2466118,[6 8 1 3 0 9 7 5 2 4]
91,1961365,[5 3 7 1 0 8 6 2 9 4],3541660,[9 6 7 4 8 5 0 3 1 2],1934269,[5 2 9 7 3 8 4 0 6 1],649792,[1 8 0 9 4 7 5 6 2 3],663984,[1 8 4 7 2 3 0 5 6 9]
92,282623,[0 8 1 2 6 3 9 7 5 4],3303868,[9 0 8 4 6 2 1 7 3 5],2461608,[6 8 0 3 9 4 1 2 5 7],1331760,[3 7 0 2 8 1 4 5 6 9],3239408,[8 9 2 6 1 0 4 5 3 7]
93,239506,[0 6 9 4 5 8 2 7 1 3],593391,[1 6 7 8 0 9 4 3 5 2],287794,[0 8 2 1 7 4 5 9 3 6],639237,[1 7 8 6 5 9 4 2 3 0],3064159,[8 3 9 7 5 4 1 0 6 2]
94,90157,[0 3 2 9 4 5 7 1 8 6],114970,[0 3 8 7 6 1 4 9 2 5],2455996,[6 7 9 2 0 5 1 8 3 4],2424114,[6 7 0 9 5 8 4 1 2 3],54075,[0 2 4 8 1 7 3 6 9 5]
95,1032703,[2 8 5 9 1 7 3 0 6 4],129069,[0 4 2 7 3 6 9 5 8 1],1043748,[2 8 9 0 5 7 4 1 3 6],1851924,[5 0 9 4 1 7 6 2 3 8],3424618,[9 3 8 4 2 5 1 7 0 6]
96,1108955,[3 0 6 1 4 5 7 9 8 2],1160903,[3 1 8 4 5 0 9 7 6 2],1039684,[2 8 7 3 0 1 4 9 5 6],1196983,[3 2 7 5 4 9 1 0 8 6],1556626,[4 2 6 8 9 7 1 5 0 3]
97,359298,[0 9 8 3 1 2 7 4 5 6],1976522,[5 4 0 2 3 1 6 8 7 9],1403472,[3 8 7 4 1 6 0 2 5 9],514827,[1 4 8 2 0 5 3 7 9 6],917053,[2 5 7 9 6 0 4 1 8 3]
98,1929288,[5 2 8 7 4 3 0 1 6 9],764623,[2 0 9 6 8 7 3 1 5 4],724214,[1 9 8 5 7 0 4 3 2 6],489368,[1 4 2 0 8 3 6 7 5 9],1991416,[5 4 3 0 9 1 7 8 2 6]
99,1282112,[3 5 8 2 7 1 4 6 0 9],42299,[0 2 1 5 8 6 4 9 7 3],2812700,[7 6 8 0 4 1 9 3 2 5],223898,[0 6 5 3 9 8 1 4 2 7],2324385,[6 3 7 1 2 9 4 5 8 0]
100,3474641,[9 5 1 3 8 2 6 7 4 0],2934980,[8 0 7 3 4 1 9 5 2 6],49178,[0 2 3 8 4 9 1 6 5 7],1368732,[3 7 9 5 0 1 6 2 4 8],2726828,[7 4 6 0 2 5 9 3 1 8]
1,573695,[1 6 2 8 7 5 9 4 3 0],1143915,[3 1 4 9 7 6 0 5 8 2],597914,[1 6 8 5 3 7 0 4 2 9],3594261,[9 8 1 2 0 3 7 5 6 4],3325442,[9 1 4 7 6 0 2 5 3 8]
2,426614,[1 2 6 7 5 0 8 4 3 9],1738608,[4 8 0 9 6 3 1 2 5 7],3009081,[8 2 6 0 3 7 4 5 9 1],34723,[0 1 8 9 3 4 7 2 6 5],2467355,[6 8 1 4 9 2 3 7 5 0]
3,829214,[2 3 6 5 8 0 7 4 1 9],53729,[0 2 4 7 6 8 5 9 3 1],2955182,[8 1 3 4 5 6 7 2 0 9],1224044,[3 4 2 9 0 5 8 6 1 7],1900090,[5 2 1 0 3 4 7 9 6 8]
4,1252286,[3 5 0 6 2 8 7 4 1 9],341295,[0 9 4 7 1 2 6 5 8 3],2274692,[6 2 4 3 1 8 9 5 0 7],267573,[0 7 6 1 5 8 9 3 4 2],3104518,[8 4 9 7 5 6 3 2 0 1]
5,2762772,[7 5 4 1 2 0 8 3 6 9],1169492,[3 2 0 1 5 8 9 6 4 7],405612,[1 2 0 6 5 3 8 4 7 9],611938,[1 7 2 4 9 5 3 8 0 6],2503220,[6 9 0 5 7 1 8 3 2 4]
6,2770259,[7 5 6 4 3 2 1 9 8 0],2836575,[7 8 2 6 5 0 4 3 9 1],905362,[2 5 4 7 3 8 1 9 0 6],1361363,[3 7 8 0 6 5 2 9 4 1],2638980,[7 2 4 6 1 5 8 0 3 9]
7,933300,[2 6 1 3 4 7 8 0 5 9],2263674,[6 2 1 0 9 8 7 3 4 5],3375872,[9 2 6 7 5 1 3 4 0 8],319559,[0 8 9 3 6 7 5 4 2 1],2447545,[6 7 5 4 2 1 0 3 9 8]
8,1940416,[5 3 1 0 2 4 8 9 6 7],598267,[1 6 8 5 9 3 7 0 4 2],2316832,[6 3 4 7 8 9 2 5 0 1],2227509,[6 1 2 9 7 4 8 3 5 0],1044628,[2 8 9 1 7 3 0 6 4 5]
