10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
41,208046,[0 6 2 3 9 7 5 4 1 8],1813599,[4 9 8 6 7 1 3 2 5 0],476414,[1 3 8 5 7 0 6 4 2 9],641400,[1 7 9 2 8 0 3 4 5 6],1242049,[3 4 8 5 0 6 1 2 9 7]
42,107900,[0 3 7 4 9 1 8 5 2 6],1591289,[4 3 5 8 0 7 6 9 2 1],502893,[1 4 5 8 3 7 9 2 6 0],352692,[0 9 6 8 7 1 4 2 3 5],1065816,[2 9 4 5 1 8 0 3 6 7]
43,65027,[0 2 6 9 3 8 4 7 5 1],1819068,[5 0 1 9 4 8 6 2 3 7],442648,[1 2 9 7 6 5 4 8 0 3],523260,[1 4 9 7 6 3 5 0 2 8],1044572,[2 8 9 1 6 5 7 3 0 4]
44,34336,[0 1 8 7 6 2 5 9 3 4],1534330,[4 2 0 6 1 3 7 9 5 8],683998,[1 8 9 5 7 6 4 3 0 2],649851,[1 8 0 9 5 4 2 6 7 3],1135755,[3 1 2 5 6 8 0 7 9 4]
45,325114,[0 9 1 5 6 3 4 8 2 7],1684990,[4 6 8 2 1 5 9 7 0 3],633745,[1 7 6 8 2 3 0 4 9 5],332468,[0 9 2 8 6 4 7 3 1 5],1141459,[3 1 4 6 5 0 9 2 8 7]
46,320608,[0 8 9 5 2 6 4 7 1 3],1656924,[4 6 0 8 2 7 5 1 3 9],494054,[1 4 3 0 5 2 8 7 6 9],320903,[0 8 9 5 6 1 7 4 3 2],1256808,[3 5 1 4 7 6 0 2 8 9]
47,31762,[0 1 8 4 2 7 5 9 3 6],1766587,[4 8 7 3 5 2 9 0 6 1],622497,[1 7 4 5 6 3 2 8 9 0],600044,[1 6 9 0 4 3 8 5 2 7],1216588,[3 4 1 5 8 2 0 9 6 7]
48,320948,[0 8 9 5 6 3 7 2 1 4],1689686,[4 6 9 1 7 5 3 2 0 8],615037,[1 7 3 0 4 5 8 2 9 6],332731,[0 9 3 1 2 7 8 4 6 5],1226453,[3 4 5 2 6 7 0 9 8 1]
49,142636,[0 4 6 3 1 8 2 9 5 7],1565329,[4 2 8 6 0 5 1 3 9 7],746278,[2 0 6 1 5 9 8 7 3 4],556602,[1 5 8 4 0 3 9 2 6 7],1138729,[3 1 2 9 6 5 0 4 8 7]
50,336749,[0 9 3 7 6 2 1 8 5 4],1798329,[4 9 5 7 6 0 2 3 8 1],681987,[1 8 9 3 2 4 0 6 7 5],375487,[1 0 4 6 7 2 5 3 9 8],1015094,[2 8 1 4 9 0 6 5 3 7]
51,23333,[0 1 6 7 4 5 2 9 8 3],1566330,[4 2 8 7 3 6 9 0 1 5],766188,[2 1 0 3 4 9 7 5 6 8],561357,[1 5 9 3 6 8 7 2 4 0],1321826,[3 6 8 1 9 2 0 5 4 7]
52,319828,[0 8 9 4 2 3 1 7 5 6],1561879,[4 2 7 9 1 6 3 0 8 5],776436,[2 1 4 0 6 5 8 3 7 9],600274,[1 6 9 0 7 3 4 8 2 5],1198401,[3 2 7 8 4 6 1 5 9 0]
53,235598,[0 6 8 7 2 3 5 4 1 9],1704116,[4 7 2 0 8 9 6 3 1 5],784478,[2 1 5 7 6 3 8 4 0 9],430823,[1 2 7 5 4 0 9 8 6 3],1209078,[3 2 9 8 1 6 4 0 5 7]
54,311835,[0 8 6 9 1 5 2 4 7 3],1859364,[5 1 0 9 4 7 6 2 3 8],524069,[1 4 9 8 7 2 0 6 5 3],505537,[1 4 6 3 0 9 2 5 8 7],1268268,[3 5 4 7 2 9 6 0 1 8]
55,242013,[0 7 1 2 3 8 9 5 6 4],1779539,[4 9 1 0 6 5 3 8 7 2],749685,[2 0 6 8 3 4 9 5 7 1],370640,[1 0 3 6 8 7 4 5 2 9],1336889,[3 7 1 2 8 6 5 9 4 0]
56,201507,[0 5 9 8 7 2 1 4 6 3],1740990,[4 8 1 5 0 3 6 2 7 9],723649,[1 9 8 5 0 4 2 3 7 6],651790,[1 8 2 4 3 6 9 7 0 5],1285931,[3 5 9 1 0 2 6 8 7 4]
57,90753,[0 3 4 1 2 6 7 8 9 5],1787827,[4 9 2 7 0 5 8 1 6 3],486633,[1 4 0 6 9 3 5 7 8 2],569348,[1 6 0 9 7 4 8 3 2 5],1187036,[3 2 5 6 7 9 8 1 0 4]
58,255579,[0 7 3 6 9 8 1 4 5 2],1722061,[4 7 6 5 8 2 3 0 9 1],719143,[1 9 7 5 6 8 2 0 4 3],636072,[1 7 8 2 4 6 0 3 5 9],1067162,[2 9 4 7 1 0 3 6 5 8]
59,77760,[0 2 9 5 1 3 4 6 7 8],1775356,[4 9 0 2 7 6 1 8 3 5],800128,[2 1 8 7 3 6 5 9 0 4],607829,[1 7 0 6 3 4 2 9 8 5],1103047,[3 0 4 9 1 2 6 5 8 7]
60,365366,[1 0 2 6 5 8 7 4 3 9],1867499,[5 1 3 6 8 4 2 9 7 0],553614,[1 5 7 8 9 3 2 0 4 6],440085,[1 2 9 4 3 5 8 6 7 0],1037165,[2 8 6 7 4 0 1 9 5 3]
61,37819,[0 1 9 5 6 2 8 3 7 4],1798433,[4 9 5 7 6 8 2 3 1 0],708241,[1 9 5 4 7 0 2 3 8 6],447261,[1 3 0 8 4 2 9 6 7 5],1216805,[3 4 1 6 0 2 5 9 8 7]
62,216764,[0 6 4 1 2 5 9 7 3 8],1720222,[4 7 6 2 1 0 9 8 3 5],526228,[1 5 0 4 9 3 2 8 6 7],402124,[1 0 9 7 5 2 3 8 4 6],1199772,[3 2 8 0 5 1 7 4 6 9]
63,42635,[0 2 1 6 4 5 7 9 8 3],1811879,[4 9 8 3 2 7 6 5 1 0],511374,[1 4 7 5 2 6 3 0 8 9],480410,[1 3 9 4 2 6 0 7 5 8],1123919,[3 0 8 9 7 6 5 4 2 1]
64,207944,[0 6 2 3 8 9 4 5 1 7],1749115,[4 8 3 0 2 9 7 1 6 5],441465,[1 2 9 6 0 8 4 5 7 3],546528,[1 5 6 4 0 7 2 3 8 9],1203433,[3 2 8 7 4 6 0 1 9 5]
65,205146,[0 6 1 7 9 4 8 2 3 5],1785044,[4 9 2 1 3 5 8 6 0 7],795937,[2 1 7 9 4 8 0 3 6 5],370502,[1 0 3 6 7 5 8 4 2 9],1061279,[2 9 3 5 8 7 6 4 1 0]
66,290511,[0 8 2 6 4 9 5 3 7 1],1534351,[4 2 0 6 1 5 7 3 9 8],767482,[2 1 0 4 9 7 5 8 3 6],588318,[1 6 5 8 0 7 3 2 4 9],1027791,[2 8 4 9 3 7 5 1 6 0]
67,279845,[0 7 9 4 6 1 2 8 5 3],1861462,[5 1 2 4 6 0 9 8 3 7],631331,[1 7 6 2 9 0 4 8 5 3],641187,[1 7 9 2 5 3 0 6 8 4],1147124,[3 1 5 7 2 4 9 6 0 8]
68,158379,[0 4 9 3 8 7 1 5 6 2],1687101,[4 6 8 7 1 0 9 3 5 2],515333,[1 4 8 2 7 5 0 9 6 3],611089,[1 7 2 3 8 5 0 4 9 6],1247440,[3 4 9 5 6 1 7 8 0 2]
69,169969,[0 5 2 8 1 6 3 4 9 7],1547945,[4 2 5 0 9 6 7 8 3 1],729172,[2 0 1 7 8 5 3 9 4 6],487361,[1 4 0 7 9 3 6 8 5 2],1029484,[2 8 5 1 9 0 3 7 4 6]
70,279292,[0 7 9 3 8 4 1 6 2 5],1825804,[5 0 3 2 9 1 4 8 6 7],752735,[2 0 7 4 5 8 9 6 3 1],628122,[1 7 5 6 3 2 9 0 4 8],1130218,[3 1 0 4 8 6 5 9 2 7]
71,181611,[0 5 6 1 3 7 2 8 9 4],1705626,[4 7 2 3 9 5 8 0 1 6],771881,[2 1 3 4 0 6 8 9 7 5],570456,[1 6 2 3 4 9 0 5 7 8],1136002,[3 1 2 5 8 7 4 9 0 6]
72,102215,[0 3 6 2 9 7 8 5 4 1],1645833,[4 5 8 3 9 1 2 6 7 0],542894,[1 5 4 8 0 2 7 6 3 9],425261,[1 2 6 4 7 9 0 8 5 3],1139695,[3 1 4 0 9 6 5 2 8 7]
73,283680,[0 8 1 4 2 3 5 6 7 9],1863278,[5 1 2 7 9 3 6 4 0 8],684492,[1 8 9 6 5 0 4 2 3 7],623898,[1 7 4 8 5 0 9 2 3 6],1166601,[3 1 9 5 2 7 4 6 8 0]
74,304022,[0 8 5 3 2 6 7 4 1 9],1729723,[4 7 9 1 3 2 8 0 6 5],499975,[1 4 5 2 6 7 3 0 9 8],420826,[1 2 5 6 4 9 3 8 0 7],1134151,[3 1 2 0 5 6 7 4 9 8]
75,212351,[0 6 3 1 9 5 8 7 4 2],1725673,[4 7 8 2 6 5 0 1 9 3],518610,[1 4 8 9 2 6 7 0 3 5],312585,[0 8 7 1 2 9 4 5 6 3],1243626,[3 4 8 7 1 5 9 0 2 6]
76,363322,[1 0 2 3 7 8 5 9 4 6],1582083,[4 3 1 9 5 0 2 7 8 6],722372,[1 9 8 3 2 6 7 4 0 5],628677,[1 7 5 8 0 9 6 3 4 2],1057559,[2 9 1 7 6 8 5 4 3 0]
77,172689,[0 5 3 2 9 1 6 7 8 4],1621483,[4 5 1 8 0 3 9 2 7 6],442314,[1 2 9 7 3 8 6 0 4 5],427663,[1 2 6 8 9 7 3 0 5 4],1322388,[3 6 8 2 5 9 4 0 1 7]
78,207472,[0 6 2 3 1 9 7 8 4 5],1721325,[4 7 6 3 8 1 9 2 5 0],562941,[1 5 9 6 8 0 7 3 4 2],332753,[0 9 3 1 2 8 6 7 5 4],1113455,[3 0 6 9 4 7 8 5 2 1]
79,365054,[1 0 2 6 3 4 8 7 5 9],1832966,[5 0 4 7 8 6 3 2 1 9],621999,[1 7 4 3 9 2 6 5 8 0],323152,[0 9 1 2 7 8 5 6 3 4],1171925,[3 2 0 6 8 1 4 9 7 5]
80,166921,[0 5 2 1 9 3 4 6 8 7],1545202,[4 2 3 7 0 8 5 9 1 6],704227,[1 9 4 7 0 5 8 2 6 3],646704,[1 8 0 4 3 5 2 6 7 9],1147737,[3 1 5 8 0 6 4 7 9 2]
81,322807,[0 9 1 2 5 3 6 4 8 7],1571636,[4 2 9 7 6 8 5 1 0 3],793358,[2 1 7 4 9 3 6 5 0 8],571802,[1 6 2 5 3 0 4 8 7 9],1269794,[3 5 4 9 6 7 0 2 1 8]
82,302206,[0 8 4 9 6 2 7 5 1 3],1645552,[4 5 8 3 2 9 6 7 0 1],781590,[2 1 5 0 7 4 6 3 8 9],350770,[0 9 6 5 2 1 4 8 3 7],1100169,[3 0 4 5 1 2 7 8 9 6]
83,54081,[0 2 4 8 1 7 5 6 9 3],1752402,[4 8 3 6 9 1 7 0 2 5],686171,[1 9 0 3 2 4 6 8 7 5],481145,[1 3 9 5 2 6 7 8 4 0],1272450,[3 5 6 4 1 8 9 0 2 7]
84,265573,[0 7 5 6 9 1 4 2 8 3],1542354,[4 2 3 0 1 9 8 5 6 7],479712,[1 3 9 2 4 7 0 5 6 8],476969,[1 3 8 6 4 7 5 9 2 0],1340407,[3 7 1 9 6 0 4 2 8 5]
85,364280,[1 0 2 4 9 7 5 6 3 8],1678622,[4 6 7 0 3 5 8 2 1 9],547914,[1 5 6 7 9 8 4 0 2 3],407467,[1 2 0 8 9 5 7 3 6 4],1013569,[2 8 1 0 7 5 3 4 9 6]
86,94461,[0 3 4 8 2 1 9 6 7 5],1582042,[4 3 1 9 2 7 5 8 0 6],796471,[2 1 8 0 4 5 6 3 9 7],588229,[1 6 5 7 9 8 3 0 4 2],1301441,[3 6 2 1 7 4 8 9 5 0]
87,264421,[0 7 5 4 2 6 8 1 9 3],1777951,[4 9 0 7 3 2 5 1 8 6],529377,[1 5 2 0 4 7 6 8 9 3],481875,[1 3 9 6 2 7 0 5 8 4],1355324,[3 7 5 9 2 1 8 4 0 6]
88,202571,[0 6 1 3 5 2 7 9 8 4],1859977,[5 1 2 0 4 9 3 6 8 7],790781,[2 1 6 9 3 8 0 7 5 4],584937,[1 6 5 0 4 7 3 8 9 2],1301775,[3 6 2 4 0 1 8 7 9 5]
89,315223,[0 8 7 4 6 9 2 1 5 3],1660834,[4 6 1 5 8 2 3 9 0 7],727412,[2 0 1 5 4 8 9 6 3 7],313054,[0 8 7 1 6 5 9 4 2 3],1305898,[3 6 4 0 8 5 2 9 1 7]
90,269215,[0 7 6 3 9 4 2 1 8 5],1523699,[4 1 8 3 2 6 5 9 7 0],794679,[2 1 7 6 8 3 5 4 9 0],517649,[1 4 8 6 9 5 3 7 2 0],1092246,[3 0 1 8 2 4 6 5 7 9]
91,25081,[0 1 6 9 8 2 3 4 7 5],1615393,[4 5 0 6 7 8 1 2 9 3],442604,[1 2 9 7 6 3 8 4 0 5],374319,[1 0 4 3 9 5 7 6 8 2],1008895,[2 8 0 3 4 6 5 1 9 7]
92,15913,[0 1 5 3 2 8 4 6 9 7],1764890,[4 8 7 1 2 5 0 6 3 9],478039,[1 3 8 7 9 5 2 0 6 4],473303,[1 3 7 9 4 0 8 6 5 2],1196804,[3 2 7 5 1 4 9 6 0 8]
93,53963,[0 2 4 7 9 6 3 8 5 1],1529005,[4 1 9 3 6 7 5 0 8 2],486629,[1 4 0 6 9 3 2 8 7 5],619411,[1 7 3 9 2 6 8 0 5 4],1285522,[3 5 9 0 4 7 2 8 1 6]
94,72065,[0 2 8 4 1 6 7 9 5 3],1714356,[4 7 5 1 0 3 8 2 6 9],649069,[1 8 0 7 4 9 5 2 6 3],501031,[1 4 5 3 9 2 6 0 8 7],1066777,[2 9 4 6 5 8 0 1 7 3]
95,255692,[0 7 3 8 1 6 9 4 2 5],1635732,[4 5 6 3 9 0 7 1 2 8],665072,[1 8 4 9 6 2 3 5 0 7],636054,[1 7 8 2 4 5 3 0 6 9],1231671,[3 4 6 2 7 9 5 1 8 0]
96,363352,[1 0 2 3 7 9 6 8 4 5],1595904,[4 3 6 7 5 1 0 2 8 9],721044,[1 9 8 0 4 6 5 2 3 7],531540,[1 5 2 6 3 7 8 0 4 9],1078157,[2 9 6 8 3 5 0 7 4 1]
97,74453,[0 2 8 7 4 5 1 9 6 3],1689696,[4 6 9 1 7 8 0 2 3 5],791800,[2 1 7 0 8 4 6 9 3 5],527426,[1 5 0 7 6 3 2 8 4 9],1310361,[3 6 4 9 8 5 1 2 7 0]
98,229152,[0 6 7 4 2 8 1 3 5 9],1619327,[4 5 1 3 0 6 9 8 7 2],799099,[2 1 8 5 9 0 7 3 6 4],631877,[1 7 6 3 5 8 0 9 4 2],1252091,[3 5 0 6 1 2 7 9 8 4]
99,201259,[0 5 9 8 4 1 7 2 6 3],1773490,[4 8 9 7 1 0 3 6 2 5],688342,[1 9 0 6 2 3 8 7 4 5],571613,[1 6 2 4 9 5 0 8 7 3],1052225,[2 9 0 7 4 5 6 8 3 1]
100,43791,[0 2 1 7 8 9 5 4 6 3],1732593,[4 7 9 6 2 1 3 5 8 0],666544,[1 8 5 2 7 4 6 9 0 3],399294,[1 0 9 3 6 5 4 2 7 8],1080009,[2 9 7 3 0 1 5 6 8 4]
1,49951,[0 2 3 9 5 4 6 1 8 7],1635154,[4 5 6 3 0 2 7 9 1 8],663005,[1 8 4 5 9 0 2 7 6 3],306946,[0 8 5 9 2 7 3 6 1 4],1010751,[2 8 0 5 7 9 4 3 6 1]
2,245452,[0 7 1 6 9 4 2 8 3 5],1764408,[4 8 7 0 5 3 1 2 6 9],544565,[1 5 6 0 4 2 3 9 8 7],644099,[1 7 9 6 4 3 2 8 5 0],1340418,[3 7 1 9 6 0 8 2 4 5]
3,160168,[0 4 9 7 3 6 5 8 1 2],1661281,[4 6 1 7 3 0 2 5 9 8],686146,[1 9 0 2 8 7 4 6 3 5],500515,[1 4 5 3 0 9 8 2 7 6],1135503,[3 1 2 5 0 7 8 6 9 4]
4,235413,[0 6 8 5 9 4 7 2 3 1],1701731,[4 7 1 6 5 0 3 9 8 2],793825,[2 1 7 5 6 3 0 4 9 8],583624,[1 6 4 8 5 3 7 9 0 2],1111924,[3 0 6 7 4 1 2 9 5 8]
5,164326,[0 5 1 7 3 4 9 8 2 6],1596578,[4 3 6 8 2 9 0 5 1 7],710388,[1 9 5 8 4 7 3 0 2 6],460176,[1 3 5 4 0 9 2 6 7 8],1349000,[3 7 4 6 5 8 1 2 0 9]
6,293188,[0 8 3 2 4 5 1 9 6 7],1609777,[4 3 9 2 7 8 0 1 6 5],660696,[1 8 4 0 6 9 2 3 5 7],428361,[1 2 6 9 8 5 3 4 7 0],1190521,[3 2 6 1 7 0 4 5 9 8]
7,45336,[0 2 1 9 8 7 3 4 5 6],1541925,[4 2 1 9 6 3 8 5 7 0],529345,[1 5 2 0 4 6 3 7 9 8],631521,[1 7 6 3 0 8 4 5 9 2],1088635,[2 9 8 7 6 5 4 0 3 1]
8,303645,[0 8 5 2 7 3 9 4 6 1],1857625,[5 1 0 7 2 4 3 6 9 8],721905,[1 9 8 2 5 7 3 4 6 0],314742,[0 8 7 4 1 9 3 2 5 6],1045507,[2 8 9 4 0 5 7 1 6 3]
9,108672,[0 3 7 5 9 6 1 2 4 8],1555589,[4 2 6 7 5 1 0 9 8 3],480543,[1 3 9 4 5 6 7 2 8 0],493384,[1 4 2 9 3 6 7 8 0 5],1095793,[3 0 2 5 9 7 1 4 8 6]
