100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,1544389,[4 2 3 5 9 8 6 0 7 1],910867,[2 5 6 8 0 4 9 1 7 3],866754,[2 4 5 9 7 8 6 0 1 3],420044,[1 2 5 4 6 3 9 7 0 8],30461,[0 1 8 2 4 9 3 7 6 5]
41,2238342,[6 1 5 0 8 9 3 2 4 7],1225095,[3 4 5 0 7 1 8 6 9 2],1812195,[4 9 8 3 7 5 0 2 6 1],2635730,[7 2 3 9 6 4 0 5 1 8],2061689,[5 7 1 0 4 8 6 9 3 2]
42,1225412,[3 4 5 0 9 7 8 2 1 6],2080026,[5 7 4 6 9 2 8 0 1 3],1765058,[4 8 7 1 3 9 0 5 2 6],1574095,[4 3 0 5 2 7 6 1 9 8],2256513,[6 1 9 7 0 3 4 5 8 2]
43,197105,[0 5 9 1 7 4 6 8 3 2],2974330,[8 1 7 2 0 3 5 9 4 6],1286573,[3 5 9 1 8 4 0 7 6 2],3404459,[9 3 4 5 2 6 1 8 7 0],523671,[1 4 9 8 2 7 5 3 6 0]
44,205101,[0 6 1 7 9 2 8 4 5 3],3395273,[9 3 1 6 5 8 4 7 2 0],369776,[1 0 3 5 7 6 4 8 2 9],2185779,[6 0 2 7 8 9 1 4 5 3],1883133,[5 1 7 6 3 8 9 2 4 0]
45,1717331,[4 7 5 8 1 0 3 9 6 2],839494,[2 3 8 5 9 6 7 4 0 1],3158367,[8 6 2 5 4 7 3 1 9 0],3323316,[9 1 4 3 7 2 6 0 5 8],1674692,[4 6 5 1 9 7 8 2 0 3]
46,2356319,[6 4 3 5 7 9 8 2 1 0],2362467,[6 4 5 8 1 2 0 7 9 3],3499585,[9 5 7 2 4 1 0 3 8 6],885835,[2 4 9 7 1 8 6 0 5 3],3440222,[9 4 2 6 0 5 7 3 1 8]
47,3559151,[9 7 2 1 3 5 8 6 4 0],3541737,[9 6 7 5 0 3 2 4 8 1],3119491,[8 5 2 9 4 6 7 0 3 1],1513771,[4 1 6 3 5 8 9 0 7 2],1859450,[5 1 0 9 6 4 2 7 3 8]
48,2777358,[7 5 9 0 3 6 2 1 4 8],1627467,[4 5 2 9 3 1 0 7 8 6],1125624,[3 0 9 4 5 2 1 6 7 8],3181732,[8 6 9 2 0 4 1 7 3 5],1120684,[3 0 8 4 6 1 2 9 5 7]
49,160307,[0 4 9 7 5 8 2 6 3 1],1228062,[3 4 5 7 6 9 1 0 2 8],2138598,[5 9 0 3 2 7 4 1 6 8],602487,[1 6 9 4 7 5 3 2 8 0],425947,[1 2 6 5 7 4 9 0 8 3]
50,1717180,[4 7 5 6 9 8 0 3 1 2],1087487,[2 9 8 6 3 1 7 5 4 0],2078836,[5 7 4 3 1 8 0 9 2 6],730589,[2 0 1 9 7 4 3 8 6 5],2709033,[7 4 1 5 6 2 3 8 9 0]
51,2467721,[6 8 1 5 3 2 7 9 4 0],285141,[0 8 1 6 2 3 9 5 7 4],1473939,[4 0 6 5 1 9 2 7 8 3],3626659,[9 8 7 4 0 1 6 2 5 3],2126959,[5 8 7 0 1 6 3 2 9 4]
52,955083,[2 6 7 4 5 0 1 8 9 3],32383,[0 1 8 4 9 7 3 2 6 5],1054696,[2 9 1 3 8 0 6 7 4 5],3415140,[9 3 6 5 1 4 7 0 2 8],44139,[0 2 1 8 4 9 3 6 7 5]
53,775489,[2 1 3 9 0 6 4 5 8 7],1414637,[3 9 0 6 7 5 1 8 4 2],1148884,[3 1 5 9 7 0 2 8 4 6],2668463,[7 3 1 5 2 0 9 8 6 4],2112807,[5 8 3 1 4 7 6 2 9 0]
54,3599415,[9 8 2 1 3 0 6 5 7 4],1215812,[3 4 1 2 7 8 9 5 0 6],3204365,[8 7 3 6 4 0 1 9 5 2],1012938,[2 8 0 9 7 1 6 3 4 5],50469,[0 2 4 1 3 7 9 6 8 5]
55,400248,[1 0 9 4 8 5 2 3 6 7],2470658,[6 8 2 1 4 9 0 5 3 7],2565879,[7 0 6 1 8 3 5 4 9 2],762132,[2 0 9 3 6 1 7 4 5 8],3448642,[9 4 5 1 7 6 2 8 0 3]
56,1979906,[5 4 0 8 9 2 1 6 3 7],1188036,[3 2 5 8 0 4 7 1 6 9],156648,[0 4 9 1 6 5 2 3 7 8],211177,[0 6 2 9 3 8 1 4 7 5],1438718,[3 9 6 4 1 2 7 5 0 8]
57,4000,[0 1 2 8 6 4 7 9 3 5],378527,[1 0 5 2 8 4 9 7 6 3],706701,[1 9 5 2 6 0 8 4 7 3],2834654,[7 8 2 4 0 1 6 5 3 9],1980660,[5 4 0 9 8 3 6 1 2 7]
58,1733945,[4 8 0 1 3 6 7 9 5 2],980174,[2 7 3 5 4 0 8 6 1 9],2338465,[6 3 9 8 7 1 0 2 5 4],3332060,[9 1 6 0 8 2 7 4 3 5],1737518,[4 8 0 7 2 3 6 5 1 9]
59,2216199,[6 0 9 7 1 3 5 4 8 2],1135808,[3 1 2 5 7 0 6 8 4 9],2091846,[5 7 9 0 3 1 4 2 6 8],2987580,[8 2 0 7 4 5 6 1 3 9],3566515,[9 7 3 5 2 8 6 0 4 1]
60,1514146,[4 1 6 3 9 8 2 7 0 5],3502375,[9 5 7 8 2 3 1 0 6 4],314341,[0 8 7 3 5 4 6 1 9 2],3398297,[9 3 2 1 8 0 6 7 5 4],366712,[1 0 2 8 4 9 6 7 3 5]
61,266546,[0 7 5 9 2 3 1 6 4 8],1841689,[5 0 7 3 9 4 1 2 8 6],526168,[1 5 0 4 8 7 6 9 2 3],1245476,[3 4 9 0 7 8 6 2 1 5],2458585,[6 7 9 5 4 1 0 2 8 3]
62,1761935,[4 8 6 5 0 7 9 3 2 1],1500645,[4 1 2 8 3 5 9 6 7 0],3065801,[8 4 0 3 1 5 7 9 6 2],3550871,[9 7 0 4 6 3 8 5 2 1],3475808,[9 5 1 6 4 0 3 7 2 8]
63,1072207,[2 9 5 7 1 0 4 3 8 6],234992,[0 6 8 5 3 2 4 7 1 9],1522804,[4 1 8 2 0 3 5 9 6 7],607569,[1 7 0 5 9 2 4 6 8 3],1995986,[5 4 6 0 2 3 1 8 7 9]
64,2857574,[7 8 6 9 5 0 3 2 1 4],731667,[2 0 3 4 5 6 1 8 9 7],415359,[1 2 4 5 9 3 7 6 8 0],1787394,[4 9 2 6 3 8 7 0 1 5],1325416,[3 6 8 9 7 0 4 5 1 2]
65,2270121,[6 2 3 4 9 7 1 5 8 0],3208785,[8 7 4 5 3 9 1 2 6 0],396504,[1 0 8 6 7 3 2 4 5 9],2638835,[7 2 4 6 0 3 5 9 8 1],752848,[2 0 7 4 6 8 5 9 1 3]
66,1429184,[3 9 4 5 8 7 1 2 0 6],1204954,[3 2 9 0 6 4 5 8 1 7],805955,[2 1 9 8 4 3 5 7 6 0],2715690,[7 4 2 8 6 5 9 0 1 3],2633650,[7 2 3 5 9 0 4 8 1 6]
67,2145553,[5 9 1 6 8 4 0 2 7 3],2440673,[6 7 4 1 8 9 3 5 2 0],391860,[1 0 7 8 3 5 6 2 4 9],557794,[1 5 8 6 7 2 3 9 0 4],1223204,[3 4 2 7 9 1 8 5 0 6]
68,1127981,[3 0 9 7 5 8 1 6 4 2],250239,[0 7 2 6 5 3 8 4 9 1],2500414,[6 9 0 1 7 5 8 4 2 3],3304900,[9 0 8 6 1 7 2 5 3 4],835349,[2 3 7 8 1 4 0 9 6 5]
69,356498,[0 9 7 6 1 8 2 4 3 5],2529969,[6 9 5 8 7 0 2 3 4 1],3175465,[8 6 7 0 3 2 1 4 9 5],2207561,[6 0 8 1 2 4 7 9 5 3],3588879,[9 8 0 1 5 3 6 4 7 2]
70,1376264,[3 8 1 0 5 9 4 6 2 7],3584674,[9 7 8 1 5 2 3 6 0 4],291713,[0 8 2 9 1 7 5 6 4 3],1807274,[4 9 7 5 0 6 1 3 2 8],2200483,[6 0 5 7 2 3 9 1 8 4]
71,772290,[2 1 3 4 7 8 9 0 5 6],3107219,[8 5 0 4 6 3 2 9 7 1],2986394,[8 2 0 5 7 6 1 4 3 9],1929120,[5 2 8 7 3 0 1 4 6 9],1473207,[4 0 6 3 1 8 7 5 9 2]
72,210189,[0 6 2 7 9 4 8 3 5 1],339936,[0 9 4 5 1 8 2 3 6 7],1484575,[4 0 8 5 9 3 2 1 7 6],1493522,[4 1 0 5 6 2 3 8 7 9],3603350,[9 8 2 7 4 6 3 1 0 5]
73,3496269,[9 5 6 4 8 2 7 1 3 0],3321090,[9 1 3 8 5 6 7 0 2 4],3384726,[9 2 8 5 0 1 4 3 6 7],2539498,[6 9 8 7 0 3 2 5 1 4],579907,[1 6 4 0 5 7 9 2 8 3]
74,3102861,[8 4 9 5 3 0 7 2 6 1],2879406,[7 9 3 2 1 0 5 4 6 8],1273236,[3 5 6 7 2 1 8 0 4 9],3370583,[9 2 5 7 3 0 8 6 4 1],2227659,[6 1 2 9 8 7 0 4 5 3]
75,2990493,[8 2 1 4 5 7 9 3 6 0],3543951,[9 6 8 1 0 7 4 3 5 2],2231114,[6 1 3 7 8 5 0 4 2 9],2944950,[8 1 0 4 3 5 6 2 7 9],456334,[1 3 4 6 8 7 9 5 0 2]
76,3057828,[8 3 7 5 9 6 2 0 1 4],3199743,[8 7 2 9 0 4 5 3 6 1],3350631,[9 2 0 7 5 8 4 3 6 1],64967,[0 2 6 9 3 4 8 7 5 1],280413,[0 7 9 5 3 6 8 2 4 1]
77,1861098,[5 1 2 3 9 0 8 4 6 7],1947642,[5 3 2 6 0 4 9 1 7 8],721299,[1 9 8 0 6 7 2 4 5 3],1875272,[5 1 6 0 7 3 4 8 2 9],311772,[0 8 6 9 1 2 5 3 4 7]
78,3442643,[9 4 3 0 5 7 2 8 6 1],2797798,[7 6 3 0 8 9 5 4 1 2],432545,[1 2 7 8 6 4 5 9 3 0],2779710,[7 5 9 3 6 1 2 0 4 8],2809157,[7 6 5 2 4 8 0 9 3 1]
79,3159585,[8 6 2 9 1 7 3 4 5 0],1783451,[4 9 1 8 0 2 5 7 6 3],1581076,[4 3 1 7 9 6 0 8 2 5],396771,[1 0 8 7 2 5 3 6 9 4],2730724,[7 4 6 8 5 0 1 9 2 3]
80,3441080,[9 4 2 7 1 6 3 5 0 8],1632867,[4 5 3 9 8 1 0 6 7 2],2642595,[7 2 5 3 1 8 0 6 9 4],2347482,[6 4 1 8 3 2 9 0 5 7],600356,[1 6 9 0 7 8 5 3 2 4]
81,1185633,[3 2 5 1 8 4 6 7 9 0],3069814,[8 4 1 0 6 7 9 5 2 3],367419,[1 0 2 9 4 8 3 6 7 5],977450,[2 7 1 9 5 4 0 6 3 8],141264,[0 4 6 1 3 5 2 7 8 9]
82,2706401,[7 4 0 9 8 2 5 6 3 1],2888984,[7 9 5 1 3 8 2 4 0 6],1473396,[4 0 6 3 5 2 8 1 7 9],1182747,[3 2 4 7 8 1 0 6 9 5],1647547,[4 5 8 9 1 3 7 0 6 2]
83,3225648,[8 9 0 1 2 5 3 4 6 7],494223,[1 4 3 0 6 7 8 5 9 2],2358274,[6 4 3 9 2 1 5 8 0 7],2899153,[7 9 8 1 4 5 0 2 6 3],2154017,[5 9 3 2 7 0 6 8 4 1]
84,1914740,[5 2 4 9 3 0 8 6 1 7],2599713,[7 1 4 8 6 2 3 5 9 0],445661,[1 3 0 5 9 8 2 7 6 4],1126984,[3 0 9 6 2 5 7 8 1 4],1725877,[4 7 8 3 0 2 6 1 9 5]
85,697782,[1 9 3 5 0 8 4 2 6 7],552622,[1 5 7 6 4 0 9 8 2 3],33223,[0 1 8 6 2 9 4 3 7 5],2814079,[7 6 8 2 3 5 1 0 9 4],1349939,[3 7 4 8 9 2 1 6 5 0]
86,519808,[1 4 9 0 8 6 5 7 2 3],2365113,[6 4 7 1 9 2 3 5 8 0],3604777,[9 8 3 1 5 7 0 2 6 4],544049,[1 5 4 9 6 7 3 8 2 0],515074,[1 4 8 2 5 3 6 9 0 7]
87,544455,[1 5 6 0 3 2 8 7 9 4],1157057,[3 1 7 6 0 2 8 9 5 4],3497091,[9 5 6 8 0 3 1 4 7 2],1584156,[4 3 2 5 1 6 8 0 7 9],2579888,[7 0 9 8 2 1 4 5 3 6]
88,1676492,[4 6 5 7 2 8 9 1 0 3],2937869,[8 0 7 9 3 2 1 6 5 4],1454150,[4 0 1 6 7 9 5 3 2 8],3297178,[9 0 7 2 4 5 3 8 1 6],3492695,[9 5 4 8 7 3 6 2 1 0]
89,165089,[0 5 1 8 3 7 6 9 4 2],2802101,[7 6 3 9 5 8 0 4 2 1],1900199,[5 2 1 0 3 9 8 7 6 4],669644,[1 8 5 9 0 3 7 4 2 6],3254907,[8 9 5 6 4 1 0 3 7 2]
90,234329,[0 6 8 4 3 7 5 9 2 1],1268598,[3 5 4 7 9 6 1 0 2 8],1863934,[5 1 2 8 7 6 9 4 0 3],1485765,[4 0 8 7 5 2 9 3 6 1],2710847,[7 4 1 9 0 3 8 6 5 2]
91,282264,[0 8 1 2 3 5 4 6 7 9],3374511,[9 2 6 4 7 8 3 1 5 0],1401294,[3 8 7 0 2 5 4 1 6 9],3273590,[9 0 2 5 6 8 4 3 1 7],579445,[1 6 3 9 7 5 4 0 8 2]
92,1061237,[2 9 3 5 8 6 0 7 4 1],721899,[1 9 8 2 5 7 0 4 6 3],2596628,[7 1 4 2 5 6 9 3 0 8],2278142,[6 2 5 0 1 7 8 4 3 9],1440034,[3 9 6 7 0 2 4 8 1 5]
93,3546700,[9 6 8 4 7 5 0 3 1 2],882450,[2 4 9 0 6 7 8 1 3 5],2270616,[6 2 3 5 7 9 0 1 4 8],593156,[1 6 7 5 8 9 4 2 0 3],770503,[2 1 0 9 3 8 5 4 7 6]
94,435473,[1 2 8 4 7 9 5 6 3 0],2857217,[7 8 6 9 2 0 4 5 3 1],301597,[0 8 4 7 9 2 5 1 6 3],1868981,[5 1 3 8 7 9 0 6 4 2],837383,[2 3 8 1 0 4 9 7 6 5]
95,1277842,[3 5 7 4 8 6 1 9 0 2],2565524,[7 0 6 1 3 4 9 5 2 8],145416,[0 4 6 8 9 7 1 2 3 5],2803369,[7 6 4 1 5 3 0 2 9 8],2260189,[6 2 0 5 1 9 7 3 8 4]
96,476407,[1 3 8 5 7 0 4 2 9 6],1413731,[3 9 0 5 6 1 4 8 7 2],2375195,[6 4 9 1 8 2 3 7 5 0],2713659,[7 4 2 3 9 8 0 5 6 1],2214682,[6 0 9 3 8 5 2 7 1 4]
97,153204,[0 4 8 3 7 6 5 1 2 9],1063543,[2 9 4 0 1 8 5 3 7 6],243749,[0 7 1 4 6 3 2 9 8 5],966525,[2 6 9 7 3 1 8 4 5 0],859907,[2 4 3 7 1 9 5 8 6 0]
98,968332,[2 7 0 1 9 5 3 8 4 6],2016716,[5 6 0 1 9 8 7 3 2 4],1215930,[3 4 1 2 8 7 9 0 5 6],1617065,[4 5 0 8 9 3 6 7 2 1],2900147,[7 9 8 2 6 5 1 4 3 0]
99,1563781,[4 2 8 1 9 5 6 0 7 3],1502792,[4 1 3 2 5 6 7 8 0 9],459274,[1 3 5 0 9 4 6 8 2 7],3175745,[8 6 7 0 5 3 4 9 2 1],1515546,[4 1 6 7 9 3 8 0 2 5]
100,288147,[0 8 2 3 4 5 1 7 9 6],1323821,[3 6 8 5 4 9 0 7 2 1],2352412,[6 4 2 8 1 5 0 9 3 7],607626,[1 7 0 5 9 4 8 2 3 6],2669842,[7 3 1 8 0 6 4 9 2 5]
1,210765,[0 6 2 8 7 3 9 4 5 1],3550594,[9 7 0 4 3 2 5 8 1 6],3405443,[9 3 4 6 7 5 1 8 2 0],328041,[0 9 2 1 6 7 4 5 8 3],2217018,[6 0 9 8 2 1 7 3 4 5]
2,2431170,[6 7 2 3 5 8 9 0 1 4],2102695,[5 8 1 2 4 6 3 0 9 7],619076,[1 7 3 8 6 9 5 2 0 4],1837672,[5 0 6 7 2 9 4 8 1 3],1574365,[4 3 0 5 7 8 6 1 9 2]
3,2420860,[6 7 0 3 2 9 1 8 4 5],528635,[1 5 0 9 3 4 6 8 7 2],1578960,[4 3 1 5 0 2 6 7 8 9],974170,[2 7 1 4 0 3 6 9 5 8],1160606,[3 1 8 2 9 6 5 4 0 7]
4,2412844,[6 5 8 7 1 0 2 9 3 4],1183935,[3 2 4 9 5 0 7 6 8 1],1944309,[5 3 1 8 4 6 9 2 7 0],2424013,[6 7 0 9 5 1 4 2 8 3],2122804,[5 8 6 1 3 0 2 9 4 7]
5,944890,[2 6 4 5 3 0 7 9 1 8],565906,[1 6 0 3 9 8 4 7 2 5],2721242,[7 4 3 9 5 0 1 6 2 8],2430269,[6 7 2 1 4 3 0 9 8 5],1235825,[3 4 7 1 5 6 8 9 2 0]
6,2257532,[6 1 9 8 3 5 7 2 0 4],1634486,[4 5 6 2 0 8 7 3 1 9],3618164,[9 8 5 7 1 2 6 3 0 4],2133136,[5 8 9 1 6 0 4 7 2 3],2152409,[5 9 3 0 4 7 6 8 2 1]
7,1087615,[2 9 8 6 4 3 1 0 7 5],1964608,[5 3 7 8 4 6 2 9 0 1],1298771,[3 6 1 7 9 0 4 8 5 2],875641,[2 4 7 8 1 0 3 5 9 6],584667,[1 6 5 0 2 4 3 8 9 7]
8,1301429,[3 6 2 1 7 4 0 9 8 5],665242,[1 8 4 9 7 5 2 6 0 3],3504448,[9 5 8 2 1 6 4 7 0 3],2926680,[8 0 5 6 9 1 2 3 4 7],3513949,[9 6 1 2 4 8 5 0 7 3]
