100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,3643,[5 0 2 6 1 4 3],436,[0 4 5 1 6 2 3],4036,[5 3 4 0 6 1 2],4264,[5 6 2 3 4 0 1]
19,3818,[5 1 6 0 3 2 4],2483,[3 2 5 1 6 4 0],3387,[4 5 1 0 3 6 2],4000,[5 3 1 4 6 0 2]
20,4863,[6 4 2 3 1 5 0],3785,[5 1 3 4 6 2 0],4349,[6 0 2 1 5 4 3],4577,[6 2 0 4 5 3 1]
21,648,[0 6 3 1 2 4 5],983,[1 3 0 6 5 4 2],4501,[6 1 3 4 0 5 2],1659,[2 1 6 0 4 5 3]
22,25,[0 1 3 2 4 6 5],2791,[3 6 1 2 0 5 4],3927,[5 2 4 3 1 6 0],2480,[3 2 5 1 4 0 6]
23,4713,[6 3 1 2 4 5 0],275,[0 3 2 4 6 5 1],3872,[5 2 1 3 4 0 6],4163,[5 4 3 1 6 2 0]
24,3836,[5 1 6 4 2 0 3],2396,[3 1 6 5 2 0 4],973,[1 3 0 5 2 6 4],4651,[6 2 4 5 0 3 1]
25,659,[0 6 3 2 5 4 1],137,[0 2 1 5 6 4 3],1530,[2 0 5 6 1 3 4],76,[0 1 5 2 6 3 4]
26,1403,[1 6 4 2 5 3 0],400,[0 4 2 5 6 1 3],4325,[6 0 1 2 5 4 3],2495,[3 2 5 6 4 1 0]
27,720,[1 0 2 3 4 5 6],1963,[2 5 1 6 0 4 3],4474,[6 1 2 3 5 0 4],4991,[6 5 2 4 3 1 0]
28,2101,[2 6 3 4 0 5 1],3815,[5 1 4 6 3 2 0],2536,[3 4 0 5 6 1 2],1411,[1 6 4 5 0 3 2]
29,1070,[1 3 6 4 2 0 5],2329,[3 1 4 0 2 6 5],465,[0 4 6 2 3 5 1],4806,[6 4 0 2 1 3 5]
30,2741,[3 5 6 0 4 2 1],732,[1 0 2 5 3 4 6],1762,[2 3 5 1 6 0 4],4770,[6 3 4 5 0 1 2]
31,3018,[4 1 0 6 2 3 5],2846,[3 6 4 2 1 0 5],2382,[3 1 6 2 0 4 5],964,[1 3 0 2 6 4 5]
32,4665,[6 2 5 1 3 4 0],1105,[1 4 2 0 3 6 5],4742,[6 3 2 4 1 0 5],3204,[4 2 5 3 0 1 6]
33,144,[0 2 3 1 4 5 6],2101,[2 6 3 4 0 5 1],3894,[5 2 3 1 0 4 6],661,[0 6 3 4 1 5 2]
34,3400,[4 5 1 3 6 0 2],494,[0 5 1 4 3 2 6],3165,[4 2 1 6 3 5 0],4310,[5 6 4 2 1 0 3]
35,4404,[6 0 4 3 1 2 5],303,[0 3 4 5 2 6 1],289,[0 3 4 1 2 6 5],3551,[4 6 2 5 3 1 0]
36,2594,[3 4 5 0 2 1 6],2500,[3 2 6 0 5 1 4],4838,[6 4 1 3 2 0 5],1895,[2 4 5 6 3 1 0]
37,3414,[4 5 2 1 0 3 6],4197,[5 4 6 3 1 2 0],881,[1 2 3 5 6 4 0],3437,[4 5 3 0 6 2 1]
38,2555,[3 4 1 2 6 5 0],1997,[2 5 4 0 6 3 1],310,[0 3 4 6 5 1 2],826,[1 0 6 3 5 2 4]
39,2152,[2 6 5 3 4 0 1],330,[0 3 5 6 1 2 4],4681,[6 3 0 1 2 5 4],935,[1 2 5 6 4 3 0]
40,2772,[3 6 0 4 1 2 5],4985,[6 5 2 3 4 1 0],1121,[1 4 2 5 6 3 0],3362,[4 5 0 1 3 2 6]
41,3987,[5 3 1 0 4 6 2],2429,[3 2 1 0 6 5 4],2906,[4 0 2 1 5 3 6],4052,[5 3 4 6 1 0 2]
42,4337,[6 0 1 4 5 3 2],4341,[6 0 1 5 3 4 2],2113,[2 6 4 0 1 5 3],4606,[6 2 1 5 4 0 3]
43,171,[0 2 4 1 5 6 3],3225,[4 2 6 1 3 5 0],1541,[2 0 6 1 5 4 3],1186,[1 4 6 2 5 0 3]
44,537,[0 5 3 2 4 6 1],4921,[6 5 0 1 2 4 3],3992,[5 3 1 2 4 0 6],1521,[2 0 5 3 4 6 1]
45,3664,[5 0 3 4 6 1 2],3101,[4 1 6 0 5 3 2],3853,[5 2 0 4 1 6 3],348,[0 3 6 4 1 2 5]
46,4804,[6 4 0 1 5 2 3],2105,[2 6 3 4 5 1 0],27,[0 1 3 2 5 6 4],1868,[2 4 3 6 1 0 5]
47,4816,[6 4 0 3 5 1 2],1250,[1 5 3 0 4 2 6],992,[1 3 2 4 5 0 6],4295,[5 6 3 4 2 1 0]
48,2936,[4 0 3 2 5 1 6],2669,[3 5 1 0 6 4 2],2694,[3 5 2 1 0 4 6],2101,[2 6 3 4 0 5 1]
49,554,[0 5 4 1 3 2 6],4905,[6 4 5 1 2 3 0],2952,[4 0 5 1 2 3 6],915,[1 2 5 0 4 6 3]
50,12,[0 1 2 5 3 4 6],2276,[3 0 6 5 2 1 4],4569,[6 2 0 3 4 5 1],2302,[3 1 0 6 5 2 4]
51,1173,[1 4 5 6 2 3 0],4803,[6 4 0 1 3 5 2],515,[0 5 2 3 6 4 1],2045,[2 6 0 1 5 4 3]
52,4476,[6 1 2 4 0 3 5],3624,[5 0 2 1 3 4 6],317,[0 3 5 1 6 4 2],167,[0 2 3 6 5 4 1]
53,684,[0 6 4 3 1 2 5],302,[0 3 4 5 2 1 6],4002,[5 3 1 6 0 2 4],524,[0 5 2 6 3 1 4]
54,4047,[5 3 4 2 1 6 0],4507,[6 1 3 5 0 4 2],4708,[6 3 1 0 5 2 4],3898,[5 2 3 1 6 0 4]
55,2435,[3 2 1 4 6 5 0],2385,[3 1 6 2 4 5 0],4983,[6 5 2 3 1 4 0],11,[0 1 2 4 6 5 3]
56,724,[1 0 2 3 6 4 5],46,[0 1 3 6 5 2 4],1689,[2 3 0 4 5 6 1],2546,[3 4 1 0 5 2 6]
57,102,[0 1 6 3 2 4 5],3391,[4 5 1 2 0 6 3],2220,[3 0 4 5 1 2 6],4261,[5 6 2 3 0 4 1]
58,3426,[4 5 2 6 0 1 3],3038,[4 1 2 5 3 0 6],4240,[5 6 1 3 4 0 2],3772,[5 1 3 0 6 2 4]
59,4067,[5 3 6 1 4 2 0],355,[0 3 6 5 1 4 2],2430,[3 2 1 4 0 5 6],915,[1 2 5 0 4 6 3]
60,4478,[6 1 2 4 3 0 5],2729,[3 5 4 2 6 1 0],658,[0 6 3 2 5 1 4],3019,[4 1 0 6 2 5 3]
61,2424,[3 2 1 0 4 5 6],2465,[3 2 4 5 6 1 0],2538,[3 4 0 6 1 2 5],2324,[3 1 2 6 4 0 5]
62,141,[0 2 1 6 4 5 3],4211,[5 6 0 2 4 3 1],486,[0 5 1 3 2 4 6],875,[1 2 3 4 6 5 0]
63,3165,[4 2 1 6 3 5 0],3983,[5 3 0 6 4 2 1],771,[1 0 4 2 5 6 3],739,[1 0 2 6 3 5 4]
64,2110,[2 6 3 5 4 0 1],2148,[2 6 5 3 0 1 4],4597,[6 2 1 4 0 5 3],3536,[4 6 2 1 3 0 5]
65,2327,[3 1 2 6 5 4 0],2121,[2 6 4 1 3 5 0],1124,[1 4 2 6 3 0 5],735,[1 0 2 5 4 6 3]
66,981,[1 3 0 6 4 5 2],3698,[5 0 6 1 3 2 4],452,[0 4 5 6 2 1 3],4779,[6 3 5 0 2 4 1]
67,1590,[2 1 3 4 0 5 6],2681,[3 5 1 4 6 2 0],13,[0 1 2 5 3 6 4],1294,[1 5 4 6 3 0 2]
68,3715,[5 0 6 4 1 3 2],2303,[3 1 0 6 5 4 2],2345,[3 1 4 5 6 2 0],3076,[4 1 5 0 6 2 3]
69,4309,[5 6 4 2 0 3 1],2576,[3 4 2 1 5 0 6],4353,[6 0 2 3 4 5 1],1765,[2 3 5 4 0 6 1]
70,469,[0 4 6 3 1 5 2],700,[0 6 5 1 4 2 3],4689,[6 3 0 2 4 5 1],2174,[3 0 1 5 4 2 6]
71,2613,[3 4 5 6 1 2 0],2583,[3 4 2 5 1 6 0],4095,[5 4 0 3 2 6 1],2363,[3 1 5 2 6 4 0]
72,4591,[6 2 1 3 0 5 4],194,[0 2 5 1 4 3 6],3931,[5 2 4 6 0 3 1],1859,[2 4 3 1 6 5 0]
73,1490,[2 0 4 1 5 3 6],4934,[6 5 0 3 2 1 4],4395,[6 0 4 1 3 5 2],3051,[4 1 3 0 5 6 2]
74,1045,[1 3 5 4 0 6 2],2427,[3 2 1 0 5 6 4],2827,[3 6 2 5 0 4 1],1509,[2 0 4 6 3 5 1]
75,875,[1 2 3 4 6 5 0],3188,[4 2 3 6 1 0 5],238,[0 2 6 5 4 1 3],1622,[2 1 4 5 3 0 6]
76,1351,[1 6 2 3 0 5 4],284,[0 3 2 6 4 1 5],2387,[3 1 6 2 5 4 0],1225,[1 5 2 0 3 6 4]
77,361,[0 4 1 2 3 6 5],976,[1 3 0 5 6 2 4],3787,[5 1 3 6 0 4 2],628,[0 6 2 1 5 3 4]
78,4176,[5 4 6 0 1 2 3],155,[0 2 3 4 6 5 1],4921,[6 5 0 1 2 4 3],3536,[4 6 2 1 3 0 5]
79,334,[0 3 5 6 4 1 2],457,[0 4 6 1 2 5 3],1894,[2 4 5 6 3 0 1],2851,[3 6 4 5 0 2 1]
80,895,[1 2 4 3 0 6 5],1058,[1 3 6 0 4 2 5],3537,[4 6 2 1 3 5 0],356,[0 3 6 5 2 1 4]
81,1627,[2 1 4 6 0 5 3],2175,[3 0 1 5 4 6 2],3636,[5 0 2 4 1 3 6],3240,[4 3 0 1 2 5 6]
82,2824,[3 6 2 4 5 0 1],2319,[3 1 2 5 4 6 0],1779,[2 3 6 0 4 5 1],4945,[6 5 1 0 2 4 3]
83,1546,[2 0 6 3 5 1 4],3950,[5 2 6 3 1 0 4],4625,[6 2 3 4 5 1 0],4544,[6 1 5 2 3 0 4]
84,576,[0 5 6 1 2 3 4],4988,[6 5 2 4 1 0 3],1686,[2 3 0 4 1 5 6],2504,[3 2 6 1 4 0 5]
85,1567,[2 1 0 4 3 6 5],494,[0 5 1 4 3 2 6],1084,[1 4 0 2 6 3 5],4667,[6 2 5 1 4 3 0]
86,3582,[4 6 5 1 0 2 3],1429,[1 6 5 3 0 4 2],661,[0 6 3 4 1 5 2],4243,[5 6 1 4 0 3 2]
87,3980,[5 3 0 6 2 1 4],4238,[5 6 1 3 2 0 4],940,[1 2 6 0 5 3 4],567,[0 5 4 3 2 6 1]
88,1356,[1 6 2 4 0 3 5],1567,[2 1 0 4 3 6 5],4227,[5 6 1 0 3 4 2],2628,[3 4 6 2 0 1 5]
89,964,[1 3 0 2 6 4 5],1134,[1 4 3 2 0 5 6],3222,[4 2 6 1 0 3 5],2173,[3 0 1 5 2 6 4]
90,3680,[5 0 4 2 3 1 6],4783,[6 3 5 1 0 4 2],4742,[6 3 2 4 1 0 5],1143,[1 4 3 5 2 6 0]
91,2190,[3 0 2 4 1 5 6],851,[1 2 0 4 6 5 3],2618,[3 4 6 0 2 1 5],1116,[1 4 2 5 0 3 6]
92,5029,[6 5 4 2 0 3 1],1867,[2 4 3 6 0 5 1],80,[0 1 5 3 4 2 6],4705,[6 3 1 0 2 5 4]
93,3528,[4 6 2 0 1 3 5],3398,[4 5 1 3 2 0 6],3980,[5 3 0 6 2 1 4],2058,[2 6 0 5 1 3 4]
94,2715,[3 5 4 0 2 6 1],627,[0 6 2 1 4 5 3],3659,[5 0 3 2 6 4 1],3233,[4 2 6 3 5 1 0]
95,158,[0 2 3 5 4 1 6],4424,[6 0 5 2 3 1 4],3061,[4 1 3 5 0 6 2],1109,[1 4 2 0 6 5 3]
96,3622,[5 0 1 6 4 2 3],1599,[2 1 3 5 4 6 0],1712,[2 3 1 4 5 0 6],2780,[3 6 0 5 2 1 4]
97,1172,[1 4 5 6 2 0 3],2667,[3 5 1 0 4 6 2],477,[0 4 6 5 2 3 1],3197,[4 2 5 0 6 3 1]
98,3265,[4 3 1 0 2 6 5],677,[0 6 4 1 5 3 2],1097,[1 4 0 5 6 3 2],2465,[3 2 4 5 6 1 0]
99,3251,[4 3 0 2 6 5 1],4016,[5 3 2 1 4 0 6],3435,[4 5 3 0 2 6 1],4254,[5 6 2 1 0 3 4]
100,2682,[3 5 1 6 0 2 4],4443,[6 1 0 2 4 5 3],2625,[3 4 6 1 2 5 0],87,[0 1 5 4 3 6 2]
