70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,2703,[3 5 2 4 1 6 0],2671,[3 5 1 2 0 6 4],2054,[2 6 0 4 3 1 5],897,[1 2 4 3 5 6 0]
19,1008,[1 3 4 0 2 5 6],1650,[2 1 5 6 0 3 4],935,[1 2 5 6 4 3 0],1557,[2 0 6 5 3 4 1]
20,306,[0 3 4 6 1 2 5],2081,[2 6 1 4 5 3 0],3855,[5 2 0 4 3 6 1],1020,[1 3 4 5 0 2 6]
21,2720,[3 5 4 1 2 0 6],4401,[6 0 4 2 3 5 1],901,[1 2 4 5 0 6 3],1862,[2 4 3 5 1 0 6]
22,935,[1 2 5 6 4 3 0],2067,[2 6 1 0 4 5 3],1110,[1 4 2 3 0 5 6],2997,[4 0 6 5 2 3 1]
23,2735,[3 5 4 6 2 1 0],1785,[2 3 6 1 4 5 0],3295,[4 3 2 1 0 6 5],3966,[5 3 0 2 1 4 6]
24,3154,[4 2 1 3 6 0 5],1729,[2 3 4 0 1 6 5],643,[0 6 2 5 1 4 3],1845,[2 4 1 6 3 5 0]
25,774,[1 0 4 3 2 5 6],2813,[3 6 2 0 5 4 1],3736,[5 1 0 4 6 2 3],3483,[4 6 0 1 3 5 2]
26,1859,[2 4 3 1 6 5 0],1889,[2 4 5 3 6 1 0],2149,[2 6 5 3 0 4 1],2170,[3 0 1 4 6 2 5]
27,761,[1 0 3 5 6 4 2],4367,[6 0 2 5 4 3 1],3052,[4 1 3 0 6 2 5],3747,[5 1 2 0 4 6 3]
28,462,[0 4 6 2 1 3 5],3390,[4 5 1 2 0 3 6],1517,[2 0 5 1 6 4 3],1220,[1 5 0 6 3 2 4]
29,1420,[1 6 5 0 4 2 3],3557,[4 6 3 0 5 2 1],1672,[2 1 6 4 5 0 3],714,[0 6 5 4 1 2 3]
30,361,[0 4 1 2 3 6 5],3122,[4 2 0 1 5 3 6],531,[0 5 3 1 4 6 2],2205,[3 0 2 6 4 5 1]
31,1720,[2 3 1 5 6 0 4],1035,[1 3 5 0 4 6 2],1905,[2 4 6 1 3 5 0],3679,[5 0 4 2 1 6 3]
32,2137,[2 6 5 0 1 4 3],4252,[5 6 2 0 4 1 3],2880,[4 0 1 2 3 5 6],839,[1 0 6 5 4 3 2]
33,2525,[3 4 0 1 6 5 2],2722,[3 5 4 1 6 0 2],521,[0 5 2 4 6 3 1],3737,[5 1 0 4 6 3 2]
34,3337,[4 3 6 0 1 5 2],1708,[2 3 1 0 6 4 5],2509,[3 2 6 4 0 5 1],3862,[5 2 0 6 4 1 3]
35,3531,[4 6 2 0 3 5 1],3450,[4 5 3 6 0 1 2],1418,[1 6 5 0 3 2 4],2037,[2 5 6 4 1 3 0]
36,3409,[4 5 2 0 1 6 3],2797,[3 6 1 4 0 5 2],3539,[4 6 2 1 5 3 0],3547,[4 6 2 5 0 3 1]
37,3070,[4 1 3 6 5 0 2],3844,[5 2 0 1 6 3 4],1517,[2 0 5 1 6 4 3],2919,[4 0 2 5 3 6 1]
38,3574,[4 6 3 5 2 0 1],3218,[4 2 6 0 3 1 5],1960,[2 5 1 4 6 0 3],3767,[5 1 2 6 4 3 0]
39,1001,[1 3 2 5 6 4 0],2619,[3 4 6 0 2 5 1],2437,[3 2 1 5 0 6 4],2567,[3 4 1 6 5 2 0]
40,1603,[2 1 3 6 0 5 4],2579,[3 4 2 1 6 5 0],3952,[5 2 6 3 4 0 1],4170,[5 4 3 6 0 1 2]
41,194,[0 2 5 1 4 3 6],1305,[1 5 6 2 3 4 0],621,[0 6 1 5 3 4 2],3987,[5 3 1 0 4 6 2]
42,3464,[4 5 6 1 2 0 3],1321,[1 6 0 2 3 5 4],1397,[1 6 4 0 5 3 2],3437,[4 5 3 0 6 2 1]
43,3039,[4 1 2 5 3 6 0],1864,[2 4 3 5 6 0 1],808,[1 0 5 4 6 2 3],1288,[1 5 4 3 6 0 2]
44,2161,[3 0 1 2 4 6 5],2297,[3 1 0 5 6 4 2],3963,[5 3 0 1 4 6 2],2251,[3 0 5 6 1 4 2]
45,2048,[2 6 0 3 4 1 5],1434,[1 6 5 4 0 2 3],1542,[2 0 6 3 1 4 5],3341,[4 3 6 0 5 2 1]
46,3228,[4 2 6 3 0 1 5],3420,[4 5 2 3 0 1 6],1658,[2 1 6 0 4 3 5],2127,[2 6 4 3 1 5 0]
47,1794,[2 3 6 5 0 1 4],1833,[2 4 1 3 5 6 0],1633,[2 1 5 0 3 6 4],2966,[4 0 5 3 2 1 6]
48,523,[0 5 2 6 1 4 3],3795,[5 1 4 0 3 6 2],1459,[2 0 1 6 3 5 4],1292,[1 5 4 6 2 0 3]
49,3069,[4 1 3 6 2 5 0],1844,[2 4 1 6 3 0 5],3138,[4 2 0 6 1 3 5],1577,[2 1 0 5 6 4 3]
50,2784,[3 6 1 0 2 4 5],3790,[5 1 3 6 4 0 2],2470,[3 2 4 6 5 0 1],956,[1 2 6 5 3 0 4]
51,264,[0 3 2 1 4 5 6],3655,[5 0 3 2 1 6 4],3289,[4 3 2 0 1 6 5],688,[0 6 4 3 5 1 2]
52,926,[1 2 5 4 3 0 6],2586,[3 4 2 6 0 1 5],2870,[3 6 5 2 1 0 4],3911,[5 2 3 6 4 1 0]
53,3522,[4 6 1 5 0 2 3],2794,[3 6 1 2 5 0 4],1476,[2 0 3 5 1 4 6],820,[1 0 6 2 5 3 4]
54,2466,[3 2 4 6 0 1 5],3763,[5 1 2 6 0 4 3],3564,[4 6 3 2 0 1 5],2813,[3 6 2 0 5 4 1]
55,2772,[3 6 0 4 1 2 5],4259,[5 6 2 1 4 3 0],1233,[1 5 2 3 4 6 0],1223,[1 5 0 6 4 3 2]
56,1757,[2 3 5 0 6 4 1],1925,[2 5 0 1 6 4 3],1284,[1 5 4 3 0 2 6],1401,[1 6 4 2 3 5 0]
57,2575,[3 4 2 1 0 6 5],3031,[4 1 2 3 0 6 5],507,[0 5 2 1 4 6 3],3075,[4 1 5 0 3 6 2]
58,3331,[4 3 5 6 0 2 1],3969,[5 3 0 2 4 6 1],3403,[4 5 1 6 0 3 2],3923,[5 2 4 1 6 3 0]
59,2720,[3 5 4 1 2 0 6],1366,[1 6 2 5 4 0 3],1539,[2 0 6 1 4 5 3],2797,[3 6 1 4 0 5 2]
60,1782,[2 3 6 1 0 4 5],2404,[3 2 0 1 6 4 5],3749,[5 1 2 0 6 4 3],2295,[3 1 0 5 4 6 2]
61,1319,[1 5 6 4 3 2 0],3961,[5 3 0 1 2 6 4],1153,[1 4 5 0 2 6 3],2965,[4 0 5 3 1 6 2]
62,2789,[3 6 1 0 5 4 2],2907,[4 0 2 1 5 6 3],1352,[1 6 2 3 4 0 5],2465,[3 2 4 5 6 1 0]
63,2670,[3 5 1 2 0 4 6],1708,[2 3 1 0 6 4 5],3326,[4 3 5 2 1 0 6],675,[0 6 4 1 3 5 2]
64,1431,[1 6 5 3 2 4 0],2814,[3 6 2 1 0 4 5],2987,[4 0 6 2 5 3 1],3380,[4 5 0 6 2 1 3]
65,1889,[2 4 5 3 6 1 0],1652,[2 1 5 6 3 0 4],1518,[2 0 5 3 1 4 6],1703,[2 3 0 6 5 4 1]
66,2259,[3 0 6 1 4 5 2],2661,[3 5 0 6 2 4 1],2961,[4 0 5 2 3 6 1],3562,[4 6 3 1 5 0 2]
67,1169,[1 4 5 3 6 2 0],1479,[2 0 3 5 4 6 1],1229,[1 5 2 0 6 4 3],2921,[4 0 2 5 6 3 1]
68,1957,[2 5 1 4 0 6 3],2269,[3 0 6 4 1 5 2],1855,[2 4 3 1 0 6 5],2954,[4 0 5 1 3 2 6]
69,3221,[4 2 6 0 5 3 1],3387,[4 5 1 0 3 6 2],1512,[2 0 5 1 3 4 6],1798,[2 3 6 5 4 0 1]
70,1198,[1 4 6 5 3 0 2],1689,[2 3 0 4 5 6 1],509,[0 5 2 1 6 4 3],2917,[4 0 2 5 1 6 3]
71,1026,[1 3 4 6 0 2 5],1505,[2 0 4 5 6 3 1],2823,[3 6 2 4 1 5 0],3627,[5 0 2 1 4 6 3]
72,937,[1 2 6 0 3 5 4],4108,[5 4 1 0 6 2 3],791,[1 0 4 6 5 3 2],3850,[5 2 0 3 6 1 4]
73,1853,[2 4 3 0 6 5 1],4383,[6 0 3 4 2 5 1],3649,[5 0 3 1 2 6 4],3501,[4 6 0 5 2 3 1]
74,3084,[4 1 5 3 0 2 6],2096,[2 6 3 1 4 0 5],855,[1 2 0 5 4 6 3],1555,[2 0 6 5 1 4 3]
75,3568,[4 6 3 2 5 0 1],3659,[5 0 3 2 6 4 1],2796,[3 6 1 4 0 2 5],835,[1 0 6 5 2 4 3]
76,2936,[4 0 3 2 5 1 6],1237,[1 5 2 4 0 6 3],1184,[1 4 6 2 3 0 5],1127,[1 4 2 6 5 3 0]
77,1576,[2 1 0 5 6 3 4],4232,[5 6 1 2 3 0 4],3731,[5 1 0 3 6 4 2],655,[0 6 3 2 1 5 4]
78,726,[1 0 2 4 3 5 6],2513,[3 2 6 4 5 1 0],3365,[4 5 0 1 6 3 2],2360,[3 1 5 2 4 0 6]
79,1257,[1 5 3 2 4 6 0],4140,[5 4 2 3 0 1 6],781,[1 0 4 5 2 6 3],1013,[1 3 4 0 6 5 2]
80,1225,[1 5 2 0 3 6 4],1797,[2 3 6 5 1 4 0],3714,[5 0 6 4 1 2 3],3462,[4 5 6 1 0 2 3]
81,442,[0 4 5 2 6 1 3],4379,[6 0 3 2 5 4 1],2102,[2 6 3 4 1 0 5],3376,[4 5 0 3 6 1 2]
82,268,[0 3 2 1 6 4 5],2454,[3 2 4 1 0 5 6],2831,[3 6 2 5 4 1 0],2891,[4 0 1 3 6 5 2]
83,806,[1 0 5 4 3 2 6],1725,[2 3 1 6 4 5 0],623,[0 6 1 5 4 3 2],1791,[2 3 6 4 1 5 0]
84,2316,[3 1 2 5 0 4 6],4202,[5 6 0 1 3 2 4],2074,[2 6 1 3 5 0 4],1905,[2 4 6 1 3 5 0]
85,3583,[4 6 5 1 0 3 2],3902,[5 2 3 4 1 0 6],2397,[3 1 6 5 2 4 0],2047,[2 6 0 3 1 5 4]
86,945,[1 2 6 3 4 5 0],1474,[2 0 3 4 6 1 5],3068,[4 1 3 6 2 0 5],3940,[5 2 6 0 4 1 3]
87,2294,[3 1 0 5 4 2 6],4021,[5 3 2 4 0 6 1],2675,[3 5 1 2 6 4 0],4154,[5 4 3 0 2 1 6]
88,447,[0 4 5 3 2 6 1],2050,[2 6 0 3 5 1 4],2132,[2 6 4 5 1 0 3],1224,[1 5 2 0 3 4 6]
89,716,[0 6 5 4 2 1 3],1532,[2 0 5 6 3 1 4],2062,[2 6 0 5 4 1 3],2938,[4 0 3 2 6 1 5]
90,1925,[2 5 0 1 6 4 3],1583,[2 1 0 6 5 4 3],3899,[5 2 3 1 6 4 0],3537,[4 6 2 1 3 5 0]
91,985,[1 3 2 0 4 6 5],1392,[1 6 4 0 2 3 5],2366,[3 1 5 4 2 0 6],1676,[2 1 6 5 3 0 4]
92,3418,[4 5 2 1 6 0 3],4311,[5 6 4 2 1 3 0],887,[1 2 3 6 5 4 0],3168,[4 2 3 0 1 5 6]
93,1005,[1 3 2 6 4 5 0],2374,[3 1 5 6 4 0 2],1819,[2 4 0 6 1 5 3],1178,[1 4 6 0 3 2 5]
94,2899,[4 0 1 6 2 5 3],4220,[5 6 0 4 2 1 3],2721,[3 5 4 1 2 6 0],1876,[2 4 5 0 6 1 3]
95,223,[0 2 6 3 1 5 4],2105,[2 6 3 4 5 1 0],3424,[4 5 2 3 6 0 1],942,[1 2 6 3 0 4 5]
96,1354,[1 6 2 3 5 0 4],1423,[1 6 5 2 0 4 3],949,[1 2 6 4 0 5 3],2166,[3 0 1 4 2 5 6]
97,945,[1 2 6 3 4 5 0],2638,[3 4 6 5 2 0 1],690,[0 6 4 5 1 2 3],828,[1 0 6 4 2 3 5]
98,1759,[2 3 5 1 0 6 4],2076,[2 6 1 4 0 3 5],2421,[3 2 0 6 4 5 1],2297,[3 1 0 5 6 4 2]
99,235,[0 2 6 5 1 4 3],3790,[5 1 3 6 4 0 2],3800,[5 1 4 2 3 0 6],986,[1 3 2 0 5 4 6]
100,3468,[4 5 6 2 0 1 3],1798,[2 3 6 5 4 0 1],1714,[2 3 1 4 6 0 5],3952,[5 2 6 3 4 0 1]
