40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1756,[2 3 5 0 6 1 4],2374,[3 1 5 6 4 0 2],2929,[4 0 3 1 2 6 5],2328,[3 1 4 0 2 5 6]
19,1819,[2 4 0 6 1 5 3],3238,[4 2 6 5 3 0 1],1445,[2 0 1 3 6 5 4],2725,[3 5 4 2 0 6 1]
20,453,[0 4 5 6 2 3 1],2039,[2 5 6 4 3 1 0],2986,[4 0 6 2 5 1 3],2819,[3 6 2 1 5 4 0]
21,2178,[3 0 1 6 2 4 5],3246,[4 3 0 2 1 5 6],1351,[1 6 2 3 0 5 4],3139,[4 2 0 6 1 5 3]
22,1180,[1 4 6 0 5 2 3],3264,[4 3 1 0 2 5 6],1046,[1 3 5 4 2 0 6],3142,[4 2 0 6 5 1 3]
23,2226,[3 0 4 6 1 2 5],1917,[2 4 6 5 1 3 0],2066,[2 6 1 0 4 3 5],3285,[4 3 1 6 2 5 0]
24,1992,[2 5 4 0 1 3 6],2438,[3 2 1 5 4 0 6],2000,[2 5 4 1 3 0 6],3125,[4 2 0 1 6 5 3]
25,1853,[2 4 3 0 6 5 1],3751,[5 1 2 3 0 6 4],1258,[1 5 3 2 6 0 4],2739,[3 5 6 0 2 4 1]
26,2041,[2 6 0 1 3 5 4],3127,[4 2 0 3 1 6 5],2038,[2 5 6 4 3 0 1],1473,[2 0 3 4 5 6 1]
27,1253,[1 5 3 0 6 4 2],2392,[3 1 6 4 5 0 2],2284,[3 1 0 2 6 4 5],3193,[4 2 5 0 1 6 3]
28,1611,[2 1 4 0 5 6 3],3009,[4 1 0 3 5 6 2],1976,[2 5 3 1 4 0 6],2187,[3 0 2 1 5 6 4]
29,1018,[1 3 4 2 6 0 5],3029,[4 1 2 0 6 5 3],1276,[1 5 4 0 6 2 3],1312,[1 5 6 3 4 0 2]
30,1136,[1 4 3 2 5 0 6],3358,[4 3 6 5 2 0 1],1510,[2 0 4 6 5 1 3],1477,[2 0 3 5 1 6 4]
31,1414,[1 6 4 5 3 0 2],3727,[5 1 0 3 2 6 4],1626,[2 1 4 6 0 3 5],1550,[2 0 6 4 3 1 5]
32,463,[0 4 6 2 1 5 3],2928,[4 0 3 1 2 5 6],1870,[2 4 3 6 5 0 1],1568,[2 1 0 4 5 3 6]
33,1278,[1 5 4 2 0 3 6],2923,[4 0 2 6 1 5 3],2026,[2 5 6 1 4 0 3],2880,[4 0 1 2 3 5 6]
34,1848,[2 4 3 0 1 5 6],2523,[3 4 0 1 5 6 2],1016,[1 3 4 2 5 0 6],2777,[3 6 0 4 5 2 1]
35,946,[1 2 6 3 5 0 4],2851,[3 6 4 5 0 2 1],2664,[3 5 1 0 2 4 6],1504,[2 0 4 5 6 1 3]
36,1770,[2 3 5 6 0 1 4],3355,[4 3 6 5 0 2 1],2686,[3 5 1 6 4 0 2],1717,[2 3 1 5 0 6 4]
37,1538,[2 0 6 1 4 3 5],3005,[4 1 0 2 6 5 3],2309,[3 1 2 0 6 5 4],2139,[2 6 5 0 3 4 1]
38,873,[1 2 3 4 5 6 0],3061,[4 1 3 5 0 6 2],2112,[2 6 4 0 1 3 5],2121,[2 6 4 1 3 5 0]
39,2081,[2 6 1 4 5 3 0],2437,[3 2 1 5 0 6 4],1901,[2 4 6 0 5 3 1],2398,[3 1 6 5 4 0 2]
40,1293,[1 5 4 6 2 3 0],2756,[3 5 6 4 1 0 2],2760,[3 6 0 1 2 4 5],2951,[4 0 3 6 5 2 1]
41,2025,[2 5 6 1 3 4 0],2822,[3 6 2 4 1 0 5],2320,[3 1 2 5 6 0 4],2055,[2 6 0 4 3 5 1]
42,1299,[1 5 6 0 3 4 2],3800,[5 1 4 2 3 0 6],2141,[2 6 5 0 4 3 1],1599,[2 1 3 5 4 6 0]
43,1616,[2 1 4 3 5 0 6],2072,[2 6 1 3 4 0 5],2842,[3 6 4 1 5 0 2],2331,[3 1 4 0 5 6 2]
44,604,[0 6 1 2 5 3 4],3639,[5 0 2 4 3 6 1],1790,[2 3 6 4 1 0 5],2253,[3 0 5 6 2 4 1]
45,334,[0 3 5 6 4 1 2],2880,[4 0 1 2 3 5 6],2416,[3 2 0 5 6 1 4],2939,[4 0 3 2 6 5 1]
46,1606,[2 1 3 6 5 0 4],3064,[4 1 3 5 6 0 2],2173,[3 0 1 5 2 6 4],1783,[2 3 6 1 0 5 4]
47,571,[0 5 4 6 1 3 2],2219,[3 0 4 2 6 5 1],2914,[4 0 2 3 6 1 5],2118,[2 6 4 1 0 3 5]
48,451,[0 4 5 6 1 3 2],2087,[2 6 1 5 4 3 0],2174,[3 0 1 5 4 2 6],2691,[3 5 2 0 4 6 1]
49,1071,[1 3 6 4 2 5 0],1999,[2 5 4 1 0 6 3],1555,[2 0 6 5 1 4 3],1643,[2 1 5 3 6 4 0]
50,1658,[2 1 6 0 4 3 5],2483,[3 2 5 1 6 4 0],1933,[2 5 0 4 1 6 3],3008,[4 1 0 3 5 2 6]
51,713,[0 6 5 3 4 2 1],2564,[3 4 1 6 2 0 5],1670,[2 1 6 4 3 0 5],2826,[3 6 2 5 0 1 4]
52,1602,[2 1 3 6 0 4 5],2694,[3 5 2 1 0 4 6],2511,[3 2 6 4 1 5 0],2881,[4 0 1 2 3 6 5]
53,604,[0 6 1 2 5 3 4],2966,[4 0 5 3 2 1 6],2423,[3 2 0 6 5 4 1],1331,[1 6 0 3 5 4 2]
54,1497,[2 0 4 3 5 6 1],2492,[3 2 5 6 1 0 4],1360,[1 6 2 4 5 0 3],2475,[3 2 5 0 4 6 1]
55,603,[0 6 1 2 4 5 3],3415,[4 5 2 1 0 6 3],2472,[3 2 5 0 1 4 6],1871,[2 4 3 6 5 1 0]
56,476,[0 4 6 5 2 1 3],2386,[3 1 6 2 5 0 4],1269,[1 5 3 6 2 4 0],1355,[1 6 2 3 5 4 0]
57,2231,[3 0 4 6 5 2 1],2187,[3 0 2 1 5 6 4],2811,[3 6 2 0 4 5 1],1418,[1 6 5 0 3 2 4]
58,2284,[3 1 0 2 6 4 5],2739,[3 5 6 0 2 4 1],2444,[3 2 1 6 4 0 5],1866,[2 4 3 6 0 1 5]
59,1251,[1 5 3 0 4 6 2],3206,[4 2 5 3 1 0 6],2504,[3 2 6 1 4 0 5],2670,[3 5 1 2 0 4 6]
60,404,[0 4 2 6 3 1 5],3308,[4 3 2 6 1 0 5],1772,[2 3 5 6 1 0 4],3015,[4 1 0 5 3 6 2]
61,1982,[2 5 3 4 1 0 6],3351,[4 3 6 2 1 5 0],1610,[2 1 4 0 5 3 6],1523,[2 0 5 3 6 4 1]
62,1204,[1 5 0 2 6 3 4],3423,[4 5 2 3 1 6 0],2325,[3 1 2 6 4 5 0],2881,[4 0 1 2 3 6 5]
63,494,[0 5 1 4 3 2 6],2449,[3 2 4 0 1 6 5],1162,[1 4 5 2 6 0 3],2068,[2 6 1 0 5 3 4]
64,2150,[2 6 5 3 1 0 4],3133,[4 2 0 5 1 6 3],2605,[3 4 5 2 0 6 1],2289,[3 1 0 4 5 6 2]
65,1101,[1 4 0 6 3 5 2],3357,[4 3 6 5 1 2 0],1598,[2 1 3 5 4 0 6],2959,[4 0 5 2 1 6 3]
66,1477,[2 0 3 5 1 6 4],2657,[3 5 0 4 6 2 1],2305,[3 1 2 0 4 6 5],2319,[3 1 2 5 4 6 0]
67,1534,[2 0 5 6 4 1 3],2822,[3 6 2 4 1 0 5],1145,[1 4 3 5 6 2 0],3240,[4 3 0 1 2 5 6]
68,641,[0 6 2 4 5 3 1],3793,[5 1 4 0 2 6 3],2205,[3 0 2 6 4 5 1],1784,[2 3 6 1 4 0 5]
69,1502,[2 0 4 5 3 1 6],2499,[3 2 6 0 4 5 1],2073,[2 6 1 3 4 5 0],2883,[4 0 1 2 5 6 3]
70,1777,[2 3 6 0 1 5 4],1901,[2 4 6 0 5 3 1],2333,[3 1 4 0 6 5 2],2498,[3 2 6 0 4 1 5]
71,869,[1 2 3 0 6 5 4],2261,[3 0 6 1 5 4 2],1140,[1 4 3 5 0 2 6],3258,[4 3 0 6 1 2 5]
72,559,[0 5 4 2 1 6 3],1894,[2 4 5 6 3 0 1],2522,[3 4 0 1 5 2 6],1701,[2 3 0 6 4 5 1]
73,1994,[2 5 4 0 3 1 6],2962,[4 0 5 2 6 1 3],2036,[2 5 6 4 1 0 3],3234,[4 2 6 5 0 1 3]
74,829,[1 0 6 4 2 5 3],1871,[2 4 3 6 5 1 0],1180,[1 4 6 0 5 2 3],3078,[4 1 5 2 0 3 6]
75,652,[0 6 3 1 5 2 4],2243,[3 0 5 2 6 4 1],1014,[1 3 4 2 0 5 6],2726,[3 5 4 2 1 0 6]
76,1182,[1 4 6 2 0 3 5],3278,[4 3 1 5 2 0 6],2220,[3 0 4 5 1 2 6],2590,[3 4 2 6 5 0 1]
77,1884,[2 4 5 3 0 1 6],2529,[3 4 0 2 5 6 1],1825,[2 4 1 0 3 6 5],1337,[1 6 0 4 5 3 2]
78,1925,[2 5 0 1 6 4 3],3116,[4 1 6 5 2 0 3],1405,[1 6 4 3 0 5 2],2320,[3 1 2 5 6 0 4]
79,1820,[2 4 0 6 3 1 5],2584,[3 4 2 5 6 0 1],2608,[3 4 5 2 6 0 1],1962,[2 5 1 6 0 3 4]
80,550,[0 5 3 6 4 1 2],2339,[3 1 4 2 6 5 0],2282,[3 1 0 2 5 4 6],2374,[3 1 5 6 4 0 2]
81,1774,[2 3 5 6 4 0 1],2519,[3 2 6 5 4 1 0],2148,[2 6 5 3 0 1 4],1502,[2 0 4 5 3 1 6]
82,1197,[1 4 6 5 2 3 0],3527,[4 6 1 5 3 2 0],1571,[2 1 0 4 6 5 3],1645,[2 1 5 4 0 6 3]
83,843,[1 2 0 3 5 6 4],2019,[2 5 6 0 3 4 1],1851,[2 4 3 0 5 6 1],1754,[2 3 5 0 4 1 6]
84,1680,[2 3 0 1 4 5 6],2354,[3 1 5 0 4 2 6],2503,[3 2 6 1 0 5 4],2420,[3 2 0 6 4 1 5]
85,726,[1 0 2 4 3 5 6],1943,[2 5 0 6 4 3 1],1520,[2 0 5 3 4 1 6],2438,[3 2 1 5 4 0 6]
86,2131,[2 6 4 5 0 3 1],3395,[4 5 1 2 6 3 0],1112,[1 4 2 3 5 0 6],2309,[3 1 2 0 6 5 4]
87,2063,[2 6 0 5 4 3 1],2987,[4 0 6 2 5 3 1],2471,[3 2 4 6 5 1 0],3068,[4 1 3 6 2 0 5]
88,2101,[2 6 3 4 0 5 1],3400,[4 5 1 3 6 0 2],1706,[2 3 1 0 5 4 6],1742,[2 3 4 5 1 0 6]
89,1548,[2 0 6 4 1 3 5],2106,[2 6 3 5 0 1 4],2224,[3 0 4 5 6 1 2],2500,[3 2 6 0 5 1 4]
90,915,[1 2 5 0 4 6 3],3366,[4 5 0 2 1 3 6],2253,[3 0 5 6 2 4 1],3155,[4 2 1 3 6 5 0]
91,1858,[2 4 3 1 6 0 5],2323,[3 1 2 6 0 5 4],2899,[4 0 1 6 2 5 3],3006,[4 1 0 3 2 5 6]
92,1573,[2 1 0 5 3 6 4],3566,[4 6 3 2 1 0 5],2890,[4 0 1 3 6 2 5],3032,[4 1 2 3 5 0 6]
93,1942,[2 5 0 6 4 1 3],3686,[5 0 4 3 2 1 6],2633,[3 4 6 2 5 1 0],1486,[2 0 3 6 5 1 4]
94,1978,[2 5 3 1 6 0 4],1913,[2 4 6 3 5 1 0],1551,[2 0 6 4 3 5 1],2688,[3 5 2 0 1 4 6]
95,1631,[2 1 4 6 5 3 0],2275,[3 0 6 5 1 4 2],2689,[3 5 2 0 1 6 4],2327,[3 1 2 6 5 4 0]
96,1125,[1 4 2 6 3 5 0],2413,[3 2 0 5 1 6 4],3020,[4 1 0 6 3 2 5],1632,[2 1 5 0 3 4 6]
97,1287,[1 5 4 3 2 6 0],3223,[4 2 6 1 0 5 3],1065,[1 3 6 2 4 5 0],1679,[2 1 6 5 4 3 0]
98,1786,[2 3 6 1 5 0 4],3466,[4 5 6 1 3 0 2],1443,[2 0 1 3 5 6 4],2105,[2 6 3 4 5 1 0]
99,1823,[2 4 0 6 5 3 1],2743,[3 5 6 1 0 4 2],1708,[2 3 1 0 6 4 5],2598,[3 4 5 1 0 2 6]
100,1318,[1 5 6 4 3 0 2],3609,[5 0 1 3 4 6 2],1569,[2 1 0 4 5 6 3],1528,[2 0 5 4 6 1 3]
