100%,Optima 1, Optima [1]
71,2065,[2 6 1 0 3 5 4]
72,2093,[2 6 3 0 5 4 1]
73,2519,[3 2 6 5 4 1 0]
74,2742,[3 5 6 1 0 2 4]
75,2630,[3 4 6 2 1 0 5]
76,2239,[3 0 5 2 1 6 4]
77,3368,[4 5 0 2 3 1 6]
78,1299,[1 5 6 0 3 4 2]
79,3768,[5 1 3 0 2 4 6]
80,2738,[3 5 6 0 2 1 4]
81,1010,[1 3 4 0 5 2 6]
82,4163,[5 4 3 1 6 2 0]
83,2562,[3 4 1 6 0 2 5]
84,3501,[4 6 0 5 2 3 1]
85,2683,[3 5 1 6 0 4 2]
86,223,[0 2 6 3 1 5 4]
87,2854,[3 6 4 5 2 0 1]
88,2411,[3 2 0 4 6 5 1]
89,3333,[4 3 5 6 1 2 0]
90,819,[1 0 6 2 4 5 3]
91,1882,[2 4 5 1 6 0 3]
92,2328,[3 1 4 0 2 5 6]
93,3674,[5 0 4 1 3 2 6]
94,1898,[2 4 6 0 3 1 5]
95,2915,[4 0 2 3 6 5 1]
96,1204,[1 5 0 2 6 3 4]
97,194,[0 2 5 1 4 3 6]
98,4755,[6 3 4 0 2 5 1]
99,2161,[3 0 1 2 4 6 5]
100,3699,[5 0 6 1 3 4 2]
1,4689,[6 3 0 2 4 5 1]
2,3748,[5 1 2 0 6 3 4]
3,3132,[4 2 0 5 1 3 6]
4,391,[0 4 2 3 1 6 5]
5,3989,[5 3 1 0 6 4 2]
6,2536,[3 4 0 5 6 1 2]
7,963,[1 3 0 2 5 6 4]
8,4043,[5 3 4 1 6 2 0]
9,4456,[6 1 0 4 5 2 3]
10,4736,[6 3 2 1 4 0 5]
11,884,[1 2 3 6 4 0 5]
12,3409,[4 5 2 0 1 6 3]
13,1047,[1 3 5 4 2 6 0]
14,2869,[3 6 5 2 0 4 1]
15,3176,[4 2 3 1 5 0 6]
16,1557,[2 0 6 5 3 4 1]
17,3141,[4 2 0 6 3 5 1]
18,3195,[4 2 5 0 3 6 1]
19,3334,[4 3 5 6 2 0 1]
20,1100,[1 4 0 6 3 2 5]
21,2099,[2 6 3 1 5 4 0]
22,3545,[4 6 2 3 5 1 0]
23,1666,[2 1 6 3 5 0 4]
24,4779,[6 3 5 0 2 4 1]
25,2786,[3 6 1 0 4 2 5]
26,4777,[6 3 5 0 1 4 2]
27,3460,[4 5 6 0 3 1 2]
28,620,[0 6 1 5 3 2 4]
29,4868,[6 4 2 5 1 0 3]
30,1425,[1 6 5 2 3 4 0]
31,2011,[2 5 4 6 0 3 1]
32,3654,[5 0 3 2 1 4 6]
33,4179,[5 4 6 0 2 3 1]
34,352,[0 3 6 4 5 1 2]
35,3089,[4 1 5 3 6 2 0]
36,2303,[3 1 0 6 5 4 2]
37,1031,[1 3 4 6 5 2 0]
38,2531,[3 4 0 2 6 5 1]
39,4552,[6 1 5 3 4 0 2]
40,275,[0 3 2 4 6 5 1]
41,4275,[5 6 3 0 2 4 1]
42,3851,[5 2 0 3 6 4 1]
43,2996,[4 0 6 5 2 1 3]
44,3638,[5 0 2 4 3 1 6]
45,4976,[6 5 2 1 3 0 4]
46,3513,[4 6 1 2 3 5 0]
47,1281,[1 5 4 2 3 6 0]
48,805,[1 0 5 4 2 6 3]
49,3762,[5 1 2 6 0 3 4]
50,1357,[1 6 2 4 0 5 3]
51,3104,[4 1 6 2 3 0 5]
52,2073,[2 6 1 3 4 5 0]
53,1421,[1 6 5 0 4 3 2]
54,1060,[1 3 6 0 5 2 4]
55,1599,[2 1 3 5 4 6 0]
56,1144,[1 4 3 5 6 0 2]
57,2081,[2 6 1 4 5 3 0]
58,3393,[4 5 1 2 3 6 0]
59,2284,[3 1 0 2 6 4 5]
60,4253,[5 6 2 0 4 3 1]
61,4117,[5 4 1 3 0 6 2]
62,79,[0 1 5 3 2 6 4]
63,4216,[5 6 0 3 4 1 2]
64,3030,[4 1 2 3 0 5 6]
65,2724,[3 5 4 2 0 1 6]
66,2270,[3 0 6 4 2 1 5]
67,4270,[5 6 2 4 3 0 1]
68,978,[1 3 0 6 2 4 5]
69,4820,[6 4 0 5 2 1 3]
70,873,[1 2 3 4 5 6 0]
71,526,[0 5 2 6 4 1 3]
72,609,[0 6 1 3 4 5 2]
73,3683,[5 0 4 2 6 3 1]
74,3187,[4 2 3 6 0 5 1]
75,1865,[2 4 3 5 6 1 0]
76,3288,[4 3 2 0 1 5 6]
77,548,[0 5 3 6 2 1 4]
78,3069,[4 1 3 6 2 5 0]
79,4843,[6 4 1 5 0 3 2]
80,4314,[5 6 4 3 0 1 2]
81,3496,[4 6 0 3 5 1 2]
82,2654,[3 5 0 4 2 1 6]
83,1898,[2 4 6 0 3 1 5]
84,3510,[4 6 1 2 0 3 5]
85,3362,[4 5 0 1 3 2 6]
86,4979,[6 5 2 1 4 3 0]
87,2232,[3 0 5 1 2 4 6]
88,3118,[4 1 6 5 3 0 2]
89,3510,[4 6 1 2 0 3 5]
90,1945,[2 5 1 0 3 6 4]
91,200,[0 2 5 3 4 1 6]
92,2678,[3 5 1 4 2 0 6]
93,174,[0 2 4 3 1 5 6]
94,122,[0 2 1 3 5 4 6]
95,1070,[1 3 6 4 2 0 5]
96,3933,[5 2 4 6 1 3 0]
97,4676,[6 2 5 4 1 0 3]
98,5007,[6 5 3 2 1 4 0]
99,913,[1 2 5 0 3 6 4]
100,2706,[3 5 2 6 0 1 4]
