100%,Optima 1, Optima [1],Optima 2, Optima [2]
78,696943,[1 9 3 2 8 7 4 0 6 5],232236,[0 6 8 1 5 3 7 2 4 9]
79,1161647,[3 1 8 5 4 2 9 7 6 0],618576,[1 7 3 8 0 9 2 4 5 6]
80,1144421,[3 1 5 0 6 9 2 8 7 4],1310237,[3 6 4 9 7 5 0 8 2 1]
81,1688315,[4 6 8 9 7 1 2 5 3 0],174438,[0 5 3 7 2 8 4 1 6 9]
82,1289498,[3 5 9 7 8 6 0 2 1 4],1130540,[3 1 0 5 4 2 9 7 6 8]
83,516138,[1 4 8 3 9 0 7 2 5 6],3605392,[9 8 3 2 4 7 5 6 0 1]
84,1569051,[4 2 9 3 1 6 0 7 8 5],105203,[0 3 6 9 1 7 4 8 5 2]
85,1797301,[4 9 5 6 1 3 7 0 8 2],1280351,[3 5 8 0 2 6 9 7 4 1]
86,3060759,[8 3 9 2 0 4 6 5 7 1],2498036,[6 8 9 4 2 7 5 1 0 3]
87,128491,[0 4 2 6 5 8 9 1 7 3],2151731,[5 9 2 8 4 0 3 7 6 1]
88,2870770,[7 9 1 5 2 0 4 8 3 6],500504,[1 4 5 3 0 9 6 7 2 8]
89,219779,[0 6 4 7 2 5 3 9 8 1],444867,[1 3 0 4 9 5 2 7 8 6]
90,3163495,[8 6 3 5 7 2 1 0 9 4],2360373,[6 4 5 2 1 8 9 3 7 0]
91,3232342,[8 9 1 3 4 0 7 6 2 5],503931,[1 4 5 9 8 3 0 6 7 2]
92,2642493,[7 2 5 3 0 8 9 4 6 1],3146040,[8 6 0 2 5 1 3 4 7 9]
93,210707,[0 6 2 8 5 9 3 7 4 1],3535772,[9 6 5 3 7 4 8 1 0 2]
94,488999,[1 4 2 0 3 9 8 7 6 5],1533521,[4 2 0 3 9 5 7 8 6 1]
95,3335181,[9 1 6 7 2 0 8 4 5 3],2166744,[5 9 6 8 2 1 0 3 4 7]
96,3576481,[9 7 5 4 2 0 1 3 8 6],2784868,[7 6 0 4 9 2 1 8 3 5]
97,1190430,[3 2 6 1 5 4 7 0 8 9],919221,[2 5 8 3 7 0 9 4 6 1]
98,1998310,[5 4 6 3 2 7 9 8 0 1],937440,[2 6 3 0 1 4 5 7 8 9]
99,1240546,[3 4 8 0 9 7 2 6 1 5],1861025,[5 1 2 3 8 6 7 9 4 0]
100,1325596,[3 6 9 0 1 7 2 8 4 5],3496757,[9 5 6 7 3 4 0 8 2 1]
1,818364,[2 3 4 5 7 8 6 0 1 9],851426,[2 4 0 9 6 3 1 7 5 8]
2,3043298,[8 3 4 7 6 9 0 2 1 5],3505299,[9 5 8 3 2 7 0 4 6 1]
3,607182,[1 7 0 5 3 9 4 2 6 8],2134336,[5 8 9 3 2 0 6 7 1 4]
4,1378389,[3 8 1 5 4 6 9 2 7 0],2747632,[7 5 1 2 0 9 6 8 3 4]
5,2174460,[5 9 8 3 0 4 6 1 2 7],3523701,[9 6 3 1 0 2 8 5 7 4]
6,3326471,[9 1 5 0 2 6 8 7 4 3],2667013,[7 3 1 2 4 0 8 5 9 6]
7,582859,[1 6 4 7 5 0 9 2 8 3],1094860,[3 0 2 4 7 9 1 8 5 6]
8,436160,[1 2 8 5 7 6 3 4 0 9],2668741,[7 3 1 5 6 4 8 0 9 2]
9,2520344,[6 9 4 0 3 8 2 5 1 7],1310091,[3 6 4 9 5 2 0 7 8 1]
10,2149444,[5 9 2 4 3 0 1 8 6 7],1464483,[4 0 3 7 1 2 5 8 9 6]
11,938258,[2 6 3 1 0 9 4 7 5 8],2958142,[8 1 3 9 5 0 7 6 2 4]
12,3163267,[8 6 3 5 2 4 9 0 7 1],479904,[1 3 9 2 6 4 0 5 7 8]
13,1045557,[2 8 9 4 0 7 6 3 5 1],3489953,[9 5 4 3 0 8 6 7 2 1]
14,3265377,[8 9 7 6 1 3 2 4 5 0],2451261,[6 7 8 2 4 0 9 3 5 1]
15,2521076,[6 9 4 1 3 8 7 2 0 5],788576,[2 1 6 5 3 7 4 8 0 9]
16,1193360,[3 2 6 8 4 7 1 5 0 9],288110,[0 8 2 3 1 9 6 5 4 7]
17,2706388,[7 4 0 9 8 2 1 6 3 5],1831161,[5 0 4 3 2 8 6 7 9 1]
18,57137,[0 2 5 4 6 1 8 9 7 3],2604385,[7 1 5 8 2 3 0 4 9 6]
19,1782335,[4 9 1 6 3 7 8 5 2 0],1121022,[3 0 8 4 9 7 2 1 5 6]
20,889060,[2 5 0 4 8 9 1 7 3 6],3486061,[9 5 3 6 7 2 4 0 8 1]
21,990968,[2 7 5 6 3 0 4 8 1 9],1355153,[3 7 5 9 0 8 4 6 2 1]
22,1099281,[3 0 4 1 8 7 5 6 9 2],132784,[0 4 3 5 6 7 8 9 1 2]
23,1384649,[3 8 2 7 0 6 5 9 4 1],1795975,[4 9 5 2 3 6 1 0 8 7]
24,2344102,[6 4 1 0 8 2 9 7 3 5],3060229,[8 3 9 1 2 7 5 0 6 4]
25,1023867,[2 8 4 1 0 5 3 7 9 6],3233067,[8 9 1 4 3 2 0 6 7 5]
26,886585,[2 4 9 8 3 1 0 5 7 6],1515468,[4 1 6 7 8 9 3 0 2 5]
27,1562971,[4 2 8 0 7 6 9 1 5 3],2891008,[7 9 5 4 1 6 3 8 0 2]
28,1792583,[4 9 3 6 7 0 8 5 2 1],1267191,[3 5 4 2 9 8 6 1 7 0]
29,614470,[1 7 2 9 4 5 8 6 0 3],2802188,[7 6 3 9 8 2 5 1 0 4]
30,354625,[0 9 7 3 5 2 1 4 8 6],709548,[1 9 5 7 3 8 4 0 2 6]
31,3204708,[8 7 3 6 9 5 2 0 1 4],518223,[1 4 8 7 6 3 5 2 9 0]
32,2993300,[8 2 1 9 4 0 7 5 3 6],1369995,[3 7 9 6 5 4 0 2 8 1]
33,2505202,[6 9 1 0 4 7 3 8 2 5],3613889,[9 8 5 0 2 6 4 7 3 1]
34,751289,[2 0 7 1 5 8 6 9 4 3],1174521,[3 2 1 0 5 8 6 7 9 4]
35,729836,[2 0 1 8 6 9 7 4 3 5],419149,[1 2 5 3 0 9 7 4 8 6]
36,1046122,[2 8 9 4 7 5 1 6 0 3],1605029,[4 3 8 5 1 2 0 9 7 6]
37,3240258,[8 9 2 7 3 0 6 1 4 5],1430367,[3 9 4 7 5 6 2 1 8 0]
38,1732635,[4 7 9 6 2 5 0 3 8 1],1498212,[4 1 2 3 9 0 7 5 6 8]
39,2910887,[8 0 2 5 9 3 7 6 4 1],249063,[0 7 2 4 9 5 6 3 8 1]
40,691141,[1 9 2 0 8 5 6 3 7 4],1314782,[3 6 5 9 0 4 7 2 1 8]
41,3273511,[9 0 2 5 6 3 4 1 8 7],235668,[0 6 8 7 2 9 4 1 3 5]
42,420951,[1 2 5 6 7 9 4 3 8 0],3452312,[9 4 5 8 7 1 2 3 0 6]
43,152244,[0 4 8 2 5 7 6 1 3 9],2997141,[8 2 3 6 7 0 9 4 5 1]
44,3186947,[8 7 0 3 2 9 4 6 5 1],3064921,[8 4 0 1 9 2 3 5 7 6]
45,3031210,[8 3 1 5 0 2 6 9 4 7],824104,[2 3 5 6 7 4 8 9 0 1]
46,2977341,[8 1 7 6 2 0 9 4 5 3],2482033,[6 8 4 3 1 7 0 2 9 5]
47,2711718,[7 4 2 0 3 8 5 1 6 9],589246,[1 6 5 9 3 2 8 7 0 4]
48,3196524,[8 7 2 1 5 6 4 0 3 9],2775874,[7 5 8 6 2 1 3 9 0 4]
49,2867359,[7 9 0 8 3 5 2 1 6 4],1795002,[4 9 5 1 0 3 8 2 6 7]
50,1767632,[4 8 7 6 0 2 3 5 1 9],1538866,[4 2 1 5 3 9 6 8 0 7]
51,1214047,[3 4 0 9 2 1 6 5 8 7],3518599,[9 6 2 0 8 5 3 1 7 4]
52,2977661,[8 1 7 6 4 9 0 5 3 2],921818,[2 5 8 9 1 7 0 4 3 6]
53,1427369,[3 9 4 1 5 7 6 8 2 0],2060096,[5 7 0 8 2 4 3 6 1 9]
54,2492165,[6 8 7 3 2 0 1 9 5 4],201033,[0 5 9 8 2 3 4 6 7 1]
55,320302,[0 8 9 4 7 1 6 5 2 3],1546501,[4 2 3 8 9 5 6 0 7 1]
56,1214360,[3 4 0 9 6 7 2 5 1 8],3048697,[8 3 5 9 1 7 0 2 6 4]
57,2230307,[6 1 3 5 7 9 2 8 4 0],58790,[0 2 5 7 6 9 4 3 1 8]
58,661203,[1 8 4 2 5 0 3 7 9 6],1039062,[2 8 7 1 0 9 4 3 5 6]
59,3544605,[9 6 8 2 0 3 7 4 5 1],2760963,[7 5 3 8 6 0 1 4 9 2]
60,1992013,[5 4 3 1 8 0 7 2 9 6],3059441,[8 3 9 0 2 4 6 7 5 1]
61,828868,[2 3 6 5 1 4 0 9 7 8],2138597,[5 9 0 3 2 7 1 8 6 4]
62,18127,[0 1 5 7 3 2 6 4 9 8],1204022,[3 2 8 9 1 5 6 4 0 7]
63,2693125,[7 3 8 2 4 6 5 0 9 1],1320414,[3 6 7 9 8 2 1 0 4 5]
64,324859,[0 9 1 5 3 2 8 4 7 6],2740364,[7 4 9 6 0 2 8 3 1 5]
65,3431892,[9 4 0 8 5 1 6 2 3 7],3520651,[9 6 2 4 7 5 8 0 3 1]
66,361236,[0 9 8 5 6 2 4 1 3 7],427859,[1 2 6 9 3 5 4 8 7 0]
67,3113307,[8 5 1 7 0 3 2 6 9 4],39505,[0 1 9 7 8 3 2 4 6 5]
68,542967,[1 5 4 8 0 7 6 3 9 2],487242,[1 4 0 7 8 3 9 2 5 6]
69,1765863,[4 8 7 2 5 3 6 1 9 0],2474165,[6 8 2 9 3 0 1 7 5 4]
70,1676937,[4 6 5 8 0 3 2 7 9 1],1700043,[4 7 1 3 2 0 5 8 9 6]
71,3121067,[8 5 3 1 7 9 2 6 4 0],1292864,[3 6 0 5 7 9 2 4 1 8]
72,2446577,[6 7 5 3 0 1 8 9 4 2],3138292,[8 5 7 4 6 2 0 9 1 3]
73,162987,[0 5 1 4 6 3 2 8 9 7],2698848,[7 3 9 4 2 5 0 1 6 8]
74,2517858,[6 9 3 5 0 1 8 2 4 7],2080935,[5 7 4 9 1 0 6 3 8 2]
75,2520745,[6 9 4 1 0 3 2 5 8 7],479081,[1 3 9 0 5 4 7 8 6 2]
76,2313742,[6 3 4 0 7 1 9 8 2 5],2899418,[7 9 8 1 6 5 0 3 2 4]
77,490833,[1 4 2 5 8 3 6 7 9 0],3101579,[8 4 9 2 6 3 1 7 5 0]
78,644072,[1 7 9 6 4 2 3 5 0 8],2910803,[8 0 2 5 7 6 3 9 4 1]
79,2946915,[8 1 0 6 9 5 2 4 7 3],3457213,[9 4 6 8 5 0 3 1 7 2]
80,569338,[1 6 0 9 7 4 3 8 2 5],147375,[0 4 7 2 8 1 6 5 9 3]
81,857939,[2 4 3 1 7 6 5 9 8 0],341761,[0 9 4 7 6 1 2 3 8 5]
82,3224388,[8 7 9 5 1 6 3 0 2 4],76970,[0 2 9 3 8 5 1 6 4 7]
83,1575763,[4 3 0 7 6 2 9 1 8 5],3357108,[9 2 3 0 6 8 5 1 4 7]
84,2866937,[7 9 0 6 8 1 4 5 3 2],3252836,[8 9 5 2 6 7 4 1 0 3]
85,141376,[0 4 6 1 5 2 8 9 3 7],259479,[0 7 4 5 3 2 8 6 9 1]
86,2949577,[8 1 2 3 6 9 0 4 7 5],2602505,[7 1 5 3 6 4 8 9 2 0]
87,3277162,[9 0 3 2 6 7 4 8 1 5],1855618,[5 1 0 3 4 7 6 9 2 8]
88,866382,[2 4 5 9 1 8 3 0 6 7],2146323,[5 9 1 8 0 2 3 6 7 4]
89,2419104,[6 5 9 8 7 1 0 2 3 4],2386977,[6 5 1 7 2 4 3 8 9 0]
90,1029670,[2 8 5 3 0 6 9 7 1 4],3303792,[9 0 8 4 5 6 1 2 3 7]
91,3119799,[8 5 3 0 1 4 7 6 9 2],1061065,[2 9 3 5 7 1 0 4 8 6]
92,235857,[0 6 8 7 4 3 2 5 9 1],404581,[1 2 0 4 9 6 7 3 8 5]
93,1004166,[2 7 9 1 6 0 4 3 5 8],2113326,[5 8 3 2 1 0 6 4 7 9]
94,3385321,[9 2 8 5 7 0 1 3 6 4],999814,[2 7 8 3 5 6 9 4 0 1]
95,1882711,[5 1 7 4 9 2 3 0 8 6],2765880,[7 5 4 8 3 0 1 2 6 9]
96,1951738,[5 3 4 1 8 6 2 9 0 7],26758,[0 1 7 4 2 9 8 6 3 5]
97,2135578,[5 8 9 6 0 3 2 7 1 4],1646655,[4 5 8 7 0 1 6 3 9 2]
98,3054832,[8 3 7 0 6 9 4 5 1 2],202606,[0 6 1 3 5 4 9 8 2 7]
99,971083,[2 7 0 6 8 3 9 1 5 4],3232397,[8 9 1 3 4 6 0 7 5 2]
100,1225683,[3 4 5 1 6 0 2 8 9 7],114869,[0 3 8 7 5 2 1 9 6 4]
1,1826042,[5 0 3 4 2 1 6 8 7 9],740717,[2 0 4 9 7 6 1 8 5 3]
2,1572727,[4 3 0 1 6 2 7 5 9 8],1112034,[3 0 6 7 4 9 8 1 2 5]
3,3021887,[8 2 9 5 0 3 7 6 4 1],1046915,[2 8 9 6 0 3 4 7 5 1]
4,3623351,[9 8 6 7 2 3 5 4 1 0],3153792,[8 6 1 7 2 5 0 3 4 9]
5,1793933,[4 9 3 8 5 2 0 7 6 1],577934,[1 6 3 7 8 0 5 4 2 9]
6,1812446,[4 9 8 5 1 6 3 2 0 7],1149229,[3 1 6 0 2 9 7 4 8 5]
7,2442950,[6 7 4 5 9 8 2 1 0 3],1314218,[3 6 5 8 1 9 0 4 2 7]
8,1492519,[4 1 0 2 9 7 5 3 8 6],380957,[1 0 5 7 2 8 3 9 6 4]
9,135024,[0 4 3 8 6 2 1 5 7 9],2527788,[6 9 5 3 7 8 2 0 1 4]
10,3234184,[8 9 1 5 7 3 4 6 0 2],2066935,[5 7 2 0 8 4 3 1 9 6]
11,3262481,[8 9 7 2 1 3 5 6 4 0],715246,[1 9 6 8 3 2 7 5 0 4]
12,1925442,[5 2 8 0 3 4 9 1 6 7],2048775,[5 6 8 3 4 0 7 2 9 1]
13,505554,[1 4 6 3 0 9 8 2 5 7],84975,[0 3 1 9 2 4 7 6 8 5]
14,1809321,[4 9 7 8 6 3 1 2 5 0],2038514,[5 6 4 3 1 8 0 7 2 9]
15,2723531,[7 4 5 2 8 0 3 9 6 1],1554773,[4 2 6 5 3 7 0 9 8 1]
16,473902,[1 3 8 0 4 2 9 7 5 6],2776145,[7 5 8 6 4 2 3 9 1 0]
17,1856459,[5 1 0 4 6 7 3 9 8 2],1568053,[4 2 9 0 8 1 6 3 7 5]
18,1303390,[3 6 2 7 1 5 9 8 0 4],3394569,[9 3 1 5 7 0 4 6 8 2]
19,3146125,[8 6 0 2 5 7 4 1 9 3],3228930,[8 9 0 5 4 6 7 1 2 3]
20,778848,[2 1 4 6 8 5 0 3 7 9],1055251,[2 9 1 4 6 7 8 0 5 3]
21,2545718,[7 0 2 1 8 4 6 5 3 9],676187,[1 8 7 2 0 9 4 6 5 3]
22,1002531,[2 7 8 9 3 4 0 5 6 1],1005250,[2 7 9 4 1 0 5 8 3 6]
23,521608,[1 4 9 5 3 7 6 8 0 2],433339,[1 2 7 9 8 0 6 3 5 4]
24,1740802,[4 8 1 3 7 6 2 9 0 5],942787,[2 6 4 0 5 7 9 1 8 3]
25,2115007,[5 8 3 6 4 0 2 1 9 7],1934524,[5 2 9 7 8 0 1 6 3 4]
26,1304739,[3 6 2 9 0 8 1 5 7 4],302676,[0 8 5 1 4 3 7 2 6 9]
27,3436635,[9 4 1 8 0 6 2 5 7 3],377977,[1 0 4 9 8 7 2 3 6 5]
28,3150214,[8 6 1 0 3 7 9 5 2 4],1819505,[5 0 2 1 3 7 8 9 6 4]
29,2929688,[8 0 6 3 1 2 5 7 4 9],3036048,[8 3 2 4 7 5 0 1 6 9]
30,3619315,[9 8 6 0 5 7 4 1 3 2],3083820,[8 4 3 9 0 5 6 1 2 7]
31,760348,[2 0 8 9 1 4 3 7 5 6],2831007,[7 8 1 5 9 4 3 2 6 0]
32,3339829,[9 1 7 5 4 8 3 0 6 2],850997,[2 4 0 8 9 6 1 7 5 3]
33,3277491,[9 0 3 4 1 6 2 7 8 5],1249713,[3 4 9 8 6 1 2 5 7 0]
34,1015283,[2 8 1 5 0 7 4 9 6 3],1760659,[4 8 6 2 3 0 9 1 7 5]
35,2091029,[5 7 8 9 1 2 0 6 4 3],1408369,[3 8 9 4 0 5 1 2 7 6]
36,2117071,[5 8 4 0 3 2 6 1 9 7],1026899,[2 8 4 7 1 5 3 9 6 0]
37,2163379,[5 9 6 1 7 0 8 2 4 3],388869,[1 0 7 3 2 6 9 5 8 4]
38,2193651,[6 0 4 2 8 5 1 7 9 3],2082643,[5 7 6 1 4 2 9 0 8 3]
39,2074651,[5 7 3 6 2 8 9 0 4 1],2477766,[6 8 3 5 2 0 4 1 7 9]
40,1461048,[4 0 2 9 3 6 1 5 7 8],2503066,[6 9 0 5 3 8 2 7 1 4]
41,140164,[0 4 5 8 7 1 2 9 3 6],2616281,[7 1 9 0 6 3 5 8 4 2]
42,3500312,[9 5 7 3 4 1 2 6 0 8],1144372,[3 1 5 0 6 7 2 9 4 8]
43,561861,[1 5 9 4 3 0 8 6 7 2],828514,[2 3 6 4 8 1 5 9 0 7]
44,3415380,[9 3 6 5 4 2 7 0 1 8],382260,[1 0 5 8 9 4 6 2 3 7]
45,3572776,[9 7 4 8 1 0 5 6 2 3],1300277,[3 6 1 9 8 5 0 7 4 2]
46,1151161,[3 1 6 4 9 0 2 5 8 7],557572,[1 5 8 6 3 4 0 9 2 7]
47,2470782,[6 8 2 1 5 9 3 0 4 7],2128085,[5 8 7 1 6 0 2 9 4 3]
48,1622842,[4 5 1 9 8 6 2 7 0 3],218093,[0 6 4 2 9 5 1 8 7 3]
49,1048181,[2 8 9 7 5 6 0 4 3 1],2038184,[5 6 4 2 8 9 1 3 0 7]
50,2125388,[5 8 6 4 9 2 7 1 0 3],3467978,[9 5 0 1 6 8 2 4 3 7]
51,2797962,[7 6 3 1 0 4 9 2 5 8],3164457,[8 6 3 9 0 4 2 5 7 1]
52,1852801,[5 0 9 6 3 1 2 4 8 7],1120292,[3 0 8 2 9 6 7 4 1 5]
53,1721595,[4 7 6 5 0 8 1 3 9 2],2585223,[7 1 0 9 5 4 6 3 8 2]
54,1930868,[5 2 9 0 7 4 8 3 1 6],291228,[0 8 2 7 4 9 5 1 3 6]
55,3239451,[8 9 2 6 1 4 0 5 7 3],2155306,[5 9 3 6 2 8 1 7 0 4]
56,1931840,[5 2 9 3 0 7 4 6 1 8],2915847,[8 0 3 5 7 6 4 2 9 1]
57,1564673,[4 2 8 5 0 9 6 7 3 1],162141,[0 5 1 3 4 2 9 7 8 6]
58,409512,[1 2 3 4 8 7 0 5 6 9],3147944,[8 6 0 5 1 9 3 4 2 7]
59,2675800,[7 3 2 9 4 1 6 8 0 5],511762,[1 4 7 5 8 6 2 9 0 3]
60,1012442,[2 8 0 9 3 1 4 6 5 7],2970556,[8 1 6 3 7 5 0 9 2 4]
61,90835,[0 3 4 1 2 9 8 5 7 6],3452883,[9 4 6 0 7 1 2 5 8 3]
62,2856063,[7 8 6 4 5 2 3 1 9 0],2571228,[7 0 8 2 1 9 5 3 4 6]
63,3002803,[8 2 4 7 5 1 9 0 6 3],3292314,[9 0 6 2 5 8 7 1 3 4]
64,80428,[0 2 9 8 6 3 1 7 4 5],782036,[2 1 5 3 0 9 8 6 4 7]
