98%,Optima 1, Optima [1],Optima 2, Optima [2]
78,2617637,[7 1 9 3 5 6 0 8 4 2],1951709,[5 3 4 1 8 2 0 9 7 6]
79,606314,[1 7 0 4 2 8 3 6 5 9],808704,[2 3 0 6 4 5 1 7 8 9]
80,2828526,[7 8 1 2 5 0 4 3 6 9],1737167,[4 8 0 6 7 2 9 5 3 1]
81,3113267,[8 5 1 6 9 7 2 4 3 0],3173039,[8 6 5 3 9 7 4 2 1 0]
82,2479037,[6 8 3 9 0 5 1 7 4 2],2719539,[7 4 3 6 0 9 1 5 8 2]
83,59929,[0 2 5 9 3 6 1 4 8 7],769340,[2 1 0 7 6 3 9 5 4 8]
84,1719243,[4 7 6 0 9 1 2 5 8 3],983560,[2 7 4 1 0 5 8 9 3 6]
85,2385990,[6 5 1 3 9 2 4 0 7 8],1122560,[3 0 8 7 1 6 4 5 2 9]
86,1881431,[5 1 7 3 0 6 9 8 4 2],222111,[0 6 5 1 4 9 7 3 8 2]
87,3446169,[9 4 3 7 2 0 5 6 8 1],1347458,[3 7 4 2 5 9 0 6 1 8]
88,2251596,[6 1 8 7 2 3 5 0 4 9],2793297,[7 6 2 1 5 4 3 8 9 0]
89,435160,[1 2 8 4 5 3 7 9 0 6],2381601,[6 5 0 4 8 7 2 3 9 1]
90,2668073,[7 3 1 4 6 9 5 8 2 0],1210448,[3 4 0 2 5 1 7 8 6 9]
91,1327442,[3 6 9 2 7 0 1 5 4 8],3391090,[9 3 0 7 8 1 4 6 2 5]
92,2866914,[7 9 0 6 5 8 4 1 2 3],756390,[2 0 8 1 6 4 5 3 7 9]
93,2284547,[6 2 7 1 9 8 3 5 4 0],1738758,[4 8 0 9 7 5 2 1 3 6]
94,2411970,[6 5 8 3 9 4 7 0 1 2],1876663,[5 1 6 3 4 9 2 0 8 7]
95,1071091,[2 9 5 4 6 7 8 0 3 1],665950,[1 8 5 0 9 4 7 6 2 3]
96,1327290,[3 6 9 2 4 7 8 0 1 5],1844795,[5 0 8 1 3 4 6 9 7 2]
97,2753288,[7 5 2 3 0 1 6 8 4 9],2456895,[6 7 9 3 2 0 5 4 8 1]
98,581911,[1 6 4 5 2 3 7 0 9 8],491719,[1 4 2 6 9 7 3 0 8 5]
99,2861891,[7 8 9 5 6 0 2 4 3 1],2096379,[5 7 9 8 3 6 0 2 4 1]
100,1820877,[5 0 2 3 9 8 7 4 6 1],346685,[0 9 5 7 4 1 2 8 6 3]
1,1573977,[4 3 0 5 1 7 6 8 9 2],2328017,[6 3 7 9 2 0 5 8 4 1]
2,2294036,[6 2 9 1 0 8 7 4 3 5],3353238,[9 2 1 4 3 7 5 0 6 8]
3,3386004,[9 2 8 6 5 4 3 0 1 7],1667439,[4 6 2 8 9 1 5 3 7 0]
4,3204527,[8 7 3 6 5 1 9 4 2 0],501119,[1 4 5 3 9 8 7 6 2 0]
5,62774,[0 2 6 5 3 1 8 7 4 9],2986500,[8 2 0 5 9 4 6 1 3 7]
6,121121,[0 4 1 2 5 6 8 9 7 3],2491187,[6 8 7 1 9 5 2 4 3 0]
7,593410,[1 6 7 8 2 0 4 9 3 5],2185920,[6 0 2 8 1 3 4 5 7 9]
8,3346419,[9 1 8 7 5 6 0 3 4 2],1376641,[3 8 1 2 0 4 5 6 9 7]
9,1630503,[4 5 3 6 7 2 8 1 9 0],3319261,[9 1 3 6 0 5 7 2 8 4]
10,3290158,[9 0 5 7 4 8 6 3 1 2],2879477,[7 9 3 2 1 6 0 8 5 4]
11,28111,[0 1 7 6 2 4 5 3 9 8],2615572,[7 1 8 9 5 3 0 6 2 4]
12,450826,[1 3 2 6 0 9 5 8 4 7],2660586,[7 2 9 8 1 4 6 0 3 5]
13,585007,[1 6 5 0 7 2 4 3 9 8],2297920,[6 2 9 8 4 1 5 7 0 3]
14,3525439,[9 6 3 4 2 7 1 0 8 5],1666241,[4 6 2 7 1 3 8 9 5 0]
15,2730477,[7 4 6 8 1 9 5 2 3 0],768546,[2 1 0 6 5 7 9 3 4 8]
16,3263119,[8 9 7 3 0 5 2 1 6 4],1051475,[2 9 0 6 4 3 5 8 7 1]
17,2419555,[6 7 0 1 4 9 8 2 5 3],577963,[1 6 3 7 8 2 9 0 5 4]
18,1374298,[3 8 0 6 7 4 2 9 1 5],3525452,[9 6 3 4 2 7 8 1 0 5]
19,402911,[1 0 9 8 5 4 7 6 3 2],3468258,[9 5 0 2 1 3 8 4 6 7]
20,2200944,[6 0 5 7 9 2 1 3 4 8],3159439,[8 6 2 9 0 5 3 1 7 4]
21,399334,[1 0 9 3 6 7 8 5 2 4],1784408,[4 9 2 0 5 1 6 7 3 8]
22,58973,[0 2 5 7 9 4 1 8 6 3],1554125,[4 2 6 3 7 0 1 9 8 5]
23,2624341,[7 2 0 6 9 4 5 1 8 3],3081269,[8 4 3 2 6 1 0 9 7 5]
24,673813,[1 8 6 5 9 0 4 2 7 3],919984,[2 5 8 4 7 3 6 9 0 1]
25,2787640,[7 6 1 0 8 3 5 9 2 4],2686003,[7 3 5 9 4 1 8 0 6 2]
26,3229632,[8 9 0 6 4 5 1 2 3 7],463540,[1 3 5 9 7 8 0 6 2 4]
27,2934815,[8 0 7 3 1 6 9 5 4 2],2039169,[5 6 4 7 1 0 3 8 9 2]
28,681972,[1 8 9 3 2 0 6 4 5 7],3418620,[9 3 7 2 0 5 6 1 4 8]
29,105293,[0 3 6 9 2 5 1 8 7 4],841207,[2 3 8 9 4 0 5 1 7 6]
30,558815,[1 5 8 9 0 6 7 4 3 2],3099152,[8 4 7 9 2 1 3 5 0 6]
31,942640,[2 6 4 0 3 5 8 9 1 7],619416,[1 7 3 9 2 8 0 4 5 6]
32,887162,[2 5 0 1 4 3 6 8 7 9],971370,[2 7 0 8 1 6 9 3 4 5]
33,629449,[1 7 5 9 2 4 0 3 8 6],186225,[0 5 6 9 4 8 2 3 7 1]
34,478371,[1 3 8 9 4 5 0 6 7 2],363955,[1 0 2 4 6 9 8 3 7 5]
35,3165326,[8 6 4 0 2 7 5 3 1 9],1635070,[4 5 6 2 9 3 8 7 0 1]
36,1025831,[2 8 4 5 7 3 9 6 1 0],2197189,[6 0 4 9 5 8 3 1 7 2]
37,1092428,[3 0 1 8 4 6 9 5 2 7],1381911,[3 8 2 1 4 9 6 5 7 0]
38,3341058,[9 1 7 8 3 0 6 2 4 5],987535,[2 7 4 9 5 3 1 0 8 6]
39,3504605,[9 5 8 2 4 0 1 7 6 3],1306213,[3 6 4 1 2 0 8 5 9 7]
40,3427700,[9 4 0 1 7 2 8 5 3 6],3516740,[9 6 1 7 3 0 8 4 2 5]
41,809130,[2 3 0 6 8 7 9 1 4 5],551461,[1 5 7 3 9 4 6 0 8 2]
42,156873,[0 4 9 1 8 3 5 6 7 2],894627,[2 5 1 6 7 3 0 8 9 4]
43,1020635,[2 8 3 5 6 1 4 9 7 0],1930812,[5 2 9 0 7 1 6 3 4 8]
44,278063,[0 7 9 2 3 1 8 6 5 4],2446632,[6 7 5 3 0 8 1 2 4 9]
45,2762640,[7 5 4 1 0 2 3 6 8 9],2901389,[7 9 8 4 5 1 0 6 3 2]
46,2547991,[7 0 2 5 9 3 4 1 8 6],2224679,[6 1 2 4 8 9 7 5 3 0]
47,1029364,[2 8 5 1 7 0 3 9 4 6],846568,[2 3 9 8 6 5 4 7 0 1]
48,485772,[1 4 0 5 8 2 7 3 6 9],2484523,[6 8 4 9 5 1 7 0 3 2]
49,3539659,[9 6 7 2 1 0 8 3 5 4],2964435,[8 1 5 2 3 7 0 6 9 4]
50,3427217,[9 4 0 1 2 3 7 8 6 5],2588012,[7 1 2 5 4 8 9 3 0 6]
51,725401,[1 9 8 7 4 0 2 3 6 5],151536,[0 4 8 1 5 9 2 3 6 7]
52,3089474,[8 4 5 9 7 3 0 2 1 6],355377,[0 9 7 4 5 3 2 6 8 1]
53,2867736,[7 9 0 8 6 5 1 2 3 4],1081635,[2 9 7 5 1 6 0 4 8 3]
54,2130199,[5 8 7 4 3 6 1 0 9 2],313838,[0 8 7 2 9 3 5 4 1 6]
55,158732,[0 4 9 5 3 7 8 2 1 6],1614184,[4 5 0 2 9 6 7 8 1 3]
56,3452154,[9 4 5 8 3 7 6 0 1 2],690645,[1 9 2 0 4 5 8 6 7 3]
57,3079057,[8 4 2 9 3 7 0 1 6 5],1667680,[4 6 2 9 1 3 7 8 0 5]
58,2287202,[6 2 7 8 5 0 1 4 3 9],1370344,[3 7 9 8 1 4 5 6 0 2]
59,507067,[1 4 6 7 2 5 9 0 8 3],655263,[1 8 3 0 2 6 7 5 9 4]
60,18120,[0 1 5 7 3 2 4 6 8 9],2073025,[5 7 3 2 1 4 0 6 9 8]
61,616017,[1 7 3 2 6 5 4 8 9 0],3020245,[8 2 9 1 6 5 4 0 7 3]
62,2350512,[6 4 2 3 7 8 0 1 5 9],2192400,[6 0 4 1 2 3 5 7 8 9]
63,2202355,[6 0 5 9 7 8 4 1 3 2],425189,[1 2 6 4 7 3 0 9 8 5]
64,3259017,[8 9 6 4 2 3 1 5 7 0],2687873,[7 3 6 2 0 9 5 8 4 1]
65,1322723,[3 6 8 4 0 7 2 9 5 1],3524925,[9 6 3 2 7 1 8 4 5 0]
66,317373,[0 8 7 9 5 4 6 2 3 1],232124,[0 6 8 1 4 3 9 5 2 7]
67,560943,[1 5 9 3 0 6 7 4 8 2],2613265,[7 1 8 4 5 2 0 3 9 6]
68,2888380,[7 9 5 0 4 8 1 6 2 3],1033356,[2 8 6 0 3 4 7 1 5 9]
69,700033,[1 9 3 8 2 6 0 4 7 5],568520,[1 6 0 8 5 7 3 4 2 9]
70,2018322,[5 6 0 4 2 3 9 1 7 8],752399,[2 0 7 3 9 8 6 5 4 1]
71,1405876,[3 8 7 9 4 5 0 6 1 2],1818459,[5 0 1 8 6 9 2 4 7 3]
72,1722882,[4 7 6 8 9 1 5 0 2 3],2631059,[7 2 3 0 4 6 5 9 8 1]
73,944409,[2 6 4 3 8 0 5 7 9 1],1764619,[4 8 7 0 9 1 6 2 5 3]
74,3038111,[8 3 2 7 5 4 9 6 1 0],1577482,[4 3 0 9 8 6 2 7 1 5]
75,902635,[2 5 4 0 7 9 8 1 6 3],885656,[2 4 9 7 0 5 3 6 1 8]
76,1981203,[5 4 1 0 8 2 3 7 9 6],3308671,[9 1 0 5 4 3 6 2 8 7]
77,816757,[2 3 4 0 6 5 8 1 9 7],1123328,[3 0 8 9 2 1 5 6 4 7]
78,1714992,[4 7 5 1 9 6 0 2 3 8],2519782,[6 9 3 8 5 0 7 4 1 2]
79,1573821,[4 3 0 2 9 1 8 6 7 5],3564167,[9 7 3 1 2 4 8 6 5 0]
80,493035,[1 4 2 8 7 6 0 5 9 3],2570389,[7 0 6 9 8 5 3 1 4 2]
81,1425792,[3 9 2 8 1 6 0 4 5 7],854561,[2 4 1 6 9 3 7 8 5 0]
82,2172895,[5 9 8 0 7 3 2 1 6 4],3234836,[8 9 1 6 5 7 4 2 0 3]
83,2458220,[6 7 9 5 1 0 8 3 2 4],1169799,[3 2 0 1 8 5 7 6 9 4]
84,3540403,[9 6 7 3 1 2 8 0 5 4],770477,[2 1 0 9 3 7 4 8 6 5]
85,1091501,[3 0 1 6 9 8 2 7 5 4],2172235,[5 9 7 8 6 4 3 0 2 1]
86,2944935,[8 1 0 4 3 2 7 6 9 5],1748411,[4 8 2 9 3 0 5 7 6 1]
87,468139,[1 3 6 9 2 0 8 4 7 5],3156395,[8 6 2 1 9 3 4 7 5 0]
88,2482462,[6 8 4 3 9 0 7 5 1 2],3505463,[9 5 8 3 6 0 7 4 2 1]
89,975709,[2 7 1 6 0 9 5 3 8 4],1551779,[4 2 5 9 1 6 3 8 7 0]
90,2572042,[7 0 8 3 2 6 4 9 1 5],2706946,[7 4 1 0 6 9 3 8 2 5]
91,31575,[0 1 8 3 9 2 6 5 7 4],2260381,[6 2 0 5 4 7 8 1 9 3]
92,2045232,[5 6 7 8 3 4 0 1 2 9],354921,[0 9 7 3 8 5 2 4 6 1]
93,321255,[0 8 9 6 2 1 5 4 7 3],3173567,[8 6 5 4 7 1 9 3 2 0]
94,874773,[2 4 7 5 9 6 8 1 3 0],2049642,[5 6 8 4 7 1 9 0 2 3]
95,810297,[2 3 0 8 5 6 4 7 9 1],3167366,[8 6 4 3 0 7 5 2 1 9]
96,3045352,[8 3 5 1 6 9 4 7 0 2],2232613,[6 1 3 9 8 0 5 2 7 4]
97,984972,[2 7 4 5 0 1 8 3 6 9],2672748,[7 3 2 4 0 9 6 1 5 8]
98,374097,[1 0 4 3 7 6 5 8 9 2],543266,[1 5 4 8 6 2 0 7 3 9]
99,1242039,[3 4 8 5 0 2 7 6 9 1],555747,[1 5 8 2 9 3 0 6 7 4]
100,3048209,[8 3 5 7 4 6 2 9 1 0],220097,[0 6 4 7 8 1 5 9 3 2]
1,2915553,[8 0 3 5 4 2 6 7 9 1],2019856,[5 6 0 8 3 1 7 9 2 4]
2,178086,[0 5 4 3 6 1 7 2 8 9],270961,[0 7 6 8 3 1 2 4 9 5]
3,270458,[0 7 6 5 4 9 1 3 2 8],3208521,[8 7 4 5 1 6 2 3 9 0]
4,2639917,[7 2 4 8 5 1 6 0 9 3],2569941,[7 0 6 9 3 1 8 4 5 2]
5,1898720,[5 2 0 8 1 7 4 6 3 9],508928,[1 4 6 9 8 0 3 5 2 7]
6,137188,[0 4 5 2 7 3 1 9 6 8],101061,[0 3 6 1 5 2 9 7 8 4]
7,2841294,[7 8 3 6 1 4 2 0 5 9],466668,[1 3 6 7 0 9 5 2 4 8]
8,3319572,[9 1 3 6 5 0 7 2 4 8],644454,[1 7 9 8 0 4 3 2 5 6]
9,1628251,[4 5 3 0 6 8 9 1 7 2],3190923,[8 7 1 0 9 2 3 5 6 4]
10,2098228,[5 8 0 3 2 4 1 9 6 7],682079,[1 8 9 3 2 7 6 5 4 0]
11,1199937,[3 2 8 0 6 5 4 7 9 1],141019,[0 4 5 9 8 1 7 2 6 3]
12,2395970,[6 5 3 2 8 4 0 7 1 9],265541,[0 7 5 6 8 9 1 4 3 2]
13,2918371,[8 0 4 1 3 7 9 2 6 5],2436238,[6 7 3 2 5 9 8 4 0 1]
14,1833963,[5 0 4 9 2 1 3 7 8 6],1888894,[5 1 8 7 3 6 9 4 0 2]
15,1699967,[4 7 1 3 0 5 9 8 6 2],804875,[2 1 9 6 8 3 4 7 5 0]
16,589134,[1 6 5 9 2 4 3 0 7 8],3228506,[8 9 0 5 1 3 2 6 4 7]
17,2263004,[6 2 1 0 3 5 9 7 4 8],55172,[0 2 4 9 6 7 8 3 1 5]
18,3356132,[9 2 1 8 3 6 7 4 0 5],1017041,[2 8 1 7 5 3 6 9 4 0]
19,698876,[1 9 3 6 5 8 7 2 0 4],2925147,[8 0 5 3 7 2 1 6 9 4]
20,3343671,[9 1 8 3 7 6 4 2 5 0],1915561,[5 2 6 0 7 1 3 4 9 8]
21,2951356,[8 1 2 6 0 7 3 9 4 5],1007712,[2 7 9 8 4 5 0 1 3 6]
22,435915,[1 2 8 5 4 7 0 6 9 3],2940397,[8 0 9 3 7 2 5 1 6 4]
23,2170343,[5 9 7 4 2 0 8 6 3 1],2987098,[8 2 0 6 7 4 3 9 1 5]
24,2448692,[6 7 5 8 9 3 4 1 0 2],2992493,[8 2 1 7 3 5 0 9 6 4]
25,2477172,[6 8 3 4 5 0 7 1 2 9],1657892,[4 6 0 9 5 7 8 2 1 3]
26,499595,[1 4 5 0 9 3 6 8 7 2],3197441,[8 7 2 3 9 1 5 6 4 0]
27,2669065,[7 3 1 6 0 4 2 5 9 8],1803139,[4 9 6 7 2 0 8 1 5 3]
28,1807844,[4 9 7 5 8 1 6 2 0 3],1215197,[3 4 1 0 8 7 2 9 6 5]
29,2484045,[6 8 4 9 0 2 7 3 5 1],868584,[2 4 6 3 5 1 0 7 8 9]
30,2297481,[6 2 9 7 8 4 1 3 5 0],3481875,[9 5 2 7 8 4 0 3 6 1]
31,1474935,[4 0 6 7 5 1 8 3 9 2],769799,[2 1 0 8 3 9 7 6 5 4]
32,1628730,[4 5 3 1 0 8 9 2 6 7],3554015,[9 7 1 2 0 6 8 5 4 3]
33,3419129,[9 3 7 2 6 5 4 8 1 0],1563793,[4 2 8 1 9 6 0 3 7 5]
34,1525393,[4 1 8 6 5 7 0 2 9 3],2630117,[7 2 1 8 9 5 0 6 4 3]
35,1624341,[4 5 2 3 0 1 9 7 8 6],2765403,[7 5 4 6 9 0 1 3 8 2]
36,2083943,[5 7 6 3 2 0 9 8 4 1],252644,[0 7 3 1 9 4 8 5 2 6]
37,571602,[1 6 2 4 9 3 8 0 5 7],3271457,[9 0 2 1 7 3 6 8 5 4]
38,3445504,[9 4 3 6 2 5 7 8 0 1],2608807,[7 1 6 5 3 0 4 2 9 8]
39,44765,[0 2 1 9 4 3 5 8 7 6],2745774,[7 5 0 8 4 3 2 1 6 9]
40,462453,[1 3 5 8 2 7 9 4 6 0],1703888,[4 7 2 0 6 1 5 8 3 9]
41,2447322,[6 7 5 4 0 2 9 1 3 8],2614750,[7 1 8 6 4 3 9 5 0 2]
42,1038716,[2 8 7 0 5 9 6 3 1 4],1347049,[3 7 4 1 9 5 0 2 8 6]
43,1615126,[4 5 0 6 2 3 9 8 1 7],1033869,[2 8 6 0 9 4 7 3 5 1]
44,2283704,[6 2 7 0 8 9 3 4 1 5],3451555,[9 4 5 7 6 8 3 0 2 1]
45,2470486,[6 8 2 1 3 4 9 7 0 5],3468382,[9 5 0 2 3 1 8 7 4 6]
46,2431398,[6 7 2 3 9 5 1 0 4 8],1292034,[3 6 0 4 5 9 8 1 2 7]
47,1568288,[4 2 9 1 3 0 6 7 5 8],3458719,[9 4 7 1 6 5 2 0 8 3]
48,2129483,[5 8 7 3 4 6 1 9 2 0],2108858,[5 8 2 3 9 7 0 4 1 6]
49,1633064,[4 5 6 0 1 9 3 7 2 8],3078009,[8 4 2 7 0 1 5 6 9 3]
50,2019668,[5 6 0 8 1 4 9 3 2 7],2069993,[5 7 2 6 9 8 3 4 1 0]
51,2455855,[6 7 9 1 8 3 2 0 5 4],1661333,[4 6 1 7 3 5 0 9 8 2]
52,186845,[0 5 7 1 6 2 3 9 8 4],2946915,[8 1 0 6 9 5 2 4 7 3]
53,374079,[1 0 4 3 7 5 8 6 9 2],3473078,[9 5 1 0 7 3 6 4 2 8]
54,476089,[1 3 8 5 2 6 0 4 9 7],584371,[1 6 4 9 5 7 8 0 3 2]
55,2512425,[6 9 2 4 3 8 1 5 7 0],2305466,[6 3 1 5 0 4 2 8 7 9]
56,478237,[1 3 8 9 2 4 6 0 7 5],51557,[0 2 4 3 7 8 1 9 6 5]
57,496580,[1 4 3 6 8 0 9 5 2 7],1891830,[5 1 9 3 6 2 4 0 7 8]
58,39568,[0 1 9 7 8 5 4 6 2 3],546820,[1 5 6 4 3 9 0 8 2 7]
59,1055494,[2 9 1 4 8 6 7 5 0 3],567890,[1 6 0 7 8 4 2 5 3 9]
60,1105893,[3 0 5 4 9 7 8 2 6 1],1770506,[4 8 9 2 0 3 1 6 5 7]
61,530361,[1 5 2 3 7 8 4 6 9 0],3564494,[9 7 3 1 6 0 5 4 2 8]
62,936507,[2 6 1 8 7 3 0 5 9 4],1292858,[3 6 0 5 7 9 1 4 2 8]
63,3101552,[8 4 9 2 6 1 3 5 0 7],1880129,[5 1 7 0 3 8 6 9 4 2]
64,1755538,[4 8 5 2 1 6 3 9 0 7],1759157,[4 8 6 0 2 7 1 9 5 3]
