100%,Optima 1, Optima [1],Optima 2, Optima [2]
78,1029187,[2 8 5 1 4 6 9 0 7 3],154495,[0 4 8 6 5 3 2 1 9 7]
79,3300421,[9 0 7 6 8 3 4 1 5 2],2490303,[6 8 7 0 5 3 4 2 9 1]
80,3065687,[8 4 0 2 9 3 7 6 5 1],1736969,[4 8 0 6 3 7 5 9 2 1]
81,2699219,[7 3 9 4 8 2 1 6 5 0],2919625,[8 0 4 3 1 5 2 6 9 7]
82,2025176,[5 6 1 8 7 3 2 4 0 9],2601595,[7 1 5 2 3 9 8 0 6 4]
83,1339002,[3 7 1 6 8 2 9 0 4 5],2058798,[5 7 0 4 3 8 2 1 6 9]
84,3136256,[8 5 7 1 9 3 2 4 0 6],2235615,[6 1 4 7 0 2 8 5 9 3]
85,1260516,[3 5 2 0 8 4 7 1 6 9],3436327,[9 4 1 7 6 0 3 2 8 5]
86,456228,[1 3 4 6 7 9 5 0 2 8],3535642,[9 6 5 3 4 7 1 8 0 2]
87,1975098,[5 3 9 8 1 0 7 2 4 6],1991826,[5 4 3 1 6 7 9 0 2 8]
88,2870820,[7 9 1 5 2 4 6 0 3 8],2048486,[5 6 8 3 0 7 4 2 1 9]
89,1881097,[5 1 7 2 6 9 0 3 8 4],986317,[2 7 4 6 9 1 5 0 8 3]
90,1354111,[3 7 5 6 8 1 2 0 9 4],1197228,[3 2 7 5 8 9 4 0 1 6]
91,3353934,[9 2 1 5 3 6 4 0 7 8],1137245,[3 1 2 7 6 0 4 9 8 5]
92,3406408,[9 3 4 8 0 6 5 7 1 2],2567310,[7 0 6 3 8 2 4 1 5 9]
93,729325,[2 0 1 7 9 6 5 3 8 4],683150,[1 8 9 4 6 7 3 2 0 5]
94,3514456,[9 6 1 3 2 0 7 8 4 5],1215536,[3 4 1 2 5 7 6 8 0 9]
95,394998,[1 0 8 4 6 7 3 2 5 9],2170080,[5 9 7 4 0 1 2 3 6 8]
96,1630456,[4 5 3 6 7 0 8 9 1 2],327438,[0 9 1 8 6 5 3 2 4 7]
97,2688209,[7 3 6 2 5 8 4 9 1 0],3184885,[8 6 9 7 2 4 3 0 5 1]
98,2932187,[8 0 6 7 3 9 2 5 4 1],1247721,[3 4 9 5 8 6 1 2 7 0]
99,1826652,[5 0 3 6 1 2 8 4 7 9],1675643,[4 6 5 3 1 8 2 9 7 0]
100,2762853,[7 5 4 1 2 8 9 3 6 0],792394,[2 1 7 3 6 4 5 9 0 8]
1,1529008,[4 1 9 3 6 7 5 8 0 2],3374433,[9 2 6 4 7 1 3 5 8 0]
2,2436590,[6 7 3 4 0 9 5 2 1 8],2602962,[7 1 5 4 2 3 9 0 6 8]
3,2233386,[6 1 4 0 9 5 8 2 3 7],213559,[0 6 3 4 7 8 2 1 9 5]
4,3440016,[9 4 2 5 7 8 0 1 3 6],930579,[2 6 0 7 4 9 1 5 8 3]
5,1661226,[4 6 1 7 2 5 9 0 3 8],1868469,[5 1 3 8 0 6 9 4 7 2]
6,1247506,[3 4 9 5 6 8 1 7 0 2],1344791,[3 7 2 8 6 4 9 5 1 0]
7,3323034,[9 1 4 3 2 8 7 0 5 6],3050622,[8 3 6 1 9 7 2 0 4 5]
8,273073,[0 7 8 2 3 6 1 4 9 5],1169588,[3 2 0 1 6 7 9 5 4 8]
9,2308676,[6 3 2 0 5 9 8 4 1 7],883835,[2 4 9 3 6 1 5 8 7 0]
10,415604,[1 2 4 6 3 5 9 7 0 8],489376,[1 4 2 0 8 3 7 9 5 6]
11,1266767,[3 5 4 2 6 1 9 8 7 0],1061754,[2 9 3 6 5 8 7 0 1 4]
12,1441075,[3 9 6 8 2 7 5 0 4 1],879162,[2 4 8 5 0 3 9 1 6 7]
13,335479,[0 9 3 5 8 6 2 1 7 4],3274961,[9 0 2 7 5 3 6 8 4 1]
14,217015,[0 6 4 1 5 7 3 2 9 8],1416296,[3 9 1 0 2 6 5 7 4 8]
15,84017,[0 3 1 7 8 2 6 9 5 4],1621046,[4 5 1 7 3 8 6 2 0 9]
16,559763,[1 5 9 0 4 7 3 8 6 2],1648327,[4 5 9 0 3 1 6 2 8 7]
17,345013,[0 9 5 4 2 1 7 3 8 6],3062917,[8 3 9 6 0 2 5 1 7 4]
18,3006542,[8 2 5 4 7 3 6 1 0 9],2322162,[6 3 5 8 1 2 9 0 4 7]
19,2371770,[6 4 8 5 0 7 9 1 2 3],799495,[2 1 8 6 4 5 3 0 9 7]
20,2306641,[6 3 1 7 8 0 2 4 9 5],2018080,[5 6 0 3 9 2 7 8 1 4]
21,636988,[1 7 8 3 6 2 0 9 4 5],2786854,[7 6 0 9 4 5 8 3 1 2]
22,2176264,[5 9 8 6 3 2 4 7 0 1],2645201,[7 2 5 8 9 1 4 6 3 0]
23,1791331,[4 9 3 2 8 6 7 0 5 1],3239872,[8 9 2 6 5 7 3 4 0 1]
24,3302042,[9 0 8 2 3 1 4 6 5 7],411379,[1 2 3 7 5 0 9 4 8 6]
25,2104381,[5 8 1 4 7 3 6 0 9 2],2901644,[7 9 8 5 0 2 6 3 1 4]
26,2157284,[5 9 4 0 2 3 8 6 1 7],1670309,[4 6 3 2 9 1 0 8 7 5]
27,2874023,[7 9 2 1 6 0 8 5 4 3],2128513,[5 8 7 2 1 6 0 3 9 4]
28,250398,[0 7 2 6 8 5 3 1 4 9],1917580,[5 2 6 4 1 9 0 8 3 7]
29,1168900,[3 1 9 8 4 7 0 6 2 5],3390177,[9 3 0 6 5 4 2 7 8 1]
30,681174,[1 8 9 2 0 5 4 3 6 7],1368204,[3 7 9 4 1 6 5 0 2 8]
31,578014,[1 6 3 7 8 5 9 4 0 2],3099642,[8 4 9 0 1 3 7 2 5 6]
32,631209,[1 7 6 2 8 0 4 5 9 3],657894,[1 8 3 5 7 4 2 0 6 9]
33,1172581,[3 2 0 7 6 5 8 1 9 4],2762170,[7 5 4 0 3 1 6 9 2 8]
34,1260083,[3 5 2 0 1 8 6 9 7 4],3083352,[8 4 3 7 2 6 0 1 5 9]
35,3387408,[9 3 0 1 7 5 2 4 6 8],3593078,[9 8 0 7 3 2 5 4 1 6]
36,2619748,[7 1 9 6 4 2 0 8 3 5],2227020,[6 1 2 9 0 5 7 3 4 8]
37,2787444,[7 6 1 0 4 8 5 2 3 9],2125654,[5 8 6 7 1 4 9 3 0 2]
38,2229159,[6 1 3 4 0 5 8 7 9 2],2964382,[8 1 5 2 3 0 9 7 4 6]
39,2754223,[7 5 2 4 1 9 3 0 8 6],2582182,[7 1 0 4 5 2 9 8 3 6]
40,851870,[2 4 1 0 3 9 7 6 5 8],910094,[2 5 6 7 0 1 8 4 3 9]
41,2199437,[6 0 5 3 8 7 1 9 4 2],2192234,[6 0 3 9 7 5 1 4 2 8]
42,1455613,[4 0 1 8 7 2 6 3 9 5],346103,[0 9 5 6 7 1 8 4 3 2]
43,690349,[1 9 0 8 6 7 4 2 5 3],328029,[0 9 2 1 6 5 8 4 7 3]
44,932526,[2 6 1 0 4 3 7 5 8 9],3376941,[9 2 7 0 3 1 8 5 6 4]
45,2637714,[7 2 4 3 5 9 8 0 1 6],1559361,[4 2 7 3 8 6 1 5 9 0]
46,2171919,[5 9 7 8 3 1 4 2 6 0],2831850,[7 8 1 9 0 5 6 2 3 4]
47,2996592,[8 2 3 5 9 6 0 1 4 7],3317300,[9 1 3 2 5 0 8 6 4 7]
48,1517440,[4 1 7 0 6 3 8 9 2 5],606372,[1 7 0 4 3 2 8 5 6 9]
49,1289555,[3 5 9 8 0 2 4 7 6 1],3010980,[8 2 6 3 9 4 5 0 1 7]
50,1701006,[4 7 1 5 6 0 3 2 8 9],149359,[0 4 7 6 3 8 2 1 9 5]
51,2004360,[5 4 7 6 9 0 1 2 3 8],1679438,[4 6 7 1 5 2 8 3 0 9]
52,3114752,[8 5 2 0 1 4 6 7 3 9],611903,[1 7 2 4 9 0 8 6 5 3]
53,670704,[1 8 6 0 5 3 2 4 7 9],294059,[0 8 3 4 5 6 2 9 7 1]
54,3105476,[8 5 0 2 1 9 7 4 3 6],2678216,[7 3 4 2 8 5 1 6 0 9]
55,1718318,[4 7 5 9 3 1 6 2 0 8],2309425,[6 3 2 1 7 4 0 5 9 8]
56,757642,[2 0 8 4 3 7 5 9 1 6],2865294,[7 9 0 4 5 3 2 1 6 8]
57,3037993,[8 3 2 7 4 6 0 1 9 5],3092101,[8 4 6 3 5 2 7 0 9 1]
58,2380655,[6 5 0 3 4 8 9 7 2 1],2617492,[7 1 9 3 4 5 0 8 2 6]
59,936775,[2 6 1 9 0 5 4 3 8 7],2513127,[6 9 2 5 3 7 4 1 8 0]
60,3109249,[8 5 0 9 3 4 1 2 7 6],3464989,[9 4 8 3 2 7 5 0 6 1]
61,3409634,[9 3 5 4 6 7 0 2 1 8],433957,[1 2 8 0 7 4 6 3 9 5]
62,3540046,[9 6 7 2 5 1 8 4 0 3],1498539,[4 1 2 5 3 9 0 7 8 6]
63,1159549,[3 1 8 0 5 9 6 2 7 4],1667526,[4 6 2 9 0 1 5 3 7 8]
64,1974756,[5 3 9 7 6 1 4 0 2 8],501122,[1 4 5 6 0 2 3 8 7 9]
65,2760924,[7 5 3 8 4 6 2 0 1 9],1077855,[2 9 6 8 0 1 5 4 7 3]
66,3399546,[9 3 2 5 6 4 8 0 1 7],180536,[0 5 4 8 7 3 2 6 1 9]
67,3464386,[9 4 8 2 5 7 1 6 0 3],190445,[0 5 7 8 4 1 2 9 6 3]
68,9323,[0 1 3 8 9 6 4 7 5 2],2979615,[8 1 9 2 4 0 6 5 7 3]
69,1254996,[3 5 1 0 2 6 8 4 7 9],3153479,[8 6 1 5 7 9 4 3 2 0]
70,1741825,[4 8 1 6 2 3 0 5 9 7],616154,[1 7 3 2 8 6 0 5 4 9]
71,3584254,[9 7 8 1 0 5 6 4 2 3],487807,[1 4 0 8 6 2 5 3 9 7]
72,2097793,[5 8 0 2 6 7 1 3 9 4],344990,[0 9 5 4 1 8 6 3 2 7]
73,3334243,[9 1 6 4 8 2 7 0 5 3],2513539,[6 9 2 7 0 1 8 3 5 4]
74,2477082,[6 8 3 4 2 1 9 0 5 7],2868603,[7 9 1 2 3 0 4 6 8 5]
75,3627347,[9 8 7 4 6 5 1 3 2 0],78695,[0 2 9 6 3 7 8 5 4 1]
76,1174880,[3 2 1 0 8 7 5 6 4 9],666541,[1 8 5 2 7 4 6 0 9 3]
77,3276943,[9 0 3 2 4 8 5 1 7 6],2582897,[7 1 0 5 4 2 8 9 6 3]
78,2576878,[7 0 9 2 8 6 5 4 1 3],225517,[0 6 5 8 2 3 7 1 9 4]
79,141025,[0 4 5 9 8 2 1 3 7 6],3070416,[8 4 1 2 5 9 0 3 6 7]
80,2148840,[5 9 2 3 6 0 1 4 7 8],3394739,[9 3 1 5 8 4 2 7 6 0]
81,3300022,[9 0 7 6 3 1 8 5 2 4],3597661,[9 8 1 6 5 3 4 0 7 2]
82,1427009,[3 9 4 0 8 6 5 7 2 1],187532,[0 5 7 2 4 8 9 3 1 6]
83,2691494,[7 3 8 0 2 1 6 5 4 9],2509997,[6 9 2 0 1 7 3 8 5 4]
84,1011800,[2 8 0 7 3 6 4 5 1 9],1246188,[3 4 9 1 7 8 5 0 2 6]
85,625633,[1 7 5 0 9 6 2 3 8 4],236776,[0 6 8 9 7 1 4 5 2 3]
86,1204187,[3 2 8 9 4 7 1 6 5 0],2232731,[6 1 4 0 2 3 7 9 8 5]
87,340812,[0 9 4 6 3 1 7 2 5 8],3572608,[9 7 4 6 8 3 2 5 0 1]
88,3113036,[8 5 1 6 4 9 7 2 0 3],2691920,[7 3 8 0 6 5 2 4 1 9]
89,108215,[0 3 7 5 2 8 9 6 4 1],3304412,[9 0 8 5 3 6 7 2 1 4]
90,1041300,[2 8 7 5 1 4 6 0 3 9],1574204,[4 3 0 5 6 2 9 7 1 8]
91,205360,[0 6 1 8 3 4 7 9 2 5],2766807,[7 5 4 9 6 3 2 1 8 0]
92,1619114,[4 5 1 2 8 7 0 6 3 9],1286769,[3 5 9 2 1 0 6 7 8 4]
93,1043911,[2 8 9 0 7 3 4 1 6 5],182737,[0 5 6 2 8 9 1 3 7 4]
94,1700951,[4 7 1 5 3 6 9 8 2 0],2249950,[6 1 8 3 9 4 7 5 0 2]
95,3045508,[8 3 5 1 9 2 0 7 4 6],454015,[1 3 4 0 7 6 5 2 9 8]
96,1903106,[5 2 1 7 3 4 0 8 6 9],2570383,[7 0 6 9 8 5 2 1 4 3]
97,285026,[0 8 1 5 9 3 2 6 4 7],1758859,[4 8 5 9 7 0 6 1 3 2]
98,3081751,[8 4 3 5 1 2 6 0 9 7],1788745,[4 9 2 8 3 1 0 5 7 6]
99,1133180,[3 1 0 8 9 2 7 5 4 6],3216388,[8 7 6 1 2 3 0 9 4 5]
100,908761,[2 5 6 3 1 0 4 7 9 8],2456358,[6 7 9 2 4 5 1 0 3 8]
1,449446,[1 3 2 4 5 6 9 8 0 7],2963064,[8 1 4 9 3 2 0 5 6 7]
2,1787553,[4 9 2 6 7 1 3 5 8 0],3486349,[9 5 3 7 0 8 4 1 6 2]
3,2454868,[6 7 9 0 4 2 1 8 3 5],3628544,[9 8 7 6 3 5 1 2 0 4]
4,764846,[2 0 9 7 3 6 5 4 1 8],1053114,[2 9 0 8 5 7 6 1 3 4]
5,2727577,[7 4 6 1 2 9 0 3 8 5],816253,[2 3 1 9 7 0 6 4 8 5]
6,2030627,[5 6 2 9 1 8 3 7 4 0],1525911,[4 1 8 7 2 9 5 3 6 0]
7,1582780,[4 3 2 0 5 9 1 8 6 7],3058004,[8 3 7 6 1 2 9 4 0 5]
8,367258,[1 0 2 9 3 6 5 8 4 7],2926138,[8 0 5 6 1 4 3 9 2 7]
9,678085,[1 8 7 4 6 5 3 0 9 2],1180233,[3 2 4 1 5 6 7 8 9 0]
10,133420,[0 4 3 6 2 9 1 8 5 7],298052,[0 8 4 1 9 6 7 3 2 5]
11,548784,[1 5 6 9 2 3 0 4 7 8],612769,[1 7 2 6 0 5 3 4 9 8]
12,1362384,[3 7 8 2 1 4 0 5 6 9],3158473,[8 6 2 5 7 4 0 1 9 3]
13,327745,[0 9 2 1 4 5 3 6 8 7],425563,[1 2 6 5 0 4 9 3 8 7]
14,1569992,[4 2 9 5 6 1 3 7 0 8],921331,[2 5 8 7 4 6 9 0 3 1]
15,1356328,[3 7 6 0 8 5 4 9 1 2],1807319,[4 9 7 5 0 8 6 3 2 1]
16,3230308,[8 9 0 7 4 2 1 6 3 5],3289035,[9 0 5 6 1 7 2 4 8 3]
17,1041310,[2 8 7 5 1 4 9 6 0 3],1587593,[4 3 2 9 8 7 5 6 1 0]
18,1573223,[4 3 0 2 1 5 9 8 7 6],2506303,[6 9 1 2 8 7 3 0 5 4]
19,2346325,[6 4 1 5 8 7 3 0 9 2],2222391,[6 1 0 9 5 8 4 3 7 2]
20,614877,[1 7 2 9 8 6 5 3 4 0],682781,[1 8 9 4 2 7 0 6 5 3]
21,3190296,[8 7 0 9 6 5 1 2 3 4],656312,[1 8 3 2 6 4 5 7 0 9]
22,2517346,[6 9 3 4 1 8 2 7 0 5],3506357,[9 5 8 4 7 3 0 6 2 1]
23,2703244,[7 4 0 3 6 1 2 9 5 8],1376088,[3 8 1 0 4 6 2 5 7 9]
24,1943794,[5 3 1 7 8 2 4 9 0 6],3544590,[9 6 8 2 0 3 4 1 5 7]
25,2108256,[5 8 2 3 0 9 1 4 6 7],1881965,[5 1 7 3 9 0 2 8 6 4]
26,1252742,[3 5 0 6 9 4 7 2 1 8],2182765,[6 0 2 1 7 8 5 3 9 4]
27,2112977,[5 8 3 1 7 0 6 9 4 2],3280142,[9 0 3 7 6 4 5 2 1 8]
28,757590,[2 0 8 4 3 5 6 1 7 9],1011088,[2 8 0 6 3 7 5 9 1 4]
29,2839721,[7 8 3 4 0 2 6 9 5 1],3514823,[9 6 1 3 7 0 8 5 4 2]
30,1279667,[3 5 7 9 1 8 2 6 4 0],2055289,[5 6 9 7 3 2 0 1 8 4]
31,3104009,[8 4 9 7 0 5 3 6 2 1],1700631,[4 7 1 3 9 8 5 2 6 0]
32,612151,[1 7 2 5 3 4 6 0 9 8],2008066,[5 4 8 2 9 7 1 6 0 3]
33,944235,[2 6 4 3 5 8 0 7 9 1],1385016,[3 8 2 7 5 9 0 1 4 6]
34,2929036,[8 0 6 2 1 7 3 9 4 5],2106936,[5 8 2 0 3 9 1 4 6 7]
35,3275970,[9 0 2 8 7 5 6 1 3 4],383052,[1 0 6 2 3 4 8 5 7 9]
36,174041,[0 5 3 6 8 2 7 9 4 1],131727,[0 4 3 1 9 7 6 5 8 2]
37,1919548,[5 2 6 9 0 3 1 8 4 7],588511,[1 6 5 8 3 2 4 0 9 7]
38,3153885,[8 6 1 7 3 2 9 4 5 0],3123670,[8 5 3 7 2 4 9 6 0 1]
39,3538949,[9 6 7 1 2 3 0 8 5 4],2990535,[8 2 1 4 6 0 7 5 9 3]
40,3585426,[9 7 8 2 5 3 6 0 1 4],1914402,[5 2 4 8 9 1 7 0 3 6]
41,2422585,[6 7 0 5 8 2 1 3 9 4],1844869,[5 0 8 1 3 9 6 2 7 4]
42,872514,[2 4 7 0 8 9 6 1 3 5],2246095,[6 1 7 5 4 3 2 0 9 8]
43,1772977,[4 8 9 6 2 7 0 1 5 3],1319596,[3 6 7 8 5 4 0 9 1 2]
44,1946960,[5 3 2 4 0 8 6 7 1 9],3377534,[9 2 7 1 0 3 6 5 4 8]
45,3475679,[9 5 1 6 2 8 7 4 3 0],1775419,[4 9 0 2 8 1 7 3 6 5]
46,2319845,[6 3 5 2 0 1 4 9 8 7],602631,[1 6 9 4 8 7 3 2 5 0]
47,741793,[2 0 5 3 4 8 1 6 9 7],1523530,[4 1 8 3 0 2 6 9 5 7]
48,251397,[0 7 2 9 1 8 6 4 5 3],2006923,[5 4 8 1 3 2 9 0 7 6]
49,613853,[1 7 2 8 5 4 0 9 6 3],188963,[0 5 7 4 3 8 2 9 6 1]
50,1363196,[3 7 8 4 1 9 6 2 0 5],1209796,[3 4 0 1 5 8 2 9 6 7]
51,2196477,[6 0 4 8 5 9 7 2 3 1],787642,[2 1 6 3 9 7 4 8 0 5]
52,1851598,[5 0 9 3 6 8 7 4 1 2],2475207,[6 8 3 0 7 5 4 2 9 1]
53,501528,[1 4 5 6 7 3 0 2 8 9],2923650,[8 0 5 1 6 7 9 2 3 4]
54,201915,[0 6 1 2 5 8 3 7 9 4],1034592,[2 8 6 1 9 5 0 3 4 7]
55,2798563,[7 6 3 1 9 2 8 0 5 4],3280404,[9 0 3 8 1 6 5 2 4 7]
56,1548259,[4 2 5 1 6 0 9 3 8 7],2637003,[7 2 4 1 6 0 3 8 9 5]
57,1955758,[5 3 6 0 2 9 8 7 1 4],1431564,[3 9 5 0 2 7 6 1 4 8]
58,1002232,[2 7 8 6 9 5 3 4 0 1],1011230,[2 8 0 6 4 9 5 3 1 7]
59,689603,[1 9 0 7 6 5 3 8 4 2],975992,[2 7 1 6 5 3 4 8 0 9]
60,812595,[2 3 1 4 7 8 0 6 9 5],3588835,[9 8 0 1 4 7 6 2 5 3]
61,1117013,[3 0 7 6 4 5 1 9 8 2],2363436,[6 4 5 9 3 1 7 0 2 8]
62,2850027,[7 8 5 3 2 1 0 6 9 4],696300,[1 9 3 2 0 6 7 4 5 8]
63,3401686,[9 3 2 8 5 1 7 6 0 4],694198,[1 9 2 7 0 8 6 5 3 4]
64,3383262,[9 2 8 1 7 6 3 0 4 5],2486961,[6 8 5 3 0 7 2 4 9 1]
