98%,Optima 1, Optima [1],Optima 2, Optima [2]
78,1866201,[5 1 3 2 9 7 4 6 8 0],2501808,[6 9 0 3 7 4 1 2 5 8]
79,3355250,[9 2 1 7 0 5 3 6 4 8],283297,[0 8 1 3 5 9 2 4 7 6]
80,336297,[0 9 3 7 1 5 4 6 8 2],2493569,[6 8 7 5 1 4 3 9 2 0]
81,151907,[0 4 8 1 9 7 3 6 5 2],1690828,[4 6 9 3 2 1 0 8 5 7]
82,990755,[2 7 5 6 0 3 4 9 8 1],786356,[2 1 6 0 3 9 8 5 4 7]
83,832744,[2 3 7 1 6 5 8 9 0 4],2729343,[7 4 6 3 8 2 5 1 9 0]
84,1764847,[4 8 7 1 2 0 5 3 9 6],2808602,[7 6 5 1 9 0 2 4 3 8]
85,2718311,[7 4 3 2 5 6 9 8 1 0],2786757,[7 6 0 9 3 8 5 2 4 1]
86,163394,[0 5 1 4 9 7 2 6 3 8],2500838,[6 9 0 2 4 3 7 5 1 8]
87,1438495,[3 9 6 2 8 4 1 0 7 5],1090723,[3 0 1 5 9 4 8 2 7 6]
88,352354,[0 9 6 8 3 2 4 7 1 5],2359252,[6 4 5 0 8 3 1 9 2 7]
89,2414219,[6 5 9 0 1 4 3 8 7 2],3490561,[9 5 4 6 0 1 2 3 8 7]
90,1680462,[4 6 7 2 9 8 1 0 3 5],2021386,[5 6 1 0 4 9 3 8 2 7]
91,1754588,[4 8 5 0 9 3 7 2 1 6],3476380,[9 5 1 7 2 8 0 6 3 4]
92,1205435,[3 2 9 1 4 5 6 8 7 0],2280182,[6 2 5 3 9 4 7 1 0 8]
93,2907586,[8 0 1 9 3 7 4 6 2 5],3297861,[9 0 7 3 4 1 8 5 6 2]
94,2204223,[6 0 7 3 4 5 8 2 9 1],2251769,[6 1 8 7 3 5 4 9 2 0]
95,2101125,[5 8 0 9 2 3 7 4 6 1],1101067,[3 0 4 6 2 7 9 1 8 5]
96,41109,[0 2 1 4 3 7 9 6 8 5],1396593,[3 8 6 0 7 2 4 5 9 1]
97,1267078,[3 5 4 2 8 9 7 6 0 1],2125918,[5 8 6 7 3 9 4 2 0 1]
98,2642937,[7 2 5 3 8 4 1 6 9 0],2235248,[6 1 4 5 7 0 3 8 2 9]
99,305662,[0 8 5 6 4 1 9 7 2 3],1486098,[4 0 8 9 1 2 7 3 5 6]
100,1053007,[2 9 0 8 5 1 4 3 7 6],2329394,[6 3 8 1 2 7 0 5 4 9]
1,1010885,[2 8 0 6 1 3 4 9 7 5],3184647,[8 6 9 7 0 4 3 2 5 1]
2,1147421,[3 1 5 7 6 9 0 8 4 2],2195149,[6 0 4 5 8 9 3 1 7 2]
3,998703,[2 7 8 1 0 5 6 4 9 3],3370799,[9 2 5 7 4 8 6 3 1 0]
4,3393925,[9 3 1 4 7 6 5 0 8 2],2309348,[6 3 2 1 5 7 9 4 0 8]
5,2950289,[8 1 2 4 6 7 5 9 3 0],2777597,[7 5 9 0 6 4 1 8 3 2]
6,3366531,[9 2 4 8 6 3 0 5 7 1],1998323,[5 4 6 3 2 8 1 9 7 0]
7,1027980,[2 8 4 9 6 3 5 0 1 7],1149826,[3 1 6 0 9 8 4 7 2 5]
8,811887,[2 3 1 0 7 8 6 5 9 4],2469542,[6 8 1 9 7 3 4 2 0 5]
9,3212090,[8 7 5 2 1 4 0 6 3 9],1235900,[3 4 7 1 6 0 9 5 2 8]
10,896215,[2 5 1 8 7 4 3 0 9 6],3254357,[8 9 5 4 7 3 0 6 2 1]
11,3033244,[8 3 1 7 9 0 2 6 4 5],2269222,[6 2 3 1 8 0 9 7 4 5]
12,798636,[2 1 8 5 3 4 7 0 6 9],2717627,[7 4 3 1 5 9 2 8 6 0]
13,1233647,[3 4 6 8 2 1 9 7 5 0],2636603,[7 2 4 0 9 6 3 8 5 1]
14,1750727,[4 8 3 2 6 1 9 7 5 0],393808,[1 0 8 2 9 6 5 7 3 4]
15,443181,[1 2 9 8 5 0 7 4 6 3],2636093,[7 2 4 0 3 6 1 9 8 5]
16,1860311,[5 1 2 0 8 6 9 7 4 3],110679,[0 3 7 9 6 2 5 4 8 1]
17,2015682,[5 4 9 8 3 1 7 0 2 6],3535543,[9 6 5 3 2 8 1 0 7 4]
18,542161,[1 5 4 7 0 2 3 6 9 8],1664007,[4 6 2 1 0 8 7 5 9 3]
19,1371040,[3 8 0 1 4 5 7 9 2 6],1746770,[4 8 2 6 0 5 1 7 3 9]
20,3324079,[9 1 4 5 7 6 2 0 8 3],2733796,[7 4 8 2 9 5 0 6 1 3]
21,34285,[0 1 8 7 5 6 4 2 9 3],553763,[1 5 7 9 0 6 3 8 4 2]
22,3165199,[8 6 4 0 1 7 3 2 9 5],2672715,[7 3 2 4 0 8 1 6 9 5]
23,2451598,[6 7 8 2 9 5 4 3 0 1],857368,[2 4 3 0 8 7 6 9 1 5]
24,1912044,[5 2 4 3 7 8 6 0 1 9],2896494,[7 9 6 4 8 2 1 0 3 5]
25,3391509,[9 3 0 8 4 5 7 2 6 1],3131395,[8 5 6 2 0 9 7 1 4 3]
26,1652549,[4 5 9 8 1 2 0 7 6 3],1329646,[3 6 9 7 5 1 8 4 0 2]
27,1772595,[4 8 9 5 7 3 0 2 6 1],1084544,[2 9 8 1 3 7 4 5 0 6]
28,1186962,[3 2 5 6 7 1 9 0 4 8],259083,[0 7 4 3 9 1 2 6 8 5]
29,918513,[2 5 8 1 7 3 4 6 9 0],3472177,[9 5 0 8 3 7 1 2 6 4]
30,1608385,[4 3 9 0 8 2 1 5 7 6],2906391,[8 0 1 6 5 9 4 3 7 2]
31,3555764,[9 7 1 4 5 2 8 3 0 6],954632,[2 6 7 3 9 1 4 5 0 8]
32,2796211,[7 6 2 8 4 5 9 0 3 1],2995545,[8 2 3 4 5 9 1 6 7 0]
33,1832639,[5 0 4 7 2 9 8 6 3 1],2121967,[5 8 6 0 2 1 4 3 9 7]
34,2508,[0 1 2 6 5 9 7 3 4 8],1277442,[3 5 7 4 1 2 9 0 6 8]
35,2259564,[6 2 0 4 3 8 7 1 5 9],3272334,[9 0 2 3 8 5 4 1 6 7]
36,559459,[1 5 9 0 2 3 8 4 7 6],1122239,[3 0 8 6 5 9 7 4 2 1]
37,1331931,[3 7 0 2 9 5 1 6 8 4],1358403,[3 7 6 4 8 0 1 5 9 2]
38,3001727,[8 2 4 6 0 3 9 7 5 1],2105181,[5 8 1 6 9 0 7 3 4 2]
39,3236034,[8 9 2 0 4 7 6 1 3 5],1585568,[4 3 2 7 1 0 6 8 5 9]
40,317210,[0 8 7 9 4 3 1 5 2 6],3400097,[9 3 2 6 4 0 7 8 5 1]
41,1765597,[4 8 7 2 1 3 6 0 9 5],570490,[1 6 2 3 5 0 7 9 4 8]
42,3174243,[8 6 5 7 4 0 1 3 9 2],3037043,[8 3 2 6 0 7 4 9 5 1]
43,2522814,[6 9 4 3 8 2 1 0 5 7],1227340,[3 4 5 6 7 9 0 8 1 2]
44,1964121,[5 3 7 6 9 4 1 2 8 0],2148915,[5 9 2 3 6 7 0 4 8 1]
45,1442828,[3 9 7 1 8 4 6 2 0 5],2226221,[6 1 2 7 9 8 0 5 4 3]
46,1667416,[4 6 2 8 9 0 5 7 1 3],2983376,[8 1 9 7 4 3 2 5 0 6]
47,1257134,[3 5 1 6 0 2 8 7 4 9],1526705,[4 1 8 9 3 5 6 7 2 0]
48,434718,[1 2 8 3 7 6 4 0 5 9],692792,[1 9 2 5 3 4 6 7 0 8]
49,1731766,[4 7 9 5 1 2 8 6 0 3],1435798,[3 9 5 8 0 7 6 4 1 2]
50,3353258,[9 2 1 4 3 8 0 6 5 7],1296179,[3 6 1 2 4 7 5 9 8 0]
51,86138,[0 3 2 1 7 9 4 6 5 8],2840688,[7 8 3 5 2 4 0 1 6 9]
52,756569,[2 0 8 1 7 6 5 9 4 3],3305066,[9 0 8 6 3 2 1 5 4 7]
53,2834178,[7 8 2 3 4 0 9 1 5 6],2663152,[7 3 0 4 8 9 5 6 1 2]
54,572710,[1 6 2 7 4 5 9 8 0 3],3000981,[8 2 4 5 0 1 9 6 7 3]
55,1994753,[5 4 3 8 2 9 6 7 1 0],3082639,[8 4 3 6 2 7 1 0 9 5]
56,774910,[2 1 3 8 4 6 9 7 0 5],1004412,[2 7 9 3 0 1 6 4 5 8]
57,1515596,[4 1 6 7 9 8 5 2 0 3],187684,[0 5 7 2 8 1 3 9 4 6]
58,112351,[0 3 8 4 1 5 6 2 9 7],2306814,[6 3 1 7 9 4 2 0 5 8]
59,3556293,[9 7 1 5 2 6 8 3 4 0],1716928,[4 7 5 6 3 8 2 9 0 1]
60,1534748,[4 2 0 6 7 5 9 3 1 8],185572,[0 5 6 8 7 3 1 9 2 4]
61,3173102,[8 6 5 4 0 3 7 2 1 9],1930510,[5 2 9 0 3 6 8 7 1 4]
62,2345374,[6 4 1 3 5 8 9 7 0 2],815297,[2 3 1 8 5 0 7 9 6 4]
63,1704105,[4 7 2 0 8 9 3 5 6 1],57238,[0 2 5 4 6 9 8 7 1 3]
64,813668,[2 3 1 6 0 7 9 5 4 8],1725624,[4 7 8 2 6 1 0 3 5 9]
65,1792266,[4 9 3 6 1 5 8 0 2 7],1556522,[4 2 6 8 9 0 1 5 3 7]
66,3144205,[8 5 9 6 7 3 2 0 4 1],2967671,[8 1 5 7 6 3 9 4 2 0]
67,1740664,[4 8 1 3 6 5 7 9 0 2],2191435,[6 0 3 8 5 9 7 1 4 2]
68,461513,[1 3 5 6 9 8 4 7 2 0],2957067,[8 1 3 7 0 4 2 6 9 5]
69,3281727,[9 0 4 1 8 6 5 3 7 2],954480,[2 6 7 3 8 0 1 4 5 9]
70,3030288,[8 3 1 2 7 5 0 4 6 9],1261965,[3 5 2 4 8 1 9 6 7 0]
71,1482534,[4 0 8 2 1 6 5 3 7 9],1113307,[3 0 6 9 2 5 8 1 7 4]
72,682209,[1 8 9 3 5 0 4 6 7 2],1133475,[3 1 0 9 4 7 2 6 8 5]
73,466993,[1 3 6 7 5 8 0 2 9 4],3159814,[8 6 2 9 4 5 7 3 0 1]
74,3214830,[8 7 5 9 0 2 3 1 4 6],2509134,[6 9 1 7 8 3 2 0 4 5]
75,422739,[1 2 5 9 0 8 3 6 7 4],3283655,[9 0 4 5 6 7 8 3 2 1]
76,1610832,[4 3 9 6 1 7 0 2 5 8],927341,[2 5 9 8 7 6 0 4 3 1]
77,3085990,[8 4 5 2 0 6 9 7 1 3],2268398,[6 2 3 0 7 4 8 5 1 9]
78,3528338,[9 6 4 0 3 8 1 5 2 7],267575,[0 7 6 1 5 8 9 4 3 2]
79,2817801,[7 6 9 0 4 5 2 3 8 1],2705470,[7 4 0 8 5 3 9 6 1 2]
80,3223988,[8 7 9 4 5 2 6 1 0 3],84758,[0 3 1 8 7 4 6 5 2 9]
81,1815224,[5 0 1 3 2 9 6 7 4 8],39725,[0 1 9 8 3 2 4 7 6 5]
82,1405466,[3 8 7 9 0 2 1 5 4 6],2241960,[6 1 5 8 9 0 2 3 4 7]
83,62108,[0 2 6 4 3 7 9 5 1 8],36836,[0 1 9 4 2 8 7 5 3 6]
84,3003823,[8 2 4 9 7 6 1 0 5 3],1991893,[5 4 3 1 7 0 8 2 9 6]
85,2089410,[5 7 8 3 9 4 6 0 1 2],315748,[0 8 7 5 4 2 1 9 3 6]
86,1172334,[3 2 0 7 4 6 5 1 8 9],1367558,[3 7 9 2 4 1 6 5 0 8]
87,1776589,[4 9 0 5 3 8 6 1 7 2],1375625,[3 8 0 9 5 4 6 7 2 1]
88,2530706,[6 9 7 0 8 2 1 4 3 5],3172115,[8 6 5 2 7 1 3 9 4 0]
89,1111344,[3 0 6 5 7 2 1 4 8 9],2474215,[6 8 2 9 3 4 1 0 7 5]
90,2217033,[6 0 9 8 2 3 4 5 7 1],3101782,[8 4 9 3 0 1 7 6 2 5]
91,3430624,[9 4 0 6 7 3 5 8 1 2],3180254,[8 6 9 0 1 2 5 4 3 7]
92,1681412,[4 6 7 5 1 8 9 2 0 3],2510834,[6 9 2 1 3 7 0 5 4 8]
93,2024300,[5 6 1 7 4 0 9 3 2 8],2808949,[7 6 5 2 1 9 4 0 8 3]
94,2965728,[8 1 5 4 0 6 2 3 7 9],3348420,[9 2 0 4 6 5 7 1 3 8]
95,1885054,[5 1 8 0 2 7 9 6 3 4],2232031,[6 1 3 9 0 4 5 2 8 7]
96,2846472,[7 8 4 6 2 5 0 1 3 9],567456,[1 6 0 7 2 9 3 4 5 8]
97,3535936,[9 6 5 4 0 1 7 8 2 3],2413496,[6 5 8 9 0 3 2 4 1 7]
98,124320,[0 4 1 7 8 2 3 5 6 9],432949,[1 2 7 9 3 8 5 0 6 4]
99,1477155,[4 0 7 1 6 8 2 5 9 3],547497,[1 5 6 7 3 4 2 8 9 0]
100,3524562,[9 6 3 2 1 4 8 0 5 7],3332972,[9 1 6 3 0 7 8 4 2 5]
1,2203845,[6 0 7 2 9 3 8 4 5 1],428209,[1 2 6 9 7 4 0 3 8 5]
2,1548229,[4 2 5 1 3 9 7 0 8 6],3415172,[9 3 6 5 1 7 8 2 0 4]
3,3236170,[8 9 2 0 6 1 4 7 3 5],323614,[0 9 1 3 5 7 8 6 2 4]
4,1210194,[3 4 0 1 8 9 7 2 5 6],1039855,[2 8 7 3 1 5 4 0 9 6]
5,89897,[0 3 2 8 9 1 6 7 5 4],3343966,[9 1 8 4 3 2 7 6 0 5]
6,3530437,[9 6 4 3 2 1 7 0 8 5],349106,[0 9 6 2 8 3 1 5 4 7]
7,1102390,[3 0 4 8 1 6 9 7 2 5],1468569,[4 0 5 3 8 1 6 7 9 2]
8,3425303,[9 3 8 5 2 0 7 6 4 1],2665388,[7 3 0 8 9 4 6 2 1 5]
9,899419,[2 5 3 6 1 0 9 4 8 7],2243269,[6 1 7 0 5 9 4 2 8 3]
10,2283489,[6 2 7 0 5 1 4 8 9 3],399966,[1 0 9 4 6 2 5 3 7 8]
11,223926,[0 6 5 4 1 2 7 3 8 9],358242,[0 9 8 1 5 3 7 2 4 6]
12,1307370,[3 6 4 2 8 7 9 0 1 5],2617785,[7 1 9 3 6 8 2 4 5 0]
13,1292109,[3 6 0 4 7 5 9 2 8 1],1234241,[3 4 6 9 1 2 7 8 5 0]
14,1460676,[4 0 2 8 7 3 6 1 5 9],3187716,[8 7 0 4 3 2 6 1 5 9]
15,3132663,[8 5 6 3 9 2 4 1 7 0],1954089,[5 3 4 8 0 1 6 7 9 2]
16,1135587,[3 1 2 5 4 6 0 8 9 7],221985,[0 6 5 1 3 9 4 7 8 2]
17,1057053,[2 9 1 7 0 6 8 4 5 3],3121618,[8 5 3 2 6 4 1 9 0 7]
18,1414555,[3 9 0 6 5 8 7 1 4 2],1584234,[4 3 2 5 1 9 8 0 6 7]
19,2557089,[7 0 4 3 6 1 5 8 9 2],285046,[0 8 1 5 9 3 7 6 2 4]
20,1352463,[3 7 5 2 4 6 8 1 9 0],2215186,[6 0 9 4 5 8 2 7 1 3]
21,1303940,[3 6 2 8 0 1 9 5 4 7],1698872,[4 7 1 0 6 3 5 8 2 9]
22,2513144,[6 9 2 5 3 8 1 4 0 7],1134824,[3 1 2 4 0 9 6 7 5 8]
23,2578358,[7 0 9 5 1 3 6 4 2 8],767720,[2 1 0 5 4 8 6 7 3 9]
24,869675,[2 4 6 5 9 1 3 8 7 0],2118392,[5 8 4 2 1 3 6 7 0 9]
25,3302187,[9 0 8 2 4 3 1 6 7 5],2994408,[8 2 3 0 9 5 1 4 6 7]
26,2376594,[6 4 9 3 7 8 5 0 1 2],1120855,[3 0 8 4 7 5 2 1 9 6]
27,2980384,[8 1 9 3 4 5 6 7 0 2],2510866,[6 9 2 1 3 8 4 7 0 5]
28,3309520,[9 1 0 6 5 3 7 8 2 4],1676434,[4 6 5 7 2 1 3 9 0 8]
29,1754974,[4 8 5 1 3 7 9 6 0 2],620917,[1 7 4 2 5 3 8 0 9 6]
30,3333217,[9 1 6 3 4 8 0 2 7 5],550154,[1 5 7 2 0 8 3 6 4 9]
31,3484860,[9 5 3 4 0 6 7 1 2 8],1857794,[5 1 0 7 3 8 2 6 4 9]
32,23925,[0 1 6 8 3 4 9 5 7 2],3254914,[8 9 5 6 4 1 2 7 0 3]
33,2432770,[6 7 2 5 9 0 3 8 1 4],1913289,[5 2 4 7 3 0 6 8 9 1]
34,2237027,[6 1 4 8 9 7 2 5 3 0],1901174,[5 2 1 3 7 0 8 6 4 9]
35,1843736,[5 0 7 8 6 3 2 4 1 9],1687187,[4 6 8 7 1 9 2 5 3 0]
36,3178345,[8 6 7 4 2 1 0 3 9 5],2507176,[6 9 1 4 2 0 7 8 3 5]
37,1027265,[2 8 4 7 6 3 5 9 1 0],2851532,[7 8 5 6 2 4 9 1 0 3]
38,5069,[0 1 3 2 4 6 5 9 8 7],2718122,[7 4 3 2 1 0 5 8 6 9]
39,2874962,[7 9 2 4 0 1 3 6 5 8],1409168,[3 8 9 5 1 0 4 6 2 7]
40,2369968,[6 4 8 1 5 7 3 9 0 2],2967113,[8 1 5 6 9 7 3 4 2 0]
41,2526718,[6 9 5 2 1 8 7 4 0 3],3019496,[8 2 9 0 6 4 3 5 1 7]
42,3099270,[8 4 7 9 3 1 2 0 5 6],735854,[2 0 4 1 3 5 8 7 6 9]
43,1775078,[4 9 0 2 5 3 7 6 1 8],2479673,[6 8 3 9 7 5 2 4 1 0]
44,2234055,[6 1 4 2 9 0 7 5 8 3],1908236,[5 2 3 7 1 9 8 4 0 6]
45,2778757,[7 5 9 2 3 1 6 0 8 4],1902927,[5 2 1 6 9 7 4 3 8 0]
46,1742015,[4 8 1 6 3 7 9 5 2 0],873899,[2 4 7 3 8 5 1 9 6 0]
47,980825,[2 7 3 6 1 5 8 9 4 0],2538685,[6 9 8 4 7 3 2 0 5 1]
48,2415553,[6 5 9 1 8 4 0 2 7 3],2992404,[8 2 1 7 0 6 5 3 4 9]
49,1527440,[4 1 9 0 5 7 3 6 2 8],3198887,[8 7 2 5 9 1 6 4 3 0]
50,849657,[2 4 0 7 1 6 5 8 9 3],202587,[0 6 1 3 5 4 2 8 9 7]
51,180811,[0 5 4 9 1 7 8 2 6 3],228959,[0 6 7 3 9 8 5 4 2 1]
52,1460515,[4 0 2 8 5 9 7 1 6 3],1178694,[3 2 1 9 0 6 5 4 7 8]
53,1552947,[4 2 6 0 9 3 1 7 8 5],1238479,[3 4 7 8 0 6 2 1 9 5]
54,1031914,[2 8 5 7 1 3 4 9 0 6],3438312,[9 4 2 1 5 7 0 3 6 8]
55,1586402,[4 3 2 8 5 0 1 7 6 9],1864689,[5 1 2 9 8 0 4 6 7 3]
56,1081593,[2 9 7 5 1 3 4 6 8 0],763326,[2 0 9 5 3 1 6 4 7 8]
57,826376,[2 3 5 9 7 4 1 6 0 8],59458,[0 2 5 8 6 4 3 9 1 7]
58,1862680,[5 1 2 7 0 4 8 9 3 6],469637,[1 3 7 2 4 8 0 9 6 5]
59,727363,[2 0 1 5 4 6 9 3 8 7],867439,[2 4 6 0 8 7 3 1 9 5]
60,589040,[1 6 5 9 0 7 3 4 2 8],1083663,[2 9 8 0 1 5 6 4 7 3]
61,2253164,[6 1 9 0 4 3 8 5 2 7],2827952,[7 8 1 0 6 3 4 5 2 9]
62,3466373,[9 4 8 6 2 3 0 7 5 1],2441427,[6 7 4 2 9 1 0 5 8 3]
63,1263274,[3 5 2 7 6 1 4 9 0 8],2474786,[6 8 3 0 2 4 1 7 5 9]
