98%,Optima 1, Optima [1],Optima 2, Optima [2]
31,1032313,[2 8 5 7 6 4 0 1 9 3],1613030,[4 5 0 1 3 9 7 6 2 8]
32,1035728,[2 8 6 4 5 0 3 7 1 9],835154,[2 3 7 6 9 5 0 4 1 8]
33,1707072,[4 7 2 6 9 5 0 1 3 8],2769642,[7 5 6 3 8 1 9 0 2 4]
34,658895,[1 8 3 7 0 6 9 5 4 2],2337572,[6 3 9 7 4 5 8 1 0 2]
35,3100040,[8 4 9 0 5 6 2 3 1 7],15649,[0 1 5 2 8 6 3 4 9 7]
36,674530,[1 8 6 7 9 0 3 5 2 4],1727414,[4 7 8 6 1 0 5 3 2 9]
37,62596,[0 2 6 4 9 7 1 8 3 5],2434637,[6 7 3 0 4 8 1 9 5 2]
38,984199,[2 7 4 1 9 6 3 0 8 5],3076770,[8 4 2 5 1 7 9 0 3 6]
39,2519318,[6 9 3 8 0 2 5 4 1 7],233182,[0 6 8 2 9 1 7 5 3 4]
40,1161216,[3 1 8 4 7 9 0 2 5 6],3431907,[9 4 0 8 5 2 1 6 7 3]
41,3384874,[9 2 8 5 1 3 4 7 0 6],195900,[0 5 8 9 1 4 6 2 3 7]
42,313703,[0 8 7 2 6 1 9 5 4 3],836286,[2 3 7 9 5 0 4 1 6 8]
43,608551,[1 7 0 8 3 4 5 2 9 6],2956357,[8 1 3 6 0 4 7 2 9 5]
44,2929299,[8 0 6 2 4 9 1 5 7 3],2296455,[6 2 9 5 4 0 7 3 8 1]
45,1967013,[5 3 8 1 9 6 7 2 4 0],3026510,[8 3 0 5 4 9 6 2 1 7]
46,3516922,[9 6 1 7 4 5 2 8 0 3],1914529,[5 2 4 9 0 6 1 3 8 7]
47,890614,[2 5 0 7 9 6 8 4 1 3],1909315,[5 2 3 8 7 9 6 0 4 1]
48,3424912,[9 3 8 4 6 7 2 5 0 1],406373,[1 2 0 7 5 6 3 9 8 4]
49,487452,[1 4 0 8 2 3 7 5 6 9],704969,[1 9 4 8 0 6 5 7 3 2]
50,3308151,[9 1 0 4 6 8 5 3 7 2],3076686,[8 4 2 5 1 0 6 3 7 9]
51,2396858,[6 5 3 4 9 8 0 2 1 7],3051228,[8 3 6 2 7 9 4 0 1 5]
52,74101,[0 2 8 6 9 4 5 1 7 3],1087879,[2 9 8 6 7 4 1 0 5 3]
53,957330,[2 6 7 9 4 5 8 0 1 3],1284098,[3 5 8 7 2 9 0 4 1 6]
54,3389203,[9 3 0 5 2 4 8 1 7 6],1005543,[2 7 9 4 5 3 6 1 8 0]
55,2335199,[6 3 9 2 1 8 7 5 4 0],2776523,[7 5 8 9 1 4 2 6 3 0]
56,950065,[2 6 5 4 7 1 0 3 9 8],3513821,[9 6 1 2 3 8 0 7 5 4]
57,2566177,[7 0 6 2 1 9 3 4 8 5],2209194,[6 0 8 3 2 9 7 1 4 5]
58,2971288,[8 1 6 4 7 5 3 9 0 2],3300851,[9 0 7 8 4 1 3 6 5 2]
59,1033286,[2 8 6 0 1 7 5 4 3 9],2677933,[7 3 4 2 5 0 8 1 9 6]
60,2381319,[6 5 0 4 3 2 8 7 9 1],2090463,[5 7 8 6 2 3 4 1 9 0]
61,611511,[1 7 2 4 3 9 6 5 8 0],1984789,[5 4 1 8 6 9 3 0 7 2]
62,1200673,[3 2 8 1 6 7 0 4 9 5],2101158,[5 8 0 9 2 6 3 1 4 7]
63,810204,[2 3 0 8 4 7 6 1 5 9],90722,[0 3 4 1 2 5 6 8 7 9]
64,429732,[1 2 7 3 9 0 6 4 5 8],2468983,[6 8 1 9 0 7 3 2 5 4]
65,990032,[2 7 5 4 0 3 6 8 1 9],1757608,[4 8 5 7 0 6 3 9 1 2]
66,135324,[0 4 3 8 9 6 5 1 2 7],796248,[2 1 7 9 8 4 0 3 5 6]
67,3439729,[9 4 2 5 3 6 0 1 8 7],2859108,[7 8 9 1 6 5 3 0 2 4]
68,2202767,[6 0 7 1 4 3 9 8 5 2],979349,[2 7 3 4 1 5 0 9 8 6]
69,1792996,[4 9 3 7 1 6 0 8 2 5],2156729,[5 9 3 8 2 6 4 7 1 0]
70,647443,[1 8 0 5 3 4 9 2 7 6],121043,[0 4 1 2 3 8 6 9 7 5]
71,2340664,[6 4 0 3 9 5 7 8 1 2],1360305,[3 7 6 9 1 8 2 4 5 0]
72,1453959,[4 0 1 6 5 3 8 7 9 2],20330,[0 1 6 2 4 7 3 8 5 9]
73,345610,[0 9 5 6 1 2 4 8 3 7],1801468,[4 9 6 3 0 2 1 8 5 7]
74,869708,[2 4 6 5 9 3 8 1 0 7],1790503,[4 9 3 1 7 8 2 0 6 5]
75,149861,[0 4 7 8 1 9 2 6 5 3],2216017,[6 0 9 5 7 8 1 2 4 3]
76,1619429,[4 5 1 3 2 6 0 9 8 7],2054242,[5 6 9 4 0 7 2 8 1 3]
77,1279785,[3 5 7 9 2 8 1 4 6 0],2672633,[7 3 2 1 9 8 5 6 4 0]
78,3175924,[8 6 7 1 0 2 3 9 4 5],3123463,[8 5 3 7 0 9 2 1 6 4]
79,1674185,[4 6 5 1 2 7 8 9 3 0],3393041,[9 3 1 2 6 4 7 8 5 0]
80,2734616,[7 4 8 5 0 3 2 6 1 9],1550465,[4 2 5 7 3 6 8 9 1 0]
81,629584,[1 7 5 9 3 4 6 8 0 2],1197669,[3 2 7 6 4 5 9 1 8 0]
82,2718719,[7 4 3 2 9 8 6 5 1 0],1963547,[5 3 7 6 0 9 2 8 4 1]
83,2519185,[6 9 3 7 8 1 0 2 5 4],2351551,[6 4 2 7 0 3 5 1 9 8]
84,1329609,[3 6 9 7 5 0 2 4 8 1],675833,[1 8 7 0 5 9 4 6 3 2]
85,979960,[2 7 3 5 0 4 8 9 1 6],2243374,[6 1 7 0 8 5 9 4 2 3]
86,977414,[2 7 1 9 5 0 6 4 3 8],527864,[1 5 0 8 2 9 4 6 3 7]
87,50602,[0 2 4 1 5 8 6 9 3 7],3109994,[8 5 1 0 4 7 2 6 3 9]
88,1876673,[5 1 6 3 4 9 7 8 2 0],1766811,[4 8 7 3 9 2 0 5 6 1]
89,1882501,[5 1 7 4 6 3 8 0 9 2],3119986,[8 5 3 0 2 9 4 7 1 6]
90,2152554,[5 9 3 0 6 8 7 1 2 4],167831,[0 5 2 4 1 7 9 8 6 3]
91,1667157,[4 6 2 8 3 9 7 1 5 0],3077158,[8 4 2 5 7 9 6 3 0 1]
92,656500,[1 8 3 2 7 9 0 6 4 5],2692723,[7 3 8 1 9 2 6 0 5 4]
93,3509717,[9 6 0 3 5 7 1 8 4 2],401550,[1 0 9 6 7 3 4 2 5 8]
94,140579,[0 4 5 9 2 6 3 8 7 1],1701657,[4 7 1 6 3 5 2 8 9 0]
95,552285,[1 5 7 6 0 3 9 4 8 2],1449831,[3 9 8 5 4 7 2 1 6 0]
96,2186781,[6 0 2 9 3 1 8 5 7 4],1653680,[4 6 0 1 8 7 3 5 2 9]
97,3062304,[8 3 9 5 1 2 0 4 6 7],791358,[2 1 7 0 3 8 5 4 6 9]
98,181398,[0 5 4 9 8 6 2 1 3 7],490086,[1 4 2 3 8 0 6 5 7 9]
99,1941847,[5 3 1 4 0 2 7 6 9 8],541559,[1 5 4 6 0 9 8 7 3 2]
100,1834268,[5 0 4 9 6 3 8 2 1 7],2232974,[6 1 4 0 5 2 8 7 3 9]
1,51808,[0 2 4 3 9 7 6 8 1 5],2614358,[7 1 8 6 0 3 5 4 2 9]
2,2246651,[6 1 7 8 3 0 4 9 5 2],932679,[2 6 1 0 5 4 8 7 9 3]
3,1634495,[4 5 6 2 0 8 9 7 3 1],1808582,[4 9 7 6 8 2 3 1 0 5]
4,3398813,[9 3 2 4 6 5 0 8 7 1],690361,[1 9 0 8 7 2 3 4 6 5]
5,970066,[2 7 0 5 3 9 4 8 1 6],1719094,[4 7 6 0 5 8 9 3 1 2]
6,945479,[2 6 4 7 0 9 8 5 3 1],2935907,[8 0 7 4 5 9 2 6 3 1]
7,3270673,[9 0 1 8 5 6 2 3 7 4],2845349,[7 8 4 3 9 1 0 6 5 2]
8,41378,[0 2 1 4 6 9 3 7 5 8],3052533,[8 3 6 5 4 7 9 1 2 0]
9,3241922,[8 9 3 1 6 0 2 5 4 7],2348463,[6 4 1 9 7 3 5 2 8 0]
10,718349,[1 9 7 4 6 2 0 8 5 3],724994,[1 9 8 6 7 4 0 3 2 5]
11,3229084,[8 9 0 5 7 1 2 6 3 4],843900,[2 3 9 5 0 6 7 1 4 8]
12,2949058,[8 1 2 0 9 5 4 7 3 6],2644668,[7 2 5 8 0 9 4 1 3 6]
13,1299683,[3 6 1 9 0 7 4 8 5 2],3466748,[9 4 8 6 7 2 5 1 0 3]
14,1857474,[5 1 0 6 8 9 7 2 3 4],1130180,[3 1 0 4 8 2 9 6 5 7]
15,1754314,[4 8 5 0 6 2 3 9 1 7],895506,[2 5 1 7 8 4 9 0 3 6]
16,1451596,[4 0 1 2 3 8 5 9 6 7],114408,[0 3 8 6 9 4 1 2 5 7]
17,2240292,[6 1 5 4 7 0 8 2 3 9],3308545,[9 1 0 5 3 4 2 6 8 7]
18,3039399,[8 3 4 0 5 2 7 6 9 1],2930746,[8 0 6 4 3 9 2 7 1 5]
19,3008576,[8 2 5 9 4 3 1 6 0 7],228321,[0 6 7 3 1 8 4 5 9 2]
20,116383,[0 3 9 1 6 8 4 2 7 5],1232457,[3 4 6 5 8 2 1 7 9 0]
21,74654,[0 2 8 7 6 1 5 4 3 9],1245192,[3 4 9 0 5 7 1 2 6 8]
22,1565635,[4 2 8 6 3 9 7 0 5 1],1095010,[3 0 2 4 9 1 6 8 5 7]
23,322846,[0 9 1 2 5 4 8 7 3 6],1418301,[3 9 1 4 8 0 7 5 6 2]
24,3199247,[8 7 2 6 3 1 9 5 4 0],1991611,[5 4 3 1 0 8 9 2 7 6]
25,2539090,[6 9 8 5 3 0 2 7 1 4],499100,[1 4 5 0 3 2 9 7 6 8]
26,1686743,[4 6 8 5 7 0 9 3 2 1],2226520,[6 1 2 8 4 3 7 9 0 5]
27,1503046,[4 1 3 2 7 5 9 8 0 6],3275421,[9 0 2 8 3 1 7 5 6 4]
28,207611,[0 6 2 3 5 1 7 9 8 4],35840,[0 1 9 2 7 6 4 5 3 8]
29,320002,[0 8 9 4 3 6 2 7 1 5],343385,[0 9 5 1 8 4 6 7 3 2]
30,1521885,[4 1 7 9 6 2 8 3 5 0],565050,[1 6 0 2 8 7 9 3 4 5]
31,2115930,[5 8 3 7 6 4 9 0 1 2],1265597,[3 5 4 0 8 7 1 9 6 2]
32,1100967,[3 0 4 6 1 8 7 5 9 2],2185259,[6 0 2 7 1 5 4 9 8 3]
33,1236657,[3 4 7 2 6 5 1 8 9 0],2584616,[7 1 0 8 6 4 3 5 2 9]
34,3398721,[9 3 2 4 5 7 1 6 8 0],1162779,[3 1 8 6 9 7 0 4 5 2]
35,2657424,[7 2 9 1 8 3 0 4 5 6],2495045,[6 8 9 0 3 1 2 7 5 4]
36,1941737,[5 3 1 2 9 0 7 8 6 4],267703,[0 7 6 1 8 9 3 2 5 4]
37,1086803,[2 9 8 5 3 6 1 7 4 0],157678,[0 4 9 2 8 7 6 5 1 3]
38,2679176,[7 3 4 6 0 5 2 8 1 9],1663902,[4 6 2 0 9 8 3 1 5 7]
39,362122,[0 9 8 6 7 4 2 5 1 3],2515677,[6 9 3 0 8 7 5 2 4 1]
40,94519,[0 3 4 8 2 7 5 1 9 6],2866404,[7 9 0 6 1 5 4 2 3 8]
41,1265546,[3 5 4 0 8 2 1 7 6 9],1241452,[3 4 8 2 1 6 0 9 5 7]
42,3549580,[9 7 0 2 8 6 1 5 3 4],78190,[0 2 9 5 6 4 8 7 1 3]
43,2193556,[6 0 4 2 7 8 1 9 3 5],2977285,[8 1 7 6 0 5 4 2 9 3]
44,1166731,[3 1 9 5 4 7 8 0 6 2],2397705,[6 5 3 8 0 9 2 4 7 1]
45,2482274,[6 8 4 3 5 7 0 2 1 9],2882868,[7 9 3 8 6 5 2 0 1 4]
46,2276904,[6 2 4 8 3 1 0 5 7 9],435202,[1 2 8 4 5 7 3 9 0 6]
47,2915622,[8 0 3 5 4 9 2 1 6 7],2784912,[7 6 0 4 9 5 1 2 3 8]
48,1654823,[4 6 0 3 5 1 9 8 7 2],2830307,[7 8 1 4 9 6 2 5 3 0]
49,1945069,[5 3 1 9 4 8 6 0 7 2],808863,[2 3 0 6 5 7 8 4 9 1]
50,2659493,[7 2 9 5 6 3 0 8 4 1],1428589,[3 9 4 5 0 8 6 1 7 2]
51,3505293,[9 5 8 3 2 6 7 1 4 0],1904073,[5 2 1 8 6 3 4 7 9 0]
52,106096,[0 3 7 1 5 2 8 9 4 6],1419549,[3 9 1 6 5 4 8 2 7 0]
53,731626,[2 0 3 4 1 9 6 8 5 7],264478,[0 7 5 4 2 9 8 6 1 3]
54,1929229,[5 2 8 7 3 9 4 0 6 1],2868039,[7 9 1 0 4 3 6 5 8 2]
55,1779922,[4 9 1 2 0 7 5 8 3 6],990494,[2 7 5 4 8 0 6 3 1 9]
56,2072941,[5 7 3 2 0 6 8 1 9 4],1522061,[4 1 7 9 8 6 0 5 3 2]
57,1926385,[5 2 8 1 6 3 0 4 9 7],3073315,[8 4 1 7 3 9 6 0 5 2]
58,1994053,[5 4 3 7 6 0 8 1 9 2],3375909,[9 2 6 7 5 3 8 1 4 0]
59,862303,[2 4 5 0 7 9 3 1 8 6],193974,[0 5 8 4 3 6 2 1 7 9]
60,2842128,[7 8 3 9 2 4 0 1 5 6],3051511,[8 3 6 4 1 2 5 0 9 7]
61,3001237,[8 2 4 5 3 1 7 0 9 6],3219424,[8 7 6 5 2 3 4 9 0 1]
62,3065642,[8 4 0 2 9 1 3 6 5 7],2745539,[7 5 0 8 2 4 3 9 6 1]
63,3329005,[9 1 5 4 6 7 3 0 8 2],2711861,[7 4 2 0 5 9 1 8 6 3]
64,1722616,[4 7 6 8 3 0 5 9 1 2],1786126,[4 9 2 3 7 1 8 6 0 5]
65,2161224,[5 9 4 7 6 1 0 2 3 8],3018334,[8 2 7 9 0 5 6 4 1 3]
66,2130697,[5 8 7 6 1 9 0 2 4 3],2217579,[6 0 9 8 7 5 1 3 4 2]
67,1714980,[4 7 5 1 9 3 6 0 2 8],75598,[0 2 8 9 7 6 5 4 1 3]
68,1459766,[4 0 2 7 5 8 6 3 1 9],2306681,[6 3 1 7 8 2 5 9 4 0]
69,2758855,[7 5 3 2 8 4 1 0 9 6],2194073,[6 0 4 3 2 9 7 8 5 1]
70,3371382,[9 2 5 8 3 7 1 0 4 6],630516,[1 7 6 0 8 3 5 2 4 9]
71,367373,[1 0 2 9 4 6 3 8 7 5],3425214,[9 3 8 5 1 4 2 0 6 7]
72,3119921,[8 5 3 0 2 4 7 9 6 1],1647355,[4 5 8 7 9 6 3 0 2 1]
73,2679857,[7 3 4 8 0 1 6 9 5 2],417782,[1 2 4 9 3 6 7 5 0 8]
74,2974095,[8 1 7 0 6 2 5 4 9 3],920854,[2 5 8 6 9 4 7 3 0 1]
75,2308456,[6 3 2 0 4 1 8 9 5 7],3549943,[9 7 0 3 4 8 2 1 6 5]
76,65430,[0 2 6 9 8 3 4 1 5 7],1187731,[3 2 5 7 6 8 9 0 4 1]
77,2930884,[8 0 6 4 7 1 2 9 3 5],1676662,[4 6 5 7 8 0 9 3 1 2]
78,2714920,[7 4 2 6 8 1 5 9 0 3],2579534,[7 0 9 6 5 1 4 3 2 8]
79,719552,[1 9 7 6 3 2 4 5 0 8],2667680,[7 3 1 4 0 8 5 6 2 9]
80,264766,[0 7 5 4 8 2 9 6 1 3],71752,[0 2 8 3 6 9 5 7 1 4]
81,2329925,[6 3 8 2 0 1 4 9 7 5],3000545,[8 2 4 3 5 6 7 9 1 0]
82,3407027,[9 3 4 8 7 6 1 5 2 0],447826,[1 3 0 8 9 7 4 6 2 5]
83,1821346,[5 0 2 4 7 9 3 8 1 6],2852597,[7 8 5 9 6 3 0 4 2 1]
84,1219313,[3 4 1 9 5 8 6 7 2 0],2473733,[6 8 2 7 5 3 0 9 4 1]
85,1575396,[4 3 0 7 1 5 8 2 6 9],2219915,[6 1 0 5 3 4 7 9 8 2]
86,2093026,[5 7 9 1 8 6 2 4 0 3],3404985,[9 3 4 6 0 8 2 5 7 1]
87,371920,[1 0 3 8 6 4 7 9 2 5],1923493,[5 2 7 6 4 0 8 1 9 3]
88,2866232,[7 9 0 5 8 2 3 4 1 6],3275514,[9 0 2 8 3 7 6 1 4 5]
89,1621379,[4 5 1 7 9 3 2 8 6 0],174998,[0 5 3 8 1 4 7 6 2 9]
90,587062,[1 6 5 4 3 0 9 8 2 7],975697,[2 7 1 6 0 9 3 4 8 5]
91,113648,[0 3 8 5 9 1 4 6 2 7],753325,[2 0 7 5 3 8 6 1 9 4]
92,2651554,[7 2 8 0 6 3 4 9 1 5],340707,[0 9 4 6 2 3 1 7 8 5]
93,1819453,[5 0 2 1 3 4 8 6 9 7],1472641,[4 0 6 2 5 1 3 7 9 8]
94,1078799,[2 9 7 0 3 8 6 5 4 1],3023103,[8 2 9 6 5 3 4 1 7 0]
95,594629,[1 6 7 9 8 2 0 5 4 3],3205918,[8 7 4 0 5 9 6 3 1 2]
96,1758709,[4 8 5 9 3 7 2 0 6 1],2054851,[5 6 9 4 8 3 7 0 2 1]
97,223155,[0 6 5 2 9 7 1 4 8 3],907250,[2 5 6 0 1 7 3 8 4 9]
98,473519,[1 3 7 9 5 8 6 4 2 0],1193872,[3 2 6 9 0 8 5 7 1 4]
99,2564311,[7 0 5 8 4 2 3 1 9 6],2938308,[8 0 7 9 6 5 3 1 2 4]
100,354157,[0 9 7 2 8 3 5 1 6 4],668002,[1 8 5 4 7 6 2 9 0 3]
1,564503,[1 6 0 2 3 4 9 8 7 5],375149,[1 0 4 6 2 5 3 9 8 7]
2,1458436,[4 0 2 5 7 8 1 9 3 6],480944,[1 3 9 4 8 7 2 5 0 6]
3,2454773,[6 7 9 0 3 4 1 8 5 2],638947,[1 7 8 6 3 4 9 0 5 2]
4,2132492,[5 8 9 0 6 4 7 2 1 3],181060,[0 5 4 9 3 8 1 7 2 6]
5,2294700,[6 2 9 3 0 5 7 1 4 8],1562312,[4 2 7 9 8 1 3 5 0 6]
6,387952,[1 0 6 9 7 8 4 5 2 3],259430,[0 7 4 5 2 9 6 3 1 8]
7,904432,[2 5 4 6 0 9 7 8 1 3],1004480,[2 7 9 3 0 6 4 5 1 8]
8,1316336,[3 6 7 1 2 5 4 8 0 9],2902562,[7 9 8 6 2 0 1 4 3 5]
9,3179578,[8 6 7 9 0 3 2 5 1 4],2877034,[7 9 2 6 8 1 3 5 0 4]
10,1716352,[4 7 5 3 8 9 2 6 0 1],3361701,[9 2 4 0 1 3 8 6 7 5]
11,2700862,[7 3 9 8 1 0 6 5 2 4],3404337,[9 3 4 5 1 6 2 7 8 0]
12,2770269,[7 5 6 4 3 2 9 1 8 0],496494,[1 4 3 6 7 5 2 0 8 9]
13,1277081,[3 5 7 2 8 1 6 9 4 0],710941,[1 9 6 0 4 5 7 2 8 3]
14,600117,[1 6 9 0 4 8 7 3 5 2],8288,[0 1 3 7 6 2 5 8 4 9]
15,514782,[1 4 8 0 9 7 3 2 5 6],84684,[0 3 1 8 6 7 5 2 4 9]
16,3153014,[8 6 1 5 2 0 7 4 3 9],2774310,[7 5 8 3 1 2 4 0 6 9]
17,1246875,[3 4 9 2 7 6 0 5 8 1],3451879,[9 4 5 8 1 6 2 0 7 3]
18,2112271,[5 8 3 0 7 2 4 1 9 6],240840,[0 6 9 7 4 1 2 3 5 8]
19,149799,[0 4 7 8 1 3 6 5 9 2],3125149,[8 5 4 0 3 9 6 1 7 2]
20,60802,[0 2 6 1 5 8 4 9 3 7],3172286,[8 6 5 2 9 4 3 1 0 7]
21,1761357,[4 8 6 3 1 9 7 2 5 0],296798,[0 8 3 9 2 4 6 5 1 7]
22,2407553,[6 5 7 4 8 9 2 3 1 0],346188,[0 9 5 6 7 8 3 1 2 4]
23,3397192,[9 3 2 0 4 8 6 7 1 5],2134396,[5 8 9 3 2 6 0 7 1 4]
24,2174372,[5 9 8 2 7 4 6 1 0 3],1221089,[3 4 2 1 9 7 6 8 5 0]
25,3356029,[9 2 1 8 0 7 5 3 6 4],3436129,[9 4 1 7 3 5 0 2 8 6]
26,1274623,[3 5 6 9 1 8 2 0 7 4],3087220,[8 4 5 3 7 9 0 6 1 2]
27,1303047,[3 6 2 5 8 7 4 1 9 0],177426,[0 5 4 2 6 7 9 1 3 8]
28,1603637,[4 3 8 1 2 7 0 9 6 5],953616,[2 6 7 1 4 9 0 3 5 8]
29,2382046,[6 5 0 7 3 2 9 8 1 4],1273873,[3 5 6 8 1 7 0 2 9 4]
30,552327,[1 5 7 6 0 8 4 3 9 2],1497805,[4 1 2 3 5 8 7 0 9 6]
31,3401799,[9 3 2 8 6 1 5 4 7 0],283193,[0 8 1 3 4 9 6 7 5 2]
32,2459944,[6 8 0 1 5 4 7 9 2 3],485502,[1 4 0 5 3 9 6 2 7 8]
33,153188,[0 4 8 3 7 5 9 2 1 6],3200163,[8 7 2 9 5 0 1 4 6 3]
34,367975,[1 0 3 2 4 7 6 5 9 8],2002391,[5 4 7 2 0 6 9 8 3 1]
35,3259067,[8 9 6 4 2 7 1 5 3 0],3250399,[8 9 4 7 2 5 1 0 6 3]
36,874069,[2 4 7 3 9 8 5 0 6 1],2522314,[6 9 4 3 1 2 5 8 0 7]
37,954834,[2 6 7 4 0 9 8 1 3 5],3367817,[9 2 5 1 6 0 7 8 4 3]
38,3247659,[8 9 4 2 5 7 0 3 6 1],2674250,[7 3 2 6 1 5 0 8 4 9]
39,2483418,[6 8 4 7 1 0 9 2 3 5],914134,[2 5 7 3 6 8 9 4 0 1]
40,1190024,[3 2 6 0 8 9 4 5 1 7],1963197,[5 3 7 4 6 9 8 1 2 0]
41,1191174,[3 2 6 4 5 7 1 0 8 9],2403218,[6 5 4 8 7 9 0 2 1 3]
42,2614388,[7 1 8 6 0 4 9 3 2 5],2579869,[7 0 9 8 1 6 4 2 5 3]
43,3245458,[8 9 3 7 4 2 1 6 0 5],401193,[1 0 9 6 3 4 5 7 8 2]
44,3463832,[9 4 8 1 7 2 3 5 0 6],372234,[1 0 3 8 9 7 6 2 4 5]
45,1445004,[3 9 7 5 8 4 2 0 1 6],1130297,[3 1 0 4 9 2 7 8 6 5]
46,806467,[2 3 0 1 4 7 9 5 8 6],259543,[0 7 4 5 3 9 2 1 8 6]
47,1377053,[3 8 1 2 6 5 0 9 7 4],3188703,[8 7 0 5 6 3 4 2 9 1]
48,1221916,[3 4 2 6 0 8 1 9 5 7],1345278,[3 7 2 9 4 6 1 0 5 8]
49,566596,[1 6 0 4 9 7 2 8 3 5],2972137,[8 1 6 5 9 7 0 2 4 3]
50,1000419,[2 7 8 4 3 9 0 5 6 1],434320,[1 2 8 3 4 5 7 9 0 6]
51,514413,[1 4 8 0 5 7 9 3 6 2],2161910,[5 9 4 8 3 7 2 1 0 6]
52,1669688,[4 6 3 2 0 1 7 8 5 9],669123,[1 8 5 7 3 0 2 6 9 4]
53,326299,[0 9 1 7 3 2 8 4 6 5],1627660,[4 5 2 9 6 8 0 7 1 3]
54,2496113,[6 8 9 1 5 7 3 4 2 0],3324960,[9 1 4 7 0 2 3 5 6 8]
55,2151604,[5 9 2 8 3 0 1 7 4 6],373916,[1 0 4 3 5 9 8 6 2 7]
56,1715755,[4 7 5 2 9 8 6 0 3 1],106690,[0 3 7 2 4 1 6 9 5 8]
57,1620049,[4 5 1 6 0 7 2 3 9 8],1905485,[5 2 3 0 7 1 4 9 8 6]
58,282980,[0 8 1 3 2 4 9 6 5 7],2976796,[8 1 7 5 3 6 0 9 2 4]
59,2335267,[6 3 9 2 4 5 8 0 7 1],303868,[0 8 5 3 1 4 2 9 6 7]
60,1022656,[2 8 3 9 4 0 6 7 1 5],2034029,[5 6 3 7 0 2 1 9 8 4]
61,2643709,[7 2 5 4 8 9 3 0 6 1],53646,[0 2 4 7 6 1 5 3 8 9]
62,2859599,[7 8 9 2 4 6 5 3 1 0],84787,[0 3 1 8 7 5 9 2 6 4]
63,2493095,[6 8 7 4 3 5 9 2 1 0],1631401,[4 5 3 7 9 0 1 2 8 6]
64,2629831,[7 2 1 8 5 3 4 0 9 6],1381942,[3 8 2 1 5 0 9 7 4 6]
