2%,Optima 1, Optima [1],Optima 2, Optima [2]
79,69100,[0 2 7 6 9 8 1 5 3 4],1655846,[4 6 0 5 8 7 3 2 1 9]
80,63064,[0 2 6 5 7 4 8 9 1 3],1679056,[4 6 7 1 0 2 8 9 3 5]
81,15006,[0 1 4 9 8 2 5 3 6 7],1698778,[4 7 1 0 5 6 3 9 2 8]
82,57489,[0 2 5 4 9 1 6 7 8 3],1664989,[4 6 2 3 5 9 7 0 8 1]
83,74912,[0 2 8 9 1 4 5 6 3 7],1669004,[4 6 3 1 0 5 9 7 2 8]
84,35809,[0 1 9 2 7 5 3 4 8 6],1657908,[4 6 0 9 5 8 3 1 2 7]
85,29935,[0 1 7 9 5 4 3 2 8 6],1663150,[4 6 1 9 8 3 7 5 0 2]
86,29022,[0 1 7 8 3 9 4 2 5 6],1672153,[4 6 3 8 2 7 0 1 9 5]
87,20745,[0 1 6 2 8 9 4 5 7 3],1720452,[4 7 6 2 5 0 8 1 3 9]
88,57796,[0 2 5 6 3 8 1 9 4 7],1673371,[4 6 5 0 1 8 9 2 7 3]
89,36374,[0 1 9 3 6 2 7 5 4 8],1726278,[4 7 8 3 5 6 1 0 2 9]
90,72067,[0 2 8 4 1 6 9 3 7 5],1672468,[4 6 3 8 9 1 0 7 2 5]
91,11942,[0 1 4 5 7 6 8 3 2 9],1664514,[4 6 2 1 8 9 7 0 3 5]
92,78625,[0 2 9 6 3 4 1 5 8 7],1720131,[4 7 6 2 0 5 1 8 9 3]
93,27038,[0 1 7 4 6 3 8 5 2 9],1703050,[4 7 1 9 3 0 5 8 2 6]
94,32961,[0 1 8 5 7 6 3 4 9 2],1698122,[4 7 0 9 5 1 2 6 3 8]
95,47017,[0 2 3 5 4 9 1 6 8 7],1678413,[4 6 7 0 1 8 9 3 5 2]
96,61073,[0 2 6 1 8 9 5 7 4 3],1696023,[4 7 0 5 6 3 8 2 9 1]
97,22138,[0 1 6 4 8 5 3 9 2 7],1670656,[4 6 3 5 2 0 8 9 1 7]
98,41697,[0 2 1 4 9 6 5 7 8 3],1665598,[4 6 2 5 1 9 8 7 0 3]
99,28597,[0 1 7 6 8 3 5 2 9 4],1681055,[4 6 7 3 8 5 9 2 1 0]
100,82350,[0 3 1 5 6 4 7 2 8 9],1684846,[4 6 8 2 0 3 9 7 1 5]
1,46440,[0 2 3 4 7 1 5 6 8 9],1681109,[4 6 7 3 9 1 0 8 5 2]
2,39222,[0 1 9 7 4 8 3 2 5 6],1683909,[4 6 8 0 7 3 9 2 5 1]
3,20807,[0 1 6 2 9 4 8 7 5 3],1686212,[4 6 8 3 9 5 7 1 0 2]
4,67780,[0 2 7 5 1 9 3 8 4 6],1661422,[4 6 1 7 5 0 9 8 2 3]
5,22922,[0 1 6 5 9 2 3 7 4 8],1727197,[4 7 8 5 9 1 3 0 6 2]
6,81882,[0 3 1 4 8 5 9 2 6 7],1661895,[4 6 1 8 2 0 7 5 9 3]
7,39745,[0 1 9 8 3 4 2 5 7 6],1721518,[4 7 6 3 9 8 5 2 0 1]
8,75390,[0 2 8 9 6 3 4 1 5 7],1714284,[4 7 5 0 9 6 3 1 2 8]
9,38192,[0 1 9 6 2 4 5 7 3 8],1684130,[4 6 8 1 0 5 2 7 3 9]
10,78617,[0 2 9 6 3 1 7 8 5 4],1662909,[4 6 1 9 5 3 8 2 7 0]
11,57379,[0 2 5 4 8 1 9 3 7 6],1722908,[4 7 6 8 9 2 5 1 0 3]
12,65300,[0 2 6 9 7 1 8 4 3 5],1710929,[4 7 3 5 1 8 6 9 2 0]
13,54711,[0 2 4 8 9 7 5 3 6 1],1677882,[4 6 5 9 2 1 8 0 3 7]
14,69525,[0 2 7 8 5 3 9 4 6 1],1673766,[4 6 5 0 8 1 3 2 7 9]
15,26420,[0 1 7 3 8 2 9 5 4 6],1702071,[4 7 1 6 9 8 3 2 5 0]
16,16751,[0 1 5 4 3 7 9 8 6 2],1658567,[4 6 1 0 7 3 9 8 5 2]
17,22693,[0 1 6 5 7 2 8 3 9 4],1707307,[4 7 2 8 1 5 9 0 6 3]
18,49711,[0 2 3 9 1 5 6 4 8 7],1711489,[4 7 3 6 0 5 1 2 9 8]
19,39355,[0 1 9 7 5 8 6 2 4 3],1703897,[4 7 2 0 6 1 8 9 5 3]
20,26539,[0 1 7 3 9 2 8 4 6 5],1703621,[4 7 2 0 1 9 3 8 6 5]
21,12443,[0 1 4 6 3 8 5 9 7 2],1683694,[4 6 8 0 3 7 9 5 1 2]
22,79776,[0 2 9 7 6 8 1 3 4 5],1704375,[4 7 2 1 3 0 8 6 9 5]
23,54751,[0 2 4 9 1 5 6 3 8 7],1703965,[4 7 2 0 6 8 5 1 9 3]
24,43560,[0 2 1 7 6 3 4 5 8 9],1701745,[4 7 1 6 5 2 0 3 9 8]
25,30967,[0 1 8 3 2 4 6 5 9 7],1685681,[4 6 8 3 1 2 7 9 5 0]
26,29308,[0 1 7 8 6 3 2 9 4 5],1668003,[4 6 2 9 7 0 1 5 8 3]
27,23673,[0 1 6 7 9 3 4 5 8 2],1702088,[4 7 1 8 0 2 5 6 3 9]
28,15279,[0 1 5 2 4 6 8 7 9 3],1686728,[4 6 8 5 7 0 2 3 1 9]
29,66277,[0 2 7 3 1 5 8 4 9 6],1678305,[4 6 5 9 8 7 1 2 3 0]
30,77952,[0 2 9 5 3 7 1 4 6 8],1667329,[4 6 2 8 7 3 0 1 9 5]
31,45115,[0 2 1 9 6 8 7 3 5 4],1677985,[4 6 5 9 3 1 0 2 8 7]
32,37771,[0 1 9 5 4 7 8 2 6 3],1706454,[4 7 2 6 0 5 3 1 8 9]
33,16987,[0 1 5 4 7 6 9 2 8 3],1724362,[4 7 8 0 9 5 2 6 1 3]
34,19116,[0 1 5 8 6 3 7 2 4 9],1666617,[4 6 2 7 8 3 1 5 9 0]
35,53804,[0 2 4 7 8 3 9 5 1 6],1678825,[4 6 7 0 8 2 1 3 9 5]
36,29980,[0 1 7 9 5 8 2 6 3 4],1670704,[4 6 3 5 2 7 8 9 0 1]
37,42068,[0 2 1 5 6 7 9 4 3 8],1717402,[4 7 5 8 1 6 2 9 0 3]
38,20595,[0 1 6 2 7 8 3 5 9 4],1707217,[4 7 2 8 0 9 1 3 6 5]
39,54772,[0 2 4 9 1 6 3 8 5 7],1719963,[4 7 6 1 9 0 2 5 8 3]
40,54733,[0 2 4 9 1 3 7 5 8 6],1725686,[4 7 8 2 6 5 3 1 0 9]
41,79337,[0 2 9 7 3 1 6 8 5 4],1704165,[4 7 2 0 9 3 8 5 6 1]
42,51390,[0 2 4 3 6 5 7 1 8 9],1681679,[4 6 7 5 3 9 8 2 1 0]
43,71198,[0 2 8 1 9 4 6 5 3 7],1665810,[4 6 2 5 7 8 9 0 1 3]
44,65112,[0 2 6 9 4 7 1 3 5 8],1703473,[4 7 1 9 8 5 0 2 6 3]
45,76665,[0 2 9 3 5 8 4 6 7 1],1674426,[4 6 5 1 7 3 9 0 2 8]
46,43551,[0 2 1 7 5 9 6 4 8 3],1655758,[4 6 0 5 7 9 8 3 1 2]
47,17683,[0 1 5 6 7 3 9 2 8 4],1684468,[4 6 8 1 5 2 0 9 3 7]
48,76681,[0 2 9 3 6 1 4 5 8 7],1691530,[4 6 9 5 2 0 3 8 1 7]
49,18949,[0 1 5 8 3 9 6 2 7 4],1704248,[4 7 2 1 0 3 6 8 5 9]
50,34157,[0 1 8 7 4 6 2 9 5 3],1662443,[4 6 1 8 9 5 2 7 3 0]
51,60814,[0 2 6 1 5 8 9 7 3 4],1723521,[4 7 6 9 5 3 1 2 8 0]
52,26127,[0 1 7 3 4 8 6 5 9 2],1714037,[4 7 5 0 6 8 1 9 3 2]
53,13540,[0 1 4 7 8 9 2 6 3 5],1670474,[4 6 3 5 0 8 1 7 2 9]
54,36352,[0 1 9 3 5 8 6 7 2 4],1723657,[4 7 6 9 8 5 0 1 3 2]
55,30279,[0 1 8 2 3 5 7 6 9 4],1668905,[4 6 3 0 9 5 7 8 2 1]
56,38835,[0 1 9 6 8 5 2 4 7 3],1672756,[4 6 3 9 1 7 0 8 2 5]
57,74934,[0 2 8 9 1 5 4 3 6 7],1715418,[4 7 5 2 6 0 9 1 3 8]
58,60063,[0 2 5 9 4 6 7 3 8 1],1668835,[4 6 3 0 8 9 7 1 5 2]
59,26980,[0 1 7 4 5 9 2 8 3 6],1693033,[4 6 9 8 2 5 0 1 7 3]
60,33203,[0 1 8 6 2 7 4 9 5 3],1689458,[4 6 9 1 3 8 0 5 2 7]
61,38713,[0 1 9 6 7 5 2 3 8 4],1660545,[4 6 1 5 2 9 3 7 8 0]
62,45755,[0 2 3 1 7 5 6 9 8 4],1657001,[4 6 0 8 3 2 7 9 5 1]
63,34741,[0 1 8 9 3 5 6 2 7 4],1656595,[4 6 0 7 8 9 5 1 3 2]
64,75383,[0 2 8 9 6 1 7 5 4 3],1681817,[4 6 7 5 9 0 3 8 2 1]
65,13925,[0 1 4 8 5 2 3 9 7 6],1679001,[4 6 7 0 9 5 2 3 8 1]
66,21556,[0 1 6 3 9 7 2 8 4 5],1656943,[4 6 0 8 2 9 3 1 7 5]
67,27946,[0 1 7 5 8 9 3 6 2 4],1725362,[4 7 8 2 3 0 1 6 5 9]
68,24419,[0 1 6 8 9 4 3 7 5 2],1689255,[4 6 9 1 2 0 7 5 8 3]
69,65122,[0 2 6 9 4 7 3 8 1 5],1677725,[4 6 5 9 1 0 2 8 7 3]
70,63423,[0 2 6 7 1 5 8 4 9 3],1685338,[4 6 8 2 7 3 1 9 0 5]
71,60403,[0 2 5 9 8 3 7 1 6 4],1656168,[4 6 0 7 2 5 1 3 8 9]
72,78481,[0 2 9 6 1 3 4 5 8 7],1723990,[4 7 8 0 3 5 9 6 1 2]
73,42295,[0 2 1 5 8 6 4 3 9 7],1700459,[4 7 1 3 8 5 2 9 6 0]
74,32487,[0 1 8 5 2 7 6 4 9 3],1705238,[4 7 2 3 5 1 8 6 0 9]
75,78701,[0 2 9 6 3 8 1 7 5 4],1711338,[4 7 3 5 9 0 8 1 2 6]
76,31056,[0 1 8 3 2 9 4 5 6 7],1706455,[4 7 2 6 0 5 3 1 9 8]
77,47194,[0 2 3 5 7 4 6 9 1 8],1707200,[4 7 2 8 0 6 3 5 1 9]
78,80583,[0 2 9 8 7 4 5 3 6 1],1689752,[4 6 9 1 8 2 3 5 0 7]
79,54012,[0 2 4 8 1 3 7 5 6 9],1687246,[4 6 8 7 2 1 9 5 0 3]
80,24707,[0 1 6 9 3 8 4 7 5 2],1672328,[4 6 3 8 7 0 2 5 1 9]
81,45478,[0 2 3 1 4 9 8 7 5 6],1718875,[4 7 6 0 2 9 8 1 5 3]
82,58195,[0 2 5 6 8 9 7 1 4 3],1703749,[4 7 2 0 3 9 6 1 8 5]
83,79449,[0 2 9 7 4 1 5 6 8 3],1692195,[4 6 9 7 1 5 0 3 8 2]
84,75744,[0 2 9 1 4 5 3 6 7 8],1668968,[4 6 3 1 0 2 7 8 5 9]
85,20121,[0 1 5 9 8 6 3 4 7 2],1708997,[4 7 3 0 6 8 1 9 5 2]
86,25469,[0 1 7 2 5 4 3 9 8 6],1726371,[4 7 8 3 6 2 0 5 9 1]
87,16033,[0 1 5 3 4 8 2 6 9 7],1678327,[4 6 7 0 1 2 5 3 9 8]
88,36168,[0 1 9 3 4 6 2 5 7 8],1678502,[4 6 7 0 2 5 8 3 1 9]
89,31290,[0 1 8 3 5 7 9 2 4 6],1712364,[4 7 3 8 1 6 5 0 2 9]
90,45283,[0 2 1 9 8 4 7 3 6 5],1673332,[4 6 5 0 1 7 2 9 3 8]
91,60807,[0 2 6 1 5 8 7 4 9 3],1710169,[4 7 3 2 1 6 0 5 9 8]
92,40738,[0 2 1 3 7 6 5 9 4 8],1660952,[4 6 1 5 9 2 3 7 0 8]
93,18581,[0 1 5 7 8 9 2 6 4 3],1685910,[4 6 8 3 5 1 2 0 7 9]
94,18699,[0 1 5 7 9 8 2 4 6 3],1670186,[4 6 3 2 8 1 0 7 5 9]
95,51547,[0 2 4 3 7 6 9 1 8 5],1669545,[4 6 3 1 8 9 2 5 7 0]
96,11645,[0 1 4 5 3 2 6 9 8 7],1669325,[4 6 3 1 7 0 2 9 8 5]
97,60197,[0 2 5 9 6 7 1 8 4 3],1658986,[4 6 1 2 0 9 5 8 3 7]
98,62224,[0 2 6 4 5 7 8 9 1 3],1662558,[4 6 1 9 0 7 3 2 5 8]
99,51938,[0 2 4 5 1 9 3 7 6 8],1707055,[4 7 2 6 9 3 1 0 8 5]
100,54554,[0 2 4 8 7 6 1 5 3 9],1658813,[4 6 1 0 9 5 2 8 7 3]
1,38609,[0 1 9 6 5 7 4 8 3 2],1712107,[4 7 3 6 9 2 8 0 5 1]
2,30137,[0 1 7 9 8 2 5 6 4 3],1665585,[4 6 2 5 1 9 3 7 8 0]
3,26073,[0 1 7 3 4 5 6 8 9 2],1666852,[4 6 2 8 0 5 1 9 3 7]
4,57749,[0 2 5 6 3 4 1 9 8 7],1678017,[4 6 5 9 3 2 1 7 8 0]
5,65488,[0 2 6 9 8 5 4 7 1 3],1723636,[4 7 6 9 8 3 0 5 1 2]
6,32089,[0 1 8 4 6 5 2 3 9 7],1675503,[4 6 5 3 0 7 8 2 9 1]
7,39013,[0 1 9 7 3 2 6 4 8 5],1703458,[4 7 1 9 8 3 2 6 0 5]
8,31263,[0 1 8 3 5 6 7 4 9 2],1691088,[4 6 9 3 7 2 0 1 5 8]
9,52540,[0 2 4 5 9 8 1 7 3 6],1663253,[4 6 2 0 1 7 3 9 8 5]
10,54150,[0 2 4 8 3 5 6 1 7 9],1714927,[4 7 5 1 9 0 3 2 8 6]
11,34711,[0 1 8 9 3 4 5 2 7 6],1711397,[4 7 3 5 9 6 0 8 2 1]
12,73321,[0 2 8 5 9 1 3 4 7 6],1677093,[4 6 5 8 1 7 9 2 3 0]
13,62047,[0 2 6 4 3 1 7 5 9 8],1720730,[4 7 6 2 9 3 0 5 1 8]
14,37973,[0 1 9 5 7 4 2 8 6 3],1662982,[4 6 1 9 7 0 8 5 2 3]
15,19144,[0 1 5 8 6 4 7 9 2 3],1724843,[4 7 8 1 5 6 2 9 3 0]
16,72426,[0 2 8 4 6 5 9 1 3 7],1699841,[4 7 1 2 9 3 6 8 5 0]
17,68274,[0 2 7 5 8 9 6 1 3 4],1707735,[4 7 2 8 9 0 5 3 6 1]
18,10057,[0 1 3 9 8 7 2 4 6 5],1656045,[4 6 0 7 1 3 9 5 8 2]
19,67905,[0 2 7 5 3 9 4 6 8 1],1672744,[4 6 3 9 1 5 7 8 0 2]
20,20330,[0 1 6 2 4 7 3 8 5 9],1700249,[4 7 1 3 5 8 6 9 2 0]
21,29967,[0 1 7 9 5 6 4 3 8 2],1660714,[4 6 1 5 7 2 3 9 0 8]
22,40979,[0 2 1 3 9 6 5 8 7 4],1679536,[4 6 7 1 8 0 5 9 2 3]
23,53187,[0 2 4 6 9 3 1 7 8 5],1677025,[4 6 5 8 1 2 0 3 9 7]
24,45054,[0 2 1 9 6 5 4 3 7 8],1664705,[4 6 2 3 0 7 8 9 5 1]
25,21377,[0 1 6 3 8 2 7 9 5 4],1676710,[4 6 5 7 8 2 9 3 0 1]
26,65984,[0 2 7 1 6 9 4 5 3 8],1719015,[4 7 6 0 5 1 8 3 9 2]
27,71525,[0 2 8 3 5 1 4 9 7 6],1695904,[4 7 0 5 3 6 8 9 1 2]
28,58664,[0 2 5 7 4 9 3 6 1 8],1684311,[4 6 8 1 2 9 5 3 7 0]
29,10659,[0 1 4 2 8 9 3 6 7 5],1684378,[4 6 8 1 3 5 2 9 0 7]
30,31335,[0 1 8 3 6 2 7 5 9 4],1707073,[4 7 2 6 9 5 0 1 8 3]
31,77915,[0 2 9 5 3 4 6 8 7 1],1724698,[4 7 8 1 3 5 2 9 0 6]
32,59832,[0 2 5 9 1 7 3 4 6 8],1701012,[4 7 1 5 6 0 8 2 3 9]
33,71750,[0 2 8 3 6 9 5 4 1 7],1687577,[4 6 8 7 9 0 3 5 2 1]
34,20841,[0 1 6 2 9 7 4 5 8 3],1713203,[4 7 3 9 2 6 1 8 5 0]
35,56109,[0 2 5 1 9 6 8 4 7 3],1657786,[4 6 0 9 3 8 2 7 1 5]
36,42414,[0 2 1 5 9 6 4 3 7 8],1662476,[4 6 1 8 9 7 5 2 0 3]
37,65042,[0 2 6 9 4 1 3 7 5 8],1705848,[4 7 2 5 1 6 0 3 8 9]
38,25136,[0 1 6 9 8 4 3 5 2 7],1688744,[4 6 9 0 3 8 2 5 1 7]
39,78095,[0 2 9 5 4 7 8 6 3 1],1680035,[4 6 7 2 3 1 5 9 8 0]
40,38683,[0 1 9 6 7 3 8 2 5 4],1661956,[4 6 1 8 2 7 0 9 3 5]
41,67420,[0 2 7 4 6 9 1 8 3 5],1705814,[4 7 2 5 1 0 8 6 3 9]
42,14400,[0 1 4 9 2 3 5 6 7 8],1722027,[4 7 6 5 8 1 0 3 9 2]
43,35137,[0 1 8 9 6 7 2 3 5 4],1696732,[4 7 0 6 5 3 1 9 2 8]
44,65746,[0 2 7 1 4 9 5 8 3 6],1719614,[4 7 6 1 3 0 8 5 2 9]
45,73103,[0 2 8 5 6 1 9 7 4 3],1727264,[4 7 8 5 9 6 1 2 0 3]
46,32979,[0 1 8 5 7 9 2 4 6 3],1692813,[4 6 9 8 0 5 7 2 3 1]
47,17763,[0 1 5 6 8 2 3 7 9 4],1691699,[4 6 9 5 3 2 1 8 7 0]
48,70607,[0 2 8 1 3 5 9 7 6 4],1708648,[4 7 3 0 1 8 6 9 2 5]
49,25223,[0 1 7 2 3 4 9 8 6 5],1695721,[4 7 0 5 2 1 3 6 9 8]
50,77231,[0 2 9 4 3 6 8 7 5 1],1674257,[4 6 5 1 3 0 8 9 7 2]
51,26905,[0 1 7 4 5 3 2 6 9 8],1716745,[4 7 5 6 2 1 0 3 9 8]
52,45268,[0 2 1 9 8 4 3 7 5 6],1700182,[4 7 1 3 5 0 9 8 2 6]
53,74933,[0 2 8 9 1 5 3 7 6 4],1677754,[4 6 5 9 1 2 3 8 0 7]
54,66491,[0 2 7 3 5 1 6 9 8 4],1713434,[4 7 3 9 6 5 0 2 1 8]
55,31941,[0 1 8 4 5 2 9 6 7 3],1674468,[4 6 5 1 7 9 3 0 2 8]
56,10099,[0 1 4 2 3 5 9 6 8 7],1683420,[4 6 8 0 1 5 7 2 3 9]
57,75528,[0 2 8 9 7 4 1 3 5 6],1699754,[4 7 1 2 8 6 0 5 3 9]
58,72530,[0 2 8 4 7 5 1 6 3 9],1716345,[4 7 5 3 8 9 1 2 6 0]
59,74476,[0 2 8 7 4 6 1 9 3 5],1681749,[4 6 7 5 8 2 9 1 3 0]
60,80795,[0 3 1 2 5 6 7 9 8 4],1722519,[4 7 6 8 2 1 5 3 9 0]
61,43893,[0 2 1 7 9 6 8 4 5 3],1709590,[4 7 3 1 5 6 9 8 0 2]
62,19380,[0 1 5 8 9 4 6 2 3 7],1705607,[4 7 2 3 9 1 8 6 5 0]
63,21348,[0 1 6 3 7 9 5 2 4 8],1697347,[4 7 0 8 3 5 9 1 6 2]
64,37606,[0 1 9 5 3 4 8 7 2 6],1674668,[4 6 5 1 9 3 8 2 0 7]
65,80881,[0 3 1 2 6 4 5 7 9 8],1709020,[4 7 3 0 6 9 1 8 2 5]
66,56867,[0 2 5 3 9 8 4 7 6 1],1669257,[4 6 3 1 5 7 2 8 9 0]
