10%,Optima 1, Optima [1],Optima 2, Optima [2]
79,257951,[0 7 4 2 3 6 9 8 5 1],1627749,[4 5 2 9 7 3 8 1 6 0]
80,146405,[0 4 7 1 5 2 3 9 8 6],1744824,[4 8 2 1 5 3 0 6 7 9]
81,10681,[0 1 4 2 9 3 5 6 8 7],1524654,[4 1 8 5 6 3 2 0 7 9]
82,172823,[0 5 3 4 1 2 9 8 7 6],1532265,[4 2 0 1 3 9 6 7 8 5]
83,90478,[0 3 2 9 6 8 7 5 1 4],1677992,[4 6 5 9 3 1 2 7 0 8]
84,266029,[0 7 5 8 3 9 4 1 6 2],1781878,[4 9 1 5 7 8 6 3 0 2]
85,27683,[0 1 7 5 4 8 3 9 6 2],1563587,[4 2 8 1 6 9 3 7 5 0]
86,124624,[0 4 1 8 2 6 7 9 3 5],1608936,[4 3 9 1 6 8 0 2 5 7]
87,39380,[0 1 9 7 6 2 8 4 3 5],1861182,[5 1 2 3 9 8 4 0 6 7]
88,132846,[0 4 3 5 7 1 6 2 8 9],1799066,[4 9 5 8 6 1 0 3 2 7]
89,124465,[0 4 1 7 9 3 2 5 8 6],1678496,[4 6 7 0 2 5 3 8 1 9]
90,222347,[0 6 5 1 8 9 3 7 4 2],1880044,[5 1 7 0 3 2 4 9 6 8]
91,236940,[0 6 9 1 2 5 7 3 4 8],1800540,[4 9 6 1 7 3 5 0 2 8]
92,41598,[0 2 1 4 8 7 5 3 6 9],1698776,[4 7 1 0 5 6 3 8 2 9]
93,83419,[0 3 1 6 9 2 8 4 7 5],1639716,[4 5 7 2 3 1 8 0 6 9]
94,200603,[0 5 9 7 4 6 2 8 3 1],1830979,[5 0 4 3 1 2 9 6 8 7]
95,21862,[0 1 6 4 5 2 9 8 3 7],1521982,[4 1 7 9 8 0 6 5 2 3]
96,285900,[0 8 1 7 2 5 6 3 4 9],1628528,[4 5 3 0 9 1 6 7 2 8]
97,203019,[0 6 1 3 9 8 2 5 7 4],1716623,[4 7 5 6 1 0 9 8 3 2]
98,143589,[0 4 6 5 3 7 9 2 8 1],1758362,[4 8 5 9 1 0 2 6 3 7]
99,65070,[0 2 6 9 4 3 5 1 7 8],1777603,[4 9 0 6 8 2 7 1 5 3]
100,242420,[0 7 1 2 8 3 9 5 4 6],1870837,[5 1 4 2 6 3 8 0 9 7]
1,266026,[0 7 5 8 3 9 2 6 1 4],1792496,[4 9 3 6 5 2 1 7 0 8]
2,155074,[0 4 8 7 3 2 5 9 1 6],1715078,[4 7 5 2 0 3 8 6 1 9]
3,212197,[0 6 3 1 8 4 7 2 9 5],1839485,[5 0 6 9 8 1 2 7 4 3]
4,39556,[0 1 9 7 8 5 2 6 3 4],1721011,[4 7 6 3 1 8 9 0 5 2]
5,26940,[0 1 7 4 5 6 8 2 3 9],1836481,[5 0 6 3 8 1 2 4 9 7]
6,69530,[0 2 7 8 5 4 1 6 3 9],1860964,[5 1 2 3 8 0 4 9 6 7]
7,273922,[0 7 8 3 4 6 2 9 1 5],1607921,[4 3 9 0 2 5 7 8 6 1]
8,25629,[0 1 7 2 6 5 9 4 8 3],1586778,[4 3 2 8 9 0 7 1 5 6]
9,141976,[0 4 6 2 3 1 8 9 5 7],1847684,[5 0 8 6 2 3 9 4 1 7]
10,315210,[0 8 7 4 6 5 9 1 2 3],1663470,[4 6 2 0 5 3 7 1 8 9]
11,31440,[0 1 8 3 7 2 4 5 6 9],1688100,[4 6 8 9 3 2 5 0 1 7]
12,277152,[0 7 8 9 6 4 1 2 3 5],1768717,[4 8 7 9 3 1 5 0 6 2]
13,193307,[0 5 8 3 4 9 2 7 6 1],1751943,[4 8 3 6 1 5 7 2 9 0]
14,318839,[0 8 9 2 6 7 5 4 3 1],1732003,[4 7 9 5 3 1 8 0 6 2]
15,280408,[0 7 9 5 3 6 4 8 1 2],1636277,[4 5 6 7 3 8 0 9 2 1]
16,321299,[0 8 9 6 2 4 3 7 5 1],1574349,[4 3 0 5 7 6 9 2 8 1]
17,314703,[0 8 7 4 1 5 6 3 9 2],1587236,[4 3 2 9 5 8 7 1 0 6]
18,113656,[0 3 8 5 9 1 6 7 2 4],1587006,[4 3 2 9 1 0 6 5 7 8]
19,96187,[0 3 5 1 7 6 9 2 8 4],1537536,[4 2 1 0 6 9 3 5 7 8]
20,297819,[0 8 4 1 6 9 2 5 7 3],1611296,[4 3 9 6 8 2 1 5 0 7]
21,314787,[0 8 7 4 2 3 1 6 9 5],1580367,[4 3 1 6 9 7 5 2 8 0]
22,272989,[0 7 8 2 1 9 5 3 6 4],1597110,[4 3 6 9 1 2 5 0 7 8]
23,51748,[0 2 4 3 9 5 1 8 6 7],1619253,[4 5 1 2 9 7 8 3 6 0]
24,78740,[0 2 9 6 4 1 8 5 3 7],1605348,[4 3 8 5 6 9 2 0 1 7]
25,132012,[0 4 3 2 6 1 8 5 7 9],1854574,[5 0 9 8 6 4 7 3 1 2]
26,81695,[0 3 1 4 6 8 9 7 5 2],1677226,[4 6 5 8 2 9 1 7 0 3]
27,278174,[0 7 9 2 4 1 6 5 3 8],1642505,[4 5 7 9 1 3 6 8 2 0]
28,65378,[0 2 6 9 7 8 1 4 3 5],1746559,[4 8 2 5 7 6 1 0 9 3]
29,230438,[0 6 7 8 1 3 5 4 2 9],1787693,[4 9 2 6 8 3 0 7 5 1]
30,125508,[0 4 1 9 3 8 6 2 5 7],1752538,[4 8 3 7 0 5 2 9 1 6]
31,314266,[0 8 7 3 4 9 2 6 1 5],1718158,[4 7 5 9 1 8 6 3 0 2]
32,277538,[0 7 9 1 4 8 2 5 3 6],1819775,[5 0 2 1 6 8 9 7 4 3]
33,139192,[0 4 5 7 2 9 6 8 1 3],1848510,[5 0 8 7 3 2 4 1 6 9]
34,262783,[0 7 5 1 9 8 3 2 6 4],1593301,[4 3 6 0 9 5 7 1 8 2]
35,338120,[0 9 4 1 6 7 3 5 2 8],1780379,[4 9 1 2 7 5 3 8 6 0]
36,93506,[0 3 4 6 9 2 1 7 5 8],1732002,[4 7 9 5 3 1 8 0 2 6]
37,168796,[0 5 2 6 4 8 1 9 3 7],1792291,[4 9 3 6 1 7 8 0 5 2]
38,283628,[0 8 1 3 9 5 7 4 2 6],1758868,[4 8 5 9 7 1 0 6 2 3]
39,117358,[0 3 9 2 8 7 6 5 1 4],1685233,[4 6 8 2 5 7 0 1 9 3]
40,245069,[0 7 1 6 4 3 2 9 8 5],1789048,[4 9 2 8 6 5 3 7 0 1]
41,49032,[0 2 3 8 1 7 4 5 6 9],1710257,[4 7 3 2 5 0 8 9 6 1]
42,44028,[0 2 1 8 3 9 6 4 5 7],1734795,[4 8 0 2 5 7 1 6 9 3]
43,86685,[0 3 2 4 6 5 9 7 8 1],1829041,[5 0 3 9 4 1 2 6 8 7]
44,277737,[0 7 9 1 6 4 3 5 8 2],1822600,[5 0 2 7 4 3 8 9 1 6]
45,129444,[0 4 2 7 8 6 5 1 3 9],1723381,[4 7 6 9 3 2 5 0 8 1]
46,70108,[0 2 7 9 4 3 1 8 5 6],1697418,[4 7 0 8 5 1 9 2 3 6]
47,64269,[0 2 6 8 3 5 9 4 7 1],1683655,[4 6 8 0 3 5 2 1 9 7]
48,275050,[0 7 8 5 1 2 4 9 3 6],1726723,[4 7 8 5 1 2 9 0 6 3]
49,68739,[0 2 7 6 4 9 1 5 8 3],1659174,[4 6 1 2 5 7 3 0 8 9]
50,24249,[0 1 6 8 7 2 4 5 9 3],1853378,[5 0 9 7 1 8 2 4 3 6]
51,293448,[0 8 3 2 6 5 1 4 7 9],1704292,[4 7 2 1 0 6 3 9 5 8]
52,247195,[0 7 2 1 4 9 8 3 6 5],1693892,[4 7 0 1 6 8 9 3 2 5]
53,295124,[0 8 3 5 9 2 7 4 1 6],1800668,[4 9 6 1 8 3 7 2 0 5]
54,356420,[0 9 7 6 1 2 8 4 3 5],1529907,[4 1 9 5 8 2 0 6 7 3]
55,117787,[0 3 9 4 6 5 8 1 7 2],1546086,[4 2 3 8 5 0 6 1 7 9]
56,345315,[0 9 5 4 6 7 1 3 8 2],1672924,[4 6 3 9 5 0 1 8 2 7]
57,26838,[0 1 7 4 3 8 5 2 6 9],1631016,[4 5 3 7 1 9 0 2 6 8]
58,347579,[0 9 5 8 6 3 2 7 4 1],1602045,[4 3 7 9 0 2 8 5 6 1]
59,39799,[0 1 9 8 3 6 4 2 7 5],1832562,[5 0 4 7 2 3 9 1 6 8]
60,271073,[0 7 6 8 3 9 4 5 2 1],1725687,[4 7 8 2 6 5 3 1 9 0]
61,129003,[0 4 2 7 3 1 5 8 9 6],1649558,[4 5 9 2 0 3 7 6 1 8]
62,151434,[0 4 8 1 3 9 7 2 5 6],1647887,[4 5 8 9 6 1 7 3 2 0]
63,26800,[0 1 7 4 3 5 8 9 2 6],1701334,[4 7 1 5 9 6 8 3 0 2]
64,109290,[0 3 7 6 8 5 9 1 2 4],1843223,[5 0 7 8 1 2 9 6 4 3]
65,304438,[0 8 5 3 7 9 6 4 1 2],1819872,[5 0 2 1 7 8 3 4 6 9]
66,364563,[1 0 2 5 6 3 4 8 9 7],1523064,[4 1 8 2 5 3 0 6 7 9]
67,255071,[0 7 3 6 2 5 9 8 4 1],1704732,[4 7 2 1 8 0 6 3 5 9]
68,296794,[0 8 3 9 2 4 5 7 1 6],1833879,[5 0 4 9 1 3 7 6 8 2]
69,53533,[0 2 4 7 5 1 8 3 9 6],1858811,[5 1 0 8 7 2 4 9 6 3]
70,68212,[0 2 7 5 8 4 1 9 3 6],1550375,[4 2 5 7 1 8 9 6 3 0]
71,107689,[0 3 7 4 6 5 1 2 9 8],1553283,[4 2 6 1 5 0 3 8 9 7]
72,121716,[0 4 1 3 2 6 8 5 7 9],1684545,[4 6 8 1 5 9 2 3 7 0]
73,46823,[0 2 3 5 1 4 9 8 7 6],1727103,[4 7 8 5 6 2 3 1 9 0]
74,125190,[0 4 1 8 9 3 5 2 6 7],1864164,[5 1 2 9 0 7 6 3 4 8]
75,56661,[0 2 5 3 8 1 9 6 7 4],1754146,[4 8 5 0 2 9 3 7 1 6]
76,52970,[0 2 4 6 7 5 1 8 3 9],1755871,[4 8 5 2 7 1 3 0 9 6]
77,352273,[0 9 6 8 2 5 1 3 7 4],1783585,[4 9 1 8 2 3 0 5 7 6]
78,290332,[0 8 2 6 3 5 1 9 4 7],1591300,[4 3 5 8 0 9 1 7 2 6]
79,303064,[0 8 5 1 9 4 6 7 2 3],1678464,[4 6 7 0 2 3 1 5 8 9]
80,245226,[0 7 1 6 5 4 9 2 3 8],1695330,[4 7 0 3 6 8 9 1 2 5]
81,181179,[0 5 4 9 6 8 1 3 7 2],1643611,[4 5 8 0 7 6 9 1 3 2]
82,68794,[0 2 7 6 5 3 4 9 1 8],1881684,[5 1 7 3 4 8 6 0 2 9]
83,349660,[0 9 6 3 5 8 1 7 2 4],1779305,[4 9 1 0 3 6 7 8 5 2]
84,120951,[0 3 9 8 7 6 4 2 5 1],1538180,[4 2 1 3 6 0 9 7 5 8]
85,171157,[0 5 2 9 7 3 6 1 8 4],1535683,[4 2 0 7 9 3 8 1 6 5]
86,292490,[0 8 3 1 4 6 2 7 5 9],1532350,[4 2 0 1 5 7 9 8 3 6]
87,44249,[0 2 1 8 5 7 6 9 4 3],1845246,[5 0 8 1 9 2 4 3 6 7]
88,361345,[0 9 8 5 7 2 1 3 6 4],1728394,[4 7 8 9 3 1 2 6 0 5]
89,157978,[0 4 9 3 5 6 2 8 1 7],1649185,[4 5 9 1 6 2 0 3 8 7]
90,244726,[0 7 1 5 9 3 8 6 2 4],1705455,[4 7 2 3 8 0 6 5 9 1]
91,326428,[0 9 1 7 4 3 2 8 5 6],1695711,[4 7 0 5 1 9 6 3 8 2]
92,215467,[0 6 3 8 2 5 9 1 7 4],1525650,[4 1 8 6 9 5 7 0 2 3]
93,261619,[0 7 4 9 3 1 8 2 6 5],1676117,[4 6 5 3 9 7 0 8 2 1]
94,172064,[0 5 3 1 9 8 4 6 2 7],1705839,[4 7 2 5 1 3 8 6 9 0]
95,45092,[0 2 1 9 6 7 8 4 3 5],1692257,[4 6 9 7 2 0 5 8 3 1]
96,357780,[0 9 7 8 6 3 4 1 2 5],1535863,[4 2 0 8 1 9 5 3 7 6]
97,128866,[0 4 2 6 9 8 3 7 1 5],1733771,[4 8 0 1 2 3 6 9 7 5]
98,353003,[0 9 7 1 3 6 4 8 5 2],1652650,[4 5 9 8 2 0 3 7 1 6]
99,69420,[0 2 7 8 4 5 6 1 3 9],1651616,[4 5 9 6 8 2 1 3 0 7]
100,244770,[0 7 1 5 9 6 8 2 3 4],1713944,[4 7 5 0 3 9 2 6 1 8]
1,47859,[0 2 3 6 5 9 1 7 8 4],1643041,[4 5 8 0 1 2 3 6 9 7]
2,135136,[0 4 3 8 7 1 6 9 2 5],1717613,[4 7 5 8 3 2 0 9 6 1]
3,320074,[0 8 9 4 5 2 3 7 1 6],1731223,[4 7 9 3 2 8 1 0 6 5]
4,61595,[0 2 6 3 7 4 5 9 8 1],1866530,[5 1 3 4 6 7 0 8 2 9]
5,256201,[0 7 3 8 9 1 2 4 6 5],1718357,[4 7 5 9 3 6 0 8 2 1]
6,91731,[0 3 4 2 6 7 1 8 9 5],1686974,[4 6 8 7 0 1 5 3 2 9]
7,182389,[0 5 6 2 3 9 7 1 8 4],1552095,[4 2 5 9 7 0 6 3 8 1]
8,223755,[0 6 5 3 8 7 1 4 9 2],1696382,[4 7 0 6 1 5 8 3 2 9]
9,18428,[0 1 5 7 6 4 9 3 2 8],1551133,[4 2 5 8 3 0 7 1 9 6]
10,188323,[0 5 7 3 6 2 9 1 8 4],1858366,[5 1 0 8 2 4 9 7 3 6]
11,10015,[0 1 3 9 8 5 4 2 7 6],1786144,[4 9 2 3 7 5 6 8 0 1]
12,144920,[0 4 6 8 2 7 3 5 1 9],1655698,[4 6 0 5 7 3 2 9 1 8]
13,350796,[0 9 6 5 2 3 7 1 4 8],1882896,[5 1 7 6 0 9 2 3 4 8]
14,268480,[0 7 6 2 9 3 5 8 1 4],1678065,[4 6 5 9 3 8 1 2 7 0]
15,310829,[0 8 6 5 7 2 1 9 4 3],1863268,[5 1 2 7 9 3 0 8 4 6]
16,178970,[0 5 4 6 7 3 1 8 2 9],1531786,[4 1 9 8 3 7 2 6 0 5]
17,350817,[0 9 6 5 2 4 3 7 8 1],1817434,[5 0 1 7 3 4 6 9 2 8]
18,221034,[0 6 4 8 9 7 5 1 2 3],1612315,[4 3 9 8 1 7 6 0 5 2]
19,95538,[0 3 4 9 7 1 8 2 5 6],1829049,[5 0 3 9 4 1 6 7 8 2]
20,111365,[0 3 8 1 7 2 4 9 6 5],1568071,[4 2 9 0 8 3 5 1 7 6]
21,370655,[1 0 3 6 8 7 9 5 4 2],1623806,[4 5 2 1 3 8 7 6 0 9]
22,212097,[0 6 3 1 7 5 4 8 9 2],1609600,[4 3 9 2 6 1 7 8 0 5]
23,173496,[0 5 3 4 9 8 1 2 6 7],1683946,[4 6 8 0 7 9 2 5 1 3]
24,62359,[0 2 6 4 7 8 3 1 9 5],1716794,[4 7 5 6 2 8 0 3 1 9]
25,366792,[1 0 2 8 5 7 3 4 6 9],1777188,[4 9 0 6 2 8 5 1 3 7]
26,260247,[0 7 4 6 3 8 5 2 9 1],1520879,[4 1 7 8 2 9 6 5 3 0]
27,114397,[0 3 8 6 9 2 5 1 7 4],1760190,[4 8 6 1 7 2 3 0 5 9]
28,162065,[0 5 1 3 2 7 8 9 6 4],1643874,[4 5 8 1 0 9 7 2 3 6]
29,134031,[0 4 3 7 1 9 6 5 8 2],1826489,[5 0 3 4 8 7 6 9 2 1]
30,27013,[0 1 7 4 6 2 8 3 9 5],1816148,[5 0 1 4 6 7 9 3 2 8]
31,363920,[1 0 2 4 6 8 5 7 3 9],1747853,[4 8 2 7 5 3 0 9 6 1]
32,347673,[0 9 5 8 7 2 3 4 6 1],1785766,[4 9 2 3 1 5 8 7 0 6]
33,182157,[0 5 6 1 9 8 7 3 4 2],1636989,[4 5 6 8 3 2 9 1 7 0]
34,330366,[0 9 2 5 8 1 4 3 6 7],1683670,[4 6 8 0 3 5 9 7 1 2]
35,222249,[0 6 5 1 8 2 4 7 9 3],1520614,[4 1 7 6 9 5 8 3 0 2]
36,355499,[0 9 7 4 6 3 2 8 5 1],1820376,[5 0 2 3 4 9 1 6 7 8]
37,245214,[0 7 1 6 5 4 3 2 8 9],1856436,[5 1 0 4 6 3 8 2 7 9]
38,106223,[0 3 7 1 6 2 9 8 5 4],1759523,[4 8 6 0 7 5 2 9 3 1]
39,179594,[0 5 4 7 3 8 1 6 2 9],1614627,[4 5 0 3 7 2 1 8 9 6]
40,147886,[0 4 7 3 5 2 9 8 1 6],1705901,[4 7 2 5 1 9 0 8 6 3]
41,193024,[0 5 8 3 1 6 7 9 2 4],1880368,[5 1 7 0 6 8 4 9 2 3]
42,75952,[0 2 9 1 5 8 6 7 3 4],1642399,[4 5 7 9 0 6 2 1 8 3]
43,365167,[1 0 2 6 4 3 7 5 9 8],1820080,[5 0 2 1 9 4 7 8 3 6]
44,133474,[0 4 3 6 5 2 7 9 1 8],1693302,[4 6 9 8 5 7 1 0 2 3]
45,183029,[0 5 6 3 2 4 1 9 8 7],1803391,[4 9 6 7 5 1 2 0 8 3]
46,270968,[0 7 6 8 3 1 4 5 2 9],1710934,[4 7 3 5 1 8 9 6 0 2]
47,202773,[0 6 1 3 7 8 9 4 5 2],1829246,[5 0 3 9 6 7 4 2 1 8]
48,311019,[0 8 6 5 9 7 1 3 4 2],1537862,[4 2 1 0 9 6 7 5 3 8]
49,222665,[0 6 5 2 3 7 8 9 4 1],1570287,[4 2 9 5 8 6 3 1 7 0]
50,105053,[0 3 6 8 9 4 1 7 5 2],1655847,[4 6 0 5 8 7 3 2 9 1]
51,144790,[0 4 6 8 1 5 9 7 2 3],1753309,[4 8 3 9 0 7 5 1 6 2]
52,25255,[0 1 7 2 3 6 5 4 9 8],1581770,[4 3 1 8 9 5 0 6 2 7]
53,270586,[0 7 6 5 8 9 2 4 1 3],1581071,[4 3 1 7 9 5 8 6 2 0]
54,192942,[0 5 8 2 9 7 3 1 4 6],1714559,[4 7 5 1 2 9 8 6 3 0]
55,247501,[0 7 2 1 8 5 6 3 9 4],1577328,[4 3 0 9 7 5 1 2 6 8]
56,115169,[0 3 8 7 9 5 4 6 2 1],1699749,[4 7 1 2 8 5 9 3 6 0]
57,241212,[0 6 9 8 1 2 5 3 4 7],1575109,[4 3 0 6 7 9 5 1 8 2]
58,200087,[0 5 9 6 8 2 7 4 3 1],1805932,[4 9 7 2 1 5 0 8 3 6]
59,135202,[0 4 3 8 7 6 2 9 1 5],1583054,[4 3 2 0 8 1 7 6 5 9]
60,130473,[0 4 2 9 3 5 6 7 8 1],1772532,[4 8 9 5 7 0 3 1 2 6]
61,16947,[0 1 5 4 7 3 2 8 9 6],1612866,[4 5 0 1 2 7 9 3 6 8]
62,325569,[0 9 1 6 3 2 5 7 8 4],1599079,[4 3 7 1 9 6 2 0 8 5]
63,10000,[0 1 3 9 8 4 6 7 2 5],1827914,[5 0 3 7 8 6 1 4 2 9]
64,189233,[0 5 7 4 8 9 3 6 2 1],1564327,[4 2 8 3 7 0 5 1 9 6]
65,64530,[0 2 6 8 5 7 9 1 3 4],1632332,[4 5 3 9 0 7 8 2 1 6]
66,159649,[0 4 9 6 7 3 1 2 8 5],1641960,[4 5 7 8 3 0 1 2 6 9]
