99%,Optima 1, Optima [1],Optima 2, Optima [2]
31,1820284,[5 0 2 3 4 1 6 9 7 8],2479904,[6 8 4 0 2 9 3 5 1 7]
32,2453805,[6 7 8 9 0 2 5 3 4 1],2381438,[6 5 0 4 7 2 8 3 1 9]
33,496690,[1 4 3 6 9 0 5 8 2 7],2927218,[8 0 5 7 4 3 2 9 1 6]
34,2851764,[7 8 5 6 4 3 2 0 1 9],423644,[1 2 6 0 5 4 9 7 3 8]
35,2073956,[5 7 3 4 2 9 8 1 0 6],609457,[1 7 0 9 4 8 2 3 6 5]
36,1569215,[4 2 9 3 5 7 8 6 1 0],1353884,[3 7 5 6 2 1 9 4 0 8]
37,3189234,[8 7 0 6 3 9 5 1 2 4],3592525,[9 8 0 6 4 5 3 1 7 2]
38,1221188,[3 4 2 5 0 7 9 6 1 8],34727,[0 1 8 9 3 4 7 6 5 2]
39,2423832,[6 7 0 9 3 5 1 2 4 8],1767243,[4 8 7 5 3 0 1 6 9 2]
40,1997578,[5 4 6 2 3 7 1 9 0 8],564188,[1 5 9 8 4 3 7 2 0 6]
41,3276570,[9 0 3 1 7 6 8 2 4 5],1459433,[4 0 2 6 9 8 5 7 3 1]
42,786739,[2 1 6 0 8 3 9 4 7 5],655566,[1 8 3 0 6 2 5 4 7 9]
43,569072,[1 6 0 9 4 3 5 7 2 8],1262141,[3 5 2 4 9 8 0 7 6 1]
44,1714906,[4 7 5 1 8 9 2 6 0 3],671917,[1 8 6 3 2 4 7 0 9 5]
45,1178045,[3 2 1 8 4 0 5 9 7 6],2797598,[7 6 3 0 5 2 8 4 1 9]
46,2731480,[7 4 6 9 5 1 3 8 0 2],1247858,[3 4 9 6 0 8 1 5 2 7]
47,2346353,[6 4 1 5 8 9 3 7 2 0],1841088,[5 0 7 3 1 6 2 4 8 9]
48,1070379,[2 9 5 3 6 8 0 4 7 1],2082849,[5 7 6 1 9 0 3 4 8 2]
49,3457775,[9 4 7 0 3 6 8 5 2 1],2743895,[7 5 0 3 9 6 8 4 2 1]
50,3480129,[9 5 2 4 6 0 3 7 8 1],3298631,[9 0 7 4 3 5 8 6 2 1]
51,1904847,[5 2 1 9 6 7 4 3 8 0],1384786,[3 8 2 7 1 9 4 6 0 5]
52,2854699,[7 8 6 2 9 0 5 1 4 3],1553203,[4 2 6 1 3 5 9 0 8 7]
53,3403530,[9 3 4 2 0 7 8 1 5 6],62922,[0 2 6 5 4 3 9 1 7 8]
54,2165994,[5 9 6 7 1 8 4 0 2 3],434024,[1 2 8 0 7 9 4 5 3 6]
55,3029560,[8 3 1 0 7 4 6 9 2 5],2627760,[7 2 1 4 8 0 3 5 6 9]
56,301977,[0 8 4 9 3 5 2 6 7 1],251353,[0 7 2 9 1 6 3 4 8 5]
57,2972098,[8 1 6 5 9 3 2 7 0 4],614283,[1 7 2 9 3 0 4 6 8 5]
58,1825106,[5 0 3 1 9 4 2 7 6 8],2590228,[7 1 2 9 5 3 0 8 4 6]
59,3295912,[9 0 6 8 4 7 3 5 1 2],2938230,[8 0 7 9 6 2 3 1 4 5]
60,1491500,[4 0 9 8 5 1 7 3 2 6],2739560,[7 4 9 3 8 5 1 2 0 6]
61,3275098,[9 0 2 7 6 4 3 8 1 5],276194,[0 7 8 6 4 5 1 3 2 9]
62,2110330,[5 8 2 7 0 1 4 9 3 6],1119915,[3 0 8 2 5 7 1 6 9 4]
63,2268641,[6 2 3 0 9 4 7 8 5 1],3028934,[8 3 0 9 7 1 5 4 2 6]
64,574987,[1 6 3 0 7 5 9 2 8 4],3064920,[8 4 0 1 9 2 3 5 6 7]
65,3235173,[8 9 1 7 2 5 6 3 4 0],207896,[0 6 2 3 8 5 4 7 1 9]
66,493442,[1 4 2 9 5 0 3 7 6 8],2136386,[5 8 9 7 1 2 0 4 3 6]
67,2831795,[7 8 1 9 0 3 4 6 5 2],1976077,[5 4 0 1 7 3 8 2 9 6]
68,3442474,[9 4 3 0 2 5 6 8 1 7],1934588,[5 2 9 7 8 3 6 1 0 4]
69,2003860,[5 4 7 6 0 9 1 8 2 3],421164,[1 2 5 6 9 7 4 0 3 8]
70,2385985,[6 5 1 3 9 2 0 4 8 7],3393940,[9 3 1 4 7 8 0 6 2 5]
71,1277516,[3 5 7 4 1 9 8 2 0 6],3478056,[9 5 2 0 6 8 1 3 4 7]
72,1763987,[4 8 6 9 7 5 1 3 2 0],2275340,[6 2 4 5 1 0 9 7 3 8]
73,1752612,[4 8 3 7 1 0 6 2 5 9],1454643,[4 0 1 7 5 2 3 8 9 6]
74,2754411,[7 5 2 4 6 3 0 8 9 1],3566350,[9 7 3 5 1 4 8 6 0 2]
75,579983,[1 6 4 0 7 2 9 8 5 3],3151548,[8 6 1 3 0 9 5 2 4 7]
76,1319596,[3 6 7 8 5 4 0 9 1 2],470777,[1 3 7 4 9 0 6 8 5 2]
77,2860421,[7 8 9 3 5 6 0 4 2 1],1410484,[3 8 9 7 0 1 2 6 4 5]
78,594124,[1 6 7 9 2 0 3 8 4 5],3045447,[8 3 5 1 7 6 4 2 9 0]
79,1843330,[5 0 7 8 2 1 4 9 3 6],3112998,[8 5 1 6 4 7 2 0 3 9]
80,1466879,[4 0 5 1 3 9 8 7 6 2],2279241,[6 2 5 1 7 8 3 4 9 0]
81,3418550,[9 3 7 1 8 6 4 2 0 5],1993602,[5 4 3 6 9 1 8 0 2 7]
82,3261752,[8 9 7 1 2 3 4 5 0 6],1593460,[4 3 6 1 0 9 2 8 5 7]
83,1134092,[3 1 2 0 4 8 9 6 5 7],846538,[2 3 9 8 6 4 1 7 0 5]
84,467804,[1 3 6 8 7 2 9 4 0 5],3451983,[9 4 5 8 2 3 6 1 7 0]
85,722296,[1 9 8 3 2 0 6 7 4 5],3295986,[9 0 6 8 5 3 7 1 2 4]
86,2559387,[7 0 4 8 6 2 1 5 9 3],928057,[2 6 0 1 9 8 3 4 7 5]
87,2644078,[7 2 5 6 1 9 8 4 0 3],2308709,[6 3 2 0 7 4 1 9 8 5]
88,1924499,[5 2 7 8 9 3 1 6 4 0],2494551,[6 8 7 9 3 5 2 1 4 0]
89,3416007,[9 3 6 7 2 5 4 1 8 0],1389753,[3 8 4 7 1 2 5 6 9 0]
90,1773269,[4 8 9 6 7 1 0 5 3 2],359460,[0 9 8 3 2 5 6 1 4 7]
91,2190920,[6 0 3 7 9 5 2 4 1 8],740957,[2 0 5 1 3 8 4 9 7 6]
92,1365418,[3 7 8 9 2 4 1 6 0 5],1003654,[2 7 9 0 8 5 6 4 1 3]
93,1519078,[4 1 7 3 8 9 6 5 0 2],757919,[2 0 8 4 6 9 7 5 3 1]
94,933622,[2 6 1 3 8 0 9 7 4 5],2621551,[7 2 0 3 1 5 6 4 9 8]
95,2316283,[6 3 4 7 0 2 9 1 8 5],289350,[0 8 2 4 9 3 5 1 6 7]
96,1167530,[3 1 9 6 5 4 0 7 2 8],340874,[0 9 4 6 3 7 1 5 2 8]
97,2111901,[5 8 3 0 2 1 9 6 7 4],1220500,[3 4 2 1 0 9 5 8 6 7]
98,3587888,[9 7 8 6 1 0 3 4 2 5],1791090,[4 9 3 2 6 7 8 0 1 5]
99,2073535,[5 7 3 2 9 4 1 0 8 6],465378,[1 3 6 4 5 0 9 2 7 8]
100,685893,[1 9 0 2 6 7 8 4 5 3],662568,[1 8 4 5 2 6 0 3 7 9]
1,3493488,[9 5 6 1 0 4 2 3 7 8],2865649,[7 9 0 5 1 4 2 3 8 6]
2,2497682,[6 8 9 4 0 1 2 5 3 7],3500369,[9 5 7 3 4 6 2 8 1 0]
3,2660321,[7 2 9 6 8 1 4 5 3 0],1663042,[4 6 1 9 7 5 2 8 0 3]
4,1073080,[2 9 5 8 3 1 6 7 0 4],2943824,[8 1 0 2 6 9 4 5 3 7]
5,2203902,[6 0 7 2 9 8 3 1 4 5],3414443,[9 3 6 4 1 7 2 8 5 0]
6,142149,[0 4 6 2 5 7 9 3 8 1],2703315,[7 4 0 3 6 8 1 5 9 2]
7,1103376,[3 0 4 9 5 8 1 2 6 7],37091,[0 1 9 4 6 2 5 8 7 3]
8,650409,[1 8 2 0 5 3 6 7 9 4],35404,[0 1 9 2 4 3 5 8 6 7]
9,1587300,[4 3 2 9 6 5 7 0 1 8],876344,[2 4 7 9 0 8 3 5 1 6]
10,1711253,[4 7 3 5 8 2 0 9 6 1],2158339,[5 9 4 1 7 0 8 2 6 3]
11,1035358,[2 8 6 3 9 7 5 4 0 1],2434738,[6 7 3 0 5 4 2 9 1 8]
12,2379263,[6 5 0 1 7 2 9 8 4 3],1162704,[3 1 8 6 9 2 0 4 5 7]
13,3575579,[9 7 5 3 0 4 2 8 6 1],3071099,[8 4 1 3 5 6 2 9 7 0]
14,1830323,[5 0 4 2 1 8 6 9 7 3],660345,[1 8 4 0 2 9 5 6 7 3]
15,1666752,[4 6 2 7 9 5 0 1 3 8],747315,[2 0 6 3 9 7 1 5 8 4]
16,115655,[0 3 8 9 5 6 7 4 2 1],2276603,[6 2 4 7 9 5 1 8 3 0]
17,977528,[2 7 1 9 6 0 4 5 3 8],274734,[0 7 8 4 5 3 2 1 6 9]
18,1802126,[4 9 6 3 8 5 2 1 0 7],3170820,[8 6 5 0 9 3 4 1 2 7]
19,3446494,[9 4 3 7 6 5 8 2 0 1],3362803,[9 2 4 1 6 3 8 0 7 5]
20,677075,[1 8 7 3 4 2 5 9 6 0],2873707,[7 9 2 1 3 5 8 0 6 4]
21,1443167,[3 9 7 2 4 1 8 6 5 0],3421546,[9 3 7 8 0 6 2 5 1 4]
22,908585,[2 5 6 1 9 4 7 8 3 0],3075395,[8 4 2 1 5 3 6 9 7 0]
23,102534,[0 3 6 4 5 7 2 1 8 9],546192,[1 5 6 3 7 8 0 2 4 9]
24,231881,[0 6 8 1 2 4 7 9 5 3],73947,[0 2 8 6 7 3 1 5 9 4]
25,196354,[0 5 8 9 6 2 3 7 1 4],2654339,[7 2 8 5 4 3 1 9 6 0]
26,3505901,[9 5 8 4 1 7 0 6 3 2],2475759,[6 8 3 1 5 2 7 4 9 0]
27,246199,[0 7 1 8 9 5 3 2 6 4],1518777,[4 1 7 3 5 6 2 8 9 0]
28,820279,[2 3 4 8 1 7 5 0 9 6],2426961,[6 7 1 4 8 5 2 3 9 0]
29,439418,[1 2 9 3 4 8 0 6 5 7],3278356,[9 0 3 5 2 7 1 8 4 6]
30,3006255,[8 2 5 4 3 0 7 6 9 1],2812031,[7 6 5 9 3 2 8 4 1 0]
31,2801498,[7 6 3 8 9 5 0 2 1 4],2844146,[7 8 4 2 1 3 0 6 5 9]
32,2866336,[7 9 0 6 1 2 5 8 3 4],3213262,[8 7 5 3 9 0 6 4 1 2]
33,2114392,[5 8 3 4 6 9 2 7 0 1],2581426,[7 1 0 3 4 9 5 8 2 6]
34,1158726,[3 1 7 9 4 0 5 2 6 8],2451786,[6 7 8 3 1 4 9 0 2 5]
35,1567194,[4 2 8 9 5 7 6 0 1 3],3007461,[8 2 5 7 0 1 9 4 6 3]
36,922157,[2 5 8 9 6 4 0 7 3 1],2087101,[5 7 8 0 6 3 4 1 9 2]
37,602721,[1 6 9 5 0 7 3 4 8 2],3524286,[9 6 3 1 8 0 4 2 5 7]
38,67989,[0 2 7 5 4 6 9 3 8 1],1496583,[4 1 0 9 6 5 7 3 8 2]
39,1857704,[5 1 0 7 2 9 4 6 3 8],98111,[0 3 5 6 2 7 9 8 4 1]
40,581436,[1 6 4 3 7 2 8 0 5 9],594027,[1 6 7 9 0 3 2 5 8 4]
41,1457301,[4 0 2 3 1 5 9 7 8 6],829497,[2 3 6 7 0 5 4 8 9 1]
42,1994958,[5 4 3 8 7 6 1 0 2 9],2208462,[6 0 8 2 3 9 4 1 5 7]
43,338488,[0 9 4 2 1 7 6 8 3 5],1619563,[4 5 1 3 6 2 9 0 8 7]
44,1706043,[4 7 2 5 6 0 1 8 9 3],2825282,[7 8 0 5 1 2 3 6 4 9]
45,739200,[2 0 4 7 8 1 3 5 6 9],1518591,[4 1 7 3 0 9 6 5 8 2]
46,3405459,[9 3 4 6 7 8 0 2 5 1],3172121,[8 6 5 2 7 1 4 9 3 0]
47,1383641,[3 8 2 5 7 1 6 9 4 0],1526424,[4 1 8 9 0 3 2 5 6 7]
48,3282558,[9 0 4 3 1 7 5 2 6 8],38076,[0 1 9 5 8 3 6 2 4 7]
49,2860672,[7 8 9 4 0 6 3 5 1 2],1875593,[5 1 6 0 9 8 4 7 3 2]
50,2302937,[6 3 0 9 5 1 7 8 4 2],1606616,[4 3 8 7 2 5 1 6 0 9]
51,191292,[0 5 7 9 6 1 4 2 3 8],69511,[0 2 7 8 5 3 4 1 9 6]
52,311064,[0 8 6 7 1 3 2 4 5 9],1643549,[4 5 8 0 7 2 1 9 6 3]
53,142684,[0 4 6 3 2 1 5 9 7 8],2022156,[5 6 1 2 7 3 8 0 4 9]
54,1397749,[3 8 6 2 1 9 5 0 7 4],1185539,[3 2 5 1 7 6 4 9 8 0]
55,2836529,[7 8 2 6 4 5 3 9 1 0],834891,[2 3 7 6 5 4 0 8 9 1]
56,2586192,[7 1 2 0 9 6 3 4 5 8],3384122,[9 2 8 4 1 0 3 6 5 7]
57,2471215,[6 8 2 3 1 5 4 0 9 7],2955533,[8 1 3 4 9 5 0 7 6 2]
58,2429730,[6 7 2 0 5 8 9 1 3 4],1601339,[4 3 7 8 0 5 2 9 6 1]
59,878015,[2 4 8 1 5 7 9 6 3 0],290841,[0 8 2 6 9 5 3 4 7 1]
60,2291804,[6 2 8 7 0 3 9 4 1 5],940041,[2 6 3 5 7 8 1 4 9 0]
61,3489753,[9 5 4 2 8 1 3 6 7 0],1185894,[3 2 5 4 0 7 6 1 8 9]
62,284386,[0 8 1 4 9 7 3 6 2 5],1266824,[3 5 4 2 6 9 1 7 0 8]
63,212280,[0 6 3 1 9 2 4 5 7 8],417116,[1 2 4 8 3 9 7 5 0 6]
64,2174848,[5 9 8 3 4 6 2 7 0 1],1658182,[4 6 1 0 2 3 9 8 5 7]
65,2503557,[6 9 0 7 1 8 5 3 4 2],2908062,[8 0 1 9 7 6 3 2 4 5]
66,1762825,[4 8 6 7 2 1 0 3 9 5],2815344,[7 6 8 4 1 2 0 3 5 9]
67,266161,[0 7 5 8 6 1 2 3 9 4],2175147,[5 9 8 4 0 2 1 6 7 3]
68,2418143,[6 5 9 7 3 0 8 4 2 1],620669,[1 7 4 2 0 5 3 9 8 6]
69,264418,[0 7 5 4 2 6 3 9 1 8],1246752,[3 4 9 2 6 7 0 1 5 8]
70,745884,[2 0 5 9 8 6 4 1 3 7],2254082,[6 1 9 2 7 0 3 5 4 8]
71,3005717,[8 2 5 3 6 7 0 9 4 1],2346185,[6 4 1 5 7 3 8 9 2 0]
72,916516,[2 5 7 8 9 4 0 6 1 3],2372020,[6 4 8 5 2 9 0 7 1 3]
73,3538224,[9 6 7 0 2 3 1 4 5 8],3133281,[8 5 6 4 7 3 1 2 9 0]
74,2866347,[7 9 0 6 1 3 2 5 8 4],2770133,[7 5 6 4 2 3 0 9 8 1]
75,2813577,[7 6 8 1 5 3 2 4 9 0],2045567,[5 6 7 9 0 2 8 4 3 1]
76,3042011,[8 3 4 6 0 1 5 9 7 2],1214440,[3 4 0 9 7 2 6 8 1 5]
77,571386,[1 6 2 4 7 5 9 0 3 8],1457189,[4 0 2 1 9 5 3 8 7 6]
78,1915516,[5 2 6 0 4 8 1 9 3 7],1314779,[3 6 5 9 0 4 2 8 7 1]
79,3086484,[8 4 5 2 7 6 3 0 1 9],2138337,[5 9 0 2 8 4 3 6 7 1]
80,384697,[1 0 6 4 3 9 2 5 8 7],3076086,[8 4 2 3 5 0 6 1 7 9]
81,2123549,[5 8 6 2 3 1 0 9 7 4],950692,[2 6 5 7 3 4 0 9 1 8]
82,557443,[1 5 8 6 2 3 9 0 7 4],1421203,[3 9 1 8 7 2 6 0 5 4]
83,1553410,[4 2 6 1 7 0 5 9 3 8],552724,[1 5 7 6 8 0 2 9 3 4]
84,1730283,[4 7 9 2 1 0 3 6 8 5],1673096,[4 6 3 9 7 2 1 5 0 8]
85,2816253,[7 6 8 5 2 4 9 1 3 0],2745891,[7 5 0 8 6 3 1 4 9 2]
86,2491723,[6 8 7 2 5 1 9 0 4 3],1201954,[3 2 8 5 4 1 6 9 0 7]
87,2724942,[7 4 5 6 3 9 1 0 2 8],1192463,[3 2 6 7 1 0 9 8 5 4]
88,717932,[1 9 7 4 0 6 8 3 2 5],1397243,[3 8 6 1 5 7 2 9 4 0]
89,1915999,[5 2 6 1 0 8 4 3 9 7],1618251,[4 5 1 0 7 6 2 8 9 3]
90,2574804,[7 0 8 9 1 5 4 2 3 6],3217208,[8 7 6 2 3 0 4 5 1 9]
91,2044745,[5 6 7 4 9 2 3 8 1 0],2725437,[7 4 5 8 1 9 6 2 3 0]
92,1766793,[4 8 7 3 9 1 2 5 6 0],1924304,[5 2 7 8 4 9 1 3 0 6]
93,2778089,[7 5 9 1 3 6 4 8 2 0],1207098,[3 2 9 5 6 0 8 1 4 7]
94,3159703,[8 6 2 9 3 7 1 0 5 4],2692724,[7 3 8 1 9 2 6 4 0 5]
95,685485,[1 9 0 2 3 5 8 6 7 4],3002001,[8 2 4 6 3 7 1 5 9 0]
96,1174204,[3 2 0 9 8 1 4 7 5 6],3156541,[8 6 2 3 0 5 7 1 9 4]
97,1783967,[4 9 1 8 6 2 7 5 3 0],1792703,[4 9 3 6 8 0 7 5 2 1]
98,1757443,[4 8 5 6 9 1 7 0 3 2],3555250,[9 7 1 3 8 0 4 6 2 5]
99,2796288,[7 6 2 8 5 3 0 1 4 9],3511089,[9 6 0 5 4 1 3 7 8 2]
100,2570178,[7 0 6 9 5 1 8 2 3 4],2297116,[6 2 9 7 3 5 0 8 1 4]
1,3140588,[8 5 9 0 7 3 6 2 1 4],998331,[2 7 8 0 5 4 1 6 9 3]
2,2559301,[7 0 4 8 5 3 6 1 9 2],907111,[2 5 4 9 8 1 3 0 7 6]
3,3019429,[8 2 9 0 5 7 4 1 6 3],2446047,[6 7 5 2 1 8 4 3 9 0]
4,2116078,[5 8 3 7 9 6 4 2 0 1],3215379,[8 7 5 9 4 6 0 2 3 1]
5,2891023,[7 9 5 4 1 8 2 0 6 3],2854299,[7 8 6 2 1 9 0 4 5 3]
6,2868579,[7 9 1 2 0 8 3 5 6 4],1289345,[3 5 9 7 6 2 4 8 1 0]
7,366642,[1 0 2 8 4 5 9 3 6 7],2104136,[5 8 1 4 3 6 2 7 0 9]
8,870139,[2 4 6 7 5 0 9 1 8 3],2845892,[7 8 4 5 3 6 9 1 0 2]
9,2177975,[6 0 1 2 9 7 8 5 4 3],2733841,[7 4 8 3 0 1 2 5 9 6]
10,3388321,[9 3 0 4 1 2 5 6 8 7],3214320,[8 7 5 6 2 0 1 3 4 9]
11,2016095,[5 6 0 1 2 8 9 7 4 3],1928289,[5 2 8 6 1 0 4 7 9 3]
12,556989,[1 5 8 4 6 3 9 2 7 0],1642111,[4 5 7 8 6 1 2 0 9 3]
13,2937048,[8 0 7 6 2 4 1 3 5 9],3056870,[8 3 7 4 5 9 2 1 0 6]
14,494607,[1 4 3 0 9 7 6 5 8 2],808623,[2 3 0 6 1 7 8 5 9 4]
15,169545,[0 5 2 7 4 9 3 6 8 1],3583218,[9 7 6 8 4 0 5 1 2 3]
16,2933599,[8 0 7 1 4 6 3 2 9 5],3358560,[9 2 3 4 7 0 1 5 6 8]
17,2324779,[6 3 7 1 9 0 8 2 5 4],715456,[1 9 6 8 5 0 4 7 2 3]
18,2075800,[5 7 3 9 0 2 6 8 1 4],2337888,[6 3 9 8 0 4 1 2 5 7]
19,2952397,[8 1 2 7 5 3 6 0 9 4],2506159,[6 9 1 2 7 5 3 0 8 4]
20,117166,[0 3 9 2 7 4 8 6 1 5],1707464,[4 7 2 8 3 9 1 5 0 6]
21,2631685,[7 2 3 1 0 8 6 4 9 5],1624237,[4 5 2 1 9 3 7 0 8 6]
22,3142031,[8 5 9 2 7 3 6 4 1 0],779261,[2 1 4 7 3 9 0 8 6 5]
23,503433,[1 4 5 9 2 3 6 7 8 0],2596287,[7 1 4 0 9 6 5 3 8 2]
24,1283417,[3 5 8 6 4 0 7 9 2 1],1623413,[4 5 2 0 8 6 1 9 7 3]
25,2294942,[6 2 9 3 4 5 7 1 0 8],3122514,[8 5 3 4 7 9 6 0 1 2]
26,1240213,[3 4 8 0 6 1 7 2 9 5],423238,[1 2 5 9 7 8 6 4 0 3]
27,1732229,[4 7 9 5 8 1 0 6 3 2],1166278,[3 1 9 4 7 8 6 5 0 2]
28,379811,[1 0 5 4 7 2 6 9 8 3],441914,[1 2 9 6 7 5 0 4 3 8]
29,2182151,[6 0 1 9 7 4 8 5 3 2],3362000,[9 2 4 0 5 7 3 6 1 8]
30,1640663,[4 5 7 3 8 0 9 6 2 1],2482894,[6 8 4 5 2 7 9 3 0 1]
31,1259333,[3 5 1 9 0 6 2 8 7 4],3015605,[8 2 7 3 4 0 1 9 6 5]
32,2407746,[6 5 7 8 0 3 9 1 2 4],1495808,[4 1 0 8 6 2 5 7 3 9]
33,2713030,[7 4 2 3 0 6 9 8 1 5],1397558,[3 8 6 2 0 4 7 5 1 9]
34,517596,[1 4 8 6 9 2 5 0 3 7],3435090,[9 4 1 5 8 6 7 0 2 3]
35,837911,[2 3 8 1 7 5 9 6 4 0],2079112,[5 7 4 3 6 9 2 8 0 1]
36,3158050,[8 6 2 5 1 0 4 9 3 7],92070,[0 3 4 2 9 5 6 1 7 8]
37,1131817,[3 1 0 6 9 8 2 4 7 5],2569024,[7 0 6 8 1 4 5 9 2 3]
38,3031134,[8 3 1 4 9 5 2 0 6 7],931214,[2 6 0 8 4 1 7 5 3 9]
39,2433063,[6 7 2 8 1 4 5 3 9 0],2412665,[6 5 8 4 9 2 3 7 1 0]
40,3541477,[9 6 7 4 5 1 3 0 8 2],1457902,[4 0 2 3 9 1 8 7 5 6]
41,2126370,[5 8 6 9 1 4 7 0 2 3],2691686,[7 3 8 0 4 6 5 2 1 9]
42,1856092,[5 1 0 3 9 6 2 8 4 7],1940440,[5 3 1 0 2 6 8 9 4 7]
43,2133760,[5 8 9 2 4 1 6 7 0 3],2257270,[6 1 9 8 0 4 7 5 2 3]
44,2121481,[5 8 4 9 3 0 1 2 7 6],1997800,[5 4 6 2 8 1 7 9 0 3]
45,559998,[1 5 9 0 7 6 3 2 4 8],1290275,[3 6 0 1 2 5 7 9 8 4]
46,1489045,[4 0 9 5 1 7 6 2 8 3],1084682,[2 9 8 1 5 0 3 6 4 7]
47,2423548,[6 7 0 9 1 3 2 8 4 5],2461302,[6 8 0 3 4 9 2 1 5 7]
48,2284771,[6 2 7 3 1 8 9 0 5 4],399832,[1 0 9 4 3 8 6 7 2 5]
49,2991447,[8 2 1 5 7 6 4 3 9 0],2703374,[7 4 0 3 8 1 6 5 2 9]
50,1345689,[3 7 4 0 1 2 6 8 9 5],3237309,[8 9 2 3 1 5 7 4 6 0]
51,2443227,[6 7 4 8 2 1 0 5 9 3],2442441,[6 7 4 5 1 8 2 3 9 0]
52,3301970,[9 0 8 2 1 5 3 6 4 7],3048684,[8 3 5 9 1 6 4 0 2 7]
53,2398848,[6 5 3 9 7 2 0 1 4 8],1050447,[2 9 0 4 8 6 5 3 7 1]
54,2784454,[7 6 0 4 2 8 9 5 1 3],1804981,[4 9 7 0 8 3 5 1 6 2]
55,3532295,[9 6 4 7 8 3 5 2 1 0],674236,[1 8 6 7 3 5 0 9 2 4]
56,3592359,[9 8 0 6 3 2 5 4 7 1],220426,[0 6 4 8 1 9 3 7 2 5]
57,2057158,[5 7 0 2 1 9 8 6 3 4],1904693,[5 2 1 9 4 6 0 8 7 3]
58,1737302,[4 8 0 6 9 3 5 2 1 7],823991,[2 3 5 6 4 7 9 8 1 0]
59,3414938,[9 3 6 4 8 7 0 2 1 5],42786,[0 2 1 6 5 7 9 3 4 8]
60,1652099,[4 5 9 7 3 2 1 8 6 0],2432418,[6 7 2 5 3 0 9 1 4 8]
61,1137639,[3 1 2 8 0 5 7 6 9 4],12584,[0 1 4 6 5 9 3 7 2 8]
62,3580634,[9 7 6 3 0 5 1 4 2 8],1663579,[4 6 2 0 7 1 9 3 8 5]
63,2281790,[6 2 5 8 0 9 4 3 1 7],3077760,[8 4 2 6 7 0 1 3 5 9]
64,538601,[1 5 3 9 0 4 7 8 6 2],252304,[0 7 3 1 5 6 8 9 2 4]
