10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,893,[1 2 4 0 6 5 3],3134,[4 2 0 5 3 1 6],1753,[2 3 5 0 1 6 4],2195,[3 0 2 4 6 5 1]
19,511,[0 5 2 3 1 6 4],3130,[4 2 0 3 6 1 5],1766,[2 3 5 4 1 0 6],2392,[3 1 6 4 5 0 2]
20,702,[0 6 5 2 1 3 4],2992,[4 0 6 3 5 1 2],1872,[2 4 5 0 1 3 6],2281,[3 1 0 2 4 6 5]
21,810,[1 0 5 6 2 3 4],3113,[4 1 6 3 5 2 0],1577,[2 1 0 5 6 4 3],2005,[2 5 4 3 0 6 1]
22,541,[0 5 3 4 1 6 2],2803,[3 6 1 5 0 4 2],1827,[2 4 1 0 5 6 3],2428,[3 2 1 0 6 4 5]
23,769,[1 0 4 2 3 6 5],3010,[4 1 0 3 6 2 5],1858,[2 4 3 1 6 0 5],2303,[3 1 0 6 5 4 2]
24,862,[1 2 0 6 5 3 4],2908,[4 0 2 1 6 3 5],1786,[2 3 6 1 5 0 4],2288,[3 1 0 4 5 2 6]
25,909,[1 2 4 6 3 5 0],2755,[3 5 6 4 0 2 1],1811,[2 4 0 3 6 5 1],2113,[2 6 4 0 1 5 3]
26,692,[0 6 4 5 2 1 3],3168,[4 2 3 0 1 5 6],1890,[2 4 5 6 0 1 3],2054,[2 6 0 4 3 1 5]
27,494,[0 5 1 4 3 2 6],2907,[4 0 2 1 5 6 3],1973,[2 5 3 0 6 4 1],2273,[3 0 6 4 5 2 1]
28,578,[0 5 6 1 3 2 4],2984,[4 0 6 2 3 1 5],1558,[2 0 6 5 4 1 3],2173,[3 0 1 5 2 6 4]
29,888,[1 2 4 0 3 5 6],3091,[4 1 5 6 0 3 2],1689,[2 3 0 4 5 6 1],2093,[2 6 3 0 5 4 1]
30,527,[0 5 2 6 4 3 1],3045,[4 1 2 6 3 5 0],1876,[2 4 5 0 6 1 3],2245,[3 0 5 4 1 6 2]
31,900,[1 2 4 5 0 3 6],2843,[3 6 4 1 5 2 0],1711,[2 3 1 4 0 6 5],2433,[3 2 1 4 5 6 0]
32,591,[0 5 6 3 2 4 1],2882,[4 0 1 2 5 3 6],1668,[2 1 6 4 0 3 5],2202,[3 0 2 6 1 4 5]
33,643,[0 6 2 5 1 4 3],3179,[4 2 3 1 6 5 0],1544,[2 0 6 3 4 1 5],2063,[2 6 0 5 4 3 1]
34,508,[0 5 2 1 6 3 4],3226,[4 2 6 1 5 0 3],1766,[2 3 5 4 1 0 6],2231,[3 0 4 6 5 2 1]
35,494,[0 5 1 4 3 2 6],3149,[4 2 1 0 6 5 3],1854,[2 4 3 1 0 5 6],2396,[3 1 6 5 2 0 4]
36,763,[1 0 3 6 2 5 4],3161,[4 2 1 5 6 3 0],1915,[2 4 6 5 0 3 1],2376,[3 1 6 0 2 4 5]
37,958,[1 2 6 5 4 0 3],2892,[4 0 1 5 2 3 6],1990,[2 5 3 6 4 0 1],2042,[2 6 0 1 4 3 5]
38,859,[1 2 0 6 3 5 4],3075,[4 1 5 0 3 6 2],1612,[2 1 4 0 6 3 5],2159,[2 6 5 4 3 1 0]
39,501,[0 5 1 6 3 4 2],2843,[3 6 4 1 5 2 0],1681,[2 3 0 1 4 6 5],2021,[2 5 6 0 4 3 1]
40,746,[1 0 3 2 5 4 6],3018,[4 1 0 6 2 3 5],1750,[2 3 4 6 5 0 1],2209,[3 0 4 1 2 6 5]
41,555,[0 5 4 1 3 6 2],2769,[3 6 0 2 4 5 1],1518,[2 0 5 3 1 4 6],1971,[2 5 3 0 4 6 1]
42,595,[0 5 6 4 1 3 2],3129,[4 2 0 3 5 6 1],1735,[2 3 4 1 0 6 5],2104,[2 6 3 4 5 0 1]
43,586,[0 5 6 2 4 1 3],3190,[4 2 3 6 5 0 1],1571,[2 1 0 4 6 5 3],2066,[2 6 1 0 4 3 5]
44,494,[0 5 1 4 3 2 6],2877,[3 6 5 4 1 2 0],1551,[2 0 6 4 3 5 1],2243,[3 0 5 2 6 4 1]
45,796,[1 0 5 2 6 3 4],2925,[4 0 2 6 3 5 1],1833,[2 4 1 3 5 6 0],1953,[2 5 1 3 4 6 0]
46,834,[1 0 6 5 2 3 4],2832,[3 6 4 0 1 2 5],1808,[2 4 0 3 5 1 6],2359,[3 1 5 2 0 6 4]
47,477,[0 4 6 5 2 3 1],2921,[4 0 2 5 6 3 1],1709,[2 3 1 0 6 5 4],2057,[2 6 0 4 5 3 1]
48,469,[0 4 6 3 1 5 2],3179,[4 2 3 1 6 5 0],1620,[2 1 4 5 0 3 6],1979,[2 5 3 1 6 4 0]
49,778,[1 0 4 3 6 2 5],3201,[4 2 5 1 3 6 0],1883,[2 4 5 1 6 3 0],1969,[2 5 3 0 1 6 4]
50,687,[0 6 4 3 2 5 1],3215,[4 2 5 6 3 1 0],1580,[2 1 0 6 4 3 5],2061,[2 6 0 5 3 4 1]
51,617,[0 6 1 4 5 3 2],3079,[4 1 5 2 0 6 3],1534,[2 0 5 6 4 1 3],2300,[3 1 0 6 4 2 5]
52,765,[1 0 3 6 4 5 2],2901,[4 0 1 6 3 5 2],1633,[2 1 5 0 3 6 4],2022,[2 5 6 1 0 3 4]
53,707,[0 6 5 2 4 3 1],3135,[4 2 0 5 3 6 1],2009,[2 5 4 3 6 1 0],2417,[3 2 0 5 6 4 1]
54,641,[0 6 2 4 5 3 1],3037,[4 1 2 5 0 6 3],1891,[2 4 5 6 0 3 1],2221,[3 0 4 5 1 6 2]
55,767,[1 0 3 6 5 4 2],2846,[3 6 4 2 1 0 5],1517,[2 0 5 1 6 4 3],2132,[2 6 4 5 1 0 3]
56,893,[1 2 4 0 6 5 3],3157,[4 2 1 5 0 6 3],1941,[2 5 0 6 3 4 1],2096,[2 6 3 1 4 0 5]
57,663,[0 6 3 4 2 5 1],2769,[3 6 0 2 4 5 1],1584,[2 1 3 0 4 5 6],2307,[3 1 2 0 5 6 4]
58,688,[0 6 4 3 5 1 2],2797,[3 6 1 4 0 5 2],1934,[2 5 0 4 3 1 6],2375,[3 1 5 6 4 2 0]
59,719,[0 6 5 4 3 2 1],2841,[3 6 4 1 2 5 0],1715,[2 3 1 4 6 5 0],2432,[3 2 1 4 5 0 6]
60,574,[0 5 4 6 3 1 2],2949,[4 0 3 6 2 5 1],1849,[2 4 3 0 1 6 5],2293,[3 1 0 5 2 6 4]
61,845,[1 2 0 3 6 5 4],2737,[3 5 6 0 1 4 2],1788,[2 3 6 4 0 1 5],2043,[2 6 0 1 4 5 3]
62,731,[1 0 2 4 6 5 3],3063,[4 1 3 5 2 6 0],1789,[2 3 6 4 0 5 1],2171,[3 0 1 4 6 5 2]
63,564,[0 5 4 3 1 2 6],2908,[4 0 2 1 6 3 5],1852,[2 4 3 0 6 1 5],2359,[3 1 5 2 0 6 4]
64,773,[1 0 4 2 6 5 3],2805,[3 6 1 5 2 4 0],1685,[2 3 0 1 6 5 4],2304,[3 1 2 0 4 5 6]
65,624,[0 6 2 1 3 4 5],3141,[4 2 0 6 3 5 1],2013,[2 5 4 6 1 3 0],2220,[3 0 4 5 1 2 6]
66,730,[1 0 2 4 6 3 5],3061,[4 1 3 5 0 6 2],1518,[2 0 5 3 1 4 6],2390,[3 1 6 4 2 0 5]
67,680,[0 6 4 2 3 1 5],3180,[4 2 3 5 0 1 6],1765,[2 3 5 4 0 6 1],2232,[3 0 5 1 2 4 6]
68,716,[0 6 5 4 2 1 3],2859,[3 6 5 0 2 4 1],1973,[2 5 3 0 6 4 1],1976,[2 5 3 1 4 0 6]
69,652,[0 6 3 1 5 2 4],2760,[3 6 0 1 2 4 5],1781,[2 3 6 0 5 4 1],2174,[3 0 1 5 4 2 6]
70,827,[1 0 6 3 5 4 2],3203,[4 2 5 1 6 3 0],1853,[2 4 3 0 6 5 1],2151,[2 6 5 3 1 4 0]
71,668,[0 6 3 5 2 1 4],2743,[3 5 6 1 0 4 2],1531,[2 0 5 6 1 4 3],2207,[3 0 2 6 5 4 1]
72,714,[0 6 5 4 1 2 3],2902,[4 0 1 6 5 2 3],1717,[2 3 1 5 0 6 4],2231,[3 0 4 6 5 2 1]
73,887,[1 2 3 6 5 4 0],2797,[3 6 1 4 0 5 2],1608,[2 1 4 0 3 5 6],2011,[2 5 4 6 0 3 1]
74,725,[1 0 2 3 6 5 4],3123,[4 2 0 1 5 6 3],1664,[2 1 6 3 4 0 5],1965,[2 5 1 6 3 4 0]
75,602,[0 6 1 2 4 3 5],2745,[3 5 6 1 2 4 0],1710,[2 3 1 4 0 5 6],1975,[2 5 3 1 0 6 4]
76,670,[0 6 3 5 4 1 2],3211,[4 2 5 6 0 3 1],1896,[2 4 6 0 1 3 5],2048,[2 6 0 3 4 1 5]
77,915,[1 2 5 0 4 6 3],2766,[3 6 0 2 1 4 5],1718,[2 3 1 5 4 0 6],2346,[3 1 4 6 0 2 5]
78,756,[1 0 3 5 2 4 6],3093,[4 1 5 6 2 3 0],1729,[2 3 4 0 1 6 5],2088,[2 6 3 0 1 4 5]
79,521,[0 5 2 4 6 3 1],3009,[4 1 0 3 5 6 2],1969,[2 5 3 0 1 6 4],1986,[2 5 3 6 0 1 4]
80,531,[0 5 3 1 4 6 2],2948,[4 0 3 6 2 1 5],1678,[2 1 6 5 4 0 3],2036,[2 5 6 4 1 0 3]
81,663,[0 6 3 4 2 5 1],3064,[4 1 3 5 6 0 2],1692,[2 3 0 5 1 4 6],2144,[2 6 5 1 3 0 4]
82,934,[1 2 5 6 4 0 3],2860,[3 6 5 0 4 1 2],1912,[2 4 6 3 5 0 1],1976,[2 5 3 1 4 0 6]
83,759,[1 0 3 5 4 6 2],2959,[4 0 5 2 1 6 3],1768,[2 3 5 4 6 0 1],2086,[2 6 1 5 4 0 3]
84,656,[0 6 3 2 4 1 5],3102,[4 1 6 2 0 3 5],1604,[2 1 3 6 4 0 5],2405,[3 2 0 1 6 5 4]
85,870,[1 2 3 4 0 5 6],3193,[4 2 5 0 1 6 3],1730,[2 3 4 0 5 1 6],2381,[3 1 6 0 5 4 2]
86,590,[0 5 6 3 2 1 4],2967,[4 0 5 3 2 6 1],1529,[2 0 5 4 6 3 1],2308,[3 1 2 0 6 4 5]
87,844,[1 2 0 3 6 4 5],2790,[3 6 1 2 0 4 5],1661,[2 1 6 0 5 4 3],2221,[3 0 4 5 1 6 2]
88,504,[0 5 2 1 3 4 6],2883,[4 0 1 2 5 6 3],1774,[2 3 5 6 4 0 1],2232,[3 0 5 1 2 4 6]
89,701,[0 6 5 1 4 3 2],3047,[4 1 2 6 5 3 0],1590,[2 1 3 4 0 5 6],2215,[3 0 4 2 1 6 5]
90,534,[0 5 3 2 1 4 6],3218,[4 2 6 0 3 1 5],1930,[2 5 0 3 6 1 4],2345,[3 1 4 5 6 2 0]
91,556,[0 5 4 1 6 2 3],2843,[3 6 4 1 5 2 0],1818,[2 4 0 6 1 3 5],2079,[2 6 1 4 3 5 0]
92,726,[1 0 2 4 3 5 6],3131,[4 2 0 3 6 5 1],1625,[2 1 4 5 6 3 0],1981,[2 5 3 4 0 6 1]
93,596,[0 5 6 4 2 1 3],2858,[3 6 5 0 2 1 4],1881,[2 4 5 1 3 6 0],2164,[3 0 1 2 6 4 5]
94,846,[1 2 0 4 3 5 6],2920,[4 0 2 5 6 1 3],1848,[2 4 3 0 1 5 6],2202,[3 0 2 6 1 4 5]
95,860,[1 2 0 6 4 3 5],2802,[3 6 1 5 0 2 4],1978,[2 5 3 1 6 0 4],1976,[2 5 3 1 4 0 6]
96,784,[1 0 4 5 6 2 3],3143,[4 2 0 6 5 3 1],1901,[2 4 6 0 5 3 1],2374,[3 1 5 6 4 0 2]
97,475,[0 4 6 5 1 3 2],2737,[3 5 6 0 1 4 2],1900,[2 4 6 0 5 1 3],2026,[2 5 6 1 4 0 3]
98,772,[1 0 4 2 6 3 5],2779,[3 6 0 5 1 4 2],1953,[2 5 1 3 4 6 0],2147,[2 6 5 1 4 3 0]
99,803,[1 0 5 3 6 4 2],2791,[3 6 1 2 0 5 4],1547,[2 0 6 3 5 4 1],2124,[2 6 4 3 0 1 5]
100,521,[0 5 2 4 6 3 1],2759,[3 5 6 4 2 1 0],1522,[2 0 5 3 6 1 4],2174,[3 0 1 5 4 2 6]
