100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
48,4666,[6 2 5 1 4 0 3],877,[1 2 3 5 0 6 4],305,[0 3 4 5 6 2 1],1696,[2 3 0 5 6 1 4]
49,3801,[5 1 4 2 3 6 0],202,[0 2 5 3 6 1 4],900,[1 2 4 5 0 3 6],105,[0 1 6 3 4 5 2]
50,46,[0 1 3 6 5 2 4],3768,[5 1 3 0 2 4 6],960,[1 3 0 2 4 5 6],3311,[4 3 2 6 5 1 0]
51,4559,[6 1 5 4 3 2 0],4418,[6 0 5 1 3 2 4],2442,[3 2 1 6 0 4 5],1063,[1 3 6 2 0 5 4]
52,1064,[1 3 6 2 4 0 5],3522,[4 6 1 5 0 2 3],1006,[1 3 2 6 5 0 4],3342,[4 3 6 1 0 2 5]
53,3985,[5 3 1 0 2 6 4],4914,[6 4 5 3 0 1 2],3894,[5 2 3 1 0 4 6],3490,[4 6 0 2 5 1 3]
54,4645,[6 2 4 3 0 5 1],1202,[1 5 0 2 4 3 6],4442,[6 1 0 2 4 3 5],4767,[6 3 4 2 1 5 0]
55,1294,[1 5 4 6 3 0 2],2472,[3 2 5 0 1 4 6],636,[0 6 2 4 1 3 5],2676,[3 5 1 4 0 2 6]
56,3191,[4 2 3 6 5 1 0],2858,[3 6 5 0 2 1 4],2479,[3 2 5 1 0 6 4],2744,[3 5 6 1 2 0 4]
57,1739,[2 3 4 1 6 5 0],2090,[2 6 3 0 4 1 5],1385,[1 6 3 4 5 2 0],2300,[3 1 0 6 4 2 5]
58,3918,[5 2 4 1 0 3 6],724,[1 0 2 3 6 4 5],782,[1 0 4 5 3 2 6],1452,[2 0 1 5 3 4 6]
59,4505,[6 1 3 4 5 2 0],1550,[2 0 6 4 3 1 5],3850,[5 2 0 3 6 1 4],1042,[1 3 5 2 6 0 4]
60,1685,[2 3 0 1 6 5 4],2175,[3 0 1 5 4 6 2],2783,[3 6 0 5 4 2 1],4312,[5 6 4 2 3 0 1]
61,1581,[2 1 0 6 4 5 3],1199,[1 4 6 5 3 2 0],2055,[2 6 0 4 3 5 1],4471,[6 1 2 3 0 5 4]
62,756,[1 0 3 5 2 4 6],3767,[5 1 2 6 4 3 0],1041,[1 3 5 2 4 6 0],155,[0 2 3 4 6 5 1]
63,4154,[5 4 3 0 2 1 6],1886,[2 4 5 3 1 0 6],1515,[2 0 5 1 4 6 3],2582,[3 4 2 5 1 0 6]
64,4559,[6 1 5 4 3 2 0],1722,[2 3 1 6 0 4 5],2825,[3 6 2 4 5 1 0],1987,[2 5 3 6 0 4 1]
65,2527,[3 4 0 2 1 6 5],4763,[6 3 4 1 5 2 0],815,[1 0 5 6 4 3 2],1544,[2 0 6 3 4 1 5]
66,4616,[6 2 3 1 4 0 5],1351,[1 6 2 3 0 5 4],1697,[2 3 0 5 6 4 1],2671,[3 5 1 2 0 6 4]
67,1286,[1 5 4 3 2 0 6],2222,[3 0 4 5 2 1 6],1479,[2 0 3 5 4 6 1],616,[0 6 1 4 5 2 3]
68,4613,[6 2 3 0 5 4 1],2652,[3 5 0 4 1 2 6],1089,[1 4 0 3 5 6 2],4679,[6 2 5 4 3 1 0]
69,1124,[1 4 2 6 3 0 5],3857,[5 2 0 4 6 3 1],107,[0 1 6 3 5 4 2],3009,[4 1 0 3 5 6 2]
70,4282,[5 6 3 1 4 0 2],3150,[4 2 1 3 0 5 6],2038,[2 5 6 4 3 0 1],3461,[4 5 6 0 3 2 1]
71,3735,[5 1 0 4 3 6 2],4241,[5 6 1 3 4 2 0],201,[0 2 5 3 4 6 1],1522,[2 0 5 3 6 1 4]
72,2923,[4 0 2 6 1 5 3],529,[0 5 3 1 2 6 4],638,[0 6 2 4 3 1 5],3904,[5 2 3 4 6 0 1]
73,2143,[2 6 5 1 0 4 3],3719,[5 0 6 4 3 2 1],834,[1 0 6 5 2 3 4],2757,[3 5 6 4 1 2 0]
74,3618,[5 0 1 6 2 3 4],1769,[2 3 5 4 6 1 0],3220,[4 2 6 0 5 1 3],3194,[4 2 5 0 3 1 6]
75,2216,[3 0 4 2 5 1 6],703,[0 6 5 2 1 4 3],3101,[4 1 6 0 5 3 2],1288,[1 5 4 3 6 0 2]
76,3479,[4 5 6 3 2 1 0],3456,[4 5 6 0 1 2 3],173,[0 2 4 1 6 5 3],1578,[2 1 0 6 3 4 5]
77,388,[0 4 2 1 6 3 5],609,[0 6 1 3 4 5 2],596,[0 5 6 4 2 1 3],2023,[2 5 6 1 0 4 3]
78,1019,[1 3 4 2 6 5 0],3418,[4 5 2 1 6 0 3],2985,[4 0 6 2 3 5 1],4696,[6 3 0 4 5 1 2]
79,475,[0 4 6 5 1 3 2],397,[0 4 2 5 1 6 3],24,[0 1 3 2 4 5 6],3357,[4 3 6 5 1 2 0]
80,4741,[6 3 2 4 0 5 1],450,[0 4 5 6 1 2 3],4946,[6 5 1 0 3 2 4],598,[0 5 6 4 3 1 2]
81,4526,[6 1 4 3 2 0 5],1471,[2 0 3 4 1 6 5],4298,[5 6 4 0 2 1 3],160,[0 2 3 5 6 1 4]
82,1826,[2 4 1 0 5 3 6],4522,[6 1 4 2 5 0 3],1063,[1 3 6 2 0 5 4],3827,[5 1 6 2 4 3 0]
83,397,[0 4 2 5 1 6 3],2398,[3 1 6 5 4 0 2],558,[0 5 4 2 1 3 6],365,[0 4 1 2 6 5 3]
84,1554,[2 0 6 5 1 3 4],427,[0 4 3 6 1 5 2],953,[1 2 6 4 5 3 0],4479,[6 1 2 4 3 5 0]
85,363,[0 4 1 2 5 6 3],4849,[6 4 2 0 1 5 3],125,[0 2 1 3 6 5 4],3557,[4 6 3 0 5 2 1]
86,3340,[4 3 6 0 5 1 2],2246,[3 0 5 4 2 1 6],1234,[1 5 2 3 6 0 4],4420,[6 0 5 1 4 2 3]
87,3888,[5 2 3 0 1 4 6],4150,[5 4 2 6 3 0 1],4016,[5 3 2 1 4 0 6],3238,[4 2 6 5 3 0 1]
88,2302,[3 1 0 6 5 2 4],4393,[6 0 4 1 2 5 3],4832,[6 4 1 2 3 0 5],1027,[1 3 4 6 0 5 2]
89,4058,[5 3 6 0 2 1 4],3458,[4 5 6 0 2 1 3],335,[0 3 5 6 4 2 1],2938,[4 0 3 2 6 1 5]
90,234,[0 2 6 5 1 3 4],2885,[4 0 1 2 6 5 3],4560,[6 2 0 1 3 4 5],3190,[4 2 3 6 5 0 1]
91,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
92,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
93,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
94,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
95,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
96,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
97,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
98,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
99,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
100,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
