10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
50,433,[0 4 5 1 2 6 3],331,[0 3 5 6 1 4 2],673,[0 6 4 1 2 5 3],468,[0 4 6 3 1 2 5]
51,269,[0 3 2 1 6 5 4],416,[0 4 3 2 5 1 6],243,[0 3 1 2 5 6 4],371,[0 4 1 3 6 5 2]
52,255,[0 3 1 5 4 6 2],521,[0 5 2 4 6 3 1],609,[0 6 1 3 4 5 2],774,[1 0 4 3 2 5 6]
53,481,[0 5 1 2 3 6 4],194,[0 2 5 1 4 3 6],511,[0 5 2 3 1 6 4],689,[0 6 4 3 5 2 1]
54,37,[0 1 3 5 2 6 4],332,[0 3 5 6 2 1 4],422,[0 4 3 5 2 1 6],648,[0 6 3 1 2 4 5]
55,442,[0 4 5 2 6 1 3],278,[0 3 2 5 4 1 6],422,[0 4 3 5 2 1 6],754,[1 0 3 4 6 2 5]
56,55,[0 1 4 3 2 6 5],533,[0 5 3 1 6 4 2],272,[0 3 2 4 5 1 6],702,[0 6 5 2 1 3 4]
57,137,[0 2 1 5 6 4 3],384,[0 4 2 1 3 5 6],450,[0 4 5 6 1 2 3],754,[1 0 3 4 6 2 5]
58,480,[0 5 1 2 3 4 6],306,[0 3 4 6 1 2 5],219,[0 2 6 1 4 5 3],771,[1 0 4 2 5 6 3]
59,493,[0 5 1 4 2 6 3],245,[0 3 1 2 6 5 4],352,[0 3 6 4 5 1 2],459,[0 4 6 1 3 5 2]
60,151,[0 2 3 4 1 6 5],130,[0 2 1 4 6 3 5],631,[0 6 2 3 1 5 4],364,[0 4 1 2 6 3 5]
61,448,[0 4 5 3 6 1 2],342,[0 3 6 2 1 4 5],253,[0 3 1 5 2 6 4],422,[0 4 3 5 2 1 6]
62,467,[0 4 6 2 5 3 1],243,[0 3 1 2 5 6 4],642,[0 6 2 5 1 3 4],504,[0 5 2 1 3 4 6]
63,6,[0 1 2 4 3 5 6],400,[0 4 2 5 6 1 3],469,[0 4 6 3 1 5 2],321,[0 3 5 2 4 6 1]
64,415,[0 4 3 2 1 6 5],376,[0 4 1 5 6 2 3],563,[0 5 4 2 6 3 1],591,[0 5 6 3 2 4 1]
65,274,[0 3 2 4 6 1 5],122,[0 2 1 3 5 4 6],329,[0 3 5 4 6 2 1],773,[1 0 4 2 6 5 3]
66,105,[0 1 6 3 4 5 2],521,[0 5 2 4 6 3 1],249,[0 3 1 4 5 6 2],733,[1 0 2 5 3 6 4]
67,229,[0 2 6 4 1 5 3],400,[0 4 2 5 6 1 3],615,[0 6 1 4 3 5 2],716,[0 6 5 4 2 1 3]
68,147,[0 2 3 1 5 6 4],518,[0 5 2 4 3 1 6],608,[0 6 1 3 4 2 5],754,[1 0 3 4 6 2 5]
69,28,[0 1 3 2 6 4 5],457,[0 4 6 1 2 5 3],418,[0 4 3 2 6 1 5],703,[0 6 5 2 1 4 3]
70,153,[0 2 3 4 5 6 1],310,[0 3 4 6 5 1 2],567,[0 5 4 3 2 6 1],361,[0 4 1 2 3 6 5]
71,290,[0 3 4 1 5 2 6],166,[0 2 3 6 5 1 4],559,[0 5 4 2 1 6 3],481,[0 5 1 2 3 6 4]
72,182,[0 2 4 5 3 1 6],143,[0 2 1 6 5 4 3],598,[0 5 6 4 3 1 2],285,[0 3 2 6 4 5 1]
73,390,[0 4 2 3 1 5 6],459,[0 4 6 1 3 5 2],440,[0 4 5 2 3 1 6],557,[0 5 4 1 6 3 2]
74,355,[0 3 6 5 1 4 2],386,[0 4 2 1 5 3 6],328,[0 3 5 4 6 1 2],460,[0 4 6 1 5 2 3]
75,253,[0 3 1 5 2 6 4],361,[0 4 1 2 3 6 5],373,[0 4 1 5 2 6 3],315,[0 3 5 1 4 6 2]
76,72,[0 1 5 2 3 4 6],299,[0 3 4 2 6 5 1],269,[0 3 2 1 6 5 4],275,[0 3 2 4 6 5 1]
77,122,[0 2 1 3 5 4 6],171,[0 2 4 1 5 6 3],256,[0 3 1 5 6 2 4],371,[0 4 1 3 6 5 2]
78,464,[0 4 6 2 3 1 5],344,[0 3 6 2 4 1 5],364,[0 4 1 2 6 3 5],368,[0 4 1 3 5 2 6]
79,408,[0 4 3 1 2 5 6],278,[0 3 2 5 4 1 6],346,[0 3 6 2 5 1 4],484,[0 5 1 2 6 3 4]
80,35,[0 1 3 4 6 5 2],123,[0 2 1 3 5 6 4],373,[0 4 1 5 2 6 3],499,[0 5 1 6 2 4 3]
81,233,[0 2 6 4 5 3 1],586,[0 5 6 2 4 1 3],210,[0 2 5 6 1 3 4],735,[1 0 2 5 4 6 3]
82,395,[0 4 2 3 6 5 1],549,[0 5 3 6 2 4 1],600,[0 6 1 2 3 4 5],472,[0 4 6 3 5 1 2]
83,458,[0 4 6 1 3 2 5],372,[0 4 1 5 2 3 6],461,[0 4 6 1 5 3 2],599,[0 5 6 4 3 2 1]
84,186,[0 2 4 6 1 3 5],439,[0 4 5 2 1 6 3],216,[0 2 6 1 3 4 5],611,[0 6 1 3 5 4 2]
85,329,[0 3 5 4 6 2 1],350,[0 3 6 4 2 1 5],528,[0 5 3 1 2 4 6],551,[0 5 3 6 4 2 1]
86,192,[0 2 5 1 3 4 6],215,[0 2 5 6 4 3 1],450,[0 4 5 6 1 2 3],662,[0 6 3 4 2 1 5]
87,53,[0 1 4 2 6 5 3],326,[0 3 5 4 2 1 6],362,[0 4 1 2 5 3 6],322,[0 3 5 2 6 1 4]
88,393,[0 4 2 3 5 6 1],391,[0 4 2 3 1 6 5],648,[0 6 3 1 2 4 5],277,[0 3 2 5 1 6 4]
89,108,[0 1 6 4 2 3 5],312,[0 3 5 1 2 4 6],206,[0 2 5 4 3 1 6],533,[0 5 3 1 6 4 2]
90,122,[0 2 1 3 5 4 6],188,[0 2 4 6 3 1 5],680,[0 6 4 2 3 1 5],717,[0 6 5 4 2 3 1]
91,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
92,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
93,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
94,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
95,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
96,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
97,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
98,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
99,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
100,5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0],5039,[6 5 4 3 2 1 0]
