99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
18,2531197,[6 9 7 1 4 2 5 0 8 3],2125203,[5 8 6 4 7 0 1 3 9 2],1312350,[3 6 5 2 8 1 4 0 7 9],288987,[0 8 2 4 5 3 1 7 9 6],3425241,[9 3 8 5 1 6 2 4 7 0],3007159,[8 2 5 6 4 7 1 0 9 3],2376802,[6 4 9 5 0 7 2 8 1 3],3536741,[9 6 5 7 0 8 1 4 3 2],1541152,[4 2 1 8 5 9 6 7 0 3],270520,[0 7 6 5 8 2 4 9 1 3]
19,1284641,[3 5 8 9 1 2 6 7 4 0],1121936,[3 0 8 6 2 5 4 7 1 9],2240853,[6 1 5 7 2 8 9 3 4 0],2752988,[7 5 2 1 6 4 9 3 0 8],1788623,[4 9 2 8 1 0 7 6 5 3],459541,[1 3 5 2 4 7 8 0 9 6],1200404,[3 2 8 1 4 5 9 6 0 7],609340,[1 7 0 9 3 8 2 6 4 5],1972586,[5 3 9 2 7 1 0 6 4 8],3207474,[8 7 4 2 6 9 5 0 1 3]
20,3433847,[9 4 1 3 2 5 8 7 6 0],2557947,[7 0 4 5 8 2 1 6 9 3],3499226,[9 5 7 2 0 3 1 6 4 8],3525839,[9 6 3 4 8 7 5 2 1 0],571231,[1 6 2 4 5 3 7 0 9 8],20256,[0 1 6 2 3 9 4 5 7 8],2365098,[6 4 7 1 9 0 8 2 3 5],3443973,[9 4 3 2 1 7 8 5 6 0],1062934,[2 9 3 8 1 6 7 5 0 4],763902,[2 0 9 5 8 7 3 1 4 6]
21,2927715,[8 0 5 9 2 6 1 4 7 3],3396917,[9 3 1 8 7 5 0 6 4 2],1020923,[2 8 3 5 9 6 1 7 4 0],630404,[1 7 6 0 5 3 9 4 2 8],327265,[0 9 1 8 5 3 2 4 7 6],2627301,[7 2 1 4 0 3 9 6 8 5],3187775,[8 7 0 4 3 6 9 5 2 1],963178,[2 6 9 0 7 4 3 8 1 5],2757196,[7 5 3 0 4 8 1 9 2 6],1757173,[4 8 5 6 3 0 7 1 9 2]
22,2156113,[5 9 3 7 4 6 0 1 8 2],2173210,[5 9 8 1 3 0 4 7 2 6],2031750,[5 6 3 0 9 2 4 1 7 8],569742,[1 6 2 0 4 9 5 3 7 8],2736016,[7 4 8 9 0 1 5 6 2 3],1503000,[4 1 3 2 7 0 5 6 8 9],2530764,[6 9 7 0 8 4 3 1 2 5],970886,[2 7 0 6 4 8 5 3 1 9],2852993,[7 8 6 0 3 9 4 5 2 1],1906598,[5 2 3 4 0 6 8 7 1 9]
23,387883,[1 0 6 9 7 3 8 2 5 4],2449047,[6 7 5 9 2 4 3 1 8 0],2599563,[7 1 4 8 5 0 2 6 9 3],2474362,[6 8 2 9 4 5 1 7 0 3],2929924,[8 0 6 3 4 1 2 9 5 7],3174907,[8 6 5 9 3 2 7 0 4 1],1755410,[4 8 5 2 0 6 1 7 3 9],499077,[1 4 5 0 2 9 8 6 7 3],1589942,[4 3 5 6 1 7 8 2 0 9],2543975,[7 0 1 8 3 6 9 5 4 2]
24,3579409,[9 7 6 1 3 4 0 2 8 5],2957233,[8 1 3 7 2 6 0 4 9 5],2142194,[5 9 1 0 3 7 2 6 4 8],1695565,[4 7 0 3 9 6 5 1 8 2],2347439,[6 4 1 8 2 9 7 5 3 0],3074225,[8 4 1 9 6 3 5 7 2 0],964156,[2 6 9 3 0 7 1 8 4 5],2773590,[7 5 8 2 1 3 4 0 6 9],2567216,[7 0 6 3 5 4 2 8 1 9],3089342,[8 4 5 9 6 2 3 1 0 7]
25,3286599,[9 0 5 1 7 3 6 4 8 2],686822,[1 9 0 3 8 5 6 4 2 7],2642708,[7 2 5 3 4 6 9 1 0 8],3147753,[8 6 0 4 9 2 3 5 7 1],1555319,[4 2 6 7 0 9 8 5 3 1],78157,[0 2 9 5 6 3 7 1 8 4],463923,[1 3 6 0 5 2 4 8 9 7],2764757,[7 5 4 3 9 6 0 8 2 1],352647,[0 9 6 8 5 4 3 2 7 1],3023917,[8 2 9 7 6 1 4 0 5 3]
26,1713295,[4 7 3 9 5 2 1 0 8 6],3498895,[9 5 7 1 4 3 2 0 8 6],402564,[1 0 9 8 2 6 5 3 4 7],3256478,[8 9 6 0 7 2 4 3 1 5],3275311,[9 0 2 8 1 4 5 3 7 6],1726948,[4 7 8 5 3 1 0 9 2 6],2319376,[6 3 5 1 4 0 8 9 2 7],1345438,[3 7 2 9 5 8 6 4 0 1],3093282,[8 4 6 7 1 2 9 0 3 5],1060349,[2 9 3 4 7 1 0 8 6 5]
27,3147999,[8 6 0 5 2 3 7 4 9 1],860528,[2 4 3 8 1 0 6 7 5 9],3321990,[9 1 4 0 8 3 5 2 6 7],3550469,[9 7 0 4 2 3 1 8 6 5],3562889,[9 7 2 8 3 5 4 6 1 0],2778528,[7 5 9 2 0 4 1 3 6 8],33736,[0 1 8 6 9 2 5 7 3 4],3346265,[9 1 8 7 4 3 5 6 2 0],1534493,[4 2 0 6 3 7 1 9 8 5],545726,[1 5 6 2 9 7 4 3 0 8]
28,1376514,[3 8 1 0 7 9 6 2 4 5],982402,[2 7 3 9 4 6 1 8 0 5],2313347,[6 3 2 9 8 7 1 5 4 0],715812,[1 9 7 0 3 2 6 4 5 8],3333966,[9 1 6 4 5 0 3 2 7 8],2880576,[7 9 3 4 6 8 0 1 2 5],2072788,[5 7 3 1 9 2 0 8 4 6],1642943,[4 5 7 9 8 0 6 3 2 1],1050345,[2 9 0 4 7 8 3 5 6 1],2186080,[6 0 2 8 3 4 7 9 1 5]
29,1598715,[4 3 7 1 5 8 0 6 9 2],647287,[1 8 0 5 2 3 6 4 9 7],2721815,[7 4 5 0 2 8 9 6 3 1],161666,[0 5 1 2 7 4 3 8 6 9],2058496,[5 7 0 4 1 2 8 9 3 6],1311260,[3 6 5 1 2 0 9 7 4 8],2107297,[5 8 2 0 7 9 1 3 6 4],2565789,[7 0 6 1 5 4 9 3 8 2],1207083,[3 2 9 5 6 0 1 7 8 4],1977395,[5 4 0 3 6 2 7 9 8 1]
30,1844951,[5 0 8 1 4 6 9 7 3 2],3277429,[9 0 3 2 8 7 5 1 6 4],435524,[1 2 8 4 9 3 7 5 0 6],1560718,[4 2 7 6 5 9 8 3 0 1],586714,[1 6 5 3 9 2 4 8 0 7],1005061,[2 7 9 3 8 4 5 0 6 1],1421058,[3 9 1 8 6 0 7 2 4 5],35391,[0 1 9 2 3 8 6 5 7 4],1172206,[3 2 0 7 1 5 9 8 4 6],2029288,[5 6 2 7 3 8 4 9 0 1]
31,1159927,[3 1 8 2 0 4 6 5 9 7],2114710,[5 8 3 6 0 4 9 7 1 2],2991453,[8 2 1 5 7 6 9 3 4 0],2280532,[6 2 5 4 3 7 0 9 1 8],336553,[0 9 3 7 4 6 1 2 8 5],924726,[2 5 9 4 3 0 6 1 7 8],701025,[1 9 4 0 6 8 3 5 7 2],2545958,[7 0 2 3 1 5 8 6 4 9],393413,[1 0 8 2 5 6 3 9 7 4],2813606,[7 6 8 1 5 4 3 2 0 9]
32,2192320,[6 0 3 9 8 2 5 7 1 4],3286025,[9 0 4 8 7 3 5 6 2 1],2160051,[5 9 4 6 0 3 1 7 8 2],486885,[1 4 0 7 3 5 9 6 8 2],453818,[1 3 4 0 5 9 2 7 6 8],2110146,[5 8 2 6 7 3 9 0 1 4],1340333,[3 7 1 9 5 4 0 8 6 2],3581879,[9 7 6 4 5 8 3 2 1 0],2276984,[6 2 4 8 3 9 1 5 0 7],2174925,[5 9 8 3 6 1 7 2 4 0]
33,1602089,[4 3 7 9 0 6 5 8 2 1],2896544,[7 9 6 4 8 5 1 2 0 3],3329453,[9 1 5 6 2 4 0 8 7 3],3236538,[8 9 2 1 3 0 7 4 5 6],2221909,[6 1 0 8 9 7 4 2 5 3],2020856,[5 6 0 9 7 3 2 4 1 8],988448,[2 7 5 0 9 1 4 6 3 8],1668874,[4 6 3 0 9 2 5 8 1 7],3354792,[9 2 1 6 4 7 0 3 5 8],271883,[0 7 6 9 4 5 2 8 3 1]
34,1815483,[5 0 1 3 7 2 4 8 9 6],2249678,[6 1 8 3 5 2 7 4 0 9],200756,[0 5 9 7 6 8 4 2 1 3],3266081,[9 0 1 2 4 5 7 8 6 3],470356,[1 3 7 4 2 8 0 9 5 6],226565,[0 6 5 9 7 1 2 8 4 3],3473265,[9 5 1 0 8 7 3 4 6 2],987463,[2 7 4 9 3 8 1 0 6 5],3269264,[9 0 1 6 5 8 3 4 2 7],3320075,[9 1 3 7 2 4 5 8 6 0]
35,948260,[2 6 5 1 0 3 9 7 4 8],3387100,[9 3 0 1 4 8 2 7 5 6],2139659,[5 9 0 4 7 3 2 8 6 1],2557981,[7 0 4 5 8 3 6 1 9 2],1607726,[4 3 8 9 7 5 2 1 0 6],2711667,[7 4 2 0 3 5 1 8 9 6],2631779,[7 2 3 1 4 6 5 9 8 0],3505755,[9 5 8 4 0 6 1 3 7 2],362156,[0 9 8 6 7 5 4 2 1 3],2721324,[7 4 3 9 5 6 2 0 1 8]
36,1266652,[3 5 4 2 1 7 0 9 6 8],2433621,[6 7 2 9 0 1 8 4 5 3],2075052,[5 7 3 8 0 1 6 2 4 9],1519867,[4 1 7 5 9 3 8 0 6 2],1606427,[4 3 8 7 0 9 2 6 5 1],1399070,[3 8 6 5 0 9 4 2 1 7],257893,[0 7 4 2 3 1 8 5 9 6],121188,[0 4 1 2 5 9 7 3 6 8],3052942,[8 3 6 7 1 0 9 5 2 4],2416055,[6 5 9 2 4 7 8 3 1 0]
37,539771,[1 5 4 0 8 2 6 9 7 3],2930567,[8 0 6 4 2 3 9 7 5 1],873673,[2 4 7 3 5 8 0 1 9 6],3093974,[8 4 6 9 1 0 5 3 2 7],2957069,[8 1 3 7 0 4 2 9 6 5],1755718,[4 8 5 2 3 9 7 6 0 1],1297791,[3 6 1 5 4 9 7 2 8 0],2685919,[7 3 5 9 2 6 1 0 8 4],374183,[1 0 4 3 8 2 9 7 6 5],450929,[1 3 2 6 4 8 7 9 5 0]
38,350895,[0 9 6 5 3 1 7 4 8 2],976995,[2 7 1 8 9 5 0 4 6 3],1411060,[3 8 9 7 5 6 0 4 1 2],3571373,[9 7 4 5 1 3 0 8 6 2],2429406,[6 7 2 0 3 1 5 4 8 9],2675342,[7 3 2 8 6 4 5 1 0 9],1837229,[5 0 6 4 8 2 1 9 7 3],2556924,[7 0 4 3 2 8 6 1 5 9],2925018,[8 0 5 3 6 1 9 2 4 7],762299,[2 0 9 3 7 5 4 8 6 1]
39,2656661,[7 2 9 0 6 8 1 5 4 3],88589,[0 3 2 7 1 5 4 9 8 6],3014735,[8 2 7 1 0 6 9 5 4 3],1859657,[5 1 0 9 8 2 6 7 4 3],2688896,[7 3 6 4 5 2 1 8 0 9],2045327,[5 6 7 8 4 1 9 3 2 0],228915,[0 6 7 3 9 5 1 4 8 2],2260677,[6 2 0 5 8 9 7 3 4 1],505687,[1 4 6 3 5 0 7 2 9 8],1142532,[3 1 4 7 9 0 6 2 5 8]
40,1031523,[2 8 5 6 7 0 1 4 9 3],3380885,[9 2 7 6 5 0 1 8 4 3],3039941,[8 3 4 1 0 9 2 7 6 5],2427937,[6 7 1 8 0 9 2 3 5 4],784549,[2 1 5 7 6 9 4 0 8 3],2604778,[7 1 5 8 6 3 2 9 0 4],1597047,[4 3 6 9 0 7 5 2 8 1],2610894,[7 1 8 0 3 5 4 2 6 9],3472377,[9 5 0 8 6 3 2 4 7 1],1690460,[4 6 9 2 8 0 7 3 1 5]
41,212506,[0 6 3 2 1 9 5 8 4 7],212332,[0 6 3 1 9 5 2 8 4 7],585539,[1 6 5 2 3 7 4 9 8 0],3563881,[9 7 3 0 8 1 2 4 6 5],2925188,[8 0 5 3 7 4 9 2 1 6],1753884,[4 8 3 9 7 5 2 0 1 6],1832609,[5 0 4 7 2 8 6 9 3 1],1190676,[3 2 6 1 8 4 7 0 5 9],2455993,[6 7 9 2 0 5 1 3 8 4],2394847,[6 5 3 1 2 0 7 4 9 8]
42,2544676,[7 0 1 9 3 6 2 8 4 5],2121957,[5 8 6 0 1 9 7 3 4 2],1550053,[4 2 5 6 9 0 7 1 8 3],33211,[0 1 8 6 2 7 9 3 5 4],990583,[2 7 5 4 8 9 1 0 6 3],3250218,[8 9 4 7 1 0 6 2 3 5],1183280,[3 2 4 8 5 7 1 6 0 9],573810,[1 6 2 8 9 5 7 0 3 4],2362654,[6 4 5 8 2 7 9 3 0 1],116890,[0 3 9 2 5 1 6 8 4 7]
43,2830084,[7 8 1 4 6 0 2 9 3 5],122305,[0 4 1 3 9 5 2 6 8 7],3079542,[8 4 3 0 1 9 5 2 6 7],332586,[0 9 2 8 7 4 6 1 3 5],1311869,[3 6 5 2 0 4 1 9 8 7],940677,[2 6 3 7 4 9 8 1 5 0],336322,[0 9 3 7 1 6 4 8 2 5],724759,[1 9 8 6 4 5 2 0 7 3],2419737,[6 7 0 1 8 4 3 5 9 2],412964,[1 2 3 9 6 4 8 5 0 7]
44,1178077,[3 2 1 8 4 5 7 0 9 6],3434329,[9 4 1 3 8 5 0 2 7 6],1022108,[2 8 3 7 5 4 9 1 0 6],1430726,[3 9 4 8 0 6 5 2 1 7],63504,[0 2 6 7 3 4 1 5 8 9],3449566,[9 4 5 3 0 2 8 7 1 6],2376021,[6 4 9 3 0 1 8 5 7 2],1509914,[4 1 5 7 0 8 2 6 3 9],433056,[1 2 7 9 4 8 0 3 5 6],2315440,[6 3 4 2 9 1 7 8 0 5]
45,643611,[1 7 9 5 8 3 0 4 6 2],3464670,[9 4 8 3 0 2 5 1 6 7],736062,[2 0 4 1 5 9 6 3 7 8],1198425,[3 2 7 8 4 9 1 5 6 0],1619276,[4 5 1 2 9 8 7 3 0 6],2456737,[6 7 9 3 0 8 1 2 5 4],2160535,[5 9 4 6 7 2 1 0 8 3],425432,[1 2 6 4 9 3 5 7 0 8],274019,[0 7 8 3 5 4 2 9 6 1],3358620,[9 2 3 4 7 5 6 0 1 8]
46,631087,[1 7 6 2 5 0 4 3 9 8],1954951,[5 3 4 9 1 2 6 0 8 7],3039790,[8 3 4 0 9 5 7 6 1 2],540828,[1 5 4 3 0 9 7 2 6 8],1947411,[5 3 2 4 8 6 0 7 9 1],2223931,[6 1 2 3 8 7 9 0 5 4],3114928,[8 5 2 0 3 7 6 9 1 4],2371377,[6 4 8 3 5 2 1 7 9 0],2635549,[7 2 3 9 4 8 5 0 6 1],242586,[0 7 1 2 9 5 8 3 4 6]
47,1576658,[4 3 0 8 7 9 1 5 2 6],827092,[2 3 6 0 8 5 1 9 4 7],3410733,[9 3 5 7 0 6 8 2 4 1],2491073,[6 8 7 1 5 9 3 4 2 0],1531681,[4 1 9 8 3 0 2 5 7 6],2924646,[8 0 5 3 1 2 6 4 7 9],191987,[0 5 8 1 6 9 3 7 4 2],2457209,[6 7 9 3 5 4 2 8 1 0],3295846,[9 0 6 8 4 2 7 5 1 3],2896869,[7 9 6 5 2 3 8 1 4 0]
48,2156403,[5 9 3 8 0 1 2 6 7 4],3538337,[9 6 7 0 3 1 5 8 4 2],1398381,[3 8 6 4 1 0 9 5 7 2],1859158,[5 1 0 9 2 8 7 6 3 4],2691943,[7 3 8 0 6 9 2 1 5 4],586546,[1 6 5 3 7 9 2 8 0 4],3393705,[9 3 1 4 5 8 2 6 7 0],512118,[1 4 7 6 2 8 3 0 5 9],2421714,[6 7 0 4 3 9 8 1 2 5],1251590,[3 5 0 4 2 9 7 6 1 8]
49,2422416,[6 7 0 5 3 9 1 2 4 8],2274815,[6 2 4 3 5 8 9 7 1 0],2185989,[6 0 2 8 1 5 9 4 7 3],1848148,[5 0 8 6 9 2 1 7 3 4],143265,[0 4 6 3 9 8 2 5 7 1],3209921,[8 7 4 9 1 2 5 6 3 0],296567,[0 8 3 7 9 2 6 5 4 1],138957,[0 4 5 6 9 8 7 2 3 1],3169448,[8 6 4 9 0 1 3 5 2 7],1215813,[3 4 1 2 7 8 9 5 6 0]
50,2151448,[5 9 2 8 0 6 4 7 1 3],1527587,[4 1 9 0 6 8 3 7 5 2],230812,[0 6 7 8 4 3 1 9 2 5],231768,[0 6 7 9 8 3 1 2 4 5],199917,[0 5 9 6 4 8 7 2 3 1],929040,[2 6 0 4 5 1 3 7 8 9],2303934,[6 3 1 0 9 5 4 2 7 8],520058,[1 4 9 2 3 8 0 6 5 7],3207974,[8 7 4 3 5 0 6 2 1 9],3311602,[9 1 2 0 5 7 4 8 3 6]
51,269594,[0 7 6 4 3 8 1 5 2 9],1061609,[2 9 3 6 4 7 5 8 1 0],3501874,[9 5 7 6 4 1 2 8 0 3],1149302,[3 1 6 0 4 7 8 5 2 9],1442446,[3 9 7 1 4 2 8 6 0 5],3363614,[9 2 4 3 7 0 6 5 1 8],1629280,[4 5 3 1 9 2 7 8 0 6],2825871,[7 8 0 5 6 9 3 2 4 1],3220181,[8 7 6 9 2 5 0 4 3 1],1083275,[2 9 7 8 4 1 3 6 5 0]
52,817743,[2 3 4 1 8 6 7 5 9 0],1536516,[4 2 0 9 1 5 7 3 6 8],2626676,[7 2 1 3 0 9 8 5 4 6],558306,[1 5 8 7 3 4 9 0 2 6],788307,[2 1 6 4 9 3 0 7 8 5],1672355,[4 6 3 8 7 1 2 9 5 0],2888815,[7 9 5 1 2 4 3 0 8 6],895179,[2 5 1 7 3 9 0 6 8 4],1774265,[4 9 0 1 3 6 7 8 5 2],2314329,[6 3 4 1 5 0 7 8 9 2]
53,1437539,[3 9 6 1 5 4 2 8 7 0],1494878,[4 1 0 7 3 5 8 6 2 9],795410,[2 1 7 8 6 4 0 5 3 9],1645116,[4 5 8 2 9 1 6 0 3 7],365982,[1 0 2 7 4 9 5 3 6 8],2049129,[5 6 8 4 0 1 3 7 9 2],522421,[1 4 9 6 5 3 7 0 8 2],645771,[1 8 0 2 9 5 3 6 7 4],2496597,[6 8 9 2 3 7 5 1 4 0],2988808,[8 2 1 0 3 7 6 9 4 5]
