100%,Optima 1, Optima [1]
71,4459,[6 1 0 5 2 4 3]
72,3304,[4 3 2 5 6 0 1]
73,3522,[4 6 1 5 0 2 3]
74,4824,[6 4 1 0 2 3 5]
75,12,[0 1 2 5 3 4 6]
76,1967,[2 5 1 6 4 3 0]
77,4796,[6 3 5 4 1 0 2]
78,129,[0 2 1 4 5 6 3]
79,51,[0 1 4 2 5 6 3]
80,4000,[5 3 1 4 6 0 2]
81,2522,[3 4 0 1 5 2 6]
82,2146,[2 6 5 1 4 0 3]
83,1556,[2 0 6 5 3 1 4]
84,280,[0 3 2 5 6 1 4]
85,2677,[3 5 1 4 0 6 2]
86,941,[1 2 6 0 5 4 3]
87,3630,[5 0 2 3 1 4 6]
88,719,[0 6 5 4 3 2 1]
89,183,[0 2 4 5 3 6 1]
90,3002,[4 1 0 2 5 3 6]
91,77,[0 1 5 2 6 4 3]
92,2206,[3 0 2 6 5 1 4]
93,2533,[3 4 0 5 1 6 2]
94,1881,[2 4 5 1 3 6 0]
95,2973,[4 0 5 6 2 3 1]
96,4299,[5 6 4 0 2 3 1]
97,4708,[6 3 1 0 5 2 4]
98,1010,[1 3 4 0 5 2 6]
99,3898,[5 2 3 1 6 0 4]
100,2467,[3 2 4 6 0 5 1]
1,4445,[6 1 0 2 5 4 3]
2,2771,[3 6 0 2 5 4 1]
3,1199,[1 4 6 5 3 2 0]
4,3477,[4 5 6 3 1 2 0]
5,2087,[2 6 1 5 4 3 0]
6,4713,[6 3 1 2 4 5 0]
7,2820,[3 6 2 4 0 1 5]
8,1357,[1 6 2 4 0 5 3]
9,147,[0 2 3 1 5 6 4]
10,4344,[6 0 2 1 3 4 5]
11,4013,[5 3 2 0 6 4 1]
12,4577,[6 2 0 4 5 3 1]
13,3593,[4 6 5 2 3 1 0]
14,2147,[2 6 5 1 4 3 0]
15,3577,[4 6 5 0 1 3 2]
16,2849,[3 6 4 2 5 1 0]
17,4284,[5 6 3 2 0 1 4]
18,1525,[2 0 5 4 1 6 3]
19,1427,[1 6 5 2 4 3 0]
20,4395,[6 0 4 1 3 5 2]
21,2207,[3 0 2 6 5 4 1]
22,4385,[6 0 3 4 5 2 1]
23,1998,[2 5 4 1 0 3 6]
24,823,[1 0 6 3 2 5 4]
25,2252,[3 0 5 6 2 1 4]
26,770,[1 0 4 2 5 3 6]
27,1640,[2 1 5 3 4 0 6]
28,1850,[2 4 3 0 5 1 6]
29,1151,[1 4 3 6 5 2 0]
30,2300,[3 1 0 6 4 2 5]
31,3785,[5 1 3 4 6 2 0]
32,1434,[1 6 5 4 0 2 3]
33,2943,[4 0 3 5 2 6 1]
34,4595,[6 2 1 3 5 4 0]
35,4792,[6 3 5 2 4 0 1]
36,946,[1 2 6 3 5 0 4]
37,3120,[4 2 0 1 3 5 6]
38,3094,[4 1 5 6 3 0 2]
39,3005,[4 1 0 2 6 5 3]
40,3162,[4 2 1 6 0 3 5]
41,2273,[3 0 6 4 5 2 1]
42,445,[0 4 5 3 1 6 2]
43,935,[1 2 5 6 4 3 0]
44,4029,[5 3 2 6 1 4 0]
45,808,[1 0 5 4 6 2 3]
46,2206,[3 0 2 6 5 1 4]
47,3980,[5 3 0 6 2 1 4]
48,4775,[6 3 4 5 2 1 0]
49,4436,[6 0 5 4 2 1 3]
50,1449,[2 0 1 4 5 6 3]
51,424,[0 4 3 5 6 1 2]
52,4526,[6 1 4 3 2 0 5]
53,2470,[3 2 4 6 5 0 1]
54,3112,[4 1 6 3 5 0 2]
55,2238,[3 0 5 2 1 4 6]
56,3426,[4 5 2 6 0 1 3]
57,4241,[5 6 1 3 4 2 0]
58,2653,[3 5 0 4 1 6 2]
59,4875,[6 4 3 0 2 5 1]
60,3942,[5 2 6 1 0 3 4]
61,3719,[5 0 6 4 3 2 1]
62,3719,[5 0 6 4 3 2 1]
63,3719,[5 0 6 4 3 2 1]
64,3719,[5 0 6 4 3 2 1]
65,3719,[5 0 6 4 3 2 1]
66,3719,[5 0 6 4 3 2 1]
67,3719,[5 0 6 4 3 2 1]
68,3719,[5 0 6 4 3 2 1]
69,2269,[3 0 6 4 1 5 2]
70,2269,[3 0 6 4 1 5 2]
71,2269,[3 0 6 4 1 5 2]
72,2269,[3 0 6 4 1 5 2]
73,2269,[3 0 6 4 1 5 2]
74,2269,[3 0 6 4 1 5 2]
75,2269,[3 0 6 4 1 5 2]
76,2269,[3 0 6 4 1 5 2]
77,3125,[4 2 0 1 6 5 3]
78,3125,[4 2 0 1 6 5 3]
79,3125,[4 2 0 1 6 5 3]
80,3125,[4 2 0 1 6 5 3]
81,3125,[4 2 0 1 6 5 3]
82,3125,[4 2 0 1 6 5 3]
83,3125,[4 2 0 1 6 5 3]
84,3125,[4 2 0 1 6 5 3]
85,3501,[4 6 0 5 2 3 1]
86,3501,[4 6 0 5 2 3 1]
87,3501,[4 6 0 5 2 3 1]
88,3501,[4 6 0 5 2 3 1]
89,3501,[4 6 0 5 2 3 1]
90,3501,[4 6 0 5 2 3 1]
91,3501,[4 6 0 5 2 3 1]
92,3501,[4 6 0 5 2 3 1]
93,4150,[5 4 2 6 3 0 1]
94,4150,[5 4 2 6 3 0 1]
95,4150,[5 4 2 6 3 0 1]
96,4150,[5 4 2 6 3 0 1]
97,4150,[5 4 2 6 3 0 1]
98,4150,[5 4 2 6 3 0 1]
99,4150,[5 4 2 6 3 0 1]
100,4150,[5 4 2 6 3 0 1]
