40%,Optima 1, Optima [1]
73,2185,[3 0 2 1 4 6 5]
74,526,[0 5 2 6 4 1 3]
75,784,[1 0 4 5 6 2 3]
76,1643,[2 1 5 3 6 4 0]
77,1074,[1 3 6 5 0 2 4]
78,1744,[2 3 4 5 6 0 1]
79,1837,[2 4 1 5 0 6 3]
80,1220,[1 5 0 6 3 2 4]
81,1527,[2 0 5 4 3 6 1]
82,685,[0 6 4 3 1 5 2]
83,1788,[2 3 6 4 0 1 5]
84,962,[1 3 0 2 5 4 6]
85,677,[0 6 4 1 5 3 2]
86,1232,[1 5 2 3 4 0 6]
87,750,[1 0 3 4 2 5 6]
88,908,[1 2 4 6 3 0 5]
89,1228,[1 5 2 0 6 3 4]
90,1711,[2 3 1 4 0 6 5]
91,600,[0 6 1 2 3 4 5]
92,944,[1 2 6 3 4 0 5]
93,1042,[1 3 5 2 6 0 4]
94,1618,[2 1 4 3 6 0 5]
95,1358,[1 6 2 4 3 0 5]
96,1833,[2 4 1 3 5 6 0]
97,589,[0 5 6 3 1 4 2]
98,497,[0 5 1 4 6 3 2]
99,513,[0 5 2 3 4 6 1]
100,325,[0 3 5 4 1 6 2]
1,1805,[2 4 0 1 6 5 3]
2,2028,[2 5 6 3 0 1 4]
3,1761,[2 3 5 1 4 6 0]
4,1750,[2 3 4 6 5 0 1]
5,1624,[2 1 4 5 6 0 3]
6,2102,[2 6 3 4 1 0 5]
7,838,[1 0 6 5 4 2 3]
8,1032,[1 3 5 0 2 4 6]
9,2017,[2 5 6 0 1 4 3]
10,1400,[1 6 4 2 3 0 5]
11,1975,[2 5 3 1 0 6 4]
12,490,[0 5 1 3 6 2 4]
13,1475,[2 0 3 4 6 5 1]
14,1427,[1 6 5 2 4 3 0]
15,1023,[1 3 4 5 2 6 0]
16,608,[0 6 1 3 4 2 5]
17,534,[0 5 3 2 1 4 6]
18,1960,[2 5 1 4 6 0 3]
19,2184,[3 0 2 1 4 5 6]
20,846,[1 2 0 4 3 5 6]
21,1017,[1 3 4 2 5 6 0]
22,1595,[2 1 3 4 6 5 0]
23,1078,[1 3 6 5 4 0 2]
24,603,[0 6 1 2 4 5 3]
25,2073,[2 6 1 3 4 5 0]
26,1512,[2 0 5 1 3 4 6]
27,1726,[2 3 1 6 5 0 4]
28,820,[1 0 6 2 5 3 4]
29,1437,[1 6 5 4 2 3 0]
30,1219,[1 5 0 6 2 4 3]
31,1306,[1 5 6 2 4 0 3]
32,829,[1 0 6 4 2 5 3]
33,1483,[2 0 3 6 1 5 4]
34,1740,[2 3 4 5 0 1 6]
35,1684,[2 3 0 1 6 4 5]
36,1768,[2 3 5 4 6 0 1]
37,1192,[1 4 6 3 5 0 2]
38,383,[0 4 1 6 5 3 2]
39,1607,[2 1 3 6 5 4 0]
40,844,[1 2 0 3 6 4 5]
41,646,[0 6 2 5 4 1 3]
42,1987,[2 5 3 6 0 4 1]
43,1159,[1 4 5 2 0 6 3]
44,2097,[2 6 3 1 4 5 0]
45,2004,[2 5 4 3 0 1 6]
46,311,[0 3 4 6 5 2 1]
47,1738,[2 3 4 1 6 0 5]
48,1884,[2 4 5 3 0 1 6]
49,848,[1 2 0 4 5 3 6]
50,1002,[1 3 2 6 0 4 5]
51,1552,[2 0 6 4 5 1 3]
52,898,[1 2 4 3 6 0 5]
53,582,[0 5 6 2 1 3 4]
54,1935,[2 5 0 4 3 6 1]
55,1601,[2 1 3 5 6 4 0]
56,463,[0 4 6 2 1 5 3]
57,1202,[1 5 0 2 4 3 6]
58,1411,[1 6 4 5 0 3 2]
59,1945,[2 5 1 0 3 6 4]
60,310,[0 3 4 6 5 1 2]
61,527,[0 5 2 6 4 3 1]
62,527,[0 5 2 6 4 3 1]
63,527,[0 5 2 6 4 3 1]
64,527,[0 5 2 6 4 3 1]
65,527,[0 5 2 6 4 3 1]
66,527,[0 5 2 6 4 3 1]
67,527,[0 5 2 6 4 3 1]
68,527,[0 5 2 6 4 3 1]
69,1259,[1 5 3 2 6 4 0]
70,1259,[1 5 3 2 6 4 0]
71,1259,[1 5 3 2 6 4 0]
72,1259,[1 5 3 2 6 4 0]
73,1259,[1 5 3 2 6 4 0]
74,1259,[1 5 3 2 6 4 0]
75,1259,[1 5 3 2 6 4 0]
76,1259,[1 5 3 2 6 4 0]
77,869,[1 2 3 0 6 5 4]
78,869,[1 2 3 0 6 5 4]
79,869,[1 2 3 0 6 5 4]
80,869,[1 2 3 0 6 5 4]
81,869,[1 2 3 0 6 5 4]
82,869,[1 2 3 0 6 5 4]
83,869,[1 2 3 0 6 5 4]
84,869,[1 2 3 0 6 5 4]
85,668,[0 6 3 5 2 1 4]
86,668,[0 6 3 5 2 1 4]
87,668,[0 6 3 5 2 1 4]
88,668,[0 6 3 5 2 1 4]
89,668,[0 6 3 5 2 1 4]
90,668,[0 6 3 5 2 1 4]
91,668,[0 6 3 5 2 1 4]
92,668,[0 6 3 5 2 1 4]
93,609,[0 6 1 3 4 5 2]
94,609,[0 6 1 3 4 5 2]
95,609,[0 6 1 3 4 5 2]
96,609,[0 6 1 3 4 5 2]
97,609,[0 6 1 3 4 5 2]
98,609,[0 6 1 3 4 5 2]
99,609,[0 6 1 3 4 5 2]
100,609,[0 6 1 3 4 5 2]
