99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,3484066,[9 5 3 1 8 7 2 6 0 4],256542,[0 7 3 9 2 8 4 1 5 6],944845,[2 6 4 5 1 8 7 0 9 3],2394892,[6 5 3 1 2 7 0 9 4 8],97490,[0 3 5 4 6 7 1 8 2 9]
41,320986,[0 8 9 5 6 7 2 4 1 3],2985365,[8 2 0 4 5 1 3 9 7 6],2171038,[5 9 7 6 1 8 4 3 0 2],2133988,[5 8 9 2 7 1 0 6 3 4],2325158,[6 3 7 2 4 1 8 5 0 9]
42,2524589,[6 9 4 8 2 1 0 7 5 3],1530006,[4 1 9 6 0 2 5 3 7 8],863699,[2 4 5 3 7 6 1 9 8 0],984986,[2 7 4 5 0 3 1 8 6 9],152851,[0 4 8 3 2 7 9 1 6 5]
43,2098967,[5 8 0 4 2 3 9 7 6 1],3453667,[9 4 6 1 7 3 8 0 5 2],964543,[2 6 9 3 5 8 1 0 7 4],2999428,[8 2 4 0 9 3 1 7 5 6],2361601,[6 4 5 7 0 1 2 3 9 8]
44,3285436,[9 0 4 8 1 6 2 7 3 5],74592,[0 2 8 7 5 6 1 3 4 9],1380577,[3 8 1 9 4 7 0 2 6 5],2233967,[6 1 4 2 8 3 9 7 5 0],1159787,[3 1 8 0 7 9 4 6 5 2]
45,3249498,[8 9 4 6 1 0 7 2 3 5],2624165,[7 2 0 6 8 1 3 9 5 4],1426883,[3 9 4 0 7 6 2 8 5 1],974128,[2 7 1 3 9 6 5 8 0 4],1170805,[3 2 0 5 1 8 7 4 9 6]
46,3149045,[8 6 0 7 5 1 2 9 4 3],3136854,[8 5 7 2 6 3 1 0 4 9],1567433,[4 2 8 9 7 6 3 5 1 0],949555,[2 6 5 3 8 9 7 0 4 1],1814420,[5 0 1 2 3 4 9 7 6 8]
47,1673933,[4 6 5 0 9 3 1 8 7 2],1258349,[3 5 1 7 8 2 0 9 6 4],1701800,[4 7 1 6 5 8 2 3 0 9],719448,[1 9 7 6 2 4 0 3 5 8],1184063,[3 2 4 9 6 0 8 7 5 1]
48,1395367,[3 8 5 9 0 1 4 2 7 6],2590726,[7 1 3 0 4 5 9 8 2 6],3134166,[8 5 6 9 0 1 3 2 4 7],1686668,[4 6 8 5 3 2 9 1 0 7],2653384,[7 2 8 4 1 5 6 9 0 3]
49,2564852,[7 0 5 9 2 6 8 3 1 4],600416,[1 6 9 0 8 4 3 5 2 7],2278177,[6 2 5 0 1 9 3 4 8 7],974933,[2 7 1 5 0 6 3 9 8 4],3373843,[9 2 6 3 8 1 7 0 5 4]
50,776544,[2 1 4 0 7 5 3 6 8 9],872842,[2 4 7 1 3 8 5 9 0 6],2774865,[7 5 8 3 9 6 1 2 4 0],1170005,[3 2 0 4 1 5 6 9 8 7],1315744,[3 6 7 0 4 5 8 9 1 2]
51,815191,[2 3 1 8 4 5 6 0 9 7],1829139,[5 0 3 9 4 8 1 6 7 2],1653298,[4 6 0 1 3 7 5 9 2 8],3132127,[8 5 6 3 1 0 4 2 9 7],3028012,[8 3 0 7 5 4 1 9 2 6]
52,2860861,[7 8 9 4 2 3 5 0 6 1],3420479,[9 3 7 5 4 8 6 2 1 0],2313652,[6 3 4 0 5 7 1 9 2 8],2303299,[6 3 1 0 2 4 9 5 8 7],1263171,[3 5 2 7 4 6 0 8 9 1]
53,574047,[1 6 2 9 3 7 5 4 8 0],2956853,[8 1 3 6 7 4 0 9 5 2],2872346,[7 9 1 8 3 2 0 5 4 6],2053903,[5 6 9 3 4 8 1 0 7 2],1409276,[3 8 9 5 1 7 6 2 0 4]
54,531273,[1 5 2 4 9 3 6 7 8 0],1390398,[3 8 4 9 0 6 2 1 5 7],3442832,[9 4 3 0 7 2 5 6 1 8],2144343,[5 9 1 4 2 6 7 3 8 0],1614300,[4 5 0 3 1 7 8 2 6 9]
55,41096,[0 2 1 4 3 7 6 8 5 9],221656,[0 6 4 9 8 1 5 7 2 3],2663285,[7 3 0 5 1 2 4 9 8 6],2558663,[7 0 4 6 8 1 9 5 3 2],1695391,[4 7 0 3 8 2 5 1 9 6]
56,134564,[0 4 3 7 9 2 8 5 1 6],1455743,[4 0 1 8 9 2 7 6 5 3],823885,[2 3 5 6 1 8 7 0 9 4],2251216,[6 1 8 5 7 0 4 9 2 3],407191,[1 2 0 8 6 4 5 3 9 7]
57,595569,[1 6 8 2 3 0 5 7 9 4],1928282,[5 2 8 6 1 0 3 7 4 9],3391692,[9 3 0 8 6 1 5 2 4 7],1259482,[3 5 1 9 2 7 4 8 0 6],2690642,[7 3 6 9 0 1 2 5 4 8]
58,3339641,[9 1 7 5 3 2 6 8 4 0],1542914,[4 2 3 0 9 7 1 6 5 8],687514,[1 9 0 4 8 3 5 7 2 6],2149356,[5 9 2 4 1 3 7 0 6 8],2623769,[7 2 0 6 1 8 5 9 4 3]
59,497385,[1 4 3 7 8 9 2 5 6 0],3471598,[9 5 0 7 4 8 6 3 1 2],1472585,[4 0 6 2 3 7 8 9 5 1],1329929,[3 6 9 8 0 5 4 7 2 1],1050638,[2 9 0 5 3 4 7 6 1 8]
60,985804,[2 7 4 6 1 0 3 9 5 8],3458404,[9 4 7 1 3 0 2 8 5 6],1297499,[3 6 1 5 0 7 4 9 8 2],555556,[1 5 8 2 6 7 0 9 3 4],237869,[0 6 9 2 4 3 1 8 7 5]
61,1502013,[4 1 3 0 2 8 9 6 7 5],1633228,[4 5 6 0 3 2 1 9 7 8],908223,[2 5 6 1 4 7 8 3 9 0],1678627,[4 6 7 0 3 5 9 1 8 2],3508949,[9 6 0 2 5 3 1 8 7 4]
62,3029591,[8 3 1 0 7 5 9 6 4 2],3027797,[8 3 0 7 2 6 1 9 5 4],1192967,[3 2 6 7 9 1 8 5 4 0],1719121,[4 7 6 0 8 1 2 3 9 5],1347691,[3 7 4 2 8 6 9 0 5 1]
63,3258949,[8 9 6 4 1 7 3 0 5 2],3513242,[9 6 1 0 5 2 3 7 4 8],2494741,[6 8 7 9 5 2 3 0 4 1],1305545,[3 6 4 0 2 7 8 9 5 1],2156715,[5 9 3 8 2 6 0 4 7 1]
64,243998,[0 7 1 4 9 3 6 5 2 8],3293185,[9 0 6 3 8 2 1 4 7 5],2890955,[7 9 5 4 1 2 3 8 6 0],3496423,[9 5 6 7 0 8 2 1 4 3],365583,[1 0 2 6 8 5 7 4 9 3]
65,1323540,[3 6 8 5 1 4 7 0 2 9],3118173,[8 5 2 6 7 4 9 1 3 0],1998603,[5 4 6 3 9 0 1 7 8 2],689626,[1 9 0 7 6 8 3 5 2 4],1094274,[3 0 2 1 8 9 7 4 5 6]
66,2459723,[6 8 0 1 3 7 4 9 5 2],1925685,[5 2 8 0 6 3 9 4 7 1],28026,[0 1 7 5 9 4 8 2 3 6],2407393,[6 5 7 4 3 8 0 1 9 2],2215540,[6 0 9 5 1 8 2 7 3 4]
67,3529786,[9 6 4 2 3 8 1 7 0 5],367604,[1 0 2 9 6 4 8 5 3 7],2998373,[8 2 3 9 4 5 0 7 6 1],1111178,[3 0 6 5 2 9 1 7 4 8],1671730,[4 6 3 7 9 0 2 8 1 5]
68,737546,[2 0 4 5 6 3 1 8 7 9],570326,[1 6 2 3 0 8 7 5 4 9],1402682,[3 8 7 2 1 0 4 6 5 9],786835,[2 1 6 0 8 9 7 3 5 4],474136,[1 3 8 0 6 2 7 9 4 5]
69,1014120,[2 8 1 3 6 0 4 5 7 9],503245,[1 4 5 8 9 6 3 0 7 2],2358019,[6 4 3 9 0 1 8 2 7 5],699110,[1 9 3 6 8 7 4 2 0 5],889894,[2 5 0 6 9 7 8 4 1 3]
70,2197420,[6 0 4 9 8 7 1 5 2 3],1476989,[4 0 7 1 5 3 2 9 8 6],363545,[1 0 2 3 9 6 7 8 5 4],923565,[2 5 9 1 7 3 8 4 6 0],1141770,[3 1 4 6 8 7 9 0 2 5]
71,1757588,[4 8 5 7 0 3 9 2 1 6],62483,[0 2 6 4 8 7 3 9 5 1],385492,[1 0 6 5 4 7 2 9 3 8],534474,[1 5 3 0 4 9 8 2 6 7],3477452,[9 5 1 8 6 4 7 2 0 3]
72,2517350,[6 9 3 4 1 8 5 2 0 7],1626842,[4 5 2 8 6 0 1 7 3 9],1172118,[3 2 0 6 9 7 4 1 5 8],1151986,[3 1 6 5 9 8 2 7 0 4],758985,[2 0 8 6 1 9 4 5 7 3]
73,1215672,[3 4 1 2 6 8 0 5 7 9],1746570,[4 8 2 5 7 6 9 0 1 3],846080,[2 3 9 8 0 6 4 5 1 7],1937781,[5 3 0 6 4 1 9 7 8 2],115802,[0 3 8 9 7 1 2 5 4 6]
74,2109962,[5 8 2 6 4 0 1 7 3 9],649580,[1 8 0 9 3 2 7 5 4 6],821668,[2 3 5 0 4 6 1 9 7 8],1117491,[3 0 7 8 1 5 2 6 9 4],2916599,[8 0 3 6 7 9 5 4 2 1]
75,1848988,[5 0 8 9 1 3 2 7 4 6],2376587,[6 4 9 3 7 8 1 5 2 0],1003793,[2 7 9 1 0 8 5 6 4 3],3563317,[9 7 3 0 1 4 6 2 8 5],3254600,[8 9 5 6 1 4 2 3 0 7]
76,1624909,[4 5 2 3 8 9 6 0 7 1],2712221,[7 4 2 0 9 8 1 6 5 3],3083371,[8 4 3 7 2 6 9 0 5 1],3089149,[8 4 5 9 2 7 3 0 6 1],3103878,[8 4 9 6 7 3 1 0 2 5]
77,2187616,[6 0 3 1 5 2 8 9 4 7],938490,[2 6 3 1 5 8 9 0 4 7],176986,[0 5 4 1 8 9 3 7 2 6],3299640,[9 0 7 5 8 1 2 3 4 6],1090434,[3 0 1 5 6 9 8 2 4 7]
78,1955134,[5 3 4 9 2 7 8 6 0 1],1959561,[5 3 6 8 4 7 1 2 9 0],3312369,[9 1 2 3 6 0 5 7 8 4],3307078,[9 1 0 3 2 8 7 6 4 5],486948,[1 4 0 7 3 9 6 2 5 8]
79,2259462,[6 2 0 4 1 9 5 3 7 8],1904178,[5 2 1 8 7 0 9 3 4 6],1284215,[3 5 8 7 4 6 9 2 1 0],339712,[0 9 4 3 7 8 5 6 1 2],2258038,[6 2 0 1 3 9 8 7 4 5]
80,3518775,[9 6 2 1 3 0 7 5 8 4],1367320,[3 7 9 2 0 4 6 8 1 5],28262,[0 1 7 6 3 5 8 4 2 9],3405154,[9 3 4 6 2 1 5 8 0 7],1164437,[3 1 9 0 4 7 2 8 6 5]
81,1130402,[3 1 0 5 2 4 6 8 7 9],2372029,[6 4 8 5 2 9 3 0 7 1],3361086,[9 2 3 8 1 0 5 4 6 7],1788101,[4 9 2 7 3 8 0 6 5 1],1761837,[4 8 6 3 9 7 5 1 2 0]
82,3194635,[8 7 1 6 9 5 4 0 3 2],3132389,[8 5 6 3 4 1 0 9 7 2],3000763,[8 2 4 3 7 1 9 0 6 5],276196,[0 7 8 6 4 5 1 9 2 3],2670559,[7 3 1 9 0 6 4 2 8 5]
83,967639,[2 6 9 8 7 4 1 0 5 3],560412,[1 5 9 2 4 0 7 3 6 8],2932902,[8 0 6 9 3 7 2 1 4 5],492646,[1 4 2 8 3 5 9 7 0 6],543041,[1 5 4 8 2 3 7 9 6 0]
84,599359,[1 6 8 9 3 5 2 0 7 4],2639357,[7 2 4 6 8 5 0 9 3 1],2769725,[7 5 6 3 9 0 1 8 4 2],1899805,[5 2 0 9 6 7 4 1 8 3],1242274,[3 4 8 5 2 1 6 9 0 7]
85,2978620,[8 1 7 9 6 5 0 4 2 3],3048018,[8 3 5 7 2 0 9 1 4 6],847180,[2 4 0 1 7 9 3 8 5 6],2511355,[6 9 2 1 8 7 5 0 4 3],1534510,[4 2 0 6 3 7 9 8 1 5]
86,1713574,[4 7 3 9 8 5 6 2 0 1],733179,[2 0 3 6 4 9 1 7 8 5],1293297,[3 6 0 7 2 5 4 8 9 1],1797232,[4 9 5 6 0 8 3 7 1 2],2943826,[8 1 0 2 6 9 4 7 3 5]
87,2051503,[5 6 9 0 2 8 3 1 7 4],1383911,[3 8 2 6 0 5 9 7 4 1],695251,[1 9 2 8 5 6 7 0 4 3],3038912,[8 3 2 9 6 1 4 5 0 7],927112,[2 5 9 8 4 7 3 6 0 1]
88,3527688,[9 6 3 8 4 2 0 1 5 7],1935061,[5 2 9 8 4 3 6 0 7 1],3536573,[9 6 5 4 8 2 0 7 3 1],2923916,[8 0 5 1 9 7 6 3 2 4],3345757,[9 1 8 6 7 2 4 0 5 3]
89,1005110,[2 7 9 3 8 6 4 1 0 5],1821952,[5 0 2 6 4 9 7 8 1 3],2536040,[6 9 8 1 2 5 3 4 0 7],1675782,[4 6 5 3 2 9 1 0 7 8],2193797,[6 0 4 2 9 7 1 8 5 3]
90,788460,[2 1 6 5 0 7 8 3 4 9],1730926,[4 7 9 3 0 2 8 6 1 5],144499,[0 4 6 7 8 1 9 2 5 3],909631,[2 5 6 4 3 1 7 0 9 8],2354120,[6 4 3 0 7 8 2 5 1 9]
91,3547419,[9 6 8 5 7 4 0 2 3 1],3285441,[9 0 4 8 1 6 3 5 7 2],720249,[1 9 7 8 3 0 4 5 6 2],3332321,[9 1 6 2 3 4 7 8 5 0],417620,[1 2 4 9 0 3 8 6 5 7]
92,1125786,[3 0 9 4 6 5 8 1 2 7],456172,[1 3 4 6 7 5 0 9 2 8],572571,[1 6 2 7 3 5 0 8 9 4],2371202,[6 4 8 3 2 0 1 7 5 9],1627468,[4 5 2 9 3 1 0 8 6 7]
93,3360366,[9 2 3 7 1 0 5 4 6 8],1993614,[5 4 3 6 9 2 1 0 7 8],1096097,[3 0 2 6 5 1 8 9 7 4],2298674,[6 3 0 1 7 8 2 5 4 9],698056,[1 9 3 5 6 0 7 8 2 4]
94,99609,[0 3 5 8 4 1 6 7 9 2],2351848,[6 4 2 7 3 8 5 9 0 1],1168830,[3 1 9 8 4 2 5 0 6 7],3094788,[8 4 7 0 2 9 5 1 3 6],1690305,[4 6 9 2 5 8 1 3 7 0]
95,2766837,[7 5 4 9 6 8 3 1 2 0],3603326,[9 8 2 7 4 5 3 1 0 6],1153948,[3 1 6 9 7 2 0 8 4 5],788471,[2 1 6 5 0 7 9 8 4 3],1951694,[5 3 4 1 8 0 7 6 2 9]
96,3315224,[9 1 2 7 4 8 3 5 0 6],3371292,[9 2 5 8 3 0 6 1 4 7],3106649,[8 5 0 3 7 6 4 9 2 1],2391631,[6 5 2 4 8 1 3 0 9 7],1886824,[5 1 8 3 6 4 7 9 0 2]
97,2429198,[6 7 1 9 8 2 4 3 0 5],3461331,[9 4 7 6 2 3 0 5 8 1],26377,[0 1 7 3 6 9 2 4 8 5],2047958,[5 6 8 2 3 1 7 4 0 9],2529387,[6 9 5 8 0 2 1 4 7 3]
98,3338913,[9 1 7 4 3 2 5 6 8 0],2940203,[8 0 9 3 5 6 2 7 4 1],594347,[1 6 7 9 3 8 2 5 4 0],910362,[2 5 6 7 3 1 9 0 4 8],321860,[0 8 9 7 1 2 6 4 3 5]
99,1103558,[3 0 4 9 7 2 6 5 1 8],1188044,[3 2 5 8 0 4 9 6 1 7],1695489,[4 7 0 3 9 1 5 6 8 2],2223988,[6 1 2 3 9 4 0 8 5 7],2748198,[7 5 1 2 9 6 3 0 4 8]
100,936528,[2 6 1 8 7 4 0 3 5 9],528311,[1 5 0 8 7 4 9 6 3 2],2228127,[6 1 3 0 7 8 5 4 9 2],2140460,[5 9 0 6 8 1 7 3 2 4],127113,[0 4 2 3 7 5 6 8 9 1]
1,915725,[2 5 7 6 9 0 1 8 4 3],1081213,[2 9 7 4 6 0 5 1 8 3],192545,[0 5 8 2 4 6 7 9 3 1],236806,[0 6 8 9 7 2 5 4 1 3],233214,[0 6 8 2 9 4 3 1 5 7]
2,464353,[1 3 6 0 9 7 2 4 8 5],2088063,[5 7 8 2 0 4 6 3 9 1],2811660,[7 6 5 9 0 3 4 1 2 8],2477930,[6 8 3 5 4 2 0 7 1 9],3277440,[9 0 3 4 1 2 5 6 7 8]
3,1443678,[3 9 7 4 0 6 2 1 5 8],1264084,[3 5 2 8 7 0 1 9 4 6],2286819,[6 2 7 8 0 9 1 4 5 3],1684047,[4 6 8 0 9 5 3 2 7 1],1797842,[4 9 5 7 0 1 2 6 3 8]
4,602784,[1 6 9 5 2 3 0 4 7 8],908846,[2 5 6 3 1 8 7 4 0 9],1376715,[3 8 1 2 0 7 4 6 9 5],3556412,[9 7 1 5 3 6 8 2 0 4],2659255,[7 2 9 5 3 4 1 0 8 6]
5,2233713,[6 1 4 2 5 3 7 8 9 0],102605,[0 3 6 4 7 1 2 9 8 5],3470596,[9 5 0 6 2 7 1 8 3 4],1208403,[3 2 9 7 4 0 1 6 8 5],2068397,[5 7 2 3 8 6 0 9 4 1]
6,2283785,[6 2 7 0 9 4 5 8 3 1],1799917,[4 9 6 0 8 2 5 1 7 3],2268728,[6 2 3 1 0 4 7 8 5 9],2576642,[7 0 9 2 6 1 3 5 4 8],1219806,[3 4 2 0 5 1 7 6 8 9]
7,1216509,[3 4 1 5 7 6 9 2 8 0],2291756,[6 2 8 5 9 7 4 1 0 3],502472,[1 4 5 7 9 2 3 6 0 8],1435097,[3 9 5 7 1 0 6 8 4 2],1206510,[3 2 9 4 7 1 5 0 6 8]
8,2927852,[8 0 5 9 3 6 7 2 1 4],2175562,[5 9 8 4 3 6 1 7 0 2],559773,[1 5 9 0 4 7 8 3 6 2],436995,[1 2 8 6 9 5 0 4 7 3],1676284,[4 6 5 7 1 0 2 9 3 8]
