98%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5]
40,3300220,[9 0 7 6 4 8 1 5 2 3],192988,[0 5 8 3 1 4 2 9 6 7],3286187,[9 0 5 1 2 8 4 7 6 3],1968079,[5 3 8 4 2 7 1 0 9 6],3063463,[8 3 9 6 5 7 1 0 4 2]
41,2825226,[7 8 0 4 9 3 6 1 2 5],418791,[1 2 5 0 7 9 6 4 8 3],441600,[1 2 9 6 4 0 3 5 7 8],1358227,[3 7 6 4 2 5 9 0 8 1],551463,[1 5 7 3 9 4 6 2 8 0]
42,105144,[0 3 6 9 1 4 2 5 7 8],1046547,[2 8 9 5 4 1 0 6 7 3],858482,[2 4 3 5 6 0 1 8 7 9],106547,[0 3 7 1 9 8 4 6 5 2],2081661,[5 7 6 0 2 1 9 4 8 3]
43,3535718,[9 6 5 3 7 1 4 2 0 8],2827973,[7 8 1 0 6 4 2 9 5 3],681518,[1 8 9 2 5 3 6 4 0 7],2115375,[5 8 3 7 0 1 6 4 9 2],2327999,[6 3 7 9 1 8 5 4 2 0]
44,2371115,[6 4 8 3 1 2 5 9 7 0],1401108,[3 8 6 9 7 5 2 0 1 4],1693306,[4 6 9 8 5 7 1 3 0 2],1571655,[4 2 9 7 8 0 5 3 6 1],2407633,[6 5 7 4 9 3 0 1 8 2]
45,1251841,[3 5 0 4 8 1 2 6 9 7],2731679,[7 4 6 9 8 5 3 2 1 0],1860146,[5 1 2 0 7 4 3 8 6 9],1603046,[4 3 8 0 5 7 6 2 1 9],3314727,[9 1 2 6 7 5 4 3 8 0]
46,538150,[1 5 3 8 4 6 9 7 0 2],2868282,[7 9 1 0 6 3 8 2 4 5],232147,[0 6 8 1 4 5 9 2 7 3],1893033,[5 1 9 6 2 3 4 7 8 0],1529337,[4 1 9 5 0 6 3 7 8 2]
47,2042631,[5 6 7 1 9 8 3 2 4 0],1483508,[4 0 8 3 5 6 9 2 1 7],535131,[1 5 3 2 4 7 0 8 9 6],1323672,[3 6 8 5 2 7 0 1 4 9],358202,[0 9 8 1 5 2 3 6 4 7]
48,3252879,[8 9 5 2 7 1 4 3 6 0],1841426,[5 0 7 3 6 2 1 8 4 9],724510,[1 9 8 6 2 4 7 5 0 3],3351221,[9 2 0 8 4 7 1 6 5 3],694900,[1 9 2 8 0 7 3 6 4 5]
49,2850908,[7 8 5 4 3 2 9 1 0 6],1038984,[2 8 7 1 0 4 3 5 6 9],252962,[0 7 3 2 5 1 4 8 6 9],2216158,[6 0 9 5 8 7 4 3 1 2],1528857,[4 1 9 3 5 6 2 7 8 0]
50,1077503,[2 9 6 7 4 0 8 5 3 1],1644779,[4 5 8 2 3 6 1 9 7 0],3269043,[9 0 1 6 4 2 3 7 8 5],3338219,[9 1 7 3 4 5 2 8 6 0],2790240,[7 6 1 5 3 0 2 4 8 9]
51,1068047,[2 9 4 8 3 1 7 6 5 0],3244149,[8 9 3 5 6 2 7 1 4 0],3321245,[9 1 3 8 7 0 2 6 5 4],1470864,[4 0 5 8 9 2 1 3 6 7],2789202,[7 6 1 3 9 2 8 0 4 5]
52,2093474,[5 7 9 2 4 6 0 3 1 8],1461968,[4 0 3 1 7 2 6 8 5 9],802693,[2 1 9 3 8 0 6 4 7 5],932030,[2 6 0 9 4 8 5 3 1 7],1224405,[3 4 2 9 6 1 8 5 7 0]
53,3252318,[8 9 5 2 0 6 3 1 4 7],846165,[2 3 9 8 1 4 7 5 6 0],1163429,[3 1 8 7 9 2 0 6 5 4],2240532,[6 1 5 4 9 0 7 2 3 8],424284,[1 2 6 3 4 8 7 0 5 9]
54,2819078,[7 6 9 2 3 1 5 4 0 8],1056440,[2 9 1 6 3 7 4 5 0 8],738797,[2 0 4 7 1 8 3 9 6 5],3306493,[9 1 0 2 5 3 7 4 8 6],626521,[1 7 5 3 2 0 4 6 9 8]
55,1808253,[4 9 7 6 2 5 8 1 3 0],1300298,[3 6 1 9 8 7 0 4 2 5],2241110,[6 1 5 7 4 9 3 2 0 8],2359342,[6 4 5 0 9 1 8 7 2 3],869897,[2 4 6 7 1 0 8 9 5 3]
56,609306,[1 7 0 9 3 5 8 2 4 6],712570,[1 9 6 3 7 0 4 8 2 5],2080760,[5 7 4 8 9 3 1 2 0 6],2564757,[7 0 5 9 1 8 6 3 4 2],2957729,[8 1 3 7 9 5 4 6 2 0]
57,2938981,[8 0 9 1 7 4 5 2 6 3],2663726,[7 3 0 5 6 8 4 2 1 9],1722081,[4 7 6 5 8 3 1 2 9 0],2635253,[7 2 3 9 0 5 1 8 6 4],3553736,[9 7 1 0 6 4 3 5 2 8]
58,1984453,[5 4 1 8 2 0 7 3 9 6],3158586,[8 6 2 5 9 3 7 0 1 4],3382928,[9 2 8 1 5 0 4 6 3 7],1794384,[4 9 5 0 2 3 1 6 7 8],2159214,[5 9 4 2 8 3 1 0 6 7]
59,1117910,[3 0 7 8 5 9 4 2 1 6],2588629,[7 1 2 6 3 9 5 0 8 4],1787452,[4 9 2 6 5 3 0 8 1 7],2146232,[5 9 1 7 8 2 3 4 0 6],2699690,[7 3 9 5 4 2 0 6 1 8]
60,2851087,[7 8 5 4 9 0 2 1 6 3],522886,[1 4 9 7 2 3 8 6 0 5],3560611,[9 7 2 4 1 6 8 0 5 3],1627818,[4 5 2 9 8 0 7 1 3 6],1170337,[3 2 0 4 6 9 1 5 8 7]
61,677697,[1 8 7 4 2 5 3 6 9 0],1118517,[3 0 7 9 4 8 6 2 5 1],452845,[1 3 2 8 9 6 5 0 7 4],1007141,[2 7 9 6 5 8 0 4 3 1],1238794,[3 4 7 8 5 1 2 9 0 6]
62,1819494,[5 0 2 1 3 7 6 4 8 9],3348545,[9 2 0 4 7 5 6 8 3 1],3212605,[8 7 5 2 9 4 3 0 6 1],1067166,[2 9 4 7 1 0 5 3 6 8],3193825,[8 7 1 5 9 2 0 3 6 4]
63,2599724,[7 1 4 8 6 2 9 3 0 5],2610425,[7 1 6 9 4 3 5 8 2 0],3504585,[9 5 8 2 3 7 1 4 6 0],2895944,[7 9 6 4 0 8 2 3 1 5],391464,[1 0 7 6 8 3 2 4 5 9]
64,389054,[1 0 7 3 5 2 8 6 4 9],290272,[0 8 2 6 1 9 5 7 3 4],2942126,[8 0 9 6 2 5 4 3 1 7],1395907,[3 8 5 9 6 2 7 0 4 1],3043226,[8 3 4 7 6 1 0 5 2 9]
65,2463373,[6 8 0 7 3 1 5 2 9 4],2666502,[7 3 1 0 5 9 4 2 6 8],3438529,[9 4 2 1 7 5 0 3 8 6],1572170,[4 2 9 8 5 3 0 6 1 7],2314688,[6 3 4 1 9 0 5 7 2 8]
66,10844,[0 1 4 3 2 6 9 7 5 8],3146575,[8 6 0 3 2 5 4 1 9 7],2660131,[7 2 9 6 4 5 8 0 3 1],305263,[0 8 5 4 9 7 2 1 6 3],2194656,[6 0 4 5 1 9 2 3 7 8]
67,2362735,[6 4 5 8 3 2 1 0 9 7],957499,[2 6 7 9 8 0 5 1 4 3],3137867,[8 5 7 4 0 9 2 6 3 1],414971,[1 2 4 5 6 0 7 9 8 3],1970570,[5 3 8 9 7 2 0 4 1 6]
68,1582845,[4 3 2 0 6 5 9 7 8 1],2097394,[5 8 0 2 1 4 6 9 3 7],1166903,[3 1 9 5 7 0 8 6 4 2],404355,[1 2 0 4 7 8 3 6 9 5],1437190,[3 9 6 1 0 5 8 7 2 4]
69,130252,[0 4 2 8 9 5 1 7 3 6],2950479,[8 1 2 4 9 3 6 5 7 0],673966,[1 8 6 7 0 3 9 5 2 4],60158,[0 2 5 9 6 3 7 4 1 8],3012478,[8 2 6 5 9 7 4 3 0 1]
70,1548153,[4 2 5 1 3 6 7 8 9 0],2359375,[6 4 5 0 9 3 2 1 8 7],3161079,[8 6 3 1 4 2 7 5 9 0],3441602,[9 4 2 8 0 1 3 6 5 7],740814,[2 0 4 9 8 5 3 1 6 7]
71,3129014,[8 5 4 7 9 0 3 2 1 6],1677832,[4 6 5 9 1 8 3 7 0 2],2075047,[5 7 3 8 0 1 4 2 9 6],341514,[0 9 4 7 2 8 6 1 3 5],2042289,[5 6 7 1 4 0 3 8 9 2]
72,1294807,[3 6 0 9 4 1 5 2 8 7],3385168,[9 2 8 5 4 6 3 7 0 1],1749724,[4 8 3 1 2 0 5 9 6 7],2954473,[8 1 3 2 5 7 0 4 9 6],2749634,[7 5 1 4 9 6 0 3 2 8]
73,631438,[1 7 6 2 9 8 5 4 0 3],2457698,[6 7 9 4 2 8 0 3 1 5],3239996,[8 9 2 6 7 5 4 1 0 3],7551,[0 1 3 6 5 9 7 4 8 2],2660725,[7 2 9 8 3 5 4 0 6 1]
74,3006303,[8 2 5 4 3 6 7 1 9 0],54796,[0 2 4 9 1 7 3 8 5 6],594691,[1 6 7 9 8 4 5 0 3 2],1718144,[4 7 5 9 1 8 2 3 0 6],3264269,[8 9 7 4 5 1 0 6 3 2]
75,1441841,[3 9 7 0 5 2 6 8 4 1],3545314,[9 6 8 3 0 2 4 7 1 5],505183,[1 4 6 2 7 9 3 0 8 5],2942158,[8 0 9 6 2 7 5 4 1 3],3234300,[8 9 1 6 0 4 5 2 3 7]
76,32067,[0 1 8 4 6 3 2 7 9 5],729925,[2 0 1 8 7 6 5 3 9 4],2994301,[8 2 3 0 7 5 6 1 9 4],1638619,[4 5 7 0 9 1 8 2 6 3],2249164,[6 1 8 2 9 0 3 7 4 5]
77,1532811,[4 2 0 1 9 6 3 7 8 5],1937446,[5 3 0 4 9 2 8 7 1 6],2521596,[6 9 4 2 1 3 7 0 5 8],1582587,[4 3 2 0 1 6 5 8 9 7],2683397,[7 3 5 2 9 6 0 8 4 1]
78,234670,[0 6 8 4 9 3 7 5 1 2],3404965,[9 3 4 6 0 7 5 1 8 2],2180886,[6 0 1 8 2 3 5 4 7 9],1305666,[3 6 4 0 5 7 9 1 2 8],3148094,[8 6 0 5 3 1 7 4 2 9]
79,1481265,[4 0 7 9 2 8 3 5 6 1],1040430,[2 8 7 4 0 3 5 1 6 9],3204309,[8 7 3 6 2 4 9 1 5 0],2141593,[5 9 0 8 3 6 1 2 7 4],974711,[2 7 1 4 8 5 9 6 3 0]
80,891441,[2 5 0 9 1 7 4 6 8 3],1799366,[4 9 6 0 1 7 5 3 2 8],2075176,[5 7 3 8 1 0 6 9 2 4],1839864,[5 0 7 1 4 3 2 6 8 9],3470707,[9 5 0 6 3 4 8 1 7 2]
81,447354,[1 3 0 8 4 9 7 2 5 6],2062097,[5 7 1 2 0 3 8 9 6 4],503245,[1 4 5 8 9 6 3 0 7 2],112637,[0 3 8 4 5 7 1 9 6 2],2285040,[6 2 7 3 8 0 1 4 5 9]
82,3511223,[9 6 0 5 7 1 8 4 3 2],2692275,[7 3 8 1 2 6 0 5 9 4],1024807,[2 8 4 3 5 0 6 1 9 7],3067533,[8 4 0 6 3 7 9 2 5 1],2056171,[5 6 9 8 4 3 7 0 2 1]
83,1203728,[3 2 8 7 9 0 4 5 1 6],3526918,[9 6 3 7 2 8 5 4 0 1],868997,[2 4 6 3 9 7 0 8 5 1],3389580,[9 3 0 5 7 4 6 1 2 8],2600269,[7 1 4 9 3 8 5 0 6 2]
84,2874566,[7 9 2 3 4 6 5 1 0 8],524165,[1 5 0 2 3 4 6 9 8 7],703309,[1 9 4 5 7 8 3 0 6 2],1846036,[5 0 8 2 9 6 1 7 3 4],1768638,[4 8 7 9 2 5 1 0 3 6]
85,1902359,[5 2 1 6 0 9 8 7 4 3],816779,[2 3 4 0 6 7 5 9 8 1],2702993,[7 4 0 3 1 9 6 8 5 2],1487404,[4 0 9 1 8 2 3 7 5 6],2638654,[7 2 4 5 8 6 9 3 0 1]
86,554683,[1 5 8 0 4 3 9 2 7 6],2255875,[6 1 9 5 0 8 7 2 4 3],1424935,[3 9 2 7 0 5 4 1 8 6],3040258,[8 3 4 1 6 5 2 9 0 7],2870682,[7 9 1 5 0 3 8 2 4 6]
87,2498114,[6 8 9 4 3 5 0 2 1 7],996898,[2 7 6 8 4 3 1 9 0 5],820657,[2 3 4 8 7 9 0 1 6 5],387087,[1 0 6 8 5 7 4 3 9 2],720814,[1 9 8 0 2 6 7 5 3 4]
88,886942,[2 4 9 8 7 0 6 5 1 3],3113137,[8 5 1 6 7 9 0 2 4 3],3015654,[8 2 7 3 4 5 1 0 6 9],140891,[0 4 5 9 7 1 3 8 6 2],2829945,[7 8 1 4 3 9 2 5 6 0]
89,998106,[2 7 8 0 3 5 9 1 4 6],501565,[1 4 5 6 7 8 3 0 9 2],318481,[0 8 9 2 4 1 3 5 7 6],219563,[0 6 4 5 9 7 2 8 3 1],1542747,[4 2 3 0 8 5 1 7 9 6]
90,2171719,[5 9 7 8 1 4 2 0 6 3],2509431,[6 9 1 8 2 7 4 3 5 0],491228,[1 4 2 6 3 7 9 5 0 8],3527138,[9 6 3 7 5 8 0 2 1 4],1125862,[3 0 9 4 7 1 8 6 2 5]
91,978608,[2 7 3 1 4 0 6 8 5 9],79103,[0 2 9 6 8 1 7 5 4 3],3006034,[8 2 5 4 0 3 6 9 1 7],813962,[2 3 1 6 7 0 4 8 5 9],3498769,[9 5 7 1 3 4 0 2 8 6]
92,2090013,[5 7 8 4 6 3 9 1 2 0],519267,[1 4 9 0 3 5 2 7 8 6],2396041,[6 5 3 2 9 0 1 4 8 7],264258,[0 7 5 4 1 2 9 3 6 8],3296255,[9 0 7 1 2 6 8 5 4 3]
93,2623554,[7 2 0 5 8 9 6 1 3 4],37144,[0 1 9 4 6 5 7 8 2 3],2487051,[6 8 5 3 1 4 0 7 9 2],710376,[1 9 5 8 4 7 0 2 3 6],2098244,[5 8 0 3 2 4 9 6 1 7]
94,1992938,[5 4 3 2 9 8 0 6 1 7],266566,[0 7 5 9 2 3 8 6 1 4],2682457,[7 3 5 1 6 9 0 2 8 4],2133058,[5 8 9 1 4 3 2 7 0 6],2726081,[7 4 5 9 1 2 6 8 3 0]
95,348250,[0 9 6 1 7 2 4 8 3 5],2379741,[6 5 0 2 3 1 9 7 8 4],1253513,[3 5 0 7 9 8 4 6 2 1],1347187,[3 7 4 2 0 6 9 1 8 5],3078684,[8 4 2 7 9 5 3 0 1 6]
96,630236,[1 7 6 0 3 9 8 4 2 5],727319,[2 0 1 5 3 9 8 7 6 4],563451,[1 5 9 7 4 3 0 6 8 2],1188433,[3 2 5 8 6 7 0 1 9 4],1433388,[3 9 5 2 7 8 4 0 1 6]
97,2982507,[8 1 9 6 3 2 0 5 7 4],2180036,[6 0 1 5 8 9 7 3 2 4],1681063,[4 6 7 3 8 9 1 0 5 2],869517,[2 4 6 5 7 9 8 1 3 0],1978380,[5 4 0 6 8 3 7 1 2 9]
98,100794,[0 3 5 9 8 7 6 1 2 4],2713821,[7 4 2 5 1 0 9 6 8 3],167607,[0 5 2 3 8 7 6 4 9 1],803800,[2 1 9 5 4 3 7 8 0 6],980506,[2 7 3 5 8 9 1 6 0 4]
99,2966779,[8 1 5 6 4 0 9 2 7 3],391645,[1 0 7 6 9 5 4 2 8 3],1812329,[4 9 8 5 0 6 3 7 2 1],1020543,[2 8 3 5 4 6 7 1 9 0],1317735,[3 6 7 4 1 0 8 5 9 2]
100,789467,[2 1 6 7 4 9 3 8 5 0],1818048,[5 0 1 8 2 6 3 4 7 9],2477299,[6 8 3 4 7 0 9 1 5 2],81862,[0 3 1 4 8 2 9 7 5 6],2952852,[8 1 2 9 3 0 6 4 5 7]
1,2161473,[5 9 4 8 0 2 3 6 7 1],461274,[1 3 5 6 7 9 8 0 2 4],387550,[1 0 6 9 3 5 8 7 2 4],894843,[2 5 1 6 9 0 3 7 8 4],253606,[0 7 3 4 2 5 9 8 1 6]
2,161872,[0 5 1 2 8 9 6 7 3 4],2173363,[5 9 8 1 4 2 7 0 6 3],872815,[2 4 7 1 3 6 5 0 9 8],1229042,[3 4 5 9 0 1 2 7 6 8],1843041,[5 0 7 6 8 4 2 3 9 1]
3,2556603,[7 0 4 2 9 1 3 6 8 5],2106552,[5 8 1 9 6 4 0 2 3 7],533620,[1 5 2 9 0 8 3 7 4 6],3081921,[8 4 3 5 2 7 1 6 9 0],2283715,[6 2 7 0 8 9 5 1 4 3]
4,2585781,[7 1 2 0 5 3 9 6 8 4],1870480,[5 1 4 0 9 3 7 8 2 6],2265873,[6 2 1 7 0 4 5 8 9 3],1109411,[3 0 6 1 9 2 5 8 7 4],638811,[1 7 8 6 2 4 0 5 9 3]
5,1259671,[3 5 1 9 6 2 4 0 8 7],3251388,[8 9 5 0 6 7 3 1 2 4],563619,[1 5 9 7 6 8 0 3 4 2],415407,[1 2 4 5 9 7 6 3 8 0],1356792,[3 7 6 1 4 8 0 2 5 9]
6,40770,[0 2 1 3 7 8 9 4 5 6],1962750,[5 3 7 4 0 2 6 1 8 9],3103258,[8 4 9 6 0 3 2 7 1 5],483945,[1 4 0 2 3 9 6 7 8 5],2005129,[5 4 7 8 9 2 0 1 6 3]
7,706163,[1 9 5 0 7 6 3 8 4 2],610998,[1 7 2 3 6 8 4 0 5 9],785328,[2 1 5 8 7 4 0 3 6 9],1571337,[4 2 9 7 3 5 1 6 8 0],3139878,[8 5 7 9 6 3 1 0 2 4]
8,3409351,[9 3 5 4 1 2 6 0 8 7],2228766,[6 1 3 2 7 0 5 4 8 9],3262833,[8 9 7 2 5 1 3 4 6 0],2607998,[7 1 6 4 2 3 8 5 0 9],568267,[1 6 0 8 3 5 9 2 7 4]
