100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,4477,[6 1 2 4 0 5 3],2356,[3 1 5 0 6 2 4],4330,[6 0 1 3 5 2 4],1226,[1 5 2 0 4 3 6]
19,2274,[3 0 6 5 1 2 4],4758,[6 3 4 1 0 2 5],1268,[1 5 3 6 2 0 4],1467,[2 0 3 1 5 6 4]
20,394,[0 4 2 3 6 1 5],3896,[5 2 3 1 4 0 6],2631,[3 4 6 2 1 5 0],1115,[1 4 2 3 6 5 0]
21,4723,[6 3 1 5 0 4 2],1075,[1 3 6 5 0 4 2],3525,[4 6 1 5 2 3 0],2896,[4 0 1 5 6 2 3]
22,4600,[6 2 1 4 5 0 3],827,[1 0 6 3 5 4 2],4390,[6 0 3 5 4 1 2],3068,[4 1 3 6 2 0 5]
23,502,[0 5 1 6 4 2 3],2501,[3 2 6 0 5 4 1],378,[0 4 1 6 2 3 5],3931,[5 2 4 6 0 3 1]
24,1298,[1 5 6 0 3 2 4],3466,[4 5 6 1 3 0 2],785,[1 0 4 5 6 3 2],4416,[6 0 5 1 2 3 4]
25,1106,[1 4 2 0 5 3 6],2310,[3 1 2 4 0 5 6],2000,[2 5 4 1 3 0 6],1584,[2 1 3 0 4 5 6]
26,5012,[6 5 3 4 1 0 2],918,[1 2 5 3 0 4 6],4792,[6 3 5 2 4 0 1],1600,[2 1 3 5 6 0 4]
27,1800,[2 4 0 1 3 5 6],2812,[3 6 2 0 5 1 4],966,[1 3 0 4 2 5 6],880,[1 2 3 5 6 0 4]
28,955,[1 2 6 5 0 4 3],3100,[4 1 6 0 5 2 3],3687,[5 0 4 3 2 6 1],1561,[2 1 0 3 4 6 5]
29,2466,[3 2 4 6 0 1 5],2922,[4 0 2 6 1 3 5],218,[0 2 6 1 4 3 5],1666,[2 1 6 3 5 0 4]
30,1979,[2 5 3 1 6 4 0],2608,[3 4 5 2 6 0 1],2178,[3 0 1 6 2 4 5],3212,[4 2 5 6 1 0 3]
31,749,[1 0 3 2 6 5 4],3481,[4 6 0 1 2 5 3],4482,[6 1 2 5 0 3 4],3786,[5 1 3 6 0 2 4]
32,4732,[6 3 2 0 5 1 4],2537,[3 4 0 5 6 2 1],2413,[3 2 0 5 1 6 4],3397,[4 5 1 3 0 6 2]
33,1530,[2 0 5 6 1 3 4],65,[0 1 4 5 6 3 2],853,[1 2 0 5 3 6 4],1599,[2 1 3 5 4 6 0]
34,3240,[4 3 0 1 2 5 6],4127,[5 4 1 6 3 2 0],1166,[1 4 5 3 2 0 6],4185,[5 4 6 1 2 3 0]
35,3828,[5 1 6 3 0 2 4],3331,[4 3 5 6 0 2 1],4261,[5 6 2 3 0 4 1],1957,[2 5 1 4 0 6 3]
36,3594,[4 6 5 3 0 1 2],4223,[5 6 0 4 3 2 1],1780,[2 3 6 0 5 1 4],3926,[5 2 4 3 1 0 6]
37,4144,[5 4 2 3 6 0 1],4169,[5 4 3 2 6 1 0],11,[0 1 2 4 6 5 3],4533,[6 1 4 5 2 3 0]
38,822,[1 0 6 3 2 4 5],3726,[5 1 0 3 2 4 6],109,[0 1 6 4 2 5 3],569,[0 5 4 3 6 2 1]
39,3645,[5 0 2 6 3 4 1],3626,[5 0 2 1 4 3 6],545,[0 5 3 4 6 2 1],4141,[5 4 2 3 0 6 1]
40,4057,[5 3 6 0 1 4 2],4264,[5 6 2 3 4 0 1],631,[0 6 2 3 1 5 4],2046,[2 6 0 3 1 4 5]
41,4915,[6 4 5 3 0 2 1],2886,[4 0 1 3 2 5 6],2627,[3 4 6 1 5 2 0],4893,[6 4 3 5 1 2 0]
42,2551,[3 4 1 2 0 6 5],1097,[1 4 0 5 6 3 2],3356,[4 3 6 5 1 0 2],3031,[4 1 2 3 0 6 5]
43,4929,[6 5 0 2 3 4 1],4621,[6 2 3 4 0 5 1],3579,[4 6 5 0 2 3 1],3827,[5 1 6 2 4 3 0]
44,4294,[5 6 3 4 2 0 1],3491,[4 6 0 2 5 3 1],5007,[6 5 3 2 1 4 0],4355,[6 0 2 3 5 4 1]
45,668,[0 6 3 5 2 1 4],2019,[2 5 6 0 3 4 1],4764,[6 3 4 2 0 1 5],4352,[6 0 2 3 4 1 5]
46,1457,[2 0 1 5 6 4 3],810,[1 0 5 6 2 3 4],2810,[3 6 2 0 4 1 5],3473,[4 5 6 2 3 1 0]
47,3533,[4 6 2 0 5 3 1],4840,[6 4 1 3 5 0 2],4666,[6 2 5 1 4 0 3],3680,[5 0 4 2 3 1 6]
48,1360,[1 6 2 4 5 0 3],1373,[1 6 3 0 5 4 2],1551,[2 0 6 4 3 5 1],4976,[6 5 2 1 3 0 4]
49,2951,[4 0 3 6 5 2 1],3157,[4 2 1 5 0 6 3],1296,[1 5 6 0 2 3 4],603,[0 6 1 2 4 5 3]
50,261,[0 3 1 6 4 5 2],2339,[3 1 4 2 6 5 0],3816,[5 1 6 0 2 3 4],51,[0 1 4 2 5 6 3]
51,4392,[6 0 4 1 2 3 5],4557,[6 1 5 4 2 3 0],4315,[5 6 4 3 0 2 1],105,[0 1 6 3 4 5 2]
52,3720,[5 1 0 2 3 4 6],657,[0 6 3 2 4 5 1],996,[1 3 2 5 0 4 6],717,[0 6 5 4 2 3 1]
53,4430,[6 0 5 3 2 1 4],2791,[3 6 1 2 0 5 4],3115,[4 1 6 5 0 3 2],2883,[4 0 1 2 5 6 3]
54,4061,[5 3 6 0 4 2 1],1797,[2 3 6 5 1 4 0],2695,[3 5 2 1 0 6 4],685,[0 6 4 3 1 5 2]
55,3413,[4 5 2 0 6 3 1],1841,[2 4 1 5 6 3 0],425,[0 4 3 5 6 2 1],905,[1 2 4 5 6 3 0]
56,2137,[2 6 5 0 1 4 3],886,[1 2 3 6 5 0 4],3162,[4 2 1 6 0 3 5],2381,[3 1 6 0 5 4 2]
57,4623,[6 2 3 4 1 5 0],662,[0 6 3 4 2 1 5],4900,[6 4 5 0 3 1 2],4419,[6 0 5 1 3 4 2]
58,3943,[5 2 6 1 0 4 3],278,[0 3 2 5 4 1 6],3666,[5 0 3 6 1 2 4],1607,[2 1 3 6 5 4 0]
59,2966,[4 0 5 3 2 1 6],3108,[4 1 6 3 0 2 5],3329,[4 3 5 2 6 1 0],4023,[5 3 2 4 1 6 0]
60,3336,[4 3 6 0 1 2 5],4174,[5 4 3 6 2 0 1],1145,[1 4 3 5 6 2 0],1907,[2 4 6 1 5 3 0]
61,4265,[5 6 2 3 4 1 0],771,[1 0 4 2 5 6 3],3894,[5 2 3 1 0 4 6],4327,[6 0 1 3 2 5 4]
62,155,[0 2 3 4 6 5 1],2253,[3 0 5 6 2 4 1],3219,[4 2 6 0 3 5 1],4740,[6 3 2 4 0 1 5]
63,2486,[3 2 5 4 1 0 6],3209,[4 2 5 3 6 1 0],2232,[3 0 5 1 2 4 6],2861,[3 6 5 0 4 2 1]
64,74,[0 1 5 2 4 3 6],126,[0 2 1 4 3 5 6],3691,[5 0 4 6 1 3 2],2049,[2 6 0 3 4 5 1]
65,1603,[2 1 3 6 0 5 4],3417,[4 5 2 1 3 6 0],4351,[6 0 2 3 1 5 4],3633,[5 0 2 3 4 6 1]
66,365,[0 4 1 2 6 5 3],3337,[4 3 6 0 1 5 2],4625,[6 2 3 4 5 1 0],928,[1 2 5 4 6 0 3]
67,2224,[3 0 4 5 6 1 2],4429,[6 0 5 3 1 4 2],204,[0 2 5 4 1 3 6],3141,[4 2 0 6 3 5 1]
68,11,[0 1 2 4 6 5 3],1846,[2 4 1 6 5 0 3],2569,[3 4 2 0 1 6 5],4572,[6 2 0 4 1 3 5]
69,1408,[1 6 4 3 5 0 2],4554,[6 1 5 4 0 2 3],3477,[4 5 6 3 1 2 0],2403,[3 2 0 1 5 6 4]
70,2867,[3 6 5 1 4 2 0],2675,[3 5 1 2 6 4 0],184,[0 2 4 5 6 1 3],3323,[4 3 5 1 6 2 0]
71,2151,[2 6 5 3 1 4 0],2314,[3 1 2 4 6 0 5],1693,[2 3 0 5 1 6 4],1045,[1 3 5 4 0 6 2]
72,452,[0 4 5 6 2 1 3],1996,[2 5 4 0 6 1 3],1959,[2 5 1 4 3 6 0],2506,[3 2 6 1 5 0 4]
73,832,[1 0 6 4 5 2 3],942,[1 2 6 3 0 4 5],3195,[4 2 5 0 3 6 1],326,[0 3 5 4 2 1 6]
74,3257,[4 3 0 5 6 2 1],2531,[3 4 0 2 6 5 1],4403,[6 0 4 2 5 3 1],1569,[2 1 0 4 5 6 3]
75,269,[0 3 2 1 6 5 4],3757,[5 1 2 4 0 6 3],1677,[2 1 6 5 3 4 0],968,[1 3 0 4 5 2 6]
76,2172,[3 0 1 5 2 4 6],3004,[4 1 0 2 6 3 5],1512,[2 0 5 1 3 4 6],4906,[6 4 5 1 3 0 2]
77,4711,[6 3 1 2 0 5 4],407,[0 4 2 6 5 3 1],870,[1 2 3 4 0 5 6],4282,[5 6 3 1 4 0 2]
78,750,[1 0 3 4 2 5 6],951,[1 2 6 4 3 5 0],344,[0 3 6 2 4 1 5],4617,[6 2 3 1 4 5 0]
79,630,[0 6 2 3 1 4 5],565,[0 5 4 3 1 6 2],509,[0 5 2 1 6 4 3],2083,[2 6 1 5 0 4 3]
80,4690,[6 3 0 2 5 1 4],3540,[4 6 2 3 0 1 5],4231,[5 6 1 2 0 4 3],17,[0 1 2 5 6 4 3]
81,1478,[2 0 3 5 4 1 6],717,[0 6 5 4 2 3 1],1555,[2 0 6 5 1 4 3],239,[0 2 6 5 4 3 1]
82,67,[0 1 4 6 2 5 3],3601,[5 0 1 2 3 6 4],1096,[1 4 0 5 6 2 3],816,[1 0 6 2 3 4 5]
83,3044,[4 1 2 6 3 0 5],4984,[6 5 2 3 4 0 1],3303,[4 3 2 5 1 6 0],4083,[5 4 0 1 3 6 2]
84,2220,[3 0 4 5 1 2 6],4457,[6 1 0 4 5 3 2],2686,[3 5 1 6 4 0 2],3426,[4 5 2 6 0 1 3]
85,2628,[3 4 6 2 0 1 5],2125,[2 6 4 3 0 5 1],2903,[4 0 1 6 5 3 2],977,[1 3 0 5 6 4 2]
86,2070,[2 6 1 3 0 4 5],1912,[2 4 6 3 5 0 1],3797,[5 1 4 0 6 3 2],2356,[3 1 5 0 6 2 4]
87,205,[0 2 5 4 1 6 3],2771,[3 6 0 2 5 4 1],4339,[6 0 1 5 2 4 3],1634,[2 1 5 0 4 3 6]
88,2509,[3 2 6 4 0 5 1],1293,[1 5 4 6 2 3 0],3173,[4 2 3 0 6 5 1],4127,[5 4 1 6 3 2 0]
89,4867,[6 4 2 5 0 3 1],83,[0 1 5 3 6 4 2],4299,[5 6 4 0 2 3 1],2943,[4 0 3 5 2 6 1]
90,1690,[2 3 0 4 6 1 5],1834,[2 4 1 3 6 0 5],582,[0 5 6 2 1 3 4],2850,[3 6 4 5 0 1 2]
91,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
92,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
93,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
94,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
95,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
96,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
97,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
98,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
99,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
100,5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6],5040,[0 1 2 3 4 5 6]
