10%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,912,[1 2 5 0 3 4 6],2906,[4 0 2 1 5 3 6],1940,[2 5 0 6 3 1 4],2022,[2 5 6 1 0 3 4]
19,593,[0 5 6 3 4 2 1],3026,[4 1 2 0 5 3 6],1856,[2 4 3 1 5 0 6],2050,[2 6 0 3 5 1 4]
20,761,[1 0 3 5 6 4 2],2742,[3 5 6 1 0 2 4],1956,[2 5 1 4 0 3 6],1982,[2 5 3 4 1 0 6]
21,852,[1 2 0 5 3 4 6],2745,[3 5 6 1 2 4 0],1546,[2 0 6 3 5 1 4],2266,[3 0 6 2 5 1 4]
22,502,[0 5 1 6 4 2 3],2806,[3 6 1 5 4 0 2],1885,[2 4 5 3 0 6 1],2222,[3 0 4 5 2 1 6]
23,809,[1 0 5 4 6 3 2],3074,[4 1 5 0 3 2 6],1868,[2 4 3 6 1 0 5],2244,[3 0 5 4 1 2 6]
24,555,[0 5 4 1 3 6 2],3142,[4 2 0 6 5 1 3],1901,[2 4 6 0 5 3 1],1982,[2 5 3 4 1 0 6]
25,778,[1 0 4 3 6 2 5],2977,[4 0 6 1 2 5 3],1807,[2 4 0 3 1 6 5],2259,[3 0 6 1 4 5 2]
26,836,[1 0 6 5 3 2 4],3211,[4 2 5 6 0 3 1],1837,[2 4 1 5 0 6 3],2053,[2 6 0 4 1 5 3]
27,618,[0 6 1 5 2 3 4],3130,[4 2 0 3 6 1 5],1569,[2 1 0 4 5 6 3],2432,[3 2 1 4 5 0 6]
28,857,[1 2 0 5 6 4 3],2785,[3 6 1 0 2 5 4],1575,[2 1 0 5 4 6 3],2073,[2 6 1 3 4 5 0]
29,658,[0 6 3 2 5 1 4],2995,[4 0 6 5 1 3 2],1968,[2 5 3 0 1 4 6],2322,[3 1 2 6 0 4 5]
30,923,[1 2 5 3 6 4 0],3062,[4 1 3 5 2 0 6],1959,[2 5 1 4 3 6 0],2273,[3 0 6 4 5 2 1]
31,810,[1 0 5 6 2 3 4],2750,[3 5 6 2 1 0 4],1876,[2 4 5 0 6 1 3],1974,[2 5 3 1 0 4 6]
32,712,[0 6 5 3 4 1 2],3089,[4 1 5 3 6 2 0],1631,[2 1 4 6 5 3 0],2287,[3 1 0 4 2 6 5]
33,523,[0 5 2 6 1 4 3],3167,[4 2 1 6 5 3 0],1675,[2 1 6 5 0 4 3],2076,[2 6 1 4 0 3 5]
34,798,[1 0 5 3 2 4 6],2773,[3 6 0 4 1 5 2],1559,[2 0 6 5 4 3 1],2217,[3 0 4 2 5 6 1]
35,769,[1 0 4 2 3 6 5],3179,[4 2 3 1 6 5 0],1686,[2 3 0 4 1 5 6],1934,[2 5 0 4 3 1 6]
36,784,[1 0 4 5 6 2 3],3112,[4 1 6 3 5 0 2],1659,[2 1 6 0 4 5 3],2009,[2 5 4 3 6 1 0]
37,493,[0 5 1 4 2 6 3],3002,[4 1 0 2 5 3 6],1900,[2 4 6 0 5 1 3],2202,[3 0 2 6 1 4 5]
38,661,[0 6 3 4 1 5 2],2731,[3 5 4 6 0 2 1],1921,[2 5 0 1 3 6 4],2364,[3 1 5 4 0 2 6]
39,715,[0 6 5 4 1 3 2],2896,[4 0 1 5 6 2 3],1924,[2 5 0 1 6 3 4],2283,[3 1 0 2 5 6 4]
40,664,[0 6 3 4 5 1 2],2782,[3 6 0 5 4 1 2],1645,[2 1 5 4 0 6 3],2343,[3 1 4 5 2 6 0]
41,709,[0 6 5 3 1 4 2],2853,[3 6 4 5 1 2 0],1871,[2 4 3 6 5 1 0],2366,[3 1 5 4 2 0 6]
42,755,[1 0 3 4 6 5 2],3005,[4 1 0 2 6 5 3],1981,[2 5 3 4 0 6 1],2408,[3 2 0 4 5 1 6]
43,819,[1 0 6 2 4 5 3],2888,[4 0 1 3 5 2 6],1912,[2 4 6 3 5 0 1],2011,[2 5 4 6 0 3 1]
44,760,[1 0 3 5 6 2 4],2847,[3 6 4 2 1 5 0],1680,[2 3 0 1 4 5 6],2210,[3 0 4 1 5 2 6]
45,858,[1 2 0 6 3 4 5],3132,[4 2 0 5 1 3 6],1912,[2 4 6 3 5 0 1],2433,[3 2 1 4 5 6 0]
46,788,[1 0 4 6 3 2 5],3155,[4 2 1 3 6 5 0],1606,[2 1 3 6 5 0 4],2319,[3 1 2 5 4 6 0]
47,859,[1 2 0 6 3 5 4],3174,[4 2 3 1 0 5 6],1944,[2 5 1 0 3 4 6],2000,[2 5 4 1 3 0 6]
48,879,[1 2 3 5 4 6 0],2754,[3 5 6 4 0 1 2],1817,[2 4 0 5 6 3 1],2249,[3 0 5 4 6 2 1]
49,503,[0 5 1 6 4 3 2],2890,[4 0 1 3 6 2 5],1693,[2 3 0 5 1 6 4],2304,[3 1 2 0 4 5 6]
50,802,[1 0 5 3 6 2 4],3058,[4 1 3 2 6 0 5],1570,[2 1 0 4 6 3 5],2035,[2 5 6 4 0 3 1]
51,642,[0 6 2 5 1 3 4],2950,[4 0 3 6 5 1 2],1780,[2 3 6 0 5 1 4],2087,[2 6 1 5 4 3 0]
52,897,[1 2 4 3 5 6 0],2820,[3 6 2 4 0 1 5],1989,[2 5 3 6 1 4 0],2308,[3 1 2 0 6 4 5]
53,538,[0 5 3 2 6 1 4],3206,[4 2 5 3 1 0 6],1705,[2 3 1 0 4 6 5],2122,[2 6 4 1 5 0 3]
54,951,[1 2 6 4 3 5 0],3052,[4 1 3 0 6 2 5],1740,[2 3 4 5 0 1 6],2387,[3 1 6 2 5 4 0]
55,838,[1 0 6 5 4 2 3],2854,[3 6 4 5 2 0 1],1771,[2 3 5 6 0 4 1],2312,[3 1 2 4 5 0 6]
56,482,[0 5 1 2 4 3 6],3044,[4 1 2 6 3 0 5],1604,[2 1 3 6 4 0 5],2155,[2 6 5 4 0 3 1]
57,932,[1 2 5 6 3 0 4],2781,[3 6 0 5 2 4 1],1517,[2 0 5 1 6 4 3],2383,[3 1 6 2 0 5 4]
58,841,[1 2 0 3 4 6 5],3027,[4 1 2 0 5 6 3],1879,[2 4 5 1 0 6 3],2312,[3 1 2 4 5 0 6]
59,921,[1 2 5 3 4 6 0],2971,[4 0 5 6 1 3 2],1921,[2 5 0 1 3 6 4],1974,[2 5 3 1 0 4 6]
60,758,[1 0 3 5 4 2 6],2781,[3 6 0 5 2 4 1],1983,[2 5 3 4 1 6 0],2337,[3 1 4 2 5 6 0]
61,766,[1 0 3 6 5 2 4],2891,[4 0 1 3 6 5 2],1564,[2 1 0 3 6 4 5],2209,[3 0 4 1 2 6 5]
62,471,[0 4 6 3 2 5 1],3021,[4 1 0 6 3 5 2],1569,[2 1 0 4 5 6 3],2319,[3 1 2 5 4 6 0]
63,934,[1 2 5 6 4 0 3],2902,[4 0 1 6 5 2 3],1984,[2 5 3 4 6 0 1],2435,[3 2 1 4 6 5 0]
64,536,[0 5 3 2 4 1 6],2922,[4 0 2 6 1 3 5],1788,[2 3 6 4 0 1 5],2239,[3 0 5 2 1 6 4]
65,651,[0 6 3 1 4 5 2],3015,[4 1 0 5 3 6 2],1628,[2 1 4 6 3 0 5],2352,[3 1 5 0 2 4 6]
66,910,[1 2 4 6 5 0 3],3008,[4 1 0 3 5 2 6],1702,[2 3 0 6 5 1 4],2184,[3 0 2 1 4 5 6]
67,751,[1 0 3 4 2 6 5],3210,[4 2 5 6 0 1 3],1614,[2 1 4 3 0 5 6],2341,[3 1 4 5 0 6 2]
68,767,[1 0 3 6 5 4 2],3159,[4 2 1 5 3 6 0],1686,[2 3 0 4 1 5 6],2055,[2 6 0 4 3 5 1]
69,660,[0 6 3 4 1 2 5],3006,[4 1 0 3 2 5 6],1776,[2 3 6 0 1 4 5],2411,[3 2 0 4 6 5 1]
70,860,[1 2 0 6 4 3 5],3163,[4 2 1 6 0 5 3],1697,[2 3 0 5 6 4 1],2372,[3 1 5 6 2 0 4]
71,573,[0 5 4 6 2 3 1],2982,[4 0 6 2 1 3 5],1565,[2 1 0 3 6 5 4],2106,[2 6 3 5 0 1 4]
72,603,[0 6 1 2 4 5 3],3074,[4 1 5 0 3 2 6],2012,[2 5 4 6 1 0 3],2193,[3 0 2 4 5 6 1]
73,653,[0 6 3 1 5 4 2],3216,[4 2 6 0 1 3 5],1664,[2 1 6 3 4 0 5],2212,[3 0 4 1 6 2 5]
74,888,[1 2 4 0 3 5 6],2965,[4 0 5 3 1 6 2],1821,[2 4 0 6 3 5 1],1957,[2 5 1 4 0 6 3]
75,508,[0 5 2 1 6 3 4],2915,[4 0 2 3 6 5 1],1595,[2 1 3 4 6 5 0],2168,[3 0 1 4 5 2 6]
76,552,[0 5 4 1 2 3 6],2765,[3 6 0 1 5 4 2],1682,[2 3 0 1 5 4 6],2295,[3 1 0 5 4 6 2]
77,600,[0 6 1 2 3 4 5],2943,[4 0 3 5 2 6 1],1990,[2 5 3 6 4 0 1],1995,[2 5 4 0 3 6 1]
78,458,[0 4 6 1 3 2 5],2852,[3 6 4 5 1 0 2],1699,[2 3 0 6 1 5 4],2113,[2 6 4 0 1 5 3]
79,656,[0 6 3 2 4 1 5],3016,[4 1 0 5 6 2 3],2006,[2 5 4 3 1 0 6],1978,[2 5 3 1 6 0 4]
80,949,[1 2 6 4 0 5 3],2906,[4 0 2 1 5 3 6],1733,[2 3 4 0 6 5 1],2377,[3 1 6 0 2 5 4]
81,936,[1 2 6 0 3 4 5],2988,[4 0 6 3 1 2 5],1909,[2 4 6 3 0 5 1],2384,[3 1 6 2 4 0 5]
82,698,[0 6 5 1 3 2 4],2890,[4 0 1 3 6 2 5],1822,[2 4 0 6 5 1 3],1964,[2 5 1 6 3 0 4]
83,853,[1 2 0 5 3 6 4],2921,[4 0 2 5 6 3 1],1940,[2 5 0 6 3 1 4],1940,[2 5 0 6 3 1 4]
84,815,[1 0 5 6 4 3 2],2826,[3 6 2 5 0 1 4],1858,[2 4 3 1 6 0 5],2209,[3 0 4 1 2 6 5]
85,737,[1 0 2 5 6 4 3],2762,[3 6 0 1 4 2 5],1691,[2 3 0 4 6 5 1],2213,[3 0 4 1 6 5 2]
86,872,[1 2 3 4 5 0 6],2955,[4 0 5 1 3 6 2],1903,[2 4 6 1 0 5 3],2234,[3 0 5 1 4 2 6]
87,629,[0 6 2 1 5 4 3],3109,[4 1 6 3 0 5 2],1872,[2 4 5 0 1 3 6],2261,[3 0 6 1 5 4 2]
88,531,[0 5 3 1 4 6 2],2911,[4 0 2 3 1 6 5],1793,[2 3 6 4 5 1 0],2026,[2 5 6 1 4 0 3]
89,920,[1 2 5 3 4 0 6],2945,[4 0 3 5 6 2 1],1879,[2 4 5 1 0 6 3],2342,[3 1 4 5 2 0 6]
90,745,[1 0 3 2 4 6 5],2891,[4 0 1 3 6 5 2],1582,[2 1 0 6 5 3 4],2427,[3 2 1 0 5 6 4]
91,3710,[5 0 6 3 2 1 4],1418,[1 6 5 0 3 2 4],3767,[5 1 2 6 4 3 0],199,[0 2 5 3 1 6 4]
92,1695,[2 3 0 5 4 6 1],716,[0 6 5 4 2 1 3],1328,[1 6 0 3 4 2 5],4051,[5 3 4 6 0 2 1]
93,2698,[3 5 2 1 6 0 4],563,[0 5 4 2 6 3 1],5037,[6 5 4 3 1 2 0],2824,[3 6 2 4 5 0 1]
94,4654,[6 2 4 5 3 0 1],4005,[5 3 1 6 2 4 0],4513,[6 1 4 0 2 5 3],4551,[6 1 5 3 2 4 0]
95,4126,[5 4 1 6 3 0 2],1745,[2 3 4 5 6 1 0],4312,[5 6 4 2 3 0 1],725,[1 0 2 3 6 5 4]
96,2461,[3 2 4 5 0 6 1],1211,[1 5 0 3 6 4 2],2735,[3 5 4 6 2 1 0],1504,[2 0 4 5 6 1 3]
97,3427,[4 5 2 6 0 3 1],4111,[5 4 1 2 0 6 3],5012,[6 5 3 4 1 0 2],4800,[6 4 0 1 2 3 5]
98,3049,[4 1 3 0 2 6 5],2424,[3 2 1 0 4 5 6],404,[0 4 2 6 3 1 5],3511,[4 6 1 2 0 5 3]
99,1482,[2 0 3 6 1 4 5],1209,[1 5 0 3 4 6 2],467,[0 4 6 2 5 3 1],3766,[5 1 2 6 4 0 3]
100,4574,[6 2 0 4 3 1 5],4038,[5 3 4 1 0 2 6],2387,[3 1 6 2 5 4 0],2741,[3 5 6 0 4 2 1]
