40%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
18,1233,[1 5 2 3 4 6 0],2020,[2 5 6 0 4 1 3],1673,[2 1 6 4 5 3 0],2406,[3 2 0 4 1 5 6]
19,1911,[2 4 6 3 1 5 0],3795,[5 1 4 0 3 6 2],1355,[1 6 2 3 5 4 0],3090,[4 1 5 6 0 2 3]
20,1652,[2 1 5 6 3 0 4],2644,[3 5 0 1 6 2 4],1276,[1 5 4 0 6 2 3],2325,[3 1 2 6 4 5 0]
21,1331,[1 6 0 3 5 4 2],3283,[4 3 1 6 0 5 2],2638,[3 4 6 5 2 0 1],3152,[4 2 1 3 5 0 6]
22,1881,[2 4 5 1 3 6 0],2311,[3 1 2 4 0 6 5],2641,[3 5 0 1 2 6 4],1780,[2 3 6 0 5 1 4]
23,2019,[2 5 6 0 3 4 1],3334,[4 3 5 6 2 0 1],2615,[3 4 5 6 2 1 0],3127,[4 2 0 3 1 6 5]
24,1917,[2 4 6 5 1 3 0],2561,[3 4 1 5 6 2 0],2319,[3 1 2 5 4 6 0],1366,[1 6 2 5 4 0 3]
25,723,[1 0 2 3 5 6 4],3045,[4 1 2 6 3 5 0],2175,[3 0 1 5 4 6 2],2574,[3 4 2 1 0 5 6]
26,1720,[2 3 1 5 6 0 4],3704,[5 0 6 2 3 1 4],2304,[3 1 2 0 4 5 6],3181,[4 2 3 5 0 6 1]
27,575,[0 5 4 6 3 2 1],2840,[3 6 4 1 2 0 5],1930,[2 5 0 3 6 1 4],1432,[1 6 5 3 4 0 2]
28,1207,[1 5 0 3 2 6 4],3552,[4 6 3 0 1 2 5],2344,[3 1 4 5 6 0 2],2961,[4 0 5 2 3 6 1]
29,1774,[2 3 5 6 4 0 1],2721,[3 5 4 1 2 6 0],2727,[3 5 4 2 1 6 0],1882,[2 4 5 1 6 0 3]
30,1858,[2 4 3 1 6 0 5],1970,[2 5 3 0 4 1 6],1659,[2 1 6 0 4 5 3],1471,[2 0 3 4 1 6 5]
31,1801,[2 4 0 1 3 6 5],2125,[2 6 4 3 0 5 1],2793,[3 6 1 2 4 5 0],2441,[3 2 1 5 6 4 0]
32,2089,[2 6 3 0 1 5 4],3151,[4 2 1 3 0 6 5],1294,[1 5 4 6 3 0 2],1401,[1 6 4 2 3 5 0]
33,1723,[2 3 1 6 0 5 4],3127,[4 2 0 3 1 6 5],2836,[3 6 4 0 5 1 2],1666,[2 1 6 3 5 0 4]
34,371,[0 4 1 3 6 5 2],2572,[3 4 2 0 6 1 5],1014,[1 3 4 2 0 5 6],2448,[3 2 4 0 1 5 6]
35,1223,[1 5 0 6 4 3 2],2204,[3 0 2 6 4 1 5],2674,[3 5 1 2 6 0 4],2365,[3 1 5 4 0 6 2]
36,1799,[2 3 6 5 4 1 0],2917,[4 0 2 5 1 6 3],1608,[2 1 4 0 3 5 6],2607,[3 4 5 2 1 6 0]
37,2158,[2 6 5 4 3 0 1],3737,[5 1 0 4 6 3 2],1546,[2 0 6 3 5 1 4],1991,[2 5 3 6 4 1 0]
38,1017,[1 3 4 2 5 6 0],2212,[3 0 4 1 6 2 5],1747,[2 3 4 6 0 5 1],2960,[4 0 5 2 3 1 6]
39,340,[0 3 6 1 5 2 4],3546,[4 6 2 5 0 1 3],2319,[3 1 2 5 4 6 0],1583,[2 1 0 6 5 4 3]
40,1629,[2 1 4 6 3 5 0],2157,[2 6 5 4 1 3 0],3005,[4 1 0 2 6 5 3],2156,[2 6 5 4 1 0 3]
41,917,[1 2 5 0 6 4 3],2899,[4 0 1 6 2 5 3],1472,[2 0 3 4 5 1 6],1743,[2 3 4 5 1 6 0]
42,1345,[1 6 2 0 3 5 4],2268,[3 0 6 4 1 2 5],2739,[3 5 6 0 2 4 1],2667,[3 5 1 0 4 6 2]
43,1479,[2 0 3 5 4 6 1],2126,[2 6 4 3 1 0 5],2512,[3 2 6 4 5 0 1],1364,[1 6 2 5 3 0 4]
44,1415,[1 6 4 5 3 2 0],2902,[4 0 1 6 5 2 3],2962,[4 0 5 2 6 1 3],2535,[3 4 0 5 2 6 1]
45,1175,[1 4 5 6 3 2 0],2389,[3 1 6 4 0 5 2],1867,[2 4 3 6 0 5 1],2112,[2 6 4 0 1 3 5]
46,856,[1 2 0 5 6 3 4],2743,[3 5 6 1 0 4 2],2345,[3 1 4 5 6 2 0],2161,[3 0 1 2 4 6 5]
47,777,[1 0 4 3 5 6 2],3559,[4 6 3 1 0 5 2],1915,[2 4 6 5 0 3 1],2984,[4 0 6 2 3 1 5]
48,2015,[2 5 4 6 3 1 0],1929,[2 5 0 3 4 6 1],2175,[3 0 1 5 4 6 2],1975,[2 5 3 1 0 6 4]
49,1761,[2 3 5 1 4 6 0],2180,[3 0 1 6 4 2 5],2814,[3 6 2 1 0 4 5],2479,[3 2 5 1 0 6 4]
50,824,[1 0 6 3 4 2 5],3039,[4 1 2 5 3 6 0],2876,[3 6 5 4 1 0 2],3239,[4 2 6 5 3 1 0]
51,1729,[2 3 4 0 1 6 5],2816,[3 6 2 1 4 0 5],2725,[3 5 4 2 0 6 1],1770,[2 3 5 6 0 1 4]
52,447,[0 4 5 3 2 6 1],2928,[4 0 3 1 2 5 6],1642,[2 1 5 3 6 0 4],2950,[4 0 3 6 5 1 2]
53,959,[1 2 6 5 4 3 0],1905,[2 4 6 1 3 5 0],1692,[2 3 0 5 1 4 6],2901,[4 0 1 6 3 5 2]
54,931,[1 2 5 6 0 4 3],2099,[2 6 3 1 5 4 0],2636,[3 4 6 5 1 0 2],1996,[2 5 4 0 6 1 3]
55,2319,[3 1 2 5 4 6 0],2187,[3 0 2 1 5 6 4],1013,[1 3 4 0 6 5 2],2750,[3 5 6 2 1 0 4]
56,646,[0 6 2 5 4 1 3],2677,[3 5 1 4 0 6 2],1887,[2 4 5 3 1 6 0],1745,[2 3 4 5 6 1 0]
57,2220,[3 0 4 5 1 2 6],3146,[4 2 1 0 5 3 6],2451,[3 2 4 0 5 6 1],2552,[3 4 1 2 5 0 6]
58,730,[1 0 2 4 6 3 5],2819,[3 6 2 1 5 4 0],2470,[3 2 4 6 5 0 1],1314,[1 5 6 4 0 2 3]
59,1054,[1 3 5 6 4 0 2],3250,[4 3 0 2 6 1 5],2215,[3 0 4 2 1 6 5],1542,[2 0 6 3 1 4 5]
60,1443,[2 0 1 3 5 6 4],3178,[4 2 3 1 6 0 5],1426,[1 6 5 2 4 0 3],2714,[3 5 4 0 2 1 6]
61,1650,[2 1 5 6 0 3 4],1933,[2 5 0 4 1 6 3],2925,[4 0 2 6 3 5 1],1395,[1 6 4 0 3 5 2]
62,1236,[1 5 2 4 0 3 6],3406,[4 5 1 6 3 0 2],1696,[2 3 0 5 6 1 4],2973,[4 0 5 6 2 3 1]
63,2259,[3 0 6 1 4 5 2],2957,[4 0 5 1 6 3 2],1976,[2 5 3 1 4 0 6],2074,[2 6 1 3 5 0 4]
64,414,[0 4 3 2 1 5 6],2172,[3 0 1 5 2 4 6],1575,[2 1 0 5 4 6 3],1392,[1 6 4 0 2 3 5]
65,2124,[2 6 4 3 0 1 5],1896,[2 4 6 0 1 3 5],1774,[2 3 5 6 4 0 1],2920,[4 0 2 5 6 1 3]
66,886,[1 2 3 6 5 0 4],2405,[3 2 0 1 6 5 4],2574,[3 4 2 1 0 5 6],2143,[2 6 5 1 0 4 3]
67,1809,[2 4 0 3 5 6 1],3063,[4 1 3 5 2 6 0],1113,[1 4 2 3 5 6 0],2596,[3 4 5 0 6 1 2]
68,1959,[2 5 1 4 3 6 0],2963,[4 0 5 2 6 3 1],2845,[3 6 4 2 0 5 1],3155,[4 2 1 3 6 5 0]
69,1345,[1 6 2 0 3 5 4],2937,[4 0 3 2 5 6 1],2576,[3 4 2 1 5 0 6],1848,[2 4 3 0 1 5 6]
70,1112,[1 4 2 3 5 0 6],2159,[2 6 5 4 3 1 0],2939,[4 0 3 2 6 5 1],1585,[2 1 3 0 4 6 5]
71,1604,[2 1 3 6 4 0 5],2351,[3 1 4 6 5 2 0],1115,[1 4 2 3 6 5 0],3293,[4 3 2 0 6 5 1]
72,358,[0 3 6 5 4 1 2],3105,[4 1 6 2 3 5 0],1432,[1 6 5 3 4 0 2],2791,[3 6 1 2 0 5 4]
73,1067,[1 3 6 2 5 4 0],1913,[2 4 6 3 5 1 0],1721,[2 3 1 5 6 4 0],1595,[2 1 3 4 6 5 0]
74,586,[0 5 6 2 4 1 3],2771,[3 6 0 2 5 4 1],1335,[1 6 0 4 3 5 2],2222,[3 0 4 5 2 1 6]
75,1039,[1 3 5 2 0 6 4],2315,[3 1 2 4 6 5 0],1484,[2 0 3 6 4 1 5],1515,[2 0 5 1 4 6 3]
76,2306,[3 1 2 0 5 4 6],3646,[5 0 2 6 4 1 3],2924,[4 0 2 6 3 1 5],1662,[2 1 6 3 0 4 5]
77,706,[0 6 5 2 4 1 3],3211,[4 2 5 6 0 3 1],1552,[2 0 6 4 5 1 3],2888,[4 0 1 3 5 2 6]
78,907,[1 2 4 6 0 5 3],3659,[5 0 3 2 6 4 1],2677,[3 5 1 4 0 6 2],1555,[2 0 6 5 1 4 3]
79,1046,[1 3 5 4 2 0 6],2077,[2 6 1 4 0 5 3],1228,[1 5 2 0 6 3 4],1402,[1 6 4 2 5 0 3]
80,2187,[3 0 2 1 5 6 4],2880,[4 0 1 2 3 5 6],2855,[3 6 4 5 2 1 0],1735,[2 3 4 1 0 6 5]
81,1246,[1 5 2 6 4 0 3],1920,[2 5 0 1 3 4 6],1291,[1 5 4 6 0 3 2],1950,[2 5 1 3 0 4 6]
82,879,[1 2 3 5 4 6 0],2134,[2 6 4 5 3 0 1],2780,[3 6 0 5 2 1 4],1604,[2 1 3 6 4 0 5]
83,1765,[2 3 5 4 0 6 1],1928,[2 5 0 3 4 1 6],2554,[3 4 1 2 6 0 5],1665,[2 1 6 3 4 5 0]
84,1254,[1 5 3 2 0 4 6],2179,[3 0 1 6 2 5 4],2876,[3 6 5 4 1 0 2],1816,[2 4 0 5 6 1 3]
85,378,[0 4 1 6 2 3 5],2222,[3 0 4 5 2 1 6],1360,[1 6 2 4 5 0 3],1849,[2 4 3 0 1 6 5]
86,1742,[2 3 4 5 1 0 6],2809,[3 6 2 0 1 5 4],2754,[3 5 6 4 0 1 2],2796,[3 6 1 4 0 2 5]
87,1434,[1 6 5 4 0 2 3],2639,[3 4 6 5 2 1 0],2726,[3 5 4 2 1 0 6],2438,[3 2 1 5 4 0 6]
88,1095,[1 4 0 5 3 6 2],3447,[4 5 3 2 1 6 0],1481,[2 0 3 5 6 4 1],1817,[2 4 0 5 6 3 1]
89,370,[0 4 1 3 6 2 5],2553,[3 4 1 2 5 6 0],3023,[4 1 0 6 5 3 2],3002,[4 1 0 2 5 3 6]
90,880,[1 2 3 5 6 0 4],2231,[3 0 4 6 5 2 1],1794,[2 3 6 5 0 1 4],1473,[2 0 3 4 5 6 1]
91,4408,[6 0 4 3 5 1 2],4589,[6 2 1 0 5 4 3],40,[0 1 3 5 6 2 4],1207,[1 5 0 3 2 6 4]
92,4158,[5 4 3 1 0 2 6],4107,[5 4 1 0 3 6 2],3049,[4 1 3 0 2 6 5],4025,[5 3 2 4 6 1 0]
93,4985,[6 5 2 3 4 1 0],1263,[1 5 3 4 2 6 0],4339,[6 0 1 5 2 4 3],3614,[5 0 1 4 3 2 6]
94,3579,[4 6 5 0 2 3 1],4704,[6 3 1 0 2 4 5],3600,[5 0 1 2 3 4 6],3748,[5 1 2 0 6 3 4]
95,5008,[6 5 3 2 4 0 1],988,[1 3 2 0 6 4 5],889,[1 2 4 0 3 6 5],1117,[1 4 2 5 0 6 3]
96,4561,[6 2 0 1 3 5 4],782,[1 0 4 5 3 2 6],4320,[6 0 1 2 3 4 5],185,[0 2 4 5 6 3 1]
97,3668,[5 0 3 6 2 1 4],1746,[2 3 4 6 0 1 5],3159,[4 2 1 5 3 6 0],3973,[5 3 0 4 1 6 2]
98,3640,[5 0 2 4 6 1 3],300,[0 3 4 5 1 2 6],4113,[5 4 1 2 3 6 0],1247,[1 5 2 6 4 3 0]
99,3977,[5 3 0 4 6 2 1],1791,[2 3 6 4 1 5 0],3797,[5 1 4 0 6 3 2],4462,[6 1 0 5 4 2 3]
100,2449,[3 2 4 0 1 6 5],1393,[1 6 4 0 2 5 3],3980,[5 3 0 6 2 1 4],1242,[1 5 2 6 0 3 4]
